qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,F Horn 1,F Horn 2,F Trumpet 1,F Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
94.0,96.0,P8(Oboe 1),,P8(Flute 1),,P3(Bb Clarinet 2)&P2(F Horn 1)&P2(F Horn 2),P3(Bb Clarinet 1)&P4(F Horn 1)&P4(F Horn 2),,,P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P8(F Horn 2),P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P8(F Horn 1),,,,Main Part,P4(Viola),P4(Violin 2),P8(Contrabass),P8(Violoncello)
96.0,102.0,Main Part,,P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P8(F Horn 1)&P8(F Horn 2),,P2(Oboe 1)&P3(Bb Clarinet 2)&P2(F Horn 1)&P2(F Horn 2),P4(Oboe 1)&P3(Bb Clarinet 1)&P4(F Horn 1)&P4(F Horn 2),,,P8(Oboe 1)&P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P8(F Horn 2),P8(Oboe 1)&P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P8(F Horn 1),,,,,,,P8(Contrabass),P8(Violoncello)
102.0,108.0,Main Part,,,,,,,P8(Contrabass),,,,,,,,,,P8(Bassoon 2)
108.0,123.5,Main Part,P8(Main),P8(Oboe 2)&P8(F Horn 1)&P8(F Horn 2),P8(Oboe 1)&P8(F Horn 1)&P8(F Horn 2),U(Bb Clarinet 2),U(Bb Clarinet 1),P8(Violin 1)&P8(Violin 2),P8(Contrabass),P8(Oboe 1)&P8(Oboe 2)&P8(F Horn 2),P8(Oboe 1)&P8(Oboe 2)&P8(F Horn 1),P8(F Trumpet 2)&P8(Timpani),P8(F Trumpet 1)&P8(Timpani),P8(F Trumpet 1)&P8(F Trumpet 2),P8(Bassoon 1)&P8(Violin 2),P8(Bassoon 1)&P8(Violin 1),,,P8(Bassoon 2)
123.5,132.5,,,,,P8(Bb Clarinet 2)&U(Main)&P8(Violin 2),P8(Bb Clarinet 1)&P8(Main)&P8(Violin 2),,,P8(F Horn 2),P8(F Horn 1),P8(Timpani),,P8(F Trumpet 1),Main Part,P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Main),,P8(Contrabass),P8(Violoncello)
132.5,135.5,P6(Flute 2)&P8(Oboe 1)&P6(Oboe 2)&P8(Bassoon 1)&P6(Bassoon 2),P6(Flute 1)&P6(Oboe 1)&P8(Oboe 2)&P6(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P6(Flute 2)&P6(Oboe 2)&P8(Bassoon 1)&P6(Bassoon 2),P6(Flute 1)&P8(Flute 2)&P6(Oboe 1)&P6(Bassoon 1)&P8(Bassoon 2),,,P8(Flute 1)&P6(Flute 2)&P8(Oboe 1)&P6(Oboe 2)&P6(Bassoon 2),P6(Flute 1)&P8(Flute 2)&P6(Oboe 1)&P8(Oboe 2)&P6(Bassoon 1),,,,,,Main Part,P5(Main)&P3(Viola)&P7(Violoncello)&P7(Contrabass),P3(Main)&P3(Violin 2)&P5(Violoncello)&P5(Contrabass),P3(Main)&P7(Violin 2)&P5(Viola)&P8(Contrabass),P3(Main)&P7(Violin 2)&P5(Viola)&P8(Violoncello)
135.5,138.0,,,,,,,,,U(F Horn 2)&P8(F Trumpet 1)&P8(F Trumpet 2),U(F Horn 1)&P8(F Trumpet 1)&P8(F Trumpet 2),P8(F Horn 1)&P8(F Horn 2)&U(F Trumpet 2),P8(F Horn 1)&P8(F Horn 2)&U(F Trumpet 1),,Main Part,P3(Viola),P3(Violin 2),P8(Contrabass),P8(Violoncello)
138.0,152.0,Main Part,,P8(Bb Clarinet 2),,,P8(Oboe 1),P8(Bassoon 2),P8(Bassoon 1),,P8(F Trumpet 2),,P8(F Horn 2),,,,,P8(Contrabass),P8(Violoncello)
152.0,154.0,Main Part,P3(Main)&P7(Oboe 1)&P5(Oboe 2)&P3(Bb Clarinet 1)&P7(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P5(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 1)&P8(F Trumpet 2),P5(Main)&P7(Flute 2)&P3(Oboe 2)&P5(Bb Clarinet 1)&P8(Bb Clarinet 2)&P7(Bassoon 1)&P7(Bassoon 2)&P3(F Horn 1)&P7(F Horn 2)&P7(F Trumpet 1)&P7(F Trumpet 2),P3(Main)&P5(Flute 2)&P3(Oboe 1)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P5(Bassoon 1)&P5(Bassoon 2)&P8(F Horn 1)&P5(F Horn 2)&P5(F Trumpet 1)&P5(F Trumpet 2),P8(Main)&P3(Flute 2)&P5(Oboe 1)&P3(Oboe 2)&P5(Bb Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P3(F Horn 1)&P3(F Horn 2)&P3(F Trumpet 1)&P3(F Trumpet 2),P5(Main)&P7(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P5(Bb Clarinet 1)&P7(Bassoon 1)&P7(Bassoon 2)&P3(F Horn 1)&P7(F Horn 2)&P7(F Trumpet 1)&P7(F Trumpet 2),P3(Main)&P8(Flute 2)&P7(Oboe 1)&P5(Oboe 2)&P3(Bb Clarinet 1)&P7(Bb Clarinet 2)&U(Bassoon 2)&P5(F Horn 1)&U(F Horn 2)&P8(F Trumpet 1)&U(F Trumpet 2),P3(Main)&P8(Flute 2)&P7(Oboe 1)&P5(Oboe 2)&P3(Bb Clarinet 1)&P7(Bb Clarinet 2)&U(Bassoon 1)&P5(F Horn 1)&U(F Horn 2)&P8(F Trumpet 1)&U(F Trumpet 2),P3(Main)&P5(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P5(Bassoon 1)&P5(Bassoon 2)&P5(F Horn 2)&P5(F Trumpet 1)&P5(F Trumpet 2),P3(Main)&P8(Flute 2)&P7(Oboe 1)&P5(Oboe 2)&P3(Bb Clarinet 1)&P7(Bb Clarinet 2)&U(Bassoon 1)&U(Bassoon 2)&P5(F Horn 1)&P8(F Trumpet 1)&U(F Trumpet 2),P3(Main)&P8(Flute 2)&P7(Oboe 1)&P5(Oboe 2)&P3(Bb Clarinet 1)&P7(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P5(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 2),P3(Main)&P8(Flute 2)&P7(Oboe 1)&P5(Oboe 2)&P3(Bb Clarinet 1)&P7(Bb Clarinet 2)&U(Bassoon 1)&U(Bassoon 2)&P5(F Horn 1)&U(F Horn 2)&P8(F Trumpet 1),,,P3(Viola),P3(Violin 2),P8(Contrabass),P8(Violoncello)
154.0,174.0,Main Part,,,,,,,,,,,,,,,,,
174.0,187.0,,,,,,,,,,,P8(F Trumpet 2)&P8(Timpani),P8(F Trumpet 1)&P8(Timpani),P8(F Trumpet 1)&P8(F Trumpet 2),Main Part,,,P8(Contrabass),P8(Violoncello)
187.0,190.0,P8(Oboe 1),,P8(Flute 1),,P3(Bb Clarinet 2)&P2(F Horn 1)&P2(F Horn 2),P3(Bb Clarinet 1)&P4(F Horn 1)&P4(F Horn 2),,,P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P8(F Horn 2),P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P8(F Horn 1),,,,Main Part,,P3(Violoncello)&P3(Contrabass),P3(Viola)&P8(Contrabass),P3(Viola)&P8(Violoncello)
190.0,192.0,P8(Oboe 1),,P8(Flute 1),,P3(Bb Clarinet 2)&P2(F Horn 1)&P2(F Horn 2),P3(Bb Clarinet 1)&P4(F Horn 1)&P4(F Horn 2),,,P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P8(F Horn 2),P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P8(F Horn 1),,,,Main Part,P4(Viola)&P2(Violoncello)&P2(Contrabass),P4(Violin 2)&P3(Violoncello)&P3(Contrabass),P2(Violin 2)&P3(Viola)&P8(Contrabass),P2(Violin 2)&P3(Viola)&P8(Violoncello)
192.0,194.0,Main Part,,P8(Main),,P3(Bb Clarinet 2)&P2(F Horn 1)&P2(F Horn 2),P3(Bb Clarinet 1)&P4(F Horn 1)&P4(F Horn 2),,,P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P8(F Horn 2),P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P8(F Horn 1),,,,,P4(Viola)&P2(Violoncello)&P2(Contrabass),P4(Violin 2)&P3(Violoncello)&P3(Contrabass),P2(Violin 2)&P3(Viola)&P8(Contrabass),P2(Violin 2)&P3(Viola)&P8(Violoncello)
194.0,196.0,Main Part,,P8(Main),,P3(Bb Clarinet 2)&P2(F Horn 1)&P2(F Horn 2),P3(Bb Clarinet 1)&P4(F Horn 1)&P4(F Horn 2),,,P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P8(F Horn 2),P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P8(F Horn 1),,,,,P4(Viola)&P2(Violoncello)&P2(Contrabass),P4(Violin 2)&P3(Violoncello)&P3(Contrabass),P2(Violin 2)&P3(Viola)&P8(Contrabass),P2(Violin 2)&P3(Viola)&P8(Violoncello)
196.0,198.0,Main Part,,P8(Main),,P3(Bb Clarinet 2)&P2(F Horn 1)&P2(F Horn 2),P3(Bb Clarinet 1)&P4(F Horn 1)&P4(F Horn 2),,,P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P8(F Horn 2),P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P8(F Horn 1),,,,,P4(Viola),P4(Violin 2),P8(Contrabass),P8(Violoncello)
198.0,204.0,,,P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P8(F Horn 1)&P8(F Horn 2),,P2(Oboe 1)&P3(Bb Clarinet 2)&P2(F Horn 1)&P2(F Horn 2),P4(Oboe 1)&P3(Bb Clarinet 1)&P4(F Horn 1)&P4(F Horn 2),,,P8(Oboe 1)&P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P8(F Horn 2),P8(Oboe 1)&P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P8(F Horn 1),,,,Main Part,,,P8(Contrabass),P8(Violoncello)
204.0,210.0,,,,,,,,P8(Contrabass),,,,,,Main Part,,,,P8(Bassoon 2)
210.0,225.5,P8(Flute 2),P8(Flute 1),P8(Oboe 2)&P8(F Horn 1)&P8(F Horn 2),P8(Oboe 1)&P8(F Horn 1)&P8(F Horn 2),U(Bb Clarinet 2),U(Bb Clarinet 1),P8(Main)&P8(Violin 2),P8(Contrabass),P8(Oboe 1)&P8(Oboe 2)&P8(F Horn 2),P8(Oboe 1)&P8(Oboe 2)&P8(F Horn 1),P8(F Trumpet 2)&P8(Timpani),P8(F Trumpet 1)&P8(Timpani),P8(F Trumpet 1)&P8(F Trumpet 2),Main Part,P8(Bassoon 1)&P8(Main),,,P8(Bassoon 2)
225.5,234.5,,,,,P8(Bb Clarinet 2)&U(Violin 1)&P8(Violin 2),P8(Bb Clarinet 1)&P8(Violin 1)&P8(Violin 2),Main Part,,P8(F Horn 2),P8(F Horn 1),P8(Timpani),,P8(F Trumpet 1),U(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Violin 2),P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Violin 1),,P8(Contrabass),P8(Violoncello)
234.5,237.5,P6(Flute 2)&P8(Oboe 1)&P6(Oboe 2)&P8(Main)&P6(Bassoon 2),P6(Flute 1)&P6(Oboe 1)&P8(Oboe 2)&P6(Main)&P8(Bassoon 2),P8(Flute 1)&P6(Flute 2)&P6(Oboe 2)&P8(Main)&P6(Bassoon 2),P6(Flute 1)&P8(Flute 2)&P6(Oboe 1)&P6(Main)&P8(Bassoon 2),,,Main Part,P6(Flute 1)&P8(Flute 2)&P6(Oboe 1)&P8(Oboe 2)&P6(Main),,,,,,P5(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P5(Violin 1)&P3(Viola)&P7(Violoncello)&P7(Contrabass),P3(Violin 1)&P3(Violin 2)&P5(Violoncello)&P5(Contrabass),P3(Violin 1)&P7(Violin 2)&P5(Viola)&P8(Contrabass),P3(Violin 1)&P7(Violin 2)&P5(Viola)&P8(Violoncello)
237.5,240.0,,,,,,,Main Part,,U(F Horn 2)&P8(F Trumpet 1)&P8(F Trumpet 2),U(F Horn 1)&P8(F Trumpet 1)&P8(F Trumpet 2),P8(F Horn 1)&P8(F Horn 2)&U(F Trumpet 2),P8(F Horn 1)&P8(F Horn 2)&U(F Trumpet 1),,,P3(Viola),P3(Violin 2),P8(Contrabass),P8(Violoncello)
240.0,254.0,,,P8(Bb Clarinet 2),,,P8(Oboe 1),P8(Bassoon 2),P8(Bassoon 1),,P8(F Trumpet 2),,P8(F Horn 2),,Main Part,,,P8(Contrabass),P8(Violoncello)
254.0,256.0,P3(Flute 2)&P5(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P5(Bb Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P3(F Horn 1)&P3(F Horn 2)&P3(F Trumpet 1)&P3(F Trumpet 2),P3(Flute 1)&P7(Oboe 1)&P5(Oboe 2)&P3(Bb Clarinet 1)&P7(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P5(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 1)&P8(F Trumpet 2),P5(Flute 1)&P7(Flute 2)&P3(Oboe 2)&P5(Bb Clarinet 1)&P8(Bb Clarinet 2)&P7(Bassoon 1)&P7(Bassoon 2)&P3(F Horn 1)&P7(F Horn 2)&P7(F Trumpet 1)&P7(F Trumpet 2),P3(Flute 1)&P5(Flute 2)&P3(Oboe 1)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P5(Bassoon 1)&P5(Bassoon 2)&P8(F Horn 1)&P5(F Horn 2)&P5(F Trumpet 1)&P5(F Trumpet 2),P8(Flute 1)&P3(Flute 2)&P5(Oboe 1)&P3(Oboe 2)&P5(Bb Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P3(F Horn 1)&P3(F Horn 2)&P3(F Trumpet 1)&P3(F Trumpet 2),P5(Flute 1)&P7(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P5(Bb Clarinet 1)&P7(Bassoon 1)&P7(Bassoon 2)&P3(F Horn 1)&P7(F Horn 2)&P7(F Trumpet 1)&P7(F Trumpet 2),P3(Flute 1)&P8(Flute 2)&P7(Oboe 1)&P5(Oboe 2)&P3(Bb Clarinet 1)&P7(Bb Clarinet 2)&U(Bassoon 2)&P5(F Horn 1)&U(F Horn 2)&P8(F Trumpet 1)&U(F Trumpet 2),P3(Flute 1)&P8(Flute 2)&P7(Oboe 1)&P5(Oboe 2)&P3(Bb Clarinet 1)&P7(Bb Clarinet 2)&U(Bassoon 1)&P5(F Horn 1)&U(F Horn 2)&P8(F Trumpet 1)&U(F Trumpet 2),P3(Flute 1)&P5(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P5(Bassoon 1)&P5(Bassoon 2)&P5(F Horn 2)&P5(F Trumpet 1)&P5(F Trumpet 2),P3(Flute 1)&P8(Flute 2)&P7(Oboe 1)&P5(Oboe 2)&P3(Bb Clarinet 1)&P7(Bb Clarinet 2)&U(Bassoon 1)&U(Bassoon 2)&P5(F Horn 1)&P8(F Trumpet 1)&U(F Trumpet 2),P3(Flute 1)&P8(Flute 2)&P7(Oboe 1)&P5(Oboe 2)&P3(Bb Clarinet 1)&P7(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P5(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 2),P3(Flute 1)&P8(Flute 2)&P7(Oboe 1)&P5(Oboe 2)&P3(Bb Clarinet 1)&P7(Bb Clarinet 2)&U(Bassoon 1)&U(Bassoon 2)&P5(F Horn 1)&U(F Horn 2)&P8(F Trumpet 1),,Main Part,P3(Viola),P3(Violin 2),P8(Contrabass),P8(Violoncello)
256.0,275.5,,,P3(Oboe 2),P3(Oboe 1),,,,,,,,,,Main Part,P3(Viola),P3(Violin 2),,
275.5,299.5,,,,,,,,,,,,,,Main Part,,,,
299.5,311.5,,,,,,,,,,,,,,Main Part,,P8(Main),,
311.5,325.0,,,,,P8(F Horn 2),,,,,P8(Bb Clarinet 1),,,,Main Part,,P8(Main),,
325.0,337.0,Main Part,,,,,,P8(Bassoon 2),P8(Bassoon 1),,,,,,P8(Viola),,P8(Violin 1),,
337.0,346.0,Main Part,,,,,,P8(Bassoon 2),P8(Bassoon 1),,,,,,P3(Violin 2)&P8(Viola),P3(Violin 1)&P3(Viola),P8(Violin 1)&P3(Violin 2),,
346.0,352.0,Main Part,,,,,,U(Bassoon 2),U(Bassoon 1),,,,,,,,,,
352.0,358.0,,,,,,,U(Bassoon 2),U(Bassoon 1),,,,,,Main Part,,,,
358.0,364.0,,,,,,,U(Bassoon 2),U(Bassoon 1),,,,,,Main Part,,,,
364.0,370.0,,,,,,,U(Bassoon 2),U(Bassoon 1),,,,,,Main Part,,,,
370.0,380.5,,,,,,,U(Bassoon 2),U(Bassoon 1),Main Part,,,,,,,,,
380.5,383.5,,,,,,,U(Bassoon 2),U(Bassoon 1),Main Part,,,,,,,,,
383.5,390.0,,,,,P8(Main),,U(Bassoon 2),U(Bassoon 1),Main Part,,,,,U(Violin 2)&P8(Viola),U(Violin 1)&P8(Viola),P8(Violin 1)&P8(Violin 2),,
390.0,408.0,,,,,,,,,P8(F Horn 2),P8(F Horn 1),P8(F Trumpet 2),P8(F Trumpet 1),,Main Part,,,,
408.0,420.0,,,,,,,,,P8(F Horn 2),P8(F Horn 1),,,,Main Part,,,P8(Contrabass),P8(Violoncello)
420.0,432.0,P3(Flute 2),P3(Flute 1),,,,,,,U(F Horn 2),U(F Horn 1),P8(F Trumpet 2)&P8(Timpani),P8(F Trumpet 1)&P8(Timpani),P8(F Trumpet 1)&P8(F Trumpet 2),Main Part,,,,
432.0,445.0,Main Part,,,,,,,,,,P8(F Trumpet 2)&P8(Timpani),P8(F Trumpet 1)&P8(Timpani),P8(F Trumpet 1)&P8(F Trumpet 2),,,,P8(Contrabass),P8(Violoncello)
445.0,448.0,Main Part,,P8(Main),,P3(Bb Clarinet 2)&P2(F Horn 1)&P2(F Horn 2),P3(Bb Clarinet 1)&P4(F Horn 1)&P4(F Horn 2),,,P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P8(F Horn 2),P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P8(F Horn 1),,,,,,P3(Violoncello)&P3(Contrabass),P3(Viola)&P8(Contrabass),P3(Viola)&P8(Violoncello)
448.0,450.0,Main Part,,P8(Main),,P3(Bb Clarinet 2)&P2(F Horn 1)&P2(F Horn 2),P3(Bb Clarinet 1)&P4(F Horn 1)&P4(F Horn 2),,,P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P8(F Horn 2),P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P8(F Horn 1),,,,,P4(Viola)&P2(Violoncello)&P2(Contrabass),P4(Violin 2)&P3(Violoncello)&P3(Contrabass),P2(Violin 2)&P3(Viola)&P8(Contrabass),P2(Violin 2)&P3(Viola)&P8(Violoncello)
450.0,452.0,P8(Oboe 1),,P8(Flute 1),,Main Part,P3(Main)&P4(F Horn 1)&P4(F Horn 2),,,P2(Main)&P4(Bb Clarinet 2)&P8(F Horn 2),P2(Main)&P4(Bb Clarinet 2)&P8(F Horn 1),,,,,P4(Viola)&P2(Violoncello)&P2(Contrabass),P4(Violin 2)&P3(Violoncello)&P3(Contrabass),P2(Violin 2)&P3(Viola)&P8(Contrabass),P2(Violin 2)&P3(Viola)&P8(Violoncello)
452.0,454.0,P8(Oboe 1),,P8(Flute 1),,Main Part,P3(Main)&P4(F Horn 1)&P4(F Horn 2),,,P2(Main)&P4(Bb Clarinet 2)&P8(F Horn 2),P2(Main)&P4(Bb Clarinet 2)&P8(F Horn 1),,,,,P4(Viola)&P2(Violoncello)&P2(Contrabass),P4(Violin 2)&P3(Violoncello)&P3(Contrabass),P2(Violin 2)&P3(Viola)&P8(Contrabass),P2(Violin 2)&P3(Viola)&P8(Violoncello)
454.0,456.0,P8(Oboe 1),,P8(Flute 1),,P3(Bb Clarinet 2)&P2(F Horn 1)&P2(F Horn 2),P3(Bb Clarinet 1)&P4(F Horn 1)&P4(F Horn 2),,,P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P8(F Horn 2),P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P8(F Horn 1),,,,Main Part,P4(Viola),P4(Violin 2),P8(Contrabass),P8(Violoncello)
456.0,462.0,,,P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P8(F Horn 1)&P8(F Horn 2),,P2(Oboe 1)&P3(Bb Clarinet 2)&P2(F Horn 1)&P2(F Horn 2),P4(Oboe 1)&P3(Bb Clarinet 1)&P4(F Horn 1)&P4(F Horn 2),,,P8(Oboe 1)&P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P8(F Horn 2),P8(Oboe 1)&P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P8(F Horn 1),,,,Main Part,,,P8(Contrabass),P8(Violoncello)
462.0,468.0,,,,,Main Part,,,P8(Contrabass),,,,,,,,,,P8(Bassoon 2)
468.0,483.5,P8(Flute 2),P8(Flute 1),P8(Oboe 2)&P8(Main)&P8(F Horn 2),P8(Oboe 1)&P8(Main)&P8(F Horn 2),U(Bb Clarinet 2),U(Bb Clarinet 1),P8(Violin 1)&P8(Violin 2),P8(Contrabass),Main Part,P8(Oboe 1)&P8(Oboe 2)&P8(Main),P8(F Trumpet 2)&P8(Timpani),P8(F Trumpet 1)&P8(Timpani),P8(F Trumpet 1)&P8(F Trumpet 2),P8(Bassoon 1)&P8(Violin 2),P8(Bassoon 1)&P8(Violin 1),,,P8(Bassoon 2)
483.5,492.5,,,,,Main Part,P8(Main)&P8(Violin 1)&P8(Violin 2),,,P8(F Horn 2),P8(F Horn 1),P8(Timpani),,P8(F Trumpet 1),U(Main)&P8(Bb Clarinet 2)&P8(Violin 2),P8(Main)&P8(Bb Clarinet 2)&P8(Violin 1),,P8(Contrabass),P8(Violoncello)
492.5,495.5,P6(Flute 2)&P8(Oboe 1)&P6(Oboe 2)&P8(Bassoon 1)&P6(Bassoon 2),P6(Flute 1)&P6(Oboe 1)&P8(Oboe 2)&P6(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P6(Flute 2)&P6(Oboe 2)&P8(Bassoon 1)&P6(Bassoon 2),P6(Flute 1)&P8(Flute 2)&P6(Oboe 1)&P6(Bassoon 1)&P8(Bassoon 2),,,P8(Flute 1)&P6(Flute 2)&P8(Oboe 1)&P6(Oboe 2)&P6(Bassoon 2),P6(Flute 1)&P8(Flute 2)&P6(Oboe 1)&P8(Oboe 2)&P6(Bassoon 1),Main Part,,,,,P5(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P5(Violin 1)&P3(Viola)&P7(Violoncello)&P7(Contrabass),P3(Violin 1)&P3(Violin 2)&P5(Violoncello)&P5(Contrabass),P3(Violin 1)&P7(Violin 2)&P5(Viola)&P8(Contrabass),P3(Violin 1)&P7(Violin 2)&P5(Viola)&P8(Violoncello)
495.5,498.0,,,,,Main Part,,,,U(F Horn 2)&P8(F Trumpet 1)&P8(F Trumpet 2),U(F Horn 1)&P8(F Trumpet 1)&P8(F Trumpet 2),P8(F Horn 1)&P8(F Horn 2)&U(F Trumpet 2),P8(F Horn 1)&P8(F Horn 2)&U(F Trumpet 1),,,P3(Viola),P3(Violin 2),P8(Contrabass),P8(Violoncello)
498.0,512.0,,,P8(Bb Clarinet 2),,Main Part,P8(Oboe 1),P8(Bassoon 2),P8(Bassoon 1),,P8(F Trumpet 2),,P8(F Horn 2),,,,,P8(Contrabass),P8(Violoncello)
