qstamp,tstamp,measure,beat,Piccolo,Flute 1,Flute 2,Oboe 1,Oboe 2,English Horn,A Clarinet 1,A Clarinet 2,A Bass Clarinet,Bassoon 1,Bassoon 2,Bass Sarrusophone,F Horn 1,F Horn 2,F Horn 3,F Horn 4,C Trumpet 1,C Trumpet 2,Trombone 1,Trombone 2,Trombone 3,Tuba,Cymbal,Tambourine,Triangle,Celesta,Harp,Violin,Violin 1,Violin 1 div(2),Violin 1 div(3),Violin 2,Violins,Viola,Violoncello,Contrabass,Piano
317.5,144.8215,105,3.5,r,r,r,B4,A4,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,r,r,r,r,F#3,r,r,r,E4,r,r,r,r,r,r,r,r,B4
318.0,145.0298,106,1.0,r,r,r,B-4,G#4,r,E6,E6,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#3,r,r,r,E6,r,r,r,r,r,r,r,r,B-4
318.5,145.2382,106,1.5,r,r,r,B4,A4,r,D6,D6,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D6,r,r,r,r,r,r,r,r,B4
318.75,145.3423,106,1.75,r,r,r,B4,A4,r,C6,C6,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,r,r,r,r,r,r,r,r,B4
319.0,145.4465,106,2.0,r,r,r,B4,A4,r,B5,B5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,r,r,r,r,r,r,r,r,B4
319.5,145.6548,106,2.5,r,r,r,B4,A4,r,B5,B5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,r,r,r,r,r,r,r,r,B4
320.0,145.8632,106,3.0,r,r,r,B4,A4,r,B5,B5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,r,r,r,r,r,r,r,r,B4
320.5,146.0715,106,3.5,r,r,r,B4,A4,r,B5,B5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,r,r,r,r,r,r,r,r,B4
321.0,146.2798,107,1.0,r,r,r,B-4,G#4,r,r,r,r,r,r,r,F4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,r,r,r,r,r,r,r,r,B-4
321.5,146.4882,107,1.5,r,r,r,B4,A4,r,r,r,r,r,r,r,E-4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,r,r,r,r,r,r,r,r,B4
321.75,146.5923,107,1.75,r,r,r,B4,A4,r,r,r,r,r,r,r,C#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,r,r,r,r,r,r,r,B4
322.0,146.6965,107,2.0,r,r,r,B4,A4,r,r,r,r,r,r,r,B3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B3,r,r,r,r,r,r,r,r,B4
322.5,146.9048,107,2.5,r,r,r,B4,A4,r,r,r,r,r,r,r,B3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B3,r,r,r,r,r,r,r,r,B4
323.0,147.1132,107,3.0,r,r,r,B4,A4,r,r,r,r,r,r,r,B3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B3,r,r,r,r,r,r,r,r,B4
323.5,147.3215,107,3.5,r,r,r,B4,A4,r,r,r,r,r,r,r,B3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B3,r,r,r,r,r,r,r,r,B4
324.0,147.5298,108,1.0,r,B-4,G#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,B-4,B-4,G#4,r,B-4,r,r,r,r,B-4
324.5,147.7382,108,1.5,r,B4,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,r,B-4,G#4,r,r,r,r,r,r,B4
325.0,147.9465,108,2.0,r,B4,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,r,B6,A6,r,r,r,r,r,r,B4
325.5,148.1548,108,2.5,r,B4,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,B4
326.0,148.3632,108,3.0,r,B4,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,B4
326.5,148.5715,108,3.5,r,B4,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,B4
327.0,148.7798,109,1.0,r,r,r,B-4,G#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,B-4,B-4,G#4,r,B-4,r,r,r,r,B-4
327.5,148.9882,109,1.5,r,r,r,B4,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,r,B-4,G#4,r,r,r,r,r,r,B4
328.0,149.1965,109,2.0,r,r,r,B4,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,r,B6,A6,r,r,r,r,r,r,B4
328.5,149.4048,109,2.5,r,r,r,B4,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,B4
329.0,149.6132,109,3.0,r,r,r,B4,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,B4
329.5,149.8215,109,3.5,r,r,r,B4,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,B4
330.0,150.0298,110,1.0,r,B-4,G#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,B-4,B-4,G#4,r,B-4,r,r,r,r,B-4
330.5,150.2382,110,1.5,r,B4,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,r,B-4,G#4,r,r,r,r,r,r,B4
331.0,150.4465,110,2.0,r,B4,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,r,C7,B-6,r,r,r,r,r,r,B4
331.5,150.6548,110,2.5,r,C5,B-4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,C5,r,r,r,C5,r,r,r,r,C5
332.0,150.8632,110,3.0,r,C5,B-4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,C5
332.5,151.0715,110,3.5,r,C5,B-4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,C5
333.0,151.2798,111,1.0,r,r,r,r,r,r,B-4,G#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,B-4,B-4,G#4,r,B-4,r,r,r,r,B-4
333.5,151.4882,111,1.5,r,r,r,r,r,r,B4,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,r,B-4,G#4,r,r,r,r,r,r,B4
334.0,151.6965,111,2.0,r,r,r,r,r,r,B4,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,r,C7,B-6,r,r,r,r,r,r,B4
334.5,151.9048,111,2.5,r,r,r,r,r,r,C5,B-4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,C5,r,r,r,C5,r,r,r,r,C5
335.0,152.1132,111,3.0,r,r,r,r,r,r,C5,B-4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,C5
335.5,152.3215,111,3.5,r,r,r,r,r,r,C5,B-4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,C5
336.0,152.5298,112,1.0,r,B-4,G#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,B-4,B-6,G#5,r,B-4,r,r,r,r,B-4
336.5,152.7382,112,1.5,r,B4,A4,B4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,B4
337.0,152.9465,112,2.0,r,C5,B-4,C5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,C5,C7,B-5,r,C5,r,r,r,r,C5
337.5,153.1548,112,2.5,r,C#5,B4,C#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5
338.0,153.3632,112,3.0,r,D5,C5,D5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,D5,D7,C6,r,D5,r,r,r,r,D5
338.5,153.5715,112,3.5,r,E-5,C#5,E-5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5
339.0,153.7798,113,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r,r,A3,r,r,r,E6,E5,E7,E5,E6,G5,r,C5,r,r,E6
339.5,154.0576,113,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r,r,A3,r,r,r,E5,E5,E7,E5,E6,r,r,C5,r,r,E5
340.0,154.3354,113,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r,r,A3,r,r,r,E5,E5,E7,E5,E6,C5,r,C5,r,r,E5
340.5,154.6132,113,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r,r,A3,r,r,r,E4,G5,E7,E5,E6,r,r,C5,r,r,E4
341.0,154.891,113,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r,r,A3,r,r,r,E5,F#5,E7,E5,E6,G4,r,C5,r,r,E5
341.5,155.1687,113,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r,r,A3,r,r,r,E5,E5,E7,E5,E6,r,r,C5,r,r,E5
341.75,155.3076,113,3.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r,r,A3,r,r,r,E5,E-5,E7,E5,E6,r,r,C5,r,r,E5
342.0,155.4465,114,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r,r,A3,r,r,r,E6,E5,E7,E5,E6,G5,r,C5,r,r,E6
342.5,155.7243,114,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r,r,A3,r,r,r,E5,E5,E7,E5,E6,G5,r,C5,r,r,E5
343.0,156.0021,114,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r,r,A3,r,r,r,E5,E5,E7,E5,E6,G5,r,C5,r,r,E5
343.5,156.2798,114,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r,r,A3,r,r,r,E4,G5,E7,E5,E6,G5,r,C5,r,r,E4
344.0,156.5576,114,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r,r,A3,r,r,r,E5,F#5,E7,E5,E6,G5,r,C5,r,r,E5
344.5,156.8354,114,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r,r,A3,r,r,r,E5,E5,E7,E5,E6,G5,r,C5,r,r,E5
344.75,156.9743,114,3.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r,r,A3,r,r,r,E5,E-5,E7,E5,E6,G5,r,C5,r,r,E5
345.0,157.1132,115,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,r,r,r,r,r,r,r,r,G#5,E6,E5,E7,E5,E6,G#5,r,C#5,r,r,E6
345.5,157.391,115,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,r,r,r,r,r,r,r,r,G#5,E5,E5,E7,E5,E6,G#5,r,C#5,r,r,E5
346.0,157.6687,115,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,r,r,r,r,r,r,r,r,G#5,E5,E5,E7,E5,E6,G#5,r,C#5,r,r,E5
346.5,157.9465,115,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,r,r,r,r,r,r,r,r,G#5,E4,F#5,E7,E5,E6,G#5,r,C#5,r,r,E4
346.75,158.0854,115,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,r,r,r,r,r,r,r,r,G#5,E4,G#5,E7,E5,E6,G#5,r,C#5,r,r,E4
347.0,158.2243,115,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,r,r,r,r,r,r,r,r,G#5,E5,B-5,E7,E5,E6,G#5,r,C#5,r,r,E5
347.25,158.3632,115,3.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,r,r,r,r,r,r,r,r,G#5,E5,C#6,E7,E5,E6,G#5,r,C#5,r,r,E5
347.5,158.5021,115,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,r,r,r,r,r,r,r,r,G#5,E5,G#6,E7,E5,E6,G#5,r,C#5,r,r,E5
347.75,158.641,115,3.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,r,r,r,r,r,r,r,r,G#5,E5,E-6,E7,E5,E6,G#5,r,C#5,r,r,E5
348.0,158.7798,116,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,r,r,r,r,r,r,r,r,G#5,E6,E6,E7,E5,E6,G#5,r,C#5,r,r,E6
348.5,159.0576,116,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,r,r,r,r,r,r,r,r,G#5,E5,r,E7,E5,E6,G#5,r,C#5,r,r,E5
349.0,159.3354,116,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,r,r,r,r,r,r,r,r,r,E5,E5,E7,E5,E6,G#5,r,C#5,r,r,E5
349.5,159.6132,116,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,r,r,r,r,r,r,r,r,r,E4,E5,E7,E5,E6,G#5,r,C#5,r,r,E4
350.0,159.891,116,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,r,r,r,r,r,r,r,r,r,E5,E5,E7,E5,E6,G#5,r,C#5,r,r,E5
350.5,160.1687,116,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,r,r,r,r,r,r,r,r,r,E5,E5,E7,E5,E6,G#5,r,C#5,r,r,E5
351.0,160.4465,117,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,A4,r,r,r,r,A3,r,r,r,E6,E5,E7,E5,E6,A5,r,C5,r,r,E6
351.5,160.7243,117,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,A4,r,r,r,r,A3,r,r,r,E5,E5,E7,E5,E6,A5,r,C5,r,r,E5
352.0,161.0021,117,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,r,A3,r,r,r,E5,E5,E7,E5,E6,A5,r,C5,r,r,E5
352.5,161.2798,117,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,r,A3,r,r,r,E4,G5,E7,E5,E6,A5,r,C5,r,r,E4
353.0,161.5576,117,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,r,A3,r,r,r,E5,F#5,E7,E5,E6,A5,r,C5,r,r,E5
353.5,161.8354,117,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,r,A3,r,r,r,E5,E5,E7,E5,E6,A5,r,C5,r,r,E5
353.75,161.9743,117,3.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,r,A3,r,r,r,E5,E-5,E7,E5,E6,A5,r,C5,r,r,E5
354.0,162.1132,118,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,r,A3,r,r,r,E6,E5,E7,E5,E6,A5,r,C5,r,r,E6
354.5,162.391,118,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,r,A3,r,r,r,E5,E5,E7,E5,E6,A5,r,C5,r,r,E5
355.0,162.6687,118,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,r,A3,r,r,r,E5,E5,E7,E5,E6,A5,r,C5,r,r,E5
355.5,162.9465,118,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,r,A3,r,r,r,E4,G5,E7,E5,E6,A5,r,C5,r,r,E4
356.0,163.2243,118,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,r,A3,r,r,r,E5,F#5,E7,E5,E6,A5,r,C5,r,r,E5
356.5,163.5021,118,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,r,A3,r,r,r,E5,E5,E7,E5,E6,A5,r,C5,r,r,E5
356.75,163.641,118,3.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,r,A3,r,r,r,E5,E-5,E7,E5,E6,A5,r,C5,r,r,E5
357.0,163.7798,119,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,r,r,r,r,r,B-5,E6,E5,E7,E5,E6,B-5,r,C#5,r,r,E6
357.5,164.0576,119,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,r,r,r,r,r,B-5,E5,E5,E7,E5,E6,B-5,r,C#5,r,r,E5
358.0,164.3354,119,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,r,r,r,r,r,B-5,E5,E5,E7,E5,E6,B-5,r,C#5,r,r,E5
358.5,164.6132,119,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,r,r,r,r,r,B-5,E4,F#5,E7,E5,E6,B-5,r,C#5,r,r,E4
358.75,164.7521,119,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,r,r,r,r,r,B-5,E4,G#5,E7,E5,E6,B-5,r,C#5,r,r,E4
359.0,164.891,119,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,r,r,r,r,r,B-5,E5,B-5,E7,E5,E6,B-5,r,C#5,r,r,E5
359.25,165.0298,119,3.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,r,r,r,r,r,B-5,E5,C#6,E7,E5,E6,B-5,r,C#5,r,r,E5
359.5,165.1687,119,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,r,r,r,r,r,B-5,E5,G6,E7,E5,E6,B-5,r,C#5,r,r,E5
359.75,165.3076,119,3.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,r,r,r,r,r,B-5,E5,E-6,E7,E5,E6,B-5,r,C#5,r,r,E5
360.0,165.4465,120,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,r,r,r,r,r,B-5,E6,E6,E7,E5,E6,B-5,r,C#5,r,r,E6
360.5,165.7243,120,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,r,r,r,r,r,B-5,E5,r,E7,E5,E6,B-5,r,C#5,r,r,E5
361.0,166.0021,120,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,r,r,r,r,r,r,E5,E5,E7,E5,E6,B-5,r,C#5,r,r,E5
361.5,166.2798,120,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,r,r,r,r,r,r,E4,E5,E7,E5,E6,B-5,r,C#5,r,r,E4
362.0,166.5576,120,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,r,r,r,r,r,r,E5,E5,E7,E5,E6,B-5,r,C#5,r,r,E5
362.5,166.8354,120,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,r,r,r,r,r,r,E5,E5,E7,E5,E6,B-5,r,C#5,r,r,E5
363.0,167.1132,121,1.0,r,r,r,r,r,r,r,r,r,r,r,r,B4,r,r,r,B4,B4,r,r,r,r,r,r,r,r,E6,E7,E7,E5,E6,B5,r,C5,G3,r,E6
363.5,167.3371,121,1.5,r,r,r,r,r,r,r,r,r,r,r,r,B4,r,r,r,B4,r,r,r,r,r,r,r,r,r,E5,E7,E7,E5,E6,r,r,C5,G3,r,E5
364.0,167.5609,121,2.0,r,r,r,r,r,r,r,r,r,r,r,r,B4,r,r,r,B4,r,r,r,r,r,r,r,r,r,E5,E7,E7,E5,E6,C5,r,C5,G3,r,E5
364.5,167.7848,121,2.5,r,r,r,r,r,r,r,r,r,r,r,r,B4,r,r,r,B4,r,r,r,r,r,r,r,r,r,E4,E7,E7,E5,E6,r,r,C5,G3,r,E4
365.0,168.0087,121,3.0,r,r,r,r,r,r,r,r,r,r,r,r,B4,r,r,r,B4,r,r,r,r,r,r,r,r,r,E5,E7,E7,E5,E6,E4,r,C5,G3,r,E5
365.5,168.2326,121,3.5,r,r,r,r,r,r,r,r,r,r,r,r,B4,r,r,r,B4,r,r,r,r,r,r,r,r,r,E5,E7,E7,E5,E6,r,r,C5,G3,r,E5
365.75,168.3445,121,3.75,r,r,r,r,r,r,r,r,r,r,r,r,B4,r,r,r,B4,r,r,r,r,r,r,r,r,r,E5,E7,E7,E5,E6,r,r,C5,G3,r,E5
366.0,168.4565,122,1.0,r,r,r,r,r,r,r,r,r,r,r,r,B4,r,r,r,B4,r,r,r,r,r,A3,r,r,r,E6,E7,E7,E5,E6,B5,r,C5,G3,r,E6
366.5,168.6803,122,1.5,r,r,r,r,r,r,r,r,r,r,r,r,B4,r,r,r,B4,r,r,r,r,r,A3,r,r,r,E5,E7,E7,E5,E6,B5,r,C5,G3,r,E5
367.0,168.9042,122,2.0,r,r,r,r,r,r,r,r,r,r,r,r,B4,r,r,r,B4,r,r,r,r,r,A3,r,r,r,E5,E7,E7,E5,E6,B5,r,C5,G3,r,E5
367.5,169.1281,122,2.5,r,r,r,r,r,r,r,r,r,r,r,r,B4,r,r,r,B4,r,r,r,r,r,A3,r,r,r,E4,E7,E7,E5,E6,B5,r,C5,G3,r,E4
368.0,169.352,122,3.0,r,r,r,r,r,r,r,r,r,r,r,r,B4,r,r,r,B4,r,r,r,r,r,A3,r,r,r,E5,E7,E7,E5,E6,B5,r,C5,G3,r,E5
368.5,169.5759,122,3.5,r,r,r,r,r,r,r,r,r,r,r,r,B4,r,r,r,B4,r,r,r,r,r,A3,r,r,r,E5,E7,E7,E5,E6,B5,r,C5,G3,r,E5
368.75,169.6878,122,3.75,r,r,r,r,r,r,r,r,r,r,r,r,B4,r,r,r,B4,r,r,r,r,r,A3,r,r,r,E5,E7,E7,E5,E6,B5,r,C5,G3,r,E5
369.0,169.7997,123,1.0,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,B-4,r,C5,C5,r,r,r,r,A3,r,r,C6,E6,E7,E7,E5,E6,C6,r,B-4,F#3,r,E6
369.5,170.0305,123,1.5,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,B-4,r,r,C5,r,r,r,r,A3,r,r,C6,E5,G5,E7,E5,E6,r,r,B-4,F#3,r,E5
370.0,170.2613,123,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,C5,r,r,r,r,A3,r,r,C6,E5,F#5,E7,E5,E6,B-4,r,B-4,F#3,r,E5
370.3333,170.4151,123,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,C5,r,r,r,r,A3,r,r,C6,E5,E5,E7,E5,E6,B-4,r,B-4,F#3,r,E5
370.5,170.4921,123,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,C5,r,r,r,r,A3,r,r,C6,E4,E5,E7,E5,E6,r,r,B-4,F#3,r,E4
370.6667,170.569,123,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,C5,r,r,r,r,A3,r,r,C6,E4,E-5,E7,E5,E6,r,r,B-4,F#3,r,E4
371.0,170.7228,123,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,C5,r,r,r,r,A3,r,r,C6,E5,E5,E7,E5,E6,C4,r,B-4,F#3,r,E5
371.5,170.9536,123,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,C5,r,r,r,r,A3,r,r,C6,E5,G6,E7,E5,E6,r,r,B-4,F#3,r,E5
372.0,171.1844,124,1.0,r,r,r,r,r,r,r,r,r,r,r,r,C4,r,B-4,r,r,C5,r,r,r,r,r,r,r,C6,E6,F#6,E7,E5,E6,C6,r,B-4,F#3,r,E6
372.3333,171.3382,124,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,C4,r,B-4,r,r,C5,r,r,r,r,r,r,r,C6,E6,E6,E7,E5,E6,C6,r,B-4,F#3,r,E6
372.5,171.4151,124,1.5,r,r,r,r,r,r,r,r,r,r,r,r,C4,r,B-4,r,r,C5,r,r,r,r,r,r,r,C6,E5,E6,E7,E5,E6,C6,r,B-4,r,r,E5
372.6667,171.4921,124,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,C4,r,B-4,r,r,C5,r,r,r,r,r,r,r,C6,E5,E-6,E7,E5,E6,C6,r,B-4,r,r,E5
373.0,171.6459,124,2.0,r,r,r,r,r,r,r,r,r,r,r,r,C4,r,B-4,r,r,C5,r,r,r,r,r,r,r,r,E5,E6,E7,E5,E6,C6,r,B-4,C4,r,E5
373.5,171.8767,124,2.5,r,r,r,r,r,r,r,r,r,r,r,r,C4,r,B-4,r,r,C5,r,r,r,r,r,r,r,r,E4,G5,E7,E5,E6,C6,r,B-4,r,r,E4
374.0,172.1074,124,3.0,r,r,r,r,r,r,r,r,r,r,r,r,C4,r,B-4,r,r,C5,r,r,r,r,r,r,r,r,E5,F#5,E7,E5,E6,C6,r,B-4,r,r,E5
374.3333,172.2613,124,3.3333,r,r,r,r,r,r,r,r,r,r,r,r,C4,r,B-4,r,r,C5,r,r,r,r,r,r,r,r,E5,E5,E7,E5,E6,C6,r,B-4,r,r,E5
374.5,172.3382,124,3.5,r,r,r,r,r,r,r,r,r,r,r,r,C4,r,B-4,r,r,C5,r,r,r,r,r,r,r,r,E5,E5,E7,E5,E6,C6,r,B-4,r,r,E5
374.6667,172.4151,124,3.6667,r,r,r,r,r,r,r,r,r,r,r,r,C4,r,B-4,r,r,C5,r,r,r,r,r,r,r,r,E5,E-5,E7,E5,E6,C6,r,B-4,r,r,E5
375.0,172.569,125,1.0,r,r,r,r,r,r,r,r,r,r,r,r,C5,C4,G#4,F3,D5,D5,r,r,r,r,A3,r,r,r,E6,E5,E7,E5,E6,D6,r,E5,F3,r,E6
375.5,172.7997,125,1.5,r,r,r,r,r,r,r,r,r,r,r,r,C5,C4,G#4,F3,D5,r,r,r,r,r,A3,r,r,r,E5,E5,E7,E5,E6,r,r,E5,F3,r,E5
