qstamp,tstamp,measure,beat,Piccolo,Flute 1,Flute 2,Oboe 1,Oboe 2,English Horn,A Clarinet 1,A Clarinet 2,A Bass Clarinet,Bassoon 1,Bassoon 2,Bass Sarrusophone,F Horn 1,F Horn 2,F Horn 3,F Horn 4,C Trumpet 1,C Trumpet 2,Trombone 1,Trombone 2,Trombone 3,Tuba,Cymbal,Tambourine,Triangle,Celesta,Harp,Violin,Violin 1,Violin 1 div(2),Violin 1 div(3),Violin 2,Violins,Viola,Violoncello,Contrabass,Piano
376.0,173.0305,125,2.0,r,r,r,r,r,r,r,r,r,r,r,r,C5,C4,G#4,F3,D5,r,r,r,r,r,A3,r,r,r,E5,r,E7,E5,E6,G#4,r,E5,F3,r,G#5
376.5,173.2613,125,2.5,r,r,r,r,r,r,r,r,r,r,r,r,C5,C4,G#4,F3,D5,r,r,r,r,r,A3,r,r,r,E4,r,E7,E5,E6,r,r,E5,F3,r,G#5
377.0,173.4921,125,3.0,r,r,r,r,r,r,r,r,r,r,r,r,C5,C4,G#4,F3,D5,r,r,r,r,r,A3,r,r,r,E5,r,E7,E5,E6,C4,r,E5,F3,r,E5
377.5,173.7228,125,3.5,r,r,r,r,r,r,r,r,r,r,r,r,C5,C4,G#4,F3,D5,r,r,r,r,r,A3,r,r,r,E5,r,E7,E5,E6,r,r,E5,F3,r,E5
378.0,173.9536,126,1.0,r,r,r,r,r,r,r,r,r,r,r,r,C5,C4,G#4,F3,D5,r,r,r,r,r,A3,r,r,r,E6,r,E7,E5,E6,D6,r,E5,F3,r,E6
378.5,174.1844,126,1.5,r,r,r,r,r,r,r,r,r,r,r,r,C5,C4,G#4,F3,D5,r,r,r,r,r,A3,r,r,r,E5,r,E7,E5,E6,D6,r,E5,r,r,E5
379.0,174.4151,126,2.0,r,r,r,r,r,r,r,r,r,r,r,r,C5,C4,G#4,F3,D5,r,r,r,r,r,A3,r,r,r,E5,r,E7,E5,E6,D6,r,E5,C4,r,E5
379.5,174.6459,126,2.5,r,r,r,r,r,r,r,r,r,r,r,r,C5,C4,G#4,F3,D5,r,r,r,r,r,A3,r,r,r,E4,r,E7,E5,E6,D6,r,E5,r,r,E4
380.0,174.8767,126,3.0,r,r,r,r,r,r,r,r,r,r,r,r,C5,C4,G#4,F3,D5,r,r,r,r,r,A3,r,r,r,E5,r,E7,E5,E6,D6,r,E5,r,r,G#5
380.5,175.1074,126,3.5,r,r,r,r,r,r,r,r,r,r,r,r,C5,C4,G#4,F3,D5,r,r,r,r,r,A3,r,r,r,E5,r,E7,E5,E6,D6,r,E5,r,r,G#5
381.0,175.3382,127,1.0,r,r,r,r,r,r,r,r,r,r,r,r,C5,C4,G#4,F3,D5,r,r,r,r,r,r,r,r,r,E6,r,E7,E5,E6,D6,r,E5,F3,r,E6
381.5,175.569,127,1.5,r,r,r,r,r,r,r,r,r,r,r,r,C5,r,G#4,r,D5,r,r,r,r,r,r,r,r,D4,E5,r,E7,E5,E6,D6,r,E5,r,r,E5
381.6,175.6151,127,1.6,r,r,r,r,r,r,r,r,r,r,r,r,C5,r,G#4,r,D5,r,r,r,r,r,r,r,r,C5,E5,r,E7,E5,E6,D6,r,E5,r,r,E5
381.7,175.6613,127,1.7,r,r,r,r,r,r,r,r,r,r,r,r,C5,r,G#4,r,D5,r,r,r,r,r,r,r,r,C5,E5,r,E7,E5,E6,D6,r,E5,r,r,E5
381.8,175.7074,127,1.8,r,r,r,r,r,r,r,r,r,r,r,r,C5,r,G#4,r,D5,r,r,r,r,r,r,r,r,C6,E5,r,E7,E5,E6,D6,r,E5,r,r,E5
381.9,175.7536,127,1.9,r,r,r,r,r,r,r,r,r,r,r,r,C5,r,G#4,r,D5,r,r,r,r,r,r,r,r,C6,E5,r,E7,E5,E6,D6,r,E5,r,r,E5
382.0,175.7997,127,2.0,r,r,r,r,r,r,r,r,r,r,r,r,C5,r,G#4,r,D5,r,r,r,r,r,r,r,r,r,E5,r,E7,E5,E6,r,r,E5,r,r,E5
382.5,176.0305,127,2.5,r,r,r,r,r,r,r,r,r,r,r,r,C5,r,G#4,r,D5,r,r,r,r,r,r,r,r,r,E4,r,E7,E5,E6,r,r,E5,r,r,E4
383.0,176.2613,127,3.0,r,r,r,r,r,r,r,r,r,r,r,r,C5,r,G#4,r,D5,r,r,r,r,r,r,r,r,r,E5,r,E7,E5,E6,r,r,G5,r,r,G5
383.5,176.4921,127,3.5,r,r,r,r,r,r,r,r,r,r,r,r,C5,r,G#4,r,D5,r,r,r,r,r,r,r,r,r,E5,r,E7,E5,E6,r,r,G5,r,r,G5
384.0,176.7228,128,1.0,r,r,r,r,r,r,r,r,r,r,r,r,C5,r,G#4,r,D5,r,r,r,r,r,r,r,r,r,E6,r,E7,E5,E6,r,r,F#5,r,r,E6
384.5,176.9536,128,1.5,r,r,r,r,r,r,r,r,r,r,r,r,C5,r,G#4,r,r,r,r,r,r,r,r,r,r,r,E5,r,E7,E5,E6,r,r,F#5,r,r,E5
385.0,177.1844,128,2.0,r,r,r,r,r,r,r,r,r,r,r,r,C5,r,G#4,r,r,r,r,r,r,r,r,r,r,r,E5,r,E7,E5,E6,r,r,E5,r,r,E5
385.5,177.4151,128,2.5,r,r,r,r,r,r,r,r,r,r,r,r,C5,r,G#4,r,r,r,r,r,r,r,r,r,r,r,E4,r,E7,E5,E6,r,r,E5,r,r,E5
386.0,177.6459,128,3.0,r,r,r,r,r,r,r,r,r,r,r,r,C5,r,G#4,r,r,r,r,r,r,r,r,r,r,r,E5,r,E7,E5,E6,r,r,D5,r,r,E5
386.5,177.8767,128,3.5,r,r,r,r,r,r,r,r,r,r,r,r,C5,r,G#4,r,r,r,r,r,r,r,r,r,r,r,E5,r,E7,E5,E6,r,r,D5,r,r,E5
387.0,178.1074,129,1.0,E5,E5,E5,r,r,r,r,r,r,r,r,r,B4,r,B4,r,r,r,r,r,r,r,r,r,r,E5,r,E5,E7,E5,E6,B5,r,F#5,B4,r,B5
387.5,178.3382,129,1.5,B5,E5,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,r,E5,r,r,r,B5,r,F#5,B4,r,B5
388.0,178.569,129,2.0,E6,E5,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E6,r,E5,r,r,r,B5,r,F#5,B4,r,B5
388.5,178.7997,129,2.5,B6,E5,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B6,r,E5,r,r,r,B5,r,F#5,B4,r,B5
388.75,178.9151,129,2.75,B6,G5,G5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B6,r,G5,r,r,r,B5,r,F#5,B4,r,B5
389.0,179.0305,129,3.0,E7,E5,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E7,r,E5,r,r,r,A5,r,E5,A4,r,A5
389.5,179.2613,129,3.5,E7,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E7,r,E5,r,r,r,A5,r,E5,A4,r,A5
389.75,179.3767,129,3.75,E7,D5,D5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E7,r,D5,r,r,r,A5,r,E5,A4,r,A5
390.0,179.4921,130,1.0,E7,E5,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E7,r,E5,r,r,r,B5,r,F#5,B4,r,B5
390.5,179.7228,130,1.5,D7,E5,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D7,r,E5,r,r,r,B5,r,F#5,B4,r,B5
391.0,179.9536,130,2.0,B6,E5,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B6,r,E5,r,r,r,B5,r,F#5,B4,r,B5
391.5,180.1844,130,2.5,A6,E5,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A6,r,E5,r,r,r,B5,r,F#5,B4,r,B5
391.75,180.2997,130,2.75,A6,G5,G5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A6,r,G5,r,r,r,B5,r,F#5,B4,r,B5
392.0,180.4151,130,3.0,E6,E5,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E6,r,E5,r,r,r,A5,r,E5,A4,r,A5
392.5,180.6459,130,3.5,E6,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E6,r,E5,r,r,r,A5,r,E5,A4,r,A5
392.75,180.7613,130,3.75,E6,D5,D5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E6,r,D5,r,r,r,A5,r,E5,A4,r,A5
393.0,180.8767,131,1.0,E6,E5,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,E6,r,E5,r,r,r,B5,r,F#5,B4,r,B5
393.5,181.1074,131,1.5,G6,E5,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,G6,r,E5,r,r,r,B5,r,F#5,B4,r,B5
394.0,181.3382,131,2.0,E6,E5,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E6,r,E5,r,r,r,B5,r,F#5,B4,r,B5
394.25,181.4536,131,2.25,E6,F5,F5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E6,r,E5,r,r,r,B5,r,F#5,B4,r,B5
394.5,181.569,131,2.5,D6,G5,G5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D6,r,F5,r,r,r,B5,r,F#5,B4,r,B5
394.75,181.6844,131,2.75,D6,A5,A5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D6,r,G5,r,r,r,B5,r,F#5,B4,r,B5
395.0,181.7997,131,3.0,B5,B5,B5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,B5,r,A5,r,r,r,D6,r,A5,D5,r,E6
395.25,181.9151,131,3.25,B5,B5,B5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,B5,r,B5,r,r,r,D6,r,A5,D5,r,E6
395.5,182.0305,131,3.5,A5,C6,C6,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,A5,r,C6,r,r,r,D6,r,A5,D5,r,E6
395.75,182.1459,131,3.75,A5,D6,D6,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,A5,r,D6,r,r,r,D6,r,A5,D5,r,E6
396.0,182.2613,132,1.0,G5,E6,E6,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,G5,r,E6,r,r,r,B5,r,F#5,B4,r,B5
396.5,182.4921,132,1.5,A5,D6,D6,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,A5,r,D6,r,r,r,B5,r,F#5,B4,r,B5
396.75,182.6074,132,1.75,A5,C6,C6,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,A5,r,C6,r,r,r,B5,r,F#5,B4,r,B5
397.0,182.7228,132,2.0,B5,B5,B5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,r,B5,r,r,r,B5,r,F#5,B4,r,B5
397.25,182.8382,132,2.25,B5,B5,B5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,r,B5,B3,r,r,B5,r,F#5,B4,r,B5
397.5,182.9536,132,2.5,B5,B5,B5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,r,B5,E4,r,r,B5,r,F#5,B4,r,B5
397.75,183.069,132,2.75,B5,B5,B5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,r,B5,F#4,r,r,B5,r,F#5,B4,r,B5
398.0,183.1844,132,3.0,B5,B5,B5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,B5,r,B5,B4,r,r,A5,r,E5,A4,r,A5
398.25,183.2997,132,3.25,B5,B5,B5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,B5,r,B5,C5,r,r,A5,r,E5,A4,r,A5
398.5,183.4151,132,3.5,B5,A5,A5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,B5,r,A5,E5,r,r,A5,r,E5,A4,r,A5
398.75,183.5305,132,3.75,B5,A5,A5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,B5,r,A5,F#5,r,r,A5,r,E5,A4,r,A5
399.0,183.6459,133,1.0,B5,G#5,G#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,B5,r,G#5,G#5,r,r,G#5,r,F5,G#4,r,G#5
399.5,183.8767,133,1.5,r,G#5,G#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,B5,E-6,G#5,G#5,r,r,G#5,r,F5,G#4,r,G#5
400.0,184.1074,133,2.0,r,G#5,G#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#6,G#5,G#5,r,r,G#5,r,F5,G#4,r,G#5
400.5,184.3382,133,2.5,r,B5,B5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-6,B5,G#5,r,r,G#5,r,F5,G#4,r,G#5
401.0,184.569,133,3.0,r,B-5,B-5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,E-7,B-5,E-5,r,r,F#5,r,E-5,F#4,r,F#5
401.5,184.7997,133,3.5,r,G#5,G#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,E-7,G#5,E-5,r,r,F#5,r,E-5,F#4,r,F#5
401.75,184.9151,133,3.75,r,F#5,F#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,E-7,F#5,E-5,r,r,F#5,r,E-5,F#4,r,F#5
402.0,185.0305,134,1.0,r,G#5,G#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-7,G#5,G#5,r,r,G#5,r,F5,G#4,r,G#5
402.5,185.2613,134,1.5,r,G#5,G#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#7,G#5,G#5,r,r,G#5,r,F5,G#4,r,G#5
403.0,185.4921,134,2.0,r,G#5,G#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#6,G#5,G#5,r,r,G#5,r,F5,G#4,r,G#5
403.5,185.7228,134,2.5,r,B5,B5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#6,B5,G#5,r,r,G#5,r,F5,G#4,r,G#5
404.0,185.9536,134,3.0,r,B-5,B-5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,E-6,E-6,B-5,C6,r,r,F#5,r,E-5,F#4,r,F#5
404.5,186.1844,134,3.5,r,G#5,G#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,E-6,E-6,G#5,C6,r,r,F#5,r,E-5,F#4,r,F#5
404.75,186.2997,134,3.75,r,F#5,F#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,E-6,E-6,F#5,C6,r,r,F#5,r,E-5,F#4,r,F#5
405.0,186.4151,135,1.0,r,G#5,G#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-6,E-6,G#5,G#5,r,r,G#5,r,F5,G#4,r,G#5
405.5,186.6459,135,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,G#5,G#5,r,r,G#5,r,F5,G#4,r,G#5
405.75,186.7613,135,1.75,r,B5,B5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,B5,G#5,r,r,G#5,r,F5,G#4,r,G#5
406.0,186.8767,135,2.0,r,G5,G5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,A5,G5,G5,r,r,G5,r,E5,G4,r,G5
406.5,187.1074,135,2.5,D6,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D6,r,G5,r,r,r,G5,r,E5,G4,r,G5
406.75,187.2228,135,2.75,D6,F5,F5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D6,r,F5,r,r,r,G5,r,E5,G4,r,G5
407.0,187.3382,135,3.0,G6,E-5,E-5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,G6,G6,E-5,A5,r,r,A5,r,G5,A4,r,A5
407.5,187.569,135,3.5,A6,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,A6,r,E-5,r,r,r,A5,r,G5,A4,r,A5
407.75,187.6844,135,3.75,A6,G5,G5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,A6,r,G5,r,r,r,A5,r,G5,A4,r,A5
408.0,187.7997,136,1.0,D7,D5,D5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,D7,D7,D5,B5,r,r,B5,r,F#5,B4,r,B5
408.5,188.0305,136,1.5,C7,D5,D5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,C7,r,D5,B5,r,r,B5,r,F#5,B4,r,B5
408.75,188.1459,136,1.75,C7,E5,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,C7,r,E5,B5,r,r,B5,r,F#5,B4,r,B5
409.0,188.2613,136,2.0,B6,E5,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B6,B6,E5,B5,r,r,B5,r,F#5,B4,r,B5
409.5,188.4921,136,2.5,G6,E5,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G6,r,E5,B5,r,r,B5,r,F#5,B4,r,B5
410.0,188.7228,136,3.0,E6,E5,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,E6,E6,E5,E5,r,r,E5,r,A4,E4,r,E5
410.5,188.9536,136,3.5,E6,E5,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,E6,r,E5,r,r,r,E5,r,A4,E4,r,E5
411.0,189.1844,137,1.0,E6,E5,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,E5,E5,r,r,F5,r,B-4,F4,r,F5
411.5,189.4151,137,1.5,E6,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,r,r,r,r,F5,r,B-4,F4,r,F5
412.0,189.6459,137,2.0,E6,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,r,G5,r,r,G5,r,C5,G4,r,G5
412.3333,189.7997,137,2.3333,E6,B4,B4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,r,G5,r,r,G5,r,C5,G4,r,G5
412.5,189.8767,137,2.5,E6,B4,B4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,r,r,r,r,G5,r,C5,G4,r,G5
412.6667,189.9536,137,2.6667,E6,E5,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,r,r,r,r,G5,r,C5,G4,r,G5
413.0,190.1074,137,3.0,E6,A5,A5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,r,A5,r,r,A5,r,D5,A4,r,A5
413.3333,190.2613,137,3.3333,E6,D6,D6,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,r,A5,r,r,A5,r,D5,A4,r,A5
413.5,190.3382,137,3.5,r,D6,D6,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,r,r,r,r,A5,r,D5,A4,r,A5
413.6667,190.4151,137,3.6667,r,E6,E6,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,r,r,r,r,A5,r,D5,A4,r,A5
414.0,190.569,138,1.0,r,F#6,F#6,B4,r,r,r,r,r,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,B5,B4,B5,r,r,B5,r,F#5,B4,r,B5
414.5,190.7997,138,1.5,r,F#6,F#6,r,r,r,r,r,r,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,B5,B4,r,r,r,B5,r,F#5,B4,r,B5
414.75,190.9151,138,1.75,r,F#6,F#6,D5,r,r,r,r,r,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,B5,D5,r,r,r,B5,r,F#5,B4,r,B5
415.0,191.0305,138,2.0,r,F#6,F#6,B4,r,r,r,r,r,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,B4,r,r,r,B5,r,F#5,B4,r,B5
415.5,191.2613,138,2.5,r,A6,A6,B4,r,r,r,r,r,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,B4,r,r,r,B5,r,F#5,B4,r,B5
416.0,191.4921,138,3.0,r,G6,G6,B4,r,r,r,r,r,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D6,B4,r,r,r,D6,r,A5,D5,r,D6
416.5,191.7228,138,3.5,r,F#6,F#6,A4,r,r,r,r,r,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D6,A4,r,r,r,D6,r,A5,D5,r,D6
416.75,191.8382,138,3.75,r,E6,E6,A4,r,r,r,r,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D6,A4,r,r,r,D6,r,A5,D5,r,D6
417.0,191.9536,139,1.0,r,F#6,F#6,B4,r,r,r,r,r,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,B4,r,r,r,B5,r,F#5,B4,r,B5
417.5,192.1844,139,1.5,r,F#6,F#6,r,r,r,r,r,r,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,B4,r,r,r,B5,r,F#5,B4,r,B5
417.75,192.2997,139,1.75,r,F#6,F#6,D5,r,r,r,r,r,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,D5,r,r,r,B5,r,F#5,B4,r,B5
418.0,192.4151,139,2.0,r,F#6,F#6,B4,r,r,r,r,r,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,B4,r,r,r,B5,r,F#5,B4,r,B5
418.5,192.6459,139,2.5,r,A6,A6,B4,r,r,r,r,r,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,B4,r,r,r,B5,r,F#5,B4,r,B5
419.0,192.8767,139,3.0,r,G6,G6,B4,r,r,r,r,r,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,A5,B4,r,r,r,A5,r,E5,A4,r,A5
419.5,193.1074,139,3.5,r,F#6,F#6,A4,r,r,r,r,r,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,A5,A4,r,r,r,A5,r,E5,A4,r,A5
419.75,193.2228,139,3.75,r,E6,E6,A4,r,r,r,r,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,A5,A4,r,r,r,A5,r,E5,A4,r,A5
420.0,193.3382,140,1.0,r,F#6,F#6,B4,r,r,r,r,r,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,B5,B4,r,r,r,B5,r,F#5,B4,r,B5
420.5,193.569,140,1.5,r,r,r,B4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,B5,B4,r,r,r,B5,r,F#5,B4,r,B5
420.75,193.6844,140,1.75,r,A6,A6,B4,r,r,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,B5,B4,r,r,r,B5,r,F#5,B4,r,B5
421.0,193.7997,140,2.0,r,E6,E6,B4,r,r,E4,r,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,B5,B4,r,r,r,B5,r,F#5,B4,r,B5
421.5,194.0305,140,2.5,r,r,r,C5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,B5,C5,r,r,r,B5,r,F#5,B4,r,B5
421.75,194.1459,140,2.75,r,D6,D6,D5,r,r,D4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,B5,D5,r,r,r,B5,r,F#5,B4,r,B5
422.0,194.2613,140,3.0,r,C6,C6,E5,r,r,C4,r,r,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,D6,D6,E5,r,r,r,D6,r,A5,D5,r,D6
422.25,194.3767,140,3.25,r,C6,C6,F#5,r,r,C4,r,r,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,D6,D6,F#5,r,r,r,D6,r,A5,D5,r,D6
422.5,194.4921,140,3.5,r,r,r,G5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,D6,D6,G5,r,r,r,D6,r,A5,D5,r,D6
422.75,194.6074,140,3.75,r,E6,E6,A5,r,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,D6,D6,A5,r,r,r,D6,r,A5,D5,r,D6
423.0,194.7228,141,1.0,r,A5,A5,B5,r,r,A3,r,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,B5,B5,B5,r,r,r,B5,r,F#5,B4,r,B5
423.5,194.9536,141,1.5,r,A5,A5,A5,r,r,r,r,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,B5,B5,A5,r,r,r,B5,r,F#5,B4,r,B5
423.75,195.069,141,1.75,r,B5,B5,G5,r,r,r,r,r,B3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,B5,B5,G5,r,r,r,B5,r,F#5,B4,r,B5
424.0,195.1844,141,2.0,r,B5,B5,F#5,r,r,B3,r,r,B3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,B5,F#5,r,r,r,B5,r,F#5,B4,r,B5
424.5,195.4151,141,2.5,r,B5,B5,F#5,r,r,B3,r,r,B3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,B5,F#5,r,r,r,B5,r,F#5,B4,r,B5
425.0,195.6459,141,3.0,r,B5,B5,F#5,r,r,B3,r,r,B3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,B5,A5,F#5,r,r,r,A5,r,E5,A4,r,A5
