qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 3,Bassoon 1,Bassoon 2,C Horn 1,C Horn 2,Eb Horn 3,C Trumpet 1,C Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
285.75,428.625,144,2.25,D6,B5,r,r,D5,B4,D4,B3,G4,G4,G4,G5,G5,G2,G5,B4,G3,G3,G2
286.0,429.0,144,2.5,E-6,C6,G5,G4,E-5,C5,C4,A3,G4,G4,G4,G5,G5,G2,G5,B4,D4,F3,F2
286.25,429.375,144,2.75,F6,D6,G5,G4,F5,D5,B3,G3,G4,G4,G4,G5,G5,G2,G5,B4,D4,F3,F2
286.5,429.75,145,1.0,G6,E-6,G5,G4,r,r,C4,G3,G4,G3,G4,G5,G4,C3,G5,C5,C4,E-3,E-2
286.75,430.125,145,1.25,G6,E-6,F#5,F#4,r,r,C4,G3,G4,G3,G4,G5,G4,C3,F#5,F#4,C4,E-3,E-2
287.0,430.5,145,1.5,G6,G5,G5,G4,r,r,C#4,G3,G4,G3,G3,G5,G4,r,G5,G4,C#4,E-3,E-2
287.25,430.875,145,1.75,G6,G5,A5,A4,r,r,C#4,G3,G4,G3,G3,G5,G4,r,A5,A4,C#4,E-3,E-2
287.5,431.25,145,2.0,G6,G5,B-5,B-4,r,r,C#4,G3,G4,G3,B-3,G5,G4,G2,B-5,B-4,C#4,E-3,E-2
287.75,431.625,145,2.25,G6,G5,B-5,B-4,r,r,C#4,G3,G4,G3,B-3,G5,G4,G2,B5,B4,C#4,E-3,E-2
288.0,432.0,145,2.5,G6,G5,G5,G4,r,r,G3,G3,G4,G3,G3,G5,G4,r,C6,C5,G3,E-3,E-2
288.25,432.375,145,2.75,C#6,C#5,G5,G4,r,r,G3,G3,G4,G3,G3,G5,G4,r,C#6,C#5,G3,E-3,E-2
288.5,432.75,146,1.0,D6,D5,F#5,F#4,r,r,D4,D3,D4,D4,r,D5,D5,r,D6,D5,F#3,D3,D2
288.6667,433.0,146,1.1667,D6,D5,F#5,F#4,r,r,D4,D3,D4,D4,r,D5,D5,r,D6,D5,F#3,D3,D2
288.8333,433.25,146,1.3333,D6,D5,F#5,F#4,r,r,D4,D3,D4,D4,r,D5,D5,r,D6,D5,F#3,D3,D2
289.0,433.5,146,1.5,r,r,r,r,r,r,r,r,D4,D4,r,r,r,r,D6,D5,F#3,F#3,D2
289.1667,433.75,146,1.6667,r,r,r,r,r,r,r,r,D4,D4,r,r,r,r,D6,D5,F#3,F#3,D2
289.3333,434.0,146,1.8333,r,r,r,r,r,r,r,r,D4,D4,r,r,r,r,D6,D5,F#3,F#3,D2
289.5,434.25,146,2.0,D6,D6,r,r,r,r,D4,D4,D4,D4,r,r,r,r,D6,D5,F#3,F#3,D2
289.6667,434.5,146,2.1667,D6,D6,r,r,r,r,D4,D4,D4,D4,r,r,r,r,D6,D5,F#3,F#3,D2
289.8333,434.75,146,2.3333,D6,D6,r,r,r,r,D4,D4,D4,D4,r,r,r,r,D6,D5,F#3,F#3,D2
290.0,435.0,146,2.5,D6,D6,D5,D5,D5,D5,D4,D4,D4,D4,r,r,r,r,D6,E5,G3,G3,D2
290.1667,435.25,146,2.6667,D6,D6,D5,D5,D5,D5,D4,D4,D4,D4,r,r,r,r,D6,E5,G3,G3,D2
290.25,435.375,146,2.75,D6,D6,D5,D5,D5,D5,D4,D4,D4,D4,r,r,r,r,D6,F#5,A3,A3,D2
290.3333,435.5,146,2.8333,D6,D6,D5,D5,D5,D5,D4,D4,D4,D4,r,r,r,r,D6,F#5,A3,A3,D2
290.5,435.75,147,1.0,E-6,D6,D5,D5,D5,D5,E-4,D4,D4,D4,r,r,r,r,E-6,G5,B-3,B-3,D2
290.6667,436.0,147,1.1667,E-6,D6,D5,D5,D5,D5,E-4,D4,D4,D4,r,r,r,r,E-6,G5,B-3,B-3,D2
290.8333,436.25,147,1.3333,E-6,D6,D5,D5,D5,D5,E-4,D4,D4,D4,r,r,r,r,E-6,G5,B-3,B-3,D2
291.0,436.5,147,1.5,E-6,D6,C5,C5,C5,C5,E-4,D4,D4,D4,r,r,r,r,E-6,A5,C4,C4,D2
291.1667,436.75,147,1.6667,E-6,D6,C5,C5,C5,C5,E-4,D4,D4,D4,r,r,r,r,E-6,A5,C4,C4,D2
291.25,436.875,147,1.75,E-6,D6,B-4,B-4,B-4,B-4,E-4,D4,D4,D4,r,r,r,r,E-6,B-5,D4,D4,D2
291.3333,437.0,147,1.8333,E-6,D6,B-4,B-4,B-4,B-4,E-4,D4,D4,D4,r,r,r,r,E-6,B-5,D4,D4,D2
291.5,437.25,147,2.0,E-6,C6,G#4,G#4,G#4,G#4,E-4,C4,D4,D4,r,r,r,r,E-6,C6,E-4,E-4,D2
291.6667,437.5,147,2.1667,E-6,C6,G#4,G#4,G#4,G#4,E-4,C4,D4,D4,r,r,r,r,E-6,C6,E-4,E-4,D2
291.8333,437.75,147,2.3333,E-6,C6,G#4,G#4,G#4,G#4,E-4,C4,D4,D4,r,r,r,r,E-6,C6,E-4,E-4,D2
292.0,438.0,147,2.5,E-6,C6,C5,C5,C5,C5,E-4,C4,D4,D4,r,r,r,r,E-6,G#5,C4,C4,D2
292.1667,438.25,147,2.6667,E-6,C6,C5,C5,C5,C5,E-4,C4,D4,D4,r,r,r,r,E-6,G#5,C4,C4,D2
292.25,438.375,147,2.75,E-6,C6,C5,C5,C5,C5,E-4,C4,D4,D4,r,r,r,r,E-6,G5,B-3,B-3,D2
292.3333,438.5,147,2.8333,E-6,C6,C5,C5,C5,C5,E-4,C4,D4,D4,r,r,r,r,E-6,G5,B-3,B-3,D2
292.5,438.75,148,1.0,D6,C6,C5,C5,C5,C5,D4,C4,D4,D4,r,r,r,r,E-6,F#5,A3,A3,D2
292.6667,439.0,148,1.1667,D6,C6,C5,C5,C5,C5,D4,C4,D4,D4,r,r,r,r,D6,F#5,A3,A3,D2
292.8333,439.25,148,1.3333,D6,C6,C5,C5,C5,C5,D4,C4,D4,D4,r,r,r,r,D6,F#5,A3,A3,D2
293.0,439.5,148,1.5,D6,C6,B-4,B-4,B-4,B-4,D4,C4,D4,D4,r,r,r,r,D6,G5,B-3,B-3,D2
293.1667,439.75,148,1.6667,D6,C6,B-4,B-4,B-4,B-4,D4,C4,D4,D4,r,r,r,r,D6,G5,B-3,B-3,D2
293.25,439.875,148,1.75,D6,C6,A4,A4,A4,A4,D4,C4,D4,D4,r,r,r,r,D6,A5,C4,C4,D2
293.3333,440.0,148,1.8333,D6,C6,A4,A4,A4,A4,D4,C4,D4,D4,r,r,r,r,D6,A5,C4,C4,D2
293.5,440.25,148,2.0,D6,B-5,G4,G4,G4,G4,D4,B-3,D4,D4,r,r,r,r,D6,B-5,D4,D4,D2
293.6667,440.5,148,2.1667,D6,B-5,G4,G4,G4,G4,D4,B-3,D4,D4,r,r,r,r,D6,B-5,D4,D4,D2
293.8333,440.75,148,2.3333,D6,B-5,G4,G4,G4,G4,D4,B-3,D4,D4,r,r,r,r,D6,B-5,D4,D4,D2
294.0,441.0,148,2.5,D6,B-5,B-4,B-4,B-4,B-4,D4,B-3,D4,D4,r,r,r,r,D6,G5,B-3,B-3,D2
294.1667,441.25,148,2.6667,D6,B-5,B-4,B-4,B-4,B-4,D4,B-3,D4,D4,r,r,r,r,D6,G5,B-3,B-3,D2
294.25,441.375,148,2.75,D6,B-5,B-4,B-4,B-4,B-4,D4,B-3,D4,D4,r,r,r,r,D6,F5,A3,A3,D2
294.3333,441.5,148,2.8333,D6,B-5,B-4,B-4,B-4,B-4,D4,B-3,D4,D4,r,r,r,r,D6,F5,A3,A3,D2
294.5,441.75,149,1.0,C6,B-5,B-4,B-4,B-4,B-4,C4,B-3,D4,D4,r,r,r,r,D6,E5,G3,G3,D2
294.6667,442.0,149,1.1667,C6,B-5,B-4,B-4,B-4,B-4,C4,B-3,D4,D4,r,r,r,r,C6,E5,G3,G3,D2
294.8333,442.25,149,1.3333,C6,B-5,B-4,B-4,B-4,B-4,C4,B-3,D4,D4,r,r,r,r,C6,E5,G3,G3,D2
295.0,442.5,149,1.5,C6,B-5,A4,A4,A4,A4,C4,B-3,D4,D4,r,r,r,r,C6,F#5,A3,A3,D2
295.1667,442.75,149,1.6667,C6,B-5,A4,A4,A4,A4,C4,B-3,D4,D4,r,r,r,r,C6,F#5,A3,A3,D2
295.25,442.875,149,1.75,C6,B-5,G4,G4,G4,G4,C4,B-3,D4,D4,r,r,r,r,C6,G5,B-3,B-3,D2
295.3333,443.0,149,1.8333,C6,B-5,G4,G4,G4,G4,C4,B-3,D4,D4,r,r,r,r,C6,G5,B-3,B-3,D2
295.5,443.25,149,2.0,C6,A5,F#4,F#4,F#4,F#4,C4,A3,D4,D4,r,r,r,r,C6,A5,C4,C4,D2
295.6667,443.5,149,2.1667,C6,A5,F#4,F#4,F#4,F#4,C4,A3,D4,D4,r,r,r,r,C6,A5,C4,C4,D2
295.8333,443.75,149,2.3333,C6,A5,F#4,F#4,F#4,F#4,C4,A3,D4,D4,r,r,r,r,C6,A5,C4,C4,D2
296.0,444.0,149,2.5,C6,A5,A4,A4,A4,A4,C4,A3,D4,D4,r,r,r,r,C6,F#5,A3,A3,D2
296.1667,444.25,149,2.6667,C6,A5,A4,A4,A4,A4,C4,A3,D4,D4,r,r,r,r,C6,F#5,A3,A3,D2
296.25,444.375,149,2.75,C6,A5,A4,A4,A4,A4,C4,A3,D4,D4,r,r,r,r,C6,E-5,G3,G3,D2
296.3333,444.5,149,2.8333,C6,A5,A4,A4,A4,A4,C4,A3,D4,D4,r,r,r,r,C6,E-5,G3,G3,D2
296.5,444.75,150,1.0,C6,A5,A4,A4,A4,A4,C4,A3,D4,D4,r,D5,D5,r,C6,D5,F#3,F#3,D2
296.6667,445.0,150,1.1667,C6,A5,A4,A4,A4,A4,C4,A3,D4,D4,r,D5,D5,r,C6,A5,F#3,F#3,D2
296.8333,445.25,150,1.3333,C6,A5,A4,A4,A4,A4,C4,A3,D4,D4,r,D5,D5,r,C6,A5,F#3,F#3,D2
297.0,445.5,150,1.5,B-5,G5,D5,D5,G4,G4,B-3,G3,G4,G3,B-3,G4,G3,G2,B-5,A5,G3,G3,E2
297.1667,445.75,150,1.6667,B-5,G5,D5,D5,G4,G4,B-3,G3,G4,G3,B-3,G4,G3,G2,B-5,G5,G3,G3,E2
297.25,445.875,150,1.75,B-5,G5,D5,D5,A4,A4,B-3,G3,G4,G3,B-3,G4,G3,G2,B-5,G5,A3,A3,F#2
297.3333,446.0,150,1.8333,B-5,G5,D5,D5,A4,A4,B-3,G3,G4,G3,B-3,G4,G3,G2,B-5,G5,A3,A3,F#2
297.5,446.25,150,2.0,B-5,G5,D5,G4,B-4,B-4,B-3,G3,G4,G3,B-3,G4,G3,G2,B-5,G5,B-3,B-3,G2
297.6667,446.5,150,2.1667,B-5,G5,D5,G4,B-4,B-4,B-3,G3,G4,G3,B-3,G4,G3,G2,B-5,G5,B-3,B-3,G2
297.75,446.625,150,2.25,B-5,G5,D5,G4,B-4,B-4,B-3,G3,G4,G3,B-3,G4,G3,G2,B-5,G5,C4,B-3,G2
297.8333,446.75,150,2.3333,B-5,G5,D5,G4,B-4,B-4,B-3,G3,G4,G3,B-3,G4,G3,G2,B-5,G5,C4,B-3,G2
298.0,447.0,150,2.5,G6,B-5,G5,B-4,B-4,G4,C#4,G3,G4,G3,B-3,G4,G3,G2,B-5,G5,C#4,G3,E-2
298.1667,447.25,150,2.6667,G6,B-5,G5,B-4,B-4,G4,C#4,G3,G4,G3,B-3,G4,G3,G2,B-5,G5,C#4,G3,E-2
298.25,447.375,150,2.75,G6,B-5,G5,B-4,B-4,G4,D4,G3,G4,G3,B-3,G4,G3,G2,B-5,G5,D4,F3,D2
298.3333,447.5,150,2.8333,G6,B-5,G5,B-4,B-4,G4,D4,G3,G4,G3,B-3,G4,G3,G2,B-5,G5,D4,F3,D2
298.5,447.75,151,1.0,G6,B-5,G5,E5,B-4,G4,E4,G3,G4,G3,B-3,G4,G3,G2,B-5,G5,E4,E3,C#2
299.5,449.25,151,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,E4,G3,C#3,C#2
300.5,450.75,152,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,E4,G3,C#3,C#2
301.0,451.5,152,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,E4,G3,C#3,C#2
301.5,452.25,152,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,E4,G3,C#3,C#2
302.0,453.0,152,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,E4,G3,C#3,C#2
302.5,453.75,153,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,A3,D4,D3,D2
304.5,456.75,154,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,D4,D3,A2,D2
305.5,458.25,154,2.0,F#5,D5,C5,C5,C5,F#4,D4,D4,r,r,r,r,r,r,F#4,D4,D3,A2,D2
306.0,459.0,154,2.5,F#5,D5,C5,C5,C5,F#4,D4,D4,r,r,r,r,r,r,F#4,C4,D3,A2,D2
306.5,459.75,155,1.0,G5,D5,B-4,B-4,B-4,G4,D4,G3,r,r,r,r,r,G2,G4,B-3,G3,G2,G1
307.5,461.25,155,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r
307.875,461.8125,155,2.375,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,r,r,r,r
308.0,462.0,155,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r
308.375,462.5625,155,2.875,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,r
308.5,462.75,156,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,D4,G3,G3,G2
309.5,464.25,156,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r
310.5,465.75,157,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,D4,G#3,F3,F2
311.5,467.25,157,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,r,r,r,r
312.5,468.75,158,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,r,r
314.5,471.75,159,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#2,G#1
316.5,474.75,160,1.0,r,r,r,r,r,r,r,r,C4,C3,r,r,r,r,E-4,E-4,E-3,G#2,G#1
318.5,477.75,161,1.0,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,E-4,E-4,E-3,G#2,G#1
318.6667,478.0,161,1.1667,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,E-4,E-4,E-3,G2,G1
318.8333,478.25,161,1.3333,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,E-4,E-4,E-3,G2,G1
319.0,478.5,161,1.5,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,E-4,E-4,E-3,C3,C2
319.1667,478.75,161,1.6667,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,E-4,E-4,E-3,B2,B1
319.3333,479.0,161,1.8333,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,E-4,E-4,E-3,B2,B1
319.5,479.25,161,2.0,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,E-4,E-4,E-3,G#2,G#1
319.6667,479.5,161,2.1667,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,E-4,E-4,E-3,G2,G1
319.8333,479.75,161,2.3333,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,E-4,E-4,E-3,G2,G1
320.0,480.0,161,2.5,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,E-4,E-4,E-3,C3,C2
320.1667,480.25,161,2.6667,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,E-4,E-4,E-3,B2,B1
320.3333,480.5,161,2.8333,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,E-4,E-4,E-3,B2,B1
320.5,480.75,162,1.0,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,E-4,E-4,E-3,G#2,G#1
320.6667,481.0,162,1.1667,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,E-4,E-4,E-3,G2,G1
320.8333,481.25,162,1.3333,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,E-4,E-4,E-3,G2,G1
321.0,481.5,162,1.5,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,E-4,E-4,E-3,C3,C2
321.1667,481.75,162,1.6667,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,E-4,E-4,E-3,B2,B1
321.3333,482.0,162,1.8333,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,E-4,E-4,E-3,B2,B1
321.5,482.25,162,2.0,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,E-4,E-4,E-3,G#2,G#1
321.6667,482.5,162,2.1667,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,E-4,E-4,E-3,G2,G1
321.8333,482.75,162,2.3333,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,E-4,E-4,E-3,G2,G1
322.0,483.0,162,2.5,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,E-4,E-4,E-3,C3,C2
322.1667,483.25,162,2.6667,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,E-4,E-4,E-3,B2,B1
322.3333,483.5,162,2.8333,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,E-4,E-4,E-3,B2,B1
322.375,483.5625,162,2.875,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,E-4,E-4,E-3,r,r
322.5,483.75,163,1.0,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,E-4,E-4,E-3,G2,G1
322.6667,484.0,163,1.1667,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,C5,E-4,E-3,F#2,F#1
322.8333,484.25,163,1.3333,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,C5,E-4,E-3,F#2,F#1
323.0,484.5,163,1.5,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,C5,E-4,E-3,C3,C2
323.1667,484.75,163,1.6667,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,C5,E-4,E-3,B2,B1
323.3333,485.0,163,1.8333,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,C5,E-4,E-3,B2,B1
323.5,485.25,163,2.0,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,C5,E-4,E-3,G2,G1
323.6667,485.5,163,2.1667,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,C5,E-4,E-3,F#2,F#1
323.8333,485.75,163,2.3333,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,C5,E-4,E-3,F#2,F#1
324.0,486.0,163,2.5,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,C5,E-4,E-3,C3,C2
324.1667,486.25,163,2.6667,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,C5,E-4,E-3,B2,B1
324.3333,486.5,163,2.8333,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,C5,E-4,E-3,B2,B1
324.5,486.75,164,1.0,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,C5,E-4,E-3,G2,G1
324.6667,487.0,164,1.1667,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,C5,E-4,E-3,F#2,F#1
324.8333,487.25,164,1.3333,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,C5,E-4,E-3,F#2,F#1
325.0,487.5,164,1.5,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,C5,E-4,E-3,C3,C2
325.1667,487.75,164,1.6667,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,C5,E-4,E-3,B2,B1
325.3333,488.0,164,1.8333,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,C5,E-4,E-3,B2,B1
325.5,488.25,164,2.0,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,C5,E-4,E-3,G2,G1
325.6667,488.5,164,2.1667,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,C5,E-4,E-3,F#2,F#1
325.8333,488.75,164,2.3333,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,C5,E-4,E-3,F#2,F#1
326.0,489.0,164,2.5,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,C5,E-4,E-3,C3,C2
326.1667,489.25,164,2.6667,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,C5,E-4,E-3,B2,B1
326.3333,489.5,164,2.8333,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,C5,E-4,E-3,B2,B1
326.375,489.5625,164,2.875,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,C5,E-4,E-3,r,r
326.5,489.75,165,1.0,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,C5,E-4,E-3,F#2,F#1
326.6667,490.0,165,1.1667,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,C5,E-4,A3,A2,A1
326.8333,490.25,165,1.3333,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,C5,E-4,A3,A2,A1
327.0,490.5,165,1.5,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,C5,r,A3,E-3,E-2
327.1667,490.75,165,1.6667,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,C5,r,A3,F#3,F#2
327.3333,491.0,165,1.8333,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,C5,r,A3,F#3,F#2
327.5,491.25,165,2.0,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,C5,A3,A3,C4,C3
327.6667,491.5,165,2.1667,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,C5,C4,A3,C4,C3
327.8333,491.75,165,2.3333,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,C5,C4,A3,C4,C3
328.0,492.0,165,2.5,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,C5,F#4,A3,r,r
328.1667,492.25,165,2.6667,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,C5,A4,A3,r,r
328.3333,492.5,165,2.8333,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,C5,A4,A3,r,r
328.5,492.75,166,1.0,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,A4,E-5,A3,r,r
328.6667,493.0,166,1.1667,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,C5,C5,A3,r,r
328.8333,493.25,166,1.3333,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,C5,C5,A3,r,r
329.0,493.5,166,1.5,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,F#5,C5,A3,r,r
329.1667,493.75,166,1.6667,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,A5,C5,A3,r,r
329.3333,494.0,166,1.8333,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,A5,C5,A3,r,r
329.5,494.25,166,2.0,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,E-6,C5,A3,r,r
330.0,495.0,166,2.5,r,r,r,r,r,r,r,r,C4,C3,E-4,C5,C4,r,r,C5,A3,r,r
330.5,495.75,167,1.0,D6,B5,F5,D5,B4,G#4,F4,D4,F4,F4,G#4,F5,F5,r,B4,B4,G#3,F2,F1
330.6667,496.0,167,1.1667,D6,B5,F5,D5,B4,G#4,F4,D4,F4,F4,G#4,F5,F5,r,B4,B4,G#3,G#2,G#1
330.8333,496.25,167,1.3333,D6,B5,F5,D5,B4,G#4,F4,D4,F4,F4,G#4,F5,F5,r,B4,B4,G#3,G#2,G#1
331.0,496.5,167,1.5,D6,B5,F5,D5,B4,G#4,F4,D4,F4,F4,G#4,F5,F5,r,B4,r,G#3,D3,D2
331.1667,496.75,167,1.6667,D6,B5,F5,D5,B4,G#4,F4,D4,F4,F4,G#4,F5,F5,r,B4,r,G#3,F3,F2
331.3333,497.0,167,1.8333,D6,B5,F5,D5,B4,G#4,F4,D4,F4,F4,G#4,F5,F5,r,B4,r,G#3,F3,F2
331.5,497.25,167,2.0,D6,B5,F5,D5,B4,G#4,F4,D4,F4,F4,G#4,F5,F5,r,B4,G#3,G#3,B3,B2
331.6667,497.5,167,2.1667,D6,B5,F5,D5,B4,G#4,F4,D4,F4,F4,G#4,F5,F5,r,B4,B3,G#3,B3,B2
331.8333,497.75,167,2.3333,D6,B5,F5,D5,B4,G#4,F4,D4,F4,F4,G#4,F5,F5,r,B4,B3,G#3,B3,B2
332.0,498.0,167,2.5,D6,B5,F5,D5,B4,G#4,F4,D4,F4,F4,G#4,F5,F5,r,B4,F4,G#3,r,r
332.1667,498.25,167,2.6667,D6,B5,F5,D5,B4,G#4,F4,D4,F4,F4,G#4,F5,F5,r,B4,G#4,G#3,r,r
332.3333,498.5,167,2.8333,D6,B5,F5,D5,B4,G#4,F4,D4,F4,F4,G#4,F5,F5,r,B4,G#4,G#3,r,r
332.5,498.75,168,1.0,D6,B5,F5,D5,B4,G#4,F4,D4,F4,F4,G#4,F5,F5,r,D4,D5,G#3,r,r
332.6667,499.0,168,1.1667,D6,B5,F5,D5,B4,G#4,F4,D4,F4,F4,G#4,F5,F5,r,F4,D4,G#3,r,r
332.8333,499.25,168,1.3333,D6,B5,F5,D5,B4,G#4,F4,D4,F4,F4,G#4,F5,F5,r,F4,D4,G#3,r,r
333.0,499.5,168,1.5,D6,B5,F5,D5,B4,G#4,F4,D4,F4,F4,G#4,F5,F5,r,B4,D4,G#3,r,r
333.1667,499.75,168,1.6667,D6,B5,F5,D5,B4,G#4,F4,D4,F4,F4,G#4,F5,F5,r,D5,D4,G#3,r,r
333.3333,500.0,168,1.8333,D6,B5,F5,D5,B4,G#4,F4,D4,F4,F4,G#4,F5,F5,r,D5,D4,G#3,r,r
333.5,500.25,168,2.0,D5,D5,F5,D5,B4,G#4,F4,D4,F4,F4,G#4,F5,F5,r,G#5,D4,G#3,r,r
333.6667,500.5,168,2.1667,F5,F5,F5,D5,B4,G#4,F4,D4,F4,F4,G#4,F5,F5,r,G#5,D4,G#3,r,r
333.8333,500.75,168,2.3333,F5,F5,F5,D5,B4,G#4,F4,D4,F4,F4,G#4,F5,F5,r,G#5,D4,G#3,r,r
334.0,501.0,168,2.5,B5,B4,F5,D5,B4,G#4,F4,D4,F4,F4,G#4,F5,F5,r,G#5,D4,G#3,r,r
334.1667,501.25,168,2.6667,D6,D5,F5,D5,B4,G#4,F4,D4,F4,F4,G#4,F5,F5,r,G#5,D4,G#3,r,r
334.3333,501.5,168,2.8333,D6,D5,F5,D5,B4,G#4,F4,D4,F4,F4,G#4,F5,F5,r,G#5,D4,G#3,r,r
334.5,501.75,169,1.0,G#6,G#5,F5,D5,B4,G#4,F4,D4,F4,F4,G#4,F5,F5,r,G#5,D4,F3,G2,G1
334.6667,502.0,169,1.1667,G#6,G#5,F5,D5,B4,G#4,F4,D4,F4,F4,G#4,F5,F5,r,G#5,F4,D4,G2,G1
334.8333,502.25,169,1.3333,G#6,G#5,F5,D5,B4,G#4,F4,D4,F4,F4,G#4,F5,F5,r,G#5,F4,D4,G2,G1
