qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,F Horn 1,F Horn 2,Violin 1,Violin 2,Viola,Violoncello,Contrabass
44.75,61.0227,23,1.75,r,r,C6,E5,G4,E4,G3,C3,G4,G4,E5,E4,E3,C3,C2
45.0,61.3636,23,2.0,r,r,F5,F5,A4,F4,F3,F2,C4,C3,F5,F4,F3,F2,F1
45.0625,61.4489,23,2.0625,r,r,F5,F5,A4,F4,F3,F2,C4,C3,F4,F4,F3,G2,G1
45.125,61.5341,23,2.125,r,r,F5,F5,A4,F4,F3,F2,C4,C3,F4,F4,F3,A2,A1
45.1875,61.6193,23,2.1875,r,r,F5,F5,A4,F4,F3,F2,C4,C3,F4,F4,F3,B-2,B-1
45.25,61.7045,23,2.25,r,r,F5,F5,A4,F4,F3,F2,C4,C3,F4,F4,F3,C3,C2
45.3125,61.7898,23,2.3125,r,r,F5,F5,A4,F4,F3,F2,C4,C3,F4,F4,F3,B-2,B-1
45.375,61.875,23,2.375,r,r,F5,F5,A4,F4,F3,F2,C4,C3,F4,F4,F3,A2,A1
45.4375,61.9602,23,2.4375,r,r,F5,F5,A4,F4,F3,F2,C4,C3,F4,F4,F3,G2,G1
45.5,62.0455,23,2.5,r,r,r,r,r,r,r,r,r,r,F4,F4,F3,F2,F1
45.75,62.3864,23,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,C3
46.0,62.7273,24,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,A2
46.25,63.0682,24,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,F3,F2
46.5,63.4091,24,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,A2
46.75,63.75,24,1.75,r,r,r,r,r,r,r,r,r,r,A4,r,A3,C#4,C#3
47.0,64.0909,24,2.0,r,r,r,r,r,r,r,r,r,r,F4,r,F3,D4,D3
47.25,64.4318,24,2.25,r,r,D5,r,r,r,D4,r,r,r,r,r,r,r,r
47.5,64.7727,24,2.5,r,r,B4,r,r,r,B3,r,r,r,r,r,r,B3,B2
47.75,65.1136,24,2.75,r,r,r,r,r,r,r,r,r,r,F5,F4,B3,r,r
48.0,65.4545,25,1.0,r,r,r,r,r,r,r,r,r,r,E5,E4,C4,C4,C3
48.25,65.7955,25,1.25,r,r,G5,r,G4,r,G3,r,r,r,r,r,r,r,r
48.5,66.1364,25,1.5,r,r,C5,r,C4,r,C3,r,r,r,r,r,r,C3,C2
48.75,66.4773,25,1.75,E6,C6,r,r,r,r,r,r,r,r,B-5,E5,C4,r,r
49.0,66.8182,25,2.0,F6,C6,A5,F5,A4,r,A3,F3,C5,C4,A5,F5,F4,F2,F1
49.0625,66.9034,25,2.0625,F6,C6,A5,F5,A4,r,A3,F3,C5,C4,F4,F4,F3,G2,G1
49.125,66.9886,25,2.125,F6,C6,A5,F5,A4,r,A3,F3,C5,C4,F4,F4,F3,A2,A1
49.1875,67.0739,25,2.1875,F6,C6,A5,F5,A4,r,A3,F3,C5,C4,F4,F4,F3,B-2,B-1
49.25,67.1591,25,2.25,r,r,r,r,r,r,r,r,r,r,F4,F4,F3,C3,C2
49.3125,67.2443,25,2.3125,r,r,r,r,r,r,r,r,r,r,F4,F4,F3,B-2,B-1
49.375,67.3295,25,2.375,r,r,r,r,r,r,r,r,r,r,F4,F4,F3,A2,A1
49.4375,67.4148,25,2.4375,r,r,r,r,r,r,r,r,r,r,F4,F4,F3,G2,G1
49.5,67.5,25,2.5,r,r,r,r,r,r,r,r,r,r,F4,F4,F3,F2,F1
49.75,67.8409,25,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,C3
50.0,68.1818,26,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,A2
50.25,68.5227,26,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,F3,F2
50.5,68.8636,26,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,A2
50.75,69.2045,26,1.75,r,r,r,r,r,r,r,r,r,r,A4,r,A3,C#4,C#3
51.0,69.5455,26,2.0,r,r,r,r,r,r,r,r,r,r,F4,r,F3,D4,D3
51.25,69.8864,26,2.25,r,r,D5,r,r,r,D4,r,r,r,r,r,r,r,r
51.5,70.2273,26,2.5,r,r,B4,r,r,r,B3,r,r,r,r,r,r,B3,B2
51.75,70.5682,26,2.75,r,r,r,r,r,r,r,r,r,r,B4,r,B3,r,r
52.0,70.9091,27,1.0,r,r,r,r,r,r,r,r,r,r,G4,r,G3,G3,G2
52.25,71.25,27,1.25,r,r,G4,r,r,r,G3,r,r,r,r,r,r,r,r
52.5,71.5909,27,1.5,r,r,F5,r,r,r,F4,r,r,r,r,r,r,F4,F3
52.75,71.9318,27,1.75,r,r,r,r,r,r,r,r,r,r,F5,F4,F3,r,r
53.0,72.2727,27,2.0,r,r,r,r,r,r,r,r,r,r,E5,E4,E3,E4,E3
53.25,72.6136,27,2.25,r,r,E5,r,E4,r,E3,r,r,r,r,r,r,r,r
53.5,72.9545,27,2.5,r,r,C5,r,C4,r,C3,r,r,r,r,r,r,C3,C2
53.75,73.2955,27,2.75,r,r,r,r,r,r,r,r,r,r,C5,C4,C3,r,r
54.0,73.6364,28,1.0,r,r,r,r,r,r,r,r,r,r,B-5,B-4,B-3,B-3,B-2
54.25,73.9773,28,1.25,r,r,B-5,r,B-4,r,B-3,r,r,r,r,r,r,r,r
54.5,74.3182,28,1.5,r,r,A5,r,A4,r,A3,r,r,r,r,r,r,A3,A2
54.75,74.6591,28,1.75,r,r,r,r,r,r,r,r,r,r,A5,A4,A3,r,r
55.0,75.0,28,2.0,r,r,r,r,r,r,r,r,r,r,F5,F4,F3,F3,F2
55.25,75.3409,28,2.25,F5,r,F5,F4,F4,r,F3,r,C5,C4,r,r,r,r,r
55.5,75.6818,28,2.5,E-6,r,F5,F4,E-5,r,E-4,r,C5,C4,r,r,r,E-4,E-3
55.75,76.0227,28,2.75,r,r,r,r,r,r,r,r,r,r,E-5,E-4,E-3,r,r
56.0,76.3636,29,1.0,r,r,r,r,r,r,r,r,r,r,D5,D4,D3,D4,D3
56.25,76.7045,29,1.25,D6,r,F5,F4,D5,r,D4,r,C5,C4,r,r,r,r,r
56.5,77.0455,29,1.5,C#6,r,F5,F4,C#5,r,C#4,r,C5,C4,r,r,r,C#4,C#3
56.75,77.3864,29,1.75,r,r,r,r,r,r,r,r,r,r,C#5,C#4,C#3,r,r
57.0,77.7273,29,2.0,r,r,r,r,r,r,r,r,r,r,C5,C4,C3,C4,C3
57.5,78.4091,29,2.5,r,r,C5,r,C4,r,C3,r,r,r,C5,C4,C3,r,r
57.75,78.75,29,2.75,r,r,F5,r,F4,r,F3,r,r,r,C5,C4,C3,r,r
58.0,79.0909,30,1.0,r,r,E5,r,E4,r,E3,r,r,r,C5,C4,C3,r,r
58.25,79.4318,30,1.25,r,r,D5,r,D4,r,D3,r,r,r,C5,C4,C3,r,r
58.5,79.7727,30,1.5,r,r,C5,r,C4,r,C3,r,r,r,C5,C4,C3,r,r
58.75,80.1136,30,1.75,r,r,B-5,E5,B-4,E4,B-3,G3,r,r,C5,C4,C3,r,r
59.0,80.4545,30,2.0,r,r,A5,F5,A4,F4,A3,F3,r,r,C5,C4,C3,r,r
59.25,80.7955,30,2.25,r,r,G5,B-4,G4,B-3,G3,B-2,G4,G4,C6,C5,C4,C4,C3
59.5,81.1364,30,2.5,r,r,F5,A4,F4,A3,F3,F2,G4,G4,C6,C5,C4,C4,C3
59.75,81.4773,30,2.75,r,r,r,r,r,r,r,r,G4,G4,A5,A4,A3,F3,F2
59.875,81.6477,30,2.875,r,r,r,r,r,r,r,r,G4,G4,F5,F4,C4,A3,A2
60.0,81.8182,31,1.0,r,r,r,r,r,r,r,r,r,r,E5,G4,B-3,C4,C3
60.25,82.1591,31,1.25,r,r,r,r,r,r,r,r,r,r,E5,G4,B-3,C3,C2
60.5,82.5,31,1.5,r,r,r,r,r,r,r,r,r,r,E5,G4,B-3,C3,C2
60.75,82.8409,31,1.75,r,r,r,r,r,r,r,r,r,r,F5,A4,C4,C3,C2
60.8125,82.9261,31,1.8125,r,r,r,r,r,r,r,r,r,r,E5,G4,B-3,C3,C2
60.875,83.0114,31,1.875,r,r,r,r,r,r,r,r,r,r,D5,F4,A3,C3,C2
60.9375,83.0966,31,1.9375,r,r,r,r,r,r,r,r,r,r,E5,G4,B-3,C3,C2
61.0,83.1818,31,2.0,r,r,r,r,r,r,r,r,r,r,F5,F4,A3,F3,F2
61.5,83.8636,31,2.5,r,r,C5,r,C4,r,C3,r,r,r,C5,C4,C3,r,r
61.75,84.2045,31,2.75,r,r,C5,r,C4,r,C3,r,r,r,F5,F4,F3,r,r
62.0,84.5455,32,1.0,r,r,C5,r,C4,r,C3,r,r,r,E5,E4,E3,C3,C2
62.25,84.8864,32,1.25,r,r,C5,r,C4,r,C3,r,r,r,D5,D4,D3,F3,F2
62.5,85.2273,32,1.5,r,r,C5,r,C4,r,C3,r,r,r,C5,C4,C3,E3,E2
62.75,85.5682,32,1.75,r,r,C5,r,C4,r,C3,r,r,r,B-5,B-4,B-3,G3,G2
63.0,85.9091,32,2.0,r,r,C5,r,C4,r,C3,r,r,r,A5,A4,A3,F3,F2
63.25,86.25,32,2.25,C6,r,C5,r,C4,r,C4,C3,G4,G4,G5,G4,G3,B-3,B-2
63.5,86.5909,32,2.5,C6,r,C5,C5,C4,r,C4,C3,G4,G4,F5,F4,F3,A3,A2
63.75,86.9318,32,2.75,A5,r,A5,C5,C5,A4,F3,F2,G4,G4,r,r,r,r,r
63.875,87.1023,32,2.875,F6,r,F5,C5,A4,F4,A3,A2,G4,G4,r,r,r,r,r
64.0,87.2727,33,1.0,E6,r,E5,C5,G4,E4,C4,C3,G4,G4,r,r,r,r,r
64.25,87.6136,33,1.25,E6,r,B-5,E5,B-4,G4,B-3,C3,G4,G4,G4,E4,B-3,C3,C2
64.375,87.7841,33,1.375,E6,r,B-5,E5,B-4,G4,B-3,C3,G4,G4,B-4,B-3,G3,C3,C2
64.5,87.9545,33,1.5,E6,r,B-5,E5,B-4,G4,B-3,C3,G4,G4,E5,C4,G3,C3,C2
64.625,88.125,33,1.625,E6,r,B-5,E5,B-4,G4,B-3,C3,G4,G4,G5,B-3,B-3,C3,C2
64.75,88.2955,33,1.75,F6,r,B-5,E5,B-4,G4,B-3,C3,G4,G4,B-5,C4,G3,C3,C2
64.8125,88.3807,33,1.8125,E6,r,B-5,E5,B-4,G4,B-3,C3,G4,G4,B-5,C4,G3,C3,C2
64.875,88.4659,33,1.875,D6,r,B-5,E5,B-4,G4,B-3,C3,G4,G4,E5,B-3,B-3,C3,C2
64.9375,88.5511,33,1.9375,E6,r,B-5,E5,B-4,G4,B-3,C3,G4,G4,E5,B-3,B-3,C3,C2
65.0,88.6364,33,2.0,F6,r,A5,F5,A4,F4,A3,F3,G4,C4,F5,A3,F3,F3,F2
65.25,88.9773,33,2.25,F6,r,A5,F5,A4,F4,A3,F3,G4,C4,E5,A3,F3,F3,F2
65.375,89.1477,33,2.375,F6,r,A5,F5,A4,F4,A3,F3,G4,C4,G5,A3,F3,F3,F2
65.5,89.3182,33,2.5,r,r,r,r,r,r,r,r,r,r,F5,F4,F3,F2,F1
65.75,89.6591,33,2.75,r,r,r,r,D5,B-4,D4,B-3,C4,C3,r,F4,F3,F2,F1
66.0,90.0,34,1.0,r,r,r,r,C5,A4,C4,A3,C4,C3,r,r,r,r,r
66.25,90.3409,34,1.25,r,r,r,r,r,r,r,r,r,r,r,E4,E3,r,r
66.375,90.5114,34,1.375,r,r,r,r,r,r,r,r,r,r,r,G4,G3,r,r
66.5,90.6818,34,1.5,r,r,r,r,r,r,r,r,r,r,r,F4,F3,F2,F1
66.75,91.0227,34,1.75,B-5,r,G5,r,B-4,G4,B-3,G3,C4,C3,r,r,r,F2,F1
67.0,91.3636,34,2.0,A5,r,F5,r,A4,F4,A3,F3,C4,C3,r,r,r,r,r
67.25,91.7045,34,2.25,r,r,r,r,r,r,r,r,r,r,E5,r,r,r,r
67.375,91.875,34,2.375,r,r,r,r,r,r,r,r,r,r,G5,r,r,r,r
67.5,92.0455,34,2.5,r,r,r,r,r,r,r,r,r,r,F5,F4,F3,F2,F1
67.75,92.3864,34,2.75,r,r,r,r,E-5,C5,E-4,C4,C4,C3,r,F4,F3,F2,F1
68.0,92.7273,35,1.0,r,r,r,r,D5,B-4,D4,B-3,C4,C3,r,r,r,r,r
68.25,93.0682,35,1.25,r,r,r,r,r,r,r,r,r,r,r,E4,E3,r,r
68.375,93.2386,35,1.375,r,r,r,r,r,r,r,r,r,r,r,G4,G3,r,r
68.5,93.4091,35,1.5,r,r,r,r,r,r,r,r,r,r,r,F4,F3,F2,F1
68.75,93.75,35,1.75,C6,r,A5,r,C5,A4,C4,A3,C4,C3,r,r,r,F2,F1
69.0,94.0909,35,2.0,B-5,r,G5,r,B-4,G4,B-3,G3,C4,C3,r,r,r,r,r
69.25,94.4318,35,2.25,r,r,r,r,r,r,r,r,r,r,E5,r,r,r,r
69.375,94.6023,35,2.375,r,r,r,r,r,r,r,r,r,r,G5,r,r,r,r
69.5,94.7727,35,2.5,r,r,r,r,r,r,r,r,r,r,F5,F4,F3,F2,F1
69.75,95.1136,35,2.75,r,r,r,r,F5,D5,F4,D4,C4,C3,r,F4,F3,F2,F1
70.0,95.4545,36,1.0,r,r,r,r,E-5,C5,E-4,C4,C4,C3,r,r,r,r,r
70.25,95.7955,36,1.25,r,r,r,r,r,r,r,r,r,r,r,E4,E3,r,r
70.375,95.9659,36,1.375,r,r,r,r,r,r,r,r,r,r,r,G4,G3,r,r
70.5,96.1364,36,1.5,r,r,r,r,r,r,r,r,r,r,r,F4,F3,F2,F1
70.75,96.4773,36,1.75,D6,r,B-5,r,D5,B-4,D4,B-3,C4,C3,r,r,r,F2,F1
71.0,96.8182,36,2.0,C6,r,A5,r,C5,A4,C4,A3,C4,C3,r,r,r,r,r
71.25,97.1591,36,2.25,r,r,r,r,r,r,r,r,r,r,E5,r,r,r,r
71.375,97.3295,36,2.375,r,r,r,r,r,r,r,r,r,r,G5,r,r,r,r
71.5,97.5,36,2.5,r,r,r,r,r,r,r,r,r,r,F5,F4,F3,F2,F1
71.75,97.8409,36,2.75,r,r,r,r,G5,E-5,G4,E-4,C4,C3,r,F4,F3,F2,F1
72.0,98.1818,37,1.0,r,r,r,r,F5,D5,F4,D4,C4,C3,r,r,r,r,r
72.25,98.5227,37,1.25,r,r,r,r,E-5,C5,E-4,C4,C4,C3,r,r,r,r,r
72.5,98.8636,37,1.5,r,r,r,r,D5,B-4,D4,B-3,C4,C3,r,r,r,r,r
72.75,99.2045,37,1.75,r,r,r,r,C5,A4,C4,A3,C4,C3,r,r,r,r,r
73.0,99.5455,37,2.0,r,r,r,r,G5,E-5,G4,E-4,C4,C3,r,r,r,r,r
73.25,99.8864,37,2.25,r,r,r,r,F5,D5,F4,D4,C4,C3,r,r,r,r,r
73.5,100.2273,37,2.5,r,r,r,r,E-5,C5,E-4,C4,C4,C3,r,r,r,r,r
73.75,100.5682,37,2.75,D6,r,B-5,r,D5,B-4,D4,B-3,C4,C3,r,r,r,r,r
74.0,100.9091,38,1.0,C6,r,A5,r,C5,A4,C4,A3,C4,C3,r,r,r,r,r
74.25,101.25,38,1.25,r,r,r,r,G5,E-5,G4,E-4,C4,C3,r,r,r,r,r
74.5,101.5909,38,1.5,r,r,r,r,F5,D5,F4,D4,C4,C3,r,r,r,r,r
74.75,101.9318,38,1.75,r,r,r,r,E-5,C5,E-4,C4,C4,C3,r,r,r,r,r
75.0,102.2727,38,2.0,r,r,r,r,D5,B-4,D4,B-3,C4,C3,r,r,r,r,r
75.25,102.6136,38,2.25,r,r,r,r,C5,A4,C4,A3,C4,C3,r,r,r,r,r
75.5,102.9545,38,2.5,r,r,r,r,G5,E-5,G4,E-4,C4,C3,r,r,r,r,r
75.75,103.2955,38,2.75,r,r,r,r,F5,D5,F4,D4,C4,C3,r,r,r,r,r
76.0,103.6364,39,1.0,r,r,r,r,E-5,C5,E-4,C4,C4,C3,r,r,r,r,r
76.25,103.9773,39,1.25,D6,r,B-5,r,D5,B-4,D4,B-3,C4,C3,r,r,r,r,r
76.5,104.3182,39,1.5,C6,r,A5,r,C5,A4,C4,A3,C4,C3,r,r,r,r,r
76.75,104.6591,39,1.75,r,r,r,r,G5,E-5,G4,E-4,C4,C3,F5,F4,A3,F2,F1
77.0,105.0,39,2.0,r,r,r,r,F5,D5,F4,D4,C4,C3,F5,F4,B-3,G2,G1
77.25,105.3409,39,2.25,E-6,r,r,r,E-5,C5,E-4,C4,C4,C3,F5,F4,C4,A2,A1
77.5,105.6818,39,2.5,D6,r,r,r,D5,B-4,D4,B-3,C4,C3,F5,F4,D4,B-2,B-1
77.75,106.0227,39,2.75,C6,r,E-5,r,C5,E-4,C4,A3,G4,C4,F5,F4,F3,F3,F2
78.0,106.3636,40,1.0,B-5,r,D5,B-4,B-4,D4,D4,B-3,F4,A3,F5,F4,F3,B-3,B-2
78.25,106.7045,40,1.25,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,F5,F4,F3,B-3,B-2
78.5,107.0455,40,1.5,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,r,r,r,B-3,B-2
78.75,107.3864,40,1.75,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,r,r,r,B-3,B-2
79.0,107.7273,40,2.0,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,r,r,r,r,r
79.25,108.0682,40,2.25,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,r,r,r,r,r
79.5,108.4091,40,2.5,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,r,r,r,r,r
79.75,108.75,40,2.75,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,E5,r,r,r,r
79.875,108.9205,40,2.875,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,G5,r,r,r,r
80.0,109.0909,41,1.0,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,F5,B-3,r,r,r
80.25,109.4318,41,1.25,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,E5,B-3,r,r,r
80.375,109.6023,41,1.375,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,G5,B-3,r,r,r
80.5,109.7727,41,1.5,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,F5,D4,r,r,r
80.75,110.1136,41,1.75,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,E5,D4,r,r,r
80.875,110.2841,41,1.875,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,G5,D4,r,r,r
81.0,110.4545,41,2.0,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,F5,F4,r,r,r
81.25,110.7955,41,2.25,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,F5,F4,r,r,r
81.5,111.1364,41,2.5,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,F5,r,r,r,r
81.75,111.4773,41,2.75,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,D5,B-4,r,r,r
82.0,111.8182,42,1.0,r,r,F5,E-5,C5,F4,E-4,C4,C5,C4,D5,A4,r,r,r
82.125,111.9886,42,1.125,r,r,F5,E-5,C5,F4,E-4,C4,C5,C4,C5,A4,r,r,r
82.25,112.1591,42,1.25,r,r,F5,E-5,C5,F4,E-4,C4,C5,C4,C5,A4,r,r,r
82.375,112.3295,42,1.375,r,r,F5,E-5,C5,F4,E-4,C4,C5,C4,D5,A4,r,r,r
82.5,112.5,42,1.5,r,r,F5,E-5,C5,F4,E-4,C4,C5,C4,E-5,G4,F3,r,r
82.75,112.8409,42,1.75,r,r,F5,E-5,C5,F4,E-4,C4,C5,C4,C5,G4,F3,r,r
82.875,113.0114,42,1.875,r,r,F5,E-5,C5,F4,E-4,C4,C5,C4,D5,G4,F3,r,r
83.0,113.1818,42,2.0,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,B-4,D4,F3,B-2,B-1
83.25,113.5227,42,2.25,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,B-4,D4,F3,B-2,B-1
83.5,113.8636,42,2.5,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,r,r,r,r,r
83.75,114.2045,42,2.75,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,r,r,r,B-2,B-1
83.875,114.375,42,2.875,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,r,r,r,C3,C2
84.0,114.5455,43,1.0,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,r,r,r,D3,D2
84.25,114.8864,43,1.25,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,r,r,r,D3,D2
84.375,115.0568,43,1.375,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,r,r,r,E-3,E-2
84.5,115.2273,43,1.5,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,r,r,r,F3,F2
84.75,115.5682,43,1.75,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,r,r,r,G3,G2
84.875,115.7386,43,1.875,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,r,r,r,A3,A2
85.0,115.9091,43,2.0,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,r,r,r,B-3,B-2
85.25,116.25,43,2.25,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,r,r,r,B-3,B-2
85.5,116.5909,43,2.5,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,r,r,r,r,r
85.75,116.9318,43,2.75,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,r,r,r,r,r
86.0,117.2727,44,1.0,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,r,r,r,r,r
86.25,117.6136,44,1.25,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,r,r,r,r,r
86.5,117.9545,44,1.5,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,r,r,r,r,r
86.75,118.2955,44,1.75,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,E5,r,r,r,r
86.875,118.4659,44,1.875,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,G5,r,r,r,r
87.0,118.6364,44,2.0,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,G5,r,B-3,r,r
87.125,118.8068,44,2.125,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,F5,r,B-3,r,r
87.25,118.9773,44,2.25,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,E5,B-3,r,r,r
87.375,119.1477,44,2.375,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,G5,B-3,r,r,r
87.5,119.3182,44,2.5,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,G5,r,D4,r,r
87.625,119.4886,44,2.625,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,F5,r,D4,r,r
87.75,119.6591,44,2.75,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,E5,D4,r,r,r
87.875,119.8295,44,2.875,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,G5,D4,r,r,r
88.0,120.0,45,1.0,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,G5,r,F4,r,r
88.125,120.1705,45,1.125,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,F5,r,F4,r,r
88.25,120.3409,45,1.25,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,F5,F4,r,r,r
88.375,120.5114,45,1.375,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,E5,F4,r,r,r
88.5,120.6818,45,1.5,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,E5,r,B-4,r,r
88.625,120.8523,45,1.625,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,F5,r,B-4,r,r
88.75,121.0227,45,1.75,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,F5,B-4,r,r,r
88.875,121.1932,45,1.875,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,D5,B-4,r,r,r
89.0,121.3636,45,2.0,r,r,F5,E-5,C5,F4,E-4,C4,C5,C4,D5,r,A4,r,r
89.125,121.5341,45,2.125,r,r,F5,E-5,C5,F4,E-4,C4,C5,C4,C5,r,A4,r,r
89.25,121.7045,45,2.25,r,r,F5,E-5,C5,F4,E-4,C4,C5,C4,C5,A4,r,r,r
89.375,121.875,45,2.375,r,r,F5,E-5,C5,F4,E-4,C4,C5,C4,D5,A4,r,r,r
89.5,122.0455,45,2.5,r,r,F5,E-5,C5,F4,E-4,C4,C5,C4,D5,r,E-4,r,r
89.625,122.2159,45,2.625,r,r,F5,E-5,C5,F4,E-4,C4,C5,C4,E-5,r,E-4,r,r
89.75,122.3864,45,2.75,r,r,F5,C5,A4,F4,C4,A3,C5,C4,E-5,E-4,F3,r,r
89.875,122.5568,45,2.875,r,r,F5,C5,A4,F4,C4,A3,C5,C4,C5,E-4,F3,r,r
90.0,122.7273,46,1.0,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,B-4,r,r,B-2,B-1
90.25,123.0682,46,1.25,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,B-4,D4,F3,B-2,B-1
90.375,123.2386,46,1.375,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,B-4,D4,F3,C3,C2
90.5,123.4091,46,1.5,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,r,r,r,D3,D2
90.75,123.75,46,1.75,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,B-4,B-4,D4,D3,D2
90.875,123.9205,46,1.875,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,D5,B-4,D4,D3,D2
91.0,124.0909,46,2.0,r,r,F5,C5,A4,F4,C4,A3,C5,C4,D5,r,r,E-3,E-2
91.125,124.2614,46,2.125,r,r,F5,C5,A4,F4,C4,A3,C5,C4,C5,r,r,E-3,E-2
91.25,124.4318,46,2.25,r,r,F5,C5,A4,F4,C4,A3,C5,C4,C5,A4,C4,E-3,E-2
91.375,124.6023,46,2.375,r,r,F5,C5,A4,F4,C4,A3,C5,C4,D5,A4,C4,E-3,E-2
91.5,124.7727,46,2.5,r,r,F5,C5,A4,F4,C4,A3,C5,C4,D5,r,r,E-3,E-2
91.625,124.9432,46,2.625,r,r,F5,C5,A4,F4,C4,A3,C5,C4,E-5,r,r,E-3,E-2
91.75,125.1136,46,2.75,r,r,F5,C5,A4,F4,C4,A3,C5,C4,E-5,C4,A3,E-3,E-2
91.875,125.2841,46,2.875,r,r,F5,C5,A4,F4,C4,A3,C5,C4,C5,C4,A3,E-3,E-2
92.0,125.4545,47,1.0,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,G5,r,r,D3,D2
92.25,125.7955,47,1.25,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,F5,D4,B-3,B-2,B-1
92.375,125.9659,47,1.375,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,F5,D4,B-3,C3,C2
92.5,126.1364,47,1.5,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,F5,r,r,D3,D2
92.75,126.4773,47,1.75,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,B-4,B-4,D4,D3,D2
92.875,126.6477,47,1.875,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,D5,B-4,D4,D3,D2
93.0,126.8182,47,2.0,r,r,F5,C5,A4,F4,C4,A3,C5,C4,D5,r,r,E-3,E-2
93.125,126.9886,47,2.125,r,r,F5,C5,A4,F4,C4,A3,C5,C4,C5,r,r,E-3,E-2
93.25,127.1591,47,2.25,r,r,F5,C5,A4,F4,C4,A3,C5,C4,C5,A4,C4,E-3,E-2
