qstamp,tstamp,measure,beat,Piccolo,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,English Horn,F Horn 1,F Horn 2,F Horn 3,F Horn 4,Triangle,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
365.75,225.4318,131,2.25,C6,G#5,G#4,C5,C5,G#4,E4,E4,G3,r,E4,C4,G3,C3,r,C3,G#5,G#4,r,C3,C2
366.0,225.5455,131,2.5,r,G#5,G#4,C5,C5,G#4,E4,E4,G3,r,E4,C4,G3,C3,r,r,G#5,G#4,E4,r,r
366.25,225.6591,131,2.75,r,B-5,B-4,C5,C5,B-4,E4,E4,G3,r,E4,C4,G3,C3,r,r,B-5,B-4,E4,r,r
366.5,225.7727,132,1.0,r,G#5,G#4,C5,C5,G#4,F4,F4,G#3,r,r,r,r,r,r,r,G#5,G#4,F4,C3,C2
366.6667,225.8485,132,1.1667,r,G#5,G#4,C5,C5,G#4,F4,F4,G#3,r,r,r,r,r,r,r,B-5,B-4,F4,C3,C2
366.8333,225.9242,132,1.3333,r,r,r,C5,C5,G#4,F4,F4,G#3,r,r,r,r,r,r,r,B-5,B-4,F4,C3,C2
367.0,226.0,132,1.5,r,r,r,F4,F4,r,r,r,r,r,F4,C4,G#3,C3,r,r,G5,G4,F4,r,r
367.25,226.1136,132,1.75,r,r,r,F4,F4,r,r,r,r,r,F4,C4,G#3,C3,r,r,G#5,G#4,F4,r,r
367.5,226.2273,132,2.0,r,B5,B4,G#4,G#4,r,r,F4,G3,r,F4,D4,G3,C3,r,C3,B4,G#4,r,C3,C2
367.75,226.3409,132,2.25,r,E6,E5,G#4,G#4,r,r,F4,G3,r,F4,D4,G3,C3,r,C3,E5,F4,r,C3,C2
368.0,226.4545,132,2.5,r,E6,E5,G4,G4,r,r,F4,G3,r,F4,D4,G3,C3,r,r,E5,F4,F4,r,r
368.25,226.5682,132,2.75,r,B5,B4,G4,G4,r,r,F4,G3,r,F4,D4,G3,C3,r,r,B4,G4,F4,r,r
368.5,226.6818,133,1.0,r,C6,C5,E4,E4,r,r,E4,G3,r,C4,E4,G3,C3,r,C3,B4,E4,E4,C3,C2
368.75,226.7955,133,1.25,r,C6,C5,E4,E4,r,r,E4,G3,r,C4,E4,G3,C3,r,C3,E5,E4,E4,C3,C2
369.0,226.9091,133,1.5,r,C6,C5,r,r,r,r,E4,G3,r,C4,r,r,r,r,C3,C5,r,E4,C3,C2
369.25,227.0227,133,1.75,r,C6,C5,r,r,r,r,E4,G3,r,D4,r,r,r,r,C3,E5,r,E4,C3,C2
369.5,227.1364,133,2.0,r,C6,C5,r,r,r,r,r,r,r,C4,r,r,r,r,r,r,F#4,r,r,r
369.75,227.25,133,2.25,r,C6,C5,r,r,r,r,r,r,r,C4,r,r,r,r,r,r,C5,r,r,r
370.0,227.3636,133,2.5,r,C6,C5,r,r,r,r,r,r,r,C4,r,r,r,r,r,r,G4,r,r,r
370.25,227.4773,133,2.75,r,C6,C5,r,r,r,r,r,r,r,C4,r,r,r,r,r,r,C5,r,r,r
370.5,227.5909,134,1.0,r,C6,C5,r,r,r,r,r,r,r,C4,r,r,r,r,C3,E-4,r,C4,C3,C2
370.75,227.7045,134,1.25,r,C6,C5,r,r,r,r,r,r,r,C4,r,r,r,r,C3,G4,r,C4,C3,C2
371.0,227.8182,134,1.5,r,C6,C5,r,r,r,r,r,r,r,C4,r,r,r,r,C3,E4,r,C4,C3,C2
371.25,227.9318,134,1.75,r,C6,C5,r,r,r,r,r,r,r,D4,r,r,r,r,C3,G4,r,C4,C3,C2
371.5,228.0455,134,2.0,r,C6,C5,r,r,r,r,r,r,r,E4,r,r,r,r,r,r,B3,r,r,r
371.75,228.1591,134,2.25,r,C6,C5,r,r,r,r,r,r,r,E4,r,r,r,r,r,r,E4,r,r,r
372.0,228.2727,134,2.5,r,C6,C5,r,r,r,r,r,r,r,E4,r,r,r,r,r,r,C4,r,r,r
372.25,228.3864,134,2.75,r,C6,C5,r,r,r,r,r,r,r,E4,r,r,r,r,r,r,E4,r,r,r
372.5,228.5,135,1.0,r,C6,C5,r,r,r,r,r,r,r,E4,r,r,r,r,C3,B3,r,G3,C3,C2
372.75,228.6136,135,1.25,r,C6,C5,r,r,r,r,r,r,r,E4,r,r,r,r,C3,E4,r,G3,C3,C2
373.0,228.7273,135,1.5,r,C6,C5,r,r,r,r,r,r,r,E4,r,r,r,r,C3,C4,r,G3,C3,C2
373.25,228.8409,135,1.75,r,C6,C5,r,r,r,r,r,r,r,E4,r,r,r,r,C3,E4,r,G3,C3,C2
373.5,228.9545,135,2.0,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,r,r,r,B3,r,r,r
373.75,229.0682,135,2.25,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,r,r,r,E4,r,r,r
374.0,229.1818,135,2.5,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,r,r,r,C4,r,r,r
374.25,229.2955,135,2.75,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,r,r,r,E4,r,r,r
374.5,229.4091,136,1.0,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,r,r,r,r,B3,r,r
374.75,229.5227,136,1.25,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,r,r,r,r,E4,r,r
375.0,229.6364,136,1.5,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,r,r,r,r,C4,r,r
375.25,229.75,136,1.75,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,r,r,r,r,E4,r,r
375.5,229.8636,136,2.0,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r,r,B3,r,r,r,r
375.75,229.9773,136,2.25,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r,r,E4,r,r,r,r
376.0,230.0909,136,2.5,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r,r,C4,r,r,r,r
376.25,230.2045,136,2.75,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r,r,E4,r,r,r,r
376.5,230.3182,137,1.0,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r,r,r,B3,r,C2,C2
376.75,230.4318,137,1.25,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r,r,r,C4,r,C2,C2
377.0,230.5455,137,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C3,r,B3,r,C3,C3
377.25,230.6591,137,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C3,r,C4,r,C3,C3
377.5,230.7727,137,2.0,r,r,r,r,r,F#3,r,r,r,F4,r,r,r,r,r,r,r,r,F#3,r,r
377.75,230.8864,137,2.25,r,r,r,r,r,G3,r,r,r,F4,r,r,r,r,r,r,r,r,G3,r,r
378.0,231.0,137,2.5,r,r,r,r,r,F#3,r,r,r,F4,r,r,r,r,r,r,r,r,F#3,r,r
378.25,231.1136,137,2.75,r,r,r,r,r,G3,r,r,r,F4,r,r,r,r,r,r,r,r,G3,r,r
378.5,231.2273,138,1.0,r,r,r,r,r,B3,r,r,r,F4,r,r,r,r,r,r,r,B3,r,r,r
378.75,231.3409,138,1.25,r,r,r,r,r,C4,r,r,r,F4,r,r,r,r,r,r,r,C4,r,r,r
379.0,231.4545,138,1.5,r,r,r,r,r,B3,r,r,r,F4,r,r,r,r,r,r,r,B3,r,r,r
379.25,231.5682,138,1.75,r,r,r,r,r,C4,r,r,r,F4,r,r,r,r,r,r,r,C4,r,r,r
379.5,231.6818,138,2.0,r,r,r,r,r,r,r,r,r,E4,r,r,r,r,r,r,r,r,F#3,r,r
379.75,231.7955,138,2.25,r,r,r,r,r,r,r,r,r,E4,r,r,r,r,r,r,r,r,G3,r,r
380.0,231.9091,138,2.5,r,r,r,r,r,r,r,r,r,E4,r,r,r,r,r,r,r,r,F#3,r,r
380.25,232.0227,138,2.75,r,r,r,r,r,r,r,r,r,E4,r,r,r,r,r,r,r,r,G3,r,r
380.5,232.1364,139,1.0,r,r,r,r,r,r,r,r,r,E4,r,r,r,r,r,r,r,A3,r,C2,C2
380.75,232.25,139,1.25,r,r,r,r,r,r,r,r,r,E4,r,r,r,r,r,r,r,B-3,r,C2,C2
381.0,232.3636,139,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,C3,C3
381.25,232.4773,139,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-3,r,C3,C3
381.5,232.5909,139,2.0,r,r,r,r,r,B-3,E3,C#4,r,r,r,r,r,r,r,r,r,r,F#3,r,r
381.75,232.7045,139,2.25,r,r,r,r,r,B-3,E3,C#4,r,r,r,r,r,r,r,r,r,r,G3,r,r
382.0,232.8182,139,2.5,r,r,r,r,r,B-3,E3,C#4,r,r,r,r,r,r,r,r,r,r,F#3,r,r
382.25,232.9318,139,2.75,r,r,r,r,r,B-3,E3,C#4,r,r,r,r,r,r,r,r,r,r,G3,r,r
382.5,233.0455,140,1.0,r,r,r,r,r,r,r,C#4,r,r,r,r,r,r,r,r,r,A3,r,r,r
382.75,233.1591,140,1.25,r,r,r,r,r,r,r,C#4,r,r,r,r,r,r,r,r,r,B-3,r,r,r
383.0,233.2727,140,1.5,r,r,r,r,r,r,r,C#4,r,r,r,r,r,r,r,r,r,A3,r,r,r
383.25,233.3864,140,1.75,r,r,r,r,r,r,r,C#4,r,r,r,r,r,r,r,r,r,B-3,r,r,r
383.5,233.5,140,2.0,r,r,r,r,r,B-3,E3,C4,r,r,r,r,r,r,r,r,r,r,F#3,r,r
383.75,233.6136,140,2.25,r,r,r,r,r,B-3,E3,C4,r,r,r,r,r,r,r,r,r,r,G3,r,r
384.0,233.7273,140,2.5,r,r,r,r,r,B-3,E3,C4,r,r,r,r,r,r,r,r,r,r,F#3,r,r
384.25,233.8409,140,2.75,r,r,r,r,r,B-3,E3,C4,r,r,r,r,r,r,r,r,r,r,G3,r,r
384.5,233.9545,141,1.0,r,r,r,r,r,r,r,C4,r,r,r,r,r,r,r,r,r,G#3,r,C2,C2
384.75,234.0682,141,1.25,r,r,r,r,r,r,r,C4,r,r,r,r,r,r,r,r,r,A3,r,C2,C2
385.0,234.1818,141,1.5,r,r,r,r,r,r,r,C4,r,r,r,r,r,r,r,r,r,G#3,r,C3,C3
385.25,234.2955,141,1.75,r,r,r,r,r,r,r,C4,r,r,r,r,r,r,r,r,r,A3,r,C3,C3
385.5,234.4091,141,2.0,r,r,r,r,r,A3,E3,C4,r,r,r,r,r,r,r,r,r,r,E3,r,r
385.75,234.5227,141,2.25,r,r,r,r,r,A3,F3,C4,r,r,r,r,r,r,r,r,r,r,F3,r,r
386.0,234.6364,141,2.5,r,r,r,r,r,A3,E3,C4,r,r,r,r,r,r,r,r,r,r,E3,r,r
386.25,234.75,141,2.75,r,r,r,r,r,A3,F3,C4,r,r,r,r,r,r,r,r,r,r,F3,r,r
386.5,234.8636,142,1.0,r,r,r,r,r,r,r,C4,r,r,r,r,r,r,r,r,r,G3,r,C2,r
386.75,234.9773,142,1.25,r,r,r,r,r,r,r,C4,r,r,r,r,r,r,r,r,r,G#3,r,C2,r
387.0,235.0909,142,1.5,r,r,r,r,r,r,r,C4,r,r,r,r,r,r,r,r,r,G3,r,C3,r
387.25,235.2045,142,1.75,r,r,r,r,r,r,r,C4,r,r,r,r,r,r,r,r,r,G#3,r,C3,r
387.5,235.3182,142,2.0,r,r,r,r,r,G#3,E3,r,r,r,r,r,r,r,r,r,r,r,E3,r,r
387.75,235.4318,142,2.25,r,r,r,r,r,G#3,F3,r,r,r,r,r,r,r,r,r,r,r,F3,r,r
388.0,235.5455,142,2.5,r,r,r,r,r,G#3,E3,r,r,r,r,r,r,r,r,r,r,r,E3,r,r
388.25,235.6591,142,2.75,r,r,r,r,r,G#3,F3,r,r,r,r,r,r,r,r,r,r,r,F3,r,r
388.5,235.7727,143,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r
388.75,235.8864,143,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F3,r,r
389.0,236.0,143,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r
389.25,236.1136,143,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F3,r,r
389.5,236.2273,143,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r
389.75,236.3409,143,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F3,r,r
390.0,236.4545,143,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r
390.25,236.5682,143,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F3,r,r
390.5,236.6818,144,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r
390.75,236.7955,144,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F3,r,r
391.0,236.9091,144,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r
391.25,237.0227,144,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F3,r,r
391.5,237.1364,144,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r
391.75,237.25,144,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F3,r,r
392.0,237.3636,144,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#3,r,r
392.25,237.4773,144,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G3,r,r
392.5,237.5909,145,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,G#3,r
394.5,238.5,146,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,C#5,C#4,G#3,r
395.0,238.7273,146,1.5,r,r,r,F4,r,C#4,G#3,r,r,r,r,r,r,r,r,r,r,r,r,G#3,r
395.5,238.9545,146,2.0,r,r,r,G#4,r,F4,C#4,r,r,r,r,r,r,r,r,r,r,r,r,G#3,r
396.0,239.1818,146,2.5,r,r,r,C#5,r,G#4,F4,r,r,r,r,r,r,r,r,r,r,r,r,G#3,r
396.5,239.4091,147,1.0,r,r,r,F5,r,C#5,G#4,r,r,r,r,r,r,r,r,r,r,r,r,G#3,r
397.0,239.6364,147,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,G#4,F4,G#3,r
397.5,239.8636,147,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,F5,C#5,G#4,G#3,r
398.0,240.0909,147,2.5,r,r,r,C5,r,F#4,E-4,r,r,r,r,r,r,r,r,r,r,r,r,G#3,r
398.5,240.3182,148,1.0,r,r,r,E-5,r,B-4,F#4,r,r,r,r,r,r,r,r,r,r,r,r,G#3,r
399.0,240.5455,148,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F#4,C4,G#3,r
399.5,240.7727,148,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,E-5,B-4,F#4,G#3,r
400.0,241.0,148,2.5,r,r,r,B-4,r,F4,C4,r,r,r,r,r,r,r,r,r,r,r,r,G#3,r
400.5,241.2273,149,1.0,r,r,r,C#5,r,E4,C#4,B-3,r,r,r,r,r,r,r,r,r,r,r,G#3,r
401.0,241.4545,149,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,E4,B-3,G#3,r
401.5,241.6818,149,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,C#5,G#4,E4,G#3,r
402.0,241.9091,149,2.5,r,r,r,G#4,r,G#4,E4,B-3,r,r,r,r,r,r,r,r,r,r,r,G#3,r
402.5,242.1364,150,1.0,r,r,r,C5,r,G4,E4,B-3,r,r,r,r,r,r,r,r,r,r,r,G#3,r
403.0,242.3636,150,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,E4,B-3,G#3,r
403.5,242.5909,150,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,C5,G4,E4,G#3,r
404.0,242.8182,150,2.5,r,r,r,G4,r,G4,E4,B-3,r,r,r,r,r,r,r,r,r,r,r,G#3,r
404.5,243.0455,151,1.0,r,r,r,B4,r,F#4,E-4,A3,r,r,r,r,r,r,r,r,r,r,r,A3,r
405.0,243.2727,151,1.5,r,r,r,B4,r,F#4,E-4,A3,r,r,r,r,r,r,r,r,B4,F#4,E-4,A3,r
405.5,243.5,151,2.0,r,E-5,E-5,B4,r,F#4,E-4,A3,r,r,r,r,r,r,r,r,F#4,E-4,B3,A3,r
406.0,243.7273,151,2.5,r,E-5,E-5,B4,r,F#4,E-4,A3,r,r,r,r,r,r,r,r,B4,F#4,E-4,A3,A2
406.5,243.9545,152,1.0,r,E-5,E-5,B4,r,F#4,E-4,A3,r,r,r,r,r,r,r,r,E-5,B4,F#4,A3,r
407.0,244.1818,152,1.5,r,E-5,E-5,B4,r,F#4,E-4,A3,r,r,r,r,r,r,r,r,B4,F#4,r,A3,A2
407.5,244.4091,152,2.0,r,E-5,E-5,B4,r,F#4,E-4,A3,r,r,r,r,r,r,r,r,F#5,B4,r,A3,r
408.0,244.6364,152,2.5,r,E-5,E-5,B4,r,F#4,E-4,A3,r,r,r,r,r,r,r,r,E-5,B4,r,A3,A2
408.5,244.8636,153,1.0,r,E-5,E-5,B-4,r,G4,E-4,B-3,r,r,r,r,r,r,r,r,G5,E-5,B-3,B-3,B-2
409.0,245.0909,153,1.5,r,F5,F5,G4,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,B-3,r,r
409.25,245.2045,153,1.75,r,E-5,E-5,G4,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,B-3,r,r
409.5,245.3182,153,2.0,r,F5,F5,B-4,r,G4,B-3,r,r,r,r,r,r,r,G#5,r,r,r,B-3,r,r
409.75,245.4318,153,2.25,r,E-5,E-5,B-4,r,G4,B-3,r,r,r,r,r,r,r,G#5,r,r,r,B-3,r,r
410.0,245.5455,153,2.5,r,F5,F5,r,r,r,B-3,r,r,r,G4,E-4,r,r,r,r,r,r,B-3,r,r
410.25,245.6591,153,2.75,r,G5,G5,r,r,r,B-3,r,r,r,G4,E-4,r,r,r,r,r,r,B-3,r,r
410.5,245.7727,154,1.0,r,C6,C6,r,r,r,B-3,r,r,r,G#4,D4,r,r,G#5,r,r,r,B-3,r,r
411.0,246.0,154,1.5,r,C6,C6,r,r,G#4,B-3,r,r,r,G#4,D4,r,r,r,r,C5,D4,B-3,r,r
411.5,246.2273,154,2.0,r,C6,C6,r,r,C5,B-3,r,r,r,G#4,D4,r,r,r,r,F5,G#4,B-3,B-3,r
412.0,246.4545,154,2.5,r,B-5,B-5,r,r,F5,B-3,r,r,r,G#4,D4,r,r,r,r,r,r,B-3,r,r
412.25,246.5682,154,2.75,r,G#5,G#5,r,r,F5,B-3,r,r,r,G#4,D4,r,r,r,r,r,r,B-3,r,r
412.5,246.6818,155,1.0,r,G5,G5,r,r,B-4,B-3,r,r,r,G4,E-4,r,r,r,r,r,r,B-3,r,r
412.6667,246.7576,155,1.1667,r,G#5,G#5,r,r,B-4,B-3,r,r,r,G4,E-4,r,r,r,r,r,r,B-3,r,r
412.8333,246.8333,155,1.3333,r,G#5,G#5,r,r,B-4,B-3,r,r,r,G4,E-4,r,r,r,r,r,r,B-3,r,r
413.0,246.9091,155,1.5,r,B-4,B-4,r,r,B-4,B-3,r,r,r,G4,E-4,r,r,G#5,r,G5,G4,B-3,B-3,r
413.25,247.0227,155,1.75,r,G5,G5,r,r,B-4,B-3,r,r,r,G4,E-4,r,r,G#5,r,G5,G4,B-3,B-3,r
413.5,247.1364,155,2.0,r,F5,F5,r,r,B4,B-3,r,r,r,G#4,D4,r,r,r,r,r,r,B-3,r,r
413.6667,247.2121,155,2.1667,r,G5,G5,r,r,B4,B-3,r,r,r,G#4,D4,r,r,r,r,r,r,B-3,r,r
413.8333,247.2879,155,2.3333,r,G5,G5,r,r,B4,B-3,r,r,r,G#4,D4,r,r,r,r,r,r,B-3,r,r
414.0,247.3636,155,2.5,r,B4,B4,r,r,B4,B-3,r,r,r,G#4,D4,r,r,G#5,r,F5,G#4,B-3,B-3,B-2
414.25,247.4773,155,2.75,r,F5,F5,r,r,B4,B-3,r,r,r,G#4,D4,r,r,G#5,r,F5,G#4,B-3,B-3,B-2
414.5,247.5909,156,1.0,r,r,r,G5,r,r,B3,r,r,r,G#4,F4,r,r,r,r,r,r,B3,r,r
414.6667,247.6667,156,1.1667,r,r,r,G#5,r,r,B3,r,r,r,G#4,F4,r,r,r,r,r,r,B3,r,r
414.8333,247.7424,156,1.3333,r,r,r,G#5,r,r,B3,r,r,r,G#4,F4,r,r,r,r,r,r,B3,r,r
415.0,247.8182,156,1.5,r,r,r,G5,r,r,B3,B3,r,r,G#4,F4,r,r,G#5,r,G5,G#4,B3,B3,B2
415.25,247.9318,156,1.75,r,r,r,G5,r,r,B3,B3,r,r,G#4,F4,r,r,G#5,r,G5,G#4,B3,B3,B2
415.5,248.0455,156,2.0,r,r,r,F5,r,r,B3,F4,r,r,G#4,F4,r,r,G#5,r,r,r,B3,r,r
415.6667,248.1212,156,2.1667,r,r,r,G5,r,r,B3,F4,r,r,G#4,F4,r,r,G#5,r,r,r,B3,r,r
415.8333,248.197,156,2.3333,r,r,r,G5,r,r,B3,F4,r,r,G#4,F4,r,r,G#5,r,r,r,B3,r,r
416.0,248.2727,156,2.5,r,r,r,F5,r,r,B3,B3,r,r,G#4,F4,r,r,G#5,r,F5,G#4,B3,B3,B2
416.25,248.3864,156,2.75,r,r,r,F5,r,r,B3,B3,r,r,G#4,F4,r,r,G#5,r,F5,G#4,B3,B3,B2
416.5,248.5,157,1.0,r,r,r,r,r,r,C4,C4,r,r,A4,F4,r,r,G#5,C3,A5,C4,C4,C4,C3
416.6667,248.5758,157,1.1667,r,r,r,r,r,r,C4,C4,r,r,A4,F4,r,r,G#5,C3,B-5,C4,C4,C4,C3
416.8333,248.6515,157,1.3333,r,r,r,r,r,r,C4,C4,r,r,A4,F4,r,r,G#5,C3,B-5,C4,C4,C4,C3
417.0,248.7273,157,1.5,r,A6,C6,A5,C5,F5,r,C3,r,r,A4,F4,r,r,r,r,F5,C4,C4,r,r
417.25,248.8409,157,1.75,r,A6,C6,A5,C5,F5,r,C3,r,r,A4,F4,r,r,r,r,A5,C4,C4,r,r
417.5,248.9545,157,2.0,r,E6,C#6,B-5,C5,G5,r,r,r,r,B-4,G4,r,r,r,r,G5,C4,C4,C3,C2
417.6667,249.0303,157,2.1667,r,E6,C#6,B-5,C5,G5,r,r,r,r,B-4,G4,r,r,r,r,A5,C4,C4,C3,C2
417.8333,249.106,157,2.3333,r,E6,C#6,B-5,C5,G5,r,r,r,r,B-4,G4,r,r,r,r,A5,C4,C4,C3,C2
418.0,249.1818,157,2.5,r,G6,C#6,B-5,r,E5,r,r,r,r,B-4,G4,r,r,G#5,r,C#5,C4,C4,r,r
418.25,249.2955,157,2.75,r,G6,C#6,B-5,r,E5,r,r,r,r,B-4,G4,r,r,G#5,r,G5,C4,C4,r,r
418.5,249.4091,158,1.0,r,C6,C6,A5,r,F5,r,r,r,r,A4,r,r,r,G#5,C3,F5,C4,C4,C3,C2
418.6667,249.4849,158,1.1667,r,C6,C6,A5,r,F5,r,r,r,r,A4,r,r,r,G#5,C3,G5,C4,C4,C3,C2
418.8333,249.5606,158,1.3333,r,C6,C6,A5,r,F5,r,r,r,r,A4,r,r,r,G#5,C3,G5,C4,C4,C3,C2
419.0,249.6364,158,1.5,r,F6,C6,A5,C5,F5,C5,r,r,r,A4,C4,r,r,r,r,C5,C4,C4,r,r
419.25,249.75,158,1.75,r,F6,C6,A5,C5,F5,C5,r,r,r,A4,C4,r,r,r,r,F5,C4,C4,r,r
419.5,249.8636,158,2.0,r,B-5,B-5,G5,C5,G5,C5,r,r,r,G4,C4,r,r,r,C3,E5,C4,C4,C3,C2
419.6667,249.9394,158,2.1667,r,B-5,B-5,G5,C5,G5,C5,r,r,r,G4,C4,r,r,r,C3,F5,C4,C4,C3,C2
419.8333,250.0151,158,2.3333,r,B-5,B-5,G5,C5,G5,C5,r,r,r,G4,C4,r,r,r,C3,F5,C4,C4,C3,C2
420.0,250.0909,158,2.5,r,E6,G5,B-5,r,G5,C5,r,r,r,G4,C4,r,r,G#5,r,B-4,C4,C4,r,r
420.25,250.2045,158,2.75,r,E6,G5,B-5,r,G5,C5,r,r,r,G4,C4,r,r,G#5,r,E5,C4,C4,r,r
420.5,250.3182,159,1.0,r,D6,F5,A5,C5,F5,F5,r,r,r,F4,C4,r,r,G#5,r,D5,C4,C4,C3,C2
420.75,250.4318,159,1.25,r,D6,F5,A5,C5,F5,F5,r,r,r,F4,C4,r,r,G#5,r,E5,C4,C4,C3,C2
421.0,250.5455,159,1.5,r,C6,E5,C6,C5,E5,C5,C3,C2,r,E4,C4,C3,C3,G#5,C3,C5,C4,C4,C3,C2
421.25,250.6591,159,1.75,r,C6,E5,C6,C5,E5,C5,C3,C2,r,E4,C4,C3,C3,G#5,C3,D5,C4,C4,C3,C2
421.5,250.7727,159,2.0,r,C6,E5,C6,C5,E5,C5,C3,C2,r,E4,C4,C3,C3,G#5,C3,C5,C4,C4,C3,C2
421.75,250.8864,159,2.25,r,C6,E5,C6,C5,E5,C5,C3,C2,r,E4,C4,C3,C3,G#5,C3,D5,C4,C4,C3,C2
422.0,251.0,159,2.5,r,B-5,F5,B-5,C5,D5,D5,C3,C2,r,F4,D4,C3,C3,G#5,C3,B-4,C4,C4,C3,C2
422.25,251.1136,159,2.75,r,B-5,F5,B-5,C5,D5,D5,C3,C2,r,F4,D4,C3,C3,G#5,C3,C5,C4,C4,C3,C2
422.5,251.2273,160,1.0,r,B-5,B-5,F5,F5,D5,D5,C3,C2,r,F4,D4,C3,C3,G#5,C3,B-4,F4,D4,C3,C2
422.75,251.3409,160,1.25,r,B-5,B-5,F5,F5,D5,D5,C3,C2,r,F4,D4,C3,C3,G#5,C3,C5,G4,E4,C3,C2
423.0,251.4545,160,1.5,r,A5,A5,A5,C5,A5,A4,C3,C2,r,E4,C4,C3,C3,G#5,C3,A4,E4,C4,C3,C2
423.25,251.5682,160,1.75,r,A5,A5,A5,C5,A5,A4,C3,C2,r,E4,C4,C3,C3,G#5,C3,B-4,F4,D4,C3,C2
423.5,251.6818,160,2.0,r,G5,G5,G5,D5,G5,G4,C3,C2,r,D4,B-3,C3,C3,G#5,C3,G4,D4,B-3,C3,C2
423.75,251.7955,160,2.25,r,G5,G5,G5,D5,G5,G4,C3,C2,r,D4,B-3,C3,C3,G#5,C3,A4,E4,C4,C3,C2
424.0,251.9091,160,2.5,r,F5,F5,F5,F5,F5,F4,C3,C2,r,C4,A3,C3,C3,G#5,C3,F4,C4,A3,C3,C2
424.25,252.0227,160,2.75,r,F5,F5,F5,F5,F5,F4,C3,C2,r,C4,A3,C3,C3,G#5,C3,G4,D4,B-3,C3,C2
424.5,252.1364,161,1.0,r,E5,E5,E5,E4,E5,E4,C#3,C#2,r,E4,B-3,G3,C#3,G#5,G2,E4,B-3,G3,C#3,C#2
424.75,252.25,161,1.25,r,E5,E5,E5,E4,E5,E4,C#3,C#2,r,E4,B-3,G3,C#3,G#5,G2,E4,B-3,G#3,C#3,C#2
425.0,252.3636,161,1.5,r,r,r,r,r,r,r,C#3,C#2,r,r,r,r,r,r,r,r,r,A3,C#3,C#2
425.25,252.4773,161,1.75,r,r,r,r,r,r,r,C#3,C#2,r,r,r,r,r,r,r,r,r,B-3,C#3,C#2
