qstamp,tstamp,measure,beat,Piccolo,Flute 1,Flute 2,Oboe 1,Oboe 2,C Clarinet 1,C Clarinet 2,Bassoon 1,Bassoon 2,Contrabassoon,C Horn 1,C Horn 2,C Trumpet 1,C Trumpet 2,Alto Trombone,Tenor Trombone,Bass Trombone,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
919.0,328.2143,147,4.0,B6,G6,D6,B5,G5,B4,G4,D4,G3,B1,G4,G3,G5,G4,r,r,r,r,B5,B4,B3,B2,B1
919.5,328.3929,147,4.5,B6,G6,D6,B5,G5,B4,G4,D4,G3,D2,G4,G3,G5,G4,r,r,r,r,D6,D5,D4,D3,D2
920.0,328.5714,148,1.0,B6,G6,D6,B5,G5,B4,G4,D4,G3,G2,G4,G3,G5,G4,D4,B3,G2,G2,G6,G5,G4,G3,G2
920.5,328.75,148,1.5,B6,G6,D6,B5,G5,B4,G4,D4,G3,D3,G4,G3,G5,G4,D4,B3,G2,G2,D6,D5,D5,D4,D3
921.0,328.9286,148,2.0,B6,G6,D6,B5,G5,B4,G4,D4,G3,B2,G4,G3,G5,G4,r,r,r,G2,B5,B4,B4,B3,B2
921.5,329.1071,148,2.5,B6,G6,D6,B5,G5,B4,G4,D4,G3,D3,G4,G3,G5,G4,r,r,r,G2,D6,D5,D5,D4,D3
922.0,329.2857,148,3.0,B6,G6,D6,B5,G5,B4,G4,D4,G3,D3,G4,G3,G5,G4,D4,B3,G2,G2,D6,D5,D5,D4,D3
922.5,329.4643,148,3.5,B6,G6,D6,B5,G5,B4,G4,D4,G3,B2,G4,G3,G5,G4,D4,B3,G2,G2,B5,B5,B4,B3,B2
923.0,329.6429,148,4.0,B6,G6,D6,B5,G5,B4,G4,D4,G3,G2,G4,G3,G5,G4,r,r,r,G2,G5,G5,G4,G3,G2
923.5,329.8214,148,4.5,B6,G6,D6,B5,G5,B4,G4,D4,G3,B2,G4,G3,G5,G4,r,r,r,G2,B5,B5,B4,B3,B2
924.0,330.0,149,1.0,B6,G6,D6,B5,G5,B4,G4,D4,G3,B2,G4,G3,G5,G4,D4,B3,G2,G2,B5,B5,B4,B3,B2
924.5,330.1786,149,1.5,B6,G6,D6,B5,G5,B4,G4,D4,G3,G2,G4,G3,G5,G4,D4,B3,G2,G2,G5,G5,G4,G3,G2
925.0,330.3571,149,2.0,B6,G6,D6,B5,G5,B4,G4,D4,G3,D2,G4,G3,G5,G4,r,r,r,G2,D5,D5,D4,D3,D2
925.5,330.5357,149,2.5,B6,G6,D6,B5,G5,B4,G4,D4,G3,G2,G4,G3,G5,G4,r,r,r,G2,G5,G5,G4,G3,G2
926.0,330.7143,149,3.0,B6,G6,D6,B5,G5,B4,G4,D4,G3,G2,G4,G3,G5,G4,D4,B3,G2,G2,G5,G5,G4,G3,G2
926.5,330.8929,149,3.5,B6,G6,D6,B5,G5,B4,G4,D4,G3,D2,G4,G3,G5,G4,D4,B3,G2,G2,D5,D5,D4,D3,D2
927.0,331.0714,149,4.0,B6,G6,D6,B5,G5,B4,G4,D4,G3,B1,G4,G3,G5,G4,r,r,r,G2,B4,B4,B3,B2,B1
927.5,331.25,149,4.5,B6,G6,D6,B5,G5,B4,G4,D4,G3,D2,G4,G3,G5,G4,r,r,r,G2,D5,D5,D4,D3,D2
928.0,331.4286,150,1.0,B6,G6,D6,B5,G5,B4,G4,D4,G3,D2,G4,G3,G5,G4,D4,B3,G2,G2,D5,D5,D4,D3,D2
928.5,331.6071,150,1.5,B6,G6,D6,B5,G5,B4,G4,D4,G3,B1,G4,G3,G5,G4,D4,B3,G2,G2,B4,B4,B3,B2,B1
929.0,331.7857,150,2.0,B6,G6,D6,B5,G5,B4,G4,D4,G3,G1,G4,G3,G5,G4,r,r,r,G2,G4,G4,G3,G2,G1
929.5,331.9643,150,2.5,B6,G6,D6,B5,G5,B4,G4,D4,G3,B2,G4,G3,G5,G4,r,r,r,G2,B4,B4,B3,B3,B2
930.0,332.1429,150,3.0,B6,G6,D6,B5,G5,B4,G4,D4,G3,B2,G4,G3,G5,G4,D4,B3,G2,G2,B4,B4,B3,B3,B2
930.5,332.3214,150,3.5,B6,G6,D6,B5,G5,B4,G4,D4,G3,G2,G4,G3,G5,G4,D4,B3,G2,G2,G4,G4,G3,G3,G2
931.0,332.5,150,4.0,B6,G6,D6,B5,G5,B4,G4,D4,G3,D2,G4,G3,G5,G4,r,r,r,G2,D4,D4,D3,D3,D2
931.5,332.6786,150,4.5,B6,G6,D6,B5,G5,B4,G4,D4,G3,G2,G4,G3,G5,G4,r,r,r,G2,G4,G4,G3,G3,G2
932.0,332.8571,151,1.0,B6,G6,D6,B5,G5,B4,G4,D4,G3,G2,G4,G3,G5,G4,D4,B3,G2,G2,G4,G4,G3,G3,G2
932.5,333.0357,151,1.5,B6,G6,D6,B5,G5,B4,G4,D4,G3,D2,G4,G3,G5,G4,D4,B3,G2,G2,D4,D4,D4,D3,D2
933.0,333.2143,151,2.0,B6,G6,D6,B5,G5,B4,G4,D4,G3,B1,G4,G3,G5,G4,r,r,r,G2,B3,B3,B3,B2,B1
933.5,333.3929,151,2.5,B6,G6,D6,B5,G5,B4,G4,D4,G3,D2,G4,G3,G5,G4,r,r,r,G2,D4,D4,D4,D3,D2
934.0,333.5714,151,3.0,B6,G6,D6,B5,G5,B4,G4,D4,G3,G2,G4,G3,G5,G4,D4,B3,G2,G2,G4,G4,G4,G3,G2
934.5,333.75,151,3.5,B6,G6,D6,B5,G5,B4,G4,D4,G3,D2,G4,G3,G5,G4,D4,B3,G2,G2,D4,D4,D4,D3,D2
935.0,333.9286,151,4.0,B6,G6,D6,B5,G5,B4,G4,D4,G3,B1,G4,G3,G5,G4,r,r,r,G2,B3,B3,B3,B2,B1
935.5,334.1071,151,4.5,B6,G6,D6,B5,G5,B4,G4,D4,G3,D2,G4,G3,G5,G4,r,r,r,G2,D4,D4,D4,D3,D2
936.0,334.2857,152,1.0,B6,G6,D6,B5,G5,B4,G4,D4,G3,G1,G4,G3,G5,G4,G4,B3,G2,G2,G4,G4,G4,G2,G1
938.0,335.0,152,3.0,B6,G6,D6,B5,G5,B4,G4,D4,G3,G1,G4,G3,G5,G4,G4,B3,G2,G2,G4,G4,G4,G2,G1
940.0,335.7143,153,1.0,B6,G6,D6,B5,G5,B4,G4,D4,G3,G1,G4,G3,G5,G4,G4,B3,G2,G2,B4,B4,B4,G2,G1
942.0,336.4286,153,3.0,B6,G6,D6,B5,G5,B4,G4,D4,G3,G1,G4,G3,G5,G4,G4,B3,G2,G2,B4,B4,B4,G2,G1
944.0,337.1429,154,1.0,B6,G6,D6,B5,G5,B4,G4,D4,G3,G1,G4,G3,G5,G4,G4,B3,G2,G2,D5,D5,B4,G2,G1
946.0,337.8571,154,3.0,B6,G6,D6,B5,G5,B4,G4,D4,G3,G1,G4,G3,G5,G4,G4,B3,G2,G2,D5,D5,B4,G2,G1
948.0,338.5714,155,1.0,B6,G6,D6,G5,B4,B4,G4,G3,G2,G1,G4,G3,G5,G4,G4,B3,G2,G2,G5,G5,G4,G2,G1
951.0,339.6429,156,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r
954.0,340.7143,157,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r
957.0,341.7857,158,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r
960.0,342.8571,159,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r
963.0,343.9286,160,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r
966.0,345.0,161,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r
969.0,346.0714,162,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r
970.0,346.4286,162,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r
971.0,346.7857,162,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r
972.0,347.1429,163,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,E-4,C4,C3,r
975.0,348.2143,164,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,F4,B3,D3,r
976.0,348.5714,164,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r
977.0,348.9286,164,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r
978.0,349.2857,165,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,E-4,C4,E-3,r
981.0,350.3571,166,1.0,r,r,r,r,r,G4,F4,r,r,r,r,r,r,r,r,r,r,r,F4,D4,G3,B2,r
982.0,350.7143,166,2.0,r,r,r,r,r,G4,F4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
983.0,351.0714,166,3.0,r,r,r,r,r,G4,F4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
984.0,351.4286,167,1.0,r,r,r,r,r,G4,E-4,r,r,r,r,r,r,r,r,r,r,r,E-4,C4,G3,C3,r
986.0,352.1429,167,3.0,r,r,r,r,r,G4,E-4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-2,r
987.0,352.5,168,1.0,r,r,r,r,r,B-4,G4,r,r,r,r,r,r,r,r,r,r,r,F4,C4,F3,G#2,r
988.0,352.8571,168,2.0,r,r,r,r,r,G#4,F4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
989.0,353.2143,168,3.0,r,r,r,r,r,G4,E-4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#2,r
990.0,353.5714,169,1.0,r,r,r,r,r,F4,D4,r,r,r,r,r,r,r,r,r,r,r,D4,B-3,F3,B-2,r
993.0,354.6429,170,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,E4,E3,C3,r
994.0,355.0,170,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,r,r,r,r
995.0,355.3571,170,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,r,r,r,r
996.0,355.7143,171,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,G#4,G#3,F3,r
999.0,356.7857,172,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,E4,B-3,G3,r
1000.0,357.1429,172,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,r,r,r,r
1001.0,357.5,172,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,r,r,r,r
1002.0,357.8571,173,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,F4,C4,G#3,r
1005.0,358.9286,174,1.0,r,r,r,C5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,C4,G3,B-2,r
1006.0,359.2857,174,2.0,r,r,r,C5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
1007.0,359.6429,174,3.0,r,r,r,C5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
1008.0,360.0,175,1.0,r,r,r,C5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,C4,F3,G#2,r
1011.0,361.0714,176,1.0,r,r,r,E-5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,C4,C4,G#2,r
1012.0,361.4286,176,2.0,r,r,r,D5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
1013.0,361.7857,176,3.0,r,r,r,C5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
1014.0,362.1429,177,1.0,r,r,r,G5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,B3,D4,G2,r
1017.0,363.2143,178,1.0,r,r,r,G5,r,F4,D4,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,r,r
1018.0,363.5714,178,2.0,r,r,r,G5,r,F4,D4,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,r,r
1019.0,363.9286,178,3.0,r,r,r,G5,r,F4,D4,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,r,r
1020.0,364.2857,179,1.0,r,r,r,G5,r,E-4,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,r,r
1023.0,365.3571,180,1.0,r,r,r,F#5,r,E-4,C4,r,r,r,G3,G2,r,r,r,r,r,r,E-4,C4,E-4,G2,r
1024.0,365.7143,180,2.0,r,r,r,F#5,r,E-4,C4,r,r,r,G3,G2,r,r,r,r,r,r,r,r,E-4,r,r
1025.0,366.0714,180,3.0,r,r,r,F#5,r,E-4,C4,r,r,r,G3,G2,r,r,r,r,r,r,r,r,E-4,r,r
1026.0,366.4286,181,1.0,r,r,r,G5,r,D4,B3,r,r,r,G3,G2,r,r,r,r,r,r,D4,B3,D4,G2,r
1029.0,367.5,182,1.0,r,r,r,G5,r,F4,D4,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,r,r
1030.0,367.8571,182,2.0,r,r,r,G5,r,F4,D4,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,r,r
1031.0,368.2143,182,3.0,r,r,r,G5,r,F4,D4,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,r,r
1032.0,368.5714,183,1.0,r,r,r,G5,r,E-4,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,r,r
1035.0,369.6429,184,1.0,r,r,r,F#5,r,E-4,C4,r,r,r,G3,G2,r,r,r,r,r,r,E-4,C4,E-4,G2,r
1036.0,370.0,184,2.0,r,r,r,F#5,r,E-4,C4,r,r,r,G3,G2,r,r,r,r,r,r,r,r,E-4,r,r
1037.0,370.3571,184,3.0,r,r,r,F#5,r,E-4,C4,r,r,r,G3,G2,r,r,r,r,r,r,r,r,E-4,r,r
1038.0,370.7143,185,1.0,r,r,r,G5,r,D4,B3,r,r,r,G3,G2,r,r,r,r,r,r,D4,B3,D4,G2,r
1041.0,371.7857,186,1.0,r,r,r,F5,r,D4,B3,r,r,r,G3,G2,r,r,r,r,r,r,r,r,D4,r,r
1042.0,372.1429,186,2.0,r,r,r,F5,r,D4,B3,r,r,r,G3,G2,r,r,r,r,r,r,r,r,D4,r,r
1043.0,372.5,186,3.0,r,r,r,F5,r,D4,B3,r,r,r,G3,G2,r,r,r,r,r,r,r,r,D4,r,r
1044.0,372.8571,187,1.0,r,r,r,F5,r,D4,B3,r,r,r,G3,G2,r,r,r,r,r,r,r,r,D4,r,r
1047.0,373.9286,188,1.0,r,r,r,D5,r,D4,B3,r,r,r,G3,G2,r,r,r,r,r,r,r,r,D4,r,r
1048.0,374.2857,188,2.0,r,r,r,D5,r,D4,B3,r,r,r,G3,G2,r,r,r,r,r,r,r,r,D4,r,r
1049.0,374.6429,188,3.0,r,r,r,D5,r,D4,B3,r,r,r,G3,G2,r,r,r,r,r,r,r,r,D4,r,r
1050.0,375.0,189,1.0,r,r,r,D5,r,D4,B3,r,r,r,G3,G2,r,r,r,r,r,r,r,r,D4,r,r
1053.0,376.0714,190,1.0,r,r,r,B4,r,D4,B3,r,r,r,G3,G2,r,r,r,r,r,r,r,r,D4,r,r
1054.0,376.4286,190,2.0,r,r,r,B4,r,D4,B3,r,r,r,G3,G2,r,r,r,r,r,r,r,r,D4,r,r
1055.0,376.7857,190,3.0,r,r,r,B4,r,D4,B3,r,r,r,G3,G2,r,r,r,r,r,r,r,r,D4,r,r
1056.0,377.1429,191,1.0,r,r,r,B4,r,D4,B3,r,r,r,G3,G2,r,r,r,r,r,r,r,r,D4,r,r
1059.0,378.2143,192,1.0,r,r,r,D5,r,D4,B3,r,r,r,G3,G2,r,r,r,r,r,r,r,r,D4,r,r
1060.0,378.5714,192,2.0,r,r,r,D5,r,D4,B3,r,r,r,G3,G2,r,r,r,r,r,r,r,r,D4,r,r
1061.0,378.9286,192,3.0,r,r,r,D5,r,D4,B3,r,r,r,G3,G2,r,r,r,r,r,r,r,r,D4,r,r
1062.0,379.2857,193,1.0,r,r,r,D5,r,D4,B3,r,r,r,G3,G2,r,r,r,r,r,r,r,r,D4,r,r
1065.0,380.3571,194,1.0,r,F6,r,F5,r,D4,B3,F4,r,r,G3,G2,r,r,r,r,r,r,r,r,D4,r,r
1066.0,380.7143,194,2.0,r,F6,r,F5,r,D4,B3,F4,r,r,G3,G2,r,r,r,r,r,r,r,r,D4,r,r
1067.0,381.0714,194,3.0,r,F6,r,F5,r,D4,B3,F4,r,r,G3,G2,r,r,r,r,r,r,r,r,D4,r,r
1068.0,381.4286,195,1.0,r,F6,r,F5,r,D4,B3,F4,r,r,G3,G2,r,r,r,r,r,r,r,r,D4,r,r
1071.0,382.5,196,1.0,r,D6,r,D5,r,D4,B3,D4,r,r,G3,G2,r,r,r,r,r,r,r,r,D4,r,r
1072.0,382.8571,196,2.0,r,D6,r,D5,r,D4,B3,D4,r,r,G3,G2,r,r,r,r,r,r,r,r,D4,r,r
1073.0,383.2143,196,3.0,r,D6,r,D5,r,D4,B3,D4,r,r,G3,G2,r,r,r,r,r,r,r,r,D4,r,r
1074.0,383.5714,197,1.0,r,D6,r,D5,r,D4,B3,D4,r,r,G3,G2,r,r,r,r,r,r,r,r,D4,r,r
1077.0,384.6429,198,1.0,r,B5,r,B4,r,D4,B3,B3,r,r,G3,G2,r,r,r,r,r,r,r,r,D4,r,r
1078.0,385.0,198,2.0,r,B5,r,B4,r,D4,B3,B3,r,r,G3,G2,r,r,r,r,r,r,r,r,D4,r,r
1079.0,385.3571,198,3.0,r,B5,r,B4,r,D4,B3,B3,r,r,G3,G2,r,r,r,r,r,r,r,r,D4,r,r
1080.0,385.7143,199,1.0,r,B5,r,B4,r,D4,B3,B3,r,r,G3,G2,r,r,r,r,r,r,r,r,D4,r,r
1083.0,386.7857,200,1.0,r,D6,r,D5,r,D4,B3,D4,r,r,D4,G3,r,r,r,r,r,r,r,r,D4,r,r
1084.0,387.1429,200,2.0,r,D6,r,D5,r,D4,B3,D4,r,r,D4,G3,r,r,r,r,r,r,r,r,D4,r,r
1085.0,387.5,200,3.0,r,D6,r,D5,r,D4,B3,D4,r,r,D4,G3,r,r,r,r,r,r,r,r,D4,r,r
1086.0,387.8571,201,1.0,r,D6,r,D5,r,D4,B3,D4,r,r,D4,G3,r,r,r,r,r,r,r,r,D4,r,r
1087.0,388.2143,201,2.0,r,D6,r,D5,r,D4,B3,D4,r,r,D4,G3,r,r,r,r,r,r,r,r,D4,r,r
1088.0,388.5714,201,3.0,r,D6,r,D5,r,D4,B3,D4,r,r,D4,G3,r,r,r,r,r,r,r,r,D4,r,r
1089.0,388.9286,202,1.0,r,F6,r,F5,r,D4,B3,F4,r,r,D4,G3,r,r,r,r,r,r,r,r,D4,r,r
1090.0,389.2857,202,2.0,r,F6,r,F5,r,D4,B3,F4,r,r,D4,G3,r,r,r,r,r,r,r,r,D4,r,r
1091.0,389.6429,202,3.0,r,F6,r,F5,r,D4,B3,F4,r,r,D4,G3,r,r,r,r,r,r,r,r,D4,r,r
1092.0,390.0,203,1.0,r,F6,r,F5,r,D4,B3,F4,r,r,D4,G3,r,r,r,r,r,r,r,r,D4,r,r
1093.0,390.3571,203,2.0,r,F6,r,F5,r,D4,B3,F4,r,r,D4,G3,r,r,r,r,r,r,r,r,D4,r,r
1094.0,390.7143,203,3.0,r,F6,r,F5,r,D4,B3,F4,r,r,D4,G3,r,r,r,r,r,r,r,r,D4,r,r
1095.0,391.0714,204,1.0,r,D6,r,D5,r,D4,B3,D4,r,r,D4,G3,r,r,r,r,r,r,r,r,D4,r,r
1096.0,391.4286,204,2.0,r,D6,r,D5,r,D4,B3,D4,r,r,D4,G3,r,r,r,r,r,r,r,r,D4,r,r
1097.0,391.7857,204,3.0,r,D6,r,D5,r,D4,B3,D4,r,r,D4,G3,r,r,r,r,r,r,r,r,D4,r,r
1098.0,392.1429,205,1.0,r,B5,r,B4,r,D4,B3,B3,r,r,D4,G3,r,r,r,r,r,C3,r,r,D4,r,r
1099.0,392.5,205,2.0,r,B5,r,B4,r,D4,B3,B3,r,r,D4,G3,r,r,r,r,r,C3,r,r,D4,r,r
1100.0,392.8571,205,3.0,r,B5,r,B4,r,D4,B3,B3,r,r,D4,G3,r,r,r,r,r,C3,r,r,D4,r,r
1101.0,393.2143,206,1.0,r,D6,r,D5,r,D4,B3,D4,r,r,D4,G3,r,r,r,r,r,C3,r,r,D4,r,r
1102.0,393.5714,206,2.0,r,D6,r,D5,r,D4,B3,D4,r,r,D4,G3,r,r,r,r,r,C3,r,r,D4,r,r
1103.0,393.9286,206,3.0,r,D6,r,D5,r,D4,B3,D4,r,r,D4,G3,r,r,r,r,r,C3,r,r,D4,r,r
1104.0,394.2857,207,1.0,r,F6,r,F5,r,D4,B3,F4,r,r,D4,G3,r,r,r,r,r,C3,B5,D5,D4,C3,C2
1105.0,394.6429,207,2.0,r,F6,r,F5,r,D4,B3,F4,r,r,D4,G3,r,r,r,r,r,C3,B5,D5,D4,C3,C2
1106.0,395.0,207,3.0,r,F6,r,F5,r,D4,B3,F4,r,r,D4,G3,r,r,r,r,r,C3,B5,D5,D4,C3,C2
1107.0,395.3571,208,1.0,r,D6,r,D5,r,D4,B3,D4,r,r,D4,G3,r,r,r,r,r,C3,B5,D5,D4,C3,C2
1108.0,395.7143,208,2.0,r,D6,r,D5,r,D4,B3,D4,r,r,D4,G3,r,r,r,r,r,C3,B5,D5,D4,C3,C2
1109.0,396.0714,208,3.0,r,D6,r,D5,r,D4,B3,D4,r,r,D4,G3,r,r,r,r,r,C3,B5,D5,D4,C3,C2
1110.0,396.4286,209,1.0,C6,C6,C6,C5,E4,E4,C4,C4,C3,C2,C4,E3,C5,E4,C5,E4,C3,C3,C6,C5,C4,C3,C2
1112.0,397.1429,209,3.0,E6,E6,r,E5,C5,E5,C5,E3,C3,C2,E4,C4,E5,C5,E4,C4,C3,C3,E5,E5,C4,C3,C2
1114.0,397.8571,210,1.0,G6,G6,E6,G5,E5,G5,E5,G3,E3,C2,G4,E4,G5,E5,G4,E4,C3,C3,G5,G5,C4,C3,C2
1117.0,398.9286,210,4.0,F6,F6,D6,F5,D5,F5,D5,F3,D3,G1,F4,D4,F5,D5,G4,D4,G2,G2,F5,F5,B3,G2,G1
1118.0,399.2857,211,1.0,E6,E6,r,E5,C5,E5,C5,E3,r,C2,E4,C4,E5,C5,E4,C4,C3,C3,E5,E5,C4,C3,C2
1119.0,399.6429,211,2.0,D6,D6,r,D5,G4,D5,G4,D3,r,G1,D4,G3,D5,G4,D4,F3,G2,G2,D5,D5,B3,G2,G1
1120.0,400.0,211,3.0,C6,C6,C6,C5,E4,C5,E4,C3,C3,C2,C4,E3,C5,E4,C4,E3,C3,C3,C5,C5,C4,C2,C2
1121.0,400.3571,211,4.0,D6,D6,r,D5,G4,D5,G4,D3,r,G1,D4,G3,D5,G4,D4,F3,G2,G2,D5,D5,B3,G2,G1
1122.0,400.7143,212,1.0,C6,C6,E5,C5,E4,C5,E4,C3,C3,C2,C4,E3,C5,E4,C4,E3,C3,C3,C5,C5,E3,C2,C2
1122.25,400.8036,212,1.25,C6,C6,E5,C5,E4,C5,E4,C3,C3,C2,C4,E3,C5,E4,C4,E3,C3,C3,C5,C4,E3,C2,C2
1122.5,400.8929,212,1.5,C6,C6,E5,C5,E4,C5,E4,C3,C3,C2,C4,E3,C5,E4,C4,E3,C3,C3,C5,C4,E3,C2,C2
1122.75,400.9821,212,1.75,C6,C6,E5,C5,E4,C5,E4,C3,C3,C2,C4,E3,C5,E4,C4,E3,C3,C3,C5,C4,E3,C2,C2
1123.0,401.0714,212,2.0,C6,C6,E5,C5,E4,C5,E4,C3,C3,C2,C4,E3,C5,E4,C4,E3,C3,r,C5,C4,E3,C2,C2
1124.0,401.4286,212,3.0,C6,C6,E5,C5,E4,C5,E4,C3,C3,C2,C4,E3,C5,E4,C4,E3,C3,r,C5,C4,E3,C2,C2
1125.0,401.7857,212,4.0,C6,C6,E5,C5,E4,C5,E4,C3,C3,C2,C4,E3,C5,E4,r,r,r,C3,C5,C4,E3,C3,C2
1125.75,402.0536,212,4.75,C6,C6,E5,C5,E4,C5,E4,C3,C3,C2,C4,E3,C5,E4,r,r,r,C3,C5,C4,E3,C3,C2
1126.0,402.1429,213,1.0,D6,D6,B5,D5,G4,D5,G4,D3,B2,G1,D4,G3,D5,G4,D4,B3,G2,G2,D5,D4,G3,G2,G1
1128.0,402.8571,213,3.0,D6,D6,B5,D5,G4,D5,G4,D3,B2,G1,D4,G3,D5,G4,D4,B3,G2,r,D5,D4,G3,G2,G1
1129.0,403.2143,213,4.0,D6,D6,B5,D5,G4,D5,G4,D3,B2,G1,D4,G3,D5,G4,r,r,r,G2,D5,D4,G3,G2,G1
1129.75,403.4821,213,4.75,D6,D6,B5,D5,G4,D5,G4,D3,B2,G1,D4,G3,D5,G4,r,r,r,G2,D5,D4,G3,G2,G1
1130.0,403.5714,214,1.0,E6,E6,r,E5,r,E5,C5,E3,r,C2,E4,C4,E5,C5,E4,C4,C3,C3,E5,E4,G3,C3,C2
1132.0,404.2857,214,3.0,E6,E6,C6,E5,C5,E5,C5,E3,r,C2,E4,C4,E5,C5,E4,C4,C3,r,E5,E4,G3,C3,C2
1132.5,404.4643,214,3.5,C6,C5,C5,C5,C5,E5,C5,C4,C4,C2,C4,C3,C5,C4,E4,C4,C3,C3,C5,E4,G3,C3,C2
1133.0,404.6429,214,4.0,D6,D5,D5,D5,D5,E5,C5,B3,B3,C2,C4,C3,C5,C4,r,r,r,C3,D5,E4,G3,C3,C2
1133.5,404.8214,214,4.5,E6,E5,E5,E5,E5,E5,C5,B-3,B-3,C2,C4,C3,C5,C4,r,r,r,C3,E5,E4,G3,C3,C2
1134.0,405.0,215,1.0,F6,F5,F5,F5,F5,F5,C5,A3,F3,A1,C4,C3,C5,C4,F4,C4,A2,C3,F5,F4,A3,A2,A1
1134.5,405.1786,215,1.5,E6,E5,E5,E5,E5,F5,C5,A3,F3,A1,C4,C3,C5,C4,F4,C4,A2,C3,E5,F4,A3,A2,A1
1135.0,405.3571,215,2.0,F6,F5,F5,F5,F5,F5,C5,A3,F3,A1,C4,C3,C5,C4,F4,C4,A2,C3,F5,F4,A3,A2,A1
1135.5,405.5357,215,2.5,G6,G5,G5,G5,G5,F5,C5,A3,F3,A1,C4,C3,C5,C4,r,r,r,C3,G5,F4,A3,A2,A1
1136.0,405.7143,215,3.0,A6,A5,A5,A5,A5,A5,C5,A3,F3,F1,C4,C3,C5,C4,A4,C4,F2,C3,A5,F4,A3,F2,F1
1136.5,405.8929,215,3.5,G6,G5,G5,G5,G5,A5,C5,A3,F3,F1,C4,C3,C5,C4,A4,C4,F2,C3,G5,F4,A3,F2,F1
1137.0,406.0714,215,4.0,A6,A5,A5,A5,A5,A5,C5,A3,F3,F1,C4,C3,C5,C4,A4,C4,F2,C3,A5,F4,A3,F2,F1
1137.5,406.25,215,4.5,B6,B5,B5,B5,B5,A5,C5,A3,F3,F1,C4,C3,C5,C4,r,r,r,C3,B5,F4,A3,F2,F1
1138.0,406.4286,216,1.0,C7,C6,C6,C6,C6,G5,C5,G3,E3,E1,C4,C3,C5,C4,G4,C4,E3,C3,C6,G4,G3,E2,E1
1138.5,406.6071,216,1.5,C7,C6,C6,C6,C6,G5,C5,G3,E3,F1,C4,C3,C5,C4,G4,C4,E3,C3,C6,G4,G3,F2,F1
