qstamp,tstamp,measure,beat,Violin 1,Violin 2,Violin 3,Viola 1,Viola 2,Viola 3,Violoncello 1,Violoncello 2,Violoncello 3,Violone,Harpsichord
330.0,198.0,84,2.5,A4,F#4,r,r,r,r,D3,D3,D3,D2,D3
330.25,198.15,84,2.75,C5,A4,r,r,r,r,D3,D3,D3,D2,D3
330.5,198.3,84,3.0,B4,G4,r,r,r,r,G3,G3,G3,G2,G3
330.75,198.45,84,3.25,C5,A4,r,r,r,r,G3,G3,G3,G2,G3
331.0,198.6,84,3.5,D5,B4,r,G4,B3,G3,G3,G3,G3,G2,G3
331.25,198.75,84,3.75,C5,A4,r,F#4,C4,A3,G3,G3,G3,G2,G3
331.5,198.9,84,4.0,B4,G4,r,G4,D4,B3,r,r,r,r,r
331.75,199.05,84,4.25,A4,F#4,r,G4,D4,B3,r,r,r,r,r
332.0,199.2,84,4.5,G4,E4,r,r,r,r,B2,B2,B2,B1,B2
332.25,199.35,84,4.75,F#4,E-4,r,r,r,r,B2,B2,B2,B1,B2
332.5,199.5,85,1.0,G4,E4,r,r,r,r,E3,E3,E3,E2,E3
332.75,199.65,85,1.25,F#4,E-4,r,r,r,r,E3,E3,E3,E2,E3
333.0,199.8,85,1.5,G4,E4,r,r,r,r,E2,E2,E2,E1,E2
333.25,199.95,85,1.75,A4,F#4,r,r,r,r,E2,E2,E2,E1,E2
333.5,200.1,85,2.0,G4,E4,r,r,r,r,G2,G2,G2,G1,G2
333.75,200.25,85,2.25,B4,G4,r,r,r,r,G2,G2,G2,G1,G2
334.0,200.4,85,2.5,F#4,E-4,r,r,r,r,B2,B2,B2,B1,B2
334.25,200.55,85,2.75,A4,F#4,r,r,r,r,B2,B2,B2,B1,B2
334.5,200.7,85,3.0,G4,E4,r,r,r,r,E3,E3,E3,E2,E3
334.75,200.85,85,3.25,A4,F#4,r,r,r,r,E3,E3,E3,E2,E3
335.0,201.0,85,3.5,B4,G4,r,E4,G3,E3,E3,E3,E3,E2,E3
335.25,201.15,85,3.75,A4,F#4,r,E-4,A3,F#3,E3,E3,E3,E2,E3
335.5,201.3,85,4.0,G4,E4,r,E4,B3,G3,r,r,r,r,r
335.75,201.45,85,4.25,F#4,D4,r,E4,B3,G3,r,r,r,r,r
336.0,201.6,85,4.5,E4,C4,r,r,r,r,G2,G2,G2,G1,G2
336.25,201.75,85,4.75,D4,B3,r,r,r,r,G2,G2,G2,G1,G2
336.5,201.9,86,1.0,E4,C4,r,r,r,r,C3,C3,C3,C2,C3
336.75,202.05,86,1.25,G4,B3,r,r,r,r,C3,C3,C3,C2,C3
337.0,202.2,86,1.5,F#4,A3,r,r,r,r,D3,D3,D3,D2,D3
337.25,202.35,86,1.75,A4,C4,r,r,r,r,D3,D3,D3,D2,D3
337.5,202.5,86,2.0,G4,B3,r,r,r,r,G2,G2,G2,G1,G2
337.75,202.65,86,2.25,B4,D4,r,r,r,r,G2,G2,G2,G1,G2
338.0,202.8,86,2.5,A4,C4,r,r,r,r,C3,C3,C3,C2,C3
338.25,202.95,86,2.75,G4,B3,r,r,r,r,C3,C3,C3,C2,C3
338.5,203.1,86,3.0,F#4,A3,r,r,r,r,D3,D3,D3,D2,D3
338.75,203.25,86,3.25,G4,B3,r,r,r,r,D3,D3,D3,D2,D3
339.0,203.4,86,3.5,A4,C4,r,r,r,r,C3,C3,C3,C2,C3
339.25,203.55,86,3.75,B4,D4,r,r,r,r,C3,C3,C3,C2,C3
339.5,203.7,86,4.0,C5,E4,r,r,r,r,B2,B2,B2,B1,B2
339.75,203.85,86,4.25,D5,F#4,r,r,r,r,B2,B2,B2,B1,B2
340.0,204.0,86,4.5,C5,G4,r,G4,G4,r,A2,A2,A2,A1,A2
340.25,204.15,86,4.75,D5,A4,r,F#4,F#4,r,A2,A2,A2,A1,A2
340.5,204.3,87,1.0,B4,D4,G3,G4,G4,G3,G2,G2,G2,G1,G2
340.75,204.45,87,1.25,G5,D4,G3,G4,G4,G3,G2,G2,G2,G1,G2
341.0,204.6,87,1.5,F#5,D4,G3,D4,D4,G3,G3,G3,G3,G2,G3
341.25,204.75,87,1.75,E5,D4,G3,C4,C4,G3,G3,G3,G3,G2,G3
341.5,204.9,87,2.0,D5,r,B3,D4,D4,B3,G3,G3,G3,G2,G3
341.75,205.05,87,2.25,C5,r,B3,D4,D4,B3,G3,G3,G3,G2,G3
342.0,205.2,87,2.5,B4,G4,B3,G4,G4,B3,G2,G2,G2,G1,G2
342.25,205.35,87,2.75,A4,A4,B3,F#4,F#4,B3,G2,G2,G2,G1,G2
342.5,205.5,87,3.0,G4,B4,D4,G4,G4,D4,G2,G2,G2,G1,G2
342.75,205.65,87,3.25,E4,C5,D4,G4,G4,D4,G2,G2,G2,G1,G2
343.0,205.8,87,3.5,D4,D5,D4,B3,B3,D4,G3,G3,G3,G2,G3
343.25,205.95,87,3.75,C4,E5,D4,A3,A3,D4,G3,G3,G3,G2,G3
343.5,206.1,87,4.0,B3,D5,r,B3,B3,r,G3,G3,G3,G2,G3
343.75,206.25,87,4.25,A3,C5,r,B3,B3,r,G3,G3,G3,G2,G3
344.0,206.4,87,4.5,G3,B4,D4,G4,G4,D4,G2,G2,G2,G1,G2
344.25,206.55,87,4.75,A3,A4,D4,F#4,F#4,D4,G2,G2,G2,G1,G2
344.5,206.7,88,1.0,B3,G4,B3,G4,G4,B3,G2,G2,G2,G1,G2
344.75,206.85,88,1.25,C4,G4,B3,G4,G4,B3,G2,G2,G2,G1,G2
345.0,207.0,88,1.5,B3,B4,D4,G3,G3,D4,G3,G3,G3,G2,G3
345.25,207.15,88,1.75,A3,B4,D4,A3,A3,D4,F#3,F#3,F#3,F#2,F#3
345.5,207.3,88,2.0,G3,E5,G4,B3,B3,G4,E3,E3,E3,E2,E3
345.75,207.45,88,2.25,G3,G5,B4,B3,B3,B4,E3,E3,E3,E2,E3
346.0,207.6,88,2.5,G5,F#5,A4,C#4,C#4,A4,A3,A3,A3,A2,A3
346.25,207.75,88,2.75,G5,E5,G4,C#4,C#4,G4,A3,A3,A3,A2,A3
346.5,207.9,88,3.0,F#5,D5,D5,D4,D4,A4,D4,D4,D4,D3,D4
346.75,208.05,88,3.25,D5,A4,F#4,C5,A4,F#4,D4,D4,D4,D3,D4
347.0,208.2,88,3.5,F#5,D5,A4,D4,F#4,A3,C4,C4,C4,C3,C4
347.25,208.35,88,3.75,D5,A4,F#4,C5,A4,F#4,C4,C4,C4,C3,C4
347.5,208.5,88,4.0,F#5,D5,A4,D4,F#4,A3,B3,B3,B3,B2,B3
347.75,208.65,88,4.25,D5,A4,F#4,C5,A4,F#4,B3,B3,B3,B2,B3
348.0,208.8,88,4.5,F#5,D5,A4,D4,F#4,A3,A3,A3,A3,A2,A3
348.25,208.95,88,4.75,D5,A4,F#4,C5,A4,F#4,A3,A3,A3,A2,A3
348.5,209.1,89,1.0,F5,D5,B4,D4,B3,G3,G3,G3,G3,G2,G3
348.75,209.25,89,1.25,D5,B4,G4,B4,G4,D4,G3,G3,G3,G2,G3
349.0,209.4,89,1.5,F5,D5,B4,D4,B3,G3,F3,F3,F3,F2,F3
349.25,209.55,89,1.75,D5,B4,G4,B4,G4,D4,F3,F3,F3,F2,F3
349.5,209.7,89,2.0,F5,D5,B4,D4,B3,G3,E3,E3,E3,E2,E3
349.75,209.85,89,2.25,D5,B4,G4,B4,G4,D4,E3,E3,E3,E2,E3
350.0,210.0,89,2.5,F5,D5,B4,D4,B3,G3,D3,D3,D3,D2,D3
350.25,210.15,89,2.75,D5,B4,G4,B4,G4,D4,D3,D3,D3,D2,D3
350.5,210.3,89,3.0,E5,C5,G4,E4,C4,G3,C4,C4,C4,C3,C4
350.75,210.45,89,3.25,C5,G4,E4,B-4,G4,E4,C4,C4,C4,C3,C4
351.0,210.6,89,3.5,E5,C5,G4,E4,C4,G3,B-3,B-3,B-3,B-2,B-3
351.25,210.75,89,3.75,C5,G4,E4,B-4,G4,E4,B-3,B-3,B-3,B-2,B-3
351.5,210.9,89,4.0,E5,C5,G4,E4,C4,G3,A3,A3,A3,A2,A3
351.75,211.05,89,4.25,C5,G4,E4,B-4,G4,E4,A3,A3,A3,A2,A3
352.0,211.2,89,4.5,E5,C5,G4,E4,C4,G3,G3,G3,G3,G2,G3
352.25,211.35,89,4.75,C5,G4,E4,B-4,G4,E4,G3,G3,G3,G2,G3
352.5,211.5,90,1.0,E5,C#5,B-4,F#4,C#4,B-3,F#3,F#3,F#3,F#2,F#3
352.75,211.65,90,1.25,C#5,B-4,F#4,B-4,F#4,C#4,F#3,F#3,F#3,F#2,F#3
353.0,211.8,90,1.5,E5,C#5,B-4,F#4,C#4,B-3,E3,E3,E3,E2,E3
353.25,211.95,90,1.75,C#5,B-4,F#4,B-4,F#4,C#4,E3,E3,E3,E2,E3
353.5,212.1,90,2.0,E5,C#5,B-4,F#4,C#4,B-3,D3,D3,D3,D2,D3
353.75,212.25,90,2.25,C#5,B-4,F#4,B-4,F#4,C#4,D3,D3,D3,D2,D3
354.0,212.4,90,2.5,E5,C#5,B-4,F#4,C#4,B-3,C#3,C#3,C#3,C#2,C#3
354.25,212.55,90,2.75,C#5,B-4,F#4,B-4,F#4,C#4,C#3,C#3,C#3,C#2,C#3
354.5,212.7,90,3.0,E-5,B4,F#4,F#4,E-4,B3,B3,B3,B3,B2,B3
354.75,212.85,90,3.25,B4,F#4,E-4,A4,F#4,E-4,B3,B3,B3,B2,B3
355.0,213.0,90,3.5,E-5,B4,F#4,F#4,E-4,B3,A3,A3,A3,A2,A3
355.25,213.15,90,3.75,B4,F#4,E-4,A4,F#4,E-4,A3,A3,A3,A2,A3
355.5,213.3,90,4.0,E-5,B4,F#4,F#4,E-4,B3,G3,G3,G3,G2,G3
355.75,213.45,90,4.25,B4,F#4,E-4,A4,F#4,E-4,G3,G3,G3,G2,G3
356.0,213.6,90,4.5,E-5,B4,F#4,F#4,E-4,B3,F#3,F#3,F#3,F#2,F#3
356.25,213.75,90,4.75,B4,F#4,E-4,A4,F#4,E-4,F#3,F#3,F#3,F#2,F#3
356.5,213.9,91,1.0,D5,B4,G#4,E4,B3,G#3,E3,E3,E3,E2,E3
356.75,214.05,91,1.25,B4,G#4,E4,G#4,E4,B3,E3,E3,E3,E2,E3
357.0,214.2,91,1.5,D5,B4,G#4,E4,B3,G#3,D3,D3,D3,D2,D3
357.25,214.35,91,1.75,B4,G#4,E4,G#4,E4,B3,D3,D3,D3,D2,D3
357.5,214.5,91,2.0,D5,B4,G#4,E4,B3,G#3,C3,C3,C3,C2,C3
357.75,214.65,91,2.25,B4,G#4,E4,G#4,E4,B3,C3,C3,C3,C2,C3
358.0,214.8,91,2.5,D5,B4,G#4,E4,B3,G#3,B2,B2,B2,B1,B2
358.25,214.95,91,2.75,B4,G#4,E4,G#4,E4,B3,B2,B2,B2,B1,B2
358.5,215.1,91,3.0,C#5,A4,E4,E4,C4,A3,A2,A2,A2,A1,A2
358.75,215.25,91,3.25,A4,E4,C4,A4,E4,C4,A2,A2,A2,A1,A2
359.0,215.4,91,3.5,C#5,A4,E4,E4,C4,A3,G2,G2,G2,G1,G2
359.25,215.55,91,3.75,A4,E4,C4,A4,E4,C4,G2,G2,G2,G1,G2
359.5,215.7,91,4.0,C#5,A4,E4,E4,C4,A3,F2,F2,F2,F1,F2
359.75,215.85,91,4.25,A4,E4,C4,A4,E4,C4,F2,F2,F2,F1,F2
360.0,216.0,91,4.5,C#5,A4,E4,E4,C4,A3,E2,E2,E2,E1,E2
360.25,216.15,91,4.75,A4,E4,C4,A4,E4,C4,E2,E2,E2,E1,E2
360.5,216.3,92,1.0,B-4,F4,D4,D4,D4,D4,D2,D2,D2,D1,D2
360.75,216.45,92,1.25,A4,E4,C4,D4,D4,D4,D2,D2,D2,D1,D2
361.0,216.6,92,1.5,B-4,F4,D4,D4,D4,D4,D2,D2,D2,D1,D2
361.25,216.75,92,1.75,F5,F4,D4,D4,D4,D4,D2,D2,D2,D1,D2
361.5,216.9,92,2.0,D5,r,r,D4,D4,D4,r,r,r,r,r
361.75,217.05,92,2.25,B-4,r,r,D4,D4,D4,r,r,r,r,r
362.0,217.2,92,2.5,F4,r,r,D4,D4,D4,r,r,r,r,r
362.25,217.35,92,2.75,D4,r,r,D4,D4,D4,r,r,r,r,r
362.5,217.5,92,3.0,B-4,F4,D4,D4,D4,D4,r,r,r,r,r
362.75,217.65,92,3.25,A4,E4,C4,D4,D4,D4,r,r,r,r,r
363.0,217.8,92,3.5,B-4,F4,D4,D4,D4,D4,r,r,r,r,r
363.25,217.95,92,3.75,F5,F4,D4,D4,D4,D4,r,r,r,r,r
363.5,218.1,92,4.0,D5,r,r,D4,D4,D4,r,r,r,r,r
363.75,218.25,92,4.25,B-4,r,r,D4,D4,D4,r,r,r,r,r
364.0,218.4,92,4.5,F4,r,r,D4,D4,D4,r,r,r,r,r
364.25,218.55,92,4.75,D4,r,r,D4,D4,D4,r,r,r,r,r
364.5,218.7,93,1.0,C5,A4,F#4,E-4,E-4,E-4,E-2,E-2,E-2,E-1,E-2
364.75,218.85,93,1.25,B4,G4,E4,E-4,E-4,E-4,E-2,E-2,E-2,E-1,E-2
365.0,219.0,93,1.5,C5,A4,F#4,E-4,E-4,E-4,E-2,E-2,E-2,E-1,E-2
365.25,219.15,93,1.75,F#5,A4,F#4,E-4,E-4,E-4,E-2,E-2,E-2,E-1,E-2
365.5,219.3,93,2.0,C5,r,r,E-4,E-4,E-4,r,r,r,r,r
365.75,219.45,93,2.25,A4,r,r,E-4,E-4,E-4,r,r,r,r,r
366.0,219.6,93,2.5,F#4,r,r,E-4,E-4,E-4,r,r,r,r,r
366.25,219.75,93,2.75,E-4,r,r,E-4,E-4,E-4,r,r,r,r,r
366.5,219.9,93,3.0,C5,A4,F#4,E-4,E-4,E-4,r,r,r,r,r
366.75,220.05,93,3.25,B4,G4,E4,E-4,E-4,E-4,r,r,r,r,r
367.0,220.2,93,3.5,C5,A4,F#4,E-4,E-4,E-4,r,r,r,r,r
367.25,220.35,93,3.75,F#5,A4,F#4,E-4,E-4,E-4,r,r,r,r,r
367.5,220.5,93,4.0,C5,r,r,E-4,E-4,E-4,r,r,r,r,r
367.75,220.65,93,4.25,A4,r,r,E-4,E-4,E-4,r,r,r,r,r
368.0,220.8,93,4.5,F#4,r,r,E-4,E-4,E-4,r,r,r,r,r
368.25,220.95,93,4.75,D4,r,r,E-4,E-4,E-4,r,r,r,r,r
368.5,221.1,94,1.0,D5,B4,G#4,E4,E4,E4,E2,E2,E2,E1,E2
368.75,221.25,94,1.25,C5,A4,F#4,E4,E4,E4,E2,E2,E2,E1,E2
369.0,221.4,94,1.5,D5,B4,G#4,E4,E4,E4,E2,E2,E2,E1,E2
369.25,221.55,94,1.75,G#5,B4,G#4,E4,E4,E4,E2,E2,E2,E1,E2
369.5,221.7,94,2.0,D5,r,r,E4,E4,E4,r,r,r,r,r
369.75,221.85,94,2.25,B4,r,r,E4,E4,E4,r,r,r,r,r
370.0,222.0,94,2.5,G#4,r,r,E4,E4,E4,r,r,r,r,r
370.25,222.15,94,2.75,E4,r,r,E4,E4,E4,r,r,r,r,r
370.5,222.3,94,3.0,D5,B4,G#4,E4,E4,E4,r,r,r,r,r
370.75,222.45,94,3.25,C5,A4,F#4,E4,E4,E4,r,r,r,r,r
371.0,222.6,94,3.5,D5,B4,G#4,E4,E4,E4,r,r,r,r,r
371.25,222.75,94,3.75,G#5,B4,G#4,E4,E4,E4,r,r,r,r,r
371.5,222.9,94,4.0,D5,r,r,E4,E4,E4,r,r,r,r,r
371.75,223.05,94,4.25,B4,r,r,E4,E4,E4,r,r,r,r,r
372.0,223.2,94,4.5,G#4,r,r,E4,E4,E4,r,r,r,r,r
372.25,223.35,94,4.75,E4,r,r,E4,E4,E4,r,r,r,r,r
372.5,223.5,95,1.0,C5,F#5,A4,E-4,E-4,E-4,E2,E2,E2,E1,E2
372.75,223.65,95,1.25,B4,E5,G#4,E-4,E-4,E-4,E2,E2,E2,E1,E2
373.0,223.8,95,1.5,C5,F#5,A4,E-4,E-4,E-4,E2,E2,E2,E1,E2
373.25,223.95,95,1.75,A5,F#5,A4,E-4,E-4,E-4,E2,E2,E2,E1,E2
373.5,224.1,95,2.0,F#5,r,r,E-4,E-4,E-4,r,r,r,r,r
373.75,224.25,95,2.25,C5,r,r,E-4,E-4,E-4,r,r,r,r,r
374.0,224.4,95,2.5,A4,r,r,E-4,E-4,E-4,r,r,r,r,r
374.25,224.55,95,2.75,E-4,r,r,E-4,E-4,E-4,r,r,r,r,r
374.5,224.7,95,3.0,C5,F#5,A4,E-4,E-4,E-4,r,r,r,r,r
374.75,224.85,95,3.25,B4,E5,G#4,E-4,E-4,E-4,r,r,r,r,r
375.0,225.0,95,3.5,C5,F#5,A4,E-4,E-4,E-4,r,r,r,r,r
375.25,225.15,95,3.75,A5,F#5,A4,E-4,E-4,E-4,r,r,r,r,r
375.5,225.3,95,4.0,F#5,r,r,E-4,E-4,E-4,r,r,r,r,r
375.75,225.45,95,4.25,C5,r,r,E-4,E-4,E-4,r,r,r,r,r
376.0,225.6,95,4.5,A4,r,r,E-4,E-4,E-4,r,r,r,r,r
376.25,225.75,95,4.75,E-4,r,r,E-4,E-4,E-4,r,r,r,r,r
376.5,225.9,96,1.0,B4,E5,D5,E4,E4,E4,E2,E2,E2,E1,E2
376.75,226.05,96,1.25,A4,F5,C5,E4,E4,E4,E2,E2,E2,E1,E2
377.0,226.2,96,1.5,B4,E5,D5,E4,E4,E4,E2,E2,E2,E1,E2
377.25,226.35,96,1.75,A5,E5,D5,E4,E4,E4,E2,E2,E2,E1,E2
377.5,226.5,96,2.0,F5,r,r,E4,E4,E4,r,r,r,r,r
377.75,226.65,96,2.25,D5,r,r,E4,E4,E4,r,r,r,r,r
378.0,226.8,96,2.5,B4,r,r,E4,E4,E4,r,r,r,r,r
378.25,226.95,96,2.75,E4,r,r,E4,E4,E4,r,r,r,r,r
378.5,227.1,96,3.0,B4,E5,D5,E4,E4,E4,r,r,r,r,r
378.75,227.25,96,3.25,A4,F5,C5,E4,E4,E4,r,r,r,r,r
379.0,227.4,96,3.5,B4,E5,D5,E4,E4,E4,r,r,r,r,r
379.25,227.55,96,3.75,A5,E5,D5,E4,E4,E4,r,r,r,r,r
379.5,227.7,96,4.0,F5,r,r,E4,E4,E4,r,r,r,r,r
379.75,227.85,96,4.25,D5,r,r,E4,E4,E4,r,r,r,r,r
380.0,228.0,96,4.5,B4,r,r,E4,E4,E4,r,r,r,r,r
380.25,228.15,96,4.75,E4,r,r,E4,E4,E4,r,r,r,r,r
380.5,228.3,97,1.0,B4,G#5,D5,E4,E4,E4,E2,E2,E2,E1,E2
380.75,228.45,97,1.25,A4,F#5,C5,E4,E4,E4,E2,E2,E2,E1,E2
381.0,228.6,97,1.5,B4,G#5,D5,E4,E4,E4,E2,E2,E2,E1,E2
381.25,228.75,97,1.75,G#5,G#5,D5,E4,E4,E4,E2,E2,E2,E1,E2
381.5,228.9,97,2.0,D5,r,r,E4,E4,E4,r,r,r,r,r
381.75,229.05,97,2.25,B4,r,r,E4,E4,E4,r,r,r,r,r
382.0,229.2,97,2.5,G#4,r,r,E4,E4,E4,r,r,r,r,r
382.25,229.35,97,2.75,E4,r,r,E4,E4,E4,r,r,r,r,r
382.5,229.5,97,3.0,B4,G#5,D5,E4,E4,E4,r,r,r,r,r
382.75,229.65,97,3.25,A4,F#5,C5,E4,E4,E4,r,r,r,r,r
383.0,229.8,97,3.5,B4,G#5,D5,E4,E4,E4,r,r,r,r,r
383.25,229.95,97,3.75,G#5,G#5,D5,E4,E4,E4,r,r,r,r,r
383.5,230.1,97,4.0,D5,r,r,E4,E4,E4,r,r,r,r,r
383.75,230.25,97,4.25,B4,r,r,E4,E4,E4,r,r,r,r,r
384.0,230.4,97,4.5,E4,r,r,E4,E4,E4,r,r,r,r,r
384.25,230.55,97,4.75,G#5,r,r,E4,E4,E4,r,r,r,r,r
384.5,230.7,98,1.0,A5,A5,C5,E4,E4,C4,A2,A2,A2,A1,A2
385.0,231.0,98,1.5,F5,r,r,A4,r,r,r,r,r,A2,A3
385.25,231.15,98,1.75,E5,r,r,G#4,r,r,r,r,r,A2,A3
385.5,231.3,98,2.0,F5,r,r,A4,r,r,r,r,r,A2,A3
386.0,231.6,98,2.5,r,C5,r,r,A3,r,r,r,r,A1,A2
386.25,231.75,98,2.75,r,B4,r,r,G#3,r,r,r,r,A1,A2
386.5,231.9,98,3.0,r,C5,r,r,A3,r,r,r,r,A1,A2
387.0,232.2,98,3.5,r,r,A4,r,r,F3,r,r,r,A2,A3
387.25,232.35,98,3.75,r,r,G#4,r,r,E3,r,r,r,A2,A3
387.5,232.5,98,4.0,r,r,A4,r,r,F3,r,r,r,A2,A3
388.0,232.8,98,4.5,C6,F5,C5,A4,A4,C4,A3,A3,A3,A1,A2
388.5,233.1,99,1.0,B5,F5,D5,B4,D4,G4,G2,G2,G2,G1,G2
389.0,233.4,99,1.5,E5,r,r,G4,r,r,r,r,r,G2,G3
389.25,233.55,99,1.75,D5,r,r,F#4,r,r,r,r,r,G2,G3
389.5,233.7,99,2.0,E5,r,r,G4,r,r,r,r,r,G2,G3
390.0,234.0,99,2.5,r,B4,r,r,G3,r,r,r,r,G1,G2
390.25,234.15,99,2.75,r,A4,r,r,F#3,r,r,r,r,G1,G2
390.5,234.3,99,3.0,r,B4,r,r,G3,r,r,r,r,G1,G2
391.0,234.6,99,3.5,r,r,G4,r,r,E3,r,r,r,G2,G3
391.25,234.75,99,3.75,r,r,F#4,r,r,D3,r,r,r,G2,G3
391.5,234.9,99,4.0,r,r,G4,r,r,E3,r,r,r,G2,G3
392.0,235.2,99,4.5,B5,E5,B4,G4,G4,B3,G3,G3,G3,G1,G2
392.5,235.5,100,1.0,A5,E5,C5,A4,C4,F4,F2,F2,F2,F1,F2
393.0,235.8,100,1.5,D5,r,r,F4,r,r,r,r,r,F2,F3
393.25,235.95,100,1.75,C#5,r,r,E4,r,r,r,r,r,F2,F3
393.5,236.1,100,2.0,D5,r,r,F4,r,r,r,r,r,F2,F3
394.0,236.4,100,2.5,r,A4,r,r,F3,r,r,r,r,F1,F2
394.25,236.55,100,2.75,r,G#4,r,r,E3,r,r,r,r,F1,F2
394.5,236.7,100,3.0,r,A4,r,r,F3,r,r,r,r,F1,F2
395.0,237.0,100,3.5,r,r,F4,r,r,D3,r,r,r,F2,F3
395.25,237.15,100,3.75,r,r,E4,r,r,C#3,r,r,r,F2,F3
395.5,237.3,100,4.0,r,r,F4,r,r,D3,r,r,r,F2,F3
396.0,237.6,100,4.5,A5,D5,A4,A4,F4,A3,F3,F3,F3,F1,F2
396.5,237.9,101,1.0,G#5,D5,B4,E4,B3,E4,E2,E2,E2,E1,E2
397.0,238.2,101,1.5,D5,B4,G#4,G#4,D4,B3,E3,E3,E3,E2,E3
397.25,238.35,101,1.75,C#5,A4,F#4,A4,E4,C4,E3,E3,E3,E2,E3
397.5,238.5,101,2.0,D5,B4,G#4,G#4,D4,B3,E3,E3,E3,E2,E3
398.0,238.8,101,2.5,B4,G#4,D4,B4,G#4,D4,E2,E2,E2,E1,E2
398.25,238.95,101,2.75,A4,F#4,C4,C5,A4,E4,E2,E2,E2,E1,E2
398.5,239.1,101,3.0,B4,G#4,D4,B4,G#4,D4,E2,E2,E2,E1,E2
399.0,239.4,101,3.5,G#4,D4,B3,D5,B4,G#4,E3,E3,E3,E2,E3
399.25,239.55,101,3.75,F#4,C4,A3,E5,C5,A4,E3,E3,E3,E2,E3
399.5,239.7,101,4.0,G#4,D4,B3,D5,B4,G#4,E3,E3,E3,E2,E3
400.0,240.0,101,4.5,E5,B4,G#4,G4,E4,B3,D3,D3,D3,D2,D3
400.5,240.3,102,1.0,A4,E5,E4,A4,E4,A3,C3,C3,C3,C2,C3
401.0,240.6,102,1.5,A4,A4,F4,F4,D4,A3,D3,D3,D3,D2,D3
401.25,240.75,102,1.75,B4,A4,F4,F4,D4,A3,D3,D3,D3,D2,D3
401.5,240.9,102,2.0,B4,G#4,E4,B3,D4,E4,E3,E3,E3,E2,E3
402.0,241.2,102,2.5,B4,G#4,E4,B3,D4,E4,E2,E2,E2,E1,E2
402.25,241.35,102,2.75,A4,A4,E4,B3,D4,E4,E2,E2,E2,E1,E2
402.5,241.5,102,3.0,A4,A4,E4,A4,C4,E4,A2,A2,A2,A1,A2
402.75,241.65,102,3.25,A4,A4,E4,G#4,D4,B3,A2,A2,A2,A1,A2
403.0,241.8,102,3.5,A4,A4,E4,A4,E4,C4,A2,A2,A2,A1,A2
403.25,241.95,102,3.75,A4,A4,E4,B4,F4,D4,A2,A2,A2,A1,A2
403.5,242.1,102,4.0,r,r,r,A4,E4,C4,r,r,r,r,r
403.75,242.25,102,4.25,r,r,r,C5,A4,E4,r,r,r,r,r
404.0,242.4,102,4.5,A3,A3,A3,B4,G#4,D4,A3,A3,A3,A2,A3
404.25,242.55,102,4.75,A3,A3,A3,D5,B4,F4,G#3,G#3,G#3,G#2,G#3
404.5,242.7,103,1.0,C4,C4,C4,C5,A4,E4,A3,A3,A3,A2,A3
404.75,242.85,103,1.25,C4,C4,C4,B4,G#4,D4,A3,A3,A3,A2,A3
405.0,243.0,103,1.5,E4,E4,E4,C5,A4,E4,E3,E3,E3,E2,E3
405.25,243.15,103,1.75,E4,E4,E4,D5,B4,F4,D3,D3,D3,D2,D3
405.5,243.3,103,2.0,C4,C4,C4,C5,A4,E4,E3,E3,E3,E2,E3
405.75,243.45,103,2.25,C4,C4,C4,E5,C5,A4,E3,E3,E3,E2,E3
406.0,243.6,103,2.5,A3,A3,A3,D5,B4,E4,A3,A3,A3,A2,A3
406.25,243.75,103,2.75,A3,A3,A3,F5,D5,B4,G#3,G#3,G#3,G#2,G#3
406.5,243.9,103,3.0,C4,C4,C4,E5,C5,E4,A3,A3,A3,A2,A3
406.75,244.05,103,3.25,C4,C4,C4,D5,B4,A4,A3,A3,A3,A2,A3
407.0,244.2,103,3.5,E4,E4,E4,E5,C5,E4,C3,C3,C3,C2,C3
407.25,244.35,103,3.75,E4,E4,E4,F5,D5,G#4,B2,B2,B2,B1,B2
407.5,244.5,103,4.0,C4,C4,C4,E5,C5,E4,C3,C3,C3,C2,C3
407.75,244.65,103,4.25,C4,C4,C4,F5,D5,A4,C3,C3,C3,C2,C3
408.0,244.8,103,4.5,A3,A3,A3,E5,C5,E4,A3,A3,A3,A2,A3
408.25,244.95,103,4.75,A3,A3,A3,D5,B4,G#4,G#3,G#3,G#3,G#2,G#3
408.5,245.1,104,1.0,E4,E4,E4,C5,A4,E4,A3,A3,A3,A2,A3
408.75,245.25,104,1.25,E4,E4,E4,D5,B4,F4,A3,A3,A3,A2,A3
409.0,245.4,104,1.5,E4,E4,E4,C5,A4,E4,A2,A2,A2,A1,A2
409.25,245.55,104,1.75,E4,E4,E4,B4,G#4,D4,B2,B2,B2,B1,B2
409.5,245.7,104,2.0,E4,E4,E4,A4,A4,E4,C#3,C#3,C#3,C#2,C#3
409.75,245.85,104,2.25,E4,E4,E4,C5,A4,E4,C#3,C#3,C#3,C#2,C#3
410.0,246.0,104,2.5,r,r,r,B4,F#4,B3,E-3,E-3,E-3,E-2,E-3
410.25,246.15,104,2.75,r,r,r,A4,F#4,B3,E-3,E-3,E-3,E-2,E-3
410.5,246.3,104,3.0,E5,B4,G4,G4,E4,B3,E3,E3,E3,E2,E3
410.75,246.45,104,3.25,E-5,A4,F#4,G4,E4,B3,E3,E3,E3,E2,E3
411.0,246.6,104,3.5,E5,B4,G4,E4,B3,G3,E2,E2,E2,E1,E2
411.25,246.75,104,3.75,F#5,C5,A4,E4,B3,G3,E2,E2,E2,E1,E2
