score_qstamp,qstamp,measure,beat,831992_tstamp,718690_tstamp
77.75,77.75,26,3.75,105.2465,100.6065
78.0,78.0,27,1.0,105.4496,100.7696
79.0,79.0,27,2.0,106.8051,101.934
79.75,79.75,27,2.75,107.9509,103.1109
80.0,80.0,27,3.0,108.2339,103.2739
80.75,80.75,27,3.75,109.049,103.926
81.0,81.0,28,1.0,109.2461,104.1061
81.75,81.75,28,1.75,110.2808,105.136
82.0,82.0,28,2.0,110.5783,105.3366
82.75,82.75,28,2.75,111.3918,106.0236
83.0,83.0,28,3.0,111.8712,106.612
83.75,83.75,28,3.75,112.8388,107.6572
84.0,84.0,29,1.0,113.0826,107.9226
84.5,84.5,29,1.5,113.8887,108.5287
84.75,84.75,29,1.75,114.1517,109.1117
85.0,85.0,29,2.0,114.3148,109.2748
85.5,85.5,29,2.5,114.9236,109.7072
85.75,85.75,29,2.75,115.1678,110.5239
86.0,86.0,29,3.0,115.467,110.687
86.5,86.5,29,3.5,116.192,111.013
86.75,86.75,29,3.75,116.4361,111.3761
87.0,87.0,30,1.0,116.5991,111.5391
87.75,87.75,30,1.75,117.7566,113.1283
88.0,88.0,30,2.0,117.9313,113.2913
88.25,88.25,30,2.25,118.3543,113.4543
88.5,88.5,30,2.5,118.6522,113.6974
88.75,88.75,30,2.75,119.1052,114.0448
89.0,89.0,30,3.0,119.5235,114.5035
89.25,89.25,30,3.25,119.6865,114.6665
89.5,89.5,30,3.5,119.928,114.9992
89.75,89.75,30,3.75,120.1726,115.1926
90.0,90.0,31,1.0,120.5957,115.6914
90.25,90.25,31,1.25,120.9387,115.8787
90.5,90.5,31,1.5,121.1417,116.3417
90.75,90.75,31,1.75,121.4848,116.5048
91.0,91.0,31,2.0,121.7736,116.7302
91.25,91.25,31,2.25,122.3109,117.2909
91.5,91.5,31,2.5,122.4739,117.4539
91.75,91.75,31,2.75,122.637,117.617
92.0,92.0,31,3.0,122.86,117.78
92.25,92.25,31,3.25,123.483,118.498
92.5,92.5,31,3.5,123.7661,118.8061
92.75,92.75,31,3.75,124.1565,119.4255
93.0,93.0,32,1.0,124.5322,119.6322
93.25,93.25,32,1.25,124.7952,119.7952
93.5,93.5,32,1.5,125.0583,119.9583
93.75,93.75,32,1.75,125.2613,120.2013
94.0,94.0,32,2.0,125.5802,120.6544
94.25,94.25,32,2.25,125.9674,120.9274
94.5,94.5,32,2.5,126.2408,121.0904
94.75,94.75,32,2.75,126.81,121.8135
95.0,95.0,32,3.0,127.0965,121.9765
95.5,95.5,32,3.5,127.5652,122.4026
95.75,95.75,32,3.75,128.1057,122.8083
96.0,96.0,33,1.0,128.2687,123.3235
96.5,96.5,33,1.5,128.7948,123.6948
96.75,96.75,33,1.75,129.0578,124.0978
97.0,97.0,33,2.0,129.3144,124.2627
97.5,97.5,33,2.5,130.134,124.947
97.75,97.75,33,2.75,130.71,125.49
98.0,98.0,33,3.0,130.873,125.653
98.5,98.5,33,3.5,131.7328,126.2191
98.75,98.75,33,3.75,132.0222,126.4422
99.0,99.0,34,1.0,132.2216,126.7664
99.75,99.75,34,1.75,132.8343,127.7143
100.0,100.0,34,2.0,133.1974,127.9174
100.25,100.25,34,2.25,133.7212,128.3632
100.5,100.5,34,2.5,134.114,128.6775
100.75,100.75,34,2.75,134.4195,128.993
101.0,101.0,34,3.0,134.7472,129.348
101.25,101.25,34,3.25,134.9726,129.6126
101.5,101.5,34,3.5,135.2757,129.8757
101.75,101.75,34,3.75,135.5987,130.1987
102.0,102.0,35,1.0,135.9451,130.577
102.75,102.75,35,1.75,136.4909,131.7909
103.0,103.0,35,2.0,136.9739,131.9539
103.25,103.25,35,2.25,137.497,132.117
103.5,103.5,35,2.5,137.9,132.38
103.75,103.75,35,2.75,138.167,132.683
104.0,104.0,35,3.0,138.5105,133.0244
104.25,104.25,35,3.25,138.7291,133.3091
104.5,104.5,35,3.5,139.1722,133.6122
104.75,104.75,35,3.75,139.5752,133.9256
105.0,105.0,36,1.0,139.7783,134.2783
105.25,105.25,36,1.25,140.1613,134.5826
105.5,105.5,36,1.5,140.4686,134.8329
105.75,105.75,36,1.75,140.737,135.1296
106.0,106.0,36,2.0,141.0816,135.4808
106.25,106.25,36,2.25,141.2735,135.7535
106.5,106.5,36,2.5,141.7365,136.1365
106.75,106.75,36,2.75,142.0392,136.3796
107.0,107.0,36,3.0,142.3452,136.6782
107.25,107.25,36,3.25,142.7257,136.9857
107.5,107.5,36,3.5,143.0887,137.2887
107.75,107.75,36,3.75,143.2717,137.5317
108.0,108.0,37,1.0,143.6748,137.9148
108.25,108.25,37,1.25,143.9378,138.1578
108.5,108.5,37,1.5,144.1499,138.5009
108.75,108.75,37,1.75,144.7278,138.8434
109.0,109.0,37,2.0,145.007,139.31
109.25,109.25,37,2.25,145.17,139.59
109.5,109.5,37,2.5,145.633,139.993
109.75,109.75,37,2.75,145.9561,140.1961
110.0,110.0,37,3.0,146.2919,140.5591
110.25,110.25,37,3.25,146.5822,140.9088
110.5,110.5,37,3.5,146.9756,141.4964
110.75,110.75,37,3.75,147.2683,141.8147
111.0,111.0,38,1.0,147.7104,142.3078
112.0,112.0,38,2.0,149.307,144.1835
113.0,113.0,38,3.0,151.1957,145.4757
114.0,114.0,39,1.0,152.0034,146.1278
114.25,114.25,39,1.25,152.2109,146.2909
114.75,114.75,39,1.75,153.425,147.745
115.25,115.25,39,2.25,153.823,148.163
115.75,115.75,39,2.75,154.4691,148.5091
116.25,116.25,39,3.25,155.0256,149.5424
116.75,116.75,39,3.75,155.3613,149.9613
117.0,117.0,40,1.0,155.5243,150.1243
117.25,117.25,40,1.25,156.4674,150.5074
117.5,117.5,40,1.5,156.6408,150.7016
117.75,117.75,40,1.75,156.9935,150.9535
118.0,118.0,40,2.0,157.1765,151.2765
118.25,118.25,40,2.25,157.4984,151.5988
118.5,118.5,40,2.5,157.8426,151.8452
118.75,118.75,40,2.75,158.157,152.0999
119.0,119.0,40,3.0,158.4487,152.4287
119.25,119.25,40,3.25,158.7317,152.6951
119.5,119.5,40,3.5,159.1348,153.0348
119.75,119.75,40,3.75,159.2978,153.2156
120.0,120.0,41,1.0,159.6427,153.5618
120.25,120.25,41,1.25,159.8839,153.7839
120.5,120.5,41,1.5,160.261,154.087
120.75,120.75,41,1.75,160.49,154.32
121.0,121.0,41,2.0,160.773,154.693
121.25,121.25,41,2.25,160.9361,154.9083
121.5,121.5,41,2.5,161.3591,155.2391
121.75,121.75,41,2.75,161.6266,155.4644
122.0,122.0,41,3.0,161.9216,155.7216
122.25,122.25,41,3.25,162.2283,156.3577
122.5,122.5,41,3.5,162.3913,156.7313
122.75,122.75,41,3.75,162.5543,157.0143
123.0,123.0,42,1.0,162.7174,157.1774
123.25,123.25,42,1.25,163.6412,157.7004
123.5,123.5,42,1.5,163.847,157.8635
123.75,123.75,42,1.75,164.2065,158.0665
124.0,124.0,42,2.0,164.3696,158.3696
124.25,124.25,42,2.25,164.7008,158.5704
124.5,124.5,42,2.5,165.1557,158.9957
124.75,124.75,42,2.75,165.3187,159.1587
125.0,125.0,42,3.0,165.5834,159.4434
125.25,125.25,42,3.25,165.9744,159.8048
125.5,125.5,42,3.5,166.1678,159.9678
125.75,125.75,42,3.75,166.5709,160.3108
126.0,126.0,43,1.0,166.9939,160.6739
126.25,126.25,43,1.25,167.35,160.977
126.5,126.5,43,1.5,167.56,161.36
126.75,126.75,43,1.75,167.747,161.583
127.0,127.0,43,2.0,168.0661,161.7783
127.25,127.25,43,2.25,168.2291,162.1291
127.5,127.5,43,2.5,168.4044,162.3122
127.75,127.75,43,2.75,169.1752,162.6552
128.0,128.0,43,3.0,169.3383,163.0064
128.25,128.25,43,3.25,169.7003,163.2613
128.5,128.5,43,3.5,170.4443,163.4843
128.75,128.75,43,3.75,170.6074,163.7874
129.0,129.0,44,1.0,170.7704,164.0528
129.25,129.25,44,1.25,170.9335,164.6535
129.5,129.5,44,1.5,171.2095,164.8165
129.75,129.75,44,1.75,171.5168,164.9996
130.0,130.0,44,2.0,171.8704,165.2756
130.25,130.25,44,2.25,172.237,165.6285
130.5,130.5,44,2.5,172.5287,165.8835
130.75,130.75,44,2.75,172.7917,166.1853
131.0,131.0,44,3.0,172.9748,166.4148
131.25,131.25,44,3.25,173.4734,166.5956
131.5,131.5,44,3.5,173.7227,166.8809
131.75,131.75,44,3.75,174.0239,167.1195
132.0,132.0,45,1.0,174.187,167.347
132.25,132.25,45,1.25,174.69,167.63
132.5,132.5,45,1.5,175.053,167.913
132.75,132.75,45,1.75,175.3161,168.0761
133.0,133.0,45,2.0,175.5391,168.3391
133.25,133.25,45,2.25,176.0598,168.802
133.5,133.5,45,2.5,176.3652,169.1252
133.75,133.75,45,2.75,176.5932,169.3215
134.0,134.0,45,3.0,176.7913,169.6713
134.25,134.25,45,3.25,177.2829,170.2344
134.5,134.5,45,3.5,177.7374,170.4374
134.75,134.75,45,3.75,177.9024,170.7604
135.0,135.0,46,1.0,178.1635,170.9235
135.25,135.25,46,1.25,178.7065,171.533
135.5,135.5,46,1.5,178.8896,171.7096
135.75,135.75,46,1.75,179.0926,171.8852
136.0,136.0,46,2.0,179.2557,172.0557
136.25,136.25,46,2.25,179.9761,172.4844
136.5,136.5,46,2.5,180.1817,172.7417
136.75,136.75,46,2.75,180.4168,173.0192
137.0,137.0,46,3.0,180.9268,173.4238
137.25,137.25,46,3.25,181.2709,173.8509
137.5,137.5,46,3.5,181.5939,174.0539
137.75,137.75,46,3.75,181.797,174.54
138.0,138.0,47,1.0,181.96,174.76
138.25,138.25,47,1.25,182.863,175.643
138.5,138.5,47,1.5,183.0461,175.8061
138.75,138.75,47,1.75,183.2182,175.9691
139.0,139.0,47,2.0,183.4122,176.1522
139.25,139.25,47,2.25,183.7552,176.5256
139.5,139.5,47,2.5,183.9783,176.9166
139.75,139.75,47,2.75,184.3904,177.2252
140.0,140.0,47,3.0,184.6886,177.4443
140.25,140.25,47,3.25,185.1162,177.7474
140.5,140.5,47,3.5,185.4304,177.9304
140.75,140.75,47,3.75,185.5935,178.4735
141.0,141.0,48,1.0,185.7565,178.6765
141.25,141.25,48,1.25,186.2196,178.9796
141.5,141.5,48,1.5,186.6426,179.1808
141.75,141.75,48,1.75,187.0057,179.5457
142.0,142.0,48,2.0,187.2409,179.8479
142.25,142.25,48,2.25,187.5902,180.1917
142.5,142.5,48,2.5,187.8348,180.3748
142.75,142.75,48,2.75,188.2178,180.7178
143.0,143.0,48,3.0,188.489,180.9299
143.25,143.25,48,3.25,188.8317,181.2956
143.5,143.5,48,3.5,189.487,181.687
143.75,143.75,48,3.75,189.65,181.85
144.0,144.0,49,1.0,189.813,182.184
144.25,144.25,49,1.25,190.1161,182.4961
144.75,144.75,49,1.75,190.5422,182.8772
145.0,145.0,49,2.0,190.8964,183.5216
145.25,145.25,49,2.25,191.4449,184.1343
145.75,145.75,49,2.75,191.9343,184.7943
146.0,146.0,49,3.0,192.2774,184.9574
146.25,146.25,49,3.25,192.7672,185.4468
146.75,146.75,49,3.75,193.4665,186.1065
147.0,147.0,50,1.0,193.6296,186.2696
147.25,147.25,50,1.25,194.0326,186.4926
147.5,147.5,50,1.5,194.2157,186.7757
147.75,147.75,50,1.75,194.5387,187.0787
148.0,148.0,50,2.0,194.8885,187.3353
148.25,148.25,50,2.25,195.1344,187.6448
148.5,148.5,50,2.5,195.3912,187.9702
148.75,148.75,50,2.75,195.7636,188.2309
149.0,149.0,50,3.0,196.0739,188.5139
149.25,149.25,50,3.25,196.417,188.754
149.5,149.5,50,3.5,196.98,189.14
149.75,149.75,50,3.75,197.149,189.318
150.0,150.0,51,1.0,197.3722,189.7861
150.25,150.25,51,1.25,197.8492,190.202
150.75,150.75,51,1.75,198.3152,190.7752
151.0,151.0,51,2.0,198.6383,190.9383
151.25,151.25,51,2.25,199.0486,191.2595
151.75,151.75,51,2.75,199.7874,191.9274
152.0,152.0,51,3.0,199.9504,192.1112
152.25,152.25,51,3.25,200.2875,192.647
152.75,152.75,51,3.75,200.8796,193.0196
153.0,153.0,52,1.0,201.3252,193.3626
153.25,153.25,52,1.25,201.7457,193.717
153.75,153.75,52,1.75,202.0917,194.2717
154.0,154.0,52,2.0,202.602,194.4348
154.25,154.25,52,2.25,202.8378,195.0378
154.75,154.75,52,2.75,203.5639,195.3639
155.0,155.0,52,3.0,203.747,195.534
155.25,155.25,52,3.25,204.03,195.93
155.75,155.75,52,3.75,204.6561,196.3361
156.0,156.0,53,1.0,204.9391,196.6582
156.25,156.25,53,1.25,205.2998,197.1062
156.5,156.5,53,1.5,205.9052,197.6252
156.75,156.75,53,1.75,206.0683,197.7883
157.0,157.0,53,2.0,206.2539,197.9965
157.5,157.5,53,2.5,206.5974,199.3374
158.0,158.0,53,3.0,206.9035,199.6635
158.5,158.5,53,3.5,208.4496,200.1896
158.75,158.75,53,3.75,208.6126,200.3726
159.0,159.0,54,1.0,208.7757,200.5957
159.25,159.25,54,1.25,209.1787,200.9987
159.5,159.5,54,1.5,209.3817,201.3017
159.75,159.75,54,1.75,209.5848,201.4648
160.0,160.0,54,2.0,210.1078,201.7956
160.25,160.25,54,2.25,210.3454,202.1545
160.5,160.5,54,2.5,210.6139,202.3539
160.75,160.75,54,2.75,210.945,202.697
161.0,161.0,54,3.0,211.2,202.9
161.25,161.25,54,3.25,211.595,203.232
161.5,161.5,54,3.5,211.8261,203.5861
161.75,161.75,54,3.75,212.0691,203.8055
162.0,162.0,55,1.0,212.4244,204.1122
162.25,162.25,55,1.25,212.7304,204.3952
162.5,162.5,55,1.5,213.0383,204.7583
162.75,162.75,55,1.75,213.2852,204.9426
163.0,163.0,55,2.0,213.7043,205.3086
163.25,163.25,55,2.25,214.0096,205.5074
163.5,163.5,55,2.5,214.3304,205.7904
163.75,163.75,55,2.75,214.5335,206.1405
164.0,164.0,55,3.0,215.253,206.7365
164.25,164.25,55,3.25,215.5996,207.0596
164.75,164.75,55,3.75,215.9314,207.4057
165.0,165.0,56,1.0,216.1722,207.5687
165.25,165.25,56,1.25,216.6185,207.7517
165.5,165.5,56,1.5,216.8748,208.2748
165.75,165.75,56,1.75,217.1978,208.5378
166.0,166.0,56,2.0,217.5218,208.7454
166.25,166.25,56,2.25,217.7478,209.2239
166.5,166.5,56,2.5,218.102,209.387
166.75,166.75,56,2.75,218.47,209.71
167.0,167.0,56,3.0,218.753,209.873
167.25,167.25,56,3.25,219.0122,210.2761
167.5,167.5,56,3.5,219.3791,210.4391
167.75,167.75,56,3.75,219.7776,210.8222
168.0,168.0,57,1.0,220.0652,211.0652
168.25,168.25,57,1.25,220.3883,211.4283
168.5,168.5,57,1.5,220.6513,211.5913
168.75,168.75,57,1.75,221.1658,212.0343
169.0,169.0,57,2.0,221.3774,212.1974
169.25,169.25,57,2.25,221.6204,212.5404
169.5,169.5,57,2.5,221.8585,212.714
169.75,169.75,57,2.75,222.4265,213.073
170.0,170.0,57,3.0,222.5896,213.2496
170.25,170.25,57,3.25,222.9126,213.5126
170.5,170.5,57,3.5,223.1914,213.7757
170.75,170.75,57,3.75,223.5187,214.1987
171.0,171.0,58,1.0,223.6987,214.3817
171.25,171.25,58,1.25,224.2848,214.7848
171.5,171.5,58,1.5,224.5024,215.0424
171.75,171.75,58,1.75,224.7709,215.2909
172.0,172.0,58,2.0,225.2139,215.6607
172.25,172.25,58,2.25,225.377,215.897
172.5,172.5,58,2.5,225.76,216.06
172.75,172.75,58,2.75,226.203,216.283
173.0,173.0,58,3.0,226.3844,216.6261
173.25,173.25,58,3.25,226.6382,216.9182
173.5,173.5,58,3.5,226.9922,217.141
173.75,173.75,58,3.75,227.3752,217.5352
174.0,174.0,59,1.0,227.6383,217.7983
174.25,174.25,59,1.25,228.2013,218.2013
174.5,174.5,59,1.5,228.3843,218.3643
174.75,174.75,59,1.75,228.7074,218.6748
175.0,175.0,59,2.0,228.9712,219.0504
175.25,175.25,59,2.25,229.4535,219.4335
175.5,175.5,59,2.5,229.6165,219.6565
175.75,175.75,59,2.75,229.938,220.0396
176.0,176.0,59,3.0,230.1078,220.2026
176.25,176.25,59,3.25,230.5857,220.4257
176.5,176.5,59,3.5,230.7748,220.6574
176.75,176.75,59,3.75,231.1717,221.1317
177.0,177.0,60,1.0,231.3748,221.354
177.25,177.25,60,1.25,231.8112,221.6378
177.5,177.5,60,1.5,231.9863,221.8809
177.75,177.75,60,1.75,232.4156,222.3639
178.0,178.0,60,2.0,232.724,222.534
178.25,178.25,60,2.25,233.15,223.07
178.5,178.5,60,2.5,233.313,223.233
178.75,178.75,60,2.75,233.7961,223.6961
179.0,179.0,60,3.0,233.9591,223.8591
179.25,179.25,60,3.25,234.2866,224.2622
179.5,179.5,60,3.5,234.5468,224.4852
179.75,179.75,60,3.75,235.0483,224.8283
180.0,180.0,61,1.0,235.2113,225.0713
180.25,180.25,61,1.25,235.5943,225.3572
180.5,180.5,61,1.5,235.7574,225.7496
180.75,180.75,61,1.75,236.146,225.982
181.0,181.0,61,2.0,236.5835,226.421
181.25,181.25,61,2.25,236.9395,226.733
181.5,181.5,61,2.5,237.2896,227.0696
181.75,181.75,61,2.75,237.5926,227.4052
182.0,182.0,61,3.0,237.8271,227.5757
182.25,182.25,61,3.25,238.1696,227.9896
182.5,182.5,61,3.5,238.4953,228.4017
182.75,182.75,61,3.75,238.9248,228.6448
183.0,183.0,62,1.0,239.2078,228.8078
183.25,183.25,62,1.25,239.5454,229.2344
183.5,183.5,62,1.5,240.1939,229.6539
183.75,183.75,62,1.75,240.417,229.871
184.5,184.5,62,2.5,241.3061,231.5461
185.0,185.0,62,3.0,241.742,231.9166
185.5,185.5,62,3.5,242.9162,232.8183
186.5,186.5,63,1.5,244.3064,234.1728
187.0,187.0,63,2.0,245.005,234.885
187.5,187.5,63,2.5,245.6826,235.5634
188.0,188.0,63,3.0,246.2157,236.5687
188.5,188.5,63,3.5,247.1696,237.0748
189.0,189.0,64,1.0,248.0409,237.8962
189.5,189.5,64,1.5,248.595,238.636
190.0,190.0,64,2.0,249.493,239.253
190.5,190.5,64,2.5,249.9391,239.9991
191.0,191.0,64,3.0,250.6852,240.7052
191.5,191.5,64,3.5,251.0113,241.0313
192.0,192.0,65,1.0,251.8574,242.0374
192.5,192.5,65,1.5,252.647,242.8835
193.0,193.0,65,2.0,253.7512,243.6696
193.5,193.5,65,2.5,254.2957,244.4157
194.0,194.0,65,3.0,254.7017,245.1651
194.5,194.5,65,3.5,255.0478,245.5278
195.0,195.0,66,1.0,256.4939,246.9112
195.5,195.5,66,1.5,257.8,248.0
197.0,197.0,66,3.0,259.2898,249.1366
197.3333,197.3333,66,3.3333,259.8756,249.3556
197.5,197.5,66,3.5,259.9843,249.4858
197.6667,197.6667,66,3.6667,260.0931,249.8062
198.0,198.0,67,1.0,260.3104,250.0304
198.3333,198.3333,67,1.3333,261.6278,251.2278
198.5,198.5,67,1.5,261.7365,251.3365
198.6667,198.6667,67,1.6667,261.8652,251.4452
199.0,199.0,67,2.0,262.0982,251.699
199.3333,199.3333,67,2.3333,262.52,252.28
199.5,199.5,67,2.5,262.6287,252.3887
199.6667,199.6667,67,2.6667,262.8574,252.6548
200.0,200.0,67,3.0,263.2948,252.9348
200.3333,200.3333,67,3.3333,263.8322,253.8522
200.5,200.5,67,3.5,263.9409,253.9609
200.6667,200.6667,67,3.6667,264.0496,254.0696
201.0,201.0,68,1.0,264.608,254.287
201.3333,201.3333,68,1.3333,264.9243,254.9443
201.5,201.5,68,1.5,265.033,255.053
201.6667,201.6667,68,1.6667,265.4418,255.2418
201.75,201.75,68,1.75,265.4961,255.2961
202.0,202.0,68,2.0,266.0791,255.7128
202.3333,202.3333,68,2.3333,266.4565,256.3165
202.5,202.5,68,2.5,266.5652,256.4304
202.6667,202.6667,68,2.6667,266.8739,256.5739
203.0,203.0,68,3.0,267.2713,256.8913
203.3333,203.3333,68,3.3333,267.6174,257.1887
203.5,203.5,68,3.5,267.8548,257.5174
203.6667,203.6667,68,3.6667,268.0166,257.6461
204.0,204.0,69,1.0,268.6505,258.0835
204.3333,204.3333,69,1.3333,269.7208,258.3024
204.6667,204.6667,69,1.6667,269.9383,258.6966
205.0,205.0,69,2.0,270.1557,258.9157
205.3333,205.3333,69,2.3333,270.513,259.973
205.5,205.5,69,2.5,270.6302,260.0817
205.6667,205.6667,69,2.6667,270.8505,260.201
206.0,206.0,69,3.0,271.099,260.4434
206.3333,206.3333,69,3.3333,272.0452,260.7252
206.6667,206.6667,69,3.6667,272.2626,261.0026
