qstamp,tstamp,measure,beat,Piccolo,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,F Horn 1,F Horn 2,Eb Trumpet 1,Eb Trumpet 2,Alto Trombone,Tenor Trombone,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
244.0,91.5,62,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,G3,r,r
246.0,92.25,62,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,G3,r,r
248.0,93.0,63,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,G3,r,r
250.0,93.75,63,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,G3,r,r
252.0,94.5,64,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,F#3,D2,D2
252.25,94.5938,64,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,F#3,D2,A1
252.5,94.6875,64,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,F#3,D2,B1
252.75,94.7812,64,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,F#3,D2,C#2
253.0,94.875,64,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,F#3,D2,D2
253.25,94.9688,64,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,F#3,D2,A1
253.5,95.0625,64,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,F#3,D2,B1
253.75,95.1562,64,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,F#3,D2,C#2
254.0,95.25,64,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,F#3,D2,D2
254.25,95.3438,64,3.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,F#3,D2,A1
254.5,95.4375,64,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,F#3,D2,B1
254.75,95.5312,64,3.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,F#3,D2,C#2
255.0,95.625,64,4.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,F#3,D2,D2
255.25,95.7188,64,4.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,F#3,D2,A1
255.5,95.8125,64,4.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,F#3,D2,B1
255.75,95.9062,64,4.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,F#3,D2,C#2
256.0,96.0,65,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,F#3,D2,D2
256.25,96.0938,65,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,F#3,D2,A1
256.5,96.1875,65,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,F#3,D2,B1
256.75,96.2812,65,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,F#3,D2,C#2
257.0,96.375,65,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,F#3,D2,D2
257.25,96.4688,65,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,F#3,D2,A1
257.5,96.5625,65,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,F#3,D2,B1
257.75,96.6562,65,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,F#3,D2,C#2
258.0,96.75,65,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,F#3,D2,D2
258.25,96.8438,65,3.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,F#3,D2,A1
258.5,96.9375,65,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,F#3,D2,B1
258.75,97.0312,65,3.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,F#3,D2,C#2
259.0,97.125,65,4.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,F#3,D2,D2
259.25,97.2188,65,4.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,F#3,D2,A1
259.5,97.3125,65,4.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,F#3,D2,B1
259.75,97.4062,65,4.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,F#3,D2,C#2
260.0,97.5,66,1.0,r,r,r,r,r,r,r,r,r,A4,A3,r,r,r,r,r,r,D4,A3,D2,D2
260.5,97.6875,66,1.5,r,r,r,r,r,r,r,r,r,A4,A3,r,r,r,r,r,A5,D4,A3,D2,D2
261.0,97.875,66,2.0,r,r,r,A5,F#5,r,r,A3,F#3,A4,A3,r,r,r,r,r,B5,D4,A3,r,r
261.5,98.0625,66,2.5,r,r,r,A5,F#5,r,r,A3,F#3,A4,A3,r,r,r,r,r,A5,D4,A3,r,r
262.0,98.25,66,3.0,r,r,r,A5,F#5,r,r,A3,F#3,A4,A3,r,r,r,r,r,G5,D4,A3,r,r
262.5,98.4375,66,3.5,r,r,r,A5,F#5,r,r,A3,F#3,A4,A3,r,r,r,r,r,F#5,D4,A3,r,r
263.0,98.625,66,4.0,r,r,r,A5,F#5,D5,r,A3,F#3,A4,A3,r,r,r,r,r,E5,D4,A3,r,r
263.5,98.8125,66,4.5,r,r,r,A5,F#5,D5,r,A3,F#3,A4,A3,r,r,r,r,r,D5,D4,A3,r,r
264.0,99.0,67,1.0,r,r,r,r,r,G5,r,r,r,A4,A3,r,r,r,r,r,r,D4,A3,r,r
264.5,99.1875,67,1.5,r,r,r,r,r,G5,r,r,r,A4,A3,r,r,r,r,r,A5,D4,A3,r,r
265.0,99.375,67,2.0,r,r,r,A5,F#5,F#5,r,A3,F#3,A4,A3,r,r,r,r,r,B5,D4,A3,r,r
265.5,99.5625,67,2.5,r,r,r,A5,F#5,F#5,r,A3,F#3,A4,A3,r,r,r,r,r,A5,D4,A3,r,r
266.0,99.75,67,3.0,r,r,r,A5,F#5,r,r,A3,F#3,A4,A3,r,r,r,r,r,G5,D4,A3,r,r
266.5,99.9375,67,3.5,r,r,r,A5,F#5,r,r,A3,F#3,A4,A3,r,r,r,r,r,F#5,D4,A3,r,r
267.0,100.125,67,4.0,r,r,r,A5,F#5,D5,r,A3,F#3,A4,A3,r,r,r,r,r,E5,D4,A3,r,r
267.5,100.3125,67,4.5,r,r,r,A5,F#5,D5,r,A3,F#3,A4,A3,r,r,r,r,r,D5,D4,A3,r,r
268.0,100.5,68,1.0,r,C6,C5,r,r,B-5,r,r,C3,r,r,r,r,r,r,r,E-5,E-4,A3,F#2,F#1
268.2,100.575,68,1.2,r,C6,C5,r,r,B-5,r,r,C3,r,r,r,r,r,r,r,E-5,E-4,A3,G2,F#1
268.25,100.5938,68,1.25,r,C6,C5,r,r,B-5,r,r,C3,r,r,r,r,r,r,r,E-5,E-4,A3,G2,G1
268.4,100.65,68,1.4,r,C6,C5,r,r,B-5,r,r,C3,r,r,r,r,r,r,r,E-5,E-4,A3,A2,G1
268.5,100.6875,68,1.5,r,C6,C5,r,r,B-5,r,r,C3,r,r,r,r,r,r,r,E-5,E-4,A3,A2,A1
268.6,100.725,68,1.6,r,C6,C5,r,r,B-5,r,r,C3,r,r,r,r,r,r,r,E-5,E-4,A3,B-2,A1
268.75,100.7812,68,1.75,r,C6,C5,r,r,B-5,r,r,C3,r,r,r,r,r,r,r,E-5,E-4,A3,B-2,B-1
268.8,100.8,68,1.8,r,C6,C5,r,r,B-5,r,r,C3,r,r,r,r,r,r,r,E-5,E-4,A3,C3,B-1
269.0,100.875,68,2.0,r,C6,C5,r,r,A5,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,F#2,F#1
269.2,100.95,68,2.2,r,C6,C5,r,r,A5,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,G2,F#1
269.25,100.9688,68,2.25,r,C6,C5,r,r,A5,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,G2,G1
269.4,101.025,68,2.4,r,C6,C5,r,r,A5,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,A2,G1
269.5,101.0625,68,2.5,r,C6,C5,r,r,A5,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,A2,A1
269.6,101.1,68,2.6,r,C6,C5,r,r,A5,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,B-2,A1
269.75,101.1562,68,2.75,r,C6,C5,r,r,A5,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,B-2,B-1
269.8,101.175,68,2.8,r,C6,C5,r,r,A5,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,C3,B-1
270.0,101.25,68,3.0,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,F#2,F#1
270.2,101.325,68,3.2,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,G2,F#1
270.25,101.3438,68,3.25,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,G2,G1
270.4,101.4,68,3.4,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,A2,G1
270.5,101.4375,68,3.5,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,A2,A1
270.6,101.475,68,3.6,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,B-2,A1
270.75,101.5312,68,3.75,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,B-2,B-1
270.8,101.55,68,3.8,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,C3,B-1
271.0,101.625,68,4.0,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,F#2,F#1
271.2,101.7,68,4.2,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,G2,F#1
271.25,101.7188,68,4.25,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,G2,G1
271.4,101.775,68,4.4,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,A2,G1
271.5,101.8125,68,4.5,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,A2,A1
271.6,101.85,68,4.6,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,B-2,A1
271.75,101.9062,68,4.75,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,B-2,B-1
271.8,101.925,68,4.8,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,C3,B-1
272.0,102.0,69,1.0,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,F#2,F#1
272.2,102.075,69,1.2,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,G2,F#1
272.25,102.0938,69,1.25,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,G2,G1
272.4,102.15,69,1.4,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,A2,G1
272.5,102.1875,69,1.5,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,A2,A1
272.6,102.225,69,1.6,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,B-2,A1
272.75,102.2812,69,1.75,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,B-2,B-1
272.8,102.3,69,1.8,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,C3,B-1
273.0,102.375,69,2.0,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,F#2,F#1
273.2,102.45,69,2.2,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,G2,F#1
273.25,102.4688,69,2.25,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,G2,G1
273.4,102.525,69,2.4,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,A2,G1
273.5,102.5625,69,2.5,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,A2,A1
273.6,102.6,69,2.6,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,B-2,A1
273.75,102.6562,69,2.75,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,B-2,B-1
273.8,102.675,69,2.8,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,C3,B-1
274.0,102.75,69,3.0,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,F#2,F#1
274.2,102.825,69,3.2,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,G2,F#1
274.25,102.8438,69,3.25,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,G2,G1
274.4,102.9,69,3.4,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,A2,G1
274.5,102.9375,69,3.5,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,A2,A1
274.6,102.975,69,3.6,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,B-2,A1
274.75,103.0312,69,3.75,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,B-2,B-1
274.8,103.05,69,3.8,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,C3,B-1
275.0,103.125,69,4.0,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,F#2,F#1
275.2,103.2,69,4.2,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,G2,F#1
275.25,103.2188,69,4.25,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,G2,G1
275.4,103.275,69,4.4,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,A2,G1
275.5,103.3125,69,4.5,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,A2,A1
275.6,103.35,69,4.6,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,B-2,A1
275.75,103.4062,69,4.75,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,B-2,B-1
275.8,103.425,69,4.8,r,C6,C5,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,E-4,A3,C3,B-1
276.0,103.5,70,1.0,r,C6,C5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,A3,F#2,F#1
276.5,103.6875,70,1.5,r,C6,C5,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,E-4,A3,F#2,F#1
277.0,103.875,70,2.0,r,r,r,C6,A5,r,r,E-4,C4,r,r,r,r,r,r,r,F5,E-4,A3,r,r
277.5,104.0625,70,2.5,r,r,r,C6,A5,r,r,E-4,C4,r,r,r,r,r,r,r,E-5,E-4,A3,r,r
278.0,104.25,70,3.0,r,r,r,C6,A5,r,r,E-4,C4,r,r,r,r,r,r,r,D5,E-4,A3,r,r
278.5,104.4375,70,3.5,r,r,r,C6,A5,r,r,E-4,C4,r,r,r,r,r,r,r,C5,E-4,A3,r,r
279.0,104.625,70,4.0,r,r,r,C6,A5,r,r,E-4,C4,r,r,r,r,r,r,r,B-4,E-4,A3,r,r
279.5,104.8125,70,4.5,r,r,r,C6,A5,r,r,E-4,C4,r,r,r,r,r,r,r,A4,E-4,A3,r,r
280.0,105.0,71,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,A3,r,r
280.5,105.1875,71,1.5,r,E-6,E-6,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,E-4,A3,r,r
281.0,105.375,71,2.0,r,F6,F6,C6,A5,r,r,E-4,C4,r,r,r,r,r,r,r,F5,E-4,A3,r,r
281.5,105.5625,71,2.5,r,E-6,E-6,C6,A5,r,r,E-4,C4,r,r,r,r,r,r,r,E-5,E-4,A3,r,r
282.0,105.75,71,3.0,r,C#6,C#6,C6,A5,r,r,E-4,C4,r,r,r,r,r,r,r,C#5,E-4,A3,r,r
282.5,105.9375,71,3.5,r,C6,C6,C6,A5,r,r,E-4,C4,r,r,r,r,r,r,r,C5,E-4,A3,r,r
283.0,106.125,71,4.0,r,B-5,B-5,C6,A5,r,r,E-4,C4,r,r,r,r,r,r,r,B-4,E-4,A3,r,r
283.5,106.3125,71,4.5,r,A5,A5,C6,A5,r,r,E-4,C4,r,r,r,r,r,r,r,A4,E-4,A3,r,r
284.0,106.5,72,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,A3,F2,F1
284.2,106.575,72,1.2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,A3,G2,F1
284.25,106.5938,72,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,A3,G2,G1
284.4,106.65,72,1.4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,A3,A2,G1
284.5,106.6875,72,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,E-4,A3,A2,A1
284.6,106.725,72,1.6,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,E-4,A3,B-2,A1
284.75,106.7812,72,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,E-4,A3,B-2,B-1
284.8,106.8,72,1.8,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,E-4,A3,C3,B-1
285.0,106.875,72,2.0,r,r,r,r,r,r,r,F#3,r,r,r,r,r,r,r,r,F5,E-4,A3,F2,F1
285.2,106.95,72,2.2,r,r,r,r,r,r,r,F#3,r,r,r,r,r,r,r,r,F5,E-4,A3,G2,F1
285.25,106.9688,72,2.25,r,r,r,r,r,r,r,F#3,r,r,r,r,r,r,r,r,F5,E-4,A3,G2,G1
285.4,107.025,72,2.4,r,r,r,r,r,r,r,F#3,r,r,r,r,r,r,r,r,F5,E-4,A3,A2,G1
285.5,107.0625,72,2.5,r,r,r,r,r,r,r,F#3,r,r,r,r,r,r,r,r,E-5,E-4,A3,A2,A1
285.6,107.1,72,2.6,r,r,r,r,r,r,r,F#3,r,r,r,r,r,r,r,r,E-5,E-4,A3,B-2,A1
285.75,107.1562,72,2.75,r,r,r,r,r,r,r,F#3,r,r,r,r,r,r,r,r,E-5,E-4,A3,B-2,B-1
285.8,107.175,72,2.8,r,r,r,r,r,r,r,F#3,r,r,r,r,r,r,r,r,E-5,E-4,A3,C3,B-1
286.0,107.25,72,3.0,r,r,r,r,r,r,r,A3,r,r,r,r,r,r,r,r,C#5,E-4,A3,F2,F1
286.2,107.325,72,3.2,r,r,r,r,r,r,r,A3,r,r,r,r,r,r,r,r,C#5,E-4,A3,G2,F1
286.25,107.3438,72,3.25,r,r,r,r,r,r,r,A3,r,r,r,r,r,r,r,r,C#5,E-4,A3,G2,G1
286.4,107.4,72,3.4,r,r,r,r,r,r,r,A3,r,r,r,r,r,r,r,r,C#5,E-4,A3,A2,G1
286.5,107.4375,72,3.5,r,r,r,r,r,r,r,A3,r,r,r,r,r,r,r,r,C5,E-4,A3,A2,A1
286.6,107.475,72,3.6,r,r,r,r,r,r,r,A3,r,r,r,r,r,r,r,r,C5,E-4,A3,B-2,A1
286.75,107.5312,72,3.75,r,r,r,r,r,r,r,A3,r,r,r,r,r,r,r,r,C5,E-4,A3,B-2,B-1
286.8,107.55,72,3.8,r,r,r,r,r,r,r,A3,r,r,r,r,r,r,r,r,C5,E-4,A3,C3,B-1
287.0,107.625,72,4.0,r,r,r,r,r,F#4,r,A3,r,r,r,r,r,r,r,r,B-4,E-4,A3,F2,F1
287.2,107.7,72,4.2,r,r,r,r,r,F#4,r,A3,r,r,r,r,r,r,r,r,B-4,E-4,A3,G2,F1
287.25,107.7188,72,4.25,r,r,r,r,r,F#4,r,A3,r,r,r,r,r,r,r,r,B-4,E-4,A3,G2,G1
287.4,107.775,72,4.4,r,r,r,r,r,F#4,r,A3,r,r,r,r,r,r,r,r,B-4,E-4,A3,A2,G1
287.5,107.8125,72,4.5,r,r,r,r,r,F#4,r,A3,r,r,r,r,r,r,r,r,A4,E-4,A3,A2,A1
287.6,107.85,72,4.6,r,r,r,r,r,F#4,r,A3,r,r,r,r,r,r,r,r,A4,E-4,A3,B-2,A1
287.75,107.9062,72,4.75,r,r,r,r,r,F#4,r,A3,r,r,r,r,r,r,r,r,A4,E-4,A3,B-2,B-1
287.8,107.925,72,4.8,r,r,r,r,r,F#4,r,A3,r,r,r,r,r,r,r,r,A4,E-4,A3,C3,B-1
288.0,108.0,73,1.0,r,r,r,r,r,A4,r,r,r,r,r,r,r,r,r,r,r,E-4,A3,F2,F1
288.2,108.075,73,1.2,r,r,r,r,r,A4,r,r,r,r,r,r,r,r,r,r,r,E-4,A3,G2,F1
288.25,108.0938,73,1.25,r,r,r,r,r,A4,r,r,r,r,r,r,r,r,r,r,r,E-4,A3,G2,G1
288.4,108.15,73,1.4,r,r,r,r,r,A4,r,r,r,r,r,r,r,r,r,r,r,E-4,A3,A2,G1
288.5,108.1875,73,1.5,r,E-6,r,r,r,A4,r,r,r,r,r,r,r,r,r,r,E-5,E-4,A3,A2,A1
288.6,108.225,73,1.6,r,E-6,r,r,r,A4,r,r,r,r,r,r,r,r,r,r,E-5,E-4,A3,B-2,A1
288.75,108.2812,73,1.75,r,E-6,r,r,r,A4,r,r,r,r,r,r,r,r,r,r,E-5,E-4,A3,B-2,B-1
288.8,108.3,73,1.8,r,E-6,r,r,r,A4,r,r,r,r,r,r,r,r,r,r,E-5,E-4,A3,C3,B-1
289.0,108.375,73,2.0,r,F6,r,F#5,r,A4,r,r,r,r,r,r,r,r,r,r,F5,E-4,A3,F2,F1
289.2,108.45,73,2.2,r,F6,r,F#5,r,A4,r,r,r,r,r,r,r,r,r,r,F5,E-4,A3,G2,F1
289.25,108.4688,73,2.25,r,F6,r,F#5,r,A4,r,r,r,r,r,r,r,r,r,r,F5,E-4,A3,G2,G1
289.4,108.525,73,2.4,r,F6,r,F#5,r,A4,r,r,r,r,r,r,r,r,r,r,F5,E-4,A3,A2,G1
289.5,108.5625,73,2.5,r,E-6,r,F#5,r,A4,r,r,r,r,r,r,r,r,r,r,E-5,E-4,A3,A2,A1
289.6,108.6,73,2.6,r,E-6,r,F#5,r,A4,r,r,r,r,r,r,r,r,r,r,E-5,E-4,A3,B-2,A1
289.75,108.6562,73,2.75,r,E-6,r,F#5,r,A4,r,r,r,r,r,r,r,r,r,r,E-5,E-4,A3,B-2,B-1
289.8,108.675,73,2.8,r,E-6,r,F#5,r,A4,r,r,r,r,r,r,r,r,r,r,E-5,E-4,A3,C3,B-1
290.0,108.75,73,3.0,r,C#6,r,A5,r,r,r,r,r,r,r,r,r,r,r,r,C#5,E-4,A3,F2,F1
290.2,108.825,73,3.2,r,C#6,r,A5,r,r,r,r,r,r,r,r,r,r,r,r,C#5,E-4,A3,G2,F1
290.25,108.8438,73,3.25,r,C#6,r,A5,r,r,r,r,r,r,r,r,r,r,r,r,C#5,E-4,A3,G2,G1
290.4,108.9,73,3.4,r,C#6,r,A5,r,r,r,r,r,r,r,r,r,r,r,r,C#5,E-4,A3,A2,G1
290.5,108.9375,73,3.5,r,C6,r,A5,r,r,r,r,r,r,r,r,r,r,r,r,C5,E-4,A3,A2,A1
290.6,108.975,73,3.6,r,C6,r,A5,r,r,r,r,r,r,r,r,r,r,r,r,C5,E-4,A3,B-2,A1
290.75,109.0312,73,3.75,r,C6,r,A5,r,r,r,r,r,r,r,r,r,r,r,r,C5,E-4,A3,B-2,B-1
290.8,109.05,73,3.8,r,C6,r,A5,r,r,r,r,r,r,r,r,r,r,r,r,C5,E-4,A3,C3,B-1
291.0,109.125,73,4.0,r,B-5,r,A5,E-5,r,r,r,r,r,r,r,r,r,r,r,B-4,E-4,A3,F2,F1
291.2,109.2,73,4.2,r,B-5,r,A5,E-5,r,r,r,r,r,r,r,r,r,r,r,B-4,E-4,A3,G2,F1
291.25,109.2188,73,4.25,r,B-5,r,A5,E-5,r,r,r,r,r,r,r,r,r,r,r,B-4,E-4,A3,G2,G1
291.4,109.275,73,4.4,r,B-5,r,A5,E-5,r,r,r,r,r,r,r,r,r,r,r,B-4,E-4,A3,A2,G1
291.5,109.3125,73,4.5,r,A5,r,A5,E-5,r,r,r,r,r,r,r,r,r,r,r,A4,E-4,A3,A2,A1
291.6,109.35,73,4.6,r,A5,r,A5,E-5,r,r,r,r,r,r,r,r,r,r,r,A4,E-4,A3,B-2,A1
291.75,109.4062,73,4.75,r,A5,r,A5,E-5,r,r,r,r,r,r,r,r,r,r,r,A4,E-4,A3,B-2,B-1
291.8,109.425,73,4.8,r,A5,r,A5,E-5,r,r,r,r,r,r,r,r,r,r,r,A4,E-4,A3,C3,B-1
292.0,109.5,74,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,B-3,B-2,B-1
292.2,109.575,74,1.2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,B-3,C3,B-1
292.25,109.5938,74,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,B-3,C3,C2
292.4,109.65,74,1.4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,B-3,C#3,C2
292.5,109.6875,74,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,C#4,B-3,C#3,C#2
292.6,109.725,74,1.6,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,C#4,B-3,E-3,C#2
292.75,109.7812,74,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,C#4,B-3,E-3,E-2
292.8,109.8,74,1.8,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,C#4,B-3,F3,E-2
293.0,109.875,74,2.0,r,r,r,r,r,r,r,F#3,r,r,r,r,r,r,r,r,F#5,C#4,B-3,B-2,B-1
293.2,109.95,74,2.2,r,r,r,r,r,r,r,F#3,r,r,r,r,r,r,r,r,F#5,C#4,B-3,C3,B-1
293.25,109.9688,74,2.25,r,r,r,r,r,r,r,F#3,r,r,r,r,r,r,r,r,F#5,C#4,B-3,C3,C2
293.4,110.025,74,2.4,r,r,r,r,r,r,r,F#3,r,r,r,r,r,r,r,r,F#5,C#4,B-3,C#3,C2
293.5,110.0625,74,2.5,r,r,r,r,r,r,r,F#3,r,r,r,r,r,r,r,r,F5,C#4,B-3,C#3,C#2
293.6,110.1,74,2.6,r,r,r,r,r,r,r,F#3,r,r,r,r,r,r,r,r,F5,C#4,B-3,E-3,C#2
293.75,110.1562,74,2.75,r,r,r,r,r,r,r,F#3,r,r,r,r,r,r,r,r,F5,C#4,B-3,E-3,E-2
293.8,110.175,74,2.8,r,r,r,r,r,r,r,F#3,r,r,r,r,r,r,r,r,F5,C#4,B-3,F3,E-2
