score_qstamp,qstamp,measure,beat,723380_tstamp,729188_tstamp,723372_tstamp,730987_tstamp,736445_tstamp,723384_tstamp,723402_tstamp,723413_tstamp,723409_tstamp,723393_tstamp,728529_tstamp,736450_tstamp,723376_tstamp,711680_tstamp
55.25,55.25,14,4.25,62.3435,52.9705,61.847,52.2435,67.087,63.027,53.747,58.067,51.3635,53.3435,52.1835,41.8435,60.4105,63.8635
55.5,55.5,14,4.5,62.6036,53.2209,62.1018,52.4809,67.3218,63.2609,53.9818,58.3045,51.6018,53.5618,52.4027,42.0009,60.6609,64.1018
55.75,55.75,14,4.75,62.8783,53.4383,62.3383,52.7583,67.6183,63.5583,54.2383,58.5983,51.8383,53.8183,52.6583,42.2183,60.9183,64.3383
56.0,56.0,15,1.0,63.1671,53.7628,62.5714,53.1914,67.8957,63.8714,54.5314,58.8871,52.0714,54.1357,52.8914,42.4357,61.1757,64.5714
56.25,56.25,15,1.25,63.453,54.073,63.073,53.773,68.273,64.273,54.793,59.193,52.313,54.413,53.233,42.653,61.533,64.893
56.5,56.5,15,1.5,63.6704,54.2904,63.2904,54.0304,68.4904,64.4904,55.0104,59.4104,52.5304,54.6304,53.4504,42.7929,61.7504,65.1104
56.75,56.75,15,1.75,63.8878,54.5078,63.5078,54.2478,68.7078,64.7078,55.2278,59.6278,52.7478,54.8478,53.6678,42.9678,61.9678,65.3278
57.0,57.0,15,2.0,64.1052,54.7252,63.7252,54.4652,68.9252,64.9252,55.4452,59.8452,52.9652,55.0652,53.8852,43.1852,62.1852,65.5452
57.25,57.25,15,2.25,64.3226,54.9426,63.9626,54.6826,69.1452,65.1426,55.6626,60.0626,53.1826,55.2826,54.1026,43.4026,62.4052,65.7626
57.5,57.5,15,2.5,64.58,55.16,64.18,54.9,69.42,65.36,55.9,60.28,53.4,55.5,54.32,43.6,62.68,65.98
57.75,57.75,15,2.75,64.7974,55.3774,64.4774,55.1548,69.6774,65.5774,56.1174,60.4974,53.6174,55.7174,54.5374,43.7974,62.9174,66.1974
58.0,58.0,15,3.0,65.0148,55.5948,64.6948,55.3748,69.8948,65.7948,56.3348,60.7148,53.8348,55.9348,54.7548,43.9748,63.1348,66.4496
58.25,58.25,15,3.25,65.2522,55.8322,65.0322,55.8322,70.1522,66.1522,56.5722,61.0922,54.0722,56.1922,55.0722,44.1122,63.4522,66.7522
58.5,58.5,15,3.5,65.4792,56.0496,65.2592,56.0496,70.3696,66.3696,56.8096,61.3096,54.2896,56.4096,55.2896,44.3296,63.6792,66.9696
58.75,58.75,15,3.75,65.707,56.281,65.487,56.307,70.607,66.587,57.027,61.587,54.507,56.627,55.507,44.487,63.907,67.187
59.0,59.0,15,4.0,65.9243,56.5243,65.7243,56.5243,70.8286,66.8043,57.2443,61.8043,54.7243,56.8443,55.7243,44.6843,64.1243,67.4043
59.25,59.25,15,4.25,66.1617,56.7417,66.0017,56.7417,71.0817,67.0217,57.4617,62.0217,54.9417,57.0617,55.9417,44.9017,64.3817,67.6217
59.5,59.5,15,4.5,66.3791,56.9791,66.2191,56.9591,71.3191,67.2391,57.6791,62.2391,55.1591,57.2791,56.1591,45.1191,64.5991,67.8391
59.75,59.75,15,4.75,66.5965,57.1965,66.4765,57.1765,71.5765,67.4565,57.8965,62.4565,55.3765,57.5165,56.3965,45.3365,64.8365,68.0765
60.0,60.0,16,1.0,66.8139,57.4139,66.6939,57.3939,71.8139,67.6739,58.1139,62.6739,55.5939,57.7339,56.6139,45.5539,65.0539,68.2939
60.25,60.25,16,1.25,67.1713,57.6513,67.2913,58.0713,72.3513,68.0513,58.3313,62.9313,55.8313,57.9713,56.8313,45.7713,65.5713,68.5113
60.5,60.5,16,1.5,67.3887,57.8887,67.5087,58.2887,72.5687,68.3687,58.6487,63.2687,56.0487,58.1887,57.0487,45.9887,65.7887,68.7287
60.75,60.75,16,1.75,67.6061,58.1261,67.7461,58.5061,72.7861,68.5861,58.8722,63.5061,56.2661,58.4061,57.2661,46.1118,66.0061,68.9461
61.0,61.0,16,2.0,67.8635,58.3635,67.9635,58.8035,73.0035,68.8235,59.1035,63.8035,56.4835,58.6235,57.4835,46.2635,66.2235,69.1635
61.25,61.25,16,2.25,68.0809,58.5809,68.1809,59.0209,73.2209,69.0418,59.3218,64.0209,56.7009,58.8409,57.7009,46.4809,66.4409,69.3809
61.5,61.5,16,2.5,68.2983,58.7983,68.3983,59.2383,73.4383,69.2783,59.5583,64.2383,56.9183,59.0492,57.9183,46.6183,66.6583,69.5983
61.75,61.75,16,2.75,68.5357,59.0357,68.6157,59.5157,73.6557,69.4957,59.7757,64.4757,57.1357,59.2557,58.1357,46.8357,66.9157,69.8157
62.0,62.0,16,3.0,68.753,59.253,68.833,59.733,73.873,69.713,59.993,64.713,57.353,59.473,58.333,46.933,67.146,70.013
62.25,62.25,16,3.25,68.9704,59.4704,69.0904,60.0104,74.0904,69.9504,60.2104,64.9704,57.5704,59.6904,58.5504,47.1504,67.4104,70.2304
62.5,62.5,16,3.5,69.2078,59.6878,69.3278,60.2678,74.3078,70.2478,60.4478,65.1878,57.7678,59.9078,58.7478,47.3678,67.6278,70.4478
62.75,62.75,16,3.75,69.4304,59.9052,69.5852,60.5252,74.5356,70.4652,60.6652,65.4252,57.9852,60.1252,58.9652,47.5252,67.8504,70.6652
63.0,63.0,16,4.0,69.6626,60.1226,69.8252,60.7852,74.7852,70.6852,60.8826,65.6426,58.2026,60.3426,59.1826,47.7426,68.1026,70.8826
63.25,63.25,16,4.25,69.88,60.38,70.08,61.08,75.02,70.94,61.1,65.86,58.42,60.56,59.4,47.88,68.34,71.08
63.5,63.5,16,4.5,70.1174,60.5974,70.3348,61.3348,75.2574,71.1574,61.3174,66.1174,58.6374,60.7774,59.6174,48.0974,68.5774,71.2974
63.75,63.75,16,4.75,70.3348,60.8148,70.5548,61.6148,75.4948,71.4348,61.5348,66.3348,58.8548,61.0148,59.8348,48.2548,68.8548,71.5148
64.0,64.0,17,1.0,70.6322,61.0566,70.8722,61.9366,75.7766,71.7366,61.7722,66.6742,59.0922,61.2522,60.0522,48.4722,69.1322,71.7566
64.25,64.25,17,1.25,70.9096,61.3696,71.3096,62.3896,76.1696,72.0296,62.0896,67.0296,59.3096,61.5696,60.3496,48.6896,69.5096,72.0296
64.5,64.5,17,1.5,71.127,61.587,71.527,62.607,76.387,72.247,62.307,67.247,59.527,61.787,60.567,48.8374,69.727,72.247
64.75,64.75,17,1.75,71.3443,61.8043,71.7443,62.8486,76.6043,72.5243,62.5243,67.4686,59.7443,62.0043,60.7843,49.0443,69.9443,72.4643
65.0,65.0,17,2.0,71.5617,62.0217,71.9617,63.0817,76.8217,72.7434,62.7417,67.7017,59.9617,62.2217,61.0017,49.2617,70.1817,72.6817
65.25,65.25,17,2.25,71.7991,62.2391,72.1791,63.3191,77.0391,72.9791,62.9591,67.9191,60.1791,62.4391,61.2191,49.4791,70.3991,72.8991
65.5,65.5,17,2.5,72.0165,62.4565,72.3965,63.5765,77.2565,73.1965,63.1765,68.1365,60.3965,62.6565,61.4365,49.6391,70.6165,73.1165
65.75,65.75,17,2.75,72.2539,62.6939,72.6939,63.8539,77.5139,73.4739,63.3939,68.3539,60.6139,62.8739,61.6539,49.8539,70.8739,73.3339
66.0,66.0,17,3.0,72.4713,62.9113,72.9113,64.0913,77.7313,73.7713,63.6113,68.6313,60.8313,63.0913,61.8913,50.0713,71.0913,73.5713
66.25,66.25,17,3.25,72.7487,63.1287,73.2887,64.4687,77.9687,73.9887,63.8287,68.9487,61.0487,63.3087,62.1087,50.2887,71.3887,73.7887
66.5,66.5,17,3.5,72.9661,63.3461,73.5122,64.6922,78.1922,74.2061,64.0461,69.1661,61.2661,63.5261,62.3261,50.4152,71.6122,74.0061
66.75,66.75,17,3.75,73.1835,63.5635,73.7635,64.9235,78.4235,74.4235,64.2635,69.3835,61.4835,63.7435,62.5435,50.6035,71.8835,74.2235
67.0,67.0,17,4.0,73.4009,63.7809,73.9809,65.1436,78.6809,74.6409,64.4818,69.6009,61.7009,63.9609,62.7609,50.8009,72.1009,74.4409
67.25,67.25,17,4.25,73.6583,63.9983,74.2183,65.4183,78.8983,74.8583,64.7183,69.8183,61.9183,64.1783,62.9783,51.0183,72.3383,74.6583
67.5,67.5,17,4.5,73.9157,64.2557,74.4557,65.6757,79.1757,75.0957,64.9557,70.0357,62.1357,64.3957,63.1957,51.1757,72.6157,74.8757
67.75,67.75,17,4.75,74.133,64.473,74.753,66.033,79.433,75.473,65.193,70.273,62.353,64.613,63.413,51.393,72.853,75.093
68.0,68.0,18,1.0,74.3504,64.7904,74.9704,66.2704,79.6904,75.6904,65.4104,70.5008,62.5704,64.8304,63.6504,51.5504,73.0904,75.3504
68.25,68.25,18,1.25,74.6878,65.0278,75.3078,66.6878,80.1078,75.9156,65.6278,70.8478,62.7878,65.0478,63.8678,51.7678,73.4478,75.5678
68.5,68.5,18,1.5,74.9052,65.2452,75.5452,66.9052,80.3452,76.1452,65.8452,71.0652,63.0052,65.2652,64.0852,51.9852,73.6652,75.7852
68.75,68.75,18,1.75,75.1226,65.4626,75.8026,67.1226,80.5626,76.4426,66.0626,71.2826,63.2226,65.4826,64.3026,52.2026,73.8826,76.0026
69.0,69.0,18,2.0,75.34,65.68,76.02,67.34,80.8,76.66,66.28,71.5,63.44,65.7,64.52,52.42,74.1,76.22
69.25,69.25,18,2.25,75.5574,65.8974,76.2374,67.5974,81.0174,76.8774,66.4974,71.7174,63.6574,65.9174,64.7374,52.6374,74.3374,76.4374
69.5,69.5,18,2.5,75.7748,66.1148,76.5496,67.8548,81.2348,77.0948,66.7148,71.9696,63.8748,66.1348,64.9548,52.7548,74.5548,76.6548
69.75,69.75,18,2.75,75.9922,66.3322,76.7722,68.1722,81.4522,77.3322,66.9322,72.2122,64.0922,66.3322,65.1722,52.9287,74.7722,76.8522
70.0,70.0,18,3.0,76.2288,66.5496,77.068,68.4296,81.7096,77.5688,67.1496,72.4784,64.3096,66.5496,65.3896,53.0896,75.0792,77.0696
70.25,70.25,18,3.25,76.467,66.767,77.327,68.727,81.947,77.807,67.367,72.727,64.527,66.767,65.587,53.307,75.347,77.287
70.5,70.5,18,3.5,76.6843,66.9843,77.5443,68.9643,82.1843,78.0329,67.5843,72.9443,64.7243,66.9843,65.8043,53.4443,75.5886,77.5043
70.75,70.75,18,3.75,76.9017,67.2017,77.8217,69.2434,82.4217,78.2817,67.8017,73.1617,64.9417,67.2017,66.0217,53.6217,75.8217,77.7217
71.0,71.0,18,4.0,77.1391,67.4191,78.0791,69.5191,82.6391,78.5182,68.0191,73.4182,65.1591,67.4191,66.2391,53.8391,76.0391,77.9391
71.25,71.25,18,4.25,77.3565,67.6365,78.333,69.7765,82.8965,78.7365,68.2365,73.6365,65.3765,67.6365,66.4565,53.9965,76.2765,78.1565
71.5,71.5,18,4.5,77.6139,67.8739,78.5739,70.0539,83.1939,79.0339,68.4739,73.8539,65.6139,67.8539,66.6739,54.2139,76.5539,78.3739
71.75,71.75,18,4.75,77.8713,68.1313,78.7913,70.3513,83.4113,79.3313,68.7513,74.2313,65.8313,68.1513,66.8913,54.4313,76.8313,78.5913
72.0,72.0,19,1.0,78.1374,68.3887,79.1087,70.6774,83.6461,79.5487,68.9887,74.5574,66.0487,68.4487,67.1287,54.5887,77.0574,78.8287
72.25,72.25,19,1.25,78.4061,68.6261,79.5461,71.2861,83.9661,80.0261,69.2061,74.8061,66.2661,68.6661,67.3861,54.8061,77.4461,79.0661
72.5,72.5,19,1.5,78.6235,68.8435,79.7635,71.5035,84.1835,80.2435,69.4235,75.0235,66.4835,68.8835,67.6035,54.9635,77.6635,79.2835
72.75,72.75,19,1.75,78.8409,69.0609,79.9809,71.7209,84.4009,80.4609,69.6409,75.2409,66.7009,69.1009,67.8209,55.1009,77.8809,79.5009
73.0,73.0,19,2.0,79.0583,69.2983,80.1983,71.9383,84.6383,80.6783,69.8583,75.4583,66.9183,69.3183,68.0383,55.3183,78.0983,79.7183
73.25,73.25,19,2.25,79.2757,69.5157,80.4157,72.1557,84.8557,80.8957,70.0757,75.6757,67.1357,69.5357,68.2557,55.5357,78.3157,79.9357
73.5,73.5,19,2.5,79.493,69.733,80.633,72.373,85.073,81.113,70.293,75.893,67.353,69.753,68.473,55.7365,78.533,80.153
73.75,73.75,19,2.75,79.7304,69.9504,80.9504,72.5904,85.3704,81.3304,70.5104,76.1104,67.5704,69.9704,68.6904,55.9104,78.8904,80.3704
74.0,74.0,19,3.0,79.9868,70.1678,81.1912,72.8512,85.5956,81.5634,70.7278,76.3278,67.7878,70.1878,68.9078,56.1278,79.1078,80.5878
74.25,74.25,19,3.25,80.2652,70.3852,81.4452,73.1052,85.8252,81.8252,70.9452,76.5452,68.0052,70.4052,69.1252,56.2852,79.3252,80.8052
74.5,74.5,19,3.5,80.4826,70.6026,81.7478,73.3382,86.0426,82.0426,71.1626,76.773,68.2226,70.6252,69.3426,56.4626,79.5652,81.0226
74.75,74.75,19,3.75,80.7,70.82,82.0,73.7,86.3,82.26,71.38,77.06,68.44,70.86,69.52,56.68,79.8,81.22
75.0,75.0,19,4.0,80.9174,71.0374,82.2174,73.9174,86.5174,82.4774,71.5974,77.2948,68.6574,71.0774,69.7374,56.8195,80.0174,81.4374
75.25,75.25,19,4.25,81.1348,71.2548,82.4348,74.2148,86.7948,82.6948,71.8148,77.5548,68.8748,71.2948,69.9548,57.0116,80.2348,81.6548
75.5,75.5,19,4.5,81.3522,71.4722,82.6922,74.4322,87.0322,82.9322,72.0322,77.8122,69.0922,71.5122,70.1722,57.2122,80.4922,81.8722
75.75,75.75,19,4.75,81.5888,71.7296,82.9792,74.7592,87.2496,83.1896,72.2496,78.0296,69.3096,71.7296,70.3896,57.4296,80.8296,82.0896
