qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,F Horn 1,F Horn 2,F Trumpet 1,F Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
1124.0,1146.0,,P3(Oboe 2)&P8(Bb Clarinet 2)&P3(F Trumpet 1)&P3(F Trumpet 2)&P3(Timpani)&P3(Viola)&P3(Violoncello)&P3(Contrabass),Main Part,P3(Flute 2)&P3(Bb Clarinet 2)&U(F Trumpet 1)&P8(F Trumpet 2)&P8(Timpani)&P8(Viola)&P8(Violoncello)&P8(Contrabass),,P8(Flute 2)&P3(Oboe 2)&P3(F Trumpet 1)&P3(F Trumpet 2)&P3(Timpani)&P3(Viola)&P3(Violoncello)&P3(Contrabass),,,,,P3(Flute 2)&U(Oboe 2)&P3(Bb Clarinet 2)&P8(F Trumpet 2)&P8(Timpani)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P3(Flute 2)&P8(Oboe 2)&P3(Bb Clarinet 2)&P8(F Trumpet 1)&P8(Timpani)&U(Viola)&P8(Violoncello)&P8(Contrabass),P3(Flute 2)&P8(Oboe 2)&P3(Bb Clarinet 2)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Viola)&P8(Violoncello)&U(Contrabass),,,P3(Flute 2)&P8(Oboe 2)&P3(Bb Clarinet 2)&P8(F Trumpet 1)&U(F Trumpet 2)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),P3(Flute 2)&P8(Oboe 2)&P3(Bb Clarinet 2)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Timpani)&P8(Viola)&P8(Contrabass),P3(Flute 2)&P8(Oboe 2)&P3(Bb Clarinet 2)&P8(F Trumpet 1)&P8(F Trumpet 2)&U(Timpani)&P8(Viola)&P8(Violoncello)
1146.0,1154.0,,,Main Part,,,,,,P8(F Horn 2)&P8(F Trumpet 1)&U(F Trumpet 2)&P8(Timpani),P8(F Horn 1)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Timpani),P8(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 2)&P8(Timpani),U(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 1)&P8(Timpani),P8(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 1)&P8(F Trumpet 2),U(Main),,,,
1154.0,1160.0,,,P8(Bb Clarinet 1)&P8(Bassoon 1),P8(Bassoon 2)&P8(F Horn 2),P8(Oboe 1)&P8(Bassoon 1),,P8(Oboe 1)&P8(Bb Clarinet 1),P8(Oboe 2)&P8(F Horn 2),,P8(Oboe 2)&P8(Bassoon 2),,,,,,Main Part,U(Main),
1160.0,1177.0,,,Main Part,,P8(Main),,,,,,,,,,,U(Violoncello),U(Viola),
1177.0,1194.0,,,,,,,,,,,,P8(Timpani),P8(F Trumpet 2),Main Part,,,,
1194.0,1206.0,P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(F Horn 2),P8(Oboe 2)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Timpani),P8(Flute 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(F Horn 2),P8(Flute 2)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Timpani),P8(Flute 1)&P8(Oboe 1)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(F Horn 2),P8(Flute 1)&P8(Oboe 1)&U(Bb Clarinet 1)&P8(Bassoon 1)&P8(F Horn 2),P8(Flute 1)&P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(F Horn 2),P8(Flute 2)&P8(Oboe 2)&P8(F Horn 1)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Timpani),P8(Flute 2)&P8(Oboe 2)&P8(Bassoon 2)&P8(F Trumpet 1)&U(F Trumpet 2)&P8(Timpani),P8(Flute 1)&P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 1),P8(Flute 2)&P8(Oboe 2)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Trumpet 2)&P8(Timpani),P8(Flute 2)&P8(Oboe 2)&P8(Bassoon 2)&U(F Horn 1)&P8(F Trumpet 1)&P8(Timpani),P8(Flute 2)&P8(Oboe 2)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Trumpet 1)&P8(F Trumpet 2),Main Part,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1206.0,1219.5,P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Timpani),P8(Flute 1)&U(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&U(F Trumpet 1)&P8(F Trumpet 2)&P8(Timpani),P8(Flute 1)&U(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&U(F Trumpet 1)&P8(F Trumpet 2)&P8(Timpani),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 2)&U(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 1)&U(F Trumpet 2)&P8(Timpani),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 2)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Timpani),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&U(Oboe 2)&P8(Bb Clarinet 1)&P8(Bassoon 2)&U(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 1)&U(F Trumpet 2)&P8(Timpani),,P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 1)&P8(F Trumpet 2)&U(Timpani),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&U(Oboe 2)&P8(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 2)&P8(F Horn 2)&P8(F Trumpet 1)&U(F Trumpet 2)&P8(Timpani),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Timpani),P8(Flute 1)&U(Flute 2)&U(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 2)&P8(Timpani),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&U(Oboe 2)&P8(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 2)&U(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 1)&P8(Timpani),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 1)&P8(F Trumpet 2),Main Part,P8(Main)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Main)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
1219.5,1227.0,,,,,P2(Violin 1)&P5(Viola),,Main Part,,,,,,,P2(Bb Clarinet 1)&P4(Viola),,P5(Bb Clarinet 1)&P4(Violin 1),,
1227.0,1248.0,U(Flute 2),U(Flute 1),U(Oboe 2),U(Oboe 1),Main Part,,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
1248.0,1284.0,Main Part,,,,,,,,P8(F Horn 2),P8(F Horn 1),P8(F Trumpet 2)&P4(Timpani),P8(F Trumpet 1)&P4(Timpani),P4(F Trumpet 1)&P4(F Trumpet 2),,,,P8(Contrabass),P8(Violoncello)
1284.0,1311.0,,,,,,,,,,,P8(F Trumpet 2),P8(F Trumpet 1),,Main Part,,,P8(Contrabass),P8(Violoncello)
1311.0,1314.0,P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2),P3(Flute 1)&P3(Oboe 1)&P8(Oboe 2)&P5(Bb Clarinet 1)&P8(Bb Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2),P8(Flute 1)&P3(Flute 2)&P3(Oboe 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P5(Bb Clarinet 1)&U(Bb Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2),P3(Flute 1)&P5(Flute 2)&P3(Oboe 1)&P5(Oboe 2)&P5(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&U(Oboe 2)&P5(Bb Clarinet 1)&P5(Bassoon 1)&P3(Bassoon 2),P3(Flute 1)&P5(Flute 2)&P3(Oboe 1)&P5(Oboe 2)&P8(Bb Clarinet 1)&P5(Bb Clarinet 2)&P3(Bassoon 2),P8(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1),,,P8(F Trumpet 2)&P8(Timpani),P8(F Trumpet 1)&P8(Timpani),P8(F Trumpet 1)&P8(F Trumpet 2),Main Part,P5(Viola)&P5(Violoncello)&P5(Contrabass),P5(Violin 2)&P8(Violoncello)&P8(Contrabass),P5(Violin 2)&P8(Viola)&P8(Contrabass),P5(Violin 2)&P8(Viola)&P8(Violoncello)
1314.0,1338.0,P8(Flute 2),P8(Flute 1),,,,,,,,,P8(F Trumpet 2)&P4(Timpani)&P4(Contrabass),P8(F Trumpet 1)&P4(Timpani)&P4(Contrabass),P4(F Trumpet 1)&P4(F Trumpet 2)&U(Contrabass),Main Part,,,,P4(F Trumpet 1)&P4(F Trumpet 2)&U(Timpani)
1338.0,1368.0,Main Part,,,,,,,,,,P8(F Trumpet 2),P8(F Trumpet 1),,,,,,
1368.0,1403.0,Main Part,,P8(Main)&U(Bb Clarinet 1),,P8(Main)&U(Oboe 1),,,P8(Timpani),,,P8(F Trumpet 2),P8(F Trumpet 1),P8(Bassoon 2),,,,,
1403.0,1406.0,U(Oboe 1)&P5(Bb Clarinet 1)&P3(Bb Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2)&P3(F Horn 1)&P3(F Horn 2)&P3(F Trumpet 1)&P3(F Trumpet 2)&P3(Timpani),,U(Flute 1)&P5(Bb Clarinet 1)&P3(Bb Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2)&P3(F Horn 1)&P3(F Horn 2)&P3(F Trumpet 1)&P3(F Trumpet 2)&P3(Timpani),,P5(Flute 1)&P5(Oboe 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P7(F Horn 1)&P7(F Horn 2)&P7(F Trumpet 1)&P7(F Trumpet 2)&P7(Timpani),P3(Flute 1)&P3(Oboe 1)&P3(Bb Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2)&P5(F Horn 1)&P5(F Horn 2)&P5(F Trumpet 1)&P5(F Trumpet 2)&P5(Timpani),P5(Flute 1)&P5(Oboe 1)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 2)&P7(F Horn 1)&P7(F Horn 2)&P7(F Trumpet 1)&P7(F Trumpet 2)&P7(Timpani),P3(Flute 1)&P3(Oboe 1)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P5(F Horn 1)&P5(F Horn 2)&P5(F Trumpet 1)&P5(F Trumpet 2)&P5(Timpani),P3(Flute 1)&P3(Oboe 1)&P7(Bb Clarinet 1)&P5(Bb Clarinet 2)&P7(Bassoon 1)&P5(Bassoon 2)&P8(F Horn 2)&P8(F Trumpet 1)&U(F Trumpet 2)&P8(Timpani),P3(Flute 1)&P3(Oboe 1)&P7(Bb Clarinet 1)&P5(Bb Clarinet 2)&P7(Bassoon 1)&P5(Bassoon 2)&P8(F Horn 1)&P8(F Trumpet 1)&P8(F Trumpet 2)&U(Timpani),P3(Flute 1)&P3(Oboe 1)&P7(Bb Clarinet 1)&P5(Bb Clarinet 2)&P7(Bassoon 1)&P5(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 2)&P8(Timpani),P3(Flute 1)&P3(Oboe 1)&P7(Bb Clarinet 1)&P5(Bb Clarinet 2)&P7(Bassoon 1)&P5(Bassoon 2)&U(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 1)&P8(Timpani),P3(Flute 1)&P3(Oboe 1)&P7(Bb Clarinet 1)&P5(Bb Clarinet 2)&P7(Bassoon 1)&P5(Bassoon 2)&P8(F Horn 1)&U(F Horn 2)&P8(F Trumpet 1)&P8(F Trumpet 2),Main Part,P5(Main)&P7(Viola)&P7(Violoncello)&P7(Contrabass),P3(Main)&P7(Violin 2)&U(Violoncello)&P8(Contrabass),P3(Main)&P7(Violin 2)&U(Viola)&P8(Contrabass),P3(Main)&P7(Violin 2)&P8(Viola)&P8(Violoncello)
1406.0,1409.0,Main Part,,U(Main)&P5(Bb Clarinet 1)&P3(Bb Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2)&P3(F Horn 1)&P3(F Horn 2)&P3(F Trumpet 1)&P3(F Trumpet 2)&P3(Timpani),,P5(Main)&P5(Oboe 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P7(F Horn 1)&P7(F Horn 2)&P7(F Trumpet 1)&P7(F Trumpet 2)&P7(Timpani),P3(Main)&P3(Oboe 1)&P3(Bb Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2)&P5(F Horn 1)&P5(F Horn 2)&P5(F Trumpet 1)&P5(F Trumpet 2)&P5(Timpani),P5(Main)&P5(Oboe 1)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 2)&P7(F Horn 1)&P7(F Horn 2)&P7(F Trumpet 1)&P7(F Trumpet 2)&P7(Timpani),P3(Main)&P3(Oboe 1)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P5(F Horn 1)&P5(F Horn 2)&P5(F Trumpet 1)&P5(F Trumpet 2)&P5(Timpani),P3(Main)&P3(Oboe 1)&P7(Bb Clarinet 1)&P5(Bb Clarinet 2)&P7(Bassoon 1)&P5(Bassoon 2)&P8(F Horn 2)&P8(F Trumpet 1)&U(F Trumpet 2)&P8(Timpani),P3(Main)&P3(Oboe 1)&P7(Bb Clarinet 1)&P5(Bb Clarinet 2)&P7(Bassoon 1)&P5(Bassoon 2)&P8(F Horn 1)&P8(F Trumpet 1)&P8(F Trumpet 2)&U(Timpani),P3(Main)&P3(Oboe 1)&P7(Bb Clarinet 1)&P5(Bb Clarinet 2)&P7(Bassoon 1)&P5(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 2)&P8(Timpani),P3(Main)&P3(Oboe 1)&P7(Bb Clarinet 1)&P5(Bb Clarinet 2)&P7(Bassoon 1)&P5(Bassoon 2)&U(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 1)&P8(Timpani),P3(Main)&P3(Oboe 1)&P7(Bb Clarinet 1)&P5(Bb Clarinet 2)&P7(Bassoon 1)&P5(Bassoon 2)&P8(F Horn 1)&U(F Horn 2)&P8(F Trumpet 1)&P8(F Trumpet 2),P3(Violin 2)&P4(Viola)&P8(Violoncello)&P8(Contrabass),P3(Violin 1)&P6(Viola)&P3(Violoncello)&P3(Contrabass),P4(Violin 1)&P6(Violin 2)&P4(Violoncello)&P4(Contrabass),P8(Violin 1)&P3(Violin 2)&P4(Viola)&P8(Contrabass),P8(Violin 1)&P3(Violin 2)&P4(Viola)&P8(Violoncello)
1409.0,1412.0,U(Oboe 1)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P4(F Horn 1)&P4(F Horn 2)&P4(F Trumpet 1)&P4(F Trumpet 2)&P8(Timpani),,U(Flute 1)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P4(F Horn 1)&P4(F Horn 2)&P4(F Trumpet 1)&P4(F Trumpet 2)&P8(Timpani),,P3(Flute 1)&P3(Oboe 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P6(F Horn 1)&P6(F Horn 2)&P6(F Trumpet 1)&P6(F Trumpet 2)&P3(Timpani),P8(Flute 1)&P8(Oboe 1)&P3(Bb Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2)&P4(F Horn 1)&P4(F Horn 2)&P4(F Trumpet 1)&P4(F Trumpet 2)&P8(Timpani),P3(Flute 1)&P3(Oboe 1)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 2)&P6(F Horn 1)&P6(F Horn 2)&P6(F Trumpet 1)&P6(F Trumpet 2)&P3(Timpani),P8(Flute 1)&P8(Oboe 1)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P4(F Horn 1)&P4(F Horn 2)&P4(F Trumpet 1)&P4(F Trumpet 2)&P8(Timpani),P4(Flute 1)&P4(Oboe 1)&P6(Bb Clarinet 1)&P4(Bb Clarinet 2)&P6(Bassoon 1)&P4(Bassoon 2)&P8(F Horn 2)&P8(F Trumpet 1)&U(F Trumpet 2)&P4(Timpani),P4(Flute 1)&P4(Oboe 1)&P6(Bb Clarinet 1)&P4(Bb Clarinet 2)&P6(Bassoon 1)&P4(Bassoon 2)&P8(F Horn 1)&P8(F Trumpet 1)&P8(F Trumpet 2)&P4(Timpani),P4(Flute 1)&P4(Oboe 1)&P6(Bb Clarinet 1)&P4(Bb Clarinet 2)&P6(Bassoon 1)&P4(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 2)&P4(Timpani),P4(Flute 1)&P4(Oboe 1)&P6(Bb Clarinet 1)&P4(Bb Clarinet 2)&P6(Bassoon 1)&P4(Bassoon 2)&U(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 1)&P4(Timpani),P8(Flute 1)&P8(Oboe 1)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P4(F Horn 1)&P4(F Horn 2)&P4(F Trumpet 1)&P4(F Trumpet 2),Main Part,P3(Main)&P6(Viola)&P3(Violoncello)&P3(Contrabass),P4(Main)&P6(Violin 2)&P4(Violoncello)&P4(Contrabass),P8(Main)&P3(Violin 2)&P4(Viola)&P8(Contrabass),P8(Main)&P3(Violin 2)&P4(Viola)&P8(Violoncello)
1412.0,1415.0,Main Part,,U(Main)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P4(F Horn 1)&P4(F Horn 2)&P4(F Trumpet 1)&P4(F Trumpet 2)&P8(Timpani),,P3(Main)&P3(Oboe 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P6(F Horn 1)&P6(F Horn 2)&P6(F Trumpet 1)&P6(F Trumpet 2)&P3(Timpani),P8(Main)&P8(Oboe 1)&P3(Bb Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2)&P4(F Horn 1)&P4(F Horn 2)&P4(F Trumpet 1)&P4(F Trumpet 2)&P8(Timpani),P3(Main)&P3(Oboe 1)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 2)&P6(F Horn 1)&P6(F Horn 2)&P6(F Trumpet 1)&P6(F Trumpet 2)&P3(Timpani),P8(Main)&P8(Oboe 1)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P4(F Horn 1)&P4(F Horn 2)&P4(F Trumpet 1)&P4(F Trumpet 2)&P8(Timpani),P4(Main)&P4(Oboe 1)&P6(Bb Clarinet 1)&P4(Bb Clarinet 2)&P6(Bassoon 1)&P4(Bassoon 2)&P8(F Horn 2)&P8(F Trumpet 1)&U(F Trumpet 2)&P4(Timpani),P4(Main)&P4(Oboe 1)&P6(Bb Clarinet 1)&P4(Bb Clarinet 2)&P6(Bassoon 1)&P4(Bassoon 2)&P8(F Horn 1)&P8(F Trumpet 1)&P8(F Trumpet 2)&P4(Timpani),P4(Main)&P4(Oboe 1)&P6(Bb Clarinet 1)&P4(Bb Clarinet 2)&P6(Bassoon 1)&P4(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 2)&P4(Timpani),P4(Main)&P4(Oboe 1)&P6(Bb Clarinet 1)&P4(Bb Clarinet 2)&P6(Bassoon 1)&P4(Bassoon 2)&U(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 1)&P4(Timpani),P8(Main)&P8(Oboe 1)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P4(F Horn 1)&P4(F Horn 2)&P4(F Trumpet 1)&P4(F Trumpet 2),P3(Violin 2)&P4(Viola)&P8(Violoncello)&P8(Contrabass),P3(Violin 1)&P6(Viola)&P3(Violoncello)&P3(Contrabass),P4(Violin 1)&P6(Violin 2)&P4(Violoncello)&P4(Contrabass),P8(Violin 1)&P3(Violin 2)&P4(Viola)&P8(Contrabass),P8(Violin 1)&P3(Violin 2)&P4(Viola)&P8(Violoncello)
1415.0,1418.0,U(Oboe 1)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P4(F Horn 1)&P4(F Horn 2)&P4(F Trumpet 1)&P4(F Trumpet 2)&P8(Timpani),,U(Flute 1)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P4(F Horn 1)&P4(F Horn 2)&P4(F Trumpet 1)&P4(F Trumpet 2)&P8(Timpani),,P3(Flute 1)&P3(Oboe 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P6(F Horn 1)&P6(F Horn 2)&P6(F Trumpet 1)&P6(F Trumpet 2)&P3(Timpani),P8(Flute 1)&P8(Oboe 1)&P3(Bb Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2)&P4(F Horn 1)&P4(F Horn 2)&P4(F Trumpet 1)&P4(F Trumpet 2)&P8(Timpani),P3(Flute 1)&P3(Oboe 1)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 2)&P6(F Horn 1)&P6(F Horn 2)&P6(F Trumpet 1)&P6(F Trumpet 2)&P3(Timpani),P8(Flute 1)&P8(Oboe 1)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P4(F Horn 1)&P4(F Horn 2)&P4(F Trumpet 1)&P4(F Trumpet 2)&P8(Timpani),P4(Flute 1)&P4(Oboe 1)&P6(Bb Clarinet 1)&P4(Bb Clarinet 2)&P6(Bassoon 1)&P4(Bassoon 2)&P8(F Horn 2)&P8(F Trumpet 1)&U(F Trumpet 2)&P4(Timpani),P4(Flute 1)&P4(Oboe 1)&P6(Bb Clarinet 1)&P4(Bb Clarinet 2)&P6(Bassoon 1)&P4(Bassoon 2)&P8(F Horn 1)&P8(F Trumpet 1)&P8(F Trumpet 2)&P4(Timpani),P4(Flute 1)&P4(Oboe 1)&P6(Bb Clarinet 1)&P4(Bb Clarinet 2)&P6(Bassoon 1)&P4(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 2)&P4(Timpani),P4(Flute 1)&P4(Oboe 1)&P6(Bb Clarinet 1)&P4(Bb Clarinet 2)&P6(Bassoon 1)&P4(Bassoon 2)&U(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 1)&P4(Timpani),P8(Flute 1)&P8(Oboe 1)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P4(F Horn 1)&P4(F Horn 2)&P4(F Trumpet 1)&P4(F Trumpet 2),Main Part,P3(Main)&P6(Viola)&P3(Violoncello)&P3(Contrabass),P4(Main)&P6(Violin 2)&P4(Violoncello)&P4(Contrabass),P8(Main)&P3(Violin 2)&P4(Viola)&P8(Contrabass),P8(Main)&P3(Violin 2)&P4(Viola)&P8(Violoncello)
