qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,A Clarinet 1,A Clarinet 2,Bassoon 1,Bassoon 2,F Horn 1,F Horn 2,F Horn 3,F Horn 4,F Trumpet 1,F Trumpet 2,Tenor Trombone 1,Tenor Trombone 2,Bass Trombone,Tuba,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
1209.0,287.8321,303,1.5,E6,E6,r,r,E5,E4,r,r,r,E4,B3,E3,G4,E4,r,r,r,r,r,G4,E4,B3,r,r
1209.5,287.9457,303,1.75,E6,E6,r,r,E5,E4,r,r,r,E4,B3,E3,G4,E4,r,r,r,r,r,r,r,r,E3,E2
1210.0,288.0593,303,2.0,D6,D6,r,r,D5,E4,r,r,r,E4,B3,G3,G4,E4,r,r,r,r,E3,r,r,r,E3,E2
1210.5,288.1729,303,2.25,D6,D6,r,r,D5,E4,r,r,r,E4,B3,G3,G4,E4,r,r,r,r,E3,B4,E4,G3,r,r
1211.0,288.2865,303,2.5,E6,E6,r,r,E5,E4,r,r,r,E4,B3,G3,G4,E4,r,r,r,r,r,B4,E4,G3,r,r
1211.5,288.4001,303,2.75,E6,E6,r,r,E5,E4,r,r,r,E4,B3,G3,G4,E4,r,r,r,r,r,r,r,r,E3,E2
1212.0,288.5137,304,1.0,D6,D6,r,r,D5,D4,r,r,r,D4,C4,F#3,D5,D4,r,r,r,r,r,r,r,r,E3,E2
1212.5,288.6273,304,1.25,D6,D6,r,r,D5,D4,r,r,r,D4,C4,F#3,D5,D4,r,r,r,r,r,C5,E4,F#3,r,r
1213.0,288.7409,304,1.5,E6,E6,r,r,E5,E4,r,r,E4,r,C4,F#3,E5,E4,r,r,r,r,E3,C5,E4,F#3,r,r
1213.5,288.8545,304,1.75,E6,E6,r,r,E5,E4,r,r,E4,r,C4,F#3,E5,E4,r,r,r,r,E3,r,r,r,E3,E2
1214.0,288.9681,304,2.0,B5,B5,E5,B4,E5,B4,r,r,B4,G4,E4,C4,B4,G4,r,r,r,r,r,r,r,r,E3,E2
1214.5,289.0817,304,2.25,B5,B5,E5,B4,E5,B4,r,r,B4,G4,E4,C4,B4,G4,r,r,r,r,r,E5,E4,C4,r,r
1215.0,289.1953,304,2.5,B5,B5,E5,B4,E5,B4,r,r,B4,G4,E4,C4,B4,G4,r,r,r,r,E3,E5,E4,C4,r,r
1215.5,289.3089,304,2.75,A5,A5,F#5,A4,F#5,A4,r,r,A4,F#4,E4,C4,A4,F#4,r,r,r,r,E3,r,r,r,E3,E2
1216.0,289.4225,305,1.0,G5,G5,G5,G4,G5,G4,r,r,G4,E4,E4,B3,G4,E4,r,r,r,r,r,r,r,r,E3,E2
1216.5,289.5361,305,1.25,G5,G5,G5,G4,G5,G4,r,r,G4,E4,E4,r,G4,E4,r,r,r,r,E3,G4,E4,B3,r,r
1217.0,289.6497,305,1.5,G5,G5,G5,G4,r,r,r,r,G4,E4,E4,r,G4,E4,r,r,r,r,E3,E4,E4,C4,r,r
1217.5,289.7633,305,1.75,F#5,F#5,F#5,F#4,r,r,r,r,F#4,F#3,E4,F#3,F#4,F#4,r,r,r,r,r,r,r,r,E3,E2
1218.0,289.8769,305,2.0,G5,G5,G5,G4,B3,B3,B3,E3,G4,G3,E4,G3,G4,G4,r,r,r,r,r,r,r,r,E3,E2
1218.5,289.9905,305,2.25,G5,G5,G5,G4,B3,B3,B3,E3,G4,G3,E4,G3,G4,G4,r,r,r,r,E3,G4,E4,B3,r,r
1218.6667,290.0284,305,2.3333,G5,G5,G5,G4,B3,B3,B3,E3,G4,G3,E4,G3,G4,G4,r,r,r,r,E3,G4,E4,B3,r,r
1219.0,290.1042,305,2.5,G5,G5,G5,G4,C4,C4,C4,E3,G4,G3,E4,G3,G4,G4,r,r,r,r,E3,A4,E4,C4,r,r
1219.3333,290.18,305,2.6667,G5,G5,G5,G4,C4,C4,C4,E3,G4,G3,E4,G3,G4,G4,r,r,r,r,E3,A4,E4,C4,r,r
1219.5,290.2179,305,2.75,r,r,r,r,C4,C4,C4,E3,r,r,E4,r,r,r,r,r,r,r,r,r,r,r,E3,E2
1220.0,290.3315,306,1.0,A5,A5,A5,A4,C4,C4,C4,E3,A4,A3,E4,A3,A4,A4,r,r,r,r,r,r,r,r,E3,E2
1220.5,290.4451,306,1.25,A5,A5,A5,A4,C4,C4,C4,E3,A4,A3,E4,A3,A4,A4,r,r,r,r,E3,A4,G4,C4,r,r
1221.0,290.5587,306,1.5,A5,A5,A5,A4,C4,C4,C4,E3,A4,A3,E4,A3,A4,A4,r,r,r,r,E3,G4,G4,C4,r,r
1221.5,290.6723,306,1.75,G5,G5,G5,G4,C4,C4,C4,E3,G4,G3,E4,G3,G4,G4,r,r,r,r,r,r,r,r,E3,E2
1222.0,290.7859,306,2.0,A5,A5,A5,A4,C#4,C#4,C#4,E3,A4,A3,E4,A3,A4,A4,r,r,r,r,r,r,r,r,E3,E2
1222.5,290.8995,306,2.25,A5,A5,A5,A4,C#4,C#4,C#4,E3,A4,A3,E4,A3,A4,A4,r,r,r,r,E3,A4,G4,C#4,r,r
1222.6667,290.9374,306,2.3333,A5,A5,A5,A4,C#4,C#4,C#4,E3,A4,A3,E4,A3,A4,A4,r,r,r,r,E3,A4,G4,C#4,r,r
1223.0,291.0132,306,2.5,A5,A5,A5,A4,C#4,C#4,C#4,E3,A4,A3,E4,A3,A4,A4,r,r,r,r,E3,B4,G4,C#4,r,r
1223.3333,291.089,306,2.6667,A5,A5,A5,A4,C#4,C#4,C#4,E3,A4,A3,E4,A3,A4,A4,r,r,r,r,E3,B4,G4,C#4,r,r
1223.5,291.1269,306,2.75,r,r,r,r,C#4,C#4,C#4,E3,r,r,E4,r,r,r,r,r,r,r,r,r,r,r,E3,E2
1224.0,291.2405,307,1.0,B5,B5,B5,B4,D4,D4,D4,F3,B4,B3,B3,B3,B4,B4,r,r,r,r,r,r,r,r,F3,F2
1224.5,291.3541,307,1.25,B5,B5,B5,B4,r,r,D4,F3,B4,B3,B3,B3,B4,B4,r,r,r,r,B2,B4,G4,D4,r,r
1225.0,291.4677,307,1.5,B5,B5,B5,B4,B4,r,D4,F3,B4,B3,B3,B3,B4,B4,r,r,r,r,B2,B4,G4,D4,r,r
1225.5,291.5813,307,1.75,C#6,C#6,B5,B4,C#5,r,C#4,F3,B4,B3,B3,B3,C#5,C#4,r,r,r,r,r,C#5,G4,C#4,F3,F2
1226.0,291.6949,307,2.0,C#6,C#6,B5,B4,C#5,r,C#4,F3,B4,B3,B3,B3,C#5,C#4,r,r,F3,F2,r,r,r,r,F3,F2
1226.5,291.8085,307,2.25,C#6,C#6,B5,B4,C#5,r,C#4,F3,B4,B3,B3,B3,C#5,C#4,r,r,F3,F2,B2,C#5,B4,C#4,r,r
1227.0,291.9221,307,2.5,C#6,C#6,B5,B4,C#5,r,C#4,F3,B4,B3,B3,B3,C#5,C#4,r,r,F3,F2,B2,C#5,B4,C#4,r,r
1227.5,292.0357,307,2.75,D6,D6,B5,B4,D5,r,D4,F3,B4,B3,B3,B3,D5,D4,r,r,F3,F2,r,D5,B4,D4,F3,F2
1228.0,292.1493,308,1.0,D6,D6,D5,B4,D5,D4,D4,F#3,F#4,D4,B3,F#3,D5,D4,F#4,B3,F#3,F#2,r,D5,B4,D4,F#3,F#2
1228.5,292.2629,308,1.25,D6,D6,E5,B4,E5,E4,D4,F#3,F#4,D4,B3,F#3,D5,D4,F#4,B3,F#3,F#2,F2,E5,E4,D4,r,r
1229.0,292.3765,308,1.5,D6,D6,E5,B4,E5,E4,r,r,F#4,D4,B3,F#3,D5,B4,r,r,r,r,F2,E5,E4,D4,r,r
1229.5,292.4901,308,1.75,D6,D6,F5,B4,F5,F4,r,r,F#4,D4,B3,F#3,D5,B4,r,r,r,r,r,F5,F4,D4,r,r
1230.0,292.6037,308,2.0,F#6,F#6,F5,B-4,F5,F4,F#3,F#2,F#4,F#4,B-3,F#3,C#5,B-4,E-4,B-3,F#3,F#2,r,F5,F4,E4,F#2,F#1
1230.5,292.7173,308,2.25,F#6,F#6,F#5,B-4,F#5,F#4,F#3,F#2,F#4,F#4,B-3,F#3,C#5,B-4,E-4,B-3,F#3,F#2,F2,F#5,F#4,E4,F#2,F#1
1231.0,292.8309,308,2.5,F#6,F#6,G#5,G#4,G#5,G#4,F#3,F#2,B-4,F#4,C#4,F#3,F#5,B-4,E4,C#4,F#3,F#2,F2,G#5,G#4,F#3,F#2,F#1
1231.5,292.9445,308,2.75,F#6,F#6,B-5,B-4,B-5,B-4,F#3,F#2,B-4,F#4,C#4,F#3,F#5,B-4,E4,C#4,F#3,F#2,r,B-5,B-4,F#3,F#2,F#1
1232.0,293.0581,309,1.0,F#6,F#6,B5,B4,B5,B4,B2,B1,B4,F#4,E-4,B3,F#5,B4,E-4,B3,F#3,B2,r,B5,B4,E-4,B2,B1
1232.5,293.1717,309,1.25,F#6,F#6,B5,B4,B5,B4,B2,B1,B4,F#4,E-4,B3,F#5,B4,E-4,B3,F#3,B2,r,B5,B4,E-4,B2,B1
1233.0,293.2853,309,1.5,r,r,r,r,r,r,B2,B1,B4,F#4,E-4,B3,B4,F#4,E-4,B3,F#3,B2,B2,B5,B4,E-4,B2,B1
1233.5,293.3989,309,1.75,r,r,r,r,r,r,B2,B1,B4,F#4,E-4,B3,B4,F#4,E-4,B3,F#3,B2,B2,B5,B4,E-4,B2,B1
1234.0,293.5125,309,2.0,r,r,r,r,r,r,B2,B1,B4,F#4,E-4,F#3,E-5,B4,E-4,B3,F#3,B2,B2,B5,B4,E-4,B2,B1
1234.5,293.6261,309,2.25,r,r,r,r,r,r,B2,B1,B4,F#4,E-4,F#3,E-5,B4,E-4,B3,F#3,B2,B2,B5,B4,E-4,B2,B1
1235.0,293.7397,309,2.5,r,r,r,r,r,r,B2,B1,B4,F#4,E-4,F#3,F#5,E-5,E-4,B3,F#3,B2,r,B5,B4,E-4,B2,B1
1235.5,293.8533,309,2.75,r,r,r,r,r,r,B2,B1,B4,F#4,E-4,F#3,F#5,E-5,E-4,B3,F#3,B2,r,B5,B4,E-4,B2,B1
1236.0,293.9669,310,1.0,r,r,r,r,r,r,A2,A1,B4,G4,E4,G3,G5,E5,E4,C4,G3,A2,r,B5,B4,E4,A2,A1
1236.5,294.0805,310,1.25,r,r,r,r,r,r,A2,A1,B4,G4,E4,G3,G5,E5,E4,C4,G3,A2,r,B5,B4,E4,A2,A1
1237.0,294.1941,310,1.5,r,r,r,r,r,r,A2,A1,C5,G4,E4,G3,G5,E5,E4,C4,G3,A2,r,C6,C5,E4,A2,A1
1237.5,294.3077,310,1.75,r,r,r,r,r,r,A2,A1,C5,G4,E4,G3,G5,E5,E4,C4,G3,A2,r,C6,C5,E4,A2,A1
1238.0,294.4213,310,2.0,r,r,r,r,r,r,A2,A1,C5,G4,E4,G3,E5,C5,E4,C4,G3,A2,r,G5,G4,E4,A2,A1
1238.5,294.5349,310,2.25,r,r,r,r,r,r,A2,A1,C5,G4,E4,G3,E5,C5,E4,C4,G3,A2,r,G5,G4,E4,A2,A1
1239.0,294.6485,310,2.5,r,r,r,r,r,r,A2,A1,C5,G4,E4,C4,E5,C5,E4,C4,F#3,A2,r,G5,G4,G3,A2,A1
1239.5,294.7621,310,2.75,r,r,r,r,r,r,A2,A1,C5,F#4,E4,C4,F#5,F#4,E4,C4,F#3,A2,r,F#5,F#4,F#3,A2,A1
1240.0,294.8757,311,1.0,B5,B5,B5,B4,B5,B4,B2,B1,B4,F#4,E-4,B3,F#5,F#4,E-4,B3,F#3,B2,r,B5,B4,E-4,B2,B1
1240.5,294.9893,311,1.25,B5,B5,B5,B4,B5,B4,B2,B1,B4,F#4,E-4,B3,F#5,F#4,E-4,B3,F#3,B2,r,B5,B4,E-4,B2,B1
1241.0,295.1029,311,1.5,B5,B5,B5,B4,B5,B4,B2,B1,B4,E-4,B3,F#3,E-5,B4,E-4,B3,F#3,B2,B2,B5,B4,E-4,B2,B1
1241.5,295.2165,311,1.75,B5,B5,B5,B4,B5,B4,B2,B1,B4,E-4,B3,F#3,E-5,B4,E-4,B3,F#3,B2,B2,B5,B4,E-4,B2,B1
1242.0,295.3301,311,2.0,B5,B5,B5,B4,B5,B4,B2,B1,B4,F#4,E-4,B3,F#5,E-5,E-4,B3,F#3,B2,B2,B5,B4,E-4,B2,B1
1242.5,295.4437,311,2.25,B5,B5,B5,B4,B5,B4,B2,B1,B4,F#4,E-4,B3,F#5,E-5,E-4,B3,F#3,B2,B2,B5,B4,E-4,B2,B1
1243.0,295.5573,311,2.5,B5,B5,B5,B4,B5,B4,B2,B1,F#4,E-4,B3,F#3,E-5,B4,E-4,B3,F#3,B2,r,B5,B4,E-4,B2,B1
1243.5,295.6709,311,2.75,B5,B5,B5,B4,B5,B4,B2,B1,F#4,E-4,B3,F#3,E-5,B4,E-4,B3,F#3,B2,r,B5,B4,E-4,B2,B1
1244.0,295.7845,312,1.0,B5,B5,B5,B4,E5,B4,A2,A1,A4,E4,C4,F#3,E5,C5,E4,C4,F#3,A2,r,B5,B4,E4,A2,A1
1244.5,295.8981,312,1.25,B5,B5,B5,B4,E5,B4,A2,A1,A4,E4,C4,F#3,E5,C5,E4,C4,F#3,A2,r,B5,B4,E4,A2,A1
1244.6667,295.936,312,1.3333,D6,D6,D6,D5,E5,D5,A2,A1,A4,E4,C4,F#3,E5,C5,E4,C4,F#3,A2,r,D6,D5,E4,A2,A1
1245.0,296.0118,312,1.5,D6,D6,D6,D5,E5,D5,A2,A1,A4,E4,C4,F#3,E5,C5,E4,C4,F#3,A2,r,D6,D5,E4,A2,A1
1245.3333,296.0876,312,1.6667,D6,D6,D6,D5,E5,D5,A2,A1,A4,E4,C4,F#3,E5,C5,E4,C4,F#3,A2,r,D6,D5,E4,A2,A1
1245.5,296.1255,312,1.75,r,r,r,r,E5,r,A2,A1,A4,E4,C4,F#3,E5,C5,E4,C4,F#3,A2,r,r,r,E4,A2,A1
1246.0,296.2391,312,2.0,G6,G6,G5,G4,G5,G4,A3,A2,G4,E-4,C4,A3,G5,G4,E-4,C4,A3,A2,r,G5,G4,E-4,A2,A1
1246.5,296.3527,312,2.25,G6,G6,G5,G4,G5,G4,A3,A2,G4,E-4,C4,A3,G5,G4,E-4,C4,A3,A2,r,G5,G4,E-4,A2,A1
1247.0,296.4663,312,2.5,G6,G6,G5,G4,G5,G4,A3,A2,G4,E-4,C4,A3,G5,G4,E-4,C4,A3,A2,r,G5,G4,E-4,A2,A1
1247.5,296.5799,312,2.75,F#6,F#6,F#5,F#4,F#5,F#4,A3,A2,F#4,E-4,C4,A3,F#5,F#4,E-4,C4,A3,A2,r,F#5,F#4,E-4,A2,A1
1248.0,296.6935,313,1.0,B5,B5,B5,B4,B4,E4,G#3,G#2,B3,B3,B3,E3,B4,B4,E4,B3,E3,G#2,r,B5,B4,E4,G#2,G#1
1248.5,296.8071,313,1.25,B5,B5,B5,B4,B4,E4,G#3,G#2,B3,B3,B3,E3,B4,B4,E4,B3,E3,G#2,r,B5,B4,B3,G#2,G#1
1249.0,296.9207,313,1.5,B5,B5,B5,B4,B4,E4,G#3,G#2,E4,E3,E4,E3,B4,B4,E4,B3,E3,G#2,E3,B5,B4,B3,G#2,G#1
1249.5,297.0343,313,1.75,B5,B5,B5,B4,B4,E4,G#3,G#2,E4,E3,E4,E3,B4,B4,E4,B3,E3,G#2,E3,B5,B4,B3,G#2,G#1
1250.0,297.1479,313,2.0,D6,D6,E5,D5,E5,D5,G3,G2,E4,E3,E4,E3,E5,E4,E4,C4,E3,G2,E3,E6,E5,C4,G2,G1
1250.5,297.2615,313,2.25,C6,C6,E5,C5,E5,C5,G3,G2,E4,E3,E4,E3,E5,E4,E4,C4,E3,G2,E3,E6,E5,C4,G2,G1
1251.0,297.3751,313,2.5,D6,D6,E5,D5,E5,D5,G3,G2,E4,E3,E4,E3,E5,E4,E4,C4,E3,G2,r,E6,E5,C4,G2,G1
1251.5,297.4887,313,2.75,C6,C6,E5,C5,E5,C5,G3,G2,E4,E3,E4,E3,E5,E4,E4,C4,E3,G2,r,E6,E5,C4,G2,G1
1252.0,297.6023,314,1.0,B5,B5,E5,B4,E5,B4,G#3,G#2,E4,E4,E3,E3,E5,E4,E4,B3,E3,G#2,r,B5,B4,B3,G#2,G#1
1253.0,297.8296,314,1.5,B5,B5,E5,B4,E5,B4,G#3,G#2,E4,E4,E3,E3,E5,E4,E4,B3,E3,G#2,E3,B5,B4,B3,G#2,G#1
1253.5,297.9432,314,1.75,B5,B5,E5,B4,E5,B4,G#3,G#2,E4,E4,E3,E3,E5,E4,E4,B3,E3,G#2,E3,B5,B4,B3,G#2,G#1
1254.0,298.0568,314,2.0,D6,D6,E5,D5,E5,D5,G3,G2,E4,E4,E3,E3,E5,E4,E4,C4,E3,G2,E3,E6,E5,C4,G2,G1
1254.5,298.1704,314,2.25,C6,C6,E5,C5,E5,C5,G3,G2,E4,E4,E3,E3,E5,E4,E4,C4,E3,G2,E3,E6,E5,C4,G2,G1
1255.0,298.284,314,2.5,D6,D6,E5,D5,E5,D5,G3,G2,E4,E4,E3,E3,E5,E4,E4,C4,E3,G2,r,E6,E5,C4,G2,G1
1255.5,298.3976,314,2.75,C6,C6,E5,C5,E5,C5,G3,G2,E4,E4,E3,E3,E5,E4,E4,C4,E3,G2,r,E6,E5,C4,G2,G1
1256.0,298.5112,315,1.0,E6,E6,A5,E5,A5,E5,C4,E3,A4,A4,A3,A3,E5,A4,C4,A3,E3,F#2,r,E6,E5,C4,F#2,F#1
1257.0,298.7385,315,1.5,E6,E6,A5,E5,A5,E5,C4,E3,A4,A4,A3,A3,E5,A4,C4,A3,E3,F#2,r,E6,E5,C4,F#2,F#1
1257.5,298.8521,315,1.75,E6,E6,A5,E5,A5,E5,C4,E3,A4,A4,A3,A3,E5,A4,C4,A3,E3,F#2,r,E6,E5,C4,F#2,F#1
1258.0,298.9657,315,2.0,G6,G6,A5,G5,A5,G5,C4,E-3,A4,A4,A3,A3,A5,A4,C4,A3,E-3,F2,r,A6,A5,C4,F2,F1
1258.5,299.0793,315,2.25,F6,F6,A5,F5,A5,F5,C4,E-3,A4,A4,A3,A3,A5,A4,C4,A3,E-3,F2,r,A6,A5,C4,F2,F1
1259.0,299.1929,315,2.5,G6,G6,A5,G5,A5,G5,C4,E-3,A4,A4,A3,A3,A5,A4,C4,A3,E-3,F2,r,A6,A5,C4,F2,F1
1259.5,299.3065,315,2.75,F6,F6,A5,F5,A5,F5,C4,E-3,A4,A4,A3,A3,A5,A4,C4,A3,E-3,F2,r,A6,A5,C4,F2,F1
1260.0,299.4201,316,1.0,E6,E6,A5,E5,A5,E5,C4,E3,A4,A4,A3,A3,A5,A4,C4,A3,E3,F#2,r,E6,E5,C4,F#2,F#1
1261.0,299.6474,316,1.5,E6,E6,A5,E5,A5,E5,C4,E3,A4,A4,A3,A3,A5,A4,C4,A3,E3,F#2,r,E6,E5,C4,F#2,F#1
1261.5,299.761,316,1.75,E6,E6,A5,E5,A5,E5,C4,E3,A4,A4,A3,A3,A5,A4,C4,A3,E3,F#2,r,E6,E5,C4,F#2,F#1
1262.0,299.8746,316,2.0,G6,G6,A5,G5,A5,G5,C4,E-3,A4,A4,A3,A3,A5,A4,C4,A3,E-3,F2,r,A6,A5,C4,F2,F1
1262.5,299.9882,316,2.25,F6,F6,A5,F5,A5,F5,C4,E-3,A4,A4,A3,A3,A5,A4,C4,A3,E-3,F2,r,A6,A5,C4,F2,F1
1263.0,300.1018,316,2.5,G6,G6,A5,G5,A5,G5,C4,E-3,A4,A4,A3,A3,A5,A4,C4,A3,E-3,F2,r,A6,A5,C4,F2,F1
1263.5,300.2154,316,2.75,F6,F6,A5,F5,A5,F5,C4,E-3,A4,A4,A3,A3,A5,A4,C4,A3,E-3,F2,r,A6,A5,C4,F2,F1
1264.0,300.329,317,1.0,A6,A6,C6,A5,A5,C5,E3,E3,C5,A4,C4,C4,A5,C5,C4,G3,E3,E2,E3,C7,C6,G4,E2,E1
1264.5,300.4426,317,1.25,A6,A6,C6,A5,A5,C5,E3,E3,C5,A4,C4,C4,A5,C5,C4,G3,E3,E2,E3,C7,C6,G4,E2,E1
1265.0,300.5562,317,1.5,G6,G6,C6,G5,G5,C5,r,r,C5,G4,C4,C4,G5,C5,C4,G3,E3,E2,E3,C7,C6,G4,G2,G1
1265.5,300.6698,317,1.75,G6,G6,C6,G5,G5,C5,r,r,C5,G4,C4,C4,G5,C5,C4,G3,E3,E2,E3,C7,C6,G4,G2,G1
1266.0,300.7834,317,2.0,E6,E6,G5,E5,E5,G4,C3,C2,C5,G4,C4,C4,G5,E5,G4,E4,C3,C2,E3,B6,B5,G4,C3,C2
1266.5,300.897,317,2.25,E6,E6,G5,E5,E5,G4,C3,C2,C5,G4,C4,C4,G5,E5,G4,E4,C3,C2,E3,C7,C6,G4,C3,C2
1267.0,301.0106,317,2.5,C6,C6,E5,C5,C5,E4,E3,E2,C5,G4,C4,C4,E5,C5,E4,C4,E3,E2,E3,A6,A5,G4,E3,E2
1267.5,301.1242,317,2.75,C6,C6,E5,C5,C5,E4,E3,E2,C5,G4,C4,C4,E5,C5,E4,C4,E3,E2,E3,G6,G5,G4,E3,E2
1268.0,301.2378,318,1.0,E6,E6,E5,C5,G5,E5,G3,G2,C5,G4,C4,C4,C5,E4,E4,C4,G3,G2,E3,E6,E5,G3,G3,G2
1268.5,301.3514,318,1.25,E6,E6,E5,C5,G5,E5,G3,G2,C5,G4,C4,C4,C5,E4,E4,C4,G3,G2,E3,E6,E5,G3,G3,G2
1269.0,301.465,318,1.5,E6,E6,E5,C5,G5,E5,C4,C3,C5,G4,C4,C4,G4,E4,E4,C4,C4,C3,E3,D6,D5,C4,C4,C3
1269.5,301.5786,318,1.75,E6,E6,E5,C5,G5,E5,C4,C3,C5,G4,C4,C4,G4,E4,E4,C4,C4,C3,E3,C6,C5,C4,C4,C3
1270.0,301.6922,318,2.0,A5,A5,A5,A4,E5,C5,E4,E3,C5,E4,E4,C4,C5,G4,C4,G3,E4,E3,E3,A5,A4,E4,E4,E3
1270.5,301.8058,318,2.25,C6,C6,C6,C5,E5,C5,r,r,C5,E4,E4,C4,C5,G4,C4,G3,E4,E3,r,C6,C5,C5,E4,E3
1271.0,301.9194,318,2.5,A5,A5,A5,A4,E5,C5,A3,A2,C5,E4,E4,C4,r,r,r,r,r,r,r,A5,A4,A4,A3,A2
1271.5,302.033,318,2.75,G5,G5,G5,G4,E5,C5,G3,G2,C5,E4,E4,C4,r,r,r,r,r,r,r,G5,G4,G4,G3,G2
1272.0,302.1466,319,1.0,E5,E5,E5,E4,E5,C5,E3,E2,C5,E4,E4,G3,r,r,r,r,r,r,r,E5,E4,E4,E3,E2
1272.5,302.2602,319,1.25,G5,G5,G5,G4,G5,G4,E3,E2,C5,E4,E4,G3,r,r,r,r,r,r,r,G5,G4,G4,G3,G2
1273.0,302.3738,319,1.5,E5,E5,E5,E4,E5,E4,E3,E2,E4,C4,E4,E3,r,r,r,r,r,r,E3,E5,E4,E4,E3,E2
1273.5,302.4874,319,1.75,D5,D5,D5,D4,D5,D4,D3,D2,E4,C4,E4,E3,r,r,r,r,r,r,E3,D5,D4,D4,D3,D2
1274.0,302.601,319,2.0,C5,C5,C5,C4,C5,C4,C3,C2,E4,C4,E4,E3,r,r,r,r,r,r,E3,C5,C4,C4,C3,C2
1274.5,302.7146,319,2.25,E5,E5,E5,C4,E5,E4,C3,C2,E4,C4,E4,E3,r,r,r,r,r,r,E3,E5,E4,E4,E3,E2
1275.0,302.8282,319,2.5,C5,C5,C5,E4,C5,C4,C3,C3,E4,C4,E4,E3,r,r,r,r,r,r,E3,C5,C4,C4,C3,C2
1275.5,302.9418,319,2.75,B4,B4,B4,E4,B4,B3,B2,B2,E4,C4,E4,E3,r,r,r,r,r,r,E3,B4,B3,B3,B2,B1
1276.0,303.0554,320,1.0,A4,A4,A4,A4,A4,A3,A2,A2,E4,C4,E4,E3,r,r,r,r,r,r,E3,A4,A3,A3,A2,A1
1277.0,303.2827,320,1.5,C6,C6,C6,E5,C6,C5,G#3,G#2,E4,C4,C4,C3,C5,C4,E4,C4,G#3,G#2,r,E5,C5,C4,G#2,G#1
1277.5,303.3963,320,1.75,C6,C6,C6,E5,C6,C5,G#3,G#2,E4,C4,C4,C3,C5,C4,E4,C4,G#3,G#2,r,E5,C5,C4,G#2,G#1
1278.0,303.5099,320,2.0,C6,C6,C6,F5,C6,C5,A3,A2,F4,C4,C4,C3,C5,C4,F4,C4,A3,A2,r,F5,C5,C4,A2,A1
1279.0,303.7372,320,2.5,B5,B5,B5,E-5,B5,B4,A3,A2,F#4,B3,B3,F#3,B4,B3,E-4,B3,F#3,A2,B2,E-5,C5,B3,A2,A1
1280.0,303.9645,321,1.0,B5,B5,B5,F#5,B5,B4,G3,G2,B4,B3,B3,B3,F#5,B4,E-4,B3,E3,G2,B2,B5,B4,B3,G2,G1
1280.5,304.0781,321,1.25,B5,B5,B5,F#5,B5,B4,G3,G2,B4,B3,B3,B3,F#5,B4,E-4,B3,E3,G2,B2,B5,B4,B3,G2,G1
1281.0,304.1917,321,1.5,B5,B5,B5,E5,B5,B4,r,r,B4,B3,B3,B3,E5,B4,E4,B3,E3,G2,B2,B5,B4,B3,B2,B1
1281.5,304.3053,321,1.75,B5,B5,B5,E5,B5,B4,r,r,B4,B3,B3,B3,E5,B4,E4,B3,E3,G2,B2,B5,B4,B3,B2,B1
1282.0,304.4189,321,2.0,B5,B5,B5,B4,B5,B4,E4,E3,r,r,B3,B3,B4,B4,G4,E4,B2,B1,B2,A5,A4,B3,E3,E2
1282.5,304.5325,321,2.25,B5,B5,B5,B4,B5,B4,E4,E3,r,r,B3,B3,B4,B4,G4,E4,B2,B1,B2,B5,B4,B4,E3,E2
1283.0,304.6461,321,2.5,B5,B5,B5,B4,B5,B4,E4,E3,r,r,B3,B3,B4,B4,E4,G3,E3,E2,B2,G5,G4,G4,B3,B2
1283.5,304.7597,321,2.75,B5,B5,B5,B4,B5,B4,E4,E3,r,r,B3,B3,B4,B4,E4,G3,E3,E2,B2,F#5,F#5,F#4,B3,B2
1284.0,304.8733,322,1.0,E6,E6,C6,E5,C6,E5,E4,E3,r,r,r,r,C5,C5,E4,B3,G3,G2,E3,E5,E5,E4,E4,E3
1284.5,304.9869,322,1.25,E6,E6,C6,E5,C6,E5,F#4,F#3,r,r,r,r,C5,C5,E4,B3,G3,G2,E3,F#5,F#5,F#4,F#4,F#3
1285.0,305.1005,322,1.5,E6,E6,B5,E5,B5,E5,D4,D3,r,r,r,r,B4,B4,E4,B3,B3,B2,E3,D5,D5,D4,D4,D3
1285.5,305.2141,322,1.75,E6,E6,B5,E5,B5,E5,C4,C3,r,r,r,r,B4,B4,E4,B3,B3,B2,E3,C5,C5,C4,C4,C3
1286.0,305.3277,322,2.0,E6,E6,G5,E5,G5,E5,B3,B2,r,r,r,r,G4,G4,B3,G3,E4,E3,E3,B4,B4,B3,B3,B2
1286.5,305.4413,322,2.25,E6,E6,G5,E5,G5,E5,r,r,r,r,r,r,G4,G4,B3,G3,E4,E3,E3,C5,C5,C4,C4,C3
1287.0,305.5549,322,2.5,E6,E6,G5,E5,G5,E5,A3,A2,E4,E4,E3,E3,r,r,r,r,r,r,r,A4,A4,A3,A3,A2
1287.5,305.6685,322,2.75,E6,E6,G5,E5,G5,E5,G3,G2,E4,E4,E3,E3,r,r,r,r,r,r,r,G4,G4,G3,G3,G2
1288.0,305.7821,323,1.0,G6,G6,B5,G5,B5,G5,F#3,F#2,E4,E4,E3,E3,r,r,r,r,r,r,r,F#4,F#4,F#3,F#3,F#2
