qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Eb Horn 1,Eb Horn 2,Eb Horn 3,Bb Trumpet 1,Bb Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
38.0,12.6667,13,3.0,B-5,r,G5,E-5,B-4,r,r,r,G4,E-4,r,r,r,r,F5,G3,F4,B-2,r
38.5,12.8333,13,3.5,B-5,r,G5,E-5,B-4,r,r,r,G4,E-4,r,r,r,r,E-5,B-3,E-4,B-2,r
39.0,13.0,14,1.0,B-5,r,G#5,F5,B-4,r,r,r,G#4,F4,r,r,r,r,D5,G#3,D4,B-2,r
39.5,13.1667,14,1.5,B-5,r,G#5,F5,B-4,r,r,r,G#4,F4,r,r,r,r,B-4,B-3,B-3,B-2,r
40.0,13.3333,14,2.0,C6,r,G5,E-5,C5,r,r,r,G4,E-4,r,r,r,r,E-5,G3,E-4,B-2,r
40.5,13.5,14,2.5,C6,r,G5,E-5,C5,r,r,r,G4,E-4,r,r,r,r,B-4,B-3,B-3,B-2,r
41.0,13.6667,14,3.0,D6,r,F5,D5,D5,r,r,r,F4,B-3,r,r,r,r,G#4,D4,G#3,B-2,r
41.5,13.8333,14,3.5,D6,r,F5,D5,D5,r,r,r,F4,B-3,r,r,r,r,F4,B-3,F3,B-2,r
42.0,14.0,15,1.0,E-6,r,E-5,E-5,E-5,r,r,r,E-4,G3,r,r,r,r,E-4,E-4,G3,E-3,E-2
42.5,14.1667,15,1.5,E-6,r,E-5,E-5,E-5,r,r,r,E-4,G3,r,r,r,r,E-4,B-3,G3,E-3,E-2
43.0,14.3333,15,2.0,E-6,r,r,r,E-5,r,r,r,E-4,r,r,r,r,r,r,B-3,G3,r,r
44.0,14.6667,15,3.0,G6,r,r,r,G5,r,r,r,G4,r,r,r,r,r,r,B-3,G3,r,r
45.0,15.0,16,1.0,E-6,r,r,r,E-5,r,r,r,E-4,r,r,r,r,r,r,B-3,G3,r,r
47.0,15.6667,16,3.0,B-5,r,r,r,B-4,r,r,r,B-3,r,r,r,r,r,r,B-3,G3,r,r
48.0,16.0,17,1.0,E-6,r,r,r,E-5,r,r,r,E-4,r,r,r,r,r,r,B-3,G3,r,r
49.0,16.3333,17,2.0,r,r,r,r,G5,r,r,r,G4,r,r,r,r,r,r,B-3,G3,r,r
50.0,16.6667,17,3.0,r,r,r,r,B-5,r,r,r,B-4,r,r,r,r,r,r,B-3,G3,r,r
51.0,17.0,18,1.0,r,r,r,r,E-5,r,r,r,E-4,r,r,r,r,r,r,B-3,G3,r,r
51.5,17.1667,18,1.5,r,r,r,r,E-5,r,r,r,E-4,r,r,r,r,r,r,B-3,G3,r,r
52.0,17.3333,18,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,B-3,r,r
52.5,17.5,18,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,B-3,r,r
53.0,17.6667,18,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,C4,B-3,C3,C2
53.5,17.8333,18,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,C4,B-3,C3,C2
54.0,18.0,19,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,C4,G#3,F3,F2
55.0,18.3333,19,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,C4,G#3,G#3,G#2
56.0,18.6667,19,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,C4,G#3,C4,C3
57.0,19.0,20,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,C4,G#3,F3,F2
57.5,19.1667,20,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,C4,G#3,F3,F2
58.0,19.3333,20,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,G#3,r,r
58.5,19.5,20,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,G#3,r,r
59.0,19.6667,20,3.0,G5,r,r,r,G4,r,E-3,r,r,r,r,r,r,r,r,E-4,C#4,r,r
59.5,19.8333,20,3.5,G5,r,r,r,G4,r,E-3,r,r,r,r,r,r,r,r,E-4,C#4,r,r
60.0,20.0,21,1.0,G#5,r,r,r,G#4,r,G#3,r,r,r,r,r,r,r,r,E-4,C4,r,r
61.0,20.3333,21,2.0,C6,r,r,r,C5,r,C4,r,r,r,r,r,r,r,r,E-4,C4,r,r
62.0,20.6667,21,3.0,E-6,E-5,r,r,E-5,r,E-4,r,r,r,r,r,r,r,r,E-4,C4,r,r
63.0,21.0,22,1.0,G#5,r,r,r,G#4,r,G#3,r,r,r,r,r,r,r,r,E-4,C4,r,r
63.5,21.1667,22,1.5,G#5,r,r,r,G#4,r,G#3,r,r,r,r,r,r,r,r,E-4,C4,r,r
64.0,21.3333,22,2.0,G#5,E-5,r,r,G#4,E-4,G#3,r,E-4,E-3,E-4,r,r,r,r,E-4,C4,C3,C2
64.5,21.5,22,2.5,G#5,E-5,r,r,G#4,E-4,G#3,r,E-4,E-3,E-4,r,r,r,r,E-4,C4,C3,C2
65.0,21.6667,22,3.0,A5,E-5,r,r,A4,E-4,A3,r,E-4,E-3,F4,r,r,r,A5,E-4,B3,B2,B1
65.5,21.8333,22,3.5,A5,E-5,r,r,A4,E-4,A3,r,E-4,E-3,F4,r,r,r,A5,E-4,B3,B2,B1
66.0,22.0,23,1.0,B-5,D5,D5,B-4,B-4,B-4,B-3,B-3,B-3,B-2,F4,r,r,r,B-5,D4,B-3,B-2,B-1
66.5,22.1667,23,1.5,B-5,D5,D5,B-4,B-4,B-4,B-3,B-3,B-3,B-2,F4,r,r,r,B-5,B-3,B-3,B-2,B-1
67.0,22.3333,23,2.0,B-5,D5,D5,B-4,B-4,B-4,B-3,B-3,B-3,B-2,r,r,r,r,B-5,D4,B-3,D3,B-1
67.5,22.5,23,2.5,B-5,D5,D5,B-4,B-4,B-4,B-3,B-3,B-3,B-2,r,r,r,r,B-5,F4,B-3,F3,B-1
68.0,22.6667,23,3.0,B-5,D5,D5,B-4,F5,F4,B-3,B-3,B-3,B-2,r,r,r,r,F5,B-4,B-3,B-3,B-1
68.5,22.8333,23,3.5,B-5,D5,D5,B-4,F5,F4,B-3,B-3,B-3,B-2,r,r,r,r,F5,D5,B-3,D4,B-1
69.0,23.0,24,1.0,B-5,D5,F5,D5,D5,D4,D4,B-3,B-3,B-2,r,r,r,r,D5,F5,B-3,F4,B-1
70.0,23.3333,24,2.0,B-5,D5,F5,D5,B-4,B-3,D4,B-3,B-3,B-2,r,r,r,r,B-4,F4,D3,r,B-1
71.0,23.6667,24,3.0,D6,G#5,G#5,D5,F5,G#4,F4,G#3,F4,B-3,F4,r,r,r,G#4,D4,F3,B-2,B-1
72.0,24.0,25,1.0,E-6,G5,G5,E-5,E-5,G4,E-4,G3,E-4,E-3,G4,r,r,r,G4,E-4,G3,B-2,B-1
73.0,24.3333,25,2.0,E-6,A5,F#5,E-5,E-5,F#4,C4,F#3,E-4,E-3,F#4,r,r,r,E-5,C5,F#3,B-2,B-1
74.0,24.6667,25,3.0,E-6,A5,F#5,E-5,E-5,F#4,C4,F#3,E-4,E-3,F#4,r,r,r,A4,C5,F#3,B-2,B-1
75.0,25.0,26,1.0,E-6,A5,F#5,E-5,E-5,F#4,C4,F#3,E-4,E-3,F#4,r,r,r,A5,C5,F#3,B-2,B-1
76.0,25.3333,26,2.0,E-6,A5,F#5,E-5,E-5,F#4,C4,F#3,E-4,E-3,F#4,r,r,r,A4,C5,F#3,B-2,B-1
77.0,25.6667,26,3.0,E-6,A5,F#5,E-5,E-5,G4,C4,G3,E-4,E-3,F#4,r,r,r,A5,C5,F#3,B-2,B-1
78.0,26.0,27,1.0,D6,B-5,F5,D5,D5,F4,D4,F3,B-3,B-2,F4,r,r,r,B-5,B-4,F3,B-2,B-1
78.5,26.1667,27,1.5,D6,B-5,F5,D5,D5,F4,D4,F3,B-3,B-2,F4,r,r,r,B-5,B-3,F3,B-2,B-1
79.0,26.3333,27,2.0,D6,B-5,F5,D5,B-5,B-4,r,r,B-3,B-2,r,r,r,r,B-5,D4,B-3,D3,B-1
79.5,26.5,27,2.5,D6,B-5,F5,D5,B-5,B-4,r,r,B-3,B-2,r,r,r,r,B-5,F4,B-3,F3,B-1
80.0,26.6667,27,3.0,D6,B-5,F5,D5,F5,F4,r,r,B-3,B-2,r,r,r,r,F5,B-4,B-3,B-3,B-1
80.5,26.8333,27,3.5,D6,B-5,F5,D5,F5,F4,r,r,B-3,B-2,r,r,r,r,F5,D5,B-3,D4,B-1
81.0,27.0,28,1.0,D6,B-5,F5,D5,D5,D4,r,r,B-3,B-2,r,r,r,r,D5,F5,B-3,F4,B-1
82.0,27.3333,28,2.0,D6,B-5,F5,D5,B-4,B-3,r,r,B-3,B-2,r,r,r,r,B-4,r,D3,r,B-1
83.0,27.6667,28,3.0,B-5,B-5,F5,D5,B-4,F4,D4,B-3,F4,B-2,B-3,r,r,r,B-4,B-4,B-3,B-2,B-1
84.0,28.0,29,1.0,B-5,B-5,F5,D5,B-4,F4,D4,G#3,F4,B-2,B-3,r,r,r,B-4,B-4,B-3,G#2,G#1
85.0,28.3333,29,2.0,D6,B-5,F5,D5,D5,F4,D4,G#3,F4,B-2,B-3,r,r,r,D5,F4,G#4,G#3,G#2
86.0,28.6667,29,3.0,D6,B-5,F5,D5,D5,F4,D4,G#3,F4,B-2,B-3,r,r,r,B-4,F4,G#4,G#3,G#2
87.0,29.0,30,1.0,D6,B-5,F5,D5,D5,F4,D4,G#3,F4,B-2,B-3,r,r,r,F5,F4,G#4,G#3,G#2
88.0,29.3333,30,2.0,D6,B-5,F5,D5,D5,F4,D4,G#3,F4,B-2,B-3,r,r,r,B-4,F4,G#4,G#3,G#2
89.0,29.6667,30,3.0,D6,B-5,F5,D5,D5,F4,D4,G#3,F4,B-2,B-3,r,r,r,B-5,F4,G#4,G#3,G#2
90.0,30.0,31,1.0,D6,B-5,F5,D5,D5,F4,D4,G#3,F4,B-2,B-3,r,r,r,B-5,F4,G#4,G#3,G#2
91.0,30.3333,31,2.0,E-6,B-5,G5,E-5,E-5,G4,E-4,G3,G4,B-2,E-4,r,r,r,E-5,E-4,G4,G3,G2
92.0,30.6667,31,3.0,E-6,B-5,G5,E-5,E-5,G4,E-4,G3,G4,B-2,E-4,r,r,r,B-4,E-4,G4,G3,G2
93.0,31.0,32,1.0,E-6,B-5,G5,E-5,E-5,G4,E-4,G3,G4,B-2,E-4,r,r,r,G5,E-4,G4,G3,G2
94.0,31.3333,32,2.0,E-6,B-5,G5,E-5,E-5,G4,E-4,G3,G4,B-2,E-4,r,r,r,B-4,E-4,G4,G3,G2
95.0,31.6667,32,3.0,E-6,B-5,G5,E-5,E-5,G4,E-4,G3,G4,B-2,E-4,r,r,r,B-5,E-4,G4,G3,G2
96.0,32.0,33,1.0,E-6,B-5,G5,E-5,E-5,G4,E-4,G3,G4,B-2,E-4,r,r,r,B-5,E-4,G4,G3,G2
97.0,32.3333,33,2.0,D6,B-5,F5,D5,D5,F4,D4,G#3,F4,B-2,B-3,r,r,r,B-4,D4,G#4,G#3,G#2
98.0,32.6667,33,3.0,D6,B-5,F5,D5,D5,F4,D4,G#3,F4,B-2,B-3,r,r,r,B-5,D4,G#4,G#3,G#2
99.0,33.0,34,1.0,D6,B-5,F5,D5,D5,B-4,D4,G#3,F4,B-2,B-3,r,r,r,B-5,D4,G#4,G#3,G#2
100.0,33.3333,34,2.0,E-6,B-5,G5,E-5,E-5,B-4,E-4,G3,G4,B-2,E-4,r,r,r,B-4,E-4,G4,G3,G2
101.0,33.6667,34,3.0,E-6,B-5,G5,E-5,E-5,B-4,E-4,G3,G4,B-2,E-4,r,r,r,B-5,E-4,G4,G3,G2
102.0,34.0,35,1.0,D6,B-5,G#5,D5,D5,B-4,D4,G#3,G#4,B-2,B-3,r,r,r,B-5,G#4,D4,F3,F2
102.25,34.0833,35,1.25,D6,B-5,G#5,D5,D5,B-4,D4,G#3,G#4,B-2,B-3,r,r,r,B-5,G#5,F4,F3,F2
102.5,34.1667,35,1.5,D6,B-5,G#5,D5,D5,B-4,D4,G#3,G#4,B-2,B-3,r,r,r,B-5,G#5,F4,F3,F2
102.75,34.25,35,1.75,D6,B-5,G#5,D5,D5,B-4,D4,G#3,G#4,B-2,B-3,r,r,r,B-5,G#5,F4,F3,F2
103.0,34.3333,35,2.0,B-4,B-4,B-4,B-4,B-3,B-3,B-2,B-2,G#4,B-2,B-3,r,r,r,B-4,G#5,F4,F3,F2
103.25,34.4167,35,2.25,B-4,B-4,B-4,B-4,B-3,B-3,B-2,B-2,G#4,B-2,B-3,r,r,r,B-4,G#5,F4,F3,F2
103.5,34.5,35,2.5,C5,C5,C5,C5,C4,C4,C3,C3,G#4,B-2,B-3,r,r,r,C5,G5,E-4,F3,F2
103.75,34.5833,35,2.75,C5,C5,C5,C5,C4,C4,C3,C3,G#4,B-2,B-3,r,r,r,C5,G5,E-4,F3,F2
104.0,34.6667,35,3.0,D5,D5,D5,D5,D4,D4,D3,D3,G#4,B-2,B-3,r,r,r,D5,F5,D4,F3,F2
104.25,34.75,35,3.25,D5,D5,D5,D5,D4,D4,D3,D3,G#4,B-2,B-3,r,r,r,D5,F5,D4,F3,F2
104.5,34.8333,35,3.5,E-5,E-5,E-5,E-5,E-4,E-4,E-3,E-3,G#4,B-2,B-3,r,r,r,E-5,E-5,C4,F3,F2
104.75,34.9167,35,3.75,E-5,E-5,E-5,E-5,E-4,E-4,E-3,E-3,G#4,B-2,B-3,r,r,r,E-5,E-5,C4,F3,F2
105.0,35.0,36,1.0,F5,F5,F5,F5,F4,F4,F3,F3,G#4,B-2,B-3,r,r,r,F5,D5,B-3,B-2,B-1
105.25,35.0833,36,1.25,F5,F5,F5,F5,F4,F4,F3,F3,G#4,B-2,B-3,r,r,r,F5,D5,B-3,B-2,B-1
105.5,35.1667,36,1.5,G5,G5,G5,G5,G4,G4,G3,G3,G#4,B-2,B-3,r,r,r,G5,C5,G#3,B-3,B-2
105.75,35.25,36,1.75,G5,G5,G5,G5,G4,G4,G3,G3,G#4,B-2,B-3,r,r,r,G5,C5,G#3,B-3,B-2
106.0,35.3333,36,2.0,G#5,G#5,G#5,G#5,G#4,G#4,G#3,G#3,G#4,B-3,F4,r,r,r,G#5,B-4,G3,B-3,B-2
106.5,35.5,36,2.5,B-5,B-5,B-5,B-5,B-4,B-4,B-3,B-3,G#4,B-3,F4,r,r,r,B-5,G#4,F3,B-3,B-2
107.0,35.6667,36,3.0,C6,C6,C6,C6,C5,C5,C4,C4,G#4,B-3,F4,r,r,r,C6,G4,E-3,B-3,B-2
107.5,35.8333,36,3.5,D6,D6,D6,D6,D5,D5,D4,D4,G#4,B-3,F4,r,r,r,D6,F4,G#3,B-3,B-2
108.0,36.0,37,1.0,E-6,E-6,E-5,E-5,E-5,E-5,E-4,E-3,G4,B-3,E-4,E-4,E-4,E-3,E-6,E-4,G3,E-3,E-2
108.25,36.0833,37,1.25,E-6,E-6,E-5,E-5,E-5,E-5,E-4,E-3,G4,B-3,E-4,E-4,E-4,E-3,E-6,G5,G3,E-3,E-2
108.5,36.1667,37,1.5,E-6,E-6,E-5,E-5,E-5,E-5,E-4,E-3,G4,B-3,E-4,E-4,E-4,E-3,E-6,G5,G3,E-3,E-2
108.75,36.25,37,1.75,E-6,E-6,E-5,E-5,E-5,E-5,E-4,E-3,G4,B-3,E-4,E-4,E-4,E-3,E-6,G5,G3,E-3,E-2
109.0,36.3333,37,2.0,E-6,E-6,E-5,E-5,E-5,E-5,E-4,E-3,E-4,E-3,E-4,E-4,E-4,r,E-6,G5,E-4,E-3,E-2
110.0,36.6667,37,3.0,G6,G5,G5,G5,G5,G5,G4,G3,G4,G3,G4,G4,G4,r,E-6,G5,G4,G3,G2
111.0,37.0,38,1.0,E-6,E-5,E-5,E-5,E-5,E-5,E-4,E-3,E-4,E-3,E-4,E-4,E-4,E-3,E-6,G5,E-4,E-3,E-2
113.0,37.6667,38,3.0,B-5,B-4,G4,G4,G4,G4,G3,G2,B-3,B-2,B-3,B-3,B-3,B-2,E-6,G5,B-3,B-2,B-1
114.0,38.0,39,1.0,E-6,E-5,E-5,E-5,E-5,E-5,E-4,E-3,E-4,E-3,E-4,E-4,E-4,E-3,E-6,G5,E-4,E-3,E-2
115.0,38.3333,39,2.0,G6,E-6,B-5,B-4,G5,G5,G3,G3,G4,G3,G4,G4,G4,E-3,E-6,G5,G4,G3,G2
116.0,38.6667,39,3.0,G6,E-6,B-5,B-4,B-5,B-5,B-3,B-3,B-4,B-3,G4,B-4,B-4,E-3,E-6,G5,B-4,B-3,B-2
117.0,39.0,40,1.0,G6,E-6,B-5,B-4,E-5,E-5,E-3,E-3,E-4,E-3,G4,E-4,E-4,E-3,E-6,G5,E-4,E-3,E-2
119.0,39.6667,40,3.0,G6,E-6,B5,B4,G5,E-5,G3,G2,G4,G3,G4,G4,G4,E-3,E-6,G5,G3,G2,G1
120.0,40.0,41,1.0,G6,E-6,C6,C5,G5,E-5,C4,C3,G4,G3,E-4,G4,G4,E-3,E-6,G5,C4,C3,C2
121.0,40.3333,41,2.0,G6,E-6,C6,C5,G5,E-5,E-4,E-3,G4,G3,E-4,G4,G4,E-3,E-6,G5,E-4,E-3,E-2
122.0,40.6667,41,3.0,G6,E-6,C6,C5,G5,E-5,G4,G3,G4,G3,E-4,G4,G4,E-3,E-6,G5,G4,G3,G2
123.0,41.0,42,1.0,G6,E-6,C6,C5,G5,E-5,C4,C3,G4,G3,E-4,G4,G4,E-3,E-6,G5,C4,C3,C2
125.0,41.6667,42,3.0,G6,C#6,B-5,E-5,G5,C#5,C#4,E-3,E-4,E-3,C#4,E-5,E-4,E-3,E-6,G5,C#4,E-2,E-1
126.0,42.0,43,1.0,G#6,C6,G#5,E-5,G#5,C5,C4,G#3,E-4,E-3,C4,E-5,E-4,E-3,E-6,G#5,C4,G#2,G#1
126.25,42.0833,43,1.25,G#6,C6,G#5,E-5,G#5,C5,C4,G#3,E-4,E-3,C4,E-5,E-4,E-3,E-6,C5,C4,G#2,G#1
126.5,42.1667,43,1.5,G#6,C6,G#5,E-5,G#5,C5,C4,G#3,E-4,E-3,C4,E-5,E-4,E-3,E-6,C5,C4,G#3,G#2
126.75,42.25,43,1.75,G#6,C6,G#5,E-5,G#5,C5,C4,G#3,E-4,E-3,C4,E-5,E-4,E-3,E-6,C5,C4,G#3,G#2
127.0,42.3333,43,2.0,E-6,C6,G#5,E-5,E-5,C5,C4,G#3,E-4,E-3,E-4,E-5,E-4,E-3,E-6,C5,C4,G#3,G#2
128.0,42.6667,43,3.0,E-6,C6,G#5,E-5,E-5,C5,C4,G#3,E-4,E-3,E-4,E-5,E-4,E-3,E-6,C5,C4,G#3,G#2
129.0,43.0,44,1.0,E6,C6,B-5,E5,E5,C5,C4,G3,B-3,B-2,B-3,B-4,B-3,B-2,E6,C5,C4,F#3,F#2
129.25,43.0833,44,1.25,E6,C6,B-5,E5,E5,C5,C4,G3,B-3,B-2,B-3,B-4,B-3,B-2,E6,C5,C4,F#3,F#2
129.5,43.1667,44,1.5,E6,B-5,B-5,E5,E5,B-4,B-3,G3,B-3,B-2,B-3,B-4,B-3,B-2,E6,B-4,B-3,F#3,F#2
129.75,43.25,44,1.75,E6,B-5,B-5,E5,E5,B-4,B-3,G3,B-3,B-2,B-3,B-4,B-3,B-2,E6,B-4,B-3,F#3,F#2
130.0,43.3333,44,2.0,E6,A5,r,r,E5,A4,A3,G3,B-3,B-2,B-3,B-4,B-3,B-2,E6,A4,A3,F#3,F#2
130.5,43.5,44,2.5,E6,B-5,r,r,E5,B-4,B-3,G3,B-3,B-2,B-3,B-4,B-3,B-2,E6,B-4,B-3,F#3,F#2
131.0,43.6667,44,3.0,E6,C6,r,r,E5,C5,C4,G3,B-3,B-2,B-3,B-4,B-3,B-2,E6,C5,C4,F#3,F#2
131.5,43.8333,44,3.5,E6,B-5,r,r,E5,B-4,B-3,G3,B-3,B-2,B-3,B-4,B-3,B-2,E6,B-4,B-3,F#3,F#2
132.0,44.0,45,1.0,F6,A5,r,r,F5,A4,A3,F3,F4,F4,F4,F5,F5,r,F6,A4,A3,F3,F2
132.5,44.1667,45,1.5,F6,A5,r,r,F5,A4,A3,F3,F4,F4,F4,F5,F5,r,F6,A3,F3,F3,F2
133.0,44.3333,45,2.0,r,r,G5,r,r,r,r,r,r,r,r,r,r,r,r,C4,A3,r,r
133.5,44.5,45,2.5,r,r,G5,r,r,r,r,r,r,r,r,r,r,r,r,A3,F3,r,r
134.0,44.6667,45,3.0,r,r,G5,r,r,r,r,r,r,r,r,r,r,r,r,C4,A3,r,r
134.5,44.8333,45,3.5,r,r,F5,r,r,r,r,r,r,r,r,r,r,r,r,A3,F3,r,r
135.0,45.0,46,1.0,r,r,E5,r,r,r,r,r,r,r,r,r,r,r,r,C4,A3,r,r
135.5,45.1667,46,1.5,r,r,E5,r,r,r,r,r,r,r,r,r,r,r,r,A3,F3,r,r
136.0,45.3333,46,2.0,r,r,r,r,F5,r,r,r,r,r,r,r,r,r,r,C4,A3,r,r
136.5,45.5,46,2.5,r,r,r,r,F5,r,r,r,r,r,r,r,r,r,r,A3,F3,r,r
137.0,45.6667,46,3.0,r,r,r,r,F5,r,r,r,r,r,r,r,r,r,r,C4,A3,r,r
137.5,45.8333,46,3.5,r,r,r,r,E-5,r,r,r,r,r,r,r,r,r,r,A3,F3,r,r
138.0,46.0,47,1.0,r,r,r,r,C5,r,r,r,F4,F4,r,r,r,r,r,C4,A3,F2,F1
138.5,46.1667,47,1.5,r,r,r,r,C5,r,r,r,F4,F4,r,r,r,r,r,A3,F3,F2,F1
139.0,46.3333,47,2.0,E-6,r,r,r,r,r,r,r,F4,F4,r,r,r,r,r,C4,A3,A2,A1
