qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Eb Horn 1,Eb Horn 2,Eb Horn 3,Bb Trumpet 1,Bb Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
1336.0,445.3333,299,2.0,E6,r,r,r,r,r,G#3,E3,r,r,r,r,r,r,E5,E5,E4,E3,E2
1336.5,445.5,299,2.5,D6,r,r,r,r,r,G#3,E3,r,r,r,r,r,r,D5,E5,E4,E3,E2
1337.0,445.6667,299,3.0,C6,r,r,r,r,r,A3,F#3,r,r,r,r,r,r,C5,E5,E4,E3,E2
1337.5,445.8333,299,3.5,B5,r,r,r,r,r,B3,G#3,r,r,r,r,r,r,B4,E5,E4,E3,E2
1338.0,446.0,300,1.0,C6,r,r,r,r,r,C4,A3,r,r,r,r,r,r,C5,E5,E4,A3,A2
1338.5,446.1667,300,1.5,C6,r,r,r,r,r,C4,A3,r,r,r,r,r,r,C5,E4,E3,A3,A2
1339.0,446.3333,300,2.0,A5,E5,r,r,r,r,C4,A3,r,r,r,r,r,r,A4,E4,E3,r,r
1339.5,446.5,300,2.5,A5,E5,r,r,r,r,C4,A3,r,r,r,r,r,r,A4,E4,E3,r,r
1340.0,446.6667,300,3.0,G#5,E5,r,r,r,r,D4,B3,r,r,r,r,r,r,G#4,E4,E3,r,r
1340.5,446.8333,300,3.5,G#5,E5,r,r,r,r,D4,B3,r,r,r,r,r,r,G#4,E4,E3,r,r
1341.0,447.0,301,1.0,A5,E5,r,r,r,r,E4,C4,r,r,r,r,r,r,A4,E4,E3,r,r
1341.5,447.1667,301,1.5,A5,E5,r,r,r,r,E4,C4,r,r,r,r,r,r,A4,E4,E3,r,r
1342.0,447.3333,301,2.0,A5,E5,r,r,r,r,E4,C4,r,r,r,r,r,r,A4,E4,E3,A3,A2
1342.5,447.5,301,2.5,B5,E5,r,r,r,r,D4,B3,r,r,r,r,r,r,B4,E4,E3,A3,A2
1343.0,447.6667,301,3.0,C6,E5,r,r,r,r,C4,A3,r,r,r,r,r,r,C5,E4,E3,A3,A2
1343.5,447.8333,301,3.5,C6,E5,r,r,r,r,C4,A3,r,r,r,r,r,r,C5,E4,E3,A3,A2
1344.0,448.0,302,1.0,B5,E5,r,r,r,r,B3,G#3,r,r,r,r,r,r,B4,E4,E3,E3,E2
1344.5,448.1667,302,1.5,B5,E5,r,r,r,r,B3,G#3,r,r,r,r,r,r,B4,E5,E4,E3,E2
1345.0,448.3333,302,2.0,E6,r,r,r,r,r,B3,G3,r,r,r,r,r,r,E5,E5,E4,r,r
1345.5,448.5,302,2.5,E6,r,r,r,r,r,B3,G3,r,r,r,r,r,r,E5,E5,E4,r,r
1346.0,448.6667,302,3.0,E-6,r,r,r,r,r,A3,F#3,r,r,r,r,r,r,E-5,E5,E4,r,r
1346.5,448.8333,302,3.5,E-6,r,r,r,r,r,A3,F#3,r,r,r,r,r,r,E-5,E5,E4,r,r
1347.0,449.0,303,1.0,E6,r,r,r,r,r,G3,E3,r,r,r,r,r,r,E5,E5,E4,r,r
1347.5,449.1667,303,1.5,r,r,r,r,r,r,E3,E3,r,r,r,r,r,r,E4,E5,E3,E3,E2
1348.0,449.3333,303,2.0,r,r,r,r,r,r,G3,G3,r,r,r,r,r,r,G4,G5,G3,G3,G2
1348.5,449.5,303,2.5,r,r,r,r,r,r,F3,F3,r,r,r,r,r,r,F4,F5,F3,F3,F2
1349.0,449.6667,303,3.0,r,r,r,r,r,r,E3,E3,r,r,r,r,r,r,E4,E5,E3,E3,E2
1349.5,449.8333,303,3.5,r,r,r,r,r,r,D3,D3,r,r,r,r,r,r,D4,D5,D3,D3,D2
1350.0,450.0,304,1.0,r,r,C5,C5,r,r,C3,C3,r,r,r,r,r,r,C4,C5,C3,C3,C2
1350.25,450.0833,304,1.25,r,r,C5,C5,r,r,C3,C3,r,r,r,r,r,r,C4,C4,C3,C3,C2
1350.5,450.1667,304,1.5,r,r,C5,C5,r,r,C3,C3,r,r,r,r,r,r,C4,C4,C3,C3,C2
1350.75,450.25,304,1.75,r,r,C5,C5,r,r,C3,C3,r,r,r,r,r,r,C4,C4,C3,C3,C2
1351.0,450.3333,304,2.0,r,r,C5,C5,r,r,C4,C3,r,r,r,r,r,r,C4,C4,C4,C3,C2
1352.0,450.6667,304,3.0,r,r,E5,E5,r,r,E4,E3,r,r,r,r,r,r,E4,E4,E4,E3,E2
1353.0,451.0,305,1.0,r,r,C5,C5,r,r,C4,C3,r,r,r,r,r,r,C4,C4,C4,C3,C2
1355.0,451.6667,305,3.0,r,r,G4,G4,r,r,G3,G2,r,r,r,r,r,r,G3,G3,G3,G2,G1
1356.0,452.0,306,1.0,r,r,C5,C5,r,r,C4,C3,r,r,r,r,r,r,C4,C4,C4,C3,C2
1357.0,452.3333,306,2.0,r,r,E5,E5,r,r,E4,E3,r,r,r,r,r,r,E4,E4,E4,E3,E2
1358.0,452.6667,306,3.0,r,r,G5,G5,r,r,G4,G3,r,r,r,r,r,r,G4,G4,G4,G3,G2
1359.0,453.0,307,1.0,r,r,C5,C5,r,r,C4,C3,r,r,r,r,r,r,C4,C4,C4,C3,C2
1361.0,453.6667,307,3.0,r,r,G4,G4,r,r,G2,G2,r,r,r,r,r,r,G3,G3,G3,G2,G1
1362.0,454.0,308,1.0,r,r,C5,C5,r,r,C3,C3,r,r,r,G5,G4,r,C4,C4,C4,C3,C2
1362.25,454.0833,308,1.25,r,r,C5,C5,r,r,C3,C3,r,r,r,G5,G4,r,C4,E4,C4,C3,C2
1362.5,454.1667,308,1.5,r,r,C5,C5,r,r,C3,C3,r,r,r,G5,G4,r,C4,E4,C4,C3,C2
1362.75,454.25,308,1.75,r,r,C5,C5,r,r,C3,C3,r,r,r,G5,G4,r,C4,E4,C4,C3,C2
1363.0,454.3333,308,2.0,r,r,E5,E5,r,r,E3,E3,G4,G3,r,G5,G4,r,E4,E4,E3,E3,E2
1364.0,454.6667,308,3.0,r,r,G5,G5,r,r,G3,G3,G4,G3,r,G5,G4,r,G4,E4,G3,G3,G2
1365.0,455.0,309,1.0,C6,C6,C5,C5,r,r,C4,C4,G4,G3,r,G5,G4,r,C5,E4,C4,C4,C3
1366.0,455.3333,309,2.0,E6,E6,E5,E5,r,r,E4,E4,G4,G3,r,G5,G4,r,E5,E4,E4,E4,E3
1367.0,455.6667,309,3.0,G6,G6,G5,G5,r,r,G4,G4,G4,G3,r,G5,G4,r,G5,E4,G4,G4,G3
1368.0,456.0,310,1.0,G6,G6,G5,G5,r,r,G4,G4,G4,G3,r,G5,G4,r,G5,F4,G4,G4,G3
1368.5,456.1667,310,1.5,F6,F6,F5,F5,r,r,F4,F4,G4,G3,r,G5,G4,r,F5,F4,F4,F4,F3
1369.0,456.3333,310,2.0,D6,D6,D5,D5,r,r,D4,D4,G4,G3,r,G5,G4,r,D5,F4,D4,D4,D3
1369.5,456.5,310,2.5,B5,B5,B4,B4,r,r,B3,B3,G4,G3,r,G5,G4,r,B4,F4,B3,B3,B2
1370.0,456.6667,310,3.0,G5,G5,G5,G5,r,r,G3,G3,G4,G3,r,G5,G4,r,G4,F4,G3,G3,G2
1370.5,456.8333,310,3.5,F5,F5,F5,F5,r,r,F3,F3,G4,G3,r,G5,G4,r,F4,F4,F3,F3,F2
1371.0,457.0,311,1.0,D5,D5,D5,D5,r,r,D3,D3,G4,G3,r,G5,G4,r,D4,F4,D3,D3,D2
1371.5,457.1667,311,1.5,F5,F5,F5,F5,r,r,F3,F3,G4,G3,r,G5,G4,r,F4,F4,F4,F3,F2
1372.0,457.3333,311,2.0,D5,D5,D5,D5,r,r,D3,D3,G4,G3,r,G5,G4,r,D4,F4,D4,D3,D2
1372.5,457.5,311,2.5,B4,B4,B4,B4,r,r,B2,B2,G4,G3,r,G5,G4,r,B3,F4,B3,B2,B1
1373.0,457.6667,311,3.0,G4,G4,G4,G4,r,r,G2,G2,G4,G3,r,G5,G4,r,G3,F4,G3,G2,G1
1373.5,457.8333,311,3.5,B4,B4,B4,B4,r,r,B2,B2,G4,G3,r,G5,G4,r,B3,F4,B3,B2,B1
1374.0,458.0,312,1.0,C5,C5,C5,C5,r,r,C3,C3,G4,G3,r,G5,G4,r,C4,E-4,C4,C3,C2
1375.0,458.3333,312,2.0,E-5,E-5,r,r,r,r,E-3,E-3,G4,G3,r,G5,G4,r,E-4,E-4,E-3,E-3,E-2
1376.0,458.6667,312,3.0,G5,G5,r,r,r,r,G3,G3,G4,G3,r,G5,G4,r,G4,E-4,G3,G3,G2
1377.0,459.0,313,1.0,C6,C6,C5,C5,r,r,C4,C4,G4,G3,r,G5,G4,r,C5,E-4,C4,C4,C3
1378.0,459.3333,313,2.0,E-6,E-6,E-5,E-5,r,r,E-4,E-4,G4,G3,r,G5,G4,r,E-5,E-4,E-4,E-4,E-3
1379.0,459.6667,313,3.0,G6,G6,G5,G5,r,r,G4,G4,G4,G3,r,G5,G4,r,G5,E-4,G4,G4,G3
1380.0,460.0,314,1.0,G6,G6,G5,G5,r,r,G4,G4,G4,G3,r,G5,G4,r,G5,F4,G4,G4,G3
1380.5,460.1667,314,1.5,F6,F6,F5,F5,r,r,F4,F4,G4,G3,r,G5,G4,r,F5,F4,F4,F4,F3
1381.0,460.3333,314,2.0,D6,D6,D5,D5,r,r,D4,D4,G4,G3,r,G5,G4,r,D5,F4,D4,D4,D3
1381.5,460.5,314,2.5,B5,B5,B4,B4,r,r,B3,B3,G4,G3,r,G5,G4,r,B4,F4,B3,B3,B2
1382.0,460.6667,314,3.0,G5,G5,G5,G5,r,r,G3,G3,G4,G3,r,G5,G4,r,G4,F4,G3,G3,G2
1382.5,460.8333,314,3.5,F5,F5,F5,F5,r,r,F3,F3,G4,G3,r,G5,G4,r,F4,F4,F3,F3,F2
1383.0,461.0,315,1.0,D5,D5,D5,D5,r,r,D3,D3,G4,G3,r,G5,G4,r,D4,F4,D3,D3,D2
1383.5,461.1667,315,1.5,F5,F5,F5,F5,r,r,F3,F3,G4,G3,r,G5,G4,r,F4,F4,F4,F3,F2
1384.0,461.3333,315,2.0,D5,D5,D5,D5,r,r,D3,D3,G4,G3,r,G5,G4,r,D4,F4,D4,D3,D2
1384.5,461.5,315,2.5,B4,B4,B4,B4,r,r,B2,B2,G4,G3,r,G5,G4,r,B3,F4,B3,B2,B1
1385.0,461.6667,315,3.0,G4,G4,G4,G4,r,r,G2,G2,G4,G3,r,G5,G4,r,G3,F4,G3,G2,G1
1385.5,461.8333,315,3.5,B4,B4,B4,B4,r,r,B2,B2,G4,G3,r,G5,G4,r,B3,F4,B3,B2,B1
1386.0,462.0,316,1.0,C5,C5,C5,C5,C4,C4,C3,C3,G4,G3,r,G5,G4,r,C4,E-4,C4,C3,C2
1386.25,462.0833,316,1.25,C5,C5,C5,C5,C4,C4,C3,C3,G4,G3,r,G5,G4,r,C4,C4,C4,C3,C2
1386.5,462.1667,316,1.5,C5,C5,C5,C5,C4,C4,C3,C3,G4,G3,r,G5,G4,r,C4,C4,C4,C3,C2
1386.75,462.25,316,1.75,C5,C5,C5,C5,C4,C4,C3,C3,G4,G3,r,G5,G4,r,C4,C4,C4,C3,C2
1387.0,462.3333,316,2.0,E-5,E-5,E-5,E-5,E-4,E-4,E-3,E-3,r,r,r,r,r,r,E-4,E-4,E-3,E-3,E-2
1388.0,462.6667,316,3.0,G5,G5,G5,G5,G4,G4,G3,G3,r,r,r,r,r,r,G4,G4,G3,G3,G2
1389.0,463.0,317,1.0,G#5,G#5,G#5,G#5,G#4,G#4,G#3,G#3,r,r,r,r,r,r,G#4,G#4,G#3,G#3,G#2
1391.0,463.6667,317,3.0,C5,C5,C5,C5,C4,C4,C3,C3,r,r,r,r,r,r,C4,C4,C3,C3,C2
1392.0,464.0,318,1.0,C#5,C#5,C#5,C#5,C#4,C#4,C#3,C#3,r,r,r,r,r,r,C#4,C#4,C#3,C#3,C#2
1393.0,464.3333,318,2.0,F5,F5,F5,F5,F4,F4,F3,F3,r,r,r,r,r,r,F4,F4,F3,F3,F2
1394.0,464.6667,318,3.0,A5,A5,A5,A5,A4,A4,A3,A3,r,r,r,r,r,r,A4,A4,A3,A3,A2
1395.0,465.0,319,1.0,B-5,B-5,B-5,B-5,B-4,B-4,B-3,B-3,r,r,r,r,r,r,B-4,B-4,B-3,B-3,B-2
1397.0,465.6667,319,3.0,D5,D5,D5,D5,D4,D4,D3,D3,r,r,r,r,r,r,D4,D4,D3,D3,D2
1398.0,466.0,320,1.0,E-5,E-5,E-5,E-5,E-4,E-4,E-3,E-3,r,r,r,B-4,B-3,B-2,E-4,E-4,E-3,E-3,E-2
1398.25,466.0833,320,1.25,E-5,E-5,E-5,E-5,E-4,E-4,E-3,E-3,r,r,r,B-4,B-3,B-2,E-4,G4,E-3,E-3,E-2
1398.5,466.1667,320,1.5,E-5,E-5,E-5,E-5,E-4,E-4,E-3,E-3,r,r,r,B-4,B-3,B-2,E-4,G4,E-3,E-3,E-2
1398.75,466.25,320,1.75,E-5,E-5,E-5,E-5,E-4,E-4,E-3,E-3,r,r,r,B-4,B-3,B-2,E-4,G4,E-3,E-3,E-2
1399.0,466.3333,320,2.0,B-5,B-5,B-5,B-4,G4,G4,G2,G2,B-3,B-2,G3,B-4,B-3,B-2,G4,G4,G3,G2,G1
1400.0,466.6667,320,3.0,B-5,B-5,B-5,B-4,B-4,B-4,B-2,B-2,B-3,B-2,B-3,B-4,B-3,B-2,B-4,G4,B-3,B-2,B-1
1401.0,467.0,321,1.0,B-5,B-5,B-5,B-4,E-5,E-5,E-3,E-3,B-3,B-2,E-4,B-4,B-3,B-2,E-5,G4,E-4,E-3,E-2
1402.0,467.3333,321,2.0,B-5,B-5,B-5,B-4,G5,G5,G3,G3,B-3,B-2,G4,B-4,B-3,B-2,G5,G4,G4,G3,G2
1403.0,467.6667,321,3.0,B-5,B-5,B-5,B-4,B-5,B-4,B-3,B-3,B-3,B-2,B-4,B-4,B-3,B-2,B-5,G4,B-4,B-3,B-2
1404.0,468.0,322,1.0,B-5,B-5,B-5,B-4,B-5,B-4,B-3,B-3,B-3,B-2,B-4,B-4,B-3,B-2,B-5,G#4,B-4,B-3,B-2
1404.5,468.1667,322,1.5,G#5,G#5,B-5,B-4,G#5,G#4,G#3,G#3,B-3,B-2,B-4,B-4,B-3,B-2,G#5,G#4,G#4,G#3,G#2
1405.0,468.3333,322,2.0,F6,F6,B-5,B-4,F5,F4,F3,F3,B-3,B-2,B-3,B-4,B-3,B-2,F5,G#4,F4,F3,F2
1405.5,468.5,322,2.5,D6,D6,B-5,B-4,D5,D4,D3,D3,B-3,B-2,B-3,B-4,B-3,B-2,D5,G#4,D4,D3,D2
1406.0,468.6667,322,3.0,B-5,B-5,B-5,B-4,B-4,B-3,B-2,B-2,B-3,B-2,B-3,B-4,B-3,B-2,B-4,G#4,B-3,B-2,B-1
1406.5,468.8333,322,3.5,G#5,G#5,B-5,B-4,G#4,G#4,G#2,G#2,B-3,B-2,B-3,B-4,B-3,B-2,G#4,G#4,G#3,G#2,G#1
1407.0,469.0,323,1.0,F5,F5,B-5,B-4,F4,F4,F2,F2,B-3,B-2,B-3,B-4,B-3,B-2,F4,G#4,F3,F2,F1
1407.5,469.1667,323,1.5,G#5,G#5,B-5,B-4,G#4,G#4,G#3,G#3,B-3,B-2,B-3,B-4,B-3,B-2,G#4,G#4,G#4,G#3,G#2
1408.0,469.3333,323,2.0,F5,F5,B-5,B-4,F4,F4,F3,F3,B-3,B-2,B-3,B-4,B-3,B-2,F4,G#4,F4,F3,F2
1408.5,469.5,323,2.5,D5,D5,B-5,B-4,D4,D4,D3,D3,B-3,B-2,B-3,B-4,B-3,B-2,D4,G#4,D4,D3,D2
1409.0,469.6667,323,3.0,B-4,B-4,B-5,B-4,B-3,B-3,B-2,B-2,B-3,B-2,B-3,B-4,B-3,B-2,B-3,G#4,B-3,B-2,B-1
1409.5,469.8333,323,3.5,D5,D5,B-5,B-4,D4,D4,D3,D3,B-3,B-2,B-3,B-4,B-3,B-2,D4,G#4,D4,D3,D2
1410.0,470.0,324,1.0,E-5,E-5,B-5,B-4,E-4,E-4,E-3,E-3,B-3,B-2,B-3,B-4,B-3,B-2,E-4,F#4,E-4,E-3,E-2
1410.25,470.0833,324,1.25,E-5,E-5,B-5,B-4,E-4,E-4,E-3,E-3,B-3,B-2,B-3,B-4,B-3,B-2,E-4,E-4,E-4,E-3,E-2
1410.5,470.1667,324,1.5,E-5,E-5,B-5,B-4,E-4,E-4,E-3,E-3,B-3,B-2,B-3,B-4,B-3,B-2,E-4,E-4,E-4,E-3,E-2
1410.75,470.25,324,1.75,E-5,E-5,B-5,B-4,E-4,E-4,E-3,E-3,B-3,B-2,B-3,B-4,B-3,B-2,E-4,E-4,E-4,E-3,E-2
1411.0,470.3333,324,2.0,B-5,B-5,B-5,B-4,r,r,F#2,F#2,B-3,B-2,E-4,B-4,B-3,B-2,F#4,F#4,F#3,F#2,F#1
1412.0,470.6667,324,3.0,B-5,B-5,B-5,B-4,r,r,B-2,B-2,B-3,B-2,E-4,B-4,B-3,B-2,B-4,B-4,B-3,B-2,B-1
1413.0,471.0,325,1.0,B-5,B-5,B-5,B-4,r,r,E-3,E-3,B-3,B-2,E-4,B-4,B-3,B-2,E-5,E-4,E-4,E-3,E-2
1414.0,471.3333,325,2.0,E-6,E-5,E-5,E-5,r,r,F#3,F#3,E-4,E-3,E-4,E-5,E-4,E-3,F#5,F#4,F#4,F#3,F#2
1415.0,471.6667,325,3.0,E-6,E-5,E-5,E-5,r,r,B-3,B-3,E-4,E-3,E-4,E-5,E-4,E-3,B-5,B-4,B-4,B-3,B-2
1416.0,472.0,326,1.0,E-6,E-5,E-5,E-5,r,r,E-4,E-4,E-4,E-3,E-4,E-5,E-4,E-3,E-6,E-5,E-5,E-4,E-3
1416.5,472.1667,326,1.5,E-6,E-5,E-5,E-5,r,r,E-4,E-4,E-4,E-3,E-4,E-5,E-4,E-3,B-4,B-3,E-5,E-4,E-3
1417.0,472.3333,326,2.0,r,r,r,r,E-5,F#4,E-4,r,r,r,r,r,r,r,B-4,B-3,r,E-4,r
1417.5,472.5,326,2.5,r,r,r,r,E-5,F#4,E-4,r,r,r,r,r,r,r,B-4,B-3,r,E-4,r
1418.0,472.6667,326,3.0,r,r,r,r,D5,G#4,F4,r,r,r,r,r,r,r,B-4,B-3,r,F4,r
1418.5,472.8333,326,3.5,r,r,r,r,D5,G#4,F4,r,r,r,r,r,r,r,B-4,B-3,r,F4,r
1419.0,473.0,327,1.0,r,r,r,r,E-5,B-4,F#4,r,r,r,r,r,r,r,B-4,B-3,r,F#4,r
1419.5,473.1667,327,1.5,r,r,r,r,E-5,B-4,F#4,r,r,r,r,r,r,r,B-4,B-3,r,F#4,r
1420.0,473.3333,327,2.0,r,r,r,r,E-5,B-4,F#4,r,r,r,r,r,r,r,B-4,B-3,r,F#4,E-2
1420.5,473.5,327,2.5,r,r,r,r,F5,D5,F4,r,r,r,r,r,r,r,B-4,B-3,r,F4,E-2
1421.0,473.6667,327,3.0,r,r,r,r,F#5,E-5,E-4,r,r,r,r,r,r,r,B-4,B-3,r,E-4,E-2
1421.5,473.8333,327,3.5,r,r,r,r,F#5,E-5,E-4,r,r,r,r,r,r,r,B-4,B-3,r,E-4,E-2
1422.0,474.0,328,1.0,r,r,r,r,F5,B-4,D4,r,r,r,r,r,r,r,B-4,B-3,r,D4,B-1
1422.5,474.1667,328,1.5,r,r,r,r,F5,B-4,D4,r,r,r,r,r,r,r,B-5,B-4,r,D4,B-1
1423.0,474.3333,328,2.0,r,r,r,r,B-5,F5,C#4,r,r,r,r,r,r,r,B-5,B-4,r,C#4,r
1423.5,474.5,328,2.5,r,r,r,r,B-5,F5,C#4,r,r,r,r,r,r,r,B-5,B-4,r,C#4,r
1424.0,474.6667,328,3.0,r,r,r,r,A5,E-5,C4,r,r,r,r,r,r,r,B-5,B-4,r,C4,r
1424.5,474.8333,328,3.5,r,r,r,r,A5,E-5,C4,r,r,r,r,r,r,r,B-5,B-4,r,C4,r
1425.0,475.0,329,1.0,r,r,r,r,B-5,D5,B-3,r,r,r,r,r,r,r,B-5,B-4,r,B-3,r
1425.5,475.1667,329,1.5,r,r,r,r,B-5,D5,B-3,r,r,r,r,r,r,r,B-5,B-4,r,B-3,r
1426.0,475.3333,329,2.0,r,r,r,r,B-5,D5,B-3,r,r,r,r,r,r,r,B-5,B-4,r,B-3,B-2
1426.5,475.5,329,2.5,r,r,r,r,G#5,D5,B-3,r,r,r,r,r,r,r,B-5,B-4,r,B-3,B-2
1427.0,475.6667,329,3.0,r,r,r,r,F#5,E-5,C4,r,r,r,r,r,r,r,B-5,B-4,r,C4,B-2
1427.5,475.8333,329,3.5,r,r,r,r,F5,F5,D4,r,r,r,r,r,r,r,B-5,B-4,r,D4,B-2
1428.0,476.0,330,1.0,r,r,r,r,E-5,F#4,E-4,r,r,r,r,r,r,r,B-5,B-4,r,E-4,E-3
1428.5,476.1667,330,1.5,r,r,r,r,E-5,F#4,E-4,r,r,r,r,r,r,r,B-4,r,B-3,E-4,E-3
1429.0,476.3333,330,2.0,r,r,r,r,E-5,r,E-4,r,r,r,r,r,r,r,B-4,r,B-3,r,r
1429.5,476.5,330,2.5,r,r,r,r,E-5,r,E-4,r,r,r,r,r,r,r,B-4,r,B-3,r,r
1430.0,476.6667,330,3.0,r,r,r,r,F5,r,F4,r,r,r,r,r,r,r,B-4,r,B-3,r,r
1430.5,476.8333,330,3.5,r,r,r,r,F5,r,F4,r,r,r,r,r,r,r,B-4,r,B-3,r,r
1431.0,477.0,331,1.0,r,r,r,r,F#5,r,F#4,r,r,r,r,r,r,r,B-4,r,B-3,r,r
1431.5,477.1667,331,1.5,r,r,r,r,F#5,r,F#4,r,r,r,r,r,r,r,B4,r,B3,r,r
1432.0,477.3333,331,2.0,r,r,r,r,F#5,r,F#4,r,r,r,r,r,r,r,B4,F#4,B3,E-3,E-2
1432.5,477.5,331,2.5,r,r,r,r,F5,r,F4,r,r,r,r,r,r,r,B4,F#4,B3,E-3,E-2
1433.0,477.6667,331,3.0,r,r,r,r,E-5,r,E-4,r,r,r,r,r,r,r,B4,F#4,B3,E-3,E-2
1433.5,477.8333,331,3.5,r,r,r,r,E-5,r,E-4,r,r,r,r,r,r,r,B4,F#4,B3,E-3,E-2
1434.0,478.0,332,1.0,r,r,r,r,C#5,r,C#4,r,r,r,r,r,r,r,B4,G#4,B3,F3,F2
1434.5,478.1667,332,1.5,r,r,r,r,C#5,r,C#4,r,r,r,r,r,r,r,G#4,G#4,G#3,F3,F2
1435.5,478.5,332,2.5,r,r,r,r,C#5,r,C#4,r,r,r,r,r,r,r,G#4,r,G#3,F3,F2
1436.0,478.6667,332,3.0,r,r,r,r,C#5,r,C#4,r,r,r,r,r,r,r,G#4,C#4,G#3,F3,F2
1436.5,478.8333,332,3.5,r,r,r,r,C#5,r,C#4,r,r,r,r,r,r,r,G#4,C#4,G#3,F3,F2
1437.0,479.0,333,1.0,r,r,r,r,C#5,r,C#4,r,r,r,r,r,r,r,G#4,B3,G#3,C#3,C#2
1437.5,479.1667,333,1.5,r,r,r,r,B4,r,B3,r,r,r,r,r,r,r,F4,B3,F3,C#3,C#2
1438.0,479.3333,333,2.0,r,r,r,r,B-4,r,B-3,r,r,r,r,r,r,r,F4,r,F3,C#3,C#2
1438.5,479.5,333,2.5,r,r,r,r,B4,r,B3,r,r,r,r,r,r,r,F4,r,F3,C#3,C#2
1439.0,479.6667,333,3.0,r,r,r,r,C#5,r,C#4,r,r,r,r,r,r,r,F4,B3,F3,C#3,C#2
1439.5,479.8333,333,3.5,r,r,r,r,B4,r,B3,r,r,r,r,r,r,r,F4,B3,F3,C#3,C#2
1440.0,480.0,334,1.0,r,r,r,r,B-4,r,B-3,r,r,r,r,r,r,r,F#4,B-3,F#3,F#3,F#2
1440.5,480.1667,334,1.5,r,r,r,r,B-4,r,B-3,r,r,r,r,r,r,r,F#4,B-3,C#3,F#3,F#2
1441.0,480.3333,334,2.0,F#5,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,B-3,F#3,F#3,F#2
1441.5,480.5,334,2.5,F#5,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,B-3,C#3,F#3,F#2
1442.0,480.6667,334,3.0,G#5,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,B-3,F#3,F#3,F#2
1442.5,480.8333,334,3.5,G#5,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,B-3,C#3,F#3,F#2
1443.0,481.0,335,1.0,B-5,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,B-3,F#3,F#3,F#2
1443.5,481.1667,335,1.5,B-5,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,B-3,C#3,F#3,F#2
1444.0,481.3333,335,2.0,B-5,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,B-3,F#3,F#3,F#2
1444.5,481.5,335,2.5,G#5,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,B-3,C#3,F#3,F#2
1445.0,481.6667,335,3.0,F#5,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,B-3,F#3,F#3,F#2
1445.5,481.8333,335,3.5,F#5,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,B-3,C#3,F#3,F#2
1446.0,482.0,336,1.0,F5,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,B3,G#3,G#3,G#2
1446.5,482.1667,336,1.5,F5,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,B3,C#3,G#3,G#2
1447.0,482.3333,336,2.0,F5,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,B4,G#3,G#3,G#2
1447.5,482.5,336,2.5,F5,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,B4,C#3,G#3,G#2
1448.0,482.6667,336,3.0,F5,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,C#5,G#3,G#3,G#2
1448.5,482.8333,336,3.5,F5,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,C#5,C#3,G#3,G#2
1449.0,483.0,337,1.0,F5,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,E-5,G#3,C#3,C#2
1449.5,483.1667,337,1.5,F5,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,E-5,C#3,C#3,C#2
1450.0,483.3333,337,2.0,F5,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,E-5,G#3,C#3,C#2
1450.5,483.5,337,2.5,F5,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,C#5,C#3,C#3,C#2
1451.0,483.6667,337,3.0,F5,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,B4,G#3,C#3,C#2
1451.5,483.8333,337,3.5,F5,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,B4,C#3,C#3,C#2
1452.0,484.0,338,1.0,F#5,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,B-4,F#3,F#3,F#2
1452.5,484.1667,338,1.5,F#5,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F#4,C#4,F#3,F#2
1453.0,484.3333,338,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F#4,C#4,F#3,F#2
1453.5,484.5,338,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F#4,C#4,F#3,F#2
1454.0,484.6667,338,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F#4,C#4,G#3,G#2
1454.5,484.8333,338,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F#4,C#4,G#3,G#2
