qstamp,tstamp,measure,beat,Traverso 1,Violin 1,Violin 2,Viola,Soprano 1 solo,Tenor solo,Continuo
242.0,191.0526,61,3.0,r,D5,G4,G4,r,r,B2
242.25,191.25,61,3.25,r,C5,G4,G4,r,r,B2
242.5,191.4474,61,3.5,r,E5,B4,E4,r,r,G3
242.75,191.6447,61,3.75,r,D5,B4,E4,r,r,G3
243.0,191.8421,61,4.0,r,C5,B4,E4,r,r,A2
243.25,192.0395,61,4.25,r,B4,B4,E4,r,r,A2
243.5,192.2368,61,4.5,r,D5,A4,A4,r,r,F#3
243.75,192.4342,61,4.75,r,C5,A4,A4,r,r,F#3
244.0,192.6316,62,1.0,G5,C5,G4,D4,r,r,G2
244.5,193.0263,62,1.5,F#5,C5,G4,D4,r,r,A2
244.75,193.2237,62,1.75,E5,C5,G4,D4,r,r,A2
245.0,193.4211,62,2.0,D5,B4,G4,D4,r,r,B2
245.25,193.6184,62,2.25,D5,A4,F#4,C4,r,r,B2
245.5,193.8158,62,2.5,D5,G4,E4,B3,r,r,C3
245.75,194.0132,62,2.75,D5,F#4,D4,A3,r,r,C3
246.0,194.2105,62,3.0,D5,G4,D5,G3,r,r,B2
246.25,194.4079,62,3.25,C5,G4,D5,G3,r,r,B2
246.5,194.6053,62,3.5,E5,r,r,r,r,r,G3
246.75,194.8026,62,3.75,D5,r,r,r,r,r,G3
247.0,195.0,62,4.0,C5,C4,F#5,A3,r,r,A2
247.25,195.1974,62,4.25,B4,C4,F#5,A3,r,r,A2
247.5,195.3947,62,4.5,D5,r,r,r,r,r,F#3
247.75,195.5921,62,4.75,C5,r,r,r,r,r,F#3
248.0,195.7895,63,1.0,C5,D4,G5,D3,r,r,G2
248.25,195.9868,63,1.25,C5,D4,G5,D3,r,r,D3
248.5,196.1842,63,1.5,B4,r,r,r,r,r,E3
248.75,196.3816,63,1.75,B4,r,r,r,r,r,F#3
249.0,196.5789,63,2.0,B5,r,r,r,r,r,G3
249.25,196.7763,63,2.25,A5,r,r,r,r,r,G3
249.5,196.9737,63,2.5,C6,r,r,r,r,r,E4
249.75,197.1711,63,2.75,B5,r,r,r,r,r,E4
250.0,197.3684,63,3.0,A5,r,r,r,r,r,F#3
250.25,197.5658,63,3.25,G5,r,r,r,r,r,F#3
250.5,197.7632,63,3.5,B5,r,r,r,r,r,D4
250.75,197.9605,63,3.75,A5,r,r,r,r,r,D4
251.0,198.1579,63,4.0,G5,r,r,r,r,r,E3
251.25,198.3553,63,4.25,F#5,r,r,r,r,r,E3
251.5,198.5526,63,4.5,A5,r,r,r,r,r,C#4
251.75,198.75,63,4.75,G5,r,r,r,r,r,C#4
252.0,198.9474,64,1.0,G5,r,r,r,r,r,D3
252.25,199.1447,64,1.25,G5,A4,A4,A4,r,r,D3
252.5,199.3421,64,1.5,G5,B4,B4,B4,r,r,D3
252.75,199.5395,64,1.75,G5,C5,C5,C5,r,r,D3
253.0,199.7368,64,2.0,F#5,D5,D5,D5,r,r,D3
253.25,199.9342,64,2.25,E5,D5,D5,D5,r,r,D3
253.5,200.1316,64,2.5,G5,B5,r,r,r,r,D3
253.75,200.3289,64,2.75,F#5,B5,r,r,r,r,D3
254.0,200.5263,64,3.0,E5,C5,C5,C5,r,r,D3
254.25,200.7237,64,3.25,D5,C5,C5,C5,r,r,D3
254.5,200.9211,64,3.5,F#5,A5,r,r,r,r,D3
254.75,201.1184,64,3.75,E5,A5,r,r,r,r,D3
255.0,201.3158,64,4.0,D5,B4,B4,B4,r,r,D3
255.25,201.5132,64,4.25,C5,B4,B4,B4,r,r,D3
255.5,201.7105,64,4.5,E5,G5,r,r,r,r,D3
255.75,201.9079,64,4.75,D5,G5,r,r,r,r,D3
256.0,202.1053,65,1.0,D5,F#5,A4,A4,r,r,D3
256.5,202.5,65,1.5,D5,D5,A4,F#4,r,r,D2
257.0,202.8947,65,2.0,C5,F#5,D5,A4,r,r,r
257.25,203.0921,65,2.25,A5,F#5,D5,A4,r,r,r
257.5,203.2895,65,2.5,F#5,A5,F#5,C5,r,r,r
257.75,203.4868,65,2.75,D5,A5,F#5,C5,r,r,r
258.0,203.6842,65,3.0,D5,A5,F#5,C5,r,r,r
258.5,204.0789,65,3.5,D5,D5,A4,F#4,r,r,r
259.0,204.4737,65,4.0,C5,F#5,D5,A4,r,r,r
259.25,204.6711,65,4.25,A5,F#5,D5,A4,r,r,r
259.5,204.8684,65,4.5,F#5,A5,F#5,C5,r,r,r
259.75,205.0658,65,4.75,D5,A5,F#5,C5,r,r,r
260.0,205.2632,66,1.0,C5,A5,F#5,C5,r,r,D3
260.25,205.4605,66,1.25,A5,A5,F#5,C5,r,r,D3
260.5,205.6579,66,1.5,F#5,D5,A4,F#4,r,r,D2
260.75,205.8553,66,1.75,D5,D5,A4,F#4,r,r,D2
261.0,206.0526,66,2.0,C5,F#5,D5,A4,r,r,r
261.25,206.25,66,2.25,A5,F#5,D5,A4,r,r,r
261.5,206.4474,66,2.5,F#5,A5,F#5,D5,r,r,r
261.75,206.6447,66,2.75,D5,A5,F#5,D5,r,r,r
262.0,206.8421,66,3.0,C5,A5,F#5,G4,r,r,r
262.5,207.2368,66,3.5,C5,G5,D5,B4,r,r,D2
263.0,207.6316,66,4.0,B4,r,r,r,r,r,G2
263.25,207.8289,66,4.25,D5,r,r,r,r,r,G2
263.5,208.0263,66,4.5,G5,r,r,r,r,r,B2
263.75,208.2237,66,4.75,E5,r,r,r,r,r,B2
264.0,208.4211,67,1.0,C#5,G5,B-4,E5,r,r,D3
264.5,208.8158,67,1.5,C#5,F#5,A4,D5,r,r,D2
265.0,209.2105,67,2.0,D5,r,r,r,r,r,r
265.25,209.4079,67,2.25,F#5,r,r,r,r,r,r
265.5,209.6053,67,2.5,B5,r,r,r,r,r,r
265.75,209.8026,67,2.75,G5,r,r,r,r,r,r
266.0,210.0,67,3.0,C#5,B-5,G5,C#5,r,r,r
266.5,210.3947,67,3.5,C#5,A5,F#5,D5,r,r,D2
267.0,210.7895,67,4.0,D5,r,r,r,r,r,F#2
267.25,210.9868,67,4.25,A5,r,r,r,r,r,F#2
267.5,211.1842,67,4.5,D6,r,r,r,r,r,A2
267.75,211.3816,67,4.75,B5,r,r,r,r,r,A2
268.0,211.5789,68,1.0,B5,D6,G5,B4,r,r,D3
268.5,211.9737,68,1.5,B5,C6,F#5,A4,r,r,D2
269.0,212.3684,68,2.0,C6,r,r,r,r,r,r
269.25,212.5658,68,2.25,D5,r,r,r,r,r,r
269.5,212.7632,68,2.5,F#5,A4,r,r,r,r,r
269.75,212.9605,68,2.75,E5,A4,r,r,r,r,r
270.0,213.1579,68,3.0,G5,B4,r,r,r,r,r
270.25,213.3553,68,3.25,F#5,B4,r,r,r,r,r
270.5,213.5526,68,3.5,A5,C5,r,r,r,r,r
270.75,213.75,68,3.75,G5,C5,r,r,r,r,r
271.0,213.9474,68,4.0,B5,D5,r,r,r,r,r
271.25,214.1447,68,4.25,A5,D5,r,r,r,r,r
271.5,214.3421,68,4.5,C6,E5,r,r,r,r,r
271.75,214.5395,68,4.75,A5,E5,r,r,r,r,r
272.0,214.7368,69,1.0,A5,F#5,r,r,r,r,D3
272.5,215.1316,69,1.5,A5,G5,r,r,r,r,D2
273.0,215.5263,69,2.0,B-5,G4,r,r,r,r,r
273.25,215.7237,69,2.25,C#5,G4,r,r,r,r,r
273.5,215.9211,69,2.5,E5,B-4,G4,r,r,r,r
273.75,216.1184,69,2.75,D5,B-4,G4,r,r,r,r
274.0,216.3158,69,3.0,F#5,C5,A4,r,r,r,r
274.25,216.5132,69,3.25,E5,C5,A4,r,r,r,r
274.5,216.7105,69,3.5,G5,D5,B-4,r,r,r,r
274.75,216.9079,69,3.75,F#5,D5,B-4,r,r,r,r
275.0,217.1053,69,4.0,A5,E5,C5,r,r,r,r
275.25,217.3026,69,4.25,G5,E5,C5,r,r,r,r
275.5,217.5,69,4.5,B-5,F#5,D5,r,r,r,r
275.75,217.6974,69,4.75,A5,F#5,D5,r,r,r,r
276.0,217.8947,70,1.0,C#6,G5,E5,r,r,r,r
276.5,218.2895,70,1.5,C#6,A5,F#5,r,r,r,D4
277.0,218.6842,70,2.0,D6,r,D4,F#3,r,r,A3
277.25,218.8816,70,2.25,D5,r,D4,F#3,r,r,A3
277.5,219.0789,70,2.5,F#5,r,r,r,r,r,D4
277.75,219.2763,70,2.75,A5,r,r,r,r,r,D4
278.0,219.4737,70,3.0,D6,r,F#4,A3,r,r,F#3
278.25,219.6711,70,3.25,A5,r,F#4,A3,r,r,F#3
278.5,219.8684,70,3.5,F#5,r,r,r,r,r,A3
278.75,220.0658,70,3.75,D5,r,r,r,r,r,A3
279.0,220.2632,70,4.0,F#5,r,A4,D4,r,r,D3
279.25,220.4605,70,4.25,A5,r,A4,D4,r,r,D3
279.5,220.6579,70,4.5,D6,r,r,r,r,r,F#3
279.75,220.8553,70,4.75,A5,r,r,r,r,r,F#3
280.0,221.0526,71,1.0,G6,D6,D5,A4,r,r,C3
280.5,221.4474,71,1.5,G6,D6,r,r,r,r,D4
281.0,221.8421,71,2.0,F#6,D6,F#5,D4,r,r,A3
281.25,222.0395,71,2.25,D5,D6,F#5,D4,r,r,A3
281.5,222.2368,71,2.5,F#5,D6,r,r,r,r,C4
281.75,222.4342,71,2.75,A5,D6,r,r,r,r,C4
282.0,222.6316,71,3.0,D6,D6,A5,F#4,r,r,F#3
282.25,222.8289,71,3.25,A5,D6,A5,F#4,r,r,F#3
282.5,223.0263,71,3.5,F#5,D6,r,r,r,r,A3
282.75,223.2237,71,3.75,D5,D6,r,r,r,r,A3
283.0,223.4211,71,4.0,F#5,D6,F#5,A4,r,r,D3
283.25,223.6184,71,4.25,A5,D6,F#5,A4,r,r,D3
283.5,223.8158,71,4.5,D6,D6,r,r,r,r,F#3
283.75,224.0132,71,4.75,A5,D6,r,r,r,r,F#3
284.0,224.2105,72,1.0,F#6,D6,D5,A4,r,r,B2
284.5,224.6053,72,1.5,F#6,D6,r,r,r,r,D4
285.0,225.0,72,2.0,G6,D6,G5,D4,r,r,B3
285.25,225.1974,72,2.25,G5,D6,G5,D4,r,r,B3
285.5,225.3947,72,2.5,B5,D6,r,r,r,r,D4
285.75,225.5921,72,2.75,D6,D6,r,r,r,r,D4
286.0,225.7895,72,3.0,F5,D6,B4,G4,r,r,G3
286.5,226.1842,72,3.5,F5,D6,r,r,r,r,B3
287.0,226.5789,72,4.0,E5,D6,E5,B4,r,r,E3
287.25,226.7763,72,4.25,G5,D6,E5,B4,r,r,E3
287.5,226.9737,72,4.5,B5,D6,r,r,r,r,G3
287.75,227.1711,72,4.75,D6,D6,r,r,r,r,G3
288.0,227.3684,73,1.0,D6,D6,E5,B4,r,r,A2
288.5,227.7632,73,1.5,D6,C6,r,r,r,r,C4
288.75,227.9605,73,1.75,D6,B5,r,r,r,r,C4
289.0,228.1579,73,2.0,C6,C6,E4,A4,r,r,A3
289.25,228.3553,73,2.25,E5,C6,E4,A4,r,r,A3
289.5,228.5526,73,2.5,A5,C6,r,r,r,r,C4
289.75,228.75,73,2.75,C6,C6,r,r,r,r,C4
290.0,228.9474,73,3.0,E5,C6,F#4,A4,r,r,F#3
290.5,229.3421,73,3.5,E5,C6,r,r,r,r,A3
291.0,229.7368,73,4.0,D5,C6,A4,F#4,r,r,D3
291.25,229.9342,73,4.25,F#5,C6,A4,F#4,r,r,D3
291.5,230.1316,73,4.5,A5,D6,r,r,r,r,F#3
291.75,230.3289,73,4.75,C6,C6,r,r,r,r,F#3
292.0,230.5263,74,1.0,B5,B5,G4,D4,r,r,G2
292.25,230.7237,74,1.25,D6,B5,G4,D4,r,r,G2
292.5,230.9211,74,1.5,B5,G5,D5,G3,r,r,B2
292.75,231.1184,74,1.75,G5,G5,D5,G3,r,r,B2
293.0,231.3158,74,2.0,D5,D5,B4,B3,r,r,D3
293.25,231.5132,74,2.25,G5,D5,B4,B3,r,r,D3
293.5,231.7105,74,2.5,A5,F#5,A4,D4,r,r,D2
293.75,231.9079,74,2.75,F#5,F#5,A4,D4,r,r,D2
294.0,232.1053,74,3.0,F#5,G4,B4,B3,r,r,G2
294.5,232.5,74,3.5,F#5,G4,B4,B3,r,r,G3
295.0,232.8947,74,4.0,G5,G4,B4,B3,r,r,A3
295.25,233.0921,74,4.25,F#5,G4,B4,B3,r,r,A3
295.5,233.2895,74,4.5,E5,G4,B4,B3,r,r,B3
295.75,233.4868,74,4.75,E-5,G4,B4,B3,r,r,B3
296.0,233.6842,75,1.0,E5,r,r,r,B4,G4,E3
296.25,233.8816,75,1.25,E-5,r,r,r,B4,G4,E3
296.5,234.0789,75,1.5,F#5,r,r,r,A4,F#4,r
296.75,234.2763,75,1.75,E5,r,r,r,A4,F#4,r
297.0,234.4737,75,2.0,E-5,r,r,r,A4,F#4,E2
297.25,234.6711,75,2.25,C#5,r,r,r,A4,F#4,E2
297.5,234.8684,75,2.5,E5,r,r,r,B4,G4,r
297.75,235.0658,75,2.75,D5,r,r,r,G4,E4,r
298.0,235.2632,75,3.0,C5,r,r,r,C5,A4,E3
298.25,235.4605,75,3.25,B4,r,r,r,C5,A4,E3
298.5,235.6579,75,3.5,D5,r,r,r,B4,G4,r
298.75,235.8553,75,3.75,C5,r,r,r,B4,G4,r
299.0,236.0526,75,4.0,B4,r,r,r,B4,G4,E2
299.25,236.25,75,4.25,A4,r,r,r,B4,G4,E2
299.5,236.4474,75,4.5,C5,r,r,r,A4,F#4,r
299.75,236.6447,75,4.75,B4,r,r,r,A4,F#4,r
300.0,236.8421,76,1.0,A4,r,r,r,E-5,F#4,C3
300.25,237.0395,76,1.25,G4,r,r,r,E-5,F#4,C3
300.5,237.2368,76,1.5,B4,r,r,r,E5,G4,r
300.75,237.4342,76,1.75,A4,r,r,r,E5,G4,r
301.0,237.6316,76,2.0,G4,r,r,r,E5,G4,A2
301.25,237.8289,76,2.25,F#4,r,r,r,E5,G4,A2
301.5,238.0263,76,2.5,A4,r,r,r,G4,E4,r
301.75,238.2237,76,2.75,G4,r,r,r,G4,E4,r
302.0,238.4211,76,3.0,G4,r,r,r,G4,E4,B2
302.25,238.6184,76,3.25,G4,r,r,r,F#4,E-4,B2
302.5,238.8158,76,3.5,G4,r,r,r,G4,E4,B3
303.0,239.2105,76,4.0,F#4,r,r,r,F#4,E-4,B3
303.25,239.4079,76,4.25,B4,r,r,r,F#4,E-4,B3
303.5,239.6053,76,4.5,E-5,r,r,r,F#4,E-4,A3
303.75,239.8026,76,4.75,F#5,r,r,r,F#4,E-4,A3
304.0,240.0,77,1.0,E5,r,r,r,B4,E4,G3
304.25,240.1974,77,1.25,E-5,r,r,r,B4,E4,G3
304.5,240.3947,77,1.5,F#5,r,r,r,B4,E-4,G2
304.75,240.5921,77,1.75,E5,r,r,r,B4,E-4,G2
305.0,240.7895,77,2.0,G5,r,r,r,B4,E-4,F#2
305.25,240.9868,77,2.25,F#5,r,r,r,B4,E-4,F#2
305.5,241.1842,77,2.5,A5,r,r,r,B4,F#4,E2
305.75,241.3816,77,2.75,G5,r,r,r,B4,E4,E2
306.0,241.5789,77,3.0,B5,r,r,r,B4,F#4,E-2
306.25,241.7763,77,3.25,A5,r,r,r,B4,F#4,E-2
306.5,241.9737,77,3.5,C6,r,r,r,B4,A3,E-3
306.75,242.1711,77,3.75,B5,r,r,r,B4,A3,E-3
307.0,242.3684,77,4.0,A5,r,r,r,B4,A3,C#3
307.25,242.5658,77,4.25,G5,r,r,r,B4,A3,C#3
307.5,242.7632,77,4.5,B5,r,r,r,B4,G3,B2
307.75,242.9605,77,4.75,A5,r,r,r,B4,F#3,B2
308.0,243.1579,78,1.0,G5,r,r,r,B4,G3,E3
308.5,243.5526,78,1.5,F#5,r,r,r,A4,E4,C3
308.75,243.75,78,1.75,E5,r,r,r,A4,E4,C3
309.0,243.9474,78,2.0,D5,r,r,r,G#4,E4,B2
309.5,244.3421,78,2.5,D5,r,r,r,A4,F4,A2
310.0,244.7368,78,3.0,D5,r,r,r,B4,D4,G#2
310.25,244.9342,78,3.25,C5,r,r,r,C5,D4,G#2
310.5,245.1316,78,3.5,F5,r,r,r,D5,B3,G#3
310.75,245.3289,78,3.75,E5,r,r,r,D5,B3,G#3
311.0,245.5263,78,4.0,D5,r,r,r,D5,A3,F#3
311.25,245.7237,78,4.25,C5,r,r,r,D5,A3,F#3
311.5,245.9211,78,4.5,E5,r,r,r,D5,G#3,E3
311.75,246.1184,78,4.75,D5,r,r,r,D5,G#3,E3
312.0,246.3158,79,1.0,C5,r,r,r,C5,A3,A3
312.25,246.5132,79,1.25,B4,r,r,r,C5,A3,A3
312.5,246.7105,79,1.5,D5,r,r,r,B4,G3,r
312.75,246.9079,79,1.75,C5,r,r,r,B4,G3,r
313.0,247.1053,79,2.0,B4,r,r,r,B4,G3,C4
313.25,247.3026,79,2.25,A4,r,r,r,B4,G3,C4
313.5,247.5,79,2.5,C5,r,r,r,A4,F#3,r
313.75,247.6974,79,2.75,B4,r,r,r,A4,F#3,r
314.0,247.8947,79,3.0,A4,r,r,r,A4,E-4,F#3
314.25,248.0921,79,3.25,G4,r,r,r,G4,E4,F#3
314.5,248.2895,79,3.5,C5,r,r,r,A4,F#4,r
314.75,248.4868,79,3.75,B4,r,r,r,A4,F#4,r
315.0,248.6842,79,4.0,A4,r,r,r,A4,F#4,E-3
315.25,248.8816,79,4.25,G4,r,r,r,A4,F#4,E-3
315.5,249.0789,79,4.5,B4,r,r,r,B4,E-4,r
315.75,249.2763,79,4.75,A4,r,r,r,B4,E-4,r
316.0,249.4737,80,1.0,G4,r,r,r,G4,B3,E3
316.25,249.6711,80,1.25,F#4,r,r,r,G4,B3,E3
316.5,249.8684,80,1.5,B4,r,r,r,B4,E4,G2
316.75,250.0658,80,1.75,A4,r,r,r,A4,F#4,G2
317.0,250.2632,80,2.0,G4,r,r,r,G4,E4,A2
317.25,250.4605,80,2.25,F#4,r,r,r,G4,E4,A2
317.5,250.6579,80,2.5,A4,r,r,r,F#4,E-4,B2
317.75,250.8553,80,2.75,G4,r,r,r,F#4,E-4,B2
318.0,251.0526,80,3.0,F#4,r,r,r,E4,E4,E3
318.5,251.4474,80,3.5,F#4,r,r,r,E4,E4,E2
319.0,251.8421,80,4.0,E4,r,r,r,r,r,G2
319.25,252.0395,80,4.25,B5,r,r,r,r,r,G2
319.5,252.2368,80,4.5,G5,r,r,r,r,r,B2
319.75,252.4342,80,4.75,E5,r,r,r,r,r,B2
320.0,252.6316,81,1.0,E5,r,r,r,r,r,E3
320.5,253.0263,81,1.5,E5,E4,B3,G#3,r,r,E2
321.0,253.4211,81,2.0,D5,G#4,E4,B3,r,r,r
321.25,253.6184,81,2.25,B5,G#4,E4,B3,r,r,r
321.5,253.8158,81,2.5,G#5,B4,G#4,D4,r,r,r
321.75,254.0132,81,2.75,E5,B4,G#4,D4,r,r,r
322.0,254.2105,81,3.0,E5,B4,G#4,D4,r,r,r
322.5,254.6053,81,3.5,E5,E4,B3,G#3,r,r,r
323.0,255.0,81,4.0,D5,G#4,E4,B3,r,r,r
323.25,255.1974,81,4.25,B5,G#4,E4,B3,r,r,r
323.5,255.3947,81,4.5,G#5,B4,G#4,D4,r,r,r
323.75,255.5921,81,4.75,E5,B4,G#4,D4,r,r,r
324.0,255.7895,82,1.0,D5,B4,G#4,D4,r,r,E3
324.25,255.9868,82,1.25,B5,B4,G#4,D4,r,r,E3
324.5,256.1842,82,1.5,G#5,E4,B3,G#3,r,r,E2
324.75,256.3816,82,1.75,E5,E4,B3,G#3,r,r,E2
325.0,256.5789,82,2.0,D5,G#4,E4,B3,r,r,r
325.25,256.7763,82,2.25,B5,G#4,E4,B3,r,r,r
325.5,256.9737,82,2.5,G#5,B4,G#4,D4,r,r,r
325.75,257.1711,82,2.75,E5,B4,G#4,D4,r,r,r
326.0,257.3684,82,3.0,D5,B4,G#4,A3,r,r,r
326.5,257.7632,82,3.5,D5,A4,E4,C4,r,r,E2
327.0,258.1579,82,4.0,C5,r,r,r,r,r,A2
327.25,258.3553,82,4.25,E5,r,r,r,r,r,A2
327.5,258.5526,82,4.5,A5,r,r,r,r,r,C3
327.75,258.75,82,4.75,F#5,r,r,r,r,r,C3
328.0,258.9474,83,1.0,E-5,F#5,C5,A4,r,r,E3
328.5,259.3421,83,1.5,E-5,E5,B4,G4,r,r,E2
329.0,259.7368,83,2.0,E5,r,r,r,r,r,G2
329.25,259.9342,83,2.25,B4,r,r,r,r,r,G2
329.5,260.1316,83,2.5,G5,r,r,r,r,r,B2
329.75,260.3289,83,2.75,E5,r,r,r,r,r,B2
330.0,260.5263,83,3.0,B-4,G5,C#5,B-4,r,r,E3
330.5,260.9211,83,3.5,B-4,F#5,B-4,E5,r,r,C#3
331.0,261.3158,83,4.0,B4,r,r,r,r,r,E-3
331.25,261.5132,83,4.25,E-5,r,r,r,r,r,E-3
331.5,261.7105,83,4.5,F#5,A5,E-5,B4,r,r,B2
331.75,261.9079,83,4.75,A5,A5,E-5,B4,r,r,B2
332.0,262.1053,84,1.0,G5,G5,E5,B4,r,r,E3
332.25,262.3026,84,1.25,B5,G5,E5,B4,r,r,E3
332.5,262.5,84,1.5,G5,E5,B4,E4,r,r,G3
332.75,262.6974,84,1.75,E5,E5,B4,E4,r,r,G3
333.0,262.8947,84,2.0,B4,B4,G4,G4,r,r,B3
333.25,263.0921,84,2.25,E5,B4,G4,G4,r,r,B3
333.5,263.2895,84,2.5,F#5,E-5,F#4,B4,r,r,B2
333.75,263.4868,84,2.75,E-5,E-5,F#4,B4,r,r,B2
334.0,263.6842,84,3.0,E-5,E4,G4,B4,r,r,E3
334.5,264.0789,84,3.5,E-5,E4,G4,B4,r,r,B2
335.0,264.4737,84,4.0,E5,r,r,r,r,r,G2
335.5,264.8684,84,4.5,E5,r,r,r,r,r,B2
336.0,265.2632,85,1.0,r,E4,E4,E4,B4,G4,E2
336.5,265.6579,85,1.5,r,E-4,E-4,E-4,A4,F#4,r
336.75,265.8553,85,1.75,r,C#4,C#4,C#4,A4,F#4,r
337.0,266.0526,85,2.0,r,B3,B3,B3,A4,F#4,E3
337.25,266.25,85,2.25,r,B3,B3,B3,F#4,E-4,E3
337.5,266.4474,85,2.5,r,B3,B3,B3,G4,E4,r
338.0,266.8421,85,3.0,r,B3,B3,B3,C#5,E4,B2
338.5,267.2368,85,3.5,r,B3,B3,B3,D5,F#4,r
339.0,267.6316,85,4.0,B4,B3,B3,B3,D5,F#4,B3
339.25,267.8289,85,4.25,A4,B3,B3,B3,D5,F#4,B3
339.5,268.0263,85,4.5,C#5,B3,B3,B3,B4,D4,r
339.75,268.2237,85,4.75,B4,B3,B3,B3,B4,D4,r
340.0,268.4211,86,1.0,A4,B3,B3,B3,G4,B3,E3
340.25,268.6184,86,1.25,G4,B3,B3,B3,G4,B3,E3
340.5,268.8158,86,1.5,B4,B3,B3,B3,E5,C#4,r
340.75,269.0132,86,1.75,A4,B3,B3,B3,E5,C#4,r
341.0,269.2105,86,2.0,G4,r,r,r,E5,C#4,A3
341.25,269.4079,86,2.25,F#4,r,r,r,E5,C#4,A3
341.5,269.6053,86,2.5,A4,r,r,r,G4,E4,r
341.75,269.8026,86,2.75,G4,r,r,r,G4,E4,r
342.0,270.0,86,3.0,G4,r,r,r,G4,E4,D3
342.25,270.1974,86,3.25,G4,r,r,r,F#4,D4,D3
342.5,270.3947,86,3.5,G4,r,r,r,G4,E4,D2
343.0,270.7895,86,4.0,F#4,r,r,r,F#4,D4,F#2
343.25,270.9868,86,4.25,E4,r,r,r,F#4,D4,F#2
343.5,271.1842,86,4.5,G4,r,r,r,F#4,D4,A2
343.75,271.3816,86,4.75,F#4,r,r,r,F#4,D4,A2
344.0,271.5789,87,1.0,B4,r,r,r,B4,F#4,B2
344.25,271.7763,87,1.25,B-4,r,r,r,B4,F#4,B2
344.5,271.9737,87,1.5,C#5,r,r,r,B-4,F#4,D4
344.75,272.1711,87,1.75,B4,r,r,r,B-4,F#4,D4
345.0,272.3684,87,2.0,D5,r,r,r,B-4,F#4,C#4
345.25,272.5658,87,2.25,C#5,r,r,r,B-4,F#4,C#4
345.5,272.7632,87,2.5,E5,r,r,r,C#5,F#4,B3
345.75,272.9605,87,2.75,D5,r,r,r,B4,F#4,B3
346.0,273.1579,87,3.0,F#5,r,r,r,C#5,F#4,B-3
346.25,273.3553,87,3.25,E5,r,r,r,D5,F#4,B-3
346.5,273.5526,87,3.5,G5,r,r,r,E5,F#4,B-2
346.75,273.75,87,3.75,F#5,r,r,r,E5,F#4,B-2
347.0,273.9474,87,4.0,E5,r,r,r,E5,F#4,G#2
347.25,274.1447,87,4.25,D5,r,r,r,E5,F#4,G#2
347.5,274.3421,87,4.5,F#5,r,r,r,D5,F#4,F#2
347.75,274.5395,87,4.75,E5,r,r,r,C#5,F#4,F#2
348.0,274.7368,88,1.0,E-5,r,r,r,E-5,F#4,B2
348.25,274.9342,88,1.25,C#5,r,r,r,E-5,F#4,B2
348.5,275.1316,88,1.5,E5,r,r,r,E5,E4,G2
348.75,275.3289,88,1.75,E-5,r,r,r,E5,E4,G2
349.0,275.5263,88,2.0,F#5,r,r,r,A4,E-4,F#2
349.25,275.7237,88,2.25,E5,r,r,r,A4,E-4,F#2
349.5,275.9211,88,2.5,G5,r,r,r,A4,E4,E2
349.75,276.1184,88,2.75,F#5,r,r,r,A4,E4,E2
350.0,276.3158,88,3.0,C5,r,r,r,A4,F#4,E-2
350.25,276.5132,88,3.25,C5,r,r,r,A4,G4,E-2
350.5,276.7105,88,3.5,C5,r,r,r,F#5,A4,E-3
351.0,277.1053,88,4.0,B4,r,r,r,E5,A4,C#3
351.25,277.3026,88,4.25,E5,r,r,r,E5,A4,C#3
351.5,277.5,88,4.5,A5,r,r,r,E-5,A4,B2
351.75,277.6974,88,4.75,F#5,r,r,r,E-5,A4,B2
352.0,277.8947,89,1.0,C5,r,r,r,E5,G4,E3
352.5,278.2895,89,1.5,C5,r,r,r,D5,F#4,r
353.0,278.6842,89,2.0,B4,r,r,r,D5,F#4,G3
353.25,278.8816,89,2.25,D5,r,r,r,D5,F#4,G3
353.5,279.0789,89,2.5,A5,r,r,r,C#5,E4,r
353.75,279.2763,89,2.75,F#5,r,r,r,B4,E4,r
354.0,279.4737,89,3.0,F#5,r,r,r,B-4,E4,C#3
354.25,279.6711,89,3.25,F#5,r,r,r,B4,D4,C#3
354.5,279.8684,89,3.5,F#5,r,r,r,C#5,E4,r
355.0,280.2632,89,4.0,G5,r,r,r,C#5,E4,B-2
355.25,280.4605,89,4.25,E5,r,r,r,C#5,E4,B-2
355.5,280.6579,89,4.5,D5,r,r,r,B-4,F#4,r
355.75,280.8553,89,4.75,C#5,r,r,r,B-4,F#4,r
356.0,281.0526,90,1.0,F#5,r,r,r,F#4,D4,D3
356.5,281.4474,90,1.5,F#5,r,r,r,B4,F#4,D2
356.75,281.6447,90,1.75,F#5,r,r,r,B4,E4,D2
357.0,281.8421,90,2.0,G5,r,r,r,B4,D4,E2
357.25,282.0395,90,2.25,B4,r,r,r,B4,D4,E2
357.5,282.2368,90,2.5,E5,r,r,r,B-4,C#4,F#2
357.75,282.4342,90,2.75,C#5,r,r,r,B-4,C#4,F#2
358.0,282.6316,90,3.0,C#5,r,r,r,B4,B3,B2
358.5,283.0263,90,3.5,C#5,r,r,r,B4,B3,B3
359.0,283.4211,90,4.0,D5,r,r,r,r,r,A3
359.25,283.6184,90,4.25,B4,r,r,r,r,r,A3
359.5,283.8158,90,4.5,F#5,r,r,r,r,r,G3
359.75,284.0132,90,4.75,E5,r,r,r,r,r,G3
360.0,284.2105,91,1.0,F#5,r,r,r,r,r,F#3
360.5,284.6053,91,1.5,F#5,r,r,r,r,r,F#2
