qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,A Clarinet 1,A Clarinet 2,Bassoon 1,Bassoon 2,D Horn 1,D Horn 2,E Horn 3,E Horn 4,D Trumpet 1,D Trumpet 2,Trombone 1,Trombone 2,Trombone 3,Tuba,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
1333.5,591.4221,334,2.5,G5,E5,r,r,G4,E4,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,D4,F#3,D3,r
1334.0,591.6304,334,3.0,A5,F#5,r,r,A4,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,F#4,A3,F#3,r
1334.5,591.8388,334,3.5,B5,G5,r,r,B4,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,F#4,A3,F#3,r
1335.0,592.0471,334,4.0,C#6,A5,r,r,C#5,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,B4,D4,B3,r
1335.5,592.2554,334,4.5,D6,B5,r,r,D5,B4,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,B4,D4,B3,r
1336.0,592.4638,335,1.0,C#6,A5,r,r,C#5,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,G4,B3,G3,r
1336.5,592.6721,335,1.5,B5,G5,r,r,B4,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,G4,B3,G3,r
1337.0,592.8804,335,2.0,A5,F#5,r,r,A4,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,E4,G3,E3,r
1337.5,593.0888,335,2.5,G5,E5,r,r,G4,E4,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,E4,G3,E3,r
1338.0,593.2971,335,3.0,F#5,D5,F#5,D5,F#4,D4,F#3,D3,r,r,r,r,r,r,r,r,r,r,r,F#5,D5,F#4,F#3,r
1338.5,593.5054,335,3.5,G5,E5,G5,E5,G4,E4,G3,E3,r,r,r,r,r,r,r,r,r,r,r,F#5,D5,F#4,F#3,r
1339.0,593.7138,335,4.0,A5,F#5,A5,F#5,A4,F#4,A3,F#3,r,r,r,r,r,r,r,r,r,r,r,A5,F#5,A4,A3,r
1339.5,593.9221,335,4.5,B5,G5,B5,G5,B4,G4,B3,G3,r,r,r,r,r,r,r,r,r,r,r,A5,F#5,A4,A3,r
1340.0,594.1304,336,1.0,C#6,A5,C#6,A5,C#5,A4,C#4,A3,r,r,r,r,r,r,r,r,r,r,r,B5,B5,D5,D4,r
1340.5,594.3388,336,1.5,D6,B5,D6,B5,D5,B4,D4,B3,r,r,r,r,r,r,r,r,r,r,r,B5,B5,D5,D4,r
1341.0,594.5471,336,2.0,C#6,A5,C#6,A5,C#5,A4,C#4,A3,r,r,r,r,r,r,r,r,r,r,r,G5,G5,B4,B3,r
1341.5,594.7554,336,2.5,B5,G5,B5,G5,B4,G4,B3,G3,r,r,r,r,r,r,r,r,r,r,r,G5,G5,B4,B3,r
1342.0,594.9638,336,3.0,A5,F#5,A5,F#5,A4,F#4,A3,F#3,r,r,r,r,r,r,r,r,r,r,r,E5,E5,G4,G3,r
1342.5,595.1721,336,3.5,G5,E5,G5,E5,G4,E4,G3,E3,r,r,r,r,r,r,r,r,r,r,r,E5,E5,G4,G3,r
1343.0,595.3804,336,4.0,F#5,D5,F#5,D5,F#4,D4,F#3,D3,r,r,r,r,r,r,r,r,r,r,r,D5,D5,F#4,F#3,r
1343.5,595.5888,336,4.5,G5,E5,G5,E5,G4,E4,G3,E3,r,r,r,r,r,r,r,r,r,r,r,D5,D5,F#4,F#3,r
1344.0,595.7971,337,1.0,A5,F#5,A5,F#5,A4,F#4,A3,F#3,r,r,r,r,r,r,r,r,r,r,r,F#5,F#5,A4,A3,r
1344.5,596.0054,337,1.5,B5,G5,B5,G5,B4,G4,B3,G3,r,r,r,r,r,r,r,r,r,r,r,F#5,F#5,A4,A3,r
1345.0,596.2138,337,2.0,C#6,A5,C#6,A5,C#5,A4,C#4,A3,r,r,r,r,r,r,r,r,r,r,r,B5,B5,D5,D4,r
1345.5,596.4221,337,2.5,D6,B5,D6,B5,D5,B4,D4,B3,r,r,r,r,r,r,r,r,r,r,r,B5,B5,D5,D4,r
1346.0,596.6304,337,3.0,C#6,A5,C#6,A5,C#5,A4,C#4,A3,r,r,r,r,r,r,r,r,r,r,r,E5,E5,G4,G3,r
1346.5,596.8388,337,3.5,B5,G5,B5,G5,B4,G4,B3,G3,r,r,r,r,r,r,r,r,r,r,r,E5,E5,G4,G3,r
1347.0,597.0471,337,4.0,A5,F#5,A5,F#5,A4,F#4,A3,F#3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
1347.5,597.2554,337,4.5,G5,E5,G5,E5,G4,E4,G3,E3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
1348.0,597.4638,338,1.0,F#5,D5,F#5,D5,F#4,D4,F#3,D3,F#3,F#3,r,r,r,r,r,r,r,r,r,F#5,F#4,F#3,F#2,r
1348.5,597.6721,338,1.5,F#5,D5,F#5,D5,F#4,D4,F#3,D3,F#3,F#3,r,r,r,r,r,r,r,r,r,G5,G4,G3,G2,r
1349.0,597.8804,338,2.0,A5,A5,A4,A4,A4,A4,A3,A2,A3,A3,r,r,r,r,r,r,r,r,r,A5,A4,A3,A2,r
1349.5,598.0888,338,2.5,A5,A5,A4,A4,A4,A4,A3,A2,A3,A3,r,r,r,r,r,r,r,r,r,B5,B4,B3,B2,r
1350.0,598.2971,338,3.0,D6,D6,D5,D5,D5,D5,D4,D3,D4,D4,r,r,r,r,r,r,r,r,r,C#6,C#5,C#4,C#3,r
1350.5,598.5054,338,3.5,D6,D6,D5,D5,D5,D5,D4,D3,D4,D4,r,r,r,r,r,r,r,r,r,D6,D5,D4,D3,r
1351.0,598.7138,338,4.0,F#5,F#5,F#4,F#4,F#4,F#4,F#3,F#2,F#3,F#3,r,r,r,r,r,r,r,r,r,F#5,F#4,F#3,F#2,r
1351.5,598.9221,338,4.5,F#5,F#5,F#4,F#4,F#4,F#4,F#3,F#2,F#3,F#3,r,r,r,r,r,r,r,r,r,G5,G4,G3,G2,r
1352.0,599.1304,339,1.0,A5,A5,A4,A4,A4,A4,A3,A2,A3,A3,r,r,r,r,r,r,r,r,r,A5,A4,A3,A2,r
1352.5,599.3388,339,1.5,A5,A5,A4,A4,A4,A4,A3,A2,A3,A3,r,r,r,r,r,r,r,r,r,B5,B4,B3,B2,r
1353.0,599.5471,339,2.0,D6,D6,D5,D5,D5,D5,D4,D3,D4,D4,r,r,r,r,r,r,r,r,r,C#6,C#5,C#4,C#3,r
1353.5,599.7554,339,2.5,D6,D6,D5,D5,D5,D5,D4,D3,D4,D4,r,r,r,r,r,r,r,r,r,D6,D5,D4,D3,r
1354.0,599.9638,339,3.0,F#5,F#5,F#4,F#4,F#4,F#4,F#3,F#2,F#3,F#3,r,r,r,r,r,r,r,r,r,F#5,F#4,F#3,F#2,F#1
1354.5,600.1721,339,3.5,F#5,F#5,F#4,F#4,F#4,F#4,F#3,F#2,F#3,F#3,r,r,r,r,r,r,r,r,r,G5,G4,G3,G2,G1
1355.0,600.3804,339,4.0,A5,A5,A4,A4,A4,A4,A3,A2,A3,A3,r,r,r,r,r,r,r,r,r,A5,A4,A3,A2,A1
1355.5,600.5888,339,4.5,A5,A5,A4,A4,A4,A4,A3,A2,A3,A3,r,r,r,r,r,r,r,r,r,B5,B4,B3,B2,B1
1356.0,600.7971,340,1.0,D6,D6,D5,D5,D5,D5,D4,D3,D4,D4,r,r,r,r,r,r,r,r,r,C#6,C#5,C#4,C#3,C#2
1356.5,601.0054,340,1.5,D6,D6,D5,D5,D5,D5,D4,D3,D4,D4,r,r,r,r,r,r,r,r,r,D6,D5,D4,D3,D2
1357.0,601.2138,340,2.0,F#5,F#5,F#4,F#4,F#4,F#4,F#3,F#2,F#3,F#3,r,r,r,r,r,r,r,r,r,F#5,F#4,F#3,F#2,F#1
1357.3333,601.3526,340,2.3333,F#5,F#5,F#4,F#4,F#4,F#4,F#3,F#2,F#3,F#3,r,r,r,r,r,r,r,r,r,G5,G4,G3,G2,G1
1357.6667,601.4916,340,2.6667,F#5,F#5,F#4,F#4,F#4,F#4,F#3,F#2,F#3,F#3,r,r,r,r,r,r,r,r,r,A5,A4,A3,A2,A1
1358.0,601.6304,340,3.0,A5,A5,A4,A4,A4,A4,A3,A2,A3,A3,r,r,r,r,r,r,r,r,r,B5,B4,B3,B2,B1
1358.3333,601.7693,340,3.3333,A5,A5,A4,A4,A4,A4,A3,A2,A3,A3,r,r,r,r,r,r,r,r,r,C#6,C#5,C#4,C#3,C#2
1358.6667,601.9082,340,3.6667,A5,A5,A4,A4,A4,A4,A3,A2,A3,A3,r,r,r,r,r,r,r,r,r,D6,D5,D4,D3,D2
1359.0,602.0471,340,4.0,F#6,F#6,F#5,F#5,F#5,F#5,F#4,F#3,F#4,F#4,r,r,r,r,r,r,r,r,r,E6,E5,E4,E3,E2
1359.5,602.2554,340,4.5,F#6,F#6,F#5,F#5,F#5,F#5,F#4,F#3,F#4,F#4,r,r,r,r,r,r,r,r,r,F#6,F#5,F#4,F#3,F#2
1361.0,602.8804,341,2.0,F#6,B-5,F#5,B-4,C#5,B-4,F#3,F#2,F#4,F#3,r,r,r,r,r,r,r,r,r,F#6,F#5,B-4,F#2,F#1
1363.0,603.7138,341,4.0,E-6,B5,E-5,B4,E-5,B4,B3,B2,F#4,F#3,r,r,r,r,r,r,r,r,r,E-6,E-5,B4,B2,B1
1365.0,604.5471,342,2.0,G6,B5,G5,B4,B4,G4,E3,E2,E4,E4,G4,E3,r,r,r,r,r,r,r,G6,G5,B4,E2,E1
1367.0,605.3804,342,4.0,C#6,G5,C#5,G4,C#5,G4,E4,E3,E4,E4,G4,E4,r,r,r,r,r,r,r,C#6,C#5,G4,E3,E2
1369.0,606.2138,343,2.0,F#6,B-5,F#5,B-4,C#5,B-4,F#3,F#2,F#4,F#3,r,r,r,r,r,r,r,r,r,F#6,F#5,B-4,F#2,F#1
1371.0,607.0471,343,4.0,E-6,B5,E-5,B4,E-5,B4,B3,B2,F#4,F#3,r,r,r,r,r,r,r,r,r,E-6,E-5,B4,B2,B1
1373.0,607.8804,344,2.0,G6,B5,B5,G5,B4,G4,E3,E2,E4,E4,G4,E3,r,r,r,r,r,r,r,B6,B5,G4,E2,E1
1375.0,608.7138,344,4.0,C#6,G5,C#5,G4,C#5,G4,A3,A2,A3,A2,G4,E4,A4,A3,r,r,r,r,A2,C#5,C#5,G4,A3,A2
1376.0,609.1304,345,1.0,D6,F#5,D5,F#4,D5,F#4,D3,D2,D4,D3,F#4,D4,D5,D4,r,r,r,r,D3,D5,D5,F#4,D3,D2
1377.0,609.5471,345,2.0,A6,A6,G#5,E5,E5,G#4,B3,B3,D4,D3,r,r,r,r,r,r,r,r,r,A5,A4,B4,B3,D2
1377.25,609.6513,345,2.25,G#6,G#6,G#5,E5,E5,G#4,B3,B3,D4,D3,r,r,r,r,r,r,r,r,r,G#5,G#4,B4,B3,D2
1378.0,609.9638,345,3.0,E6,E6,A5,E5,E5,A4,D4,D4,D4,D3,r,r,r,r,r,r,r,r,r,E5,E4,D5,D4,D2
1378.25,610.0679,345,3.25,E6,E6,A5,E5,E5,A4,C#4,C#4,D4,D3,r,r,r,r,r,r,r,r,r,E5,E4,C#5,C#4,D2
1379.0,610.3804,345,4.0,A6,A6,A5,C#5,C#5,A4,A3,A3,D4,D3,r,r,r,r,r,r,r,r,r,A5,A4,A4,A3,D2
1379.25,610.4846,345,4.25,F#6,F#6,A5,C#5,C#5,A4,A3,A3,D4,D3,r,r,r,r,r,r,r,r,r,F#5,F#4,A4,A3,D2
1380.0,610.7971,346,1.0,D6,D6,F#5,D5,D5,A4,F#4,F#4,D4,D3,r,r,r,r,r,r,r,r,r,D5,D4,F#5,F#4,D2
1380.25,610.9013,346,1.25,D6,D6,F#5,D5,D5,A4,D4,D4,D4,D3,r,r,r,r,r,r,r,r,r,D5,D4,D5,D4,D2
1381.0,611.2138,346,2.0,G6,G6,G5,E5,B4,G4,B3,B3,D4,D3,r,r,r,r,r,r,r,r,r,G5,G4,B4,B3,D2
1381.25,611.3179,346,2.25,E6,E6,G5,E5,B4,G4,B3,B3,D4,D3,r,r,r,r,r,r,r,r,r,E5,E4,B4,B3,D2
1382.0,611.6304,346,3.0,B5,B5,G5,E5,B4,G4,G4,G4,D4,D3,r,r,r,r,r,r,r,r,r,B4,B3,G5,G4,D2
1382.25,611.7346,346,3.25,D6,D6,G5,E5,B4,G4,G4,G4,D4,D3,r,r,r,r,r,r,r,r,r,D5,D4,G5,G4,D2
1383.0,612.0471,346,4.0,C#6,C#6,G5,C#5,C#5,G4,E4,E4,D4,D3,r,r,A4,A3,r,r,r,r,D3,C#5,C#4,E5,E4,D2
1383.25,612.1513,346,4.25,E6,E6,G5,C#5,C#5,G4,E4,E4,D4,D3,r,r,A4,A3,r,r,r,r,D3,E5,E4,E5,E4,D2
1383.5,612.2554,346,4.5,E6,E6,G5,C#5,C#5,G4,A3,A3,D4,D3,r,r,A4,A3,r,r,r,r,D3,E5,E4,A4,A3,D2
1384.0,612.4638,347,1.0,A5,A5,F#5,D5,A4,F#4,D4,D4,D4,D3,r,r,D5,D4,r,r,r,r,D3,A4,A3,A4,F#4,D3
1385.0,612.8804,347,2.0,A6,A6,G#5,E5,E5,G#4,E3,E2,E4,E4,r,r,r,r,r,r,r,r,r,A5,A4,B4,B3,E2
1385.25,612.9846,347,2.25,G#6,G#6,G#5,E5,E5,G#4,E3,E2,E4,E4,r,r,r,r,r,r,r,r,r,G#5,G#4,B4,B3,E2
1386.0,613.2971,347,3.0,E6,E6,A5,E5,E5,A4,A3,A2,E4,E4,r,r,r,r,r,r,r,r,r,E5,E4,D5,D4,A2
1386.25,613.4013,347,3.25,E6,E6,A5,E5,E5,A4,A3,A2,E4,E4,r,r,r,r,r,r,r,r,r,E5,E4,C#5,C#4,A2
1387.0,613.7138,347,4.0,A6,A6,A5,C#5,C#5,A4,F3,F2,F4,F4,r,r,r,r,r,r,r,r,r,A5,C#5,A4,A3,F2
1387.25,613.8179,347,4.25,F6,F6,A5,C#5,C#5,A4,F3,F2,F4,F4,r,r,r,r,r,r,r,r,r,F5,C#5,A4,A3,F2
1388.0,614.1304,348,1.0,D6,D6,F5,D5,D5,F4,B-3,B-2,F4,F4,r,r,r,r,r,r,r,r,r,D5,D5,F5,F4,B-2
1388.25,614.2346,348,1.25,D6,D6,F5,D5,D5,F4,B-3,B-2,F4,F4,r,r,r,r,r,r,r,r,r,D5,D5,D5,D4,B-2
1389.0,614.5471,348,2.0,B-6,B-6,B-5,D5,D5,B-4,G3,G2,D4,D4,r,r,r,r,r,r,r,r,r,B-5,D5,B-4,G3,G2
1389.25,614.6513,348,2.25,G6,G6,B-5,D5,D5,B-4,G3,G2,D4,D4,r,r,r,r,r,r,r,r,r,G5,D5,B-4,G3,G2
1390.0,614.9638,348,3.0,D6,D6,F5,D5,D5,B-4,C4,C3,D4,D4,r,r,r,r,r,r,r,r,r,D5,D5,B-4,C4,C3
1390.25,615.0679,348,3.25,F6,F6,F5,D5,D5,B-4,C4,C3,D4,D4,r,r,r,r,r,r,r,r,r,F5,D5,B-4,C4,C3
1391.0,615.3804,348,4.0,E6,E6,G5,E5,E5,B-4,C3,C2,E4,E4,r,r,r,r,r,r,r,r,r,E5,E5,B-4,C3,C2
1391.25,615.4846,348,4.25,G6,G6,G5,E5,E5,B-4,C3,C2,E4,E4,r,r,r,r,r,r,r,r,r,G5,E5,B-4,C3,C2
1392.0,615.7971,349,1.0,C6,C6,C5,A4,C5,A4,F3,F2,F4,F4,r,r,r,r,r,r,r,r,r,C5,C5,A4,F3,F2
1393.0,616.2138,349,2.0,C6,C6,A5,C5,E5,C5,A3,A2,E4,A3,r,r,r,r,r,r,r,r,r,C6,E5,C5,A3,A2
1393.25,616.3179,349,2.25,A5,A5,A5,C5,E5,C5,A3,A2,E4,A3,r,r,r,r,r,r,r,r,r,A5,E5,C5,A3,A2
1394.0,616.6304,349,3.0,F5,F5,F5,A4,F5,A4,D4,D3,F4,D4,r,r,r,r,r,r,r,r,r,F5,F5,A4,D4,D3
1395.0,617.0471,349,4.0,D6,D6,B-5,D5,F5,D5,B-3,B-2,F4,D4,r,r,r,r,r,r,r,r,r,D6,F5,D5,B-3,B-2
1395.25,617.1513,349,4.25,B-5,B-5,B-5,D5,F5,D5,B-3,B-2,F4,D4,r,r,r,r,r,r,r,r,r,B-5,F5,D5,B-3,B-2
1396.0,617.4638,350,1.0,G5,G5,G5,B-4,G5,B-4,E4,E3,G4,E4,r,r,r,r,r,r,r,r,r,G5,G5,B-4,E4,E3
1397.0,617.8804,350,2.0,E6,E6,E5,E5,E5,E5,E4,E4,r,r,r,r,r,r,r,r,r,r,r,E6,E5,E5,E4,r
1397.25,617.9846,350,2.25,C#6,C#6,C#5,C#5,C#5,C#5,C#4,C#4,r,r,r,r,r,r,r,r,r,r,r,C#6,C#5,C#5,C#4,r
1398.0,618.2971,350,3.0,A5,A5,A5,A5,A4,A4,A3,A3,r,r,r,r,r,r,r,r,r,r,r,A5,A4,A4,A3,r
1398.25,618.4013,350,3.25,F5,F5,F5,F5,F4,F4,F3,F3,r,r,r,r,r,r,r,r,r,r,r,F5,F4,F4,F3,r
1399.0,618.7138,350,4.0,D5,D5,D5,D5,D4,D4,D3,D3,r,r,r,r,r,r,r,r,r,r,r,D5,D4,D4,D3,r
1399.25,618.8179,350,4.25,B-4,B-4,B-4,B-4,B-3,B-3,B-2,B-2,r,r,r,r,r,r,r,r,r,r,r,B-4,B-3,B-3,B-2,r
1400.0,619.1304,351,1.0,G4,G4,G4,G4,G3,G3,G2,G2,r,r,r,r,r,r,r,r,r,r,r,G4,G3,G3,G2,r
1401.0,619.5471,351,2.0,G6,G6,G5,G5,G5,G4,G4,G4,r,r,r,r,r,r,r,r,r,r,r,G6,G5,G4,G4,G3
1401.25,619.6513,351,2.25,E6,E6,E5,E5,E5,E4,E4,E4,r,r,r,r,r,r,r,r,r,r,r,E6,E5,E4,E4,E3
1402.0,619.9638,351,3.0,C#6,C#6,C#5,C#5,C#5,C#4,C#4,C#4,r,r,r,r,r,r,r,r,r,r,r,C#6,C#5,C#4,C#4,C#3
1403.0,620.3804,351,4.0,A5,A5,A5,A5,A5,A4,A3,A3,r,r,r,r,r,r,r,r,r,r,r,A5,A4,A4,A3,A2
1403.25,620.4846,351,4.25,F5,F5,F5,F5,F5,F4,F3,F3,r,r,r,r,r,r,r,r,r,r,r,F5,F4,F4,F3,F2
1404.0,620.7971,352,1.0,D5,D5,D5,D5,D5,D4,D3,D3,r,r,r,r,r,r,r,r,r,r,r,D5,D4,D4,D3,D2
1405.0,621.2138,352,2.0,r,r,B-4,B-4,B-4,B-4,B-3,B-3,r,r,r,r,r,r,r,r,r,r,r,B-4,B-3,B-3,B-3,B-2
1405.25,621.3179,352,2.25,r,r,G4,G4,G4,G4,G3,G3,r,r,r,r,r,r,r,r,r,r,r,G4,G3,G3,G3,G2
1406.0,621.6304,352,3.0,r,r,E4,E4,E4,E4,E3,E3,r,r,r,r,r,r,r,r,r,r,r,E4,E4,E3,E3,E2
1406.25,621.7346,352,3.25,r,r,E4,E4,C#4,C#4,C#3,C#3,r,r,r,r,r,r,r,r,r,r,r,C#4,C#4,C#3,C#3,C#2
1407.0,622.0471,352,4.0,r,r,r,r,A3,A3,A2,A2,r,r,r,r,r,r,r,r,r,r,r,A3,A3,A3,A2,A1
1407.25,622.1513,352,4.25,r,r,r,r,A3,A3,F2,F2,r,r,r,r,r,r,r,r,r,r,r,A3,A3,F3,F2,F1
1408.0,622.4638,353,1.0,r,r,r,r,r,r,D2,D2,r,r,r,r,r,r,A3,F3,D3,D2,r,r,r,D3,D2,D2
1409.0,622.8804,353,2.0,r,r,r,r,r,r,A3,F3,r,r,r,r,r,r,A3,F3,D3,D2,r,r,r,A3,A2,r
1410.0,623.2971,353,3.0,r,r,r,r,r,r,A3,F3,r,r,r,r,r,r,A3,F3,D3,D2,r,r,r,D4,D3,r
1411.0,623.7138,353,4.0,r,r,r,r,r,r,B-3,G3,r,r,r,r,r,r,B-3,G3,D3,G2,r,r,r,G3,G2,r
1412.0,624.1304,354,1.0,B-5,G5,B-5,G5,B-4,G4,B-3,G3,r,r,r,r,r,r,B-3,G3,D3,G2,r,D4,r,D3,r,r
1413.0,624.5471,354,2.0,B-5,G5,B-5,G5,B-4,G4,B-3,G3,r,r,r,r,r,r,B-3,G3,D3,G2,r,G4,r,G3,r,r
1414.0,624.9638,354,3.0,B-5,G5,B-5,G5,B-4,G4,B-3,G3,r,r,r,r,r,r,B-3,G3,D3,G2,r,D5,r,D4,r,r
1415.0,625.3804,354,4.0,A5,F5,A5,F5,A4,F4,A3,F3,r,r,r,r,r,r,A3,F3,D3,D2,r,A4,r,A3,r,r
1416.0,625.7971,355,1.0,A5,F5,A5,F5,A4,F4,A3,F3,A4,D4,r,r,r,r,A3,F3,D3,D2,r,r,r,D3,D2,r
1417.0,626.2138,355,2.0,A5,F5,A5,F5,A4,F4,G3,E3,A4,D4,r,r,r,r,G3,E3,D3,D2,r,r,r,A3,A2,r
1418.0,626.6304,355,3.0,A5,F5,A5,F5,A4,F4,F3,D3,A4,D4,r,r,r,r,F3,D3,D3,D2,r,r,r,D4,D3,r
1419.0,627.0471,355,4.0,A5,F5,A5,F5,A4,F4,G3,E3,A4,D4,r,r,r,r,G3,E3,D3,D2,r,r,r,A3,A2,r
1420.0,627.4638,356,1.0,A5,F5,A5,F5,A4,F4,A3,F3,A4,D4,r,r,r,r,A3,F3,D3,D2,r,D4,r,D4,D3,r
1421.0,627.8804,356,2.0,G5,E5,G5,E5,G4,E4,A3,F3,A4,D4,r,r,r,r,A3,F3,D3,D2,r,A4,r,A4,A3,r
1422.0,628.2971,356,3.0,F5,D5,F5,D5,F4,D4,A3,F3,A4,D4,r,r,r,r,A3,F3,D3,D2,r,D5,r,D5,D4,r
1423.0,628.7138,356,4.0,G5,E5,G5,E5,G4,E4,A3,F3,A4,D4,r,r,r,r,A3,F3,D3,D2,r,A4,r,A4,A3,r
1424.0,629.1304,357,1.0,A5,F5,A5,F5,A4,F4,A3,F3,A4,D4,r,r,r,r,A3,F3,D3,D2,r,D5,D4,D4,D3,r
1425.0,629.5471,357,2.0,G5,E5,G5,E5,G4,E4,A3,F3,A4,D4,r,r,r,r,A3,F3,D3,D2,r,A5,A4,A3,A2,r
1426.0,629.9638,357,3.0,A5,F5,A5,F5,A4,F4,A3,F3,A4,D4,r,r,r,r,A3,F3,D3,D2,r,D6,D5,D3,D2,r
1427.0,630.3804,357,4.0,B5,D5,B5,D5,B4,D4,G3,F3,G4,F4,r,r,r,r,G3,F3,D3,G2,r,G5,G4,G3,A2,r
1428.0,630.7971,358,1.0,C6,E5,C6,E5,C5,E4,G3,E3,r,r,r,r,r,r,G3,E3,C3,C2,r,r,r,C3,C2,r
1429.0,631.2138,358,2.0,r,r,r,r,r,r,G3,E3,r,r,r,r,r,r,G3,E3,C3,C2,r,r,r,G3,G2,r
1430.0,631.6304,358,3.0,r,r,r,r,r,r,G3,E3,r,r,r,r,r,r,G3,E3,C3,C2,r,r,r,C4,C3,r
1431.0,632.0471,358,4.0,r,r,r,r,r,r,A3,F3,r,r,r,r,r,r,A3,F3,C3,F2,r,r,r,F3,F2,r
1432.0,632.4638,359,1.0,A6,F6,A5,F5,A4,F4,A3,F3,r,r,r,r,r,r,A3,F3,C3,F2,r,C4,r,r,r,r
1433.0,632.8804,359,2.0,A6,F6,A5,F5,A4,F4,A3,F3,r,r,r,r,r,r,A3,F3,C3,F2,r,F4,r,r,r,r
1434.0,633.2971,359,3.0,A6,F6,A5,F5,A4,F4,A3,F3,r,r,r,r,r,r,A3,F3,C3,F2,r,C5,r,r,r,r
1435.0,633.7138,359,4.0,G6,E6,G5,E5,G4,E4,G3,E3,r,r,r,r,r,r,G3,E3,C3,C2,r,G4,r,r,r,r
1436.0,634.1304,360,1.0,G6,E6,G5,E5,G4,E4,G3,E3,G4,C4,r,r,r,r,G3,E3,C3,C2,r,r,r,C3,C2,r
1437.0,634.5471,360,2.0,G6,E6,G5,E5,G4,E4,F3,D3,G4,C4,r,r,r,r,F3,D3,C3,C2,r,r,r,G3,G2,r
1438.0,634.9638,360,3.0,G6,E6,G5,E5,G4,E4,E3,C3,G4,C4,r,r,r,r,E3,C3,C3,C2,r,r,r,C4,C3,r
1439.0,635.3804,360,4.0,G6,E6,G5,E5,G4,E4,F3,D3,G4,C4,r,r,r,r,F3,D3,C3,C2,r,r,r,G3,G2,r
1440.0,635.7971,361,1.0,G6,E6,G5,E5,G4,E4,G3,E3,G4,C4,r,r,r,r,G3,E3,C3,C2,r,C4,r,C4,C3,r
1441.0,636.2138,361,2.0,F6,D6,F5,D5,F4,D4,G3,E3,G4,C4,r,r,r,r,G3,E3,C3,C2,r,G4,r,G4,G3,r
1442.0,636.6304,361,3.0,E6,C6,E5,C5,E4,C4,G3,E3,G4,C4,r,r,r,r,G3,E3,C3,C2,r,C5,r,C5,C4,r
1443.0,637.0471,361,4.0,F6,D6,F5,D5,F4,D4,G3,E3,G4,C4,r,r,r,r,G3,E3,C3,C2,r,G4,r,G4,G3,r
1444.0,637.4638,362,1.0,G6,E6,G5,E5,G4,E4,G3,E3,G4,C4,r,r,r,r,G3,E3,C3,C2,r,C5,C4,C4,C3,r
1445.0,637.8804,362,2.0,F6,D6,F5,D5,F4,D4,G3,E3,G4,C4,r,r,r,r,G3,E3,C3,C2,r,G5,G4,G3,G2,r
1446.0,638.2971,362,3.0,G6,E6,G5,E5,G4,E4,G3,E3,G4,C4,r,r,r,r,G3,E3,C3,C2,r,C6,C5,C3,C2,r
1447.0,638.7138,362,4.0,A6,C6,A5,C5,A4,C4,F3,F3,E-4,C4,r,r,r,r,F3,F3,C3,F2,r,F5,F4,F3,F2,r
1448.0,639.1304,363,1.0,D6,B-5,B-5,D5,D5,B-4,B-2,B-1,D4,D3,r,r,r,r,D4,B-3,F3,B-1,r,D6,F5,D5,B-2,B-1
1449.0,639.5471,363,2.0,D6,B-5,B-5,D5,D5,B-4,F3,F2,F4,D4,r,r,r,r,D4,B-3,F3,F2,r,D6,F5,D5,F3,F2
1450.0,639.9638,363,3.0,D6,B-5,B-5,D5,D5,B-4,B-3,B-2,F4,D4,r,r,r,r,D4,B-3,F3,B-2,r,D6,F5,D5,B-3,B-2
1451.0,640.3804,363,4.0,E-6,G5,G5,E-5,E-5,G4,E-3,E-2,G4,E-4,r,r,r,r,E-4,B-3,G3,E-2,r,E-6,G5,B-4,E-3,E-2
1452.0,640.7971,364,1.0,E-6,G5,G5,E-5,E-5,G4,B-3,B-2,G4,E-4,r,r,r,r,E-4,B-3,G3,B-2,r,E-6,G5,B-4,B-3,B-2
1453.0,641.2138,364,2.0,E-6,A5,A5,E-5,E-5,A4,E-4,E-3,F#4,E-4,r,r,r,r,F#4,C4,A3,E-3,r,E-6,F#5,C5,E-4,E-3
1455.0,642.0471,364,4.0,D6,B-5,B-5,D5,D5,B-4,B-3,B-2,F4,D4,r,r,r,r,F4,D4,B-3,B-2,r,D6,F5,D5,B-3,B-2
1456.0,642.4638,365,1.0,D6,B-5,B-5,D5,D5,B-4,B-3,B-2,F4,D4,r,r,r,r,F4,D4,B-3,B-2,r,D6,F5,D5,B-3,B-2
1457.0,642.8804,365,2.0,C6,A5,C5,A4,C5,A4,C4,A3,F4,F3,r,r,r,r,r,r,r,F2,r,C6,A5,C5,F2,F1
1458.0,643.2971,365,3.0,B-5,G5,B-4,G4,B-4,G4,B-3,G3,F4,F3,r,r,r,r,r,r,r,F2,r,B-5,G5,B-4,F2,F1
