score_qstamp,qstamp,tstamp,measure,beat,instrument,duration_quarter,duration,pitch,velocity
298.625,698.625,321.4571,84,4.5,Violin 1,0.25,0.075,81,0.4961
298.875,698.875,321.5321,84,4.75,Violin 2,0.25,0.075,68,0.4961
298.875,698.875,321.5321,84,4.75,Violin 1,0.25,0.075,80,0.4961
299.125,699.125,321.6071,85,1.0,Bassoon 1,2.0,0.6,64,0.4961
299.125,699.125,321.6071,85,1.0,D Horn 1,2.0,0.6,57,0.4961
299.125,699.125,321.6071,85,1.0,Bassoon 2,2.0,0.6,61,0.4961
299.125,699.125,321.6071,85,1.0,Violin 1,0.25,0.075,81,0.4961
299.125,699.125,321.6071,85,1.0,Viola,0.5,0.15,69,0.4961
299.125,699.125,321.6071,85,1.0,Violoncello,0.5,0.15,57,0.4961
299.125,699.125,321.6071,85,1.0,Violin 2,0.25,0.075,69,0.4961
299.125,699.125,321.6071,85,1.0,A Clarinet 2,2.0,0.6,73,0.4961
299.125,699.125,321.6071,85,1.0,D Horn 2,2.0,0.6,45,0.4961
299.125,699.125,321.6071,85,1.0,Flute 2,2.0,0.6,85,0.4961
299.125,699.125,321.6071,85,1.0,Flute 1,2.0,0.6,88,0.4961
299.125,699.125,321.6071,85,1.0,A Clarinet 1,2.0,0.6,76,0.4961
299.375,699.375,321.6821,85,1.25,Violin 2,0.25,0.075,68,0.4961
299.375,699.375,321.6821,85,1.25,Violin 1,0.25,0.075,80,0.4961
299.625,699.625,321.7571,85,1.5,Violin 1,0.25,0.075,81,0.4961
299.625,699.625,321.7571,85,1.5,Viola,0.5,0.15,69,0.4961
299.625,699.625,321.7571,85,1.5,Violoncello,0.5,0.15,57,0.4961
299.625,699.625,321.7571,85,1.5,Violin 2,0.25,0.075,69,0.4961
299.875,699.875,321.8321,85,1.75,Violin 1,0.25,0.075,80,0.4961
299.875,699.875,321.8321,85,1.75,Violin 2,0.25,0.075,68,0.4961
300.125,700.125,321.9071,85,2.0,Violoncello,0.5,0.15,57,0.4961
300.125,700.125,321.9071,85,2.0,Violin 1,0.25,0.075,81,0.4961
300.125,700.125,321.9071,85,2.0,Viola,0.5,0.15,69,0.4961
300.125,700.125,321.9071,85,2.0,Violin 2,0.25,0.075,69,0.4961
300.375,700.375,321.9821,85,2.25,Violin 2,0.25,0.075,68,0.4961
300.375,700.375,321.9821,85,2.25,Violin 1,0.25,0.075,80,0.4961
300.625,700.625,322.0571,85,2.5,Violin 2,0.25,0.075,69,0.4961
300.625,700.625,322.0571,85,2.5,Violoncello,0.5,0.15,57,0.4961
300.625,700.625,322.0571,85,2.5,Violin 1,0.25,0.075,81,0.4961
300.625,700.625,322.0571,85,2.5,Viola,0.5,0.15,69,0.4961
300.875,700.875,322.1321,85,2.75,Violin 2,0.25,0.075,68,0.4961
300.875,700.875,322.1321,85,2.75,Violin 1,0.25,0.075,80,0.4961
301.125,701.125,322.2071,85,3.0,Viola,0.5,0.15,69,0.4961
301.125,701.125,322.2071,85,3.0,D Horn 2,0.5,0.15,45,0.4961
301.125,701.125,322.2071,85,3.0,Violoncello,0.5,0.15,57,0.4961
301.125,701.125,322.2071,85,3.0,Violin 1,0.5,0.15,81,0.5461
301.125,701.125,322.2071,85,3.0,Flute 2,0.5,0.15,81,0.5461
301.125,701.125,322.2071,85,3.0,A Clarinet 2,0.5,0.15,69,0.5461
301.125,701.125,322.2071,85,3.0,A Clarinet 1,0.5,0.15,73,0.5461
301.125,701.125,322.2071,85,3.0,Violin 2,0.5,0.15,69,0.5461
301.125,701.125,322.2071,85,3.0,Flute 1,0.5,0.15,85,0.5461
301.125,701.125,322.2071,85,3.0,Bassoon 1,0.5,0.15,61,0.5461
301.125,701.125,322.2071,85,3.0,D Horn 1,0.5,0.15,57,0.4961
301.125,701.125,322.2071,85,3.0,Bassoon 2,0.5,0.15,57,0.5461
301.625,701.625,322.3571,85,3.5,Violin 2,0.5,0.15,61,1.0
301.625,701.625,322.3571,85,3.5,Violin 1,0.5,0.15,61,1.0
302.125,702.125,322.5071,85,4.0,Violin 1,0.5,0.15,66,1.0
302.125,702.125,322.5071,85,4.0,Violin 2,0.5,0.15,66,1.0
302.625,702.625,322.6571,85,4.5,Violin 1,0.5,0.15,69,1.0
302.625,702.625,322.6571,85,4.5,Violin 2,0.5,0.15,69,1.0
303.125,703.125,322.8071,86,1.0,Flute 1,2.0,0.6,85,1.0
303.125,703.125,322.8071,86,1.0,Oboe 2,2.0,0.6,73,1.0
303.125,703.125,322.8071,86,1.0,D Trumpet 2,2.0,0.6,66,1.0
303.125,703.125,322.8071,86,1.0,Flute 2,2.0,0.6,81,1.0
303.125,703.125,322.8071,86,1.0,Violin 2,0.5,0.15,73,1.0
303.125,703.125,322.8071,86,1.0,Violoncello,0.5,0.15,42,1.0
303.125,703.125,322.8071,86,1.0,Oboe 1,2.0,0.6,78,1.0
303.125,703.125,322.8071,86,1.0,Violin 1,0.5,0.15,73,1.0
303.125,703.125,322.8071,86,1.0,D Trumpet 1,2.0,0.6,69,1.0
303.125,703.125,322.8071,86,1.0,Contrabass,0.5,0.15,30,1.0
303.125,703.125,322.8071,86,1.0,Viola,0.5,0.15,54,1.0
303.125,703.125,322.8071,86,1.0,Timpani,2.0,0.6,45,1.0
303.625,703.625,322.9571,86,1.5,Contrabass,0.5,0.15,42,1.0
303.625,703.625,322.9571,86,1.5,Violoncello,0.5,0.15,54,1.0
303.625,703.625,322.9571,86,1.5,Violin 2,0.5,0.15,57,1.0
303.625,703.625,322.9571,86,1.5,Violin 1,0.5,0.15,61,1.0
303.625,703.625,322.9571,86,1.5,Viola,0.5,0.15,66,1.0
304.125,704.125,323.1071,86,2.0,Violoncello,0.5,0.15,49,1.0
304.125,704.125,323.1071,86,2.0,Violin 2,0.5,0.15,61,1.0
304.125,704.125,323.1071,86,2.0,Contrabass,0.5,0.15,37,1.0
304.125,704.125,323.1071,86,2.0,Violin 1,0.5,0.15,66,1.0
304.125,704.125,323.1071,86,2.0,Viola,0.5,0.15,61,1.0
304.625,704.625,323.2571,86,2.5,Violin 2,0.5,0.15,66,1.0
304.625,704.625,323.2571,86,2.5,Contrabass,0.5,0.15,33,1.0
304.625,704.625,323.2571,86,2.5,Violoncello,0.5,0.15,45,1.0
304.625,704.625,323.2571,86,2.5,Viola,0.5,0.15,57,1.0
304.625,704.625,323.2571,86,2.5,Violin 1,0.5,0.15,69,1.0
305.125,705.125,323.4071,86,3.0,Viola,0.5,0.15,54,1.0
305.125,705.125,323.4071,86,3.0,D Trumpet 1,1.75,0.525,69,1.0
305.125,705.125,323.4071,86,3.0,Flute 1,1.75,0.525,85,1.0
305.125,705.125,323.4071,86,3.0,Oboe 1,1.75,0.525,78,1.0
305.125,705.125,323.4071,86,3.0,Flute 2,1.75,0.525,81,1.0
305.125,705.125,323.4071,86,3.0,D Trumpet 2,1.75,0.525,66,1.0
305.125,705.125,323.4071,86,3.0,Oboe 2,1.75,0.525,73,1.0
305.125,705.125,323.4071,86,3.0,Contrabass,0.5,0.15,30,1.0
305.125,705.125,323.4071,86,3.0,Violoncello,0.5,0.15,42,1.0
305.125,705.125,323.4071,86,3.0,Violin 2,0.5,0.15,69,1.0
305.125,705.125,323.4071,86,3.0,Timpani,1.75,0.525,45,1.0
305.125,705.125,323.4071,86,3.0,Violin 1,0.5,0.15,73,1.0
305.625,705.625,323.5571,86,3.5,Violoncello,0.5,0.15,54,1.0
305.625,705.625,323.5571,86,3.5,Contrabass,0.5,0.15,42,1.0
305.625,705.625,323.5571,86,3.5,Violin 2,0.5,0.15,69,1.0
305.625,705.625,323.5571,86,3.5,Violin 1,0.5,0.15,73,1.0
305.625,705.625,323.5571,86,3.5,Viola,0.5,0.15,66,1.0
306.125,706.125,323.7071,86,4.0,Violoncello,0.5,0.15,49,1.0
306.125,706.125,323.7071,86,4.0,Contrabass,0.5,0.15,37,1.0
306.125,706.125,323.7071,86,4.0,Violin 1,0.5,0.15,78,1.0
306.125,706.125,323.7071,86,4.0,Violin 2,0.5,0.15,73,1.0
306.125,706.125,323.7071,86,4.0,Viola,0.5,0.15,61,1.0
306.625,706.625,323.8571,86,4.5,Violoncello,0.5,0.15,45,1.0
306.625,706.625,323.8571,86,4.5,Violin 1,0.5,0.15,81,1.0
306.625,706.625,323.8571,86,4.5,Viola,0.5,0.15,57,1.0
306.625,706.625,323.8571,86,4.5,Contrabass,0.5,0.15,33,1.0
306.625,706.625,323.8571,86,4.5,Violin 2,0.5,0.15,78,1.0
306.875,706.875,323.9321,86,4.75,Oboe 2,0.25,0.075,73,1.0
306.875,706.875,323.9321,86,4.75,Flute 1,0.25,0.075,85,1.0
306.875,706.875,323.9321,86,4.75,Timpani,0.25,0.075,45,1.0
306.875,706.875,323.9321,86,4.75,D Trumpet 2,0.25,0.075,66,1.0
306.875,706.875,323.9321,86,4.75,Oboe 1,0.25,0.075,78,1.0
306.875,706.875,323.9321,86,4.75,D Trumpet 1,0.25,0.075,69,1.0
306.875,706.875,323.9321,86,4.75,Flute 2,0.25,0.075,81,1.0
307.125,707.125,324.0071,87,1.0,Violoncello,0.5,0.15,42,1.0
307.125,707.125,324.0071,87,1.0,Flute 2,3.0,0.9,81,1.0
307.125,707.125,324.0071,87,1.0,D Trumpet 2,3.0,0.9,66,1.0
307.125,707.125,324.0071,87,1.0,D Trumpet 1,3.0,0.9,69,1.0
307.125,707.125,324.0071,87,1.0,Violin 2,3.0,0.9,81,1.0
307.125,707.125,324.0071,87,1.0,Violin 1,3.0,0.9,85,1.0
307.125,707.125,324.0071,87,1.0,Flute 1,3.0,0.9,85,1.0
307.125,707.125,324.0071,87,1.0,Contrabass,0.5,0.15,30,1.0
307.125,707.125,324.0071,87,1.0,Timpani,1.0,0.3,45,1.0
307.125,707.125,324.0071,87,1.0,Oboe 1,3.0,0.9,78,1.0
307.125,707.125,324.0071,87,1.0,Viola,0.5,0.15,54,1.0
307.125,707.125,324.0071,87,1.0,Oboe 2,3.0,0.9,73,1.0
307.625,707.625,324.1571,87,1.5,Violoncello,0.5,0.15,54,1.0
307.625,707.625,324.1571,87,1.5,Viola,0.5,0.15,66,1.0
307.625,707.625,324.1571,87,1.5,Contrabass,0.5,0.15,42,1.0
308.125,708.125,324.3071,87,2.0,Contrabass,0.5,0.15,37,1.0
308.125,708.125,324.3071,87,2.0,Violoncello,0.5,0.15,49,1.0
308.125,708.125,324.3071,87,2.0,Viola,0.5,0.15,61,1.0
308.625,708.625,324.4571,87,2.5,Viola,0.5,0.15,57,1.0
308.625,708.625,324.4571,87,2.5,Violoncello,0.5,0.15,45,1.0
308.625,708.625,324.4571,87,2.5,Contrabass,0.5,0.15,33,1.0
309.125,709.125,324.6071,87,3.0,Violoncello,0.5,0.15,42,1.0
309.125,709.125,324.6071,87,3.0,Viola,0.5,0.15,54,1.0
309.125,709.125,324.6071,87,3.0,Contrabass,0.5,0.15,30,1.0
309.625,709.625,324.7571,87,3.5,Viola,0.5,0.15,66,1.0
309.625,709.625,324.7571,87,3.5,Contrabass,0.5,0.15,42,1.0
309.625,709.625,324.7571,87,3.5,Violoncello,0.5,0.15,54,1.0
310.125,710.125,324.9071,87,4.0,Violin 2,0.75,0.225,73,1.0
310.125,710.125,324.9071,87,4.0,Oboe 2,1.0,0.3,69,1.0
310.125,710.125,324.9071,87,4.0,Viola,0.5,0.15,68,1.0
310.125,710.125,324.9071,87,4.0,Flute 2,1.0,0.3,81,1.0
310.125,710.125,324.9071,87,4.0,Flute 1,1.0,0.3,90,1.0
310.125,710.125,324.9071,87,4.0,Violin 1,0.75,0.225,81,1.0
310.125,710.125,324.9071,87,4.0,Violoncello,0.5,0.15,56,1.0
310.125,710.125,324.9071,87,4.0,Oboe 1,1.0,0.3,78,1.0
310.125,710.125,324.9071,87,4.0,Bassoon 1,1.0,0.3,61,1.0
310.125,710.125,324.9071,87,4.0,Contrabass,0.5,0.15,44,1.0
310.625,710.625,325.0571,87,4.5,Viola,0.5,0.15,69,1.0
310.625,710.625,325.0571,87,4.5,Contrabass,0.5,0.15,45,1.0
310.625,710.625,325.0571,87,4.5,Violoncello,0.5,0.15,57,1.0
310.875,710.875,325.1321,87,4.75,Violin 2,0.25,0.075,69,1.0
310.875,710.875,325.1321,87,4.75,Violin 1,0.25,0.075,78,1.0
311.125,711.125,325.2071,88,1.0,Violin 1,0.5,0.15,83,1.0
311.125,711.125,325.2071,88,1.0,Viola,0.5,0.15,59,1.0
311.125,711.125,325.2071,88,1.0,Violoncello,0.5,0.15,47,1.0
311.125,711.125,325.2071,88,1.0,Contrabass,0.5,0.15,35,1.0
311.125,711.125,325.2071,88,1.0,Violin 2,0.5,0.15,80,1.0
311.625,711.625,325.3571,88,1.5,Violin 1,0.5,0.15,83,1.0
311.625,711.625,325.3571,88,1.5,Contrabass,0.5,0.15,47,1.0
311.625,711.625,325.3571,88,1.5,Violin 2,0.5,0.15,80,1.0
311.625,711.625,325.3571,88,1.5,Viola,0.5,0.15,71,1.0
311.625,711.625,325.3571,88,1.5,Violoncello,0.5,0.15,59,1.0
312.125,712.125,325.5071,88,2.0,Violin 1,0.5,0.15,80,1.0
312.125,712.125,325.5071,88,2.0,Bassoon 1,1.0,0.3,59,1.0
312.125,712.125,325.5071,88,2.0,Viola,0.5,0.15,71,1.0
312.125,712.125,325.5071,88,2.0,Flute 2,1.0,0.3,80,1.0
312.125,712.125,325.5071,88,2.0,Oboe 1,1.0,0.3,76,1.0
312.125,712.125,325.5071,88,2.0,Flute 1,1.0,0.3,88,1.0
312.125,712.125,325.5071,88,2.0,Violoncello,0.5,0.15,59,1.0
312.125,712.125,325.5071,88,2.0,Contrabass,0.5,0.15,47,1.0
312.125,712.125,325.5071,88,2.0,Oboe 2,1.0,0.3,68,1.0
312.125,712.125,325.5071,88,2.0,Violin 2,0.5,0.15,71,1.0
312.625,712.625,325.6571,88,2.5,Contrabass,0.5,0.15,47,1.0
312.625,712.625,325.6571,88,2.5,Viola,0.5,0.15,71,1.0
312.625,712.625,325.6571,88,2.5,Violin 1,0.5,0.15,76,1.0
312.625,712.625,325.6571,88,2.5,Violin 2,0.5,0.15,68,1.0
312.625,712.625,325.6571,88,2.5,Violoncello,0.5,0.15,59,1.0
313.125,713.125,325.8071,88,3.0,Violoncello,0.5,0.15,47,1.0
313.125,713.125,325.8071,88,3.0,Violin 1,0.5,0.15,81,1.0
313.125,713.125,325.8071,88,3.0,Viola,0.5,0.15,59,1.0
313.125,713.125,325.8071,88,3.0,Violin 2,0.5,0.15,78,1.0
313.125,713.125,325.8071,88,3.0,Contrabass,0.5,0.15,35,1.0
313.625,713.625,325.9571,88,3.5,Violin 1,0.5,0.15,81,1.0
313.625,713.625,325.9571,88,3.5,Violin 2,0.5,0.15,78,1.0
313.625,713.625,325.9571,88,3.5,Viola,0.5,0.15,71,1.0
313.625,713.625,325.9571,88,3.5,Contrabass,0.5,0.15,47,1.0
313.625,713.625,325.9571,88,3.5,Violoncello,0.5,0.15,59,1.0
314.125,714.125,326.1071,88,4.0,Flute 2,1.0,0.3,78,1.0
314.125,714.125,326.1071,88,4.0,Violoncello,0.5,0.15,59,1.0
314.125,714.125,326.1071,88,4.0,Viola,0.5,0.15,71,1.0
314.125,714.125,326.1071,88,4.0,Flute 1,1.0,0.3,87,1.0
314.125,714.125,326.1071,88,4.0,Bassoon 1,1.0,0.3,59,1.0
314.125,714.125,326.1071,88,4.0,Violin 2,0.5,0.15,69,1.0
314.125,714.125,326.1071,88,4.0,Oboe 2,1.0,0.3,69,1.0
314.125,714.125,326.1071,88,4.0,Violin 1,0.5,0.15,78,1.0
314.125,714.125,326.1071,88,4.0,Contrabass,0.5,0.15,47,1.0
314.125,714.125,326.1071,88,4.0,Oboe 1,1.0,0.3,78,1.0
314.625,714.625,326.2571,88,4.5,Contrabass,0.5,0.15,47,1.0
314.625,714.625,326.2571,88,4.5,Violin 1,0.5,0.15,75,1.0
314.625,714.625,326.2571,88,4.5,Violoncello,0.5,0.15,59,1.0
314.625,714.625,326.2571,88,4.5,Viola,0.5,0.15,71,1.0
314.625,714.625,326.2571,88,4.5,Violin 2,0.5,0.15,66,1.0
315.125,715.125,326.4071,89,1.0,Violin 2,0.5,0.15,68,1.0
315.125,715.125,326.4071,89,1.0,Flute 2,1.0,0.3,80,1.0
315.125,715.125,326.4071,89,1.0,Viola,2.0,0.6,64,1.0
315.125,715.125,326.4071,89,1.0,Flute 1,1.0,0.3,88,1.0
315.125,715.125,326.4071,89,1.0,D Horn 2,4.0,1.2,64,1.0
315.125,715.125,326.4071,89,1.0,Violoncello,2.0,0.6,64,1.0
315.125,715.125,326.4071,89,1.0,D Trumpet 1,4.0,1.2,76,1.0
315.125,715.125,326.4071,89,1.0,Contrabass,2.0,0.6,52,1.0
315.125,715.125,326.4071,89,1.0,D Trumpet 2,4.0,1.2,76,1.0
315.125,715.125,326.4071,89,1.0,Violin 1,1.0,0.3,76,1.0
315.125,715.125,326.4071,89,1.0,D Horn 1,4.0,1.2,64,1.0
315.125,715.125,326.4071,89,1.0,Oboe 1,1.0,0.3,76,1.0
315.125,715.125,326.4071,89,1.0,Bassoon 1,1.0,0.3,59,1.0
315.125,715.125,326.4071,89,1.0,Oboe 2,1.0,0.3,68,1.0
315.625,715.625,326.5571,89,1.5,Violin 2,1.0,0.3,64,0.7087
315.625,715.625,326.5571,89,1.5,Violin 2,1.0,0.3,76,0.7087
316.625,716.625,326.8571,89,2.5,Violin 2,1.0,0.3,64,0.7087
316.625,716.625,326.8571,89,2.5,Violin 2,1.0,0.3,76,0.7087
317.125,717.125,327.0071,89,3.0,Contrabass,0.5,0.15,52,1.0
317.125,717.125,327.0071,89,3.0,Violoncello,0.5,0.15,64,1.0
317.125,717.125,327.0071,89,3.0,Viola,0.5,0.15,64,1.0
317.625,717.625,327.1571,89,3.5,Violin 2,1.0,0.3,64,0.7087
317.625,717.625,327.1571,89,3.5,Viola,0.5,0.15,64,1.0
317.625,717.625,327.1571,89,3.5,Violin 2,1.0,0.3,76,0.7087
317.625,717.625,327.1571,89,3.5,Contrabass,0.5,0.15,52,1.0
317.625,717.625,327.1571,89,3.5,Violoncello,0.5,0.15,64,1.0
318.125,718.125,327.3071,89,4.0,Contrabass,0.5,0.15,50,1.0
318.125,718.125,327.3071,89,4.0,Violoncello,0.5,0.15,62,1.0
318.125,718.125,327.3071,89,4.0,Viola,0.5,0.15,62,1.0
318.625,718.625,327.4571,89,4.5,Violoncello,0.5,0.15,61,1.0
318.625,718.625,327.4571,89,4.5,Violin 2,0.5,0.15,64,0.7087
318.625,718.625,327.4571,89,4.5,Viola,0.5,0.15,61,1.0
318.625,718.625,327.4571,89,4.5,Contrabass,0.5,0.15,49,1.0
318.625,718.625,327.4571,89,4.5,Violin 2,0.5,0.15,76,0.7087
319.125,719.125,327.6071,90,1.0,D Horn 2,4.0,1.2,64,1.0
319.125,719.125,327.6071,90,1.0,Violoncello,2.0,0.6,62,1.0
319.125,719.125,327.6071,90,1.0,Viola,2.0,0.6,62,1.0
319.125,719.125,327.6071,90,1.0,D Trumpet 1,4.0,1.2,76,1.0
319.125,719.125,327.6071,90,1.0,Violin 2,0.5,0.15,64,0.7087
319.125,719.125,327.6071,90,1.0,Contrabass,2.0,0.6,50,1.0
319.125,719.125,327.6071,90,1.0,D Horn 1,4.0,1.2,64,1.0
319.125,719.125,327.6071,90,1.0,Violin 2,0.5,0.15,76,0.7087
319.125,719.125,327.6071,90,1.0,D Trumpet 2,4.0,1.2,76,1.0
319.625,719.625,327.7571,90,1.5,Violin 2,1.0,0.3,64,0.7087
319.625,719.625,327.7571,90,1.5,Violin 2,1.0,0.3,76,0.7087
320.625,720.625,328.0571,90,2.5,Violin 2,1.0,0.3,76,0.7087
320.625,720.625,328.0571,90,2.5,Violin 2,1.0,0.3,64,0.7087
321.125,721.125,328.2071,90,3.0,Contrabass,0.5,0.15,50,1.0
321.125,721.125,328.2071,90,3.0,Viola,0.5,0.15,62,1.0
321.125,721.125,328.2071,90,3.0,Violoncello,0.5,0.15,62,1.0
321.625,721.625,328.3571,90,3.5,Violoncello,0.5,0.15,62,1.0
321.625,721.625,328.3571,90,3.5,Contrabass,0.5,0.15,50,1.0
321.625,721.625,328.3571,90,3.5,Viola,0.5,0.15,62,1.0
321.625,721.625,328.3571,90,3.5,Violin 2,1.0,0.3,76,0.7087
321.625,721.625,328.3571,90,3.5,Violin 2,1.0,0.3,64,0.7087
322.125,722.125,328.5071,90,4.0,Violoncello,0.5,0.15,61,1.0
322.125,722.125,328.5071,90,4.0,Viola,0.5,0.15,61,1.0
322.125,722.125,328.5071,90,4.0,Contrabass,0.5,0.15,49,1.0
322.625,722.625,328.6571,90,4.5,Violin 2,0.5,0.15,76,0.7087
322.625,722.625,328.6571,90,4.5,Contrabass,0.5,0.15,48,1.0
322.625,722.625,328.6571,90,4.5,Violoncello,0.5,0.15,60,1.0
322.625,722.625,328.6571,90,4.5,Violin 2,0.5,0.15,64,0.7087
322.625,722.625,328.6571,90,4.5,Viola,0.5,0.15,60,1.0
323.125,723.125,328.8071,91,1.0,D Trumpet 1,4.0,1.2,76,1.0
323.125,723.125,328.8071,91,1.0,Oboe 2,2.0,0.6,76,1.0
323.125,723.125,328.8071,91,1.0,D Horn 2,4.0,1.2,64,1.0
323.125,723.125,328.8071,91,1.0,A Clarinet 2,4.0,1.2,76,1.0
323.125,723.125,328.8071,91,1.0,Flute 1,2.0,0.6,88,1.0
323.125,723.125,328.8071,91,1.0,Flute 2,2.0,0.6,88,1.0
323.125,723.125,328.8071,91,1.0,Violin 2,0.5,0.15,64,0.7087
323.125,723.125,328.8071,91,1.0,Violin 2,0.5,0.15,76,0.7087
323.125,723.125,328.8071,91,1.0,A Clarinet 1,4.0,1.2,76,1.0
323.125,723.125,328.8071,91,1.0,Violoncello,2.0,0.6,61,1.0
323.125,723.125,328.8071,91,1.0,D Horn 1,4.0,1.2,64,1.0
323.125,723.125,328.8071,91,1.0,Contrabass,2.0,0.6,49,1.0
323.125,723.125,328.8071,91,1.0,D Trumpet 2,4.0,1.2,76,1.0
323.125,723.125,328.8071,91,1.0,Viola,2.0,0.6,61,1.0
323.125,723.125,328.8071,91,1.0,Oboe 1,2.0,0.6,76,1.0
323.125,723.125,328.8071,91,1.0,Violin 1,2.0,0.6,88,1.0
323.625,723.625,328.9571,91,1.5,Violin 2,1.0,0.3,64,0.7087
323.625,723.625,328.9571,91,1.5,Violin 2,1.0,0.3,76,0.7087
324.625,724.625,329.2571,91,2.5,Violin 2,1.0,0.3,64,0.7087
324.625,724.625,329.2571,91,2.5,Violin 2,1.0,0.3,76,0.7087
325.125,725.125,329.4071,91,3.0,Flute 1,0.5,0.15,88,1.0
325.125,725.125,329.4071,91,3.0,Contrabass,0.5,0.15,49,1.0
325.125,725.125,329.4071,91,3.0,Flute 2,0.5,0.15,88,1.0
325.125,725.125,329.4071,91,3.0,Violoncello,0.5,0.15,61,1.0
325.125,725.125,329.4071,91,3.0,Violin 1,0.5,0.15,88,1.0
325.125,725.125,329.4071,91,3.0,Oboe 2,0.5,0.15,76,1.0
325.125,725.125,329.4071,91,3.0,Oboe 1,0.5,0.15,76,1.0
325.125,725.125,329.4071,91,3.0,Viola,0.5,0.15,61,1.0
325.625,725.625,329.5571,91,3.5,Flute 1,0.5,0.15,88,1.0
325.625,725.625,329.5571,91,3.5,Oboe 1,0.5,0.15,76,1.0
325.625,725.625,329.5571,91,3.5,Viola,0.5,0.15,61,1.0
325.625,725.625,329.5571,91,3.5,Violin 1,0.5,0.15,88,1.0
325.625,725.625,329.5571,91,3.5,Violoncello,0.5,0.15,61,1.0
325.625,725.625,329.5571,91,3.5,Violin 2,1.0,0.3,64,0.7087
325.625,725.625,329.5571,91,3.5,Flute 2,0.5,0.15,88,1.0
325.625,725.625,329.5571,91,3.5,Contrabass,0.5,0.15,49,1.0
325.625,725.625,329.5571,91,3.5,Oboe 2,0.5,0.15,76,1.0
325.625,725.625,329.5571,91,3.5,Violin 2,1.0,0.3,76,0.7087
326.125,726.125,329.7071,91,4.0,Flute 1,0.5,0.15,86,1.0
326.125,726.125,329.7071,91,4.0,Flute 2,0.5,0.15,86,1.0
326.125,726.125,329.7071,91,4.0,Viola,0.5,0.15,59,1.0
326.125,726.125,329.7071,91,4.0,Oboe 2,0.5,0.15,74,1.0
326.125,726.125,329.7071,91,4.0,Violoncello,0.5,0.15,59,1.0
326.125,726.125,329.7071,91,4.0,Contrabass,0.5,0.15,47,1.0
326.125,726.125,329.7071,91,4.0,Oboe 1,0.5,0.15,74,1.0
326.125,726.125,329.7071,91,4.0,Violin 1,0.5,0.15,86,1.0
326.625,726.625,329.8571,91,4.5,Violin 1,0.5,0.15,85,1.0
326.625,726.625,329.8571,91,4.5,Flute 2,0.5,0.15,85,1.0
326.625,726.625,329.8571,91,4.5,Viola,0.5,0.15,58,1.0
326.625,726.625,329.8571,91,4.5,Flute 1,0.5,0.15,85,1.0
326.625,726.625,329.8571,91,4.5,Oboe 2,0.5,0.15,73,1.0
326.625,726.625,329.8571,91,4.5,Violoncello,0.5,0.15,58,1.0
326.625,726.625,329.8571,91,4.5,Violin 2,0.5,0.15,64,0.7087
326.625,726.625,329.8571,91,4.5,Violin 2,0.5,0.15,76,0.7087
326.625,726.625,329.8571,91,4.5,Contrabass,0.5,0.15,46,1.0
326.625,726.625,329.8571,91,4.5,Oboe 1,0.5,0.15,73,1.0
327.125,727.125,330.0071,92,1.0,Oboe 1,2.0,0.6,74,1.0
327.125,727.125,330.0071,92,1.0,Violoncello,2.0,0.6,59,1.0
327.125,727.125,330.0071,92,1.0,Flute 1,2.0,0.6,86,1.0
327.125,727.125,330.0071,92,1.0,A Clarinet 1,4.0,1.2,76,1.0
327.125,727.125,330.0071,92,1.0,A Clarinet 2,4.0,1.2,76,1.0
327.125,727.125,330.0071,92,1.0,D Trumpet 1,4.0,1.2,76,1.0
327.125,727.125,330.0071,92,1.0,Contrabass,2.0,0.6,47,1.0
327.125,727.125,330.0071,92,1.0,Flute 2,2.0,0.6,86,1.0
327.125,727.125,330.0071,92,1.0,Violin 2,0.5,0.15,76,0.7087
327.125,727.125,330.0071,92,1.0,Violin 2,0.5,0.15,64,0.7087
327.125,727.125,330.0071,92,1.0,D Horn 2,4.0,1.2,64,1.0
327.125,727.125,330.0071,92,1.0,Oboe 2,2.0,0.6,74,1.0
327.125,727.125,330.0071,92,1.0,D Trumpet 2,4.0,1.2,76,1.0
327.125,727.125,330.0071,92,1.0,Viola,2.0,0.6,59,1.0
327.125,727.125,330.0071,92,1.0,Violin 1,2.0,0.6,86,1.0
327.125,727.125,330.0071,92,1.0,D Horn 1,4.0,1.2,64,1.0
327.625,727.625,330.1571,92,1.5,Violin 2,1.0,0.3,64,0.7087
327.625,727.625,330.1571,92,1.5,Violin 2,1.0,0.3,76,0.7087
328.625,728.625,330.4571,92,2.5,Violin 2,1.0,0.3,76,0.7087
328.625,728.625,330.4571,92,2.5,Violin 2,1.0,0.3,64,0.7087
329.125,729.125,330.6071,92,3.0,Viola,0.5,0.15,59,1.0
329.125,729.125,330.6071,92,3.0,Violin 1,0.5,0.15,86,1.0
329.125,729.125,330.6071,92,3.0,Contrabass,0.5,0.15,47,1.0
329.125,729.125,330.6071,92,3.0,Oboe 1,0.5,0.15,74,1.0
329.125,729.125,330.6071,92,3.0,Flute 2,0.5,0.15,86,1.0
329.125,729.125,330.6071,92,3.0,Violoncello,0.5,0.15,59,1.0
329.125,729.125,330.6071,92,3.0,Flute 1,0.5,0.15,86,1.0
329.125,729.125,330.6071,92,3.0,Oboe 2,0.5,0.15,74,1.0
329.625,729.625,330.7571,92,3.5,Flute 1,0.5,0.15,86,1.0
