qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,C Clarinet 1,C Clarinet 2,Bassoon 1,Bassoon 2,C Horn 1,C Horn 2,C Trumpet 1,C Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
363.0,369.0,P3(Flute 2)&P8(Main)&P3(Oboe 2)&P8(C Clarinet 1)&P3(C Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P5(C Horn 1)&P5(C Horn 2)&P5(C Trumpet 1)&P5(C Trumpet 2)&P5(Timpani),P3(Flute 1)&P3(Main)&P8(Oboe 2)&P3(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P3(C Horn 1)&P3(C Horn 2)&P3(C Trumpet 1)&P3(C Trumpet 2)&P3(Timpani),Main Part,P3(Flute 1)&P8(Flute 2)&P3(Main)&P3(C Clarinet 1)&U(C Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P3(C Horn 1)&P3(C Horn 2)&P3(C Trumpet 1)&P3(C Trumpet 2)&P3(Timpani),P8(Flute 1)&P3(Flute 2)&U(Main)&P3(Oboe 2)&P3(C Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P5(C Horn 1)&P5(C Horn 2)&P5(C Trumpet 1)&P5(C Trumpet 2)&P5(Timpani),P3(Flute 1)&P8(Flute 2)&P3(Main)&U(Oboe 2)&P3(C Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2)&P3(C Horn 1)&P3(C Horn 2)&P3(C Trumpet 1)&P3(C Trumpet 2)&P3(Timpani),P8(Flute 1)&P3(Flute 2)&P8(Main)&P3(Oboe 2)&P8(C Clarinet 1)&P3(C Clarinet 2)&P3(Bassoon 2)&P5(C Horn 1)&P5(C Horn 2)&P5(C Trumpet 1)&P5(C Trumpet 2)&P5(Timpani),P3(Flute 1)&P8(Flute 2)&P3(Main)&P8(Oboe 2)&P3(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 1)&P3(C Horn 1)&P3(C Horn 2)&P3(C Trumpet 1)&P3(C Trumpet 2)&P3(Timpani),P5(Flute 1)&P3(Flute 2)&P5(Main)&P3(Oboe 2)&P5(C Clarinet 1)&P3(C Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2)&P8(C Horn 2)&P8(C Trumpet 1)&U(C Trumpet 2)&P8(Timpani),P5(Flute 1)&P3(Flute 2)&P5(Main)&P3(Oboe 2)&P5(C Clarinet 1)&P3(C Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2)&P8(C Horn 1)&P8(C Trumpet 1)&P8(C Trumpet 2)&U(Timpani),P5(Flute 1)&P3(Flute 2)&P5(Main)&P3(Oboe 2)&P5(C Clarinet 1)&P3(C Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2)&P8(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 2)&P8(Timpani),P5(Flute 1)&P3(Flute 2)&P5(Main)&P3(Oboe 2)&P5(C Clarinet 1)&P3(C Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2)&U(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 1)&P8(Timpani),P5(Flute 1)&P3(Flute 2)&P5(Main)&P3(Oboe 2)&P5(C Clarinet 1)&P3(C Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2)&P8(C Horn 1)&U(C Horn 2)&P8(C Trumpet 1)&P8(C Trumpet 2),P3(Violin 2),P3(Violin 1),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
369.0,393.0,P8(Main),,Main Part,,,,,,,,,P8(Timpani),P8(C Trumpet 2),,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
393.0,411.0,,,Main Part,,,,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
411.0,433.0,P8(Oboe 1),,P8(Flute 1),P3(C Clarinet 1)&U(C Clarinet 2)&P3(Bassoon 2)&P3(Timpani),P3(Oboe 2)&P3(C Clarinet 2)&P8(Bassoon 2)&P8(Timpani),U(Oboe 2)&P3(C Clarinet 1)&P3(Bassoon 2)&P3(Timpani),,P3(Oboe 2)&P8(C Clarinet 1)&P3(C Clarinet 2)&U(Timpani),P8(C Horn 2),P8(C Horn 1),P8(C Trumpet 2),P8(C Trumpet 1),P3(Oboe 2)&P8(C Clarinet 1)&P3(C Clarinet 2)&U(Bassoon 2),,,Main Part,P8(Contrabass),P8(Violoncello)
433.0,457.0,,,,,,,P8(Bassoon 2),P8(Bassoon 1),,,,,P8(Violoncello)&P8(Contrabass),,,Main Part,P8(Timpani)&P8(Contrabass),P8(Timpani)&P8(Violoncello)
457.0,474.0,,,,,P8(C Clarinet 2),P8(C Clarinet 1),,,,P8(C Trumpet 2),,P8(C Horn 2),,P8(Violin 2),P8(Violin 1),Main Part,P8(Main)&P8(Contrabass),P8(Main)&P8(Violoncello)
474.0,490.0,,,,P5(C Clarinet 1)&P3(C Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(C Horn 1)&P3(C Horn 2),P5(Oboe 2)&P3(C Clarinet 2)&P5(Bassoon 1)&P5(Bassoon 2)&P5(C Horn 1)&P3(C Horn 2),P3(Oboe 2)&P3(C Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2)&P3(C Horn 1)&P8(C Horn 2),P8(Oboe 2)&P5(C Clarinet 1)&P3(C Clarinet 2)&P8(Bassoon 2)&U(C Horn 1)&P3(C Horn 2),P8(Oboe 2)&P5(C Clarinet 1)&P3(C Clarinet 2)&P8(Bassoon 1)&P8(C Horn 1)&P3(C Horn 2),P8(Oboe 2)&P5(C Clarinet 1)&P3(C Clarinet 2)&U(Bassoon 1)&P8(Bassoon 2)&P3(C Horn 2),P3(Oboe 2)&P3(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P3(C Horn 1),,,,Main Part,P8(Main),,,
490.0,499.0,,,P3(Oboe 2)&P3(C Clarinet 1)&P8(C Clarinet 2),P3(Oboe 1)&P3(C Clarinet 2),P3(Oboe 1)&P3(C Clarinet 2),P8(Oboe 1)&P3(Oboe 2)&P3(C Clarinet 1),P8(Bassoon 2),P8(Bassoon 1),P3(C Horn 2),P3(C Horn 1),,,,Main Part,P8(Main),,,
499.0,514.0,,,P3(Oboe 2)&P3(C Clarinet 1)&P8(C Clarinet 2)&P8(C Horn 1)&P3(C Horn 2),P3(Oboe 1)&U(C Clarinet 1)&P3(C Clarinet 2)&P3(C Horn 1),P3(Oboe 1)&U(Oboe 2)&P3(C Clarinet 2)&P3(C Horn 1),P8(Oboe 1)&P3(Oboe 2)&P3(C Clarinet 1)&U(C Horn 1)&P3(C Horn 2),,,P8(Oboe 1)&P3(Oboe 2)&P3(C Clarinet 1)&U(C Clarinet 2)&P3(C Horn 2),P3(Oboe 1)&P3(C Clarinet 2)&P3(C Horn 1),,,,Main Part,P8(Main),,,
514.0,523.0,,,P8(C Clarinet 2),U(C Clarinet 1),U(Oboe 2),P8(Oboe 1),,P8(C Horn 2),,P8(Bassoon 2),,,,Main Part,P8(Main),,,
523.0,529.0,,,,,P4(C Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2),P4(C Clarinet 1)&P2(Bassoon 1)&P2(Bassoon 2),P3(C Clarinet 1)&P2(C Clarinet 2)&P8(Bassoon 2),P3(C Clarinet 1)&P2(C Clarinet 2)&P8(Bassoon 1),,,,,,Main Part,P8(Main),,,
529.0,546.0,,,,,,,,,,,,,,Main Part,P8(Main),,,
546.0,562.0,,,,P5(C Clarinet 1)&P3(C Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(C Horn 1)&P3(C Horn 2),P5(Oboe 2)&P3(C Clarinet 2)&P5(Bassoon 1)&P5(Bassoon 2)&P5(C Horn 1)&P3(C Horn 2),P3(Oboe 2)&P3(C Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2)&P3(C Horn 1)&P8(C Horn 2),P8(Oboe 2)&P5(C Clarinet 1)&P3(C Clarinet 2)&P8(Bassoon 2)&U(C Horn 1)&P3(C Horn 2),P8(Oboe 2)&P5(C Clarinet 1)&P3(C Clarinet 2)&P8(Bassoon 1)&P8(C Horn 1)&P3(C Horn 2),P8(Oboe 2)&P5(C Clarinet 1)&P3(C Clarinet 2)&U(Bassoon 1)&P8(Bassoon 2)&P3(C Horn 2),P3(Oboe 2)&P3(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P3(C Horn 1),,,,Main Part,P8(Main),,,
562.0,571.0,,,P3(Oboe 2)&P3(C Clarinet 1)&P8(C Clarinet 2),P3(Oboe 1)&P3(C Clarinet 2),P3(Oboe 1)&P3(C Clarinet 2),P8(Oboe 1)&P3(Oboe 2)&P3(C Clarinet 1),P8(Bassoon 2),P8(Bassoon 1),P3(C Horn 2),P3(C Horn 1),,,,Main Part,P8(Main),,,
571.0,586.0,,,P3(Oboe 2)&P3(C Clarinet 1)&P8(C Clarinet 2)&P8(C Horn 1)&P3(C Horn 2),P3(Oboe 1)&U(C Clarinet 1)&P3(C Clarinet 2)&P3(C Horn 1),P3(Oboe 1)&U(Oboe 2)&P3(C Clarinet 2)&P3(C Horn 1),P8(Oboe 1)&P3(Oboe 2)&P3(C Clarinet 1)&U(C Horn 1)&P3(C Horn 2),,,P8(Oboe 1)&P3(Oboe 2)&P3(C Clarinet 1)&U(C Clarinet 2)&P3(C Horn 2),P3(Oboe 1)&P3(C Clarinet 2)&P3(C Horn 1),,,,Main Part,P8(Main),,,
586.0,595.0,,,P8(C Clarinet 2),U(C Clarinet 1),U(Oboe 2),P8(Oboe 1),,P8(C Horn 2),,P8(Bassoon 2),,,,Main Part,P8(Main),,,
595.0,601.0,,,,,P4(C Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2),P4(C Clarinet 1)&P2(Bassoon 1)&P2(Bassoon 2),P3(C Clarinet 1)&P2(C Clarinet 2)&P8(Bassoon 2),P3(C Clarinet 1)&P2(C Clarinet 2)&P8(Bassoon 1),,,,,,Main Part,P8(Main),,,
601.0,618.0,,,,,U(C Clarinet 2),U(C Clarinet 1),,,,,,,,Main Part,P8(Main),,,
618.0,626.0,,,,,,,,,P4(C Horn 2),P4(C Horn 1),,,,Main Part,,,,
626.0,631.0,,,,,P4(C Clarinet 2)&P3(C Horn 1)&P2(C Horn 2),P4(C Clarinet 1)&P6(C Horn 1)&P3(C Horn 2),,,P3(C Clarinet 1)&P6(C Clarinet 2)&P4(C Horn 2),P2(C Clarinet 1)&P3(C Clarinet 2)&P4(C Horn 1),,,,Main Part,,,,
631.0,638.0,,,,,P4(C Clarinet 2)&P3(C Horn 1)&P2(C Horn 2),P4(C Clarinet 1)&P6(C Horn 1)&P3(C Horn 2),,,P3(C Clarinet 1)&P6(C Clarinet 2)&P4(C Horn 2),P2(C Clarinet 1)&P3(C Clarinet 2)&P4(C Horn 1),,,,Main Part,,,,
638.0,645.0,,,Main Part,,P4(C Clarinet 2)&P3(C Horn 1)&P2(C Horn 2),P4(C Clarinet 1)&P6(C Horn 1)&P3(C Horn 2),,,P3(C Clarinet 1)&P6(C Clarinet 2)&P4(C Horn 2),P2(C Clarinet 1)&P3(C Clarinet 2)&P4(C Horn 1),,,,,,,,
645.0,647.0,,,Main Part,,P4(C Clarinet 2)&P3(C Horn 1)&P2(C Horn 2),P4(C Clarinet 1)&P6(C Horn 1)&P3(C Horn 2),,,P3(C Clarinet 1)&P6(C Clarinet 2)&P4(C Horn 2),P2(C Clarinet 1)&P3(C Clarinet 2)&P4(C Horn 1),,,,,,,,
647.0,651.0,,,,,P4(C Clarinet 2)&P3(C Horn 1)&P2(C Horn 2),P4(C Clarinet 1)&P6(C Horn 1)&P3(C Horn 2),,,P3(C Clarinet 1)&P6(C Clarinet 2)&P4(C Horn 2),P2(C Clarinet 1)&P3(C Clarinet 2)&P4(C Horn 1),,,,Main Part,,,,
651.0,653.0,,,,,P4(C Clarinet 2)&P3(C Horn 1)&P2(C Horn 2),P4(C Clarinet 1)&P6(C Horn 1)&P3(C Horn 2),,,P3(C Clarinet 1)&P6(C Clarinet 2)&P4(C Horn 2),P2(C Clarinet 1)&P3(C Clarinet 2)&P4(C Horn 1),,,,Main Part,,,,
653.0,657.0,,,Main Part,,P4(C Clarinet 2)&P3(C Horn 1)&P2(C Horn 2),P4(C Clarinet 1)&P6(C Horn 1)&P3(C Horn 2),,,P3(C Clarinet 1)&P6(C Clarinet 2)&P4(C Horn 2),P2(C Clarinet 1)&P3(C Clarinet 2)&P4(C Horn 1),,,,,,,,
657.0,659.0,,,Main Part,,P4(C Clarinet 2)&P3(C Horn 1)&P2(C Horn 2),P4(C Clarinet 1)&P6(C Horn 1)&P3(C Horn 2),,,P3(C Clarinet 1)&P6(C Clarinet 2)&P4(C Horn 2),P2(C Clarinet 1)&P3(C Clarinet 2)&P4(C Horn 1),,,,,,,,
659.0,672.0,,,,,U(C Clarinet 2),U(C Clarinet 1),,,,,,,,Main Part,,,,
672.0,684.0,P3(Flute 2)&P3(C Trumpet 1)&P3(C Trumpet 2),P3(Flute 1)&P8(C Trumpet 1)&P8(C Trumpet 2),P3(Oboe 2)&P8(Timpani)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P3(Oboe 1)&P3(Timpani)&P3(Viola)&P3(Violoncello)&P3(Contrabass),,,P3(Bassoon 2),P3(Bassoon 1),P5(C Horn 2),P5(C Horn 1),P3(Flute 1)&P8(Flute 2)&P8(C Trumpet 2),P3(Flute 1)&P8(Flute 2)&P8(C Trumpet 1),P8(Oboe 1)&P3(Oboe 2)&P8(Viola)&U(Violoncello)&P8(Contrabass),Main Part,,P8(Oboe 1)&P3(Oboe 2)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),P8(Oboe 1)&P3(Oboe 2)&U(Timpani)&P8(Viola)&P8(Contrabass),P8(Oboe 1)&P3(Oboe 2)&P8(Timpani)&P8(Viola)&P8(Violoncello)
684.0,720.0,,,Main Part,,,,,P8(Viola)&P8(Violoncello)&P8(Contrabass),,,P8(C Trumpet 2),P8(C Trumpet 1),,,,P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 2)&P8(Viola)&P8(Contrabass),P8(Bassoon 2)&P8(Viola)&P8(Violoncello)
720.0,728.0,,,Main Part,,,,,,P4(C Horn 2),P4(C Horn 1),,,,,,,,
728.0,733.0,,,Main Part,,P4(C Clarinet 2)&P3(C Horn 1)&P2(C Horn 2),P4(C Clarinet 1)&P6(C Horn 1)&P3(C Horn 2),,,P3(C Clarinet 1)&P6(C Clarinet 2)&P4(C Horn 2),P2(C Clarinet 1)&P3(C Clarinet 2)&P4(C Horn 1),,,,,,,,
733.0,740.0,,,Main Part,,P4(C Clarinet 2)&P3(C Horn 1)&P2(C Horn 2),P4(C Clarinet 1)&P6(C Horn 1)&P3(C Horn 2),,,P3(C Clarinet 1)&P6(C Clarinet 2)&P4(C Horn 2),P2(C Clarinet 1)&P3(C Clarinet 2)&P4(C Horn 1),,,,,,,,
740.0,747.0,,,,,Main Part,P4(Main)&P6(C Horn 1)&P3(C Horn 2),,,P3(Main)&P6(C Clarinet 2)&P4(C Horn 2),P2(Main)&P3(C Clarinet 2)&P4(C Horn 1),,,,,,,,
747.0,749.0,,,,,Main Part,P4(Main)&P6(C Horn 1)&P3(C Horn 2),,,P3(Main)&P6(C Clarinet 2)&P4(C Horn 2),P2(Main)&P3(C Clarinet 2)&P4(C Horn 1),,,,,,,,
749.0,753.0,,,,,P4(C Clarinet 2)&P3(C Horn 1)&P2(C Horn 2),P4(C Clarinet 1)&P6(C Horn 1)&P3(C Horn 2),,,P3(C Clarinet 1)&P6(C Clarinet 2)&P4(C Horn 2),P2(C Clarinet 1)&P3(C Clarinet 2)&P4(C Horn 1),,,,Main Part,,,,
