qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Contrabassoon,C Horn 1,C Horn 2,E Horn 3,E Horn 4,C Trumpet 1,C Trumpet 2,Trombone 1,Trombone 2,Trombone 3,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
934.25,468.4467,235,4.25,B-5,G5,B-4,G4,G5,D5,B-3,G3,r,G5,G4,r,r,r,r,r,r,r,r,A5,A4,G4,G3,G2
934.5,468.5509,235,4.5,B-5,G5,B-4,G4,G5,D5,B-3,G3,r,G5,G4,r,r,r,r,r,r,r,r,G5,G4,G4,G3,G2
934.75,468.655,235,4.75,B-5,G5,B-4,G4,G5,D5,B-3,G3,r,G5,G4,r,r,r,r,r,r,r,r,F#5,F#4,G4,G3,G2
935.0,468.7592,236,1.0,G5,E5,B-4,G4,G5,B-4,G3,E3,r,G5,G4,r,r,r,r,r,r,r,r,G5,G4,E5,E4,E3
936.0,469.1759,236,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G3,G4,E5,E4,E3
936.25,469.28,236,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G3,G4,D5,D4,D3
936.5,469.3842,236,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G3,G4,C#5,C#4,C#3
936.75,469.4884,236,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G3,G4,B4,B3,B2
937.0,469.5925,236,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,E5,C#5,C#4,C#3
937.25,469.6967,236,3.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,E5,B4,B3,B2
937.5,469.8009,236,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,E5,A4,A3,A2
937.75,469.905,236,3.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,E5,G#4,G#3,G#2
938.0,470.0092,236,4.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,C#5,A4,A3,A2
938.25,470.1134,236,4.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,C#5,G4,G3,G2
938.5,470.2175,236,4.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,C#5,F4,F3,F2
938.75,470.3217,236,4.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,C#5,E4,E3,E2
939.0,470.4259,237,1.0,C#6,A5,A5,C#5,E5,C#5,C#4,A3,r,E5,C#5,r,r,r,r,r,r,r,r,A4,A5,F4,F3,F2
940.0,470.8425,237,2.0,C#6,A5,A5,C#5,E5,C#5,C#4,A3,r,E5,C#5,r,r,r,r,r,r,r,r,A4,A5,F3,F2,F1
940.25,470.9467,237,2.25,C#6,A5,A5,C#5,E5,C#5,C#4,A3,r,E5,C#5,r,r,r,r,r,r,r,r,G4,G5,F3,F2,F1
940.5,471.0509,237,2.5,C#6,A5,A5,C#5,E5,C#5,C#4,A3,r,E5,C#5,r,r,r,r,r,r,r,r,F4,F5,r,r,r
940.75,471.155,237,2.75,C#6,A5,A5,C#5,E5,C#5,C#4,A3,r,E5,C#5,r,r,r,r,r,r,r,r,E4,E5,r,r,r
941.0,471.2592,237,3.0,D6,F5,G5,D5,F5,A4,A3,D3,r,F5,D5,r,r,r,r,r,r,r,r,F4,F5,D4,D3,D2
941.25,471.3634,237,3.25,D6,F5,G5,D5,F5,A4,A3,D3,r,F5,D5,r,r,r,r,r,r,r,r,F4,E5,D4,D3,D2
941.5,471.4675,237,3.5,D6,F5,G5,D5,F5,A4,A3,D3,r,F5,D5,r,r,r,r,r,r,r,r,r,D5,D4,D3,D2
941.75,471.5717,237,3.75,D6,F5,G5,D5,F5,A4,A3,D3,r,F5,D5,r,r,r,r,r,r,r,r,r,C#5,D4,D3,D2
942.0,471.6759,237,4.0,D6,F5,D5,F4,F5,D5,D4,D3,r,r,r,r,r,r,r,r,r,r,r,F5,D5,D4,D3,D2
942.25,471.78,237,4.25,D6,F5,D5,F4,F5,D5,D4,D3,r,r,r,r,r,r,r,r,r,r,r,F5,D5,C4,C3,C2
942.5,471.8842,237,4.5,D6,F5,D5,F4,F5,D5,D4,D3,r,r,r,r,r,r,r,r,r,r,r,r,r,B-3,B-2,B-1
942.75,471.9884,237,4.75,D6,F5,D5,F4,F5,D5,D4,D3,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,A2,A1
943.0,472.0925,238,1.0,D6,B-5,D5,B-4,r,r,D4,B-3,r,r,r,r,r,r,r,r,r,r,r,D6,r,B-3,B-2,B-1
943.25,472.1967,238,1.25,D6,B-5,D5,B-4,r,r,D4,B-3,r,r,r,r,r,r,r,r,r,r,r,D6,r,B-3,A2,A1
943.5,472.3009,238,1.5,D6,B-5,D5,B-4,r,r,D4,B-3,r,r,r,r,r,r,r,r,r,r,r,D6,r,r,G2,G1
943.75,472.405,238,1.75,D6,B-5,D5,B-4,r,r,D4,B-3,r,r,r,r,r,r,r,r,r,r,r,D6,r,r,F#2,F#1
944.0,472.5092,238,2.0,D6,B-5,D5,B-4,B-4,B-3,D4,B-3,r,G5,G4,r,r,r,r,r,r,r,r,D6,B-3,B-3,G2,G1
944.25,472.6134,238,2.25,D6,B-5,D5,B-4,B-4,B-3,D4,B-3,r,G5,G4,r,r,r,r,r,r,r,r,C6,B-3,B-3,G2,G1
944.5,472.7175,238,2.5,D6,B-5,D5,B-4,B-4,B-3,D4,B-3,r,G5,G4,r,r,r,r,r,r,r,r,B-5,r,r,G2,G1
944.75,472.8217,238,2.75,D6,B-5,D5,B-4,B-4,B-3,D4,B-3,r,G5,G4,r,r,r,r,r,r,r,r,A5,r,r,G2,G1
945.0,472.9259,238,3.0,B-5,G5,G5,B-4,G5,G4,B-3,G3,r,G5,G4,r,r,r,r,r,r,r,r,B-5,G4,G4,r,r
945.25,473.03,238,3.25,B-5,G5,G5,B-4,G5,G4,B-3,G3,r,G5,G4,r,r,r,r,r,r,r,r,A5,G4,G4,r,r
945.5,473.1342,238,3.5,B-5,G5,G5,B-4,G5,G4,B-3,G3,r,G5,G4,r,r,r,r,r,r,r,r,G5,G4,G4,r,r
945.75,473.2384,238,3.75,B-5,G5,G5,B-4,G5,G4,B-3,G3,r,G5,G4,r,r,r,r,r,r,r,r,F#5,G4,G4,r,r
946.0,473.3425,238,4.0,G5,G5,G5,B-4,G5,G4,B-3,G3,r,G5,G4,r,r,r,r,r,r,r,r,G5,B-4,G4,r,r
946.25,473.4467,238,4.25,G5,G5,G5,B-4,G5,G4,B-3,G3,r,G5,G4,r,r,r,r,r,r,r,r,G5,B-4,F4,r,r
946.5,473.5509,238,4.5,G5,G5,G5,B-4,G5,G4,B-3,G3,r,G5,G4,r,r,r,r,r,r,r,r,r,r,E4,r,r
946.75,473.655,238,4.75,G5,G5,G5,B-4,G5,G4,B-3,G3,r,G5,G4,r,r,r,r,r,r,r,r,r,r,D4,r,r
947.0,473.7592,239,1.0,r,r,r,r,E5,E4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,E4,r,r
947.25,473.8634,239,1.25,r,r,r,r,E5,E4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,D4,r,r
947.5,473.9675,239,1.5,r,r,r,r,E5,E4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,C4,r,r
947.75,474.0717,239,1.75,r,r,r,r,E5,E4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,B3,r,r
948.0,474.1759,239,2.0,C6,G5,C5,G4,C5,C4,C4,E3,r,C5,C4,r,r,r,r,r,r,r,r,r,G5,C4,E3,E2
948.25,474.28,239,2.25,C6,G5,C5,G4,C5,C4,C4,E3,r,C5,C4,r,r,r,r,r,r,r,r,r,F5,C4,E3,E2
948.5,474.3842,239,2.5,C6,G5,C5,G4,C5,C4,C4,E3,r,C5,C4,r,r,r,r,r,r,r,r,r,E5,r,r,r
948.75,474.4884,239,2.75,C6,G5,C5,G4,C5,C4,C4,E3,r,C5,C4,r,r,r,r,r,r,r,r,r,D5,r,r,r
949.0,474.5925,239,3.0,G5,E5,G5,E5,G4,E4,E4,C4,r,C5,C4,r,r,r,r,r,r,r,r,r,E5,r,C4,C3
949.25,474.6967,239,3.25,G5,E5,G5,E5,G4,E4,E4,C4,r,C5,C4,r,r,r,r,r,r,r,r,r,D5,r,C4,C3
949.5,474.8009,239,3.5,G5,E5,G5,E5,G4,E4,E4,C4,r,C5,C4,r,r,r,r,r,r,r,r,r,C5,r,C4,C3
949.75,474.905,239,3.75,G5,E5,G5,E5,G4,E4,E4,C4,r,C5,C4,r,r,r,r,r,r,r,r,r,B4,r,C4,C3
950.0,475.0092,239,4.0,E5,C5,E5,C5,E4,C4,C4,C3,r,C5,C4,r,r,r,r,r,r,r,r,E5,C5,r,C4,C3
950.25,475.1134,239,4.25,E5,C5,E5,C5,E4,C4,C4,C3,r,C5,C4,r,r,r,r,r,r,r,r,E5,C5,r,B-3,B-2
950.5,475.2175,239,4.5,E5,C5,E5,C5,E4,C4,C4,C3,r,C5,C4,r,r,r,r,r,r,r,r,r,r,r,A3,A2
950.75,475.3217,239,4.75,E5,C5,E5,C5,E4,C4,C4,C3,r,C5,C4,r,r,r,r,r,r,r,r,r,r,r,G3,G2
951.0,475.4259,240,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,A5,r,A3,A2
951.25,475.53,240,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,A5,r,G3,G2
951.5,475.6342,240,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,A5,r,F3,F2
951.75,475.7384,240,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,A5,r,E3,E2
952.0,475.8425,240,2.0,C6,A5,C5,A4,A4,A3,A3,F3,r,C5,C4,r,r,r,r,r,r,r,r,C6,A5,A3,F3,F2
952.25,475.9467,240,2.25,C6,A5,C5,A4,A4,A3,A3,F3,r,C5,C4,r,r,r,r,r,r,r,r,B-5,G5,A3,F3,F2
952.5,476.0509,240,2.5,C6,A5,C5,A4,A4,A3,A3,F3,r,C5,C4,r,r,r,r,r,r,r,r,A5,F5,r,r,r
952.75,476.155,240,2.75,C6,A5,C5,A4,A4,A3,A3,F3,r,C5,C4,r,r,r,r,r,r,r,r,G5,E5,r,r,r
953.0,476.2592,240,3.0,A5,F5,F5,A4,F5,F4,F4,D4,r,F5,D5,r,r,r,r,r,r,r,r,A5,F5,F4,D4,D3
953.25,476.3634,240,3.25,A5,F5,F5,A4,F5,F4,F4,D4,r,F5,D5,r,r,r,r,r,r,r,r,G5,E5,F4,D4,D3
953.5,476.4675,240,3.5,A5,F5,F5,A4,F5,F4,F4,D4,r,F5,D5,r,r,r,r,r,r,r,r,F5,D5,F4,D4,D3
953.75,476.5717,240,3.75,A5,F5,F5,A4,F5,F4,F4,D4,r,F5,D5,r,r,r,r,r,r,r,r,E5,C#5,F4,D4,D3
954.0,476.6759,240,4.0,F5,D5,F5,D5,F5,F4,D4,D3,r,F5,D5,r,r,r,r,r,r,r,r,F5,D5,F4,D4,D3
954.25,476.78,240,4.25,F5,D5,F5,D5,F5,F4,D4,D3,r,F5,D5,r,r,r,r,r,r,r,r,F5,D5,E4,C4,C3
954.5,476.8842,240,4.5,F5,D5,F5,D5,F5,F4,D4,D3,r,F5,D5,r,r,r,r,r,r,r,r,r,r,D4,B-3,B-2
954.75,476.9884,240,4.75,F5,D5,F5,D5,F5,F4,D4,D3,r,F5,D5,r,r,r,r,r,r,r,r,r,r,C#4,A3,A2
955.0,477.0925,241,1.0,r,r,r,r,D5,D4,r,r,r,r,r,r,r,r,r,r,r,r,r,D6,B-5,D4,B-3,B-2
955.25,477.1967,241,1.25,r,r,r,r,D5,D4,r,r,r,r,r,r,r,r,r,r,r,r,r,D6,B-5,C4,A3,A2
955.5,477.3009,241,1.5,r,r,r,r,D5,D4,r,r,r,r,r,r,r,r,r,r,r,r,r,D6,B-5,B-3,G3,G2
955.75,477.405,241,1.75,r,r,r,r,D5,D4,r,r,r,r,r,r,r,r,r,r,r,r,r,D6,B-5,A3,F#3,F#2
956.0,477.5092,241,2.0,D6,B-5,D5,B-4,B-4,B-3,B-3,G3,r,G4,G3,r,r,r,r,r,r,r,r,D6,B-5,B-3,G3,G2
956.25,477.6134,241,2.25,D6,B-5,D5,B-4,B-4,B-3,B-3,G3,r,G4,G3,r,r,r,r,r,r,r,r,C6,A5,B-3,G3,G2
956.5,477.7175,241,2.5,D6,B-5,D5,B-4,B-4,B-3,B-3,G3,r,G4,G3,r,r,r,r,r,r,r,r,B-5,G5,r,r,r
956.75,477.8217,241,2.75,D6,B-5,D5,B-4,B-4,B-3,B-3,G3,r,G4,G3,r,r,r,r,r,r,r,r,A5,F5,r,r,r
957.0,477.9259,241,3.0,B-5,G5,G5,B-4,G5,G4,G4,E4,r,G5,E5,r,r,r,r,r,r,r,r,B-5,G5,G4,E4,E3
957.25,478.03,241,3.25,B-5,G5,G5,B-4,G5,G4,G4,E4,r,G5,E5,r,r,r,r,r,r,r,r,A5,F5,G4,E4,E3
957.5,478.1342,241,3.5,B-5,G5,G5,B-4,G5,G4,G4,E4,r,G5,E5,r,r,r,r,r,r,r,r,G5,E5,G4,E4,E3
957.75,478.2384,241,3.75,B-5,G5,G5,B-4,G5,G4,G4,E4,r,G5,E5,r,r,r,r,r,r,r,r,F5,D5,G4,E4,E3
958.0,478.3425,241,4.0,G5,E5,G5,E5,G5,G4,E4,E3,r,G5,E5,r,r,r,r,r,r,r,r,G5,E5,G4,E4,E3
958.25,478.4467,241,4.25,G5,E5,G5,E5,G5,G4,E4,E3,r,G5,E5,r,r,r,r,r,r,r,r,G5,E5,F4,D4,D3
958.5,478.5509,241,4.5,G5,E5,G5,E5,G5,G4,E4,E3,r,G5,E5,r,r,r,r,r,r,r,r,r,r,E4,C#4,C#3
958.75,478.655,241,4.75,G5,E5,G5,E5,G5,G4,E4,E3,r,G5,E5,r,r,r,r,r,r,r,r,r,r,D4,B3,B2
959.0,478.7592,242,1.0,r,r,r,r,E5,E4,r,r,r,r,r,r,r,r,r,r,r,r,r,E6,C#6,E4,C#4,C#3
959.25,478.8634,242,1.25,r,r,r,r,E5,E4,r,r,r,r,r,r,r,r,r,r,r,r,r,E6,C#6,D4,B3,B2
959.5,478.9675,242,1.5,r,r,r,r,E5,E4,r,r,r,r,r,r,r,r,r,r,r,r,r,E6,C#6,C#4,A3,A2
959.75,479.0717,242,1.75,r,r,r,r,E5,E4,r,r,r,r,r,r,r,r,r,r,r,r,r,E6,C#6,B3,G#3,G#2
960.0,479.1759,242,2.0,E6,C#6,E5,C#5,C#5,C#4,C#4,A3,r,r,r,r,r,r,r,r,r,r,r,E6,C#6,C#4,A3,A2
960.25,479.28,242,2.25,E6,C#6,E5,C#5,C#5,C#4,C#4,A3,r,r,r,r,r,r,r,r,r,r,r,D6,B5,C#4,r,r
960.5,479.3842,242,2.5,E6,C#6,E5,C#5,C#5,C#4,C#4,A3,r,r,r,r,r,r,r,r,r,r,r,C#6,A5,r,r,r
960.75,479.4884,242,2.75,E6,C#6,E5,C#5,C#5,C#4,C#4,A3,r,r,r,r,r,r,r,r,r,r,r,B5,G#5,r,r,r
961.0,479.5925,242,3.0,C#6,A5,A5,C#5,A5,A4,A4,F4,r,r,r,r,r,r,r,r,r,r,r,C#6,A5,A4,F4,F3
961.25,479.6967,242,3.25,C#6,A5,A5,C#5,A5,A4,A4,F4,r,r,r,r,r,r,r,r,r,r,r,B5,G5,A4,F4,F3
961.5,479.8009,242,3.5,C#6,A5,A5,C#5,A5,A4,A4,F4,r,r,r,r,r,r,r,r,r,r,r,A5,F5,A4,F4,F3
961.75,479.905,242,3.75,C#6,A5,A5,C#5,A5,A4,A4,F4,r,r,r,r,r,r,r,r,r,r,r,G#5,E5,A4,F4,F3
962.0,480.0092,242,4.0,A6,A5,A5,A4,A5,A4,F4,F3,r,r,r,r,r,r,r,r,r,r,r,A5,A5,A4,F4,F3
962.25,480.1134,242,4.25,A6,A5,A5,A4,A5,A4,F4,F3,r,r,r,r,r,r,r,r,r,r,r,G5,G5,G4,E4,E3
962.5,480.2175,242,4.5,r,r,A5,A4,A5,A4,F4,F3,r,r,r,r,r,r,r,r,r,r,r,F5,F5,F4,D4,D3
962.75,480.3217,242,4.75,r,r,A5,A4,A5,A4,F4,F3,r,r,r,r,r,r,r,r,r,r,r,E5,E5,E4,C4,C3
963.0,480.4259,243,1.0,F6,F6,F5,F5,F5,F4,D4,D3,r,r,r,r,r,r,r,r,r,r,r,F5,F5,F4,D4,D3
963.25,480.53,243,1.25,F6,F6,F5,F5,F5,F4,D4,D3,r,r,r,r,r,r,r,r,r,r,r,E5,E5,E4,C4,C3
963.5,480.6342,243,1.5,F6,F6,F5,F5,F5,F4,D4,D3,r,r,r,r,r,r,r,r,r,r,r,D5,D5,D4,B-3,B-2
963.75,480.7384,243,1.75,F6,F6,F5,F5,F5,F4,D4,D3,r,r,r,r,r,r,r,r,r,r,r,C#5,C#5,C#4,A3,A2
964.0,480.8425,243,2.0,D6,D6,D6,D5,D5,D4,B-3,B-2,r,D5,D5,r,r,r,r,r,r,r,r,D5,D5,D4,B-3,B-2
964.25,480.9467,243,2.25,D6,D6,D6,D5,D5,D4,B-3,B-2,r,D5,D5,r,r,r,r,r,r,r,r,C5,C5,C4,A3,A2
964.5,481.0509,243,2.5,D6,D6,D6,D5,D5,D4,B-3,B-2,r,D5,D5,r,r,r,r,r,r,r,r,B-4,B-4,B-3,G3,G2
964.75,481.155,243,2.75,D6,D6,D6,D5,D5,D4,B-3,B-2,r,D5,D5,r,r,r,r,r,r,r,r,A4,A4,A3,F3,F2
965.0,481.2592,243,3.0,B-5,B-5,B-5,B-4,B-5,B-4,G3,G2,r,D5,D5,r,r,r,r,r,r,r,r,B-4,B-4,B-3,G3,G2
965.25,481.3634,243,3.25,B-5,B-5,B-5,B-4,B-5,B-4,G3,G2,r,D5,D5,r,r,r,r,r,r,r,r,A4,A4,A3,F3,F2
965.5,481.4675,243,3.5,B-5,B-5,B-5,B-4,B-5,B-4,G3,G2,r,D5,D5,r,r,r,r,r,r,r,r,G4,G4,G3,E3,E2
965.75,481.5717,243,3.75,B-5,B-5,B-5,B-4,B-5,B-4,G3,G2,r,D5,D5,r,r,r,r,r,r,r,r,F4,F4,F3,D3,D2
966.0,481.6759,243,4.0,G5,G5,G5,G4,G5,G4,E3,E2,r,D5,D5,r,r,r,r,r,r,r,r,G4,G4,G3,E3,E2
966.25,481.78,243,4.25,G5,G5,G5,G4,G5,G4,E3,E2,r,D5,D5,r,r,r,r,r,r,r,r,F4,F4,F3,D3,D2
966.5,481.8842,243,4.5,G5,G5,G5,G4,G5,G4,E3,E2,r,D5,D5,r,r,r,r,r,r,r,r,E4,E4,E3,C3,C2
966.75,481.9884,243,4.75,G5,G5,G5,G4,G5,G4,E3,E2,r,D5,D5,r,r,r,r,r,r,r,r,D4,D4,D3,B-2,B-1
967.0,482.0925,244,1.0,A5,A5,E5,C#5,E5,C#5,A3,A2,r,E5,E4,r,r,r,r,r,r,r,r,A4,A4,A3,A2,A1
967.25,482.1967,244,1.25,A5,A5,E5,C#5,E5,C#5,A3,A2,r,E5,E4,r,r,r,r,r,r,r,r,A4,G4,G3,A2,A1
967.5,482.3009,244,1.5,A5,A5,E5,C#5,E5,C#5,A3,A2,r,E5,E4,r,r,r,r,r,r,r,r,r,F4,F3,r,r
967.75,482.405,244,1.75,A5,A5,E5,C#5,E5,C#5,A3,A2,r,E5,E4,r,r,r,r,r,r,r,r,r,E4,E3,r,r
968.0,482.5092,244,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,F3,r,r
968.25,482.6134,244,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,E3,r,r
968.5,482.7175,244,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,D3,r,r
968.75,482.8217,244,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,C#3,r,r
969.0,482.9259,244,3.0,A5,A5,E5,C#5,E5,C#5,A3,A2,r,E5,E4,r,r,r,r,r,r,r,r,A4,A4,A3,A2,A1
969.25,483.03,244,3.25,A5,A5,E5,C#5,E5,C#5,A3,A2,r,E5,E4,r,r,r,r,r,r,r,r,A4,G4,G3,A2,A1
969.5,483.1342,244,3.5,A5,A5,E5,C#5,E5,C#5,A3,A2,r,E5,E4,r,r,r,r,r,r,r,r,r,F4,F3,r,r
969.75,483.2384,244,3.75,A5,A5,E5,C#5,E5,C#5,A3,A2,r,E5,E4,r,r,r,r,r,r,r,r,r,E4,E3,r,r
970.0,483.3425,244,4.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,F3,r,r
970.25,483.4467,244,4.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,E3,r,r
970.5,483.5509,244,4.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,D3,r,r
970.75,483.655,244,4.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,C#3,r,r
971.0,483.7592,245,1.0,r,r,r,r,r,r,E3,C#3,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,A3,A1
971.25,483.8634,245,1.25,r,r,r,r,r,r,E3,C#3,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,G3,A1
971.5,483.9675,245,1.5,r,r,A5,r,r,r,E3,C#3,r,r,r,r,r,r,r,r,r,r,r,r,F4,r,F3,r
971.75,484.0717,245,1.75,r,r,A5,r,r,r,E3,C#3,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,E3,r
972.0,484.1759,245,2.0,r,r,G#5,r,r,r,E3,C#3,r,r,r,r,r,r,r,r,r,r,r,r,F4,r,F3,r
972.25,484.28,245,2.25,r,r,G#5,r,r,r,E3,C#3,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,E3,r
972.5,484.3842,245,2.5,r,r,A5,r,r,r,E3,C#3,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,D3,r
972.75,484.4884,245,2.75,r,r,A5,r,r,r,E3,C#3,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,C#3,r
973.0,484.5925,245,3.0,r,r,F5,r,r,r,F3,D3,r,F5,D5,r,r,r,r,r,r,r,r,B-4,D4,B-3,D3,r
973.25,484.6967,245,3.25,r,r,F5,r,r,r,F3,D3,r,F5,D5,r,r,r,r,r,r,r,r,A4,D4,A3,D3,r
973.5,484.8009,245,3.5,B-5,r,F5,r,r,r,r,r,r,F5,D5,r,r,r,r,r,r,r,r,G4,r,G3,r,r
973.75,484.905,245,3.75,B-5,r,F5,r,r,r,r,r,r,F5,D5,r,r,r,r,r,r,r,r,F4,r,F3,r,r
974.0,485.0092,245,4.0,A5,r,F5,r,r,r,r,r,r,F5,D5,r,r,r,r,r,r,r,r,G4,r,G3,r,r
974.25,485.1134,245,4.25,A5,r,F5,r,r,r,r,r,r,F5,D5,r,r,r,r,r,r,r,r,F4,r,F3,r,r
974.5,485.2175,245,4.5,B-5,r,F5,r,r,r,r,r,r,F5,D5,r,r,r,r,r,r,r,r,E4,r,E3,r,r
974.75,485.3217,245,4.75,B-5,r,F5,r,r,r,r,r,r,F5,D5,r,r,r,r,r,r,r,r,D4,r,D3,r,r
975.0,485.4259,246,1.0,E5,r,r,r,r,r,E3,C#3,r,E5,C#5,r,r,r,r,r,r,r,r,C#4,A4,C#3,A3,r
975.25,485.53,246,1.25,E5,r,r,r,r,r,E3,C#3,r,E5,C#5,r,r,r,r,r,r,r,r,C#4,G4,C#3,G3,r
975.5,485.6342,246,1.5,E5,r,A5,r,r,r,E3,C#3,r,E5,C#5,r,r,r,r,r,r,r,r,r,F4,r,F3,r
975.75,485.7384,246,1.75,E5,r,A5,r,r,r,E3,C#3,r,E5,C#5,r,r,r,r,r,r,r,r,r,E4,r,E3,r
976.0,485.8425,246,2.0,E5,r,G#5,r,r,r,E3,C#3,r,r,r,r,r,r,r,r,r,r,r,r,F4,r,F3,r
976.25,485.9467,246,2.25,E5,r,G#5,r,r,r,E3,C#3,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,E3,r
976.5,486.0509,246,2.5,E5,r,A5,r,r,r,E3,C#3,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,D3,r
976.75,486.155,246,2.75,E5,r,A5,r,r,r,E3,C#3,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,C#3,r
977.0,486.2592,246,3.0,r,r,F5,r,r,r,F3,D3,r,F5,D5,r,r,r,r,r,r,r,r,B-4,D4,B-3,D3,r
977.25,486.3634,246,3.25,r,r,F5,r,r,r,F3,D3,r,F5,D5,r,r,r,r,r,r,r,r,A4,D4,A3,D3,r
977.5,486.4675,246,3.5,B-5,r,F5,r,r,r,r,r,r,F5,D5,r,r,r,r,r,r,r,r,G4,r,G3,r,r
977.75,486.5717,246,3.75,B-5,r,F5,r,r,r,r,r,r,F5,D5,r,r,r,r,r,r,r,r,F4,r,F3,r,r
978.0,486.6759,246,4.0,A5,r,F5,r,r,r,r,r,r,F5,D5,r,r,r,r,r,r,r,r,G4,r,G3,r,r
978.25,486.78,246,4.25,A5,r,F5,r,r,r,r,r,r,F5,D5,r,r,r,r,r,r,r,r,F4,r,F3,r,r
978.5,486.8842,246,4.5,B-5,r,F5,r,r,r,r,r,r,F5,D5,r,r,r,r,r,r,r,r,E4,r,E3,r,r
978.75,486.9884,246,4.75,B-5,r,F5,r,r,r,r,r,r,F5,D5,r,r,r,r,r,r,r,r,D4,r,D3,r,r
979.0,487.0925,247,1.0,E6,r,E5,r,A5,r,E3,C3,r,E5,C5,r,r,r,r,r,r,r,r,C4,A4,C3,A3,C2
979.25,487.1967,247,1.25,E6,r,E5,r,A5,r,E3,C3,r,E5,C5,r,r,r,r,r,r,r,r,C4,G4,C3,G3,C2
979.5,487.3009,247,1.5,E6,r,E5,r,A5,r,E3,C3,r,r,r,r,r,r,r,r,r,r,r,r,F4,r,F3,C2
979.75,487.405,247,1.75,E6,r,E5,r,A5,r,E3,C3,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,E3,C2
980.0,487.5092,247,2.0,E6,r,r,r,A5,r,E3,C3,r,r,r,r,r,r,r,r,r,r,r,r,F4,r,F3,r
980.25,487.6134,247,2.25,E6,r,r,r,A5,r,E3,C3,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,E3,r
980.5,487.7175,247,2.5,E6,r,r,r,A5,r,E3,C3,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,D3,r
980.75,487.8217,247,2.75,E6,r,r,r,A5,r,E3,C3,r,r,r,r,r,r,r,r,r,r,r,r,C4,r,C3,r
981.0,487.9259,247,3.0,E6,r,C5,r,G5,r,G3,B-2,r,E5,E5,r,r,r,r,r,r,r,r,A4,C4,A3,C3,B-1
981.25,488.03,247,3.25,E6,r,C5,r,G5,r,G3,B-2,r,E5,E5,r,r,r,r,r,r,r,r,G4,C4,G3,C3,B-1
981.5,488.1342,247,3.5,E6,r,C5,r,G5,r,G3,B-2,r,E5,E5,r,r,r,r,r,r,r,r,F4,r,F3,r,B-1
