qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet,Bb Clarinet 2,Bassoon 1,Bassoon 2,Eb Horn 1,Eb Horn 2,C Trumpet 1,C Trumpet 2,"C, G Timpani",Violin 1,Violin 2,Viola,Violoncello,Contrabass
842.0,846.0,,,P5(Bassoon 2)&P5(Violoncello)&P5(Contrabass),,,,,P5(Oboe 1)&U(Violoncello)&P8(Contrabass),"P5(C Trumpet 1)&P5(C Trumpet 2)&P5(C, G Timpani)",,"P5(Eb Horn 1)&P8(C Trumpet 2)&P8(C, G Timpani)","P5(Eb Horn 1)&P8(C Trumpet 1)&P8(C, G Timpani)",P5(Eb Horn 1)&P8(C Trumpet 1)&P8(C Trumpet 2),Main Part,,,P5(Oboe 1)&U(Bassoon 2)&P8(Contrabass),P5(Oboe 1)&P8(Bassoon 2)&P8(Violoncello)
846.0,854.5,P3(Flute 2)&P8(Oboe 2)&P8(Eb Horn 2)&P8(Viola),P3(Flute 1)&P3(Oboe 2)&P3(Eb Horn 2)&P3(Viola),P8(Eb Horn 1),P8(Flute 1)&P3(Flute 2)&P8(Eb Horn 2)&P8(Viola),P3(Bb Clarinet 2)&P3(Bassoon 1),P3(Bb Clarinet)&P8(Bassoon 1),P3(Bb Clarinet)&P8(Bb Clarinet 2),,P8(Oboe 1),P8(Flute 1)&P3(Flute 2)&P8(Oboe 2)&P8(Viola),"P8(C Trumpet 2)&P8(C, G Timpani)","P8(C Trumpet 1)&P8(C, G Timpani)",P8(C Trumpet 1)&P8(C Trumpet 2),Main Part,,P8(Flute 1)&P3(Flute 2)&P8(Oboe 2)&P8(Eb Horn 2),P8(Contrabass),P8(Violoncello)
854.5,862.5,P8(Oboe 2),P3(Bb Clarinet)&P3(Eb Horn 2),,P8(Flute 1),P3(Flute 2)&P8(Eb Horn 2),,,,,P3(Flute 2)&P8(Bb Clarinet),"P8(C Trumpet 2)&P8(C, G Timpani)","P8(C Trumpet 1)&P8(C, G Timpani)",P8(C Trumpet 1)&P8(C Trumpet 2),Main Part,P8(Main),,P8(Contrabass),P8(Violoncello)
862.5,878.5,,"P4(Oboe 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&P8(C, G Timpani)",P4(Bb Clarinet),"P4(Flute 2)&P4(C Trumpet 1)&P4(C Trumpet 2)&P4(C, G Timpani)",P4(Oboe 1),,,,P8(Eb Horn 2),P8(Eb Horn 1),"P8(Flute 2)&P4(Oboe 2)&P8(C Trumpet 2)&P8(C, G Timpani)","P8(Flute 2)&P4(Oboe 2)&P8(C Trumpet 1)&P8(C, G Timpani)",P8(Flute 2)&P4(Oboe 2)&P8(C Trumpet 1)&P8(C Trumpet 2),Main Part,,,P8(Contrabass),P8(Violoncello)
878.5,886.0,,,,,,,Main Part,U(Main),U(Eb Horn 2),U(Eb Horn 1),,,,P3(Violin 2)&P5(Viola),P3(Violin 1)&P3(Viola),P5(Violin 1)&P3(Violin 2),,
886.0,894.0,P3(Oboe 1)&P5(Oboe 2),,P3(Flute 1)&P3(Oboe 2),P5(Flute 1)&P3(Oboe 1),,,P8(Eb Horn 1)&P8(Eb Horn 2),,P8(Bassoon 1)&U(Eb Horn 2),P8(Bassoon 1)&U(Eb Horn 1),,,,Main Part,,,P8(Contrabass),P8(Violoncello)
894.0,902.0,Main Part,,,,,,,,U(Eb Horn 2),U(Eb Horn 1),,,,P3(Violin 2)&P5(Viola),P3(Violin 1)&P3(Viola),P5(Violin 1)&P3(Violin 2),,
902.0,910.0,P3(Oboe 1)&P5(Oboe 2),,P3(Flute 1)&P3(Oboe 2),P5(Flute 1)&P3(Oboe 1),,,,,U(Eb Horn 2),U(Eb Horn 1),,,,Main Part,,,P8(Contrabass),P8(Violoncello)
910.0,918.0,Main Part,,,,,,,,U(Eb Horn 2),U(Eb Horn 1),,,,U(Violin 2)&P3(Viola),U(Violin 1)&P3(Viola),P3(Violin 1)&P3(Violin 2),,
918.0,922.0,P8(Bb Clarinet),,,,P8(Flute 1),,P3(Bassoon 2),P3(Bassoon 1),,,,,,Main Part,P3(Viola),P3(Violin 2),,
922.0,926.0,P8(Main),,,,Main Part,,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
926.0,930.0,P8(Bb Clarinet),,,,P8(Flute 1),,,,,,,,,Main Part,P3(Viola),P3(Violin 2),,
930.0,934.0,P8(Main),,,,Main Part,,,,,,,,,,,,,
934.0,944.0,,,,,P8(Bb Clarinet 2),P8(Bb Clarinet),P8(Bassoon 2),P8(Bassoon 1),,,,,,Main Part,P8(Main)&U(Violoncello),P8(Contrabass),P8(Main)&U(Violin 2),P8(Viola)
944.0,952.0,,,,,Main Part,P8(Main)&P8(Violin 1)&U(Violin 2)&U(Violoncello),P8(Bassoon 2),P8(Bassoon 1),,,,,,U(Main)&P8(Bb Clarinet 2)&P8(Violin 2)&P8(Violoncello),P8(Main)&U(Bb Clarinet 2)&P8(Violin 1)&U(Violoncello),,P8(Main)&U(Bb Clarinet 2)&P8(Violin 1)&U(Violin 2),
952.0,964.0,P8(Main)&P8(Violin 1)&P8(Violin 2),"P4(Oboe 1)&P2(Oboe 2)&P3(C Trumpet 1)&P2(C Trumpet 2)&P2(C, G Timpani)","P4(Flute 2)&P3(Oboe 2)&P6(C Trumpet 1)&P3(C Trumpet 2)&P3(C, G Timpani)","P2(Flute 2)&P3(Oboe 1)&P4(C Trumpet 1)&P8(C Trumpet 2)&P8(C, G Timpani)",Main Part,P8(Viola),,,U(Eb Horn 2),U(Eb Horn 1),"P3(Flute 2)&P6(Oboe 1)&P4(Oboe 2)&P4(C Trumpet 2)&P4(C, G Timpani)","P2(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P4(C Trumpet 1)&P8(C, G Timpani)",P2(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P4(C Trumpet 1)&P8(C Trumpet 2),P8(Flute 1)&U(Main)&P8(Violin 2),P8(Flute 1)&P8(Main)&P8(Violin 1),P8(Bb Clarinet 2),,
964.0,978.5,,,,,,,,,,,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
978.5,984.0,,,P8(Bb Clarinet 2),U(Bb Clarinet),U(Oboe 2),P8(Oboe 1),P8(C Trumpet 1),,P8(Eb Horn 2),P8(Eb Horn 1),P8(Bassoon 1),"P8(C, G Timpani)",P8(C Trumpet 2),Main Part,P8(Main),,P8(Contrabass),P8(Violoncello)
984.0,996.5,,,,,,,,,P8(Eb Horn 2),P8(Eb Horn 1),,,,Main Part,,,P8(Contrabass),P8(Violoncello)
996.5,1002.5,Main Part,U(Main)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Main)&P8(Flute 2)&U(Oboe 2)&U(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Main)&P8(Flute 2)&U(Oboe 1)&U(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Main)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet)&U(Bassoon 1)&P8(Bassoon 2),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet)&U(Bb Clarinet 2)&P8(Bassoon 2),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 1),U(Eb Horn 2),U(Eb Horn 1),"P8(C, G Timpani)",,P8(C Trumpet 1),,P3(Viola)&P3(Violoncello)&P3(Contrabass),P3(Violin 2),P3(Violin 2)&P8(Contrabass),P3(Violin 2)&P8(Violoncello)
1002.5,1004.5,U(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),U(Flute 1)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&U(Oboe 2)&U(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet)&U(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet)&U(Bb Clarinet 2)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 1),U(Eb Horn 2)&P8(Viola),U(Eb Horn 1)&P8(Viola),"P8(C Trumpet 2)&P8(C, G Timpani)&P8(Violoncello)&P8(Contrabass)","P8(C Trumpet 1)&P8(C, G Timpani)&P8(Violoncello)&P8(Contrabass)",P8(C Trumpet 1)&P8(C Trumpet 2)&U(Violoncello)&P8(Contrabass),Main Part,,P8(Eb Horn 1)&P8(Eb Horn 2),"P8(C Trumpet 1)&P8(C Trumpet 2)&U(C, G Timpani)&P8(Contrabass)","P8(C Trumpet 1)&P8(C Trumpet 2)&P8(C, G Timpani)&P8(Violoncello)"
1004.5,1010.5,Main Part,P8(Oboe 1)&P8(Bassoon 1),P8(Flute 2)&P8(Bassoon 1),U(Bb Clarinet)&P8(Bassoon 2),U(Oboe 2)&P8(Bassoon 2),P8(Main),P8(Flute 2)&P8(Oboe 1),P8(Oboe 2)&P8(Bb Clarinet),U(Eb Horn 2),U(Eb Horn 1),"P8(C Trumpet 2)&P8(C, G Timpani)","P8(C Trumpet 1)&P8(C, G Timpani)",P8(C Trumpet 1)&P8(C Trumpet 2),P3(Violin 2),P3(Violin 1),,P8(Contrabass),P8(Violoncello)
1010.5,1020.5,P8(Bb Clarinet 2)&U(Main),,,U(Bb Clarinet),U(Oboe 2),P8(Flute 1)&P8(Main),,,P8(Eb Horn 2)&P8(Viola),P8(Eb Horn 1)&P8(Viola),"P8(C Trumpet 2)&P8(C, G Timpani)&P8(Violoncello)&P8(Contrabass)","P8(C Trumpet 1)&P8(C, G Timpani)&P8(Violoncello)&P8(Contrabass)",P8(C Trumpet 1)&P8(C Trumpet 2)&U(Violoncello)&P8(Contrabass),Main Part,,P8(Eb Horn 1)&P8(Eb Horn 2),"P8(C Trumpet 1)&P8(C Trumpet 2)&U(C, G Timpani)&P8(Contrabass)","P8(C Trumpet 1)&P8(C Trumpet 2)&P8(C, G Timpani)&P8(Violoncello)"
1020.5,1036.0,Main Part,P8(Bb Clarinet 2),U(Main)&P8(Oboe 2)&P8(Bb Clarinet)&U(Violin 1),P8(Main)&P8(Oboe 1)&U(Bb Clarinet)&P8(Violin 1),P8(Main)&P8(Oboe 1)&U(Oboe 2)&P8(Violin 1),P8(Flute 2),,,,,P8(C Trumpet 2),P8(C Trumpet 1),,U(Main)&U(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet),,,P8(Contrabass),P8(Violoncello)
1036.0,1046.5,P5(Flute 2)&P8(Oboe 2)&U(Main)&P8(Violin 2)&P5(Viola)&P4(Violoncello)&P4(Contrabass),P5(Flute 1)&P5(Oboe 2)&P5(Main)&P5(Violin 2)&P8(Viola)&P2(Violoncello)&P2(Contrabass),,P8(Flute 1)&P5(Flute 2)&P8(Main)&U(Violin 2)&P5(Viola)&P4(Violoncello)&P4(Contrabass),,P8(Bassoon 1)&U(Eb Horn 1),P8(Bb Clarinet 2)&P8(Eb Horn 1),P8(Eb Horn 2),U(Bb Clarinet 2)&P8(Bassoon 1),P8(Bassoon 2),,,,Main Part,P8(Flute 1)&P5(Flute 2)&U(Oboe 2)&P8(Main)&P5(Viola)&P4(Violoncello)&P4(Contrabass),P5(Flute 1)&P8(Flute 2)&P5(Oboe 2)&P5(Main)&P5(Violin 2)&P2(Violoncello)&P2(Contrabass),P4(Flute 1)&P2(Flute 2)&P4(Oboe 2)&P4(Main)&P4(Violin 2)&P2(Viola)&P8(Contrabass),P4(Flute 1)&P2(Flute 2)&P4(Oboe 2)&P4(Main)&P4(Violin 2)&P2(Viola)&P8(Violoncello)
1046.5,1054.5,"P3(Flute 2)&P4(Oboe 1)&P8(Oboe 2)&P3(C Trumpet 1)&P3(C Trumpet 2)&P3(C, G Timpani)&U(Violin 1)&P3(Violin 2)&P4(Viola)&P2(Violoncello)&P2(Contrabass)","P3(Flute 1)&P6(Oboe 1)&P3(Oboe 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&P8(C, G Timpani)&P3(Violin 1)&U(Violin 2)&P6(Viola)&P4(Violoncello)&P4(Contrabass)","P4(Flute 1)&P6(Flute 2)&P4(Oboe 2)&P6(C Trumpet 1)&P6(C Trumpet 2)&P6(C, G Timpani)&P4(Violin 1)&P6(Violin 2)&P8(Viola)&P3(Violoncello)&P3(Contrabass)","P8(Flute 1)&P3(Flute 2)&P4(Oboe 1)&P3(C Trumpet 1)&P3(C Trumpet 2)&P3(C, G Timpani)&P8(Violin 1)&P3(Violin 2)&P4(Viola)&P2(Violoncello)&P2(Contrabass)",Main Part,P8(Bassoon 1),P8(Bb Clarinet 2),,U(Eb Horn 2),U(Eb Horn 1),"P3(Flute 1)&P8(Flute 2)&P6(Oboe 1)&P3(Oboe 2)&P8(C Trumpet 2)&P8(C, G Timpani)&P3(Violin 1)&P8(Violin 2)&P6(Viola)&P4(Violoncello)&P4(Contrabass)","P3(Flute 1)&P8(Flute 2)&P6(Oboe 1)&P3(Oboe 2)&P8(C Trumpet 1)&P8(C, G Timpani)&P3(Violin 1)&P8(Violin 2)&P6(Viola)&P4(Violoncello)&P4(Contrabass)",P3(Flute 1)&P8(Flute 2)&P6(Oboe 1)&P3(Oboe 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&P3(Violin 1)&P8(Violin 2)&P6(Viola)&P4(Violoncello)&P4(Contrabass),"U(Flute 1)&P3(Flute 2)&P4(Oboe 1)&P8(Oboe 2)&P3(C Trumpet 1)&P3(C Trumpet 2)&P3(C, G Timpani)&P3(Violin 2)&P4(Viola)&P2(Violoncello)&P2(Contrabass)","P3(Flute 1)&U(Flute 2)&P6(Oboe 1)&P3(Oboe 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&P8(C, G Timpani)&P3(Violin 1)&P6(Viola)&P4(Violoncello)&P4(Contrabass)","P4(Flute 1)&P6(Flute 2)&P8(Oboe 1)&P4(Oboe 2)&P6(C Trumpet 1)&P6(C Trumpet 2)&P6(C, G Timpani)&P4(Violin 1)&P6(Violin 2)&P3(Violoncello)&P3(Contrabass)","P2(Flute 1)&P4(Flute 2)&P3(Oboe 1)&P2(Oboe 2)&P4(C Trumpet 1)&P4(C Trumpet 2)&P4(C, G Timpani)&P2(Violin 1)&P4(Violin 2)&P3(Viola)&P8(Contrabass)","P2(Flute 1)&P4(Flute 2)&P3(Oboe 1)&P2(Oboe 2)&P4(C Trumpet 1)&P4(C Trumpet 2)&P4(C, G Timpani)&P2(Violin 1)&P4(Violin 2)&P3(Viola)&P8(Violoncello)"
1054.5,1066.5,P8(Oboe 2),"P8(Bb Clarinet)&P8(C Trumpet 1)&P8(C Trumpet 2)&P8(C, G Timpani)",P8(Bb Clarinet 2)&P8(Bassoon 1),P8(Flute 1),"P8(Flute 2)&U(C Trumpet 1)&P8(C Trumpet 2)&P8(C, G Timpani)",P8(Oboe 1)&P8(Bassoon 1),P8(Oboe 1)&P8(Bb Clarinet 2),,U(Eb Horn 2)&P8(Main)&P3(Violin 2)&P4(Viola)&P2(Violoncello)&P2(Contrabass),U(Eb Horn 1)&P8(Main)&P3(Violin 2)&P4(Viola)&P2(Violoncello)&P2(Contrabass),"P8(Flute 2)&U(Bb Clarinet)&P8(C Trumpet 2)&P8(C, G Timpani)","P8(Flute 2)&P8(Bb Clarinet)&P8(C Trumpet 1)&P8(C, G Timpani)",P8(Flute 2)&P8(Bb Clarinet)&P8(C Trumpet 1)&P8(C Trumpet 2),Main Part,P3(Eb Horn 1)&P3(Eb Horn 2)&P3(Main)&P6(Viola)&P4(Violoncello)&P4(Contrabass),P4(Eb Horn 1)&P4(Eb Horn 2)&P4(Main)&P6(Violin 2)&P3(Violoncello)&P3(Contrabass),P2(Eb Horn 1)&P2(Eb Horn 2)&P2(Main)&P4(Violin 2)&P3(Viola)&P8(Contrabass),P2(Eb Horn 1)&P2(Eb Horn 2)&P2(Main)&P4(Violin 2)&P3(Viola)&P8(Violoncello)
1066.5,1070.5,Main Part,U(Main)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet)&P8(Bb Clarinet 2),P8(Main)&P8(Flute 2)&U(Oboe 2)&U(Bb Clarinet)&P8(Bb Clarinet 2),P8(Main)&P8(Flute 2)&U(Oboe 1)&U(Bb Clarinet)&P8(Bb Clarinet 2),P8(Main)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&P8(Bb Clarinet 2),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet),U(Bassoon 2),U(Bassoon 1),,,"P8(C Trumpet 2)&P8(C, G Timpani)","P8(C Trumpet 1)&P8(C, G Timpani)",P8(C Trumpet 1)&P8(C Trumpet 2),,,U(Violoncello),U(Viola),
1070.5,1074.0,,,,,,,U(Bassoon 2)&U(Main)&U(Violoncello),U(Bassoon 1)&U(Main)&U(Violoncello),,,"P8(C Trumpet 2)&P8(C, G Timpani)&P8(Contrabass)","P8(C Trumpet 1)&P8(C, G Timpani)&P8(Contrabass)",P8(C Trumpet 1)&P8(C Trumpet 2)&P8(Contrabass),U(Violin 2),U(Violin 1),Main Part,U(Bassoon 1)&U(Bassoon 2)&U(Main),"P8(C Trumpet 1)&P8(C Trumpet 2)&P8(C, G Timpani)"
1074.0,1082.0,P4(Flute 2)&P4(Oboe 1)&P8(Oboe 2)&P2(Bb Clarinet)&P4(Bb Clarinet 2)&P2(Eb Horn 1)&P8(Eb Horn 2),P4(Flute 1)&U(Oboe 1)&P4(Oboe 2)&P3(Bb Clarinet)&P8(Bb Clarinet 2)&P3(Eb Horn 1)&P4(Eb Horn 2),P4(Flute 1)&U(Flute 2)&P4(Oboe 2)&P3(Bb Clarinet)&P8(Bb Clarinet 2)&P3(Eb Horn 1)&P4(Eb Horn 2),P8(Flute 1)&P4(Flute 2)&P4(Oboe 1)&P2(Bb Clarinet)&P4(Bb Clarinet 2)&P2(Eb Horn 1)&P8(Eb Horn 2),P2(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P2(Oboe 2)&P3(Bb Clarinet 2)&P8(Eb Horn 1)&P2(Eb Horn 2),P4(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P4(Oboe 2)&P3(Bb Clarinet)&P3(Eb Horn 1)&P4(Eb Horn 2),U(Bassoon 2)&U(Viola)&U(Violoncello),U(Bassoon 1)&U(Viola)&U(Violoncello),P2(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P2(Oboe 2)&P8(Bb Clarinet)&P3(Bb Clarinet 2)&P2(Eb Horn 2),P8(Flute 1)&P4(Flute 2)&P4(Oboe 1)&P8(Oboe 2)&P2(Bb Clarinet)&P4(Bb Clarinet 2)&P2(Eb Horn 1),"P8(C Trumpet 2)&P8(C, G Timpani)&P8(Contrabass)","P8(C Trumpet 1)&P8(C, G Timpani)&P8(Contrabass)",P8(C Trumpet 1)&P8(C Trumpet 2)&P8(Contrabass),Main Part,U(Main),U(Bassoon 1)&U(Bassoon 2)&U(Violoncello),U(Bassoon 1)&U(Bassoon 2)&U(Viola),"P8(C Trumpet 1)&P8(C Trumpet 2)&P8(C, G Timpani)"
1082.0,1090.0,P4(Flute 2)&P4(Oboe 1)&P8(Oboe 2)&P2(Bb Clarinet)&P4(Bb Clarinet 2)&P2(Eb Horn 1)&P8(Eb Horn 2),P4(Flute 1)&U(Oboe 1)&P4(Oboe 2)&P3(Bb Clarinet)&P8(Bb Clarinet 2)&P3(Eb Horn 1)&P4(Eb Horn 2),P4(Flute 1)&U(Flute 2)&P4(Oboe 2)&P3(Bb Clarinet)&P8(Bb Clarinet 2)&P3(Eb Horn 1)&P4(Eb Horn 2),P8(Flute 1)&P4(Flute 2)&P4(Oboe 1)&P2(Bb Clarinet)&P4(Bb Clarinet 2)&P2(Eb Horn 1)&P8(Eb Horn 2),P2(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P2(Oboe 2)&P3(Bb Clarinet 2)&P8(Eb Horn 1)&P2(Eb Horn 2),P4(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P4(Oboe 2)&P3(Bb Clarinet)&P3(Eb Horn 1)&P4(Eb Horn 2),U(Bassoon 2)&U(Viola)&U(Violoncello),U(Bassoon 1)&U(Viola)&U(Violoncello),P2(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P2(Oboe 2)&P8(Bb Clarinet)&P3(Bb Clarinet 2)&P2(Eb Horn 2),P8(Flute 1)&P4(Flute 2)&P4(Oboe 1)&P8(Oboe 2)&P2(Bb Clarinet)&P4(Bb Clarinet 2)&P2(Eb Horn 1),,,,Main Part,U(Main),U(Bassoon 1)&U(Bassoon 2)&U(Violoncello),U(Bassoon 1)&U(Bassoon 2)&U(Viola),
1090.0,1098.0,P8(Bb Clarinet)&P8(Bb Clarinet 2),,P8(Oboe 2),P8(Oboe 1),P8(Flute 1)&U(Bb Clarinet 2),P8(Flute 1)&U(Bb Clarinet),U(Bassoon 2)&U(Viola)&U(Violoncello),U(Bassoon 1)&U(Viola)&U(Violoncello),,,,,,Main Part,U(Main),U(Bassoon 1)&U(Bassoon 2)&U(Violoncello),U(Bassoon 1)&U(Bassoon 2)&U(Viola),
1098.0,1106.0,P8(Bb Clarinet),,,,P8(Flute 1),,U(Bassoon 2)&P8(Viola)&U(Violoncello)&P8(Contrabass),U(Bassoon 1)&P8(Viola)&U(Violoncello)&P8(Contrabass),U(Eb Horn 2),U(Eb Horn 1),"P8(C Trumpet 2)&P8(C, G Timpani)","P8(C Trumpet 1)&P8(C, G Timpani)",P8(C Trumpet 1)&P8(C Trumpet 2),Main Part,U(Main),P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),U(Bassoon 1)&U(Bassoon 2)&P8(Viola)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)
1106.0,1114.0,"U(Flute 2)&P8(Bb Clarinet)&P8(C Trumpet 1)&P8(C Trumpet 2)&P8(C, G Timpani)","U(Flute 1)&P8(Bb Clarinet)&P8(C Trumpet 1)&P8(C Trumpet 2)&P8(C, G Timpani)",U(Oboe 2)&P8(Bb Clarinet 2),U(Oboe 1)&P8(Bb Clarinet 2),"P8(Flute 1)&P8(Flute 2)&U(C Trumpet 1)&P8(C Trumpet 2)&P8(C, G Timpani)",P8(Oboe 1)&P8(Oboe 2),U(Bassoon 2)&P8(Viola)&U(Violoncello)&P8(Contrabass),U(Bassoon 1)&P8(Viola)&U(Violoncello)&P8(Contrabass),U(Eb Horn 2),U(Eb Horn 1),"P8(Flute 1)&P8(Flute 2)&U(Bb Clarinet)&P8(C Trumpet 2)&P8(C, G Timpani)","P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet)&P8(C Trumpet 1)&P8(C, G Timpani)",P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet)&P8(C Trumpet 1)&P8(C Trumpet 2),Main Part,U(Main),P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),U(Bassoon 1)&U(Bassoon 2)&P8(Viola)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)
1114.0,1120.0,,P8(Bb Clarinet),,,P8(Flute 2),,P8(Bassoon 2)&P8(Viola)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),,,"P8(C Trumpet 2)&P8(C, G Timpani)","P8(C Trumpet 1)&P8(C, G Timpani)",P8(C Trumpet 1)&P8(C Trumpet 2),Main Part,U(Main),P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),U(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)
1120.0,1128.0,P8(Oboe 1)&P8(Bb Clarinet 2)&P8(Eb Horn 1)&P8(Eb Horn 2),P8(Oboe 2)&P8(Bb Clarinet)&P8(C Trumpet 1)&P8(C Trumpet 2),P8(Flute 1)&P8(Bb Clarinet 2)&P8(Eb Horn 1)&P8(Eb Horn 2),P8(Flute 2)&U(Bb Clarinet)&U(C Trumpet 1)&P8(C Trumpet 2),P8(Flute 2)&U(Oboe 2)&U(C Trumpet 1)&P8(C Trumpet 2),P8(Flute 1)&P8(Oboe 1)&U(Eb Horn 1)&U(Eb Horn 2),P8(Bassoon 2)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Violoncello)&U(Contrabass),P8(Flute 1)&P8(Oboe 1)&U(Bb Clarinet 2)&U(Eb Horn 2),P8(Flute 1)&P8(Oboe 1)&U(Bb Clarinet 2)&U(Eb Horn 1),P8(Flute 2)&U(Oboe 2)&U(Bb Clarinet)&P8(C Trumpet 2),P8(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet)&P8(C Trumpet 1),,Main Part,U(Main),,U(Bassoon 1)&P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Violoncello)
1128.0,1136.0,,,P8(Bb Clarinet 2)&P8(Eb Horn 1)&P8(Eb Horn 2),U(Bb Clarinet),U(Oboe 2),P8(Oboe 1)&U(Eb Horn 1)&U(Eb Horn 2),P8(Bassoon 2)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Violoncello)&U(Contrabass),P8(Oboe 1)&U(Bb Clarinet 2)&U(Eb Horn 2),P8(Oboe 1)&U(Bb Clarinet 2)&U(Eb Horn 1),P8(C Trumpet 2),P8(C Trumpet 1),,Main Part,U(Main)&P8(Viola),P8(Main)&P8(Violin 2),U(Bassoon 1)&P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Violoncello)
1136.0,1140.0,P8(Oboe 1)&P8(Bb Clarinet 2)&P8(Eb Horn 1)&P8(Eb Horn 2),,P8(Flute 1)&P8(Bb Clarinet 2)&P8(Eb Horn 1)&P8(Eb Horn 2),,,P8(Flute 1)&P8(Oboe 1)&U(Eb Horn 1)&U(Eb Horn 2),P8(Bassoon 2)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Violoncello)&U(Contrabass),P8(Flute 1)&P8(Oboe 1)&U(Bb Clarinet 2)&U(Eb Horn 2),P8(Flute 1)&P8(Oboe 1)&U(Bb Clarinet 2)&U(Eb Horn 1),P8(C Trumpet 2),P8(C Trumpet 1),,Main Part,U(Main)&P8(Viola),P8(Main)&P8(Violin 2),U(Bassoon 1)&P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Violoncello)
