qstamp,tstamp,measure,beat,Principal Violin,Flute 1,Flute 2,Violin 1,Violin 2,Viola,Violoncello,Violone,Continuo
15.5,9.5385,11,1.3333,r,G5,B4,r,r,r,r,r,r
16.0,9.8462,11,1.6667,r,F#5,A4,r,r,r,r,r,r
16.5,10.1538,12,1.0,r,r,r,r,r,D3,r,r,D3
17.0,10.4615,12,1.3333,r,F#5,A4,r,r,r,r,r,r
17.25,10.6154,12,1.5,r,G5,B4,r,r,r,r,r,r
17.5,10.7692,12,1.6667,r,A5,C5,r,r,r,r,r,r
18.0,11.0769,13,1.0,r,G5,B4,r,r,G3,r,r,G3
18.25,11.2308,13,1.1667,B4,G5,D5,r,r,G3,r,r,G3
18.5,11.3846,13,1.3333,C5,G5,E5,r,r,r,G3,r,G3
18.75,11.5385,13,1.5,D5,G5,F#5,r,r,r,G3,r,G3
19.0,11.6923,13,1.6667,E5,G5,G5,r,r,r,F#3,r,G3
19.25,11.8462,13,1.8333,F#5,G5,A5,r,r,r,F#3,r,G3
19.5,12.0,14,1.0,G5,G5,B5,r,r,r,E3,r,E3
19.75,12.1538,14,1.1667,B5,G5,G5,B5,G5,E4,E3,r,E3
20.0,12.3077,14,1.3333,B5,G5,E5,B5,G5,E4,G3,G2,G3
20.25,12.4615,14,1.5,G5,G5,B4,G5,G5,E4,G3,G2,G3
20.5,12.6154,14,1.6667,G5,G5,E5,G5,G5,E4,E3,E2,E3
20.75,12.7692,14,1.8333,E5,G5,G5,E5,G5,E4,E3,E2,E3
21.0,12.9231,15,1.0,E5,G5,C#5,C#5,G5,E4,A2,A2,A2
21.25,13.0769,15,1.1667,C#5,E5,C#5,C#5,G5,E4,A2,A2,A2
21.5,13.2308,15,1.3333,D5,F#5,A5,r,r,r,A3,r,A3
21.75,13.3846,15,1.5,E5,G5,A5,r,r,r,A3,r,A3
22.0,13.5385,15,1.6667,F#5,A5,A5,r,r,r,G3,r,G3
22.25,13.6923,15,1.8333,G5,B5,A5,r,r,r,G3,r,G3
22.5,13.8462,16,1.0,A5,C#6,A5,r,r,r,F#3,r,F#3
22.75,14.0,16,1.1667,C#6,A5,A5,C#6,A5,F#4,F#3,r,F#3
23.0,14.1538,16,1.3333,C#6,F#5,A5,C#6,A5,F#4,A3,A2,A3
23.25,14.3077,16,1.5,A5,C#5,A5,A5,A5,F#4,A3,A2,A3
23.5,14.4615,16,1.6667,A5,F#5,A5,A5,A5,F#4,F#3,F#2,F#3
23.75,14.6154,16,1.8333,F#5,A5,A5,F#5,A5,F#4,F#3,F#2,F#3
24.0,14.7692,17,1.0,F#5,D5,A5,D5,A5,F#4,B2,B2,B2
24.25,14.9231,17,1.1667,D5,D5,F#5,D5,A5,F#4,B2,B2,B2
24.5,15.0769,17,1.3333,E5,B5,G5,r,r,r,B3,r,B3
24.75,15.2308,17,1.5,F#5,B5,A5,r,r,r,B3,r,B3
25.0,15.3846,17,1.6667,G5,B5,B5,r,r,r,A3,r,A3
25.25,15.5385,17,1.8333,A5,B5,C6,r,r,r,A3,r,A3
25.5,15.6923,18,1.0,G5,B5,D6,r,r,r,G3,r,G3
25.75,15.8462,18,1.1667,D6,B5,B5,D6,B5,G4,G3,r,G3
26.0,16.0,18,1.3333,D6,B5,G5,D6,B5,G4,B3,B2,B3
26.25,16.1538,18,1.5,B5,B5,D5,B5,B5,G4,B3,B2,B3
26.5,16.3077,18,1.6667,B5,B5,G5,B5,B5,G4,G3,G2,G3
26.75,16.4615,18,1.8333,G5,B5,B5,G5,B5,G4,G3,G2,G3
27.0,16.6154,19,1.0,G5,B5,G5,G5,B5,G4,E3,E2,E3
27.25,16.7692,19,1.1667,B5,B5,G5,G5,B5,G4,E3,E2,E3
27.5,16.9231,19,1.3333,B5,G5,G5,r,r,r,E4,r,E4
27.75,17.0769,19,1.5,G5,G5,G5,r,r,r,E4,r,E4
28.0,17.2308,19,1.6667,G5,B5,G5,r,r,r,D4,r,D4
28.25,17.3846,19,1.8333,E5,B5,G5,r,r,r,D4,r,D4
28.5,17.5385,20,1.0,E5,E6,G5,r,r,r,C#4,r,C#4
28.75,17.6923,20,1.1667,G5,E6,G5,G5,E5,E4,E4,r,E4
29.0,17.8462,20,1.3333,G5,E6,G5,G5,E5,E4,E4,E2,E4
29.25,18.0,20,1.5,E5,E6,G5,E5,E5,E4,C#4,E2,C#4
29.5,18.1538,20,1.6667,E5,E6,G5,E5,E5,E4,C#4,C#2,C#4
29.75,18.3077,20,1.8333,C#5,E6,G5,C#5,E5,E4,A3,C#2,A3
30.0,18.4615,21,1.0,C#5,E6,G5,C#5,E5,A4,A3,A1,A3
30.25,18.6154,21,1.1667,E5,A4,G5,C#5,E5,A4,C#4,A1,C#4
30.5,18.7692,21,1.3333,E5,A4,G5,r,r,r,C#4,C#2,C#4
30.75,18.9231,21,1.5,C#5,C#5,G5,r,r,r,A3,C#2,A3
31.0,19.0769,21,1.6667,C#5,C#5,G5,r,r,r,A3,A1,A3
31.25,19.2308,21,1.8333,A4,E5,G5,r,r,r,F#3,A1,F#3
31.5,19.3846,22,1.0,A4,E5,G5,r,r,r,F#3,F#1,F#3
31.75,19.5385,22,1.1667,C#5,C#5,A4,E4,A4,E4,A3,F#1,A3
32.0,19.6923,22,1.3333,C#5,C#5,A4,E4,A4,E4,A3,A1,A3
32.25,19.8462,22,1.5,A4,E5,C#5,A4,A4,E4,F#3,A1,F#3
32.5,20.0,22,1.6667,A4,E5,C#5,A4,A4,E4,F#3,F#1,F#3
32.75,20.1538,22,1.8333,F#4,A5,E5,C#5,A4,E4,D3,F#1,D3
33.0,20.3077,23,1.0,F#4,A5,D5,D5,A4,F#4,D3,D1,D3
33.25,20.4615,23,1.1667,A4,A5,F#5,D5,A4,F#4,D3,D1,D3
33.5,20.6154,23,1.3333,D5,A5,A5,r,r,r,r,r,r
33.75,20.7692,23,1.5,A4,A5,F#5,r,r,r,r,r,r
34.0,20.9231,23,1.6667,F#4,A5,D5,r,r,r,r,r,r
34.25,21.0769,23,1.8333,D4,A5,F#5,r,r,r,r,r,r
34.5,21.2308,24,1.0,C#4,A5,E5,E5,C#5,E4,A2,A1,A2
34.75,21.3846,24,1.1667,E4,A5,C#5,E5,C#5,E4,A2,A1,A2
35.0,21.5385,24,1.3333,A4,A5,A4,r,r,r,r,r,r
35.25,21.6923,24,1.5,E4,A5,C#5,r,r,r,r,r,r
35.5,21.8462,24,1.6667,C#4,A5,E5,r,r,r,r,r,r
35.75,22.0,24,1.8333,A3,A5,G5,r,r,r,r,r,r
36.0,22.1538,25,1.0,A5,A5,F#5,F#5,D5,D4,D2,D2,D2
36.5,22.4615,25,1.3333,A5,G5,E5,r,r,r,r,r,r
37.0,22.7692,25,1.6667,A5,F#5,D5,r,r,r,r,r,r
37.5,23.0769,26,1.0,A5,r,r,r,r,r,D3,r,D3
38.0,23.3846,26,1.3333,A5,F#5,D5,r,r,r,r,r,r
38.25,23.5385,26,1.5,A5,G5,E5,r,r,r,r,r,r
38.5,23.6923,26,1.6667,A5,A5,F#5,r,r,r,r,r,r
39.0,24.0,27,1.0,A5,G5,E5,r,r,r,A2,r,A2
39.5,24.3077,27,1.3333,A5,F#5,D5,r,r,r,r,r,r
40.0,24.6154,27,1.6667,A5,E5,C#5,r,r,r,r,r,r
40.5,24.9231,28,1.0,A5,r,r,r,r,r,A3,r,A3
41.0,25.2308,28,1.3333,A5,E5,C#5,r,r,r,r,r,r
41.25,25.3846,28,1.5,A5,F#5,D5,r,r,r,r,r,r
41.5,25.5385,28,1.6667,A5,G5,E5,r,r,r,r,r,r
42.0,25.8462,29,1.0,A5,F#5,D5,D5,A4,F#4,D4,D2,D4
42.25,26.0,29,1.1667,A5,F#5,D5,D5,A4,F#4,D4,D2,D4
42.5,26.1538,29,1.3333,D6,r,r,r,r,r,r,r,r
42.75,26.3077,29,1.5,A5,r,r,r,r,r,r,r,r
43.0,26.4615,29,1.6667,F#5,r,r,r,r,r,r,r,r
43.25,26.6154,29,1.8333,D5,r,r,r,r,r,r,r,r
43.5,26.7692,30,1.0,C#5,E5,C#5,E5,C#5,E4,A3,r,A3
43.75,26.9231,30,1.1667,E5,E5,C#5,E5,C#5,E4,A3,r,A3
44.0,27.0769,30,1.3333,A5,r,r,r,r,r,r,r,r
44.25,27.2308,30,1.5,E5,r,r,r,r,r,r,r,r
44.5,27.3846,30,1.6667,C#5,r,r,r,r,r,r,r,r
44.75,27.5385,30,1.8333,A4,r,r,r,r,r,r,r,r
45.0,27.6923,31,1.0,A3,D5,D5,F#5,A4,D4,D3,r,D4
45.5,28.0,31,1.3333,A3,r,r,E5,G4,r,r,r,r
46.0,28.3077,31,1.6667,A3,r,r,D5,F#4,r,r,r,r
46.5,28.6154,32,1.0,A3,r,r,r,r,D3,r,r,D3
47.0,28.9231,32,1.3333,A3,r,r,D5,F#4,r,r,r,r
47.25,29.0769,32,1.5,A3,r,r,E5,G4,r,r,r,r
47.5,29.2308,32,1.6667,A3,r,r,F#5,A4,r,r,r,r
48.0,29.5385,33,1.0,A3,r,r,E5,G4,A3,r,r,A3
48.5,29.8462,33,1.3333,A3,r,r,D5,F#4,r,r,r,r
49.0,30.1538,33,1.6667,A3,r,r,C#5,E4,r,r,r,r
49.5,30.4615,34,1.0,A3,r,r,r,r,A4,r,r,A4
50.0,30.7692,34,1.3333,A3,r,r,C#5,E4,r,r,r,r
50.25,30.9231,34,1.5,A3,r,r,D5,F#4,r,r,r,r
50.5,31.0769,34,1.6667,A3,r,r,E5,G4,r,r,r,r
51.0,31.3846,35,1.0,A3,r,r,D5,F#4,D4,r,r,r
51.25,31.5385,35,1.1667,A3,r,r,D5,F#4,D4,D4,r,D4
51.5,31.6923,35,1.3333,r,A5,F#5,r,r,r,D4,r,D4
51.75,31.8462,35,1.5,r,B5,G5,r,r,r,A3,r,A3
52.0,32.0,35,1.6667,r,A5,F#5,r,r,r,A3,r,A3
52.25,32.1538,35,1.8333,r,B5,G5,r,r,r,F#3,r,F#3
52.5,32.3077,36,1.0,r,C6,A5,r,r,r,F#3,r,F#3
52.75,32.4615,36,1.1667,r,B5,G5,r,r,r,A3,r,A3
53.0,32.6154,36,1.3333,r,A5,F#5,r,r,r,A3,r,A3
53.25,32.7692,36,1.5,r,B5,G5,r,r,r,F#3,r,F#3
53.5,32.9231,36,1.6667,r,C6,A5,r,r,r,F#3,r,F#3
53.75,33.0769,36,1.8333,r,C6,A5,r,r,r,D3,r,D3
54.0,33.2308,37,1.0,r,C6,A5,r,r,r,D3,r,D3
54.25,33.3846,37,1.1667,C5,B5,G5,C5,A4,A4,D3,r,D3
54.5,33.5385,37,1.3333,C5,A5,F#5,C5,A4,A4,r,r,r
54.75,33.6923,37,1.5,A4,B5,G5,A4,F#4,F#4,r,r,r
55.0,33.8462,37,1.6667,A4,C6,A5,A4,F#4,F#4,r,r,r
55.25,34.0,37,1.8333,F#4,B5,G5,F#4,D4,D4,r,r,r
55.5,34.1538,38,1.0,F#4,C6,A5,F#4,D4,D4,r,r,r
55.75,34.3077,38,1.1667,D4,E6,C6,D4,F#4,D4,D3,D2,D3
56.0,34.4615,38,1.3333,D4,D6,B5,D4,G4,D4,D3,D2,D3
56.25,34.6154,38,1.5,D5,C6,A5,D5,A4,F#4,D3,D2,D3
56.5,34.7692,38,1.6667,D5,B5,G5,D5,B4,G4,D3,D2,D3
56.75,34.9231,38,1.8333,D5,A5,F#5,D5,C5,A4,D3,D2,D3
57.0,35.0769,39,1.0,B4,B5,G5,D5,B4,G4,G2,G1,G2
57.25,35.2308,39,1.1667,G4,A5,G5,D5,B4,G4,G2,G1,G4
57.5,35.3846,39,1.3333,G4,B5,D5,r,r,r,r,r,G4
57.75,35.5385,39,1.5,D4,C6,E5,r,r,r,r,r,D4
58.0,35.6923,39,1.6667,D4,B5,D5,r,r,r,r,r,D4
58.25,35.8462,39,1.8333,B3,C6,E5,r,r,r,r,r,B3
58.5,36.0,40,1.0,B3,D6,F5,r,r,r,r,r,B3
58.75,36.1538,40,1.1667,D4,C6,E5,r,r,r,r,r,D4
59.0,36.3077,40,1.3333,D4,B5,D5,r,r,r,r,r,D4
59.25,36.4615,40,1.5,B3,C6,E5,r,r,r,r,r,B3
59.5,36.6154,40,1.6667,B3,D6,F5,r,r,r,r,r,B3
59.75,36.7692,40,1.8333,G3,D6,F5,r,r,r,r,r,G3
60.0,36.9231,41,1.0,G3,D6,F5,r,r,r,r,r,G3
60.25,37.0769,41,1.1667,G3,C6,E5,F5,D5,B4,D3,r,D3
60.5,37.2308,41,1.3333,G3,B5,D5,F5,D5,B4,D3,r,D3
60.75,37.3846,41,1.5,G3,C6,E5,D5,D5,B4,B2,r,B2
61.0,37.5385,41,1.6667,r,D6,F5,D5,D5,B4,B2,r,B2
61.25,37.6923,41,1.8333,r,C6,E5,B4,D5,B4,G2,r,G2
61.5,37.8462,42,1.0,r,D6,F5,B4,D5,B4,G2,r,G2
61.75,38.0,42,1.1667,G3,D6,A5,B4,G4,B4,G3,r,G3
62.0,38.1538,42,1.3333,A3,D6,G5,C5,A4,G4,G3,G2,G3
62.25,38.3077,42,1.5,B3,D6,F5,D5,B4,G4,G3,G2,G3
62.5,38.4615,42,1.6667,C4,D6,E5,E5,C5,G4,G3,G2,G3
62.75,38.6154,42,1.8333,D4,D6,D5,F5,D5,G4,G3,G2,G3
63.0,38.7692,43,1.0,E4,C6,E5,E5,C5,G4,C3,C2,C3
63.25,38.9231,43,1.1667,F4,D6,E5,F5,C5,G4,C3,C2,C3
63.5,39.0769,43,1.3333,E4,C6,G5,E5,r,E4,C4,C3,C4
63.75,39.2308,43,1.5,D4,D6,G5,D5,r,E4,C4,C3,C4
64.0,39.3846,43,1.6667,C4,E6,C6,C5,E5,A4,A3,A2,A3
64.25,39.5385,43,1.8333,B3,E6,C6,B4,E5,A4,A3,A2,A3
64.5,39.6923,44,1.0,A4,E6,C6,A4,A4,A4,F#3,F#2,F#3
64.75,39.8462,44,1.1667,D5,E6,C6,D5,A4,F#4,F#3,F#2,F#3
65.0,40.0,44,1.3333,D5,D6,B5,D5,B4,F#4,B3,B2,B3
65.25,40.1538,44,1.5,B4,C6,A5,B4,B4,D4,B3,B2,B3
65.5,40.3077,44,1.6667,B4,D6,B5,B4,D5,D4,G3,G2,G3
65.75,40.4615,44,1.8333,G4,D6,B5,G4,D5,G4,G3,G2,G3
66.0,40.6154,45,1.0,G4,D6,B5,G4,G4,G4,E3,E2,E3
66.25,40.7692,45,1.1667,C5,D6,B5,C5,G4,E4,E3,E2,E3
66.5,40.9231,45,1.3333,C5,C6,A5,C5,A4,E4,A3,A2,A3
66.75,41.0769,45,1.5,A4,B5,G5,A4,A4,C4,A3,A2,A3
67.0,41.2308,45,1.6667,A4,C6,A5,A4,C5,C4,F#3,F#2,F#3
67.25,41.3846,45,1.8333,F#4,C6,A5,F#4,C5,F#4,F#3,F#2,F#3
67.5,41.5385,46,1.0,F#4,C6,A5,F#4,F#4,F#4,D3,D2,D3
67.75,41.6923,46,1.1667,B4,C6,A5,B4,F#4,D4,D3,D2,D3
68.0,41.8462,46,1.3333,B4,B5,G5,B4,G4,D4,G3,G2,G3
68.25,42.0,46,1.5,G4,A5,F#5,G4,G4,B3,G3,G2,G3
68.5,42.1538,46,1.6667,G4,B5,G5,G4,B4,B3,E3,E2,E3
68.75,42.3077,46,1.8333,E4,B5,G5,E4,B4,G3,E3,E2,E3
69.0,42.4615,47,1.0,E4,B5,G5,E4,E4,G3,C3,C2,C3
69.25,42.6154,47,1.1667,G4,G5,G5,E4,E4,G3,C3,C2,C3
69.5,42.7692,47,1.3333,F#4,A5,C6,r,E5,C5,C3,C2,C3
69.75,42.9231,47,1.5,G4,B5,C6,r,E5,C5,C3,C2,C3
70.0,43.0769,47,1.6667,A4,C6,C6,r,D5,B4,r,r,r
70.25,43.2308,47,1.8333,B4,D6,C6,r,D5,B4,r,r,r
70.5,43.3846,48,1.0,C5,E6,C6,r,C5,A4,r,r,r
70.75,43.5385,48,1.1667,E5,C6,C6,E5,E5,A4,r,r,r
71.0,43.6923,48,1.3333,E5,G5,C6,E5,E5,A4,C3,C2,C3
71.25,43.8462,48,1.5,C5,E5,C6,C5,E5,A4,C3,C2,C3
71.5,44.0,48,1.6667,C5,A5,C6,C5,E5,A4,A2,A1,A2
71.75,44.1538,48,1.8333,A4,C6,C6,A4,E5,A4,A2,A1,A2
72.0,44.3077,49,1.0,A4,F#5,C6,A4,F#5,A4,D3,D2,D3
72.25,44.4615,49,1.1667,F#4,F#5,A5,A4,F#5,A4,D3,D2,D3
72.5,44.6154,49,1.3333,G4,D6,B5,r,F#5,D5,D3,D2,D3
72.75,44.7692,49,1.5,A4,D6,C6,r,F#5,D5,D3,D2,D3
73.0,44.9231,49,1.6667,B4,D6,D6,r,E5,C5,r,r,r
73.25,45.0769,49,1.8333,C5,D6,E6,r,E5,C5,r,r,r
73.5,45.2308,50,1.0,D5,D6,F#5,r,D5,B4,r,r,r
73.75,45.3846,50,1.1667,F#5,D6,D6,F#5,F#5,B4,r,r,r
74.0,45.5385,50,1.3333,F#5,D6,B5,F#5,F#5,B4,D3,D2,D3
74.25,45.6923,50,1.5,D5,D6,F#5,D5,F#5,B4,D3,D2,D3
74.5,45.8462,50,1.6667,D5,D6,B5,D5,F#5,B4,B2,B1,B2
74.75,46.0,50,1.8333,B4,D6,D6,B4,F#5,B4,B2,B1,B2
75.0,46.1538,51,1.0,B4,D6,G5,B4,G5,B4,E3,E2,E3
75.25,46.3077,51,1.1667,G4,B5,G5,B4,G5,B4,E3,E2,E3
75.5,46.4615,51,1.3333,A4,C6,E6,r,G5,E5,E3,E2,E3
75.75,46.6154,51,1.5,B4,D6,E6,r,G5,E5,E3,E2,E3
76.0,46.7692,51,1.6667,C5,E6,E6,r,F#5,D5,r,r,r
76.25,46.9231,51,1.8333,D5,F#6,E6,r,F#5,D5,r,r,r
76.5,47.0769,52,1.0,E5,G6,E6,r,E5,C5,r,r,r
76.75,47.2308,52,1.1667,G5,D6,E6,G5,G5,C5,r,r,r
77.0,47.3846,52,1.3333,G5,C6,E6,G5,G5,C5,E3,E2,E3
77.25,47.5385,52,1.5,E5,G5,E6,E5,G5,C5,E3,E2,E3
77.5,47.6923,52,1.6667,E5,C6,E6,E5,G5,C5,C3,C2,C3
77.75,47.8462,52,1.8333,C5,E6,E6,C5,G5,C5,C3,C2,C3
78.0,48.0,53,1.0,C5,C6,E6,C5,A5,C5,A2,A1,A2
78.25,48.1538,53,1.1667,E5,C6,E6,C5,A5,C5,C4,A1,C4
78.5,48.3077,53,1.3333,E5,C6,C6,r,r,r,C4,A1,C4
78.75,48.4615,53,1.5,C5,C6,C6,r,r,r,A3,A1,A3
79.0,48.6154,53,1.6667,C5,C6,E6,r,r,r,A3,r,A3
79.25,48.7692,53,1.8333,A4,C6,E6,r,r,r,F#3,r,F#3
79.5,48.9231,54,1.0,A4,C6,A5,r,r,r,F#3,r,F#3
79.75,49.0769,54,1.1667,C6,C6,A5,C6,A5,A4,A3,r,A3
80.0,49.2308,54,1.3333,C6,C6,A5,C6,A5,A4,A3,A2,A3
80.25,49.3846,54,1.5,A5,C6,A5,A5,A5,A4,F#3,A2,F#3
80.5,49.5385,54,1.6667,A5,C6,A5,A5,A5,A4,F#3,F#2,F#3
80.75,49.6923,54,1.8333,F#5,C6,A5,F#5,A5,A4,D3,F#2,D3
81.0,49.8462,55,1.0,F#5,C6,A5,F#5,A5,D5,D3,D2,D3
81.25,50.0,55,1.1667,A5,C6,D5,F#5,A5,D5,F#3,D2,F#3
81.5,50.1538,55,1.3333,A5,C6,D5,r,r,r,F#3,D2,F#3
81.75,50.3077,55,1.5,F#5,C6,F#5,r,r,r,D3,D2,D3
82.0,50.4615,55,1.6667,F#5,C6,F#5,r,r,r,D3,r,D3
82.25,50.6154,55,1.8333,D5,C6,A5,r,r,r,B2,r,B2
82.5,50.7692,56,1.0,D5,C6,A5,r,r,r,B2,r,B2
82.75,50.9231,56,1.1667,F#5,D5,D6,F#5,A4,A4,D3,r,D3
83.0,51.0769,56,1.3333,F#5,F#5,D6,F#5,A4,A4,D3,D2,D3
83.25,51.2308,56,1.5,D5,A5,A5,D5,D5,A4,B2,D2,B2
83.5,51.3846,56,1.6667,D5,A5,A5,D5,D5,A4,B2,B1,B2
83.75,51.5385,56,1.8333,C5,D6,F#5,F#5,F#5,A4,G2,B1,G2
84.0,51.6923,57,1.0,B4,D6,G5,G5,D5,B4,G2,G1,G2
84.25,51.8462,57,1.1667,D5,D6,B5,G5,D5,B4,G2,G1,G2
84.5,52.0,57,1.3333,G5,D6,D6,r,r,r,r,r,r
84.75,52.1538,57,1.5,D5,D6,B5,r,r,r,r,r,r
85.0,52.3077,57,1.6667,B4,D6,G5,r,r,r,r,r,r
85.25,52.4615,57,1.8333,G4,D6,B5,r,r,r,r,r,r
85.5,52.6154,58,1.0,F#4,D6,A5,A5,F#5,A4,D3,D2,D3
85.75,52.7692,58,1.1667,A4,D6,F#5,A5,F#5,A4,D3,D2,D3
86.0,52.9231,58,1.3333,D5,D6,D5,r,r,r,r,r,r
86.25,53.0769,58,1.5,A4,D6,F#5,r,r,r,r,r,r
86.5,53.2308,58,1.6667,F#4,D6,A5,r,r,r,r,r,r
86.75,53.3846,58,1.8333,D4,D6,C6,r,r,r,r,r,r
87.0,53.5385,59,1.0,D6,D6,B5,B5,G5,G4,G3,G2,G3
87.5,53.8462,59,1.3333,D6,C6,A5,r,r,r,r,r,r
88.0,54.1538,59,1.6667,D6,B5,G5,r,r,r,r,r,r
88.5,54.4615,60,1.0,D6,r,r,r,r,r,G2,r,G2
89.0,54.7692,60,1.3333,D6,B5,G5,r,r,r,r,r,r
89.25,54.9231,60,1.5,D6,C6,A5,r,r,r,r,r,r
89.5,55.0769,60,1.6667,D6,D6,B5,r,r,r,r,r,r
90.0,55.3846,61,1.0,D6,C6,A5,r,r,r,D2,r,D2
90.5,55.6923,61,1.3333,D6,B5,G5,r,r,r,r,r,r
91.0,56.0,61,1.6667,D6,A5,F#5,r,r,r,r,r,r
91.5,56.3077,62,1.0,D6,r,r,r,r,r,D3,r,D3
92.0,56.6154,62,1.3333,D6,A5,F#5,r,r,r,r,r,r
92.25,56.7692,62,1.5,D6,B5,G5,r,r,r,r,r,r
92.5,56.9231,62,1.6667,D6,C6,A5,r,r,r,r,r,r
93.0,57.2308,63,1.0,D6,B5,D5,G5,D5,B4,G3,G2,G3
93.25,57.3846,63,1.1667,D6,C6,D5,G5,D5,B4,G3,G2,G3
93.5,57.5385,63,1.3333,G6,D6,D5,r,r,r,r,r,r
93.75,57.6923,63,1.5,D6,B5,D5,r,r,r,r,r,r
94.0,57.8462,63,1.6667,B5,G5,D5,r,r,r,r,r,r
94.25,58.0,63,1.8333,G5,B5,D5,r,r,r,r,r,r
94.5,58.1538,64,1.0,F#5,A5,D5,A5,F#5,A4,D3,D2,D3
94.75,58.3077,64,1.1667,A5,F#5,D5,A5,F#5,A4,D3,D2,D3
95.0,58.4615,64,1.3333,D6,D5,D5,r,r,r,r,r,r
95.25,58.6154,64,1.5,A5,F#5,D5,r,r,r,r,r,r
95.5,58.7692,64,1.6667,F#5,A5,D5,r,r,r,r,r,r
95.75,58.9231,64,1.8333,D5,C6,D5,r,r,r,r,r,r
96.0,59.0769,65,1.0,D4,B5,D5,B5,G5,G4,G2,G1,G2
96.5,59.3846,65,1.3333,D4,A5,C5,r,r,r,r,r,r
97.0,59.6923,65,1.6667,D4,G5,B4,r,r,r,r,r,r
97.5,60.0,66,1.0,D4,r,r,D6,B5,G3,r,r,G3
98.0,60.3077,66,1.3333,D4,G5,B4,r,r,r,r,r,r
98.25,60.4615,66,1.5,D4,A5,C5,r,r,r,r,r,r
98.5,60.6154,66,1.6667,D4,B5,D5,r,r,r,r,r,r
99.0,60.9231,67,1.0,D4,A5,C5,A5,F#5,D4,r,r,D4
99.5,61.2308,67,1.3333,D4,G5,B4,r,r,r,r,r,r
100.0,61.5385,67,1.6667,D4,F#5,A4,r,r,r,r,r,r
100.5,61.8462,68,1.0,D4,r,r,C6,A5,D3,r,r,D3
101.0,62.1538,68,1.3333,D4,F#5,A4,r,r,r,r,r,r
