qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,A Clarinet 1,A Clarinet 2,Bassoon 1,Bassoon 2,D Horn 1,D Horn 2,D Trumpet 1,D Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
1050.5,1070.5,Main Part,P5(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P3(Bassoon 2)&P5(D Horn 1)&P5(D Horn 2)&P5(D Trumpet 1)&P5(D Trumpet 2)&P5(Timpani),,P5(Flute 2)&P5(A Clarinet 1)&P5(A Clarinet 2)&P3(Bassoon 2)&P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani),P8(Flute 2)&P5(Oboe 2)&U(A Clarinet 2)&P3(Bassoon 2)&P5(D Horn 1)&P5(D Horn 2)&P5(D Trumpet 1)&P5(D Trumpet 2)&P5(Timpani),P8(Flute 2)&P5(Oboe 2)&U(A Clarinet 1)&P3(Bassoon 2)&P5(D Horn 1)&P5(D Horn 2)&P5(D Trumpet 1)&P5(D Trumpet 2)&P5(Timpani),,P3(Flute 2)&P3(Oboe 2)&P3(A Clarinet 1)&P3(A Clarinet 2)&P3(D Horn 1)&P3(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P3(Timpani),P5(Flute 2)&P8(Oboe 2)&P5(A Clarinet 1)&P5(A Clarinet 2)&P3(Bassoon 2)&P8(D Horn 2)&P8(D Trumpet 1)&U(D Trumpet 2)&P8(Timpani),P5(Flute 2)&P8(Oboe 2)&P5(A Clarinet 1)&P5(A Clarinet 2)&P3(Bassoon 2)&P8(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2)&U(Timpani),P5(Flute 2)&U(Oboe 2)&P5(A Clarinet 1)&P5(A Clarinet 2)&P3(Bassoon 2)&P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 2)&P8(Timpani),P5(Flute 2)&P8(Oboe 2)&P5(A Clarinet 1)&P5(A Clarinet 2)&P3(Bassoon 2)&U(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(Timpani),P5(Flute 2)&P8(Oboe 2)&P5(A Clarinet 1)&P5(A Clarinet 2)&P3(Bassoon 2)&P8(D Horn 1)&U(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),,,,P8(Contrabass),P8(Violoncello)
1070.5,1094.5,,Main Part,U(Main)&P8(A Clarinet 1)&P8(A Clarinet 2),,P8(Main)&P8(Oboe 1)&P8(A Clarinet 2),P8(Main)&P8(Oboe 1)&P8(A Clarinet 1),,P8(Viola)&P8(Violoncello)&P8(Contrabass),,,P8(D Trumpet 2),P8(D Trumpet 1),,P8(Violin 2),P8(Violin 1),P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 2)&P8(Viola)&P8(Contrabass),P8(Bassoon 2)&P8(Viola)&P8(Violoncello)
1094.5,1102.5,P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Violin 1),P8(Bassoon 1),Main Part,P8(Main)&P8(A Clarinet 1)&U(A Clarinet 2),P8(Main)&P8(Oboe 2)&P8(A Clarinet 2),P8(Main)&U(Oboe 2)&P8(A Clarinet 1),P8(Flute 2),,P8(D Horn 2),P8(D Horn 1),P8(Flute 1)&P8(D Trumpet 2)&P8(Violin 1),P8(Flute 1)&P8(D Trumpet 1)&P8(Violin 1),,P8(Flute 1)&P8(D Trumpet 1)&P8(D Trumpet 2),,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1102.5,1110.5,P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&U(Violin 1),,Main Part,P8(A Clarinet 2),P8(Main)&P8(Bassoon 1)&P8(Violin 2),P8(Oboe 2),P8(Main)&P8(A Clarinet 1)&P8(Violin 2),,P8(Flute 1)&P8(D Horn 2)&P8(D Trumpet 1)&U(D Trumpet 2)&P8(Violin 1),P8(Flute 1)&P8(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Violin 1),P8(Flute 1)&P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 2)&P8(Violin 1),P8(Flute 1)&U(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(Violin 1),,U(Flute 1)&P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),U(Main)&P8(A Clarinet 1)&P8(Bassoon 1),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1110.5,1128.0,P2(Flute 2)&P2(A Clarinet 1)&P8(A Clarinet 2)&P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P2(Violin 2),P2(Flute 1)&P8(A Clarinet 1)&P2(A Clarinet 2)&P2(D Horn 1)&P2(D Horn 2)&P2(D Trumpet 1)&P2(D Trumpet 2)&U(Violin 2),Main Part,,P2(Flute 1)&P8(Flute 2)&P2(A Clarinet 2)&P2(D Horn 1)&P2(D Horn 2)&P2(D Trumpet 1)&P2(D Trumpet 2)&P8(Violin 2),P8(Flute 1)&P2(Flute 2)&P2(A Clarinet 1)&U(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&U(D Trumpet 2)&P2(Violin 2),,,P8(Flute 1)&P2(Flute 2)&P2(A Clarinet 1)&U(A Clarinet 2)&P8(D Horn 2)&P8(D Trumpet 1)&U(D Trumpet 2)&P2(Violin 2),P8(Flute 1)&P2(Flute 2)&P2(A Clarinet 1)&P8(A Clarinet 2)&P8(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2)&P2(Violin 2),P8(Flute 1)&P2(Flute 2)&P2(A Clarinet 1)&P8(A Clarinet 2)&P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 2)&P2(Violin 2),P8(Flute 1)&P2(Flute 2)&P2(A Clarinet 1)&U(A Clarinet 2)&U(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P2(Violin 2),,,P2(Flute 1)&U(Flute 2)&P8(A Clarinet 1)&P2(A Clarinet 2)&P2(D Horn 1)&P2(D Horn 2)&P2(D Trumpet 1)&P2(D Trumpet 2),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1128.0,1144.0,,,,,,,,,,,,,,Main Part,,,,
1144.0,1174.0,P8(Bassoon 1),,,,,,P8(Flute 1),,P8(D Horn 2)&U(Viola),P8(D Horn 1)&P8(Viola),,,,Main Part,,U(D Horn 1)&P8(D Horn 2),P8(Contrabass),P8(Violoncello)
1174.0,1198.0,P8(Oboe 1),,P8(Flute 1),,,,,,,,P8(D Trumpet 2)&P8(Timpani),P8(D Trumpet 1)&P8(Timpani),P8(D Trumpet 1)&P8(D Trumpet 2),Main Part,,,,
1198.0,1214.0,P8(Oboe 1)&P8(Bassoon 1),,P8(Flute 1)&P8(Bassoon 1),,P8(A Clarinet 2),P8(A Clarinet 1),P8(Flute 1)&P8(Oboe 1),P8(Viola)&U(Violoncello)&P8(Contrabass),,,,,,Main Part,P8(Main),P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),U(Bassoon 2)&P8(Viola)&P8(Contrabass),P8(Bassoon 2)&P8(Viola)&P8(Violoncello)
1214.0,1222.0,P8(Oboe 1)&P8(Bassoon 1),,P8(Flute 1)&P8(Bassoon 1),,,,P8(Flute 1)&P8(Oboe 1),P8(Viola)&U(Violoncello)&P8(Contrabass),,,,,,Main Part,P8(Main),P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),U(Bassoon 2)&P8(Viola)&P8(Contrabass),P8(Bassoon 2)&P8(Viola)&P8(Violoncello)
1222.0,1246.5,Main Part,,P8(Bassoon 1),,,,P8(Oboe 1),,P8(D Horn 2)&P8(D Trumpet 1)&U(D Trumpet 2),P8(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2),P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 2),U(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1),,U(Violin 2),U(Violin 1),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1246.5,1254.5,,,,,,,Main Part,P8(D Horn 1)&U(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani)&P8(Violin 1)&P8(Violin 2)&P8(Contrabass),P8(Bassoon 2)&P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani)&P8(Violin 1)&P8(Violin 2)&P8(Contrabass),U(Bassoon 2)&P8(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani)&P8(Violin 1)&P8(Violin 2)&P8(Contrabass),P8(Bassoon 2)&P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 2)&P8(Timpani)&P8(Violin 1)&P8(Violin 2)&P8(Contrabass),P8(Bassoon 2)&P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(Timpani)&P8(Violin 1)&P8(Violin 2)&P8(Contrabass),P8(Bassoon 2)&P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Violin 1)&P8(Violin 2)&P8(Contrabass),P8(Bassoon 2)&P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani)&U(Violin 2)&P8(Contrabass),P8(Bassoon 2)&P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani)&U(Violin 1)&P8(Contrabass),U(Violoncello),U(Viola),P8(Bassoon 2)&P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani)&P8(Violin 1)&P8(Violin 2)
1254.5,1262.5,,,Main Part,P8(Bassoon 2),,,P8(Main),P8(Oboe 2),P8(D Horn 2)&U(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani)&P8(Violin 1)&P8(Contrabass),P8(D Horn 1)&P8(D Trumpet 1)&U(D Trumpet 2)&P8(Timpani)&P8(Violin 1)&P8(Contrabass),U(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 2)&P8(Timpani)&P8(Violin 1)&P8(Contrabass),P8(D Horn 1)&U(D Horn 2)&P8(D Trumpet 1)&P8(Timpani)&P8(Violin 1)&P8(Contrabass),P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Violin 1)&P8(Contrabass),P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani)&P8(Contrabass),,U(Violoncello),U(Viola),P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani)&P8(Violin 1)
1262.5,1266.5,P6(Flute 2)&P8(Violin 2),P6(Flute 1)&P6(Violin 2),Main Part,P8(Bassoon 2),,,P8(Main),P8(Oboe 2),P8(D Horn 2)&U(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani)&P8(Contrabass),P8(D Horn 1)&P8(D Trumpet 1)&U(D Trumpet 2)&P8(Timpani)&P8(Contrabass),U(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 2)&P8(Timpani)&P8(Contrabass),P8(D Horn 1)&U(D Horn 2)&P8(D Trumpet 1)&P8(Timpani)&P8(Contrabass),P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Contrabass),P8(Violoncello),P8(Flute 1)&P6(Flute 2),,P8(Violin 1),P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani)
1266.5,1286.5,Main Part,,P8(Bassoon 1),P8(Bassoon 2),P3(A Clarinet 2),P3(A Clarinet 1),P8(Oboe 1),P8(Oboe 2),P8(D Horn 2)&P8(Timpani)&P8(Contrabass),P8(D Horn 1)&P8(Timpani)&P8(Contrabass),P8(D Trumpet 2),P8(D Trumpet 1),P8(D Horn 1)&P8(D Horn 2)&P8(Contrabass),,,,,P8(D Horn 1)&P8(D Horn 2)&P8(Timpani)
1286.5,1306.5,P8(Oboe 1),P8(Oboe 2)&P8(A Clarinet 1)&P3(A Clarinet 2),P8(Flute 1),P8(Flute 2)&U(A Clarinet 1)&P3(A Clarinet 2),P8(Flute 2)&U(Oboe 2)&P3(A Clarinet 2),P3(Flute 2)&P3(Oboe 2)&P3(A Clarinet 1),P8(Main),,P8(D Horn 2)&P8(D Trumpet 1)&U(D Trumpet 2)&P8(Timpani)&P8(Contrabass),P8(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2)&U(Timpani)&P8(Contrabass),P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 2)&P8(Timpani)&P8(Contrabass),U(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(Timpani)&P8(Contrabass),P8(D Horn 1)&U(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Contrabass),,Main Part,,,P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani)
1306.5,1342.5,Main Part,,P8(Main)&P8(A Clarinet 2),,,P8(Main)&P8(Oboe 1),,,,,,P8(Timpani),P8(D Trumpet 2),,,,,
1342.5,1350.5,,,,,,,,,P8(D Horn 2),P8(D Horn 1),,,,Main Part,P4(Main),P4(Violoncello)&P4(Contrabass),P4(Viola)&P8(Contrabass),P4(Viola)&P8(Violoncello)
1350.5,1358.5,,,,,P8(Bassoon 1),,P8(A Clarinet 1),,P8(D Horn 2),P8(D Horn 1),,,,Main Part,,P4(Main),P8(Contrabass),P8(Violoncello)
1358.5,1366.5,,,,,Main Part,,P8(Main),,P8(D Horn 2),P8(D Horn 1),,,,,,,P8(Contrabass),P8(Violoncello)
1366.5,1384.5,,,Main Part,P3(D Horn 1),,,,,P3(Oboe 2),,,,,,,,P8(Contrabass),P8(Violoncello)
1384.5,1392.0,,,,,,,Main Part,,,,,,,,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1392.0,1400.5,Main Part,,,,,,,,,,,,,,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1400.5,1408.0,,,,,,,Main Part,,,,,,,,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1408.0,1416.5,Main Part,,,,,,,,,,,,,,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1416.5,1424.5,,,,,,,Main Part,,,,,,,,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1424.5,1432.5,,,Main Part,,,,P8(Main),,P8(D Horn 2),P8(D Horn 1),,,,,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1432.5,1446.5,Main Part,,P8(Main)&P8(Bassoon 1),,,,P8(Main)&P8(Oboe 1),,P8(D Horn 2)&P8(Violin 1)&P8(Violin 2),P8(D Horn 1)&P8(Violin 1)&P8(Violin 2),,,,P8(D Horn 1)&P8(D Horn 2)&P8(Violin 2),P8(D Horn 1)&P8(D Horn 2)&P8(Violin 1),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1446.5,1462.5,Main Part,,P8(Main)&P8(Bassoon 1),,,,P8(Main)&P8(Oboe 1),,P8(D Horn 2)&P8(Violin 1),P8(D Horn 1)&P8(Violin 1),,,,P8(D Horn 1)&P8(D Horn 2),,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1462.5,1486.5,P8(Oboe 1),P6(Oboe 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P4(Bassoon 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani),P8(Flute 1),P6(Flute 2)&P6(A Clarinet 1)&P4(A Clarinet 2)&P3(Bassoon 2)&P6(D Trumpet 1)&P6(D Trumpet 2)&P6(Timpani),P8(Flute 2)&P6(Oboe 2)&P3(A Clarinet 2)&P4(Bassoon 2)&U(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani),P3(Flute 2)&P4(Oboe 2)&P3(A Clarinet 1)&P2(Bassoon 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P3(Timpani),,P4(Flute 2)&P3(Oboe 2)&P4(A Clarinet 1)&P2(A Clarinet 2)&P4(D Trumpet 1)&P4(D Trumpet 2)&P4(Timpani),P8(D Horn 2),P8(D Horn 1),P8(Flute 2)&P6(Oboe 2)&U(A Clarinet 1)&P3(A Clarinet 2)&P4(Bassoon 2)&P8(D Trumpet 2)&P8(Timpani),P8(Flute 2)&P6(Oboe 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P4(Bassoon 2)&P8(D Trumpet 1)&P8(Timpani),P8(Flute 2)&P6(Oboe 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P4(Bassoon 2)&P8(D Trumpet 1)&P8(D Trumpet 2),Main Part,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1486.5,1510.5,Main Part,,P8(A Clarinet 2),,,P8(Oboe 1),P8(Bassoon 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Viola)&U(Violoncello)&P8(Contrabass),,,P8(D Trumpet 2),P8(D Trumpet 1),,,,P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Viola)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)
1510.5,1526.5,P8(Flute 2),P8(Flute 1),P8(A Clarinet 2)&P3(D Horn 1),U(A Clarinet 1),U(Oboe 2),P8(Oboe 1)&P3(D Horn 1),P8(Bassoon 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Viola)&U(Violoncello)&P8(Contrabass),P3(Oboe 1)&P3(A Clarinet 2),,P8(D Trumpet 2)&P8(Timpani),P8(D Trumpet 1)&P8(Timpani),P8(D Trumpet 1)&P8(D Trumpet 2),Main Part,,P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Viola)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)
1526.5,1542.0,P8(Flute 2)&P8(Oboe 2)&P8(A Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(A Clarinet 2),P8(Flute 1)&P8(Flute 2)&U(A Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2)&U(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&U(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Oboe 1),P8(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(A Clarinet 1)&U(Bassoon 2)&P8(Violin 2)&P8(Viola)&U(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(A Clarinet 1)&U(Bassoon 1)&P8(Violin 2)&P8(Viola)&U(Violoncello)&P8(Contrabass),P8(D Horn 2)&P8(D Trumpet 1)&U(D Trumpet 2)&P8(Timpani),P8(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2)&U(Timpani),P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 2)&P8(Timpani),U(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(Timpani),P8(D Horn 1)&U(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),Main Part,P8(Flute 1)&P8(Flute 2)&U(Oboe 2)&U(A Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(A Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(A Clarinet 1)&U(Bassoon 1)&U(Bassoon 2)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(A Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
1542.0,1560.5,Main Part,,P8(Oboe 2),P8(Oboe 1),U(A Clarinet 2),U(A Clarinet 1),U(Bassoon 2)&P8(Viola)&U(Violoncello)&P8(Contrabass),U(Bassoon 1)&P8(Viola)&U(Violoncello)&P8(Contrabass),P8(D Horn 2)&P8(D Trumpet 1)&U(D Trumpet 2),P8(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2),P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 2),U(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1),,,,P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),U(Bassoon 1)&U(Bassoon 2)&P8(Viola)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)
1560.5,1574.5,Main Part,P8(Oboe 2),,P8(Flute 2),,,P8(Bassoon 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Viola)&U(Violoncello)&P8(Contrabass),,P8(D Trumpet 1)&P8(D Trumpet 2),P8(D Horn 2)&P8(D Trumpet 2),P8(D Horn 2)&P8(D Trumpet 1),,,,P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Viola)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)
1574.5,1592.5,Main Part,,,,,P8(Main),P8(Bassoon 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(D Horn 2),P8(D Horn 1),P8(D Trumpet 2)&P8(Timpani),P8(D Trumpet 1)&P8(Timpani),P8(D Trumpet 1)&P8(D Trumpet 2),,,P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)
1592.5,1606.5,Main Part,P8(Oboe 2),P8(Main)&P8(D Horn 1),P8(Flute 2),,,P8(Bassoon 2)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Oboe 1),,,,,,,,U(Bassoon 1)&P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)
1606.5,1610.0,Main Part,U(Main)&P8(Oboe 1)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Main)&P8(Flute 2)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Bassoon 1)&P8(Bassoon 2),P3(A Clarinet 2)&P5(D Horn 1)&P3(D Horn 2)&P5(D Trumpet 1)&P3(D Trumpet 2)&P5(Timpani)&P5(Violoncello)&P5(Contrabass),P3(A Clarinet 1)&P3(D Horn 1)&P8(D Horn 2)&P3(D Trumpet 1)&U(D Trumpet 2)&P3(Timpani)&P3(Violoncello)&P3(Contrabass),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&U(Bassoon 2),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&U(Bassoon 1),P5(A Clarinet 1)&P3(A Clarinet 2)&P3(D Horn 2)&P8(D Trumpet 1)&P3(D Trumpet 2)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),P3(A Clarinet 1)&P8(A Clarinet 2)&P3(D Horn 1)&P3(D Trumpet 1)&P8(D Trumpet 2)&P3(Timpani)&P3(Violoncello)&P3(Contrabass),P5(A Clarinet 1)&P3(A Clarinet 2)&P8(D Horn 1)&P3(D Horn 2)&P3(D Trumpet 2)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),P3(A Clarinet 1)&U(A Clarinet 2)&P3(D Horn 1)&P8(D Horn 2)&P3(D Trumpet 1)&P3(Timpani)&P3(Violoncello)&P3(Contrabass),P5(A Clarinet 1)&P3(A Clarinet 2)&P8(D Horn 1)&P3(D Horn 2)&P8(D Trumpet 1)&P3(D Trumpet 2)&U(Violoncello)&P8(Contrabass),,P8(Viola),P8(Violin 2),P5(A Clarinet 1)&P3(A Clarinet 2)&P8(D Horn 1)&P3(D Horn 2)&P8(D Trumpet 1)&P3(D Trumpet 2)&U(Timpani)&P8(Contrabass),P5(A Clarinet 1)&P3(A Clarinet 2)&P8(D Horn 1)&P3(D Horn 2)&P8(D Trumpet 1)&P3(D Trumpet 2)&P8(Timpani)&P8(Violoncello)
1610.0,1616.0,P8(Oboe 1)&P8(Oboe 2)&P8(Bassoon 1),,P8(Flute 1)&P8(Oboe 2)&P8(Bassoon 1),P8(Flute 1)&P8(Oboe 1)&P8(Bassoon 1),,,P8(Flute 1)&P8(Oboe 1)&P8(Oboe 2),,,,,,,Main Part,P8(Viola),P8(Violin 2),P8(Contrabass),P8(Violoncello)
1616.0,1618.0,Main Part,,P8(Main)&P8(Oboe 2)&P8(Bassoon 1),P8(Main)&P8(Oboe 1)&P8(Bassoon 1),,,P8(Main)&P8(Oboe 1)&P8(Oboe 2),,,,,,,,P8(Viola),P8(Violin 2),,
1618.0,1624.0,P8(Oboe 1)&P8(Oboe 2)&P8(Bassoon 1),,P8(Flute 1)&P8(Oboe 2)&P8(Bassoon 1),P8(Flute 1)&P8(Oboe 1)&P8(Bassoon 1),,,P8(Flute 1)&P8(Oboe 1)&P8(Oboe 2),,,,,,,Main Part,P8(Viola),P8(Violin 2),P8(Contrabass),P8(Violoncello)
1624.0,1626.0,Main Part,,P8(Main)&P8(Oboe 2)&P8(Bassoon 1),P8(Main)&P8(Oboe 1)&P8(Bassoon 1),,,P8(Main)&P8(Oboe 1)&P8(Oboe 2),,,,,,,,P8(Viola),P8(Violin 2),,
1626.0,1632.0,P8(Oboe 1)&P8(Oboe 2)&P8(Bassoon 1),,P8(Flute 1)&P8(Oboe 2)&P8(Bassoon 1),P8(Flute 1)&P8(Oboe 1)&P8(Bassoon 1),,,P8(Flute 1)&P8(Oboe 1)&P8(Oboe 2),,,,,,,Main Part,P8(Viola),P8(Violin 2),P8(Contrabass),P8(Violoncello)
1632.0,1634.0,Main Part,,P8(Main)&P8(Oboe 2)&P8(Bassoon 1),P8(Main)&P8(Oboe 1)&P8(Bassoon 1),,,P8(Main)&P8(Oboe 1)&P8(Oboe 2),,,,,,,,P8(Viola),P8(Violin 2),,
