qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,F Horn 1,F Horn 2,F Horn 3,F Horn 4,F Trumpet 1,F Trumpet 2,F Trumpet 3,Alto Trombone,Tenor Trombone,Bass Trombone,Bass Tuba,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
185.0,195.75,U(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet 2)&P8(F Trumpet 1)&P8(F Trumpet 3)&P8(Alto Trombone),U(Flute 1)&P8(Oboe 2)&P8(Bb Clarinet 2)&P8(F Trumpet 1)&P8(F Trumpet 3)&P8(Alto Trombone),U(Bb Clarinet 1)&P8(F Trumpet 2)&P8(Tenor Trombone),P8(Flute 1)&P8(Flute 2)&U(Bb Clarinet 2)&P8(F Trumpet 1)&P8(F Trumpet 3)&P8(Alto Trombone),U(Oboe 1)&P8(F Trumpet 2)&P8(Tenor Trombone),P8(Flute 1)&P8(Flute 2)&U(Oboe 2)&P8(F Trumpet 1)&P8(F Trumpet 3)&P8(Alto Trombone),P8(Bassoon 2)&P8(F Horn 3)&P8(F Horn 4)&P8(Bass Trombone),P8(Bassoon 1)&U(F Horn 3)&U(F Horn 4)&U(Bass Trombone),,,P8(Bassoon 1)&U(Bassoon 2)&U(F Horn 4)&U(Bass Trombone),P8(Bassoon 1)&U(Bassoon 2)&U(F Horn 3)&U(Bass Trombone),P8(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet 2)&P8(F Trumpet 3)&P8(Alto Trombone),P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Tenor Trombone),P8(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet 2)&P8(F Trumpet 1)&P8(Alto Trombone),P8(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet 2)&P8(F Trumpet 1)&P8(F Trumpet 3),P8(Oboe 1)&P8(Bb Clarinet 1)&P8(F Trumpet 2),P8(Bassoon 1)&U(Bassoon 2)&U(F Horn 3)&U(F Horn 4),,,Main Part,,,P8(Contrabass),P8(Violoncello)
195.75,203.0,P8(Oboe 2)&P8(Bb Clarinet 2)&P8(F Trumpet 1)&P8(F Trumpet 3)&P8(Alto Trombone),,U(Bb Clarinet 1)&P8(F Trumpet 2)&P8(Tenor Trombone),P8(Flute 1)&U(Bb Clarinet 2)&U(F Trumpet 1)&P8(F Trumpet 3)&P8(Alto Trombone),U(Oboe 1)&P8(F Trumpet 2)&P8(Tenor Trombone),P8(Flute 1)&U(Oboe 2)&U(F Trumpet 1)&P8(F Trumpet 3)&P8(Alto Trombone),P8(Bassoon 2)&P8(F Horn 3)&P8(F Horn 4)&P8(Bass Trombone),P8(Bassoon 1)&U(F Horn 3)&U(F Horn 4)&U(Bass Trombone),,,P8(Bassoon 1)&U(Bassoon 2)&U(F Horn 4)&U(Bass Trombone),P8(Bassoon 1)&U(Bassoon 2)&U(F Horn 3)&U(Bass Trombone),P8(Flute 1)&U(Oboe 2)&U(Bb Clarinet 2)&P8(F Trumpet 3)&P8(Alto Trombone),P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Tenor Trombone),P8(Flute 1)&P8(Oboe 2)&P8(Bb Clarinet 2)&P8(F Trumpet 1)&U(Alto Trombone),P8(Flute 1)&P8(Oboe 2)&P8(Bb Clarinet 2)&P8(F Trumpet 1)&U(F Trumpet 3),P8(Oboe 1)&P8(Bb Clarinet 1)&P8(F Trumpet 2),P8(Bassoon 1)&U(Bassoon 2)&U(F Horn 3)&U(F Horn 4),,,Main Part,,,P8(Contrabass),P8(Violoncello)
203.0,207.0,P8(Oboe 2)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P3(F Horn 3)&P3(F Horn 4)&P8(F Trumpet 1)&P8(F Trumpet 3)&P8(Alto Trombone)&P3(Bass Trombone)&P3(Violoncello)&P3(Contrabass),,U(Bb Clarinet 1)&P8(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 2)&P8(Tenor Trombone),P8(Flute 1)&U(Bb Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P3(F Horn 3)&P3(F Horn 4)&U(F Trumpet 1)&P8(F Trumpet 3)&P8(Alto Trombone)&P3(Bass Trombone)&P3(Violoncello)&P3(Contrabass),U(Oboe 1)&P8(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 2)&P8(Tenor Trombone),P8(Flute 1)&U(Oboe 2)&P3(Bassoon 1)&P3(Bassoon 2)&P3(F Horn 3)&P3(F Horn 4)&U(F Trumpet 1)&P8(F Trumpet 3)&P8(Alto Trombone)&P3(Bass Trombone)&P3(Violoncello)&P3(Contrabass),P3(Flute 1)&P3(Oboe 2)&P3(Bb Clarinet 2)&P8(Bassoon 2)&P8(F Horn 3)&P8(F Horn 4)&P3(F Trumpet 1)&P3(F Trumpet 3)&P3(Alto Trombone)&P8(Bass Trombone)&P8(Violoncello)&P8(Contrabass),P3(Flute 1)&P3(Oboe 2)&P3(Bb Clarinet 2)&P8(Bassoon 1)&U(F Horn 3)&U(F Horn 4)&P3(F Trumpet 1)&P3(F Trumpet 3)&P3(Alto Trombone)&U(Bass Trombone)&P8(Violoncello)&P8(Contrabass),P8(Oboe 1)&P8(Bb Clarinet 1)&P8(F Horn 2)&U(F Trumpet 2)&P8(Tenor Trombone),P8(Oboe 1)&P8(Bb Clarinet 1)&P8(F Horn 1)&P8(F Trumpet 2)&U(Tenor Trombone),P3(Flute 1)&P3(Oboe 2)&P3(Bb Clarinet 2)&P8(Bassoon 1)&U(Bassoon 2)&U(F Horn 4)&P3(F Trumpet 1)&P3(F Trumpet 3)&P3(Alto Trombone)&U(Bass Trombone)&P8(Violoncello)&P8(Contrabass),P3(Flute 1)&P3(Oboe 2)&P3(Bb Clarinet 2)&P8(Bassoon 1)&U(Bassoon 2)&U(F Horn 3)&P3(F Trumpet 1)&P3(F Trumpet 3)&P3(Alto Trombone)&U(Bass Trombone)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&U(Oboe 2)&U(Bb Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P3(F Horn 3)&P3(F Horn 4)&P8(F Trumpet 3)&P8(Alto Trombone)&P3(Bass Trombone)&P3(Violoncello)&P3(Contrabass),P8(Oboe 1)&P8(Bb Clarinet 1)&U(F Horn 1)&P8(F Horn 2)&P8(Tenor Trombone),P8(Flute 1)&P8(Oboe 2)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P3(F Horn 3)&P3(F Horn 4)&P8(F Trumpet 1)&U(Alto Trombone)&P3(Bass Trombone)&P3(Violoncello)&P3(Contrabass),P8(Flute 1)&P8(Oboe 2)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P3(F Horn 3)&P3(F Horn 4)&P8(F Trumpet 1)&U(F Trumpet 3)&P3(Bass Trombone)&P3(Violoncello)&P3(Contrabass),P8(Oboe 1)&P8(Bb Clarinet 1)&P8(F Horn 1)&U(F Horn 2)&P8(F Trumpet 2),P3(Flute 1)&P3(Oboe 2)&P3(Bb Clarinet 2)&P8(Bassoon 1)&U(Bassoon 2)&U(F Horn 3)&U(F Horn 4)&P3(F Trumpet 1)&P3(F Trumpet 3)&P3(Alto Trombone)&P8(Violoncello)&P8(Contrabass),,,Main Part,,,P3(Flute 1)&P3(Oboe 2)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 3)&P8(F Horn 4)&P3(F Trumpet 1)&P3(F Trumpet 3)&P3(Alto Trombone)&P8(Bass Trombone)&P8(Contrabass),P3(Flute 1)&P3(Oboe 2)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 3)&P8(F Horn 4)&P3(F Trumpet 1)&P3(F Trumpet 3)&P3(Alto Trombone)&P8(Bass Trombone)&P8(Violoncello)
207.0,215.0,U(Flute 2)&P8(F Trumpet 1),U(Flute 1)&P8(F Trumpet 1),U(Bb Clarinet 1)&P8(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 2),U(Bb Clarinet 2),U(Oboe 1)&P8(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 2),U(Oboe 2),P8(Bassoon 2)&P8(F Horn 3)&P8(F Horn 4)&P8(Bass Trombone),P8(Bassoon 1)&U(F Horn 3)&U(F Horn 4)&U(Bass Trombone),P8(Oboe 1)&P8(Bb Clarinet 1)&P8(F Horn 2)&U(F Trumpet 2),P8(Oboe 1)&P8(Bb Clarinet 1)&P8(F Horn 1)&P8(F Trumpet 2),P8(Bassoon 1)&U(Bassoon 2)&U(F Horn 4)&U(Bass Trombone),P8(Bassoon 1)&U(Bassoon 2)&U(F Horn 3)&U(Bass Trombone),P8(Flute 1)&P8(Flute 2),P8(Oboe 1)&P8(Bb Clarinet 1)&U(F Horn 1)&P8(F Horn 2),U(Alto Trombone),U(F Trumpet 3),,P8(Bassoon 1)&U(Bassoon 2)&U(F Horn 3)&U(F Horn 4),,,Main Part,,,P8(Contrabass),P8(Violoncello)
215.0,219.0,,,,,,,,,,,,,,,,,,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
219.0,223.0,,,,,,,,,,,,,,,,,,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
223.0,231.0,U(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(F Trumpet 3)&P8(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(Timpani),U(Flute 1)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(F Trumpet 3)&P8(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(Timpani),P8(Flute 1)&P8(Flute 2)&U(Oboe 2)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&U(F Trumpet 1)&P8(F Trumpet 2)&P8(F Trumpet 3)&P8(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(Timpani),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&U(F Trumpet 1)&P8(F Trumpet 2)&P8(F Trumpet 3)&P8(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(Timpani),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&U(F Trumpet 1)&P8(F Trumpet 2)&P8(F Trumpet 3)&P8(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(Timpani),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&U(F Trumpet 1)&P8(F Trumpet 2)&P8(F Trumpet 3)&P8(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(Timpani),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(F Trumpet 3)&P8(Alto Trombone)&P8(Tenor Trombone)&U(Bass Trombone)&P8(Timpani),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 1)&P8(F Horn 1)&P8(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(F Trumpet 3)&P8(Alto Trombone)&P8(Tenor Trombone)&U(Bass Trombone)&P8(Timpani),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 1)&U(F Trumpet 2)&U(F Trumpet 3)&U(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(Timpani),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(F Horn 1)&P8(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 1)&U(F Trumpet 2)&U(F Trumpet 3)&U(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(Timpani),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&U(F Horn 4)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(F Trumpet 3)&P8(Alto Trombone)&U(Tenor Trombone)&P8(Bass Trombone)&P8(Timpani),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&U(F Horn 3)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(F Trumpet 3)&P8(Alto Trombone)&U(Tenor Trombone)&P8(Bass Trombone)&P8(Timpani),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 2)&P8(F Trumpet 3)&P8(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(Timpani),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(F Horn 1)&U(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 1)&U(F Trumpet 3)&U(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(Timpani),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(F Horn 1)&U(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 1)&U(F Trumpet 2)&U(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(Timpani),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(F Horn 1)&U(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 1)&U(F Trumpet 2)&U(F Trumpet 3)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(Timpani),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&U(F Horn 3)&U(F Horn 4)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(F Trumpet 3)&P8(Alto Trombone)&P8(Bass Trombone)&P8(Timpani),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 1)&U(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(F Trumpet 3)&P8(Alto Trombone)&P8(Tenor Trombone)&P8(Timpani),,P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(F Trumpet 3)&P8(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone),Main Part,,,P8(Contrabass),P8(Violoncello)
231.0,235.0,Main Part,U(Main)&U(Violin 1),U(Oboe 2)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),U(Oboe 1)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&U(Timpani)&U(Violoncello)&P8(Contrabass),P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 1)&P8(F Horn 1)&P8(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&U(Timpani)&U(Violoncello)&P8(Contrabass),P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(F Horn 1)&P8(F Horn 3)&P8(F Horn 4)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&U(F Horn 4)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&U(F Horn 3)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),P8(F Trumpet 2)&P8(F Trumpet 3)&P8(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone),P8(F Trumpet 1)&U(F Trumpet 3)&U(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone),P8(F Trumpet 1)&U(F Trumpet 2)&U(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone),P8(F Trumpet 1)&U(F Trumpet 2)&U(F Trumpet 3)&P8(Tenor Trombone)&P8(Bass Trombone),P8(F Trumpet 1)&P8(F Trumpet 2)&P8(F Trumpet 3)&P8(Alto Trombone)&P8(Bass Trombone),P8(F Trumpet 1)&P8(F Trumpet 2)&P8(F Trumpet 3)&P8(Alto Trombone)&P8(Tenor Trombone),,P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 1)&U(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&U(Violoncello)&P8(Contrabass),U(Main)&U(Flute 2),,,P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 1)&U(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&U(Timpani)&P8(Contrabass),P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&P8(Timpani)&P8(Violoncello)
235.0,243.0,U(Flute 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Timpani)&P8(Contrabass),U(Flute 1)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Timpani)&P8(Contrabass),U(Oboe 2),U(Oboe 1),Main Part,U(Main),P8(Flute 1)&P8(Flute 2)&U(Bassoon 2)&P8(Timpani)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&U(Bassoon 1)&P8(Timpani)&P8(Contrabass),U(F Horn 2)&P8(F Horn 3)&P8(F Horn 4),U(F Horn 1)&P8(F Horn 3)&P8(F Horn 4),P8(F Horn 1)&P8(F Horn 2)&U(F Horn 4),P8(F Horn 1)&P8(F Horn 2)&U(F Horn 3),P8(F Trumpet 2)&P8(F Trumpet 3)&P8(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone),P8(F Trumpet 1)&U(F Trumpet 3)&U(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone),P8(F Trumpet 1)&U(F Trumpet 2)&U(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone),P8(F Trumpet 1)&U(F Trumpet 2)&U(F Trumpet 3)&P8(Tenor Trombone)&P8(Bass Trombone),P8(F Trumpet 1)&P8(F Trumpet 2)&P8(F Trumpet 3)&P8(Alto Trombone)&P8(Bass Trombone),P8(F Trumpet 1)&P8(F Trumpet 2)&P8(F Trumpet 3)&P8(Alto Trombone)&P8(Tenor Trombone),,P8(Flute 1)&P8(Flute 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Contrabass),,,,,P8(Flute 1)&P8(Flute 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Timpani)
243.0,251.0,U(Flute 2)&U(Oboe 1)&U(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),U(Flute 1)&U(Oboe 1)&U(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),U(Flute 1)&U(Flute 2)&U(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),U(Flute 1)&U(Flute 2)&U(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&U(Bb Clarinet 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&U(Bb Clarinet 1),Main Part,U(Main)&U(Violoncello)&P8(Contrabass),U(F Horn 2)&P8(F Horn 3)&P8(F Horn 4),U(F Horn 1)&P8(F Horn 3)&P8(F Horn 4),P8(F Horn 1)&P8(F Horn 2)&U(F Horn 4),P8(F Horn 1)&P8(F Horn 2)&U(F Horn 3),U(F Trumpet 2)&U(F Trumpet 3)&P8(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone),U(F Trumpet 1)&U(F Trumpet 3)&P8(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone),U(F Trumpet 1)&U(F Trumpet 2)&P8(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone),P8(F Trumpet 1)&P8(F Trumpet 2)&P8(F Trumpet 3)&P8(Tenor Trombone)&P8(Bass Trombone),P8(F Trumpet 1)&P8(F Trumpet 2)&P8(F Trumpet 3)&P8(Alto Trombone)&P8(Bass Trombone),P8(F Trumpet 1)&P8(F Trumpet 2)&P8(F Trumpet 3)&P8(Alto Trombone)&P8(Tenor Trombone),,,,P8(Viola),P8(Violin 2),U(Main)&U(Bassoon 2)&P8(Contrabass),P8(Main)&P8(Bassoon 2)&P8(Violoncello)
