score_qstamp,qstamp,measure,beat,723383_tstamp,729191_tstamp,723375_tstamp,730990_tstamp,736448_tstamp,723387_tstamp,723405_tstamp,723416_tstamp,723412_tstamp,723396_tstamp,728538_tstamp,736453_tstamp,723379_tstamp,711683_tstamp
32.25,34.25,17,1.25,13.7108,9.4007,10.3508,123.4108,11.9108,9.0908,11.1308,10.8108,11.2108,16.1108,12.0108,9.7708,14.1108,11.6508
32.5,34.5,17,1.5,13.7819,9.4072,10.455,123.515,12.015,9.195,11.235,10.935,11.315,16.215,12.135,9.875,14.215,11.755
32.75,34.75,17,1.75,13.7877,9.4137,10.5592,123.6192,12.1192,9.2992,11.3392,11.0392,11.4392,16.3192,12.2392,9.9792,14.3192,11.8592
33.0,35.0,17,2.0,13.7935,9.4233,10.6633,123.7233,12.2233,9.4633,11.4433,11.1633,11.5433,16.4033,12.3433,10.0833,14.4233,11.9666
33.25,35.25,17,2.25,13.7993,9.5275,10.7675,123.8275,12.3275,9.5675,11.5475,11.2675,11.6475,16.5075,12.4475,10.1875,14.5275,12.1075
33.5,35.5,17,2.5,13.832,9.6317,10.8717,123.9317,12.4317,9.6717,11.6517,11.3717,11.7517,16.5959,12.5517,10.3117,14.6317,12.2117
33.75,35.75,17,2.75,13.8779,9.7358,10.9758,124.0358,12.5358,9.7958,11.7558,11.4758,11.8558,16.6958,12.6558,10.4158,14.7358,12.3158
34.0,36.0,18,1.0,13.98,9.84,11.08,124.14,12.64,9.92,11.86,11.58,11.96,16.8,12.76,10.52,14.84,12.42
34.5,36.5,18,1.5,14.0699,10.0214,11.3083,124.3483,12.8403,10.1483,12.0683,11.7883,12.1883,17.0083,12.9683,10.8083,15.0121,12.6283
34.75,36.75,18,1.75,14.0779,10.0266,11.4125,124.5325,12.8434,10.2925,12.1725,11.8925,12.2925,17.0925,13.0725,10.9525,15.0925,12.7325
35.0,37.0,18,2.0,14.1567,10.0318,11.5167,124.6868,12.8466,10.3967,12.2767,11.9367,12.3967,17.1967,13.1767,11.0567,15.1967,12.8367
35.25,37.25,18,2.25,14.2302,10.037,11.6208,124.7552,12.8497,10.5208,12.3808,12.0408,12.5008,17.3008,13.3008,11.1608,15.3008,12.9808
35.5,37.5,18,2.5,14.305,10.085,11.725,124.845,12.8529,10.625,12.485,12.145,12.605,17.405,13.405,11.265,15.405,13.085
35.75,37.75,18,2.75,14.4092,10.1846,11.8146,124.9492,12.856,10.7292,12.5892,12.2492,12.7092,17.4764,13.5092,11.3692,15.5031,13.1892
36.0,38.0,19,1.0,14.4387,10.2733,11.8778,125.0466,12.8592,10.8333,12.6733,12.3533,12.8133,17.5733,13.6133,11.4733,15.5733,13.2933
36.5,38.5,19,1.5,14.4683,10.4817,11.909,125.2417,12.874,11.1217,12.8817,12.5617,13.0217,17.7539,13.8417,11.7217,15.7817,13.5017
36.75,38.75,19,1.75,14.4745,10.5282,11.9148,125.3458,12.9058,11.2858,13.0058,12.6658,13.1258,17.8458,13.9458,11.8258,15.8858,13.6058
37.0,39.0,19,2.0,14.49,10.55,11.93,125.45,13.0033,11.39,13.11,12.77,13.23,17.95,14.05,11.93,15.99,13.71
37.25,39.25,19,2.25,14.5581,10.6221,11.9668,125.5742,13.023,11.4942,13.2142,12.8742,13.3342,18.0371,14.1542,12.0342,16.0942,13.8142
37.5,39.5,19,2.5,14.5892,10.6286,11.9798,125.6783,13.0288,11.5983,13.3183,12.9783,13.4183,18.1383,14.2583,12.1383,16.1983,13.9183
37.75,39.75,19,2.75,14.6825,10.6352,11.9928,125.7825,13.0346,11.7425,13.4225,13.0825,13.5225,18.2425,14.3625,12.2825,16.3025,14.0225
38.0,40.0,20,1.0,14.7867,10.6667,12.0534,125.8867,13.0433,11.8467,13.5267,13.1867,13.6267,18.3467,14.4667,12.3867,16.4067,14.1267
38.25,40.25,20,1.25,14.8908,10.7412,12.1708,125.9908,13.0806,11.9508,13.6205,13.2908,13.7308,18.4508,14.5708,12.4908,16.5108,14.2308
38.5,40.5,20,1.5,14.995,10.7452,12.355,126.095,13.0819,12.055,13.6258,13.395,13.7831,18.555,14.6402,12.595,16.615,14.335
38.75,40.75,20,1.75,15.0992,10.7492,12.4592,126.1992,13.0832,12.1592,13.631,13.4601,13.7888,18.6592,14.6408,12.6802,16.7048,14.3997
39.0,41.0,20,2.0,15.2006,10.7532,12.5633,126.3033,13.0845,12.2516,13.6362,13.4602,13.7946,18.7633,14.6415,12.681,16.7633,14.4527
39.25,41.25,20,2.25,15.2179,10.7572,12.6675,126.4075,13.0858,12.3202,13.6675,13.4604,13.8075,18.8675,14.6421,12.6819,16.8675,14.5275
39.5,41.5,20,2.5,15.2717,10.7605,12.7717,127.7987,13.0871,12.3209,13.7717,13.4605,13.9117,18.9717,14.6427,12.6828,16.9717,14.6317
39.75,41.75,20,2.75,15.3126,10.7623,12.8758,129.3022,13.0883,12.3217,13.819,13.4607,13.9206,19.0758,14.6433,12.6836,17.0003,14.6496
40.0,42.0,21,1.0,15.3605,10.764,12.98,129.44,13.0896,12.3224,13.8405,13.4609,13.9213,19.18,14.644,12.6845,17.0021,14.66
40.25,42.25,21,1.25,15.3634,10.7657,13.0842,129.5442,13.0909,12.3232,13.8429,13.461,13.9219,19.2721,14.6446,12.6854,17.0039,14.7042
40.5,42.5,21,1.5,15.3662,10.7675,13.1883,129.9637,13.0922,12.3239,13.8453,13.4612,13.9226,19.3683,14.6452,12.6862,17.0058,14.8001
40.75,42.75,21,1.75,15.369,10.7692,13.2925,130.5125,13.0935,12.3247,13.8477,13.4613,13.9233,19.4525,14.6458,12.6871,17.0076,14.8009
41.0,43.0,21,2.0,15.3718,10.7709,13.4167,130.6167,13.0948,12.3254,13.8502,13.4615,13.9239,19.5567,14.6464,12.688,17.0094,14.8017
41.25,43.25,21,2.25,15.3746,10.7727,13.5208,130.7808,13.0961,12.3262,13.8526,13.4617,13.9246,19.6608,14.6471,12.6888,17.0112,14.8026
41.5,43.5,21,2.5,15.3774,10.7744,13.625,134.685,13.0973,12.3269,13.855,13.4618,13.9253,19.765,14.6477,12.6897,17.0131,14.8034
41.75,43.75,21,2.75,15.3892,10.7762,13.7292,134.7892,13.0986,12.3277,13.8574,13.462,13.9259,19.8364,14.6483,12.6906,17.0149,14.8043
42.0,44.0,22,1.0,15.4933,10.7779,13.7844,135.3397,13.0999,12.3284,13.8598,13.4622,13.9266,19.9333,14.6489,12.6914,17.0167,14.8051
42.25,44.25,22,1.25,15.5975,10.7796,13.8575,135.4975,13.1803,12.3292,13.8955,13.4623,13.9272,20.0375,14.6496,12.6923,17.0186,14.8059
42.5,44.5,22,1.5,15.7017,10.8617,13.9617,135.6017,13.1821,12.3299,13.9054,13.4625,13.9279,20.1417,14.6502,12.6932,17.0417,14.8068
42.75,44.75,22,1.75,15.7286,10.9612,14.0658,135.7632,13.1839,12.3307,13.9124,13.4626,13.9286,20.2458,14.6508,12.694,17.121,14.8076
43.0,45.0,22,2.0,15.739,10.99,14.17,137.21,13.1857,12.3314,13.9193,13.4628,13.9292,20.35,14.6514,12.6949,17.125,14.8085
43.25,45.25,22,2.25,15.8271,11.0157,14.2742,137.4942,13.1875,12.3322,13.9305,13.463,13.9299,20.4371,14.6521,12.6958,17.129,14.8093
43.5,45.5,22,2.5,15.841,11.0983,14.3783,137.5983,13.1893,12.3329,13.9583,13.4631,13.9306,20.5383,14.6527,12.6967,17.133,14.8101
43.75,45.75,22,2.75,15.8424,11.1613,14.4825,137.7025,13.1911,12.3337,14.0456,13.4633,13.9312,20.6425,14.6533,12.6975,17.137,14.811
44.0,46.0,23,1.0,15.8438,11.1644,14.5867,137.8067,13.1929,12.3344,14.1067,13.4634,13.9319,20.7467,14.6539,12.6984,17.1667,14.8118
44.25,46.25,23,1.25,15.8451,11.1676,14.6908,137.9108,13.1947,12.3352,14.1437,13.4636,13.9326,20.8508,14.6546,12.6993,17.2708,14.8127
44.5,46.5,23,1.5,15.8465,11.1708,14.795,138.12,13.1965,12.3359,14.1492,13.4638,13.9332,20.955,14.6552,12.7004,17.3601,14.8135
44.75,46.75,23,1.75,15.8479,11.1739,14.8992,138.2592,13.1983,12.3367,14.1547,13.4639,13.9339,21.0592,14.6558,12.7029,17.3609,14.8143
45.0,47.0,23,2.0,15.8493,11.1771,15.0033,138.3633,13.2001,12.3374,14.1633,13.4641,13.9345,21.1633,14.6564,12.7054,17.3616,14.8152
45.25,47.25,23,2.25,15.8506,11.1875,15.0675,138.4675,13.2026,12.3382,14.2025,13.4642,13.9352,21.2675,14.6571,12.708,17.3624,14.816
45.5,47.5,23,2.5,15.852,11.2917,15.1717,138.6536,13.205,12.3389,14.2064,13.4644,13.9359,21.3717,14.6577,12.7105,17.3632,14.8169
45.75,47.75,23,2.75,15.8534,11.3958,15.2758,138.8158,13.2075,12.3397,14.2102,13.4646,13.9365,21.3992,14.6583,12.7131,17.3639,14.8177
46.0,48.0,24,1.0,15.8547,11.5,15.38,138.92,13.21,12.4,14.2141,13.4647,13.9372,21.5,14.6589,12.7156,17.3647,14.8185
46.25,48.25,24,1.25,15.8561,11.6042,15.4842,139.0242,13.2125,12.5042,14.2179,13.4649,13.9379,21.6042,14.6595,12.7182,17.3654,14.8194
46.5,48.5,24,1.5,15.8575,11.7083,15.5883,139.1283,13.215,12.6083,14.2426,13.465,13.9385,21.7083,14.6601,12.7206,17.3662,14.8226
46.75,48.75,24,1.75,15.8588,11.7545,15.6925,139.2325,13.2174,12.7125,14.252,13.4652,13.9392,21.8125,14.6603,12.7227,17.367,14.832
47.0,49.0,24,2.0,15.8603,11.8367,15.7967,139.3367,13.2199,12.7269,14.2608,13.4654,13.9399,21.9167,14.6605,12.7248,17.3677,14.8401
47.25,49.25,24,2.25,15.8619,11.9008,15.9008,139.4408,13.2608,12.7343,14.266,13.4655,13.9406,22.0208,14.6607,12.727,17.3685,14.8404
47.5,49.5,24,2.5,15.8635,12.005,15.945,139.545,13.365,12.765,14.2712,13.4657,13.9413,22.125,14.6609,12.7291,17.3692,14.8408
47.75,49.75,24,2.75,15.8651,12.1092,15.953,139.6492,13.4692,12.8692,14.2765,13.4658,13.942,22.2292,14.6611,12.7312,17.37,14.8412
48.0,50.0,25,1.0,15.8668,12.2066,15.961,140.1124,13.5733,12.9733,14.3133,13.466,13.9427,22.3333,14.6613,12.7333,17.3708,14.8416
48.25,50.25,25,1.25,15.8684,12.2252,15.9684,140.3975,13.6525,13.0775,14.4175,13.4662,13.9434,22.4375,14.6615,12.7355,17.3715,14.842
48.5,50.5,25,1.5,15.87,12.2321,15.9758,140.5017,13.6658,13.1817,14.5217,13.4663,13.9441,22.5417,14.6618,12.7376,17.3723,14.8424
48.75,50.75,25,1.75,15.8717,12.2391,16.0129,140.6058,13.6733,13.2858,14.6258,13.4665,13.9449,22.6114,14.662,12.7397,17.373,14.8428
49.0,51.0,25,2.0,15.8733,12.2805,16.09,140.71,13.6801,13.39,14.74,13.4667,13.9456,22.69,14.6622,12.7404,17.3738,14.8431
49.25,51.25,25,2.25,15.8749,12.2857,16.1942,140.8542,13.6811,13.4942,14.8542,13.4668,13.9463,22.7942,14.6624,12.7409,17.3746,14.8435
49.5,51.5,25,2.5,15.8765,12.2909,16.2983,141.7183,13.6821,13.5983,14.9783,13.467,13.947,22.8983,14.6626,12.7413,17.3753,14.8439
49.75,51.75,25,2.75,15.8782,12.2961,16.3028,141.8225,13.6831,13.7025,15.0825,13.4671,13.9477,23.0025,14.6628,12.7418,17.3761,14.8443
50.0,52.0,26,1.0,15.8798,12.3134,16.3056,141.9267,13.6841,13.8067,15.1867,13.4673,13.9485,23.1067,14.663,12.7423,17.3768,14.8447
