qstamp_start,qstamp_end,Flute,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Bb (basso) Horn 1,Bb (basso) Horn 2,Bb Trumpet 1,Bb Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
787.0,788.0,P3(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P2(Bb (basso) Horn 1)&P2(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P2(Bb Trumpet 2)&P2(Timpani),P3(Flute)&P6(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P4(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani),P4(Flute)&P6(Oboe 1)&P4(Bb Clarinet 1)&P6(Bb Clarinet 2)&P4(Bassoon 1)&P6(Bassoon 2)&P3(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P6(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani),P8(Flute)&P3(Oboe 1)&P4(Oboe 2)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P2(Bb (basso) Horn 1)&P2(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P2(Bb Trumpet 2)&P2(Timpani),P3(Flute)&P8(Oboe 1)&P6(Oboe 2)&P3(Bb Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2)&P4(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&U(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani),P8(Flute)&P3(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 2)&P2(Bb (basso) Horn 1)&P2(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P2(Bb Trumpet 2)&P2(Timpani),P3(Flute)&P8(Oboe 1)&P6(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P4(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani),P2(Flute)&P4(Oboe 1)&P3(Oboe 2)&P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P2(Bassoon 1)&P4(Bassoon 2)&P8(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani),P2(Flute)&P4(Oboe 1)&P3(Oboe 2)&P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P2(Bassoon 1)&P4(Bassoon 2)&P8(Bb (basso) Horn 1)&P4(Bb Trumpet 1)&P8(Bb Trumpet 2)&U(Timpani),P3(Flute)&P8(Oboe 1)&P6(Oboe 2)&P3(Bb Clarinet 1)&U(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P4(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P4(Bb Trumpet 2)&P4(Timpani),P2(Flute)&P4(Oboe 1)&P3(Oboe 2)&P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P2(Bassoon 1)&P4(Bassoon 2)&P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P8(Timpani),P2(Flute)&P4(Oboe 1)&P3(Oboe 2)&P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P2(Bassoon 1)&P4(Bassoon 2)&P8(Bb (basso) Horn 1)&U(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P8(Bb Trumpet 2),P3(Viola)&P8(Violoncello),Main Part,P3(Violin 1)&P3(Violoncello),P8(Violin 1)&P3(Viola),
788.0,789.0,P3(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P2(Bb (basso) Horn 1)&P2(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P2(Bb Trumpet 2)&P2(Timpani),P3(Flute)&P6(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P4(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani),P4(Flute)&P6(Oboe 1)&P4(Bb Clarinet 1)&P6(Bb Clarinet 2)&P4(Bassoon 1)&P6(Bassoon 2)&P3(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P6(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani),P8(Flute)&P3(Oboe 1)&P4(Oboe 2)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P2(Bb (basso) Horn 1)&P2(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P2(Bb Trumpet 2)&P2(Timpani),P3(Flute)&P8(Oboe 1)&P6(Oboe 2)&P3(Bb Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2)&P4(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&U(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani),P8(Flute)&P3(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 2)&P2(Bb (basso) Horn 1)&P2(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P2(Bb Trumpet 2)&P2(Timpani),P3(Flute)&P8(Oboe 1)&P6(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P4(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani),P2(Flute)&P4(Oboe 1)&P3(Oboe 2)&P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P2(Bassoon 1)&P4(Bassoon 2)&P8(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani),P2(Flute)&P4(Oboe 1)&P3(Oboe 2)&P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P2(Bassoon 1)&P4(Bassoon 2)&P8(Bb (basso) Horn 1)&P4(Bb Trumpet 1)&P8(Bb Trumpet 2)&U(Timpani),P3(Flute)&P8(Oboe 1)&P6(Oboe 2)&P3(Bb Clarinet 1)&U(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P4(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P4(Bb Trumpet 2)&P4(Timpani),P2(Flute)&P4(Oboe 1)&P3(Oboe 2)&P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P2(Bassoon 1)&P4(Bassoon 2)&P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P8(Timpani),P2(Flute)&P4(Oboe 1)&P3(Oboe 2)&P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P2(Bassoon 1)&P4(Bassoon 2)&P8(Bb (basso) Horn 1)&U(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P8(Bb Trumpet 2),Main Part,,P3(Violoncello),P3(Viola),
789.0,790.0,P3(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P2(Bb (basso) Horn 1)&P2(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P2(Bb Trumpet 2)&P2(Timpani),P3(Flute)&P6(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P4(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani),P4(Flute)&P6(Oboe 1)&P4(Bb Clarinet 1)&P6(Bb Clarinet 2)&P4(Bassoon 1)&P6(Bassoon 2)&P3(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P6(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani),P8(Flute)&P3(Oboe 1)&P4(Oboe 2)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P2(Bb (basso) Horn 1)&P2(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P2(Bb Trumpet 2)&P2(Timpani),P3(Flute)&P8(Oboe 1)&P6(Oboe 2)&P3(Bb Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2)&P4(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&U(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani),P8(Flute)&P3(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 2)&P2(Bb (basso) Horn 1)&P2(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P2(Bb Trumpet 2)&P2(Timpani),P3(Flute)&P8(Oboe 1)&P6(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P4(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani),P2(Flute)&P4(Oboe 1)&P3(Oboe 2)&P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P2(Bassoon 1)&P4(Bassoon 2)&P8(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani),P2(Flute)&P4(Oboe 1)&P3(Oboe 2)&P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P2(Bassoon 1)&P4(Bassoon 2)&P8(Bb (basso) Horn 1)&P4(Bb Trumpet 1)&P8(Bb Trumpet 2)&U(Timpani),P3(Flute)&P8(Oboe 1)&P6(Oboe 2)&P3(Bb Clarinet 1)&U(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P4(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P4(Bb Trumpet 2)&P4(Timpani),P2(Flute)&P4(Oboe 1)&P3(Oboe 2)&P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P2(Bassoon 1)&P4(Bassoon 2)&P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P8(Timpani),P2(Flute)&P4(Oboe 1)&P3(Oboe 2)&P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P2(Bassoon 1)&P4(Bassoon 2)&P8(Bb (basso) Horn 1)&U(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P8(Bb Trumpet 2),P3(Viola)&P8(Violoncello),Main Part,P3(Violin 1)&P3(Violoncello),P8(Violin 1)&P3(Viola),
790.0,791.0,P3(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P2(Bb (basso) Horn 1)&P2(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P2(Bb Trumpet 2)&P2(Timpani),P3(Flute)&P6(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P4(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani),P4(Flute)&P6(Oboe 1)&P4(Bb Clarinet 1)&P6(Bb Clarinet 2)&P4(Bassoon 1)&P6(Bassoon 2)&P3(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P6(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani),P8(Flute)&P3(Oboe 1)&P4(Oboe 2)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P2(Bb (basso) Horn 1)&P2(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P2(Bb Trumpet 2)&P2(Timpani),P3(Flute)&P8(Oboe 1)&P6(Oboe 2)&P3(Bb Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2)&P4(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&U(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani),P8(Flute)&P3(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 2)&P2(Bb (basso) Horn 1)&P2(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P2(Bb Trumpet 2)&P2(Timpani),P3(Flute)&P8(Oboe 1)&P6(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P4(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani),P2(Flute)&P4(Oboe 1)&P3(Oboe 2)&P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P2(Bassoon 1)&P4(Bassoon 2)&P8(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani),P2(Flute)&P4(Oboe 1)&P3(Oboe 2)&P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P2(Bassoon 1)&P4(Bassoon 2)&P8(Bb (basso) Horn 1)&P4(Bb Trumpet 1)&P8(Bb Trumpet 2)&U(Timpani),P3(Flute)&P8(Oboe 1)&P6(Oboe 2)&P3(Bb Clarinet 1)&U(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P4(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P4(Bb Trumpet 2)&P4(Timpani),P2(Flute)&P4(Oboe 1)&P3(Oboe 2)&P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P2(Bassoon 1)&P4(Bassoon 2)&P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P8(Timpani),P2(Flute)&P4(Oboe 1)&P3(Oboe 2)&P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P2(Bassoon 1)&P4(Bassoon 2)&P8(Bb (basso) Horn 1)&U(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P8(Bb Trumpet 2),Main Part,,P3(Violoncello),P3(Viola),
791.0,792.0,P3(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P2(Bb (basso) Horn 1)&P2(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P2(Bb Trumpet 2)&P2(Timpani),P3(Flute)&P6(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P4(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani),P4(Flute)&P6(Oboe 1)&P4(Bb Clarinet 1)&P6(Bb Clarinet 2)&P4(Bassoon 1)&P6(Bassoon 2)&P3(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P6(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani),P8(Flute)&P3(Oboe 1)&P4(Oboe 2)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P2(Bb (basso) Horn 1)&P2(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P2(Bb Trumpet 2)&P2(Timpani),P3(Flute)&P8(Oboe 1)&P6(Oboe 2)&P3(Bb Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2)&P4(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&U(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani),P8(Flute)&P3(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 2)&P2(Bb (basso) Horn 1)&P2(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P2(Bb Trumpet 2)&P2(Timpani),P3(Flute)&P8(Oboe 1)&P6(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P4(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani),P2(Flute)&P4(Oboe 1)&P3(Oboe 2)&P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P2(Bassoon 1)&P4(Bassoon 2)&P8(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani),P2(Flute)&P4(Oboe 1)&P3(Oboe 2)&P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P2(Bassoon 1)&P4(Bassoon 2)&P8(Bb (basso) Horn 1)&P4(Bb Trumpet 1)&P8(Bb Trumpet 2)&U(Timpani),P3(Flute)&P8(Oboe 1)&P6(Oboe 2)&P3(Bb Clarinet 1)&U(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P4(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P4(Bb Trumpet 2)&P4(Timpani),P2(Flute)&P4(Oboe 1)&P3(Oboe 2)&P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P2(Bassoon 1)&P4(Bassoon 2)&P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P8(Timpani),P2(Flute)&P4(Oboe 1)&P3(Oboe 2)&P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P2(Bassoon 1)&P4(Bassoon 2)&P8(Bb (basso) Horn 1)&U(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P8(Bb Trumpet 2),,Main Part,,,
792.0,793.0,,,,,,,,,,,,,Main Part,,,,
793.0,794.0,,,,,,,,,,,,,,Main Part,,,
794.0,795.0,,,,,,,,,,,,,Main Part,,,,
795.0,796.0,,,,,,,,,,,,,,Main Part,,,
796.0,797.0,,,,,,,,,,,,,Main Part,,,,
797.0,798.0,,,,,,,,,,,,,,Main Part,,,
798.0,799.0,,,,,,,,,,,,,Main Part,,,,
799.0,805.0,P8(Oboe 2),P8(Bb (basso) Horn 1),P8(Flute),Main Part,U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani),P8(Bassoon 2),P8(Bassoon 1),P8(Oboe 1),,U(Bb Clarinet 2)&P8(Bb Trumpet 2)&P8(Timpani),P8(Bb Clarinet 2)&P8(Bb Trumpet 1)&P8(Timpani),P8(Bb Clarinet 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),,,,,
805.0,808.0,,P6(Oboe 2),P6(Oboe 1),,U(Bb Trumpet 1)&P8(Bb Trumpet 2),Main Part,P8(Bb (basso) Horn 2)&U(Timpani),,P8(Bassoon 2)&P8(Timpani),U(Bb Clarinet 2)&P8(Bb Trumpet 2),P8(Bb Clarinet 2)&P8(Bb Trumpet 1),U(Bassoon 2)&P8(Bb (basso) Horn 2),,P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Violin 2)&U(Violoncello)&P8(Contrabass),P8(Violin 2)&U(Viola)&P8(Contrabass),P8(Violin 2)&P8(Viola)&P8(Violoncello)
808.0,828.0,Main Part,,,,,P8(Bassoon 2),P8(Bassoon 1),,,P8(Bb Trumpet 2),P8(Bb Trumpet 1),,U(Main),P8(Viola),P8(Violin 2),,
828.0,844.0,Main Part,P8(Bb Clarinet 1),P8(Bb Clarinet 2)&P2(Timpani),P8(Oboe 1),P8(Oboe 2)&P2(Timpani),P8(Bassoon 2),P8(Bassoon 1),,P8(Bb Trumpet 1)&U(Bb Trumpet 2),P8(Bb (basso) Horn 2)&P8(Bb Trumpet 2),U(Bb (basso) Horn 2)&P8(Bb Trumpet 1),P2(Oboe 2)&P2(Bb Clarinet 2),,P3(Main),,P8(Contrabass),P8(Violoncello)
844.0,852.0,P8(Bb Clarinet 1)&P8(Bassoon 1),,,P8(Flute)&P8(Bassoon 1),,P8(Flute)&P8(Bb Clarinet 1),,,,,,,Main Part,,P8(Main),P8(Contrabass),P8(Violoncello)
852.0,859.5,,,,Main Part,P8(Bassoon 2),P8(Main),P8(Bb Clarinet 2),P8(Bb (basso) Horn 2),P8(Bb (basso) Horn 1),,,,P8(Viola),,P8(Violin 1),P8(Contrabass),P8(Violoncello)
859.5,867.5,,P6(Oboe 2),P6(Oboe 1),Main Part,,,,P8(Bb (basso) Horn 2)&P8(Violin 1)&U(Viola),P8(Bb (basso) Horn 1)&P8(Violin 1)&P8(Viola),,,,P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Viola),,U(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Violin 1),P8(Contrabass),P8(Violoncello)
867.5,882.0,Main Part,P8(Bb Clarinet 1),P8(Bb Clarinet 2),P8(Oboe 1),P8(Oboe 2),P3(Bassoon 2),P3(Bassoon 1),P8(Bb (basso) Horn 2),P8(Bb (basso) Horn 1),P8(Bb Trumpet 2)&P8(Timpani),P8(Bb Trumpet 1)&P8(Timpani),P8(Bb Trumpet 1)&P8(Bb Trumpet 2),,,,P8(Contrabass),P8(Violoncello)
882.0,891.0,Main Part,P8(Main)&P8(Bb Clarinet 1)&P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani),P8(Bb Clarinet 2)&P8(Bassoon 1),P8(Main)&P8(Oboe 1)&P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani),P8(Oboe 2)&P8(Bassoon 1),P8(Oboe 2)&P8(Bb Clarinet 2),P8(Violin 1)&P8(Violin 2)&P8(Viola)&U(Violoncello)&P8(Contrabass),P8(Main)&P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani),P8(Main)&P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb (basso) Horn 1)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani),P8(Main)&P8(Oboe 1)&U(Bb Clarinet 1)&P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 2)&P8(Timpani),P8(Main)&P8(Oboe 1)&P8(Bb Clarinet 1)&U(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Timpani),P8(Main)&P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),P8(Bassoon 2)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 2)&P8(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),U(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
