qstamp,tstamp,measure,beat,Flute,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Eb Horn 1,Eb Horn 2,Eb Trumpet 1,Eb Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
78.5,56.0714,27,1.5,r,r,r,C5,r,r,r,r,r,r,r,r,F#4,C5,F#4,A3,B-1
78.6667,56.1905,27,1.6667,r,r,r,C5,r,r,r,r,r,r,r,r,A4,C5,F#4,A3,B-1
78.75,56.25,27,1.75,r,r,r,D5,r,r,r,r,r,r,r,r,A4,C5,F#4,A3,B-1
78.8333,56.3095,27,1.8333,r,r,r,D5,r,r,r,r,r,r,r,r,A4,C5,F#4,A3,B-1
79.0,56.4286,27,2.0,r,r,r,E-5,r,r,r,r,r,r,r,r,E-5,C5,F#4,A3,B-1
80.0,57.1429,27,3.0,r,r,r,E-5,r,r,r,r,r,r,r,r,E-5,C5,F#4,A3,B-1
80.5,57.5,27,3.5,r,r,r,F5,r,r,r,r,r,r,r,r,E-5,C5,F#4,A3,B-1
80.75,57.6786,27,3.75,r,r,r,F#5,r,r,r,r,r,r,r,r,E-5,C5,F#4,A3,B-1
81.0,57.8571,28,1.0,r,r,r,F5,r,r,r,r,r,r,r,r,D5,B-4,F4,B-3,B-1
81.1667,57.9762,28,1.1667,r,r,r,F5,r,r,r,r,r,r,r,r,E5,B-4,F4,B-3,B-1
81.3333,58.0952,28,1.3333,r,r,r,F5,r,r,r,r,r,r,r,r,E5,B-4,F4,B-3,B-1
81.5,58.2143,28,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,r,r,r
81.6667,58.3334,28,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,F5,D5,r,r,r
81.8333,58.4524,28,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,F5,D5,r,r,r
82.0,58.5714,28,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,r,r,r
82.1667,58.6905,28,2.1667,r,r,r,r,r,r,r,r,r,r,r,r,G#5,B4,r,r,r
82.3333,58.8095,28,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,G#5,B4,r,r,r
82.5,58.9286,28,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,r,r,r
82.6667,59.0476,28,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,G5,D5,r,r,r
82.8333,59.1666,28,2.8333,r,r,r,r,r,r,r,r,r,r,r,r,G5,D5,r,r,r
83.0,59.2857,28,3.0,r,r,r,G5,r,r,r,r,r,r,r,r,r,G4,r,r,r
83.1667,59.4048,28,3.1667,r,r,r,G5,r,r,r,r,r,r,r,r,F5,G4,r,r,r
83.3333,59.5238,28,3.3333,r,r,r,G5,r,r,r,r,r,r,r,r,F5,G4,r,r,r
83.5,59.6429,28,3.5,r,r,r,G5,r,r,r,r,r,r,r,r,r,B4,r,r,r
83.6667,59.7619,28,3.6667,r,r,r,G5,r,r,r,r,r,r,r,r,E-5,B4,r,r,r
83.75,59.8214,28,3.75,r,r,r,D5,r,r,r,r,r,r,r,r,E-5,B4,r,r,r
83.8333,59.8809,28,3.8333,r,r,r,D5,r,r,r,r,r,r,r,r,E-5,B4,r,r,r
84.0,60.0,29,1.0,r,r,r,E-5,r,r,r,r,r,r,r,r,r,C5,r,r,r
84.1667,60.1191,29,1.1667,r,r,r,E-5,r,r,r,r,r,r,r,r,D5,C5,r,r,r
84.3333,60.2381,29,1.3333,r,r,r,E-5,r,r,r,r,r,r,r,r,D5,C5,r,r,r
84.5,60.3571,29,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,r
84.6667,60.4762,29,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,E-5,B-4,r,r,r
84.8333,60.5952,29,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,E-5,B-4,r,r,r
85.0,60.7143,29,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,r,r
85.1667,60.8334,29,2.1667,r,r,r,r,r,r,r,r,r,r,r,r,G5,A4,r,r,r
85.3333,60.9524,29,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,G5,A4,r,r,r
85.5,61.0714,29,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,r,r,r
85.6667,61.1905,29,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,F5,C5,r,r,r
85.8333,61.3095,29,2.8333,r,r,r,r,r,r,r,r,r,r,r,r,F5,C5,r,r,r
86.0,61.4286,29,3.0,r,r,r,F5,r,r,r,r,r,r,r,r,r,F4,r,r,r
86.1667,61.5476,29,3.1667,r,r,r,F5,r,r,r,r,r,r,r,r,E-5,F4,r,r,r
86.3333,61.6666,29,3.3333,r,r,r,F5,r,r,r,r,r,r,r,r,E-5,F4,r,r,r
86.5,61.7857,29,3.5,r,r,r,F5,r,r,r,r,r,r,r,r,r,G#4,r,r,r
86.6667,61.9048,29,3.6667,r,r,r,F5,r,r,r,r,r,r,r,r,D5,G#4,r,r,r
86.75,61.9643,29,3.75,r,r,r,C5,r,r,r,r,r,r,r,r,D5,G#4,r,r,r
86.8333,62.0238,29,3.8333,r,r,r,C5,r,r,r,r,r,r,r,r,D5,G#4,r,r,r
87.0,62.1429,30,1.0,r,r,r,D5,r,r,r,r,r,r,r,r,r,B-4,r,r,r
87.1667,62.2619,30,1.1667,r,r,r,D5,r,r,r,r,r,r,r,r,C#5,B-4,r,r,r
87.3333,62.3809,30,1.3333,r,r,r,D5,r,r,r,r,r,r,r,r,C#5,B-4,r,r,r
87.5,62.5,30,1.5,r,r,r,D5,r,F4,D4,r,r,r,r,r,r,F5,D5,r,r
87.6667,62.6191,30,1.6667,r,r,r,D5,r,F4,D4,r,r,r,r,r,B-3,F5,D5,r,r
87.8333,62.7381,30,1.8333,r,r,r,D5,r,F4,D4,r,r,r,r,r,B-3,F5,D5,r,r
88.0,62.8571,30,2.0,r,r,r,D5,r,D4,B-3,r,r,r,r,r,r,D5,B-4,r,r
88.1667,62.9762,30,2.1667,r,r,r,D5,r,D4,B-3,r,r,r,r,r,D4,D5,B-4,r,r
88.3333,63.0952,30,2.3333,r,r,r,D5,r,D4,B-3,r,r,r,r,r,D4,D5,B-4,r,r
88.5,63.2143,30,2.5,r,r,r,D5,r,B-3,F3,r,r,r,r,r,r,B-4,F4,r,r
88.6667,63.3334,30,2.6667,r,r,r,D5,r,B-3,F3,r,r,r,r,r,F4,B-4,F4,r,r
88.8333,63.4524,30,2.8333,r,r,r,D5,r,B-3,F3,r,r,r,r,r,F4,B-4,F4,r,r
89.0,63.5714,30,3.0,r,r,r,D5,r,F3,D3,r,r,r,r,r,r,F4,D4,r,r
89.1667,63.6905,30,3.1667,r,r,r,D5,r,F3,D3,r,r,r,r,r,B-4,F4,D4,r,r
89.3333,63.8095,30,3.3333,r,r,r,D5,r,F3,D3,r,r,r,r,r,B-4,F4,D4,r,r
89.5,63.9286,30,3.5,r,r,r,D5,r,D3,B-2,r,r,r,r,r,r,D4,B-3,B-3,B-2
89.6667,64.0476,30,3.6667,r,r,r,D5,r,D3,B-2,r,r,r,r,r,D5,D4,B-3,B-3,B-2
89.8333,64.1666,30,3.8333,r,r,r,D5,r,D3,B-2,r,r,r,r,r,D5,D4,B-3,B-3,B-2
90.0,64.2857,31,1.0,r,r,r,D5,r,G3,E-3,r,r,r,r,r,r,C4,G3,E-3,E-2
90.1667,64.4048,31,1.1667,r,r,r,D5,r,G3,E-3,r,r,r,r,r,D5,C4,G3,E-3,E-2
90.25,64.4643,31,1.25,r,r,r,C5,r,G3,E-3,r,r,r,r,r,D5,C4,G3,E-3,E-2
90.3333,64.5238,31,1.3333,r,r,r,C5,r,G3,E-3,r,r,r,r,r,D5,C4,G3,E-3,E-2
90.5,64.6429,31,1.5,r,r,r,E-5,r,r,r,r,r,r,r,r,r,E-4,C4,r,r
90.6667,64.7619,31,1.6667,r,r,r,E-5,r,r,r,r,r,r,r,r,E-5,E-4,C4,r,r
90.75,64.8214,31,1.75,r,r,r,G4,r,r,r,r,r,r,r,r,E-5,E-4,C4,r,r
90.8333,64.8809,31,1.8333,r,r,r,G4,r,r,r,r,r,r,r,r,E-5,E-4,C4,r,r
91.0,65.0,31,2.0,r,r,r,B-4,r,F3,F3,r,r,r,r,r,r,B-3,F3,F3,F2
91.1667,65.1191,31,2.1667,r,r,r,B-4,r,F3,F3,r,r,r,r,r,C5,B-3,F3,F3,F2
91.3333,65.2381,31,2.3333,r,r,r,B-4,r,F3,F3,r,r,r,r,r,C5,B-3,F3,F3,F2
91.5,65.3571,31,2.5,r,r,r,B-4,r,r,r,r,r,r,r,r,r,D4,B-3,r,r
91.6667,65.4762,31,2.6667,r,r,r,B-4,r,r,r,r,r,r,r,r,D5,D4,B-3,r,r
91.8333,65.5952,31,2.8333,r,r,r,B-4,r,r,r,r,r,r,r,r,D5,D4,B-3,r,r
92.0,65.7143,31,3.0,r,r,r,A4,r,F3,E-3,r,r,r,r,r,r,A3,F3,E-3,E-2
92.1667,65.8334,31,3.1667,r,r,r,A4,r,F3,E-3,r,r,r,r,r,B-4,A3,F3,E-3,E-2
92.3333,65.9524,31,3.3333,r,r,r,A4,r,F3,E-3,r,r,r,r,r,B-4,A3,F3,E-3,E-2
92.5,66.0714,31,3.5,r,r,r,A4,r,r,r,r,r,r,r,r,r,C4,A3,r,r
92.6667,66.1905,31,3.6667,r,r,r,A4,r,r,r,r,r,r,r,r,C5,C4,A3,r,r
92.8333,66.3095,31,3.8333,r,r,r,A4,r,r,r,r,r,r,r,r,C5,C4,A3,r,r
92.875,66.3393,31,3.875,r,r,r,F5,r,r,r,r,r,r,r,r,r,C4,A3,r,r
93.0,66.4286,32,1.0,r,r,r,F5,r,r,r,r,r,r,r,r,r,r,r,D3,D2
93.1667,66.5476,32,1.1667,r,r,r,F5,r,r,r,r,r,r,r,r,G#3,r,r,D3,D2
93.3333,66.6666,32,1.3333,r,r,r,F5,r,r,r,r,r,r,r,r,G#3,r,r,D3,D2
93.5,66.7857,32,1.5,r,r,r,F5,r,r,r,r,r,r,r,r,r,r,r,F4,F3
93.6667,66.9048,32,1.6667,r,r,r,F5,r,r,r,r,r,r,r,r,B3,G#3,r,F4,F3
93.8333,67.0238,32,1.8333,r,r,r,F5,r,r,r,r,r,r,r,r,B3,G#3,r,F4,F3
94.0,67.1429,32,2.0,r,r,r,F5,r,r,r,G#4,G#4,r,r,r,r,r,r,D4,D3
94.1667,67.2619,32,2.1667,r,r,r,F5,r,r,r,G#4,G#4,r,r,r,D4,B3,r,D4,D3
94.3333,67.3809,32,2.3333,r,r,r,F5,r,r,r,G#4,G#4,r,r,r,D4,B3,r,D4,D3
94.5,67.5,32,2.5,r,r,r,F5,r,r,r,G#4,G#4,r,r,r,r,r,r,B3,B2
94.6667,67.6191,32,2.6667,r,r,r,F5,r,r,r,G#4,G#4,r,r,r,F4,D4,F3,B3,B2
94.8333,67.7381,32,2.8333,r,r,r,F5,r,r,r,G#4,G#4,r,r,r,F4,D4,F3,B3,B2
95.0,67.8571,32,3.0,r,r,r,F5,D5,r,r,G#4,G#4,r,r,r,r,r,r,G#3,G#2
95.1667,67.9762,32,3.1667,r,r,r,F5,D5,r,r,G#4,G#4,r,r,r,B4,F4,B3,G#3,G#2
95.3333,68.0952,32,3.3333,r,r,r,F5,D5,r,r,G#4,G#4,r,r,r,B4,F4,B3,G#3,G#2
95.5,68.2143,32,3.5,r,r,r,F5,D5,r,r,G#4,G#4,r,r,r,r,r,r,F3,F2
95.6667,68.3334,32,3.6667,r,r,r,F5,D5,r,r,G#4,G#4,r,r,r,D5,B4,D4,F3,F2
95.8333,68.4524,32,3.8333,r,r,r,F5,D5,r,r,G#4,G#4,r,r,r,D5,B4,D4,F3,F2
96.0,68.5714,33,1.0,F6,F5,D5,F5,D5,F4,D4,G#4,G#4,r,r,r,r,r,r,D3,D2
96.1667,68.6905,33,1.1667,F6,F5,D5,F5,D5,F4,D4,G#4,G#4,r,r,r,D5,B4,D4,D3,D2
96.3333,68.8095,33,1.3333,F6,F5,D5,F5,D5,F4,D4,G#4,G#4,r,r,r,D5,B4,D4,D3,D2
96.5,68.9286,33,1.5,F6,F5,D5,F5,D5,F4,D4,G#4,G#4,r,r,r,r,r,r,B2,B1
96.6667,69.0476,33,1.6667,F6,F5,D5,F5,D5,F4,D4,G#4,G#4,r,r,r,D5,B4,D4,B2,B1
96.8333,69.1666,33,1.8333,F6,F5,D5,F5,D5,F4,D4,G#4,G#4,r,r,r,D5,B4,D4,B2,B1
96.875,69.1964,33,1.875,F6,F5,D5,F5,D5,F4,D4,G#4,G#4,r,r,r,r,r,r,G#2,G#1
97.0,69.2857,33,2.0,F6,F5,D5,F5,D5,F4,D4,G4,G4,r,r,r,r,r,r,G2,G1
97.1667,69.4048,33,2.1667,E-6,E-5,C5,E-5,C5,E-4,C4,G4,G4,r,r,r,E-5,C5,E-4,G2,G1
97.3333,69.5238,33,2.3333,E-6,E-5,C5,E-5,C5,E-4,C4,G4,G4,r,r,r,E-5,C5,E-4,G2,G1
97.5,69.6429,33,2.5,E-6,E-5,C5,E-5,C5,E-4,C4,G4,E-4,r,r,r,E-5,C5,E-4,E-2,E-1
97.6667,69.7619,33,2.6667,F6,F5,D5,F5,D5,F4,D4,G4,E-4,r,r,r,F5,D5,F4,E-2,E-1
97.8333,69.8809,33,2.8333,F6,F5,D5,F5,D5,F4,D4,G4,E-4,r,r,r,F5,D5,F4,E-2,E-1
98.0,70.0,33,3.0,D6,D5,B-4,D5,B-4,D4,B-3,F4,F4,r,r,r,r,r,r,F2,F1
98.1667,70.1191,33,3.1667,D6,D5,B-4,D5,B-4,D4,B-3,F4,F4,r,r,r,B-4,F4,B-3,F2,F1
98.3333,70.2381,33,3.3333,D6,D5,B-4,D5,B-4,D4,B-3,F4,F4,r,r,r,B-4,F4,B-3,F2,F1
98.5,70.3571,33,3.5,E-6,E-5,C5,E-5,C5,E-4,C4,F4,F4,r,r,r,r,r,r,F2,F1
98.6667,70.4762,33,3.6667,E-6,E-5,C5,E-5,C5,E-4,C4,F4,F4,r,r,r,A4,F4,A3,F2,F1
98.8333,70.5952,33,3.8333,E-6,E-5,C5,E-5,C5,E-4,C4,F4,F4,r,r,r,A4,F4,A3,F2,F1
98.875,70.625,33,3.875,C6,C5,A4,C5,A4,C4,A3,F4,F4,r,r,r,r,r,r,F2,F1
99.0,70.7143,34,1.0,B-5,B-4,B-4,B-4,B-4,B-3,B-3,B-3,B-3,r,r,r,B-4,D4,B-3,B-3,B-1
99.125,70.8036,34,1.125,B-5,B-4,B-4,B-4,B-4,B-3,B-3,B-3,B-3,r,r,r,B-4,D4,B-3,C4,B-1
99.25,70.8929,34,1.25,B-5,B-4,B-4,B-4,B-4,B-3,B-3,B-3,B-3,r,r,r,B-4,D4,B-3,B-3,r
99.375,70.9821,34,1.375,B-5,B-4,B-4,B-4,B-4,B-3,B-3,B-3,B-3,r,r,r,B-4,D4,B-3,A3,F1
99.5,71.0714,34,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-3,B-1
99.625,71.1607,34,1.625,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,B-1
99.75,71.25,34,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,r
99.875,71.3393,34,1.875,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,F1
100.0,71.4286,34,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-3,B-1
100.125,71.5179,34,2.125,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,B-1
100.25,71.6071,34,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,r
100.375,71.6964,34,2.375,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-3,F1
100.5,71.7857,34,2.5,r,r,r,r,r,D4,B-3,r,r,r,r,r,r,r,r,F3,B-1
100.625,71.875,34,2.625,r,r,r,r,r,D4,B-3,r,r,r,r,r,r,r,r,A3,B-1
100.75,71.9643,34,2.75,r,r,r,r,r,D4,B-3,r,r,r,r,r,r,r,r,B-3,r
100.875,72.0536,34,2.875,r,r,r,r,r,D4,B-3,r,r,r,r,r,r,r,r,F3,F1
101.0,72.1429,34,3.0,r,r,r,r,r,D4,B-3,r,r,r,r,r,r,r,r,D3,B-1
101.125,72.2321,34,3.125,r,r,r,r,r,D4,B-3,r,r,r,r,r,r,r,r,E-3,B-1
101.25,72.3214,34,3.25,r,r,r,r,r,D4,B-3,r,r,r,r,r,r,r,r,F3,r
101.375,72.4107,34,3.375,r,r,r,r,r,D4,B-3,r,r,r,r,r,r,r,r,D3,F1
101.5,72.5,34,3.5,r,r,r,r,r,D4,B-3,r,r,r,r,r,r,r,r,B-2,B-1
101.625,72.5893,34,3.625,r,r,r,r,r,D4,B-3,r,r,r,r,r,r,r,r,C3,B-1
101.75,72.6786,34,3.75,r,r,r,r,r,D4,B-3,r,r,r,r,r,r,r,r,D3,r
101.875,72.7679,34,3.875,r,r,r,r,r,D4,B-3,r,r,r,r,r,r,r,r,B-2,F1
102.0,72.8571,35,1.0,r,r,r,r,r,E-4,C4,r,r,r,r,r,r,r,E-4,B-2,B-1
102.125,72.9464,35,1.125,r,r,r,r,r,E-4,C4,r,r,r,r,r,r,r,F4,B-2,B-1
102.25,73.0357,35,1.25,r,r,r,r,r,E-4,C4,r,r,r,r,r,r,r,E-4,r,r
102.375,73.125,35,1.375,r,r,r,r,r,E-4,C4,r,r,r,r,r,r,r,D4,F2,F1
102.5,73.2143,35,1.5,r,r,r,r,r,E-4,C4,r,r,r,r,r,r,r,E-4,B-2,B-1
102.625,73.3036,35,1.625,r,r,r,r,r,E-4,C4,r,r,r,r,r,r,r,F4,B-2,B-1
102.75,73.3929,35,1.75,r,r,r,r,r,E-4,C4,r,r,r,r,r,r,r,G4,r,r
102.875,73.4821,35,1.875,r,r,r,r,r,E-4,C4,r,r,r,r,r,r,r,F4,F2,F1
103.0,73.5714,35,2.0,r,r,r,r,r,E-4,C4,r,r,r,r,r,r,r,E-4,B-2,B-1
103.125,73.6607,35,2.125,r,r,r,r,r,E-4,C4,r,r,r,r,r,r,r,F4,B-2,B-1
103.25,73.75,35,2.25,r,r,r,r,r,E-4,C4,r,r,r,r,r,r,r,G4,r,r
103.375,73.8393,35,2.375,r,r,r,r,r,E-4,C4,r,r,r,r,r,r,r,E-4,F2,F1
103.5,73.9286,35,2.5,r,r,r,r,r,E-4,C4,r,r,r,r,r,r,r,C4,B-2,B-1
103.625,74.0179,35,2.625,r,r,r,r,r,E-4,C4,r,r,r,r,r,r,r,D4,B-2,B-1
103.75,74.1071,35,2.75,r,r,r,r,r,E-4,C4,r,r,r,r,r,r,r,E-4,r,r
103.875,74.1964,35,2.875,r,r,r,r,r,E-4,C4,r,r,r,r,r,r,r,C4,F2,F1
104.0,74.2857,35,3.0,r,r,r,r,r,F4,A3,r,r,r,r,r,r,r,A3,B-2,B-1
104.125,74.375,35,3.125,r,r,r,r,r,F4,A3,r,r,r,r,r,r,r,B-3,B-2,B-1
104.25,74.4643,35,3.25,r,r,r,r,r,F4,A3,r,r,r,r,r,r,r,C4,r,r
104.375,74.5536,35,3.375,r,r,r,r,r,F4,A3,r,r,r,r,r,r,r,A3,F2,F1
104.5,74.6429,35,3.5,r,r,r,r,r,F4,A3,r,r,r,r,r,r,r,F3,B-2,B-1
104.625,74.7321,35,3.625,r,r,r,r,r,F4,A3,r,r,r,r,r,r,r,G3,B-2,B-1
104.75,74.8214,35,3.75,r,r,r,r,r,E-4,C4,r,r,r,r,r,r,r,A3,r,r
104.875,74.9107,35,3.875,r,r,r,r,r,E-4,C4,r,r,r,r,r,r,r,F3,F2,F1
105.0,75.0,36,1.0,r,r,r,r,r,D4,B-3,r,r,r,r,r,r,B-4,r,B-2,B-1
105.125,75.0893,36,1.125,r,r,r,r,r,D4,B-3,r,r,r,r,r,r,C5,r,B-2,B-1
105.25,75.1786,36,1.25,r,r,r,r,r,D4,B-3,r,r,r,r,r,r,B-4,r,r,r
105.375,75.2679,36,1.375,r,r,r,r,r,D4,B-3,r,r,r,r,r,r,A4,r,F2,F1
105.5,75.3571,36,1.5,r,r,r,r,r,D4,B-3,r,r,r,r,r,r,B-4,r,B-2,B-1
105.625,75.4464,36,1.625,r,r,r,r,r,D4,B-3,r,r,r,r,r,r,C5,r,B-2,B-1
105.75,75.5357,36,1.75,r,r,r,r,r,D4,B-3,r,r,r,r,r,r,D5,r,r,r
105.875,75.625,36,1.875,r,r,r,r,r,D4,B-3,r,r,r,r,r,r,C5,r,F2,F1
106.0,75.7143,36,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,B-2,B-1
106.125,75.8036,36,2.125,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,r,B-2,B-1
106.25,75.8929,36,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,r,r,r
106.375,75.9821,36,2.375,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,F2,F1
106.5,76.0714,36,2.5,D6,D5,B-4,D4,B-3,r,r,F4,F4,r,r,r,r,F4,r,B-2,B-1
106.625,76.1607,36,2.625,D6,D5,B-4,D4,B-3,r,r,F4,F4,r,r,r,r,A4,r,B-2,B-1
106.75,76.25,36,2.75,D6,D5,B-4,D4,B-3,r,r,F4,F4,r,r,r,r,B-4,r,r,r
106.875,76.3393,36,2.875,D6,D5,B-4,D4,B-3,r,r,F4,F4,r,r,r,r,F4,r,F2,F1
107.0,76.4286,36,3.0,D6,D5,B-4,D4,B-3,r,r,F4,F4,r,r,r,r,D4,r,B-2,B-1
107.125,76.5179,36,3.125,D6,D5,B-4,D4,B-3,r,r,F4,F4,r,r,r,r,E-4,r,B-2,B-1
107.25,76.6071,36,3.25,D6,D5,B-4,D4,B-3,r,r,F4,F4,r,r,r,r,F4,r,r,r
107.375,76.6964,36,3.375,D6,D5,B-4,D4,B-3,r,r,F4,F4,r,r,r,r,D4,r,F2,F1
107.5,76.7857,36,3.5,D6,D5,B-4,D4,B-3,r,r,F4,F4,r,r,r,r,B-3,r,B-2,B-1
107.625,76.875,36,3.625,D6,D5,B-4,D4,B-3,r,r,F4,F4,r,r,r,r,C4,r,B-2,B-1
107.75,76.9643,36,3.75,D6,D5,B-4,D4,B-3,r,r,F4,F4,r,r,r,r,D4,r,r,r
107.875,77.0536,36,3.875,D6,D5,B-4,D4,B-3,r,r,F4,F4,r,r,r,r,B-3,r,F2,F1
108.0,77.1429,37,1.0,E-6,E-5,C5,E-4,C4,r,r,F4,F4,r,r,r,E-5,r,r,B-2,B-1
108.125,77.2321,37,1.125,E-6,E-5,C5,E-4,C4,r,r,F4,F4,r,r,r,F5,r,r,B-2,B-1
108.25,77.3214,37,1.25,E-6,E-5,C5,E-4,C4,r,r,F4,F4,r,r,r,E-5,r,r,r,r
108.375,77.4107,37,1.375,E-6,E-5,C5,E-4,C4,r,r,F4,F4,r,r,r,D5,r,r,F2,F1
108.5,77.5,37,1.5,E-6,E-5,C5,E-4,C4,r,r,F4,F4,r,r,r,E-5,r,r,B-2,B-1
108.625,77.5893,37,1.625,E-6,E-5,C5,E-4,C4,r,r,F4,F4,r,r,r,F5,r,r,B-2,B-1
108.75,77.6786,37,1.75,E-6,E-5,C5,E-4,C4,r,r,F4,F4,r,r,r,G5,r,r,r,r
108.875,77.7679,37,1.875,E-6,E-5,C5,E-4,C4,r,r,F4,F4,r,r,r,F5,r,r,F2,F1
109.0,77.8571,37,2.0,E-6,E-5,C5,E-4,C4,r,r,F4,F4,r,r,r,E-5,r,r,B-2,B-1
109.125,77.9464,37,2.125,E-6,E-5,C5,E-4,C4,r,r,F4,F4,r,r,r,F5,r,r,B-2,B-1
109.25,78.0357,37,2.25,E-6,E-5,C5,E-4,C4,r,r,F4,F4,r,r,r,G5,r,r,r,r
109.375,78.125,37,2.375,E-6,E-5,C5,E-4,C4,r,r,F4,F4,r,r,r,E-5,r,r,F2,F1
109.5,78.2143,37,2.5,E-6,E-5,C5,E-4,C4,r,r,F4,F4,r,r,r,C5,r,r,B-2,B-1
109.625,78.3036,37,2.625,E-6,E-5,C5,E-4,C4,r,r,F4,F4,r,r,r,D5,r,r,B-2,B-1
109.75,78.3929,37,2.75,E-6,E-5,C5,E-4,C4,r,r,F4,F4,r,r,r,E-5,r,r,r,r
109.875,78.4821,37,2.875,E-6,E-5,C5,E-4,C4,r,r,F4,F4,r,r,r,C5,r,r,F2,F1
110.0,78.5714,37,3.0,F6,F5,A4,F4,A3,r,r,F4,F4,r,r,r,A4,r,r,B-2,B-1
110.125,78.6607,37,3.125,F6,F5,A4,F4,A3,r,r,F4,F4,r,r,r,B-4,r,r,B-2,B-1
110.25,78.75,37,3.25,F6,F5,A4,F4,A3,r,r,F4,F4,r,r,r,C5,r,r,r,r
110.375,78.8393,37,3.375,F6,F5,A4,F4,A3,r,r,F4,F4,r,r,r,D5,r,r,F2,F1
110.5,78.9286,37,3.5,F6,F5,A4,F4,A3,r,r,F4,F4,r,r,r,D5,r,r,B-2,B-1
110.625,79.0179,37,3.625,F6,F5,A4,F4,A3,r,r,F4,F4,r,r,r,F4,r,r,B-2,B-1
110.75,79.1071,37,3.75,E-6,E-5,C5,E-4,C4,r,r,F4,F4,r,r,r,G4,r,r,r,r
110.875,79.1964,37,3.875,E-6,E-5,C5,E-4,C4,r,r,F4,F4,r,r,r,A4,r,r,F2,F1
111.0,79.2857,38,1.0,D6,D5,B-4,D4,B-3,D3,B-2,B-3,B-2,r,r,r,B-4,r,r,B-2,B-1
111.375,79.5536,38,1.375,D6,D5,B-4,D4,B-3,D3,B-2,B-3,B-2,r,r,r,B-4,r,r,B-2,B-1
111.5,79.6429,38,1.5,D6,D5,B-4,D4,B-3,D3,B-2,B-3,B-2,r,r,r,B-4,r,r,D3,D2
111.875,79.9107,38,1.875,D6,D5,B-4,D4,B-3,D3,B-2,B-3,B-2,r,r,r,B-4,r,r,B-2,B-1
112.0,80.0,38,2.0,D6,D5,B-4,D4,B-3,D3,B-2,B-3,B-2,r,r,r,B-4,r,r,F3,F2
112.375,80.2679,38,2.375,D6,D5,B-4,D4,B-3,D3,B-2,B-3,B-2,r,r,r,B-3,r,r,D3,D2
112.5,80.3571,38,2.5,D6,D5,B-4,D4,B-3,D3,B-2,B-3,B-2,r,r,r,D4,r,r,B-3,B-2
112.875,80.625,38,2.875,D6,D5,B-4,D4,B-3,D3,B-2,B-3,B-2,r,r,r,B-3,r,r,F3,F2
113.0,80.7143,38,3.0,D6,D5,B-4,D4,B-3,D3,B-2,B-3,B-2,r,r,r,F4,r,F3,D4,D3
113.375,80.9821,38,3.375,D6,D5,B-4,D4,B-3,D3,B-2,B-3,B-2,r,r,r,D4,r,D3,B-3,B-2
113.5,81.0714,38,3.5,D6,D5,B-4,D4,B-3,D3,B-2,B-3,B-2,r,r,r,B-4,r,B-3,F4,F3
113.875,81.3393,38,3.875,D6,D5,B-4,D4,B-3,D3,B-2,B-3,B-2,r,r,r,F4,r,F3,D4,D3
114.0,81.4286,39,1.0,D6,D5,B-4,D4,B-3,D3,B-2,B-3,B-2,r,r,r,D5,D5,D4,G#4,G#3
114.375,81.6964,39,1.375,B-4,B-4,B-4,B-3,B-3,B-2,B-2,B-3,B-2,r,r,r,B-4,B-4,B-3,G#4,G#3
114.5,81.7857,39,1.5,D5,D5,D5,D4,D4,D3,D3,B-3,B-2,r,r,r,F5,F5,F4,G#4,G#3
114.875,82.0536,39,1.875,B-4,B-4,B-4,B-3,B-3,B-2,B-2,B-3,B-2,r,r,r,D5,D5,D4,G#4,G#3
