score_qstamp,qstamp,measure,beat,729164_tstamp,736762_tstamp,736769_tstamp,736751_tstamp,736758_tstamp
12.0,12.0,5,1.0,198.86,20.62,28.8,19.28,23.88
12.375,12.375,5,1.375,201.0412,21.5224,29.6812,20.4036,24.5436
12.5,12.5,5,1.5,201.355,21.85,30.035,20.835,24.675
12.75,12.75,5,1.75,201.5625,22.7625,30.8175,21.505,25.4425
13.0,13.0,5,2.0,202.25,22.95,31.11,21.83,25.65
13.375,13.375,5,2.375,202.7656,23.6912,31.8512,22.1912,26.2112
13.5,13.5,5,2.5,202.965,23.985,32.085,22.605,26.42
13.75,13.75,5,2.75,203.5925,24.8125,32.9725,23.7725,27.0125
14.0,14.0,5,3.0,204.0,25.02,33.18,23.96,27.22
14.375,14.375,5,3.375,204.752,25.8884,34.058,24.522,27.6152
14.5,14.5,5,3.5,205.035,26.095,34.415,25.315,28.555
14.875,14.875,5,3.875,205.8362,26.9962,35.1762,26.0048,28.9762
15.0,15.0,6,1.0,206.03,27.51,35.65,26.65,29.24
15.375,15.375,6,1.375,206.6808,28.2112,36.3712,27.1512,29.6512
15.5,15.5,6,1.5,206.9,28.51,36.7,27.865,29.97
15.875,15.875,6,1.875,207.5862,29.282,37.442,28.5062,30.4862
16.0,16.0,6,2.0,207.74,29.5,37.66,28.9,30.7
16.375,16.375,6,2.375,208.0612,30.272,38.432,29.5932,31.3448
16.5,16.5,6,2.5,208.455,30.535,38.695,30.1,31.51
16.875,16.875,6,2.875,209.1886,31.4296,39.4762,30.721,32.1962
17.0,17.0,6,3.0,209.36,31.56,39.68,31.25,32.39
17.25,17.25,6,3.25,209.6775,32.0575,40.2575,31.6975,32.9375
17.5,17.5,6,3.5,210.345,32.63,40.8,32.205,33.26
17.75,17.75,6,3.75,210.8675,33.105,41.2775,32.8275,33.7525
18.0,18.0,7,1.0,211.46,33.92,42.1,33.62,34.36
18.375,18.375,7,1.375,211.7932,34.492,42.6708,33.9228,34.7356
18.5,18.5,7,1.5,212.205,34.755,42.915,34.635,35.105
18.875,18.875,7,1.875,212.7248,35.2362,43.3962,35.3162,35.6962
19.0,19.0,7,2.0,212.93,35.39,43.56,35.41,35.79
19.375,19.375,7,2.375,213.804,35.7512,43.9112,36.1112,36.7448
19.5,19.5,7,2.5,214.065,36.8,44.955,36.74,36.865
19.875,19.875,7,2.875,214.4862,37.4262,45.5862,37.6972,37.5462
20.0,20.0,7,3.0,214.74,37.8,45.96,37.9,37.64
20.25,20.25,7,3.25,215.1875,38.275,46.455,38.4875,37.945
20.375,20.375,7,3.375,215.3944,38.6496,46.7532,38.618,38.1532
20.5,20.5,7,3.5,215.71,38.875,47.035,38.99,38.535
20.75,20.75,7,3.75,216.2625,39.435,47.595,39.6825,38.9025
20.875,20.875,7,3.875,216.3562,39.842,48.002,40.5458,39.3762
21.0,21.0,8,1.0,216.51,39.97,48.13,40.68,39.47
21.375,21.375,8,1.375,217.3312,40.8072,48.9984,41.2912,40.2512
21.5,21.5,8,1.5,217.58,41.02,49.21,41.39,40.38
21.75,21.75,8,1.75,218.0925,41.9125,50.2925,41.7525,41.0325
22.0,22.0,8,2.0,218.48,42.12,50.56,41.96,41.28
22.375,22.375,8,2.375,219.0612,42.5612,50.9212,43.0848,41.5812
22.5,22.5,8,2.5,219.155,42.655,51.015,43.355,41.675
22.75,22.75,8,2.75,219.9625,43.7425,51.9025,44.2,42.7625
22.875,22.875,8,2.875,220.0562,43.8362,51.9962,44.4162,42.8562
23.0,23.0,8,3.0,220.18,43.93,52.09,44.51,42.95
23.375,23.375,8,3.375,220.9136,44.5312,52.6912,45.2712,43.6112
23.5,23.5,8,3.5,221.215,44.715,52.87,45.415,43.71
23.75,23.75,8,3.75,221.9725,45.8325,54.0125,46.5925,44.3325
23.875,23.875,8,3.875,222.0662,45.9262,54.1062,46.7296,44.4448
24.0,24.0,9,1.0,222.16,46.02,54.2,46.92,44.58
24.375,24.375,9,1.375,222.9012,46.9212,55.0812,47.5212,45.3612
24.5,24.5,9,1.5,223.025,47.03,55.205,47.9,45.5
24.875,24.875,9,1.875,223.6372,47.7524,55.9324,48.8534,46.0962
25.0,25.0,9,2.0,223.85,48.04,56.22,49.02,46.26
25.375,25.375,9,2.375,224.5712,48.6912,56.8512,49.836,46.9312
25.5,25.5,9,2.5,224.765,48.985,57.145,50.085,47.09
25.875,25.875,9,2.875,225.3862,49.7062,57.9062,50.9462,47.7262
26.0,26.0,9,3.0,225.58,50.04,58.22,51.2,47.92
26.375,26.375,9,3.375,226.2212,50.7612,58.9212,51.9412,48.5412
26.5,26.5,9,3.5,226.45,51.165,59.325,52.235,48.74
26.875,26.875,9,3.875,227.0962,51.8648,60.0086,53.0962,49.2962
27.0,27.0,10,1.0,227.46,52.39,60.56,53.56,49.6
27.375,27.375,10,1.375,227.7712,53.7512,61.8912,54.2112,50.8112
27.5,27.5,10,1.5,227.865,53.845,61.985,54.305,50.905
27.75,27.75,10,1.75,228.0525,54.0325,62.1725,54.6125,51.0925
28.0,28.0,10,2.0,228.24,54.22,62.36,54.9,51.28
28.375,28.375,10,2.375,229.2212,54.7212,62.9812,55.9612,51.9424
28.5,28.5,10,2.5,229.375,54.815,63.075,56.075,52.095
28.75,28.75,10,2.75,229.9175,55.585,63.765,56.4125,52.5025
29.0,29.0,10,3.0,230.84,56.33,64.69,57.66,53.01
29.375,29.375,10,3.375,231.2112,57.1512,65.9912,58.2248,53.6312
29.5,29.5,10,3.5,231.305,57.365,66.135,58.485,53.78
29.75,29.75,10,3.75,231.5525,57.7725,66.3525,59.0925,54.1525
30.0,30.0,11,1.0,232.54,58.36,66.54,59.66,54.62
30.375,30.375,11,1.375,232.9012,60.1012,68.3012,60.4612,55.2024
30.5,30.5,11,1.5,232.995,60.195,68.395,60.555,55.335
30.75,30.75,11,1.75,233.4125,60.5825,68.8225,60.965,56.5225
31.0,31.0,11,2.0,234.15,60.79,69.03,61.64,56.71
31.375,31.375,11,2.375,234.5112,61.1712,69.3312,62.4512,56.9912
31.5,31.5,11,2.5,235.005,61.36,69.51,62.64,57.09
31.75,31.75,11,2.75,235.4325,62.0725,70.3325,62.8925,57.5725
32.0,32.0,11,3.0,235.76,62.26,70.52,63.68,57.76
32.375,32.375,11,3.375,236.4212,62.7288,70.9264,64.1024,58.3648
32.5,32.5,11,3.5,236.565,63.285,71.43,64.61,58.55
32.75,32.75,11,3.75,237.2825,64.1875,72.3825,65.0625,59.2825
32.875,32.875,11,3.875,237.3762,64.3162,72.4762,65.5992,59.3762
33.0,33.0,12,1.0,237.51,64.41,72.57,65.78,59.47
33.375,33.375,12,1.375,237.8312,64.7112,72.8912,66.5056,60.0512
33.5,33.5,12,1.5,237.925,65.015,73.215,66.735,60.335
33.75,33.75,12,1.75,238.1125,65.9125,74.0925,67.0125,60.9925
34.0,34.0,12,2.0,238.3,66.1,74.28,67.9,61.18
34.375,34.375,12,2.375,238.7612,67.2012,75.3212,68.7812,61.8812
34.5,34.5,12,2.5,238.855,67.385,75.55,68.875,61.975
34.75,34.75,12,2.75,239.0425,67.7625,75.9425,69.1225,62.1625
35.0,35.0,12,3.0,239.23,67.95,76.13,69.55,62.35
35.375,35.375,12,3.375,239.9512,69.0312,77.1912,70.2312,63.3512
35.5,35.5,12,3.5,241.81,69.47,77.665,70.87,63.595
35.75,35.75,12,3.75,242.265,69.9325,78.0925,71.4325,64.065
36.0,36.0,13,1.0,242.64,70.18,78.34,72.44,64.32
36.375,36.375,13,1.375,242.986,71.1532,79.332,73.2012,65.6212
36.5,36.5,13,1.5,243.445,71.435,79.595,73.295,65.715
36.75,36.75,13,1.75,243.9475,72.0425,80.2175,73.5325,66.0025
37.0,37.0,13,2.0,244.45,72.37,80.52,73.95,66.19
37.375,37.375,13,2.375,244.8312,73.9112,82.1112,74.7112,66.8312
37.5,37.5,13,2.5,245.11,74.005,82.205,75.03,67.01
37.75,37.75,13,2.75,245.8325,74.1925,82.3925,75.545,67.5325
38.0,38.0,13,3.0,246.08,74.38,82.58,76.16,67.74
38.375,38.375,13,3.375,247.0412,75.2532,83.4132,76.5812,68.5812
38.5,38.5,13,3.5,247.135,75.535,83.695,76.675,68.675
38.875,38.875,13,3.875,247.9162,76.5172,84.6886,78.4162,69.5448
39.0,39.0,14,1.0,248.01,77.58,85.72,78.97,70.28
39.375,39.375,14,1.375,249.1304,78.3912,86.492,79.4712,71.0824
39.5,39.5,14,1.5,249.375,78.75,86.885,80.025,71.375
39.875,39.875,14,1.875,249.6862,79.2282,87.2062,80.6662,71.8662
40.0,40.0,14,2.0,249.78,79.86,87.3,80.98,72.22
40.375,40.375,14,2.375,250.0612,80.3412,87.5812,81.6012,72.6412
40.5,40.5,14,2.5,250.935,80.455,87.765,82.065,72.735
40.875,40.875,14,2.875,251.4962,80.7362,88.5162,82.9162,73.0362
41.0,41.0,14,3.0,251.63,81.25,89.41,83.5,73.31
41.25,41.25,14,3.25,251.9575,81.4375,89.5975,84.1975,73.4975
41.5,41.5,14,3.5,252.185,81.625,89.785,84.425,73.935
41.75,41.75,14,3.75,252.585,82.105,90.2575,85.0175,74.4175
42.0,42.0,15,1.0,253.84,82.6,90.76,86.32,75.04
42.375,42.375,15,1.375,254.1212,82.938,91.1356,86.6012,75.3424
42.5,42.5,15,1.5,254.215,83.685,91.895,86.725,75.695
42.875,42.875,15,1.875,254.8162,84.3534,92.5562,87.5686,76.2762
43.0,43.0,15,2.0,254.91,84.57,92.75,88.19,76.37
43.375,43.375,15,2.375,255.4912,85.3312,93.6512,88.6712,77.1024
43.5,43.5,15,2.5,255.68,85.56,93.755,88.91,77.41
43.875,43.875,15,2.875,256.4462,86.4062,94.5262,89.5924,77.9648
44.0,44.0,15,3.0,256.54,86.68,94.82,89.98,78.2
44.25,44.25,15,3.25,256.9225,87.07,95.2525,90.5225,78.6775
44.375,44.375,15,3.375,257.1648,87.2132,95.5436,90.7532,78.8284
44.5,44.5,15,3.5,257.315,87.535,95.715,91.035,79.035
44.75,44.75,15,3.75,257.84,88.4275,96.3225,91.9325,79.5225
44.875,44.875,15,3.875,258.1962,88.5562,96.4362,92.1762,79.6162
45.0,45.0,16,1.0,258.29,88.65,96.67,92.27,79.85
45.375,45.375,16,1.375,259.0936,89.2912,97.5112,93.0512,80.6712
45.5,45.5,16,1.5,259.21,89.415,97.665,93.17,80.79
45.75,45.75,16,1.75,259.9925,90.765,98.8925,94.5375,81.8725
46.0,46.0,16,2.0,260.28,90.98,99.14,94.76,82.06
46.375,46.375,16,2.375,260.6072,91.266,99.4284,95.1412,82.3412
46.5,46.5,16,2.5,260.795,91.455,99.635,95.235,82.435
46.75,46.75,16,2.75,261.5075,92.3825,100.5425,95.9625,83.1825
46.875,46.875,16,2.875,261.6362,92.4762,100.6362,96.0924,83.2762
47.0,47.0,16,3.0,261.73,92.57,100.73,96.23,83.37
47.375,47.375,16,3.375,262.4512,92.9312,101.0912,97.3312,83.9312
47.5,47.5,16,3.5,262.62,93.36,101.525,97.655,84.17
47.75,47.75,16,3.75,263.3525,94.5525,102.7325,98.5325,84.8325
47.875,47.875,16,3.875,263.4462,94.6462,102.8262,98.6262,84.9262
48.0,48.0,17,1.0,263.58,94.74,102.92,98.74,85.02
48.125,48.125,17,1.125,263.6938,94.8538,103.2608,98.8338,85.2276
48.25,48.25,17,1.25,264.1875,95.135,103.6275,98.9275,85.7875
48.375,48.375,17,1.375,264.2824,95.5412,103.7212,99.0484,85.8812
48.5,48.5,17,1.5,264.395,95.755,103.935,99.855,85.975
48.625,48.625,17,1.625,264.9128,96.1688,104.3288,100.6288,86.3432
48.75,48.75,17,1.75,265.0625,96.2625,104.4225,100.7225,86.5825
48.875,48.875,17,1.875,265.1724,96.3562,104.5362,100.8324,86.6762
49.0,49.0,17,2.0,265.41,96.61,104.69,101.21,86.77
49.125,49.125,17,2.125,265.6838,96.9514,105.1238,101.3038,87.2038
49.25,49.25,17,2.25,265.7775,97.0975,105.2175,101.3975,87.2975
49.375,49.375,17,2.375,265.8712,97.2912,105.4424,101.6624,87.4112
49.5,49.5,17,2.5,266.14,97.545,105.71,102.01,87.58
49.625,49.625,17,2.625,266.3988,97.8788,105.9588,102.6964,87.9588
49.75,49.75,17,2.75,266.6325,97.9725,106.0925,102.7925,88.1725
49.875,49.875,17,2.875,266.8462,98.1062,106.2862,102.9262,88.3062
50.0,50.0,17,3.0,266.98,98.2,106.38,103.06,88.46
50.125,50.125,17,3.125,267.2738,98.5746,106.6242,103.1738,88.9028
50.25,50.25,17,3.25,267.49,98.7675,106.9525,103.48,89.0275
50.375,50.375,17,3.375,267.6612,98.8612,107.1212,103.8612,89.1212
50.5,50.5,17,3.5,267.785,99.085,107.445,104.135,89.215
50.625,50.625,17,3.625,268.0856,99.4288,107.6488,104.7464,89.5032
50.75,50.75,17,3.75,268.3225,99.5225,107.7425,104.8625,89.7425
50.875,50.875,17,3.875,268.4972,99.6162,107.9658,105.0372,89.8362
51.0,51.0,18,1.0,268.75,100.03,108.18,105.44,89.98
51.125,51.125,18,1.125,269.5876,101.5638,109.7038,107.2276,91.4238
51.25,51.25,18,1.25,269.7375,101.6575,109.7975,107.3775,91.5175
51.375,51.375,18,1.375,269.9712,101.7512,109.8912,107.4712,91.6112
51.5,51.5,18,1.5,270.065,101.845,109.985,107.565,91.705
51.625,51.625,18,1.625,270.1588,101.9388,110.0788,107.7188,91.7988
51.75,51.75,18,1.75,270.2525,102.0325,110.1725,108.0125,91.8925
51.875,51.875,18,1.875,270.5862,102.1262,110.2662,108.1062,91.9862
52.0,52.0,18,2.0,270.68,102.22,110.36,108.4,92.08
52.125,52.125,18,2.125,270.7938,102.4938,110.6338,108.4938,92.5538
52.25,52.25,18,2.25,271.1375,102.6325,110.795,108.5875,92.6675
52.375,52.375,18,2.375,271.6412,102.8212,111.0012,108.6812,92.7612
52.5,52.5,18,2.5,271.755,102.915,111.095,108.775,92.855
52.625,52.625,18,2.625,271.8488,103.0176,111.2464,109.1168,93.2016
52.75,52.75,18,2.75,272.0325,103.145,111.5275,109.3225,93.365
52.875,52.875,18,2.875,272.1962,103.3962,111.6724,109.4886,93.4924
53.0,53.0,18,3.0,272.29,103.52,111.91,109.82,93.61
53.125,53.125,18,3.125,272.3838,104.1438,112.3038,109.9238,93.8038
53.25,53.25,18,3.25,272.6775,104.2575,112.4175,110.1775,93.9325
53.375,53.375,18,3.375,273.1912,104.5512,112.5712,110.632,94.4512
53.5,53.5,18,3.5,273.285,104.645,112.75,110.905,94.625
53.625,53.625,18,3.625,273.5988,104.7388,112.9788,110.9988,94.8588
53.75,53.75,18,3.75,273.7125,104.9325,113.0925,111.0925,94.9525
53.875,53.875,18,3.875,273.9062,105.3062,113.4462,111.3874,95.1462
54.0,54.0,19,1.0,274.12,105.44,113.62,111.86,95.28
54.125,54.125,19,1.125,274.2138,105.5338,113.7138,111.9538,95.3938
54.25,54.25,19,1.25,274.7675,106.1075,114.5675,113.3175,95.8075
54.375,54.375,19,1.375,274.8612,106.2012,114.6612,113.5612,95.9012
54.5,54.5,19,1.5,274.995,106.375,114.755,113.655,95.995
54.625,54.625,19,1.625,275.4688,106.8168,114.9968,113.7488,96.5008
54.75,54.75,19,1.75,275.5825,107.0225,115.2025,113.8425,96.7825
54.875,54.875,19,1.875,275.6962,107.1162,115.2962,113.9362,96.8762
55.0,55.0,19,2.0,275.79,107.23,115.41,114.27,96.98
55.125,55.125,19,2.125,275.956,107.6438,115.8038,114.3638,97.3438
55.25,55.25,19,2.25,276.3575,107.7375,115.8975,114.4775,97.4375
55.375,55.375,19,2.375,276.4512,107.9112,116.0712,114.6736,97.6048
55.5,55.5,19,2.5,276.81,108.125,116.225,114.945,97.725
55.625,55.625,19,2.625,277.1788,108.4588,116.6188,115.3988,98.2364
55.75,55.75,19,2.75,277.2725,108.5525,116.7125,115.5525,98.3725
55.875,55.875,19,2.875,277.3862,108.7572,116.9172,115.7062,98.4862
56.0,56.0,19,3.0,277.62,108.92,117.08,115.8,98.58
56.125,56.125,19,3.125,277.8766,109.2614,117.3538,115.8938,98.8938
56.25,56.25,19,3.25,278.1275,109.415,117.64,116.2125,98.995
56.375,56.375,19,3.375,278.2212,109.5212,117.8212,116.752,99.1824
56.5,56.5,19,3.5,278.315,109.83,117.99,117.075,99.295
56.625,56.625,19,3.625,278.7152,110.0928,118.3056,117.6688,99.5552
56.75,56.75,19,3.75,278.8425,110.2425,118.5225,117.7625,99.7075
56.875,56.875,19,3.875,279.0658,110.3762,118.6162,117.8562,99.8762
57.0,57.0,20,1.0,279.24,110.77,118.91,118.17,100.07
57.125,57.125,20,1.125,279.5838,112.1638,120.2438,119.6238,100.4638
57.25,57.25,20,1.25,279.7575,112.2575,120.3375,119.7175,100.575
57.375,57.375,20,1.375,279.8512,112.3512,120.4312,119.8312,100.7112
57.5,57.5,20,1.5,280.07,112.445,120.525,119.925,100.855
57.625,57.625,20,1.625,280.5388,112.5388,120.6188,120.0188,101.3988
57.75,57.75,20,1.75,280.6325,112.6325,120.7125,120.1125,101.4925
57.875,57.875,20,1.875,281.0662,112.7262,120.8124,120.4462,101.6462
58.0,58.0,20,2.0,281.16,112.82,120.92,120.54,101.76
58.125,58.125,20,2.125,281.2738,112.9338,121.0538,120.6338,102.1338
58.25,58.25,20,2.25,281.3675,113.035,121.175,120.83,102.2275
58.375,58.375,20,2.375,281.8212,113.2412,121.4012,121.306,102.7212
58.5,58.5,20,2.5,281.915,113.335,121.495,121.495,102.815
58.625,58.625,20,2.625,282.0688,113.9088,121.948,121.7888,102.9488
58.75,58.75,20,2.75,282.235,114.0125,122.1625,121.9275,103.07
58.875,58.875,20,2.875,282.8362,114.1962,122.3962,122.1962,103.3762
59.0,59.0,20,3.0,282.93,114.29,122.49,122.29,103.61
59.125,59.125,20,3.125,283.0238,115.4438,123.6076,123.1438,103.8314
59.25,59.25,20,3.25,283.1925,115.5375,123.7175,123.2375,104.0275
59.375,59.375,20,3.375,283.4424,115.6312,123.8112,123.4712,104.1912
59.5,59.5,20,3.5,283.57,115.725,123.905,123.565,104.36
59.625,59.625,20,3.625,283.6988,115.8388,124.0588,123.6588,104.6988
59.75,59.75,20,3.75,283.7925,115.9925,124.1525,123.7725,104.8525
59.875,59.875,20,3.875,284.2662,116.0862,124.2462,124.3862,105.0062
60.0,60.0,21,1.0,284.36,116.18,124.34,124.48,105.1
60.125,60.125,21,1.125,284.4538,116.2738,124.4338,124.5738,105.2538
60.25,60.25,21,1.25,284.6975,116.51,124.5275,124.87,105.795
60.375,60.375,21,1.375,285.0872,116.8708,124.73,125.3284,105.9012
60.5,60.5,21,1.5,285.275,117.115,125.275,125.535,106.015
60.625,60.625,21,1.625,285.5096,117.3776,125.5376,126.3088,106.164
60.75,60.75,21,1.75,285.8825,117.8425,126.0225,126.4025,106.7425
60.875,60.875,21,1.875,285.9762,117.9362,126.1162,126.5286,106.8524
61.0,61.0,21,2.0,286.07,118.03,126.23,126.65,106.97
61.125,61.125,21,2.125,286.4018,118.1438,126.3438,126.7438,107.2238
61.25,61.25,21,2.25,286.6575,118.2375,126.4375,126.8375,107.3175
61.375,61.375,21,2.375,286.7512,118.6712,126.8912,127.2512,107.4512
61.5,61.5,21,2.5,286.95,118.91,127.065,127.515,107.645
61.625,61.625,21,2.625,287.1364,119.1588,127.2188,127.7388,107.8788
61.75,61.75,21,2.75,287.4325,119.5725,127.7125,128.3725,108.285
61.875,61.875,21,2.875,287.6462,119.6662,127.8062,128.6062,108.4924
62.0,62.0,21,3.0,287.76,119.78,127.92,128.74,108.6
62.125,62.125,21,3.125,288.0738,119.9538,128.1338,128.8338,108.7138
62.25,62.25,21,3.25,288.275,120.19,128.395,129.0275,108.845
62.375,62.375,21,3.375,288.4108,120.5024,128.6836,129.2272,109.0836
62.5,62.5,21,3.5,288.675,120.665,128.835,129.415,109.215
62.625,62.625,21,3.625,288.8064,120.9304,129.0904,129.564,109.3488
62.75,62.75,21,3.75,289.0825,121.3225,129.485,129.935,109.805
62.875,62.875,21,3.875,289.2572,121.4162,129.5962,130.1724,109.9162
63.0,63.0,22,1.0,289.47,121.55,129.73,130.53,110.01
63.125,63.125,22,1.125,289.939,122.2942,129.9142,130.7514,110.1238
63.25,63.25,22,1.25,290.2575,122.5375,130.3175,131.6375,110.6775
63.375,63.375,22,1.375,290.3512,122.6312,130.4512,131.7312,110.7712
63.5,63.5,22,1.5,290.475,122.77,130.63,131.825,111.045
63.625,63.625,22,1.625,290.6588,122.9388,130.9788,131.9188,111.1388
63.75,63.75,22,1.75,290.8375,123.0325,131.1925,132.0125,111.2525
63.875,63.875,22,1.875,291.1262,123.3462,131.5062,132.4462,111.5462
64.0,64.0,22,2.0,291.22,123.44,131.6,132.54,111.64
64.125,64.125,22,2.125,291.3938,123.8338,132.0938,132.6338,111.7738
64.25,64.25,22,2.25,291.71,123.935,132.25,132.99,112.055
64.375,64.375,22,2.375,292.0212,124.3012,132.4612,133.4412,112.3012
64.5,64.5,22,2.5,292.135,124.395,132.555,133.535,112.395
64.625,64.625,22,2.625,292.4688,124.6688,132.728,133.9288,112.4888
64.75,64.75,22,2.75,292.645,124.775,132.9625,134.03,112.7175
64.875,64.875,22,2.875,292.9258,125.2962,133.3562,134.2762,113.0562
65.0,65.0,22,3.0,293.06,125.39,133.48,134.44,113.19
65.125,65.125,22,3.125,293.1638,125.518,133.6256,134.6266,113.4104
65.25,65.25,22,3.25,293.3975,125.7575,133.8975,134.9925,113.6175
65.375,65.375,22,3.375,293.5648,125.8848,134.036,135.2312,113.7112
65.5,65.5,22,3.5,293.905,126.21,134.37,135.465,113.985
65.625,65.625,22,3.625,294.0576,126.3588,134.4988,135.6788,114.0976
65.75,65.75,22,3.75,294.285,126.6725,134.8325,136.0225,114.2925
65.875,65.875,22,3.875,294.4662,126.7724,134.9324,136.1462,114.5862
66.0,66.0,23,1.0,294.72,126.98,135.14,136.46,114.7
66.125,66.125,23,1.125,295.5538,128.0338,136.2938,137.7138,115.2718
66.25,66.25,23,1.25,295.6475,128.135,136.3875,137.8075,115.7025
66.375,66.375,23,1.375,295.7412,128.2412,136.4812,137.9012,115.8212
66.5,66.5,23,1.5,295.835,128.335,136.575,137.995,115.915
66.625,66.625,23,1.625,295.9488,128.4488,136.6688,138.0888,116.0688
66.75,66.75,23,1.75,296.065,128.5425,136.765,138.1825,116.165
66.875,66.875,23,1.875,296.3562,128.7562,136.9762,138.4962,116.2762
67.0,67.0,23,2.0,296.57,128.93,137.13,138.59,116.39
67.125,67.125,23,2.125,296.7838,129.3638,137.5238,138.7238,116.5638
67.25,67.25,23,2.25,296.8775,129.4575,137.6175,138.9575,116.75
67.375,67.375,23,2.375,297.1496,129.6224,137.9184,139.176,117.0312
67.5,67.5,23,2.5,297.33,129.895,138.07,139.47,117.125
67.625,67.625,23,2.625,297.6788,130.3788,138.4588,139.8188,117.3976
67.75,67.75,23,2.75,297.7725,130.5125,138.64,139.945,117.565
67.875,67.875,23,2.875,298.1062,130.6862,138.8462,140.3124,117.8262
68.0,68.0,23,3.0,298.2,130.78,138.94,140.42,117.92
68.125,68.125,23,3.125,298.2938,131.0738,139.1938,140.6938,118.1138
68.25,68.25,23,3.25,298.6475,131.3225,139.4825,140.795,118.355
68.375,68.375,23,3.375,298.7412,131.6612,139.7612,142.1648,118.9212
68.5,68.5,23,3.5,298.97,131.775,139.935,142.455,119.075
68.625,68.625,23,3.625,299.2088,131.9688,140.1488,142.6688,119.2488
68.75,68.75,23,3.75,299.4875,132.23,140.39,142.995,119.3425
68.875,68.875,23,3.875,299.6562,132.3962,140.5762,143.2162,119.4362
69.0,69.0,24,1.0,299.88,132.71,140.88,143.48,119.55
69.125,69.125,24,1.125,300.0876,132.9238,141.1038,143.6438,119.6438
69.25,69.25,24,1.25,300.3025,133.455,141.6175,143.7375,119.895
69.375,69.375,24,1.375,300.5024,133.6112,141.7712,143.8312,120.1312
69.5,69.5,24,1.5,300.785,133.705,141.865,144.005,120.385
69.625,69.625,24,1.625,300.9364,133.7988,141.9776,144.0988,120.4788
