qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Eb Horn 1,Eb Horn 2,Eb Horn 3,Eb Trumpet 1,Eb Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
803.0,809.0,P8(Bassoon 1),,Main Part,P8(Bb Clarinet 2),,P8(Oboe 2),P8(Flute 1),,,,,,,,,,,P8(Contrabass),P8(Violoncello)
809.0,811.0,P8(Bassoon 1),,P8(Bb Clarinet 1)&P3(Bb Clarinet 2),P8(Eb Horn 3)&P5(Timpani),P8(Oboe 1)&P3(Bb Clarinet 2),P3(Oboe 1)&P3(Bb Clarinet 1),P8(Flute 1),,,,P8(Oboe 2)&P5(Timpani),,,P5(Oboe 2)&P5(Eb Horn 3),Main Part,U(Main),,P8(Contrabass),P8(Violoncello)
811.0,820.0,P8(Oboe 2),,Main Part,P8(Flute 1),P8(Main),,,,,,,,,,P8(Violin 2),P8(Violin 1),P8(Contrabass),,P8(Viola)
820.0,821.0,Main Part,,P8(Bb Clarinet 1),P8(Main),P8(Oboe 1),P8(Violoncello),,,P3(Eb Horn 3),,P3(Eb Horn 1),,,,P8(Violin 2),P8(Violin 1),P8(Contrabass),P8(Bb Clarinet 2),P8(Viola)
821.0,822.0,P8(Oboe 2)&P6(Timpani),,Main Part,P8(Flute 1)&P6(Timpani),P8(Main),P8(Violoncello),,,,,,,,P6(Flute 1)&P6(Oboe 2),P8(Violin 2),P8(Violin 1),P8(Contrabass),P8(Bb Clarinet 2),P8(Viola)
822.0,823.0,Main Part,P2(Oboe 1)&P2(Bb Clarinet 1)&P8(Bassoon 1)&P3(Bassoon 2),P2(Flute 2)&P8(Bb Clarinet 1)&P2(Bassoon 1)&P4(Bassoon 2),P8(Main),P2(Flute 2)&P8(Oboe 1)&P2(Bassoon 1)&P4(Bassoon 2),,P8(Flute 2)&P2(Oboe 1)&P2(Bb Clarinet 1)&P3(Bassoon 2),P3(Flute 2)&P4(Oboe 1)&P4(Bb Clarinet 1)&P3(Bassoon 1),,,,,,,P8(Violin 2),P8(Violin 1),P8(Contrabass),,P8(Viola)
823.0,826.5,P8(Oboe 2),,Main Part,P8(Flute 1),,,P8(Eb Horn 1),,P8(Bassoon 1),,,,,,,,,,
826.5,827.0,,,,,Main Part,U(Main)&P8(Bassoon 1)&P8(Bassoon 2)&U(Eb Horn 1)&P3(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Bb Clarinet 2)&U(Bassoon 2)&P8(Eb Horn 1)&P3(Viola)&U(Violoncello)&P8(Contrabass),P8(Main)&P8(Bb Clarinet 2)&U(Bassoon 1)&P8(Eb Horn 1)&P3(Viola)&U(Violoncello)&P8(Contrabass),U(Main)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P3(Viola)&P8(Violoncello)&P8(Contrabass),,,,,,,,P3(Main)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P3(Eb Horn 1)&P3(Violoncello)&P3(Contrabass),P8(Main)&P8(Bb Clarinet 2)&U(Bassoon 1)&U(Bassoon 2)&P8(Eb Horn 1)&P3(Viola)&P8(Contrabass),P8(Main)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Eb Horn 1)&P3(Viola)&P8(Violoncello)
827.0,834.5,U(Flute 2)&U(Oboe 1)&P8(Oboe 2)&P8(Eb Horn 2)&P8(Eb Horn 3)&P8(Eb Trumpet 1)&P8(Eb Trumpet 2),U(Flute 1)&U(Oboe 1)&P8(Oboe 2)&P8(Eb Horn 2)&P8(Eb Horn 3)&P8(Eb Trumpet 1)&P8(Eb Trumpet 2),U(Flute 1)&U(Flute 2)&P8(Oboe 2)&P8(Eb Horn 2)&P8(Eb Horn 3)&P8(Eb Trumpet 1)&P8(Eb Trumpet 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&U(Eb Trumpet 1)&P8(Eb Trumpet 2),Main Part,U(Main)&P8(Bassoon 1)&P8(Bassoon 2)&U(Eb Horn 1)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Bb Clarinet 2)&U(Bassoon 2)&P8(Eb Horn 1)&U(Violoncello)&P8(Contrabass),P8(Main)&P8(Bb Clarinet 2)&U(Bassoon 1)&P8(Eb Horn 1)&U(Violoncello)&P8(Contrabass),U(Main)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Eb Horn 3)&P8(Eb Trumpet 1)&P8(Eb Trumpet 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Eb Horn 2)&P8(Eb Trumpet 1)&U(Eb Trumpet 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&U(Oboe 2)&P8(Eb Horn 2)&P8(Eb Horn 3)&P8(Eb Trumpet 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Eb Horn 2)&U(Eb Horn 3)&P8(Eb Trumpet 1),,,,,P8(Main)&P8(Bb Clarinet 2)&U(Bassoon 1)&U(Bassoon 2)&P8(Eb Horn 1)&P8(Contrabass),P8(Main)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Eb Horn 1)&P8(Violoncello)
834.5,851.0,,,,,Main Part,U(Main)&U(Eb Horn 1),U(Bassoon 2)&U(Violoncello)&P8(Contrabass),U(Bassoon 1)&U(Violoncello)&P8(Contrabass),U(Main)&U(Bb Clarinet 2),,,,,,,,,U(Bassoon 1)&U(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)
851.0,858.0,,,,,Main Part,,,P8(Main),P8(Violoncello)&P8(Contrabass),P8(Eb Trumpet 2),,,P8(Eb Horn 2),,,,,P8(Eb Horn 1)&P8(Contrabass),P8(Eb Horn 1)&P8(Violoncello)
858.0,862.0,,,Main Part,,,,,,P8(Eb Horn 2),P8(Eb Horn 1),,,,,,,,P8(Contrabass),P8(Violoncello)
862.0,865.0,Main Part,,P3(Bassoon 2),,,,,P3(Oboe 1),,,,,,,U(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),U(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
865.0,870.0,,,Main Part,,,,,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
870.0,873.0,Main Part,,,,,,,,P8(Eb Horn 2),P8(Eb Horn 1),,,,,P8(Main),,,P8(Contrabass),P8(Violoncello)
873.0,875.25,P5(Oboe 1)&P5(Eb Horn 3),,P5(Flute 1)&P8(Eb Horn 3),,,,,,P8(Eb Horn 2),P8(Eb Horn 1),P5(Flute 1)&P8(Oboe 1),,,,Main Part,,,U(Contrabass),U(Violoncello)
875.25,877.25,,,,,Main Part,,P8(Main),,P8(Eb Horn 2)&U(Violin 2)&P8(Viola),P8(Eb Horn 1)&P8(Violin 2)&U(Viola),,,,,,U(Eb Horn 1)&P8(Eb Horn 2)&P8(Viola),P8(Eb Horn 1)&U(Eb Horn 2)&P8(Violin 2),U(Contrabass),U(Violoncello)
877.25,879.25,,,,,P8(Bassoon 1),,P8(Bb Clarinet 1),,P8(Eb Horn 2)&U(Violin 2)&P8(Viola),P8(Eb Horn 1)&P8(Violin 2)&U(Viola),,,,,Main Part,U(Eb Horn 1)&P8(Eb Horn 2)&P8(Viola),P8(Eb Horn 1)&U(Eb Horn 2)&P8(Violin 2),U(Contrabass),U(Violoncello)
879.25,881.0,,,,,Main Part,,,,P8(Eb Horn 2)&U(Violin 2),P8(Eb Horn 1)&P8(Violin 2),,,,,,U(Eb Horn 1)&P8(Eb Horn 2),,P8(Contrabass),P8(Violoncello)
881.0,885.0,,,,,Main Part,P8(Main),,,P8(Eb Horn 2),P8(Eb Horn 1),,,,,,,,P8(Contrabass),P8(Violoncello)
885.0,889.0,,,P8(Oboe 2),P8(Oboe 1),Main Part,P8(Main),,,P8(Eb Horn 2),P8(Eb Horn 1),,,,,,,,P8(Contrabass),P8(Violoncello)
889.0,893.0,,,,P2(Main)&P2(Bb Clarinet 2)&P8(Eb Horn 1)&P8(Eb Horn 2),Main Part,P2(Oboe 2)&P8(Main)&P2(Eb Horn 1)&P2(Eb Horn 2),P8(Bassoon 2)&P4(Eb Horn 3)&P5(Eb Trumpet 1)&P5(Eb Trumpet 2)&P5(Timpani),P8(Bassoon 1)&P4(Eb Horn 3)&P5(Eb Trumpet 1)&P5(Eb Trumpet 2)&P5(Timpani),P8(Oboe 2)&P2(Main)&P2(Bb Clarinet 2)&P8(Eb Horn 2),P8(Oboe 2)&P2(Main)&P2(Bb Clarinet 2)&P8(Eb Horn 1),P4(Bassoon 1)&P4(Bassoon 2)&P2(Eb Trumpet 1)&P2(Eb Trumpet 2)&P2(Timpani),P5(Bassoon 1)&P5(Bassoon 2)&P2(Eb Horn 3)&P8(Eb Trumpet 2)&P8(Timpani),P5(Bassoon 1)&P5(Bassoon 2)&P2(Eb Horn 3)&P8(Eb Trumpet 1)&P8(Timpani),P5(Bassoon 1)&P5(Bassoon 2)&P2(Eb Horn 3)&P8(Eb Trumpet 1)&P8(Eb Trumpet 2),,,,P8(Contrabass),P8(Violoncello)
893.0,897.0,P4(Flute 2),P4(Flute 1),P8(Bb Clarinet 1),P8(Main),P8(Oboe 1),P4(Bassoon 1)&P4(Bassoon 2),P4(Bb Clarinet 2)&P8(Bassoon 2),P4(Bb Clarinet 2)&P8(Bassoon 1),P8(Eb Horn 2)&P2(Eb Horn 3)&P8(Eb Trumpet 1)&U(Eb Trumpet 2),P8(Eb Horn 1)&P2(Eb Horn 3)&P8(Eb Trumpet 1)&P8(Eb Trumpet 2),P2(Eb Horn 1)&P2(Eb Horn 2)&P2(Eb Trumpet 1)&P2(Eb Trumpet 2),P8(Eb Horn 1)&P8(Eb Horn 2)&P2(Eb Horn 3)&P8(Eb Trumpet 2),U(Eb Horn 1)&P8(Eb Horn 2)&P2(Eb Horn 3)&P8(Eb Trumpet 1),,Main Part,,,P8(Contrabass),P8(Violoncello)
897.0,906.0,Main Part,,,,,,,,P8(Eb Horn 2)&P8(Eb Trumpet 1)&U(Eb Trumpet 2),P8(Eb Horn 1)&P8(Eb Trumpet 1)&P8(Eb Trumpet 2),,P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Trumpet 2),U(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Trumpet 1),,,,,,
906.0,927.0,Main Part,U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&U(Eb Trumpet 1)&P8(Eb Trumpet 2),U(Flute 2)&U(Oboe 2)&U(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&U(Eb Trumpet 1)&P8(Eb Trumpet 2),U(Flute 2)&U(Oboe 1)&U(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&U(Eb Trumpet 1)&P8(Eb Trumpet 2),U(Flute 2)&U(Oboe 1)&U(Oboe 2)&P8(Bb Clarinet 2)&P8(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&U(Eb Trumpet 1)&P8(Eb Trumpet 2),P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bassoon 2)&U(Eb Horn 1)&P8(Eb Horn 2)&U(Eb Horn 3)&P8(Eb Trumpet 1)&U(Eb Trumpet 2),P8(Main),P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Eb Horn 1)&U(Eb Horn 2)&P8(Eb Horn 3)&P8(Eb Trumpet 1)&P8(Eb Trumpet 2),P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 2)&P8(Eb Horn 2)&U(Eb Horn 3)&P8(Eb Trumpet 1)&U(Eb Trumpet 2),P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 3)&P8(Eb Trumpet 1)&P8(Eb Trumpet 2),P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 2)&U(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Trumpet 1)&U(Eb Trumpet 2),U(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&P8(Eb Trumpet 2),P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 2)&U(Eb Horn 1)&P8(Eb Horn 2)&U(Eb Horn 3)&P8(Eb Trumpet 1),,,,,,
927.0,935.75,Main Part,P8(Main),U(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),U(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 2)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),,,,,P8(Eb Trumpet 1)&U(Eb Trumpet 2),P8(Eb Horn 3)&P8(Eb Trumpet 2),U(Eb Horn 3)&P8(Eb Trumpet 1),,,P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
935.75,939.75,,,,,P3(Bb Clarinet 2)&P5(Eb Horn 3),P3(Bb Clarinet 1)&P3(Eb Horn 3),Main Part,P8(Eb Horn 2),P8(Main),P8(Bassoon 2),P5(Bb Clarinet 1)&P3(Bb Clarinet 2),,,,,,,P8(Contrabass),P8(Violoncello)
939.75,943.5,P5(Flute 2),P5(Flute 1),,,Main Part,,,,,,,P8(Eb Trumpet 2)&P8(Timpani),P8(Eb Trumpet 1)&P8(Timpani),P8(Eb Trumpet 1)&P8(Eb Trumpet 2),,,,P8(Contrabass),P8(Violoncello)
943.5,959.25,Main Part,,,,,,,,,,,P8(Eb Trumpet 2),P8(Eb Trumpet 1),,,,,P8(Contrabass),P8(Violoncello)
959.25,971.0,U(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),U(Flute 1)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&U(Bb Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1),P8(Eb Horn 2)&P8(Eb Trumpet 1)&P8(Eb Trumpet 2),P8(Eb Horn 1)&P8(Eb Trumpet 1)&P8(Eb Trumpet 2),P8(Timpani),P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Trumpet 2),P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Trumpet 1),P8(Eb Horn 3),Main Part,U(Main)&P8(Violoncello)&P8(Contrabass),,P8(Main)&P8(Violin 2)&P8(Contrabass),P8(Main)&P8(Violin 2)&P8(Violoncello)
971.0,983.0,Main Part,P8(Oboe 2)&P8(Bb Clarinet 2),P8(Main)&P8(Bb Clarinet 1),P8(Flute 2)&P8(Bb Clarinet 2),P8(Main)&P8(Oboe 1),P8(Flute 2)&P8(Oboe 2),P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&U(Violoncello)&P8(Contrabass),,,,P8(Eb Trumpet 2),P8(Eb Trumpet 1),,,,,P8(Bassoon 1)&U(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)
983.0,985.0,P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P8(Eb Horn 1)&P3(Eb Horn 2)&P3(Eb Horn 3)&P3(Eb Trumpet 1)&P3(Eb Trumpet 2)&P3(Timpani)&U(Violin 1)&P3(Violin 2),P3(Flute 1)&P3(Oboe 1)&P8(Oboe 2)&P3(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&P8(Eb Trumpet 1)&P8(Eb Trumpet 2)&P3(Violin 1)&U(Violin 2),P8(Flute 1)&P3(Flute 2)&P3(Oboe 2)&P8(Eb Horn 1)&P3(Eb Horn 2)&P3(Eb Horn 3)&P3(Eb Trumpet 1)&P3(Eb Trumpet 2)&P3(Timpani)&P8(Violin 1)&P3(Violin 2),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P3(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&U(Eb Trumpet 1)&P8(Eb Trumpet 2)&P3(Violin 1)&P8(Violin 2),Main Part,P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Bb Clarinet 2)&U(Bassoon 2)&P8(Viola)&U(Violoncello)&U(Contrabass),P8(Bb Clarinet 2)&U(Bassoon 1)&P8(Viola)&U(Violoncello)&U(Contrabass),P8(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P3(Eb Horn 2)&P3(Eb Horn 3)&P3(Eb Trumpet 1)&P3(Eb Trumpet 2)&P3(Timpani)&P8(Violin 1)&P3(Violin 2),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P3(Eb Horn 1)&P8(Eb Horn 3)&P8(Eb Trumpet 1)&P8(Eb Trumpet 2)&P3(Violin 1)&P8(Violin 2),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P3(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Trumpet 1)&U(Eb Trumpet 2)&P3(Violin 1)&P8(Violin 2),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&U(Oboe 2)&P3(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&P8(Eb Trumpet 2)&P3(Violin 1)&P8(Violin 2),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P3(Eb Horn 1)&P8(Eb Horn 2)&U(Eb Horn 3)&P8(Eb Trumpet 1)&P3(Violin 1)&P8(Violin 2),P3(Flute 1)&P3(Oboe 1)&P3(Eb Horn 1)&P3(Violin 1),U(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P8(Eb Horn 1)&P3(Eb Horn 2)&P3(Eb Horn 3)&P3(Eb Trumpet 1)&P3(Eb Trumpet 2)&P3(Timpani)&P3(Violin 2),P3(Flute 1)&U(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P3(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&P8(Eb Trumpet 1)&P8(Eb Trumpet 2)&P3(Violin 1),P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),P8(Bb Clarinet 2)&U(Bassoon 1)&U(Bassoon 2)&P8(Viola)&U(Contrabass),P8(Bb Clarinet 2)&U(Bassoon 1)&U(Bassoon 2)&P8(Viola)&U(Violoncello)
985.0,987.0,Main Part,P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main),P8(Flute 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 2)&P8(Oboe 2)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 2)&P8(Oboe 2)&U(Bb Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 2)&P8(Viola)&U(Violoncello)&P8(Contrabass),P8(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 1)&P8(Viola)&U(Violoncello)&P8(Contrabass),P3(Eb Horn 2)&P3(Eb Horn 3)&P3(Eb Trumpet 1)&P3(Eb Trumpet 2)&P3(Timpani)&P8(Violin 1)&P3(Violin 2),P3(Eb Horn 1)&P8(Eb Horn 3)&P8(Eb Trumpet 1)&P8(Eb Trumpet 2)&P3(Violin 1)&P8(Violin 2),P3(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Trumpet 1)&U(Eb Trumpet 2)&P3(Violin 1)&P8(Violin 2),P3(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&P8(Eb Trumpet 2)&P3(Violin 1)&P8(Violin 2),P3(Eb Horn 1)&P8(Eb Horn 2)&U(Eb Horn 3)&P8(Eb Trumpet 1)&P3(Violin 1)&P8(Violin 2),P3(Eb Horn 1)&P3(Violin 1),P8(Eb Horn 1)&P3(Eb Horn 2)&P3(Eb Horn 3)&P3(Eb Trumpet 1)&P3(Eb Trumpet 2)&P3(Timpani)&P3(Violin 2),P3(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&P8(Eb Trumpet 1)&P8(Eb Trumpet 2)&P3(Violin 1),P8(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),P8(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 1)&U(Bassoon 2)&P8(Viola)&P8(Contrabass),P8(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)
987.0,1011.0,Main Part,,,P8(Main),,,,,,U(Timpani),,,,U(Eb Horn 2),,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
