qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,C Clarinet 1,C Clarinet 2,Bassoon 1,Bassoon 2,C Horn 1,C Horn 2,C Trumpet 1,C Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
89.25,52.3201,45,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,B4,r,r,r
89.5,52.4053,45,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,A4,r,r,r
89.75,52.4905,45,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,G4,r,r,r
90.0,52.5758,46,1.0,F#5,D5,F#5,D5,A4,F#4,D4,D3,D4,D4,r,r,r,F#4,F#4,D4,D3,D2
90.25,52.661,46,1.25,F#5,D5,F#5,D5,A4,F#4,D4,D3,D4,D4,r,r,r,D5,A4,D4,D3,D2
90.5,52.7462,46,1.5,F#5,D5,F#5,D5,A4,F#4,D3,D3,D4,D4,r,r,r,D5,A4,D3,D3,D2
90.75,52.8314,46,1.75,F#5,D5,F#5,D5,A4,F#4,D3,D3,D4,D4,r,r,r,D5,A4,D3,D3,D2
91.0,52.9167,46,2.0,r,r,r,r,r,r,F#3,F#3,D4,D4,r,r,r,D5,A4,F#3,F#3,F#2
91.5,53.0871,46,2.5,r,r,r,r,r,r,G3,G3,D4,D4,r,r,r,D5,A4,G3,G3,G2
92.0,53.2576,47,1.0,r,r,r,r,r,r,A3,A3,D4,D4,r,r,r,D5,A4,A3,A3,A2
92.5,53.428,47,1.5,r,r,r,r,r,r,B3,B3,D4,D4,r,r,r,D5,A4,B3,B3,B2
93.0,53.5985,47,2.0,D6,A5,A5,F#5,A4,F#4,C4,C4,D4,D4,r,r,r,D5,A4,C4,C4,C3
94.0,53.9394,48,1.0,D6,B5,B5,G5,B4,G4,C4,C4,D4,D4,r,r,r,D5,B4,C4,C4,C3
94.5,54.1098,48,1.5,D6,B5,B5,G5,B4,G4,B3,B3,D4,D4,r,r,r,D5,B4,B3,B3,B2
95.0,54.2803,48,2.0,D6,B5,B5,G5,B4,G4,D4,D4,D4,D4,r,r,r,D5,B4,D4,D4,D3
95.5,54.4508,48,2.5,D6,B5,B5,G5,B4,G4,B3,B3,D4,D4,r,r,r,D5,B4,B3,B3,B2
96.0,54.6212,49,1.0,D6,B5,B5,G5,B4,G4,G3,G3,D4,D4,r,r,r,D5,B4,G3,G3,G2
96.5,54.7917,49,1.5,D6,B5,B5,G5,B4,G4,G3,G3,D4,D4,r,r,r,D5,B4,G3,G3,G2
97.0,54.9621,49,2.0,D6,B5,B5,G5,B4,G4,B3,B3,D4,D4,r,r,r,D5,B4,B3,B3,B2
97.5,55.1326,49,2.5,D6,B5,B5,G5,B4,G4,G3,G3,D4,D4,r,r,r,D5,B4,G3,G3,G2
98.0,55.303,50,1.0,D6,A5,A5,F#5,A4,F#4,D3,D3,D4,D4,D5,D5,r,D5,A4,D4,D3,D2
98.25,55.3883,50,1.25,D6,A5,A5,F#5,A4,F#4,D3,D3,D4,D4,D5,D5,r,D6,F#5,A4,D3,D2
98.5,55.4735,50,1.5,D5,D5,D5,D4,D5,D4,D3,D3,D4,D4,D5,D5,r,D6,F#5,A4,D3,D2
98.75,55.5587,50,1.75,D5,D5,D5,D4,D5,D4,D3,D3,D4,D4,D5,D5,r,D6,F#5,A4,D3,D2
99.0,55.6439,50,2.0,F#5,F#5,F#5,F#4,D5,D4,F#3,F#3,D4,D4,D5,D5,r,D6,F#5,A4,F#3,F#2
99.5,55.8144,50,2.5,G5,G5,G5,G4,D5,D4,G3,G3,D4,D4,D5,D5,r,D6,F#5,A4,G3,G2
100.0,55.9848,51,1.0,A5,A5,A5,A4,D5,D4,A3,A3,D4,D4,D5,D5,r,D6,F#5,A4,A3,A2
100.5,56.1553,51,1.5,B5,B5,B5,B4,D5,D4,B3,B3,D4,D4,D5,D5,r,D6,F#5,A4,B3,B2
101.0,56.3258,51,2.0,C6,C6,C6,C5,D5,D4,C4,C4,D4,D4,D5,D5,r,D6,F#5,A4,C4,C3
102.0,56.6667,52,1.0,C6,C6,C6,C5,D5,D4,C4,C4,D4,D4,D5,D5,r,D6,G5,B4,C4,C3
102.5,56.8371,52,1.5,B5,B5,B5,B4,D5,D4,B3,B3,D4,D4,D5,D5,r,D6,G5,B4,B3,B2
103.0,57.0076,52,2.0,D6,D6,D6,D5,D5,D4,D4,D4,D4,D4,D5,D5,r,D6,G5,B4,D4,D3
103.5,57.178,52,2.5,B5,B5,B5,B4,D5,D4,B3,B3,D4,D4,D5,D5,r,D6,G5,B4,B3,B2
104.0,57.3485,53,1.0,G5,G5,G5,G4,D5,D4,G3,G3,D4,D4,D5,D5,r,D6,G5,B4,G3,G2
104.5,57.5189,53,1.5,G5,G5,G5,G4,D5,D4,G3,G3,D4,D4,D5,D5,r,D6,G5,B4,G3,G2
105.0,57.6894,53,2.0,B5,B5,B5,B4,D5,D4,B3,B3,D4,D4,D5,D5,r,D6,G5,B4,B3,B2
105.5,57.8598,53,2.5,G5,G5,G5,G4,D5,D4,G3,G3,D4,D4,D5,D5,r,D6,G5,B4,G3,G2
106.0,58.0303,54,1.0,D5,D5,D5,D4,D5,D4,D3,D3,D4,D4,D5,D5,r,D6,F#5,A4,D3,D2
106.25,58.1155,54,1.25,D5,D5,D5,D4,D5,D4,D3,D3,D4,D4,D5,D5,r,D5,F#5,A4,D3,D2
106.5,58.2008,54,1.5,D5,D5,D5,D4,D5,D4,D3,D3,D4,D4,D5,D5,r,C#5,F#5,A4,D3,D2
106.75,58.286,54,1.75,D5,D5,D5,D4,D5,D4,D3,D3,D4,D4,D5,D5,r,C#5,F#5,A4,D3,D2
107.0,58.3712,54,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,r,r,r,r
107.25,58.4564,54,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,r,r,r,r
107.5,58.5417,54,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,r,r,r,r
107.75,58.6269,54,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,r,r,r,r
108.0,58.7121,55,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,r,r,r,r
108.25,58.7973,55,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,r,r,r,r
108.5,58.8826,55,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,r,r,r,r
108.75,58.9678,55,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,r,r,r,r
109.0,59.053,55,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,r,r,r,r
109.25,59.1383,55,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,r,r,r,r
109.5,59.2235,55,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,r,r,r,r
109.75,59.3087,55,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,r,r,r,r
110.0,59.3939,56,1.0,r,r,B4,r,D5,D4,B3,G3,r,r,r,r,r,D5,D4,D3,G3,G2
111.0,59.7348,56,2.0,r,r,B4,r,D5,D4,B3,D3,r,r,r,r,r,D5,D4,D3,D3,D2
111.5,59.9053,56,2.5,r,r,B4,r,D5,D4,B3,D3,r,r,r,r,r,G5,G4,D3,D3,D2
112.0,60.0758,57,1.0,r,r,C5,r,D5,D4,C4,A3,r,r,r,r,r,F#5,F#4,D3,A3,A2
112.5,60.2462,57,1.5,r,r,C5,r,D5,D4,C4,A3,r,r,r,r,r,F#5,F#4,D3,A3,A2
113.0,60.4167,57,2.0,r,r,C5,r,D5,D4,C4,D3,r,r,r,r,r,r,r,D3,D3,D2
113.5,60.5871,57,2.5,r,r,C5,r,D5,D4,C4,D3,r,r,r,r,r,A5,A4,D3,D3,D2
114.0,60.7576,58,1.0,r,r,D5,r,D5,D4,D4,B3,r,r,r,r,r,G5,G4,D3,B3,B2
114.5,60.928,58,1.5,r,r,D5,r,D5,D4,D4,B3,r,r,r,r,r,G5,G4,D3,B3,B2
115.0,61.0985,58,2.0,r,r,r,r,D5,D4,r,D3,r,r,r,r,r,r,r,D3,D3,D2
115.5,61.2689,58,2.5,r,r,r,r,D5,D4,r,D3,r,r,r,r,r,B5,B4,D3,D3,D2
116.0,61.4394,59,1.0,r,r,r,r,D5,D4,r,F#3,r,r,r,r,r,A5,A4,D3,F#3,F#2
116.5,61.6098,59,1.5,r,r,r,r,D5,D4,r,F#3,r,r,r,r,r,F#5,F#4,D3,F#3,F#2
117.0,61.7803,59,2.0,r,r,r,r,D5,D4,r,D3,r,r,r,r,r,D5,D4,D3,D3,D2
117.5,61.9508,59,2.5,r,r,A4,r,D5,D4,A3,D3,r,r,r,r,r,C5,C4,D3,D3,D2
118.0,62.1212,60,1.0,D6,D5,B4,r,D5,D4,B3,G3,D4,D4,r,r,r,B4,B3,D3,G3,G2
118.5,62.2917,60,1.5,D6,D5,B4,r,D5,D4,B3,G3,D4,D4,r,r,r,D5,D4,D4,G3,G2
119.0,62.4621,60,2.0,D6,D5,r,r,r,r,r,D3,D4,D4,r,r,r,r,r,D3,D3,D2
119.5,62.6326,60,2.5,D6,D5,B4,r,r,r,A3,D3,D4,D4,r,r,r,G5,G4,D3,D3,D2
120.0,62.803,61,1.0,D6,D5,C5,r,r,r,C4,A3,D4,D4,r,r,r,G5,G4,D3,A3,A2
120.5,62.9735,61,1.5,D6,D5,C5,r,r,r,C4,A3,D4,D4,r,r,r,F#5,F#4,D3,A3,A2
121.0,63.1439,61,2.0,D6,D5,r,r,r,r,r,D3,D4,D4,r,r,r,r,r,D3,D3,D2
121.5,63.3144,61,2.5,D6,D5,C5,r,r,r,C4,D3,D4,D4,r,r,r,A5,A4,D3,D3,D2
122.0,63.4848,62,1.0,D6,D5,D5,r,r,r,D4,B3,D4,D4,r,r,r,A5,A4,D3,B3,B2
122.5,63.6553,62,1.5,D6,D5,D5,r,r,r,D4,B3,D4,D4,r,r,r,G5,G4,D3,B3,B2
123.0,63.8258,62,2.0,D6,D5,r,r,r,r,r,D3,D4,D4,r,r,r,r,r,D3,D3,D2
123.5,63.9962,62,2.5,D6,D5,r,r,r,r,r,D3,D4,D4,r,r,r,B5,B4,D3,D3,D2
124.0,64.1667,63,1.0,D6,D5,r,r,r,r,r,F#3,D4,D4,r,r,r,A5,A4,D3,F#3,F#2
124.5,64.3371,63,1.5,D6,D5,r,r,r,r,r,F#3,D4,D4,r,r,r,F#5,F#4,D3,F#3,F#2
125.0,64.5076,63,2.0,r,D5,r,r,r,r,r,D3,D4,D4,r,r,r,D5,D4,D3,D3,D2
125.5,64.678,63,2.5,A5,D5,A4,r,r,r,A3,D3,D4,D4,r,r,r,C5,C4,D3,D3,D2
126.0,64.8485,64,1.0,B5,D5,B4,r,D5,D4,B3,G3,D4,D4,r,r,r,B4,B3,D3,G3,G2
126.5,65.0189,64,1.5,B5,D5,B4,r,D5,D4,B3,G3,D4,D4,r,r,r,D5,D4,D4,G3,G2
127.0,65.1894,64,2.0,r,D5,r,r,D5,D4,r,D3,D4,D4,r,r,r,D5,D4,D4,D3,D2
127.5,65.3598,64,2.5,B5,D5,B4,r,D5,D4,B3,D3,D4,D4,r,r,r,G5,G4,D4,D3,D2
128.0,65.5303,65,1.0,C6,D5,C5,r,D5,D4,C4,A3,D4,D4,r,r,r,G5,G4,D4,A3,A2
128.5,65.7008,65,1.5,C6,D5,C5,r,D5,D4,C4,A3,D4,D4,r,r,r,F#5,F#4,D4,A3,A2
129.0,65.8712,65,2.0,r,D5,r,r,D5,D4,r,D3,D4,D4,r,r,r,F#5,F#4,D4,D3,D2
129.5,66.0417,65,2.5,C6,D5,C5,r,D5,D4,C4,D3,D4,D4,r,r,r,A5,A4,D4,D3,D2
130.0,66.2121,66,1.0,D6,D5,D5,r,D5,D4,D4,B3,D4,D4,r,r,r,A5,A4,D4,B3,B2
130.5,66.3826,66,1.5,D6,D5,D5,r,D5,D4,D4,B3,D4,D4,r,r,r,G5,G4,G3,B3,B2
131.0,66.553,66,2.0,r,G5,r,r,G5,G4,r,G3,G4,G3,r,r,r,G5,G4,G4,G3,G2
131.5,66.7235,66,2.5,r,G5,D5,r,G5,G4,D4,G3,G4,G3,r,r,r,B5,B4,G4,G3,G2
132.0,66.8939,67,1.0,B5,G5,E5,r,G5,G4,E4,C4,G4,G3,r,r,r,B5,B4,G4,C4,C3
132.5,67.0644,67,1.5,A5,G5,E5,r,G5,G4,E4,C4,G4,G3,r,r,r,A5,A4,G4,C4,C3
133.0,67.2348,67,2.0,A5,G5,r,r,G5,G4,r,G3,G4,G3,r,r,r,A5,A4,G4,G3,G2
133.5,67.4053,67,2.5,C6,G5,E5,r,G5,G4,E4,G3,G4,G3,r,r,r,C6,C5,G4,G3,G2
134.0,67.5758,68,1.0,C6,G5,F5,r,G5,G4,F4,D4,G4,G3,r,r,r,C6,C5,G4,D4,D3
134.5,67.7462,68,1.5,B5,G5,F5,r,G5,G4,F4,D4,G4,G3,r,r,r,B5,B4,G4,D4,D3
135.0,67.9167,68,2.0,B5,G5,r,r,G5,G4,r,G3,G4,G3,r,r,r,B5,B4,G4,G3,G2
135.5,68.0871,68,2.5,D6,G5,B4,r,G5,G4,B3,G3,G4,G3,r,r,r,D6,D5,G4,G3,G2
136.0,68.2576,69,1.0,D6,G5,C5,r,G5,G4,C4,E4,G4,G3,r,r,r,D6,D5,G4,E4,E3
136.5,68.428,69,1.5,C6,G5,C5,r,G5,G4,C4,E4,G4,G3,r,r,r,C6,C5,G4,E4,E3
137.0,68.5985,69,2.0,C6,G5,r,r,G5,G4,r,C4,G4,G3,r,r,r,C6,C5,G4,C4,C3
137.5,68.7689,69,2.5,E6,G5,E5,r,G5,G4,E4,C4,G4,G3,r,r,r,E6,E5,G4,C4,C3
138.0,68.9394,70,1.0,F6,G#5,F5,B4,G#5,G#4,F4,D3,r,r,r,r,r,F6,F5,G#4,D3,D2
138.5,69.1098,70,1.5,F6,G#5,F5,B4,G#5,G#4,F4,D4,r,r,r,r,r,F6,F5,G#4,D4,D3
139.0,69.2803,70,2.0,F6,G#5,F5,B4,G#5,G#4,F4,D4,r,r,r,r,r,F6,F5,G#4,D4,D3
139.5,69.4508,70,2.5,F6,G#5,F5,B4,G#5,G#4,F4,D4,r,r,r,r,r,F6,F5,G#4,D4,D3
140.0,69.6212,71,1.0,G#5,F5,G#5,B4,r,r,F4,D4,r,r,r,r,r,G#5,G#4,F3,D3,D2
140.5,69.7917,71,1.5,G#5,F5,G#5,B4,r,r,F4,D4,r,r,r,r,r,G#5,G#4,F4,D4,D3
141.0,69.9621,71,2.0,G#5,F5,G#5,B4,r,r,F4,D4,r,r,r,r,r,G#5,G#4,F4,D4,D3
141.5,70.1326,71,2.5,G#5,F5,G#5,B4,r,r,F4,D4,r,r,r,r,r,G#5,G#4,F4,D4,D3
142.0,70.303,72,1.0,A5,E5,A5,E5,r,r,E4,C#4,r,r,r,r,r,A5,A4,E3,C#3,C#2
142.5,70.4735,72,1.5,A5,E5,A5,E5,r,r,E4,C#4,r,r,r,r,r,A5,A4,E4,C#4,C#3
143.0,70.6439,72,2.0,A5,E5,A5,E5,r,r,E4,C#4,r,r,r,r,r,A5,A4,E4,C#4,C#3
143.5,70.8144,72,2.5,A5,E5,A5,E5,r,r,E4,C#4,r,r,r,r,r,A5,A4,E4,C#4,C#3
144.0,70.9848,73,1.0,B-5,E5,B-5,E5,r,r,E4,C4,r,r,r,r,r,B-5,B-4,E3,C3,C2
144.5,71.1553,73,1.5,B-5,E5,B-5,E5,r,r,E4,C4,r,r,r,r,r,B-5,B-4,E4,C4,C3
145.0,71.3258,73,2.0,B-5,E5,B-5,E5,r,r,E4,C4,r,r,r,r,r,B-5,B-4,E4,C4,C3
145.5,71.4962,73,2.5,B-5,E5,B-5,E5,r,r,E4,C4,r,r,r,r,r,B-5,B-4,E4,C4,C3
146.0,71.6667,74,1.0,B5,B5,B5,E-5,r,r,F#4,B3,r,r,r,r,r,B5,B4,F#4,B3,B2
146.25,71.7519,74,1.25,B5,B5,B5,E-5,r,r,F#4,B3,r,r,r,r,r,B5,E-5,F#4,B3,B2
146.5,71.8371,74,1.5,B5,B5,B5,E-5,r,r,F#4,B3,r,r,r,r,r,B5,E-5,F#4,B3,B2
146.75,71.9223,74,1.75,B5,B5,B5,E-5,r,r,F#4,B3,r,r,r,r,r,B5,E-5,F#4,B3,B2
147.0,72.0076,74,2.0,C6,C6,F#5,E-5,r,r,F#4,E-4,r,r,r,r,r,C6,E-5,F#4,A3,A2
147.5,72.178,74,2.5,C6,C6,F#5,E-5,r,r,F#4,E-4,r,r,r,r,r,C6,E-5,F#4,A3,A2
148.0,72.3485,75,1.0,C6,C6,F#5,E-5,r,r,F#4,E-4,r,r,r,r,r,C6,E-5,F#4,A3,A2
148.5,72.5189,75,1.5,C6,C6,F#5,E-5,r,r,F#4,E-4,r,r,r,r,r,C6,E-5,F#4,A3,A2
149.0,72.6894,75,2.0,C6,C6,F#5,D5,r,r,F#4,D4,r,r,r,r,r,C6,D5,F#4,A3,A2
149.5,72.8598,75,2.5,C6,C6,F#5,D5,r,r,F#4,D4,r,r,r,r,r,C6,D5,F#4,A3,A2
150.0,73.0303,76,1.0,B5,B5,G5,D5,r,r,G4,D4,r,r,r,r,r,B5,D5,G4,G3,G2
150.5,73.2008,76,1.5,B5,B5,G5,D5,r,r,G3,G3,r,r,r,r,r,B5,D5,G4,G3,G2
151.0,73.3712,76,2.0,A5,A5,E5,C5,r,r,C3,C3,E4,C4,E5,E5,r,A5,C5,E4,C3,C2
151.5,73.5417,76,2.5,A5,A5,E5,C5,r,r,C3,C3,E4,C4,E5,E5,r,A5,C5,E4,C3,C2
152.0,73.7121,77,1.0,G5,G5,D5,B4,r,r,D3,D3,D4,D4,D5,D5,r,G5,B4,D4,D3,D2
152.5,73.8826,77,1.5,G5,G5,D5,B4,r,r,D3,D3,D4,D4,D5,D5,r,G5,B4,D4,D3,D2
153.0,74.053,77,2.0,F#5,F#5,C5,A4,r,r,D3,D3,D4,D4,D5,D5,r,F#5,A4,C4,D3,D2
153.5,74.2235,77,2.5,F#5,F#5,C5,A4,r,r,D3,D3,D4,D4,D5,D5,r,F#5,A4,C4,D3,D2
154.0,74.3939,78,1.0,G5,G5,B4,G4,r,r,r,r,D4,G3,D5,G4,r,G5,G4,B3,G3,G2
154.5,74.5644,78,1.5,D6,B5,r,r,D5,B4,D4,B3,D4,G3,D5,G4,r,G5,G4,B3,G3,G2
155.5,74.9053,78,2.5,D6,B5,r,r,D5,B4,D4,B3,r,r,r,r,r,r,r,r,r,r
156.0,75.0758,79,1.0,B5,G5,r,r,B4,G4,B3,G3,r,r,r,r,r,r,r,r,r,r
156.5,75.2462,79,1.5,r,r,C6,E5,r,r,r,r,G3,G2,G5,G4,C3,E6,G5,C5,C4,C3
156.75,75.3314,79,1.75,r,r,C6,E5,r,r,r,r,G3,G2,G5,G4,C3,E6,G5,C5,C4,C3
157.0,75.4167,79,2.0,r,r,C6,E5,r,r,r,r,G3,G2,G5,G4,C3,E6,G5,C5,C4,C3
157.5,75.5871,79,2.5,r,r,C6,E5,r,r,r,r,G3,G2,G5,G4,C3,E6,G5,C5,C4,C3
158.0,75.7576,80,1.0,r,r,B5,D5,r,r,r,r,G4,G3,G5,G4,G2,D6,G5,D5,D4,D3
158.5,75.928,80,1.5,D6,B5,r,r,D5,B4,D4,B3,r,r,r,r,r,r,r,r,r,r
159.5,76.2689,80,2.5,D6,B5,r,r,D5,B4,D4,B3,r,r,r,r,r,r,r,r,r,r
160.0,76.4394,81,1.0,B5,G5,r,r,B4,G4,B3,G3,r,r,r,r,r,r,r,r,r,r
160.5,76.6098,81,1.5,r,r,F#5,C5,r,r,r,r,D4,D4,D5,D5,r,F#5,F#5,D4,D3,D2
161.5,76.9508,81,2.5,r,r,F#5,C5,r,r,r,r,D4,D4,D5,D5,r,F#5,F#5,D4,D3,D2
162.0,77.1212,82,1.0,r,r,G5,B4,r,r,r,r,D4,G3,D5,G4,r,G5,G5,G4,G3,G2
162.5,77.2917,82,1.5,D6,B5,r,r,D5,B4,D4,B3,r,r,r,r,r,r,r,r,r,r
163.5,77.6326,82,2.5,D6,B5,r,r,D5,B4,D4,B3,r,r,r,r,r,r,r,r,r,r
164.0,77.803,83,1.0,B5,G5,r,r,B4,G4,B3,G3,r,r,r,r,r,r,r,r,r,r
164.5,77.9735,83,1.5,r,r,C6,E5,r,r,r,r,G4,G3,G5,G4,C3,E6,G5,C5,C4,C3
164.75,78.0587,83,1.75,r,r,C6,E5,r,r,r,r,G4,G3,G5,G4,C3,E6,G5,C5,C4,C3
165.0,78.1439,83,2.0,r,r,C6,E5,r,r,r,r,G4,G3,G5,G4,C3,E6,G5,C5,C4,C3
165.5,78.3144,83,2.5,r,r,C6,E5,r,r,r,r,G4,G3,G5,G4,C3,E6,G5,C5,C4,C3
166.0,78.4848,84,1.0,r,r,B5,D5,r,r,r,r,G4,G3,G5,G4,G2,D6,G5,D5,D4,D3
166.5,78.6553,84,1.5,D6,B5,r,r,D5,B4,D4,B3,r,r,r,r,r,r,r,r,r,r
167.5,78.9962,84,2.5,D6,B5,r,r,D5,B4,D4,B3,r,r,r,r,r,r,r,r,r,r
168.0,79.1667,85,1.0,B5,G5,r,r,B4,G4,B3,G3,r,r,r,r,r,r,r,r,r,r
168.5,79.3371,85,1.5,r,r,F#5,C5,r,r,r,r,D4,D4,D5,D5,r,F#5,F#5,D4,D3,D2
169.5,79.678,85,2.5,r,r,F#5,C5,r,r,r,r,D4,D4,D5,D5,r,F#5,F#5,D4,D3,D2
170.0,79.8485,86,1.0,B5,G5,G5,B4,B4,G4,B3,G3,G3,G2,G4,G3,G2,G5,G5,G4,G3,G2
170.25,79.9337,86,1.25,B5,G5,G5,B4,B4,G4,B3,G3,G3,G2,G4,G3,G2,G4,G5,G4,G3,G2
170.5,80.0189,86,1.5,B5,G5,G5,B4,B4,G4,B3,G3,G3,G2,G4,G3,G2,G4,G5,G4,G3,G2
170.75,80.1042,86,1.75,B5,G5,G5,B4,B4,G4,B3,G3,G3,G2,G4,G3,G2,G4,G5,G4,G3,G2
171.0,80.1894,86,2.0,B5,G5,G5,B4,B4,G4,B3,G3,G3,G2,G4,G3,r,G4,r,G4,G3,G2
171.25,80.2746,86,2.25,B5,G5,G5,B4,B4,G4,B3,G3,G3,G2,G4,G3,r,G4,B3,G4,G3,G2
171.5,80.3598,86,2.5,B5,G5,G5,B4,B4,G4,B3,G3,G3,G2,G4,G3,r,G4,C4,G4,G3,G2
171.75,80.4451,86,2.75,B5,G5,G5,B4,B4,G4,B3,G3,G3,G2,G4,G3,r,G4,D4,G4,G3,G2
172.0,80.5303,87,1.0,B5,G5,G5,B4,B4,G4,B3,G3,G3,G2,G4,G3,r,G4,E4,G4,G3,G2
172.25,80.6155,87,1.25,B5,G5,G5,B4,B4,G4,B3,G3,G3,G2,G4,G3,r,G4,F#4,G4,G3,G2
172.5,80.7008,87,1.5,B5,G5,G5,B4,B4,G4,B3,G3,G3,G2,G4,G3,r,G4,G4,G4,G3,G2
172.75,80.786,87,1.75,B5,G5,G5,B4,B4,G4,B3,G3,G3,G2,G4,G3,r,G4,A4,G4,G3,G2
173.0,80.8712,87,2.0,B5,G5,G5,B4,B4,G4,B3,G3,G3,G2,G4,G3,G2,G4,B4,G4,G3,G2
173.5,81.0417,87,2.5,B5,G5,G5,B4,B4,G4,B3,G3,G3,G2,G4,G3,G2,G4,B4,G4,G3,G2
174.0,81.2121,88,1.0,C6,G5,G5,C5,C5,G4,C4,A3,G3,G2,G4,G3,G2,G4,C5,A4,A3,A2
175.0,81.553,88,2.0,C6,G5,G5,C5,C5,G4,C4,A3,G3,G2,G4,G3,r,G4,C5,A4,A3,A2
175.25,81.6383,88,2.25,C6,G5,G5,C5,C5,G4,C4,A3,G3,G2,G4,G3,r,G4,C4,A4,A3,A2
175.5,81.7235,88,2.5,C6,G5,G5,C5,C5,G4,C4,A3,G3,G2,G4,G3,r,G4,D4,A4,A3,A2
175.75,81.8087,88,2.75,C6,G5,G5,C5,C5,G4,C4,A3,G3,G2,G4,G3,r,G4,E4,A4,A3,A2
176.0,81.8939,89,1.0,C6,G5,G5,C5,C5,G4,C4,A3,G3,G2,G4,G3,r,G4,F#4,A4,A3,A2
176.25,81.9792,89,1.25,C6,G5,G5,C5,C5,G4,C4,A3,G3,G2,G4,G3,r,G4,G4,A4,A3,A2
176.5,82.0644,89,1.5,C6,G5,G5,C5,C5,G4,C4,A3,G3,G2,G4,G3,r,G4,A4,A4,A3,A2
176.75,82.1496,89,1.75,C6,G5,G5,C5,C5,G4,C4,A3,G3,G2,G4,G3,r,G4,B4,A4,A3,A2
177.0,82.2348,89,2.0,C6,G5,G5,C5,C5,G4,C4,A3,G3,G2,G4,G3,G2,G4,C5,A4,A3,A2
177.5,82.4053,89,2.5,C6,G5,G5,C5,C5,G4,C4,A3,G3,G2,G4,G3,G2,G4,C5,A4,A3,A2
178.0,82.5758,90,1.0,D6,G5,G5,D5,D5,G4,D4,B3,G3,G2,G4,G3,G2,G4,D5,B4,B3,B2
179.0,82.9167,90,2.0,D6,G5,G5,D5,D5,G4,D4,B3,G3,G2,G4,G3,r,G4,D5,B4,B3,B2
179.25,83.0019,90,2.25,D6,G5,G5,D5,D5,G4,D4,B3,G3,G2,G4,G3,r,G4,D4,B4,B3,B2
179.5,83.0871,90,2.5,D6,G5,G5,D5,D5,G4,D4,B3,G3,G2,G4,G3,r,G4,E4,B4,B3,B2
179.75,83.1723,90,2.75,D6,G5,G5,D5,D5,G4,D4,B3,G3,G2,G4,G3,r,G4,F#4,B4,B3,B2
180.0,83.2576,91,1.0,D6,G5,G5,D5,D5,G4,D4,B3,G3,G2,G4,G3,r,G4,G4,B4,B3,B2
180.25,83.3428,91,1.25,D6,G5,G5,D5,D5,G4,D4,B3,G3,G2,G4,G3,r,G4,A4,B4,B3,B2
180.5,83.428,91,1.5,D6,G5,G5,D5,D5,G4,D4,B3,G3,G2,G4,G3,r,G4,B4,B4,B3,B2
180.75,83.5133,91,1.75,D6,G5,G5,D5,D5,G4,D4,B3,G3,G2,G4,G3,r,G4,C5,B4,B3,B2
181.0,83.5985,91,2.0,D6,G5,G5,D5,D5,G4,D4,B3,G3,G2,G4,G3,G2,G4,D5,B4,B3,B2
181.5,83.7689,91,2.5,D6,G5,G5,D5,D5,G4,D4,B3,G3,G2,G4,G3,G2,G4,D5,B4,B3,B2
182.0,83.9394,92,1.0,E6,G5,G5,E5,G4,E4,E4,C4,G3,G2,G4,G3,C3,G4,E5,C5,C4,C3
183.0,84.2803,92,2.0,E6,G5,G5,E5,G4,E4,E4,C4,G3,G2,G4,G3,r,G4,E5,C5,C4,C3
183.25,84.3655,92,2.25,E6,G5,G5,E5,G4,E4,E4,C4,G3,G2,G4,G3,r,G4,E4,C5,C4,C3
183.5,84.4508,92,2.5,E6,G5,G5,E5,G4,E4,E4,C4,G3,G2,G4,G3,r,G4,F4,C5,C4,C3
183.75,84.536,92,2.75,E6,G5,G5,E5,G4,E4,E4,C4,G3,G2,G4,G3,r,G4,G4,C5,C4,C3
184.0,84.6212,93,1.0,E6,G5,G5,E5,G4,E4,E4,C4,G3,G2,G4,G3,r,G4,A4,C5,C4,C3
184.25,84.7064,93,1.25,E6,G5,G5,E5,G4,E4,E4,C4,G3,G2,G4,G3,r,G4,B4,C5,C4,C3
184.5,84.7917,93,1.5,E6,G5,G5,E5,G4,E4,E4,C4,G3,G2,G4,G3,r,G4,C5,C5,C4,C3
184.75,84.8769,93,1.75,E6,G5,G5,E5,G4,E4,E4,C4,G3,G2,G4,G3,r,G4,D5,C5,C4,C3
