qstamp_start,qstamp_end,Flute,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Bb (basso) Horn 1,Bb (basso) Horn 2,Bb Trumpet 1,Bb Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
1314.0,1327.0,P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Bassoon 1)&P8(Bb (basso) Horn 2),P8(Flute)&U(Bb Clarinet 1)&P8(Bassoon 1)&P8(Bb (basso) Horn 2),U(Bb Clarinet 2)&P8(Bassoon 2),P8(Flute)&U(Oboe 1)&P8(Bassoon 1)&P8(Bb (basso) Horn 2),U(Oboe 2)&P8(Bassoon 2),P8(Flute)&P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb (basso) Horn 2),P8(Oboe 2)&P8(Bb Clarinet 2),P4(Bb Trumpet 1)&P4(Bb Trumpet 2),P8(Flute)&P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Bassoon 1),P4(Bb (basso) Horn 1)&P8(Bb Trumpet 2),P4(Bb (basso) Horn 1)&P8(Bb Trumpet 1),P8(Contrabass),Main Part,P8(Violoncello),,P8(Violin 2),P8(Timpani)
1327.0,1332.0,P8(Oboe 1)&P6(Oboe 2)&P8(Bb Clarinet 1)&P6(Bb Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2)&P6(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P6(Timpani)&P6(Violoncello)&P6(Contrabass),P8(Flute)&P6(Oboe 2)&U(Bb Clarinet 1)&P6(Bb Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2)&P6(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P6(Timpani)&P6(Violoncello)&P6(Contrabass),P6(Flute)&P6(Oboe 1)&P6(Bb Clarinet 1)&U(Bb Clarinet 2)&P6(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),P8(Flute)&U(Oboe 1)&P6(Oboe 2)&P6(Bb Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2)&P6(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P6(Timpani)&P6(Violoncello)&P6(Contrabass),P6(Flute)&P6(Oboe 1)&U(Oboe 2)&P6(Bb Clarinet 1)&P6(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),P8(Flute)&P8(Oboe 1)&P6(Oboe 2)&P8(Bb Clarinet 1)&P6(Bb Clarinet 2)&P6(Bassoon 2)&P6(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P6(Timpani)&P6(Violoncello)&P6(Contrabass),P6(Flute)&P6(Oboe 1)&P8(Oboe 2)&P6(Bb Clarinet 1)&P8(Bb Clarinet 2)&P6(Bassoon 1)&U(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),P6(Flute)&P6(Oboe 1)&P8(Oboe 2)&P6(Bb Clarinet 1)&P8(Bb Clarinet 2)&P6(Bassoon 1)&U(Bassoon 2)&P6(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),P8(Flute)&P8(Oboe 1)&P6(Oboe 2)&P8(Bb Clarinet 1)&P6(Bb Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2)&P6(Bb (basso) Horn 1)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P6(Timpani)&P6(Violoncello)&P6(Contrabass),P3(Flute)&P3(Oboe 1)&P4(Oboe 2)&P3(Bb Clarinet 1)&P4(Bb Clarinet 2)&P3(Bassoon 1)&P4(Bassoon 2)&P4(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P8(Bb Trumpet 2)&P4(Timpani)&P4(Violoncello)&P4(Contrabass),P3(Flute)&P3(Oboe 1)&P4(Oboe 2)&P3(Bb Clarinet 1)&P4(Bb Clarinet 2)&P3(Bassoon 1)&P4(Bassoon 2)&P4(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P4(Timpani)&P4(Violoncello)&P4(Contrabass),P6(Flute)&P6(Oboe 1)&P8(Oboe 2)&P6(Bb Clarinet 1)&P8(Bb Clarinet 2)&P6(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&U(Violoncello)&P8(Contrabass),,Main Part,,P6(Flute)&P6(Oboe 1)&P8(Oboe 2)&P6(Bb Clarinet 1)&P8(Bb Clarinet 2)&P6(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&U(Timpani)&P8(Contrabass),P6(Flute)&P6(Oboe 1)&P8(Oboe 2)&P6(Bb Clarinet 1)&P8(Bb Clarinet 2)&P6(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P8(Timpani)&P8(Violoncello)
1332.0,1350.0,P8(Bb Clarinet 2),,,,P8(Flute),,,,,P8(Bb Trumpet 2),P8(Bb Trumpet 1),,Main Part,,,P8(Contrabass),P8(Violoncello)
1350.0,1356.0,,,,Main Part,,P8(Main),,,,,,,P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&U(Viola)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&U(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
1356.0,1362.0,,,,P8(Bassoon 1),,P8(Bb Clarinet 1),,,,,,,Main Part,P8(Main)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Main)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
1362.0,1368.0,,,,Main Part,,P8(Main),,,,,,,P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&U(Viola)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&U(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
1368.0,1380.0,P8(Bb Clarinet 1)&P8(Bassoon 1),,,P8(Flute)&P8(Bassoon 1),,P8(Flute)&P8(Bb Clarinet 1),,,,,,,Main Part,P8(Main)&P8(Viola),P8(Main)&P8(Violin 2),P8(Contrabass),P8(Violoncello)
1380.0,1406.0,Main Part,,,P8(Main),P4(Bassoon 2)&P4(Bb (basso) Horn 1)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani),,P4(Bb Clarinet 2)&P8(Bb (basso) Horn 1)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani),P4(Bb Clarinet 2)&P8(Bassoon 2)&U(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani),,P4(Bb Clarinet 2)&P8(Bassoon 2)&U(Bb (basso) Horn 1)&U(Bb Trumpet 2)&P8(Timpani),P4(Bb Clarinet 2)&P8(Bassoon 2)&U(Bb (basso) Horn 1)&U(Bb Trumpet 1)&P8(Timpani),P4(Bb Clarinet 2)&P8(Bassoon 2)&P8(Bb (basso) Horn 1)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),,,,P8(Contrabass),P8(Violoncello)
1406.0,1447.0,,,,,,,,,,P8(Bb Trumpet 2),P8(Bb Trumpet 1),,Main Part,,,P8(Contrabass),P8(Violoncello)
1447.0,1459.0,P8(Oboe 1)&U(Violin 1)&P8(Violin 2),P8(Flute)&P8(Violin 1)&P8(Violin 2),,,P8(Bassoon 1)&P8(Viola),P8(Bb Clarinet 2)&U(Viola),P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),Main Part,,P8(Bassoon 2)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 2)&P8(Bb Trumpet 1)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&U(Violoncello)&P8(Contrabass),U(Flute)&P8(Oboe 1)&P8(Violin 2),P8(Flute)&P8(Oboe 1)&P8(Violin 1),P8(Bb Clarinet 2)&U(Bassoon 1),P8(Bassoon 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&U(Timpani)&P8(Contrabass),P8(Bassoon 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Violoncello)
1459.0,1459.0,U(Oboe 1)&P6(Oboe 2)&P6(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&U(Main)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),U(Flute)&P6(Oboe 2)&P6(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&U(Main)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P6(Flute)&P6(Oboe 1)&U(Bb Clarinet 1)&P6(Bb Clarinet 2)&P6(Bassoon 1)&P6(Bassoon 2)&P6(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P6(Bb Trumpet 1)&P6(Bb Trumpet 2)&P6(Timpani)&P6(Main)&P6(Violin 2)&P6(Viola)&P6(Violoncello)&P6(Contrabass),P6(Flute)&P6(Oboe 1)&U(Oboe 2)&P6(Bb Clarinet 2)&P6(Bassoon 1)&P6(Bassoon 2)&P6(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P6(Bb Trumpet 1)&P6(Bb Trumpet 2)&P6(Timpani)&P6(Main)&P6(Violin 2)&P6(Viola)&P6(Violoncello)&P6(Contrabass),P8(Flute)&P8(Oboe 1)&P6(Oboe 2)&P6(Bb Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Main)&U(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute)&P8(Oboe 1)&P6(Oboe 2)&P6(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 2)&U(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani)&P8(Main)&P8(Violin 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute)&P8(Oboe 1)&P6(Oboe 2)&P6(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&U(Timpani)&P8(Main)&P8(Violin 2)&P8(Viola)&U(Violoncello)&P8(Contrabass),P8(Flute)&P8(Oboe 1)&P6(Oboe 2)&P6(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 1)&P8(Bassoon 2)&P6(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani)&P8(Main)&P8(Violin 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),P6(Flute)&P6(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P6(Bb Clarinet 2)&P6(Bassoon 1)&P6(Bassoon 2)&P6(Bb (basso) Horn 1)&P6(Bb Trumpet 1)&P6(Bb Trumpet 2)&P6(Timpani)&P6(Main)&P6(Violin 2)&P6(Viola)&P6(Violoncello)&P6(Contrabass),P8(Flute)&P8(Oboe 1)&P6(Oboe 2)&P6(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Main)&U(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute)&P8(Oboe 1)&P6(Oboe 2)&P6(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 1)&P8(Bassoon 2)&U(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Timpani)&P8(Main)&P8(Violin 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute)&P8(Oboe 1)&P6(Oboe 2)&P6(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&U(Bassoon 2)&P8(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Main)&P8(Violin 2)&P8(Viola)&U(Violoncello)&P8(Contrabass),Main Part,P8(Flute)&P8(Oboe 1)&P6(Oboe 2)&P6(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Main)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute)&P8(Oboe 1)&P6(Oboe 2)&P6(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 1)&P8(Bassoon 2)&U(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani)&P8(Main)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Flute)&P8(Oboe 1)&P6(Oboe 2)&P6(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&U(Bassoon 2)&P8(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&U(Timpani)&P8(Main)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Flute)&P8(Oboe 1)&P6(Oboe 2)&P6(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Main)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
