score_qstamp,qstamp,measure,beat,589445_tstamp,736427_tstamp,736433_tstamp,729156_tstamp,711704_tstamp,723418_tstamp,735782_tstamp,736411_tstamp
49.0,49.0,34,1.3333,66.1,72.28,68.36,61.18,71.12,69.36,67.46,62.52
49.5,49.5,34,1.6667,66.62,72.86,69.02,61.92,71.68,70.02,68.1,63.08
49.625,49.625,34,1.75,66.945,73.11,69.385,62.065,71.925,70.365,68.265,63.235
49.75,49.75,34,1.8333,67.07,73.33,69.51,62.19,72.15,70.49,68.39,63.39
49.875,49.875,34,1.9167,67.195,73.515,69.635,62.315,72.275,70.615,68.615,63.515
50.0,50.0,35,1.0,67.32,73.64,69.76,62.44,72.4,70.74,68.74,63.64
50.5,50.5,35,1.3333,68.1,74.88,70.44,63.14,73.06,71.46,69.46,64.2
51.0,51.0,35,1.6667,68.78,75.4,71.08,63.66,73.64,72.28,70.06,64.7
51.5,51.5,36,1.0,69.54,75.9,71.76,64.4,74.62,72.9,70.66,65.54
51.75,51.75,36,1.1667,69.85,76.15,72.05,64.69,74.91,73.21,70.93,65.81
52.0,52.0,36,1.3333,70.1,76.54,72.38,64.98,75.3,73.56,71.32,66.16
52.25,52.25,36,1.5,70.45,76.91,72.77,65.29,75.65,73.93,71.71,66.45
52.5,52.5,36,1.6667,70.7,77.18,73.02,65.58,75.98,74.22,71.96,66.7
52.75,52.75,36,1.8333,70.95,77.43,73.37,65.83,76.23,74.48,72.21,66.99
53.0,53.0,37,1.0,71.46,77.94,73.7,66.24,76.72,74.96,72.6,67.42
53.25,53.25,37,1.1667,71.76,78.37,74.11,66.53,77.21,75.41,73.11,67.77
53.5,53.5,37,1.3333,72.08,78.62,74.36,66.82,77.46,75.66,73.36,68.02
53.75,53.75,37,1.5,72.42,79.01,74.68,67.21,77.71,75.97,73.61,68.33
54.0,54.0,37,1.6667,72.74,79.32,74.98,67.58,78.08,76.3,73.88,68.68
54.25,54.25,37,1.8333,73.09,79.71,75.33,67.93,78.55,76.84,74.19,68.97
54.5,54.5,38,1.0,73.44,80.08,75.64,68.2,78.8,77.12,74.58,69.24
54.75,54.75,38,1.1667,73.79,80.45,76.05,68.45,79.31,77.39,74.83,69.63
55.0,55.0,38,1.3333,74.04,80.76,76.3,68.7,79.56,77.68,75.14,69.88
55.25,55.25,38,1.5,74.37,81.13,76.61,69.05,79.81,78.13,75.45,70.13
55.5,55.5,38,1.6667,74.66,81.38,76.86,69.3,80.14,78.4,75.78,70.4
55.75,55.75,38,1.8333,74.93,81.69,77.17,69.61,80.43,78.71,76.03,70.67
56.0,56.0,39,1.0,75.4,82.1,77.56,69.92,80.78,79.06,76.34,71.14
56.25,56.25,39,1.1667,75.73,82.55,77.89,70.23,81.25,79.41,76.71,71.39
56.5,56.5,39,1.3333,76.08,82.8,78.14,70.48,81.5,79.66,76.96,71.64
56.75,56.75,39,1.5,76.37,83.12,78.49,70.83,81.81,80.03,77.33,71.99
57.0,57.0,39,1.6667,76.7,83.46,78.78,71.16,82.18,80.38,77.64,72.26
57.25,57.25,39,1.8333,77.08,83.81,79.11,71.49,82.53,80.73,77.93,72.63
57.5,57.5,40,1.0,77.6,84.18,79.46,71.78,82.8,81.16,78.3,72.94
57.75,57.75,40,1.1667,77.85,84.51,79.95,72.17,83.21,81.51,78.63,73.23
58.0,58.0,40,1.3333,78.1,84.76,80.2,72.42,83.48,81.76,78.88,73.48
58.25,58.25,40,1.5,78.51,85.33,80.49,72.75,83.97,82.27,79.25,73.73
58.5,58.5,40,1.6667,78.76,85.6,80.74,73.04,84.22,82.52,79.5,74.08
58.75,58.75,40,1.8333,79.13,86.07,81.09,73.35,84.63,82.91,79.83,74.43
59.0,59.0,41,1.0,79.38,86.32,81.38,73.6,84.92,83.16,80.08,74.72
59.25,59.25,41,1.1667,79.85,86.83,81.85,74.01,85.19,83.53,80.47,75.05
59.5,59.5,41,1.3333,80.1,87.08,82.16,74.26,85.44,83.78,80.72,75.34
59.75,59.75,41,1.5,80.35,87.37,82.41,74.53,85.95,84.2,81.03,75.63
60.0,60.0,41,1.6667,80.74,87.68,82.72,74.78,86.26,84.6,81.3,75.92
60.25,60.25,41,1.8333,81.08,88.11,83.08,75.11,86.65,84.93,81.61,76.3
60.5,60.5,42,1.0,81.56,88.6,83.38,75.46,87.0,85.32,82.02,76.68
60.75,60.75,42,1.1667,82.17,89.11,83.63,75.73,87.27,85.65,82.31,76.93
61.0,61.0,42,1.3333,101.84,89.4,83.88,76.08,87.64,85.98,82.64,77.36
61.25,61.25,42,1.5,102.33,89.77,84.47,76.37,88.05,86.49,82.99,77.65
61.5,61.5,42,1.6667,102.58,90.04,84.72,76.74,88.44,86.76,83.24,77.9
61.75,61.75,42,1.8333,121.81,90.53,85.25,77.17,88.93,87.13,83.63,78.24
61.875,61.875,42,1.9167,125.135,90.655,85.375,77.295,89.055,87.255,83.755,78.43
62.0,62.0,43,1.0,125.98,90.78,85.5,77.42,89.26,87.38,83.9,78.56
62.375,62.375,43,1.25,134.1,91.335,86.135,77.895,89.795,87.955,84.595,79.215
62.5,62.5,43,1.3333,135.34,91.5,86.26,78.02,89.92,88.12,84.72,79.34
62.875,62.875,43,1.5833,135.855,92.055,86.635,78.435,90.465,88.615,85.135,79.715
63.0,63.0,43,1.6667,136.0,92.24,86.78,78.56,90.64,88.74,85.26,79.84
63.375,63.375,43,1.9167,138.055,92.695,87.255,78.935,91.075,89.115,85.715,80.255
63.5,63.5,44,1.0,141.0,92.94,87.46,79.18,91.34,89.42,85.86,80.38
63.875,63.875,44,1.25,144.675,93.415,88.055,79.715,91.83,89.855,86.395,80.815
64.0,64.0,44,1.3333,145.32,93.54,88.18,79.84,91.96,89.98,86.52,80.94
64.375,64.375,44,1.5833,145.695,94.09,88.595,80.275,92.575,90.46,86.955,81.435
64.5,64.5,44,1.6667,145.82,94.3,88.8,80.42,92.82,90.74,87.1,81.62
64.875,64.875,44,1.9167,146.655,94.815,89.255,80.855,93.215,91.115,87.575,81.995
65.0,65.0,45,1.0,149.96,94.98,89.42,81.02,93.52,91.3,87.74,82.18
65.375,65.375,45,1.25,150.335,95.475,90.015,81.435,93.995,91.81,88.215,82.655
65.5,65.5,45,1.3333,150.46,95.6,90.14,81.56,94.14,91.94,88.38,82.78
65.875,65.875,45,1.5833,152.345,96.365,90.615,82.155,94.77,92.535,88.815,83.23
66.0,66.0,45,1.6667,153.08,96.5,90.74,82.28,94.98,92.68,88.94,83.38
66.25,66.25,45,1.8333,183.32,96.87,91.15,82.61,95.39,93.11,89.31,83.71
66.375,66.375,45,1.9167,183.785,96.995,91.275,82.735,95.515,93.235,89.435,83.835
66.5,66.5,46,1.0,184.76,97.12,91.4,82.86,95.64,93.36,89.56,83.96
66.6667,66.6667,46,1.1111,186.0467,97.4667,91.6667,83.1402,96.0667,93.7267,89.8267,84.2067
66.8333,66.8333,46,1.2222,186.2133,97.6333,91.8333,83.3733,96.2333,93.8933,89.9933,84.3733
66.875,66.875,46,1.25,186.615,97.69,91.875,83.415,96.275,93.935,90.035,84.415
67.0,67.0,46,1.3333,188.72,97.9,92.04,83.54,96.4,94.06,90.16,84.54
67.5,67.5,46,1.6667,193.48,98.62,92.7,84.28,97.14,94.78,90.82,85.1
68.0,68.0,47,1.0,194.16,99.42,93.38,84.88,97.9,95.48,91.46,85.78
68.375,68.375,47,1.25,194.775,100.045,93.935,85.335,98.435,96.075,91.955,86.31
68.5,68.5,47,1.3333,194.96,100.18,94.06,85.48,98.56,96.2,92.12,86.44
68.875,68.875,47,1.5833,200.995,100.735,94.675,85.955,99.215,96.695,92.535,86.855
69.0,69.0,47,1.6667,205.22,100.9,94.88,86.08,99.42,96.86,92.74,87.0
69.375,69.375,47,1.9167,209.1,101.515,95.335,86.595,99.955,97.415,93.215,87.495
69.5,69.5,48,1.0,210.36,101.64,95.52,86.74,100.08,97.54,93.34,87.62
69.875,69.875,48,1.25,224.035,102.255,96.035,87.315,100.735,98.035,93.875,88.175
70.0,70.0,48,1.3333,224.76,102.38,96.16,87.46,100.86,98.16,94.0,88.3
70.375,70.375,48,1.5833,225.175,102.975,96.675,87.855,101.395,98.715,94.495,88.695
70.5,70.5,48,1.6667,225.42,103.1,96.86,87.98,101.62,98.84,94.62,88.84
70.875,70.875,48,1.9167,225.835,103.635,97.335,88.495,102.195,99.375,95.135,89.295
71.0,71.0,49,1.0,226.08,103.84,97.46,88.62,102.36,99.5,95.26,89.42
71.375,71.375,49,1.25,226.695,104.375,97.995,89.095,103.015,100.135,95.875,89.975
71.5,71.5,49,1.3333,226.86,104.52,98.12,89.22,103.18,100.26,96.06,90.1
71.875,71.875,49,1.5833,227.435,105.035,98.675,89.695,103.675,100.635,96.395,90.495
72.0,72.0,49,1.6667,227.56,105.24,98.8,89.86,103.92,100.84,96.52,90.62
72.375,72.375,49,1.9167,227.935,105.815,99.295,90.315,104.395,101.335,96.935,91.035
72.5,72.5,50,1.0,228.16,105.94,99.58,90.46,104.56,101.46,97.06,91.16
73.0,73.0,50,1.3333,228.92,106.78,100.26,91.1,105.32,102.24,97.7,91.82
74.0,74.0,51,1.0,230.28,108.38,101.7,92.44,106.78,103.48,98.9,93.06
74.5,74.5,51,1.3333,230.98,109.0,102.28,92.94,107.42,104.18,99.48,93.72
75.5,75.5,52,1.0,232.4,110.6,103.7,94.16,108.88,105.56,100.66,94.94
76.0,76.0,52,1.3333,233.14,111.34,104.42,94.82,109.58,106.2,101.3,95.58
77.0,77.0,53,1.0,234.58,113.1,105.88,96.06,110.98,107.74,102.58,96.78
77.1667,77.1667,53,1.1111,234.8467,113.3269,106.1067,96.2935,111.2468,107.9467,102.7601,97.1067
77.3333,77.3333,53,1.2222,235.0133,113.6133,106.2733,96.5133,111.4533,108.2733,102.9733,97.2733
77.5,77.5,53,1.3333,235.22,113.9,106.6,96.68,111.68,108.56,103.16,97.44
78.0,78.0,53,1.6667,235.92,114.76,107.24,97.4,112.4,109.36,103.82,98.12
78.5,78.5,54,1.0,236.62,115.48,108.02,97.98,113.12,110.14,104.5,98.74
78.875,78.875,54,1.25,237.275,116.17,109.055,98.515,113.555,110.815,105.255,99.555
79.0,79.0,54,1.3333,237.4,116.36,109.18,98.64,113.68,110.94,105.42,99.68
79.375,79.375,54,1.5833,237.955,117.075,109.635,99.135,114.055,111.635,105.835,100.115
79.5,79.5,54,1.6667,238.1,117.2,109.76,99.26,114.24,111.8,105.98,100.24
79.875,79.875,54,1.9167,238.555,117.575,110.135,99.655,114.795,112.175,106.355,100.615
80.0,80.0,55,1.0,238.68,117.7,110.26,99.78,114.92,112.42,106.48,100.76
80.1667,80.1667,55,1.1111,239.1267,117.9267,110.4667,100.0467,115.1067,112.6467,106.7001,100.9867
80.3333,80.3333,55,1.2222,239.2933,118.0933,110.6333,100.2533,115.3732,112.8133,106.8933,101.1533
80.375,80.375,55,1.25,239.335,118.135,110.675,100.295,115.68,112.9,106.935,101.195
80.5,80.5,55,1.3333,239.46,118.26,110.82,100.44,115.96,113.04,107.1,101.36
80.6667,80.6667,55,1.4444,239.7467,118.6734,111.0867,100.6267,116.4467,113.4867,107.4467,101.5867
80.8333,80.8333,55,1.5556,239.9133,118.8533,111.2533,100.7933,116.6133,113.6533,107.6333,101.7533
80.875,80.875,55,1.5833,239.955,118.895,111.295,100.835,116.655,113.875,107.695,101.795
81.0,81.0,55,1.6667,240.08,119.02,111.42,100.96,116.78,114.02,107.82,101.92
81.1667,81.1667,55,1.7778,240.3667,119.3067,111.6267,101.3867,117.0467,114.2467,108.0667,102.2267
81.3333,81.3333,55,1.8889,240.5333,119.4733,111.8533,101.5533,117.2133,114.4133,108.2333,102.4533
81.375,81.375,55,1.9167,240.575,119.515,111.895,101.595,117.255,114.455,108.275,102.495
81.5,81.5,56,1.0,240.82,119.64,112.06,101.76,117.42,114.58,108.44,102.62
81.6667,81.6667,56,1.1111,241.1067,119.9467,112.2467,101.9667,117.7067,114.9467,108.6667,102.8267
81.8333,81.8333,56,1.2222,241.2733,120.1133,112.4133,102.1333,117.8733,115.1133,108.8333,102.9933
81.875,81.875,56,1.25,241.375,120.195,112.635,102.175,117.915,115.175,108.92,103.135
82.0,82.0,56,1.3333,241.5,120.32,112.84,102.32,118.04,115.36,109.06,103.26
82.1667,82.1667,56,1.4444,241.7267,120.5668,113.0067,102.4867,118.3467,115.5667,109.3067,103.5067
82.3333,82.3333,56,1.5556,241.9066,120.7733,113.1733,102.6533,118.5133,115.8333,109.4933,103.6933
82.375,82.375,56,1.5833,241.975,120.83,113.215,102.695,118.555,115.895,109.535,103.735
82.5,82.5,56,1.6667,242.14,120.96,113.36,102.82,118.76,116.04,109.68,103.86
82.6667,82.6667,56,1.7778,242.4067,121.2867,113.5867,102.9867,119.0667,116.3867,109.8867,104.1067
82.8333,82.8333,56,1.8889,242.5733,121.4533,113.7533,103.1533,119.2333,116.5533,110.0533,104.2733
82.875,82.875,56,1.9167,242.615,121.515,113.795,103.195,119.315,116.675,110.095,104.315
83.0,83.0,57,1.0,242.74,121.64,113.92,103.32,119.44,116.8,110.22,104.44
83.1667,83.1667,57,1.1111,243.0534,121.8467,114.2667,103.4867,119.7067,117.0669,110.5601,104.6867
83.3333,83.3333,57,1.2222,243.2866,122.0333,114.4333,103.9533,119.8733,117.3133,110.7533,104.8533
83.375,83.375,57,1.25,243.35,122.115,114.53,103.995,119.955,117.415,110.795,104.915
83.5,83.5,57,1.3333,243.5,122.34,114.7,104.12,120.1,117.54,110.92,105.04
83.6667,83.6667,57,1.4444,243.7867,122.7468,114.9267,104.3667,120.5734,117.8267,111.1867,105.4467
83.8333,83.8333,57,1.5556,243.9533,122.9533,115.0933,104.5333,120.7533,117.9933,111.3533,105.6133
83.875,83.875,57,1.5833,243.995,122.995,115.155,104.575,120.835,118.035,111.395,105.655
84.0,84.0,57,1.6667,244.12,123.12,115.28,104.7,120.96,118.16,111.52,105.78
84.1667,84.1667,57,1.7778,244.4667,123.3467,115.6067,105.0267,121.1267,118.5201,111.9067,105.9467
84.3333,84.3333,57,1.8889,244.6333,123.5133,115.7933,105.1933,121.2933,118.7533,112.0733,106.0933
84.375,84.375,57,1.9167,244.755,123.555,115.835,105.235,121.335,118.81,112.115,106.135
84.5,84.5,58,1.0,244.9,123.68,115.98,105.42,121.46,118.96,112.24,106.26
84.6667,84.6667,58,1.1111,245.1867,123.9601,116.2667,105.5867,121.7067,119.3467,112.4734,106.4669
84.8333,84.8333,58,1.2222,245.3533,124.1733,116.4333,105.7533,121.8733,119.5133,112.6666,106.7133
84.875,84.875,58,1.25,245.395,124.215,116.535,105.795,121.915,119.57,112.755,106.755
85.0,85.0,58,1.3333,245.52,124.34,116.66,105.92,122.04,119.74,112.88,106.88
