qstamp,tstamp,measure,beat,Flute,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Bb (alto) Horn 1,Bb (alto) Horn 2,Bb Trumpet 1,Bb Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
1362.0000000000005,642.3485,200,2.0,B-5,B-5,G5,B-4,G4,B-3,G3,F5,F4,r,r,F2,B-5,B-4,G3,F2,F1
1363.0000000000005,642.7652,200,2.5,r,r,r,r,r,r,r,r,r,r,r,r,C6,C5,A3,r,r
1364.0000000000005,643.1818,201,1.0,C6,C6,A5,C5,A4,C4,A3,F5,F4,F4,F3,F2,C6,C5,A3,F2,F1
1365.0000000000005,643.5985,201,1.5,r,C6,A5,C5,A4,C4,A3,r,r,r,r,r,A5,r,r,r,r
1366.0000000000005,644.0152,201,2.0,r,C6,A5,C5,A4,C4,A3,r,r,r,r,r,F5,r,r,r,r
1367.0000000000005,644.4318,201,2.5,r,C6,A5,C5,A4,C4,A3,r,r,r,r,r,A5,r,r,r,r
1368.0000000000005,644.8485,202,1.0,r,C6,A5,C5,A4,C4,A3,r,r,r,r,r,C5,r,r,r,r
1369.0000000000005,645.2652,202,1.5,r,C6,A5,C5,A4,C4,A3,r,r,r,r,r,F5,r,r,r,r
1370.0000000000005,645.6818,202,2.0,r,C6,A5,C5,A4,C4,A3,r,r,r,r,r,A4,r,r,r,r
1371.0000000000005,646.0985,202,2.5,r,C6,A5,C5,A4,C4,A3,r,r,r,r,r,C5,r,r,r,r
1372.0000000000005,646.5152,203,1.0,r,C6,A5,C5,A4,C4,A3,r,r,r,r,r,F4,r,r,r,r
1373.0000000000005,646.9318,203,1.5,r,C6,A5,C5,A4,C4,A3,r,r,r,r,r,A4,r,r,r,r
1374.0000000000005,647.3485,203,2.0,r,C6,A5,C5,A4,C4,A3,r,r,r,r,r,C4,r,r,r,r
1375.0000000000005,647.7652,203,2.5,r,C6,A5,C5,A4,C4,A3,r,r,r,r,r,F4,r,r,r,r
1376.0000000000005,648.1818,204,1.0,r,C6,A5,C5,A4,C4,A3,r,r,r,r,r,A3,A4,A3,A3,A2
1377.0000000000005,648.5985,204,1.5,r,C6,A5,C5,A4,C4,A3,r,r,r,r,r,r,C5,C4,C4,C3
1378.0000000000005,649.0152,204,2.0,r,C6,A5,C5,A4,C4,A3,r,r,r,r,r,r,F4,F3,F3,F2
1379.0000000000005,649.4318,204,2.5,r,C6,A5,C5,A4,C4,A3,r,r,r,r,r,r,A4,A3,A3,A2
1379.5000000000005,649.6402,204,2.75,F5,C6,A5,C5,A4,C4,A3,r,r,r,r,r,F5,r,r,r,r
1379.6667000000004,649.7096,204,2.8333,G5,C6,A5,C5,A4,C4,A3,r,r,r,r,r,G5,r,r,r,r
1379.8333000000005,649.779,204,2.9167,G5,C6,A5,C5,A4,C4,A3,r,r,r,r,r,G5,r,r,r,r
1380.0000000000005,649.8485,205,1.0,B-5,B-5,G5,B-4,G4,B-3,G3,r,r,r,r,r,B-5,C4,C3,C3,C2
1381.0000000000005,650.2652,205,1.5,r,B-5,G5,B-4,G4,B-3,G3,r,r,r,r,r,G5,r,r,r,r
1382.0000000000005,650.6818,205,2.0,r,B-5,G5,B-4,G4,B-3,G3,r,r,r,r,r,E5,r,r,r,r
1383.0000000000005,651.0985,205,2.5,r,B-5,G5,B-4,G4,B-3,G3,r,r,r,r,r,G5,r,r,r,r
1384.0000000000005,651.5152,206,1.0,r,B-5,G5,B-4,G4,B-3,G3,r,r,r,r,r,B-4,r,r,r,r
1385.0000000000005,651.9318,206,1.5,r,B-5,G5,B-4,G4,B-3,G3,r,r,r,r,r,E5,r,r,r,r
1386.0000000000005,652.3485,206,2.0,r,B-5,G5,B-4,G4,B-3,G3,r,r,r,r,r,G4,r,r,r,r
1387.0000000000005,652.7652,206,2.5,r,B-5,G5,B-4,G4,B-3,G3,r,r,r,r,r,B-4,r,r,r,r
1388.0000000000005,653.1818,207,1.0,r,B-5,G5,B-4,G4,B-3,G3,r,r,r,r,r,E4,r,r,r,r
1389.0000000000005,653.5985,207,1.5,r,B-5,G5,B-4,G4,B-3,G3,r,r,r,r,r,G4,r,r,r,r
1390.0000000000005,654.0152,207,2.0,r,B-5,G5,B-4,G4,B-3,G3,r,r,r,r,r,B-3,r,r,r,r
1391.0000000000005,654.4318,207,2.5,r,B-5,G5,B-4,G4,B-3,G3,r,r,r,r,r,E4,r,r,r,r
1392.0000000000005,654.8485,208,1.0,r,B-5,G5,B-4,G4,B-3,G3,r,r,r,r,r,G3,G4,G3,E3,E2
1393.0000000000005,655.2652,208,1.5,r,B-5,G5,B-4,G4,B-3,G3,r,r,r,r,r,r,B-4,B-3,G3,G2
1394.0000000000005,655.6818,208,2.0,r,B-5,G5,B-4,G4,B-3,G3,r,r,r,r,r,r,E4,E3,C3,C2
1395.0000000000005,656.0985,208,2.5,r,B-5,G5,B-4,G4,B-3,G3,r,r,r,r,r,r,G4,C4,C3,C2
1395.5000000000005,656.3068,208,2.75,E5,B-5,G5,B-4,G4,B-3,G3,r,r,r,r,r,E5,r,r,r,r
1395.6667000000004,656.3763,208,2.8333,F5,B-5,G5,B-4,G4,B-3,G3,r,r,r,r,r,F5,r,r,r,r
1395.8333000000005,656.4457,208,2.9167,F5,B-5,G5,B-4,G4,B-3,G3,r,r,r,r,r,F5,r,r,r,r
1396.0000000000005,656.5152,209,1.0,A5,A5,F5,A4,F4,A3,F3,r,r,r,r,r,A5,A4,C4,F2,F1
1397.0000000000005,656.9318,209,1.5,r,A5,F5,A4,F4,A3,F3,r,r,r,r,r,F5,r,r,r,r
1398.0000000000005,657.3485,209,2.0,r,A5,F5,A4,F4,A3,F3,r,r,r,r,r,C5,r,r,r,r
1399.0000000000005,657.7652,209,2.5,r,A5,F5,A4,F4,A3,F3,r,r,r,r,r,F5,r,r,r,r
1400.0000000000005,658.1818,210,1.0,r,A5,F5,A4,F4,A3,F3,r,r,r,r,r,r,A4,A3,A3,r
1401.0000000000005,658.5985,210,1.5,r,A5,F5,A4,F4,A3,F3,r,r,r,r,r,r,C5,C4,C4,r
1402.0000000000005,659.0152,210,2.0,r,A5,F5,A4,F4,A3,F3,r,r,r,r,r,r,F4,F3,F3,r
1403.0000000000005,659.4318,210,2.5,r,A5,F5,A4,F4,A3,F3,r,r,r,r,r,r,A4,A3,A3,r
1403.5000000000005,659.6402,210,2.75,r,A5,F5,A4,F4,A3,F3,r,r,r,r,r,D5,r,r,r,r
1403.6667000000004,659.7096,210,2.8333,r,A5,F5,A4,F4,A3,F3,r,r,r,r,r,E5,r,r,r,r
1403.8333000000005,659.779,210,2.9167,r,A5,F5,A4,F4,A3,F3,r,r,r,r,r,E5,r,r,r,r
1404.0000000000005,659.8485,211,1.0,G6,G5,D5,G4,D4,G3,B-2,r,r,r,r,r,G5,r,r,r,B-1
1405.0000000000005,660.2652,211,1.5,G6,G5,D5,G4,D4,G3,B-2,r,r,r,r,r,D5,r,r,r,r
1406.0000000000005,660.6818,211,2.0,G6,G5,D5,G4,D4,G3,B-2,r,r,r,r,r,B-4,r,r,r,r
1407.0000000000005,661.0985,211,2.5,G6,G5,D5,G4,D4,G3,B-2,r,r,r,r,r,D5,r,r,r,r
1408.0000000000005,661.5152,212,1.0,G6,G5,D5,G4,D4,G3,B-2,r,r,r,r,r,r,G4,G3,G3,r
1409.0000000000005,661.9318,212,1.5,G6,G5,D5,G4,D4,G3,B-2,r,r,r,r,r,r,B-4,B-3,B-3,r
1410.0000000000005,662.3485,212,2.0,G6,G5,D5,G4,D4,G3,B-2,r,r,r,r,r,r,D4,D3,D3,r
1411.0000000000005,662.7652,212,2.5,G6,G5,D5,G4,D4,G3,B-2,r,r,r,r,r,r,G4,G3,G3,r
1411.5000000000005,662.9735,212,2.75,G6,G5,D5,G4,D4,G3,B-2,r,r,r,r,r,C5,r,r,r,r
1411.6667000000004,663.0429,212,2.8333,G6,G5,D5,G4,D4,G3,B-2,r,r,r,r,r,D5,r,r,r,r
1411.8333000000005,663.1124,212,2.9167,G6,G5,D5,G4,D4,G3,B-2,r,r,r,r,r,D5,r,r,r,r
1412.0000000000005,663.1818,213,1.0,F6,F5,A4,F4,A3,F3,C3,r,r,r,r,r,F5,r,r,r,C2
1413.0000000000005,663.5985,213,1.5,F6,F5,A4,F4,A3,F3,C3,r,r,r,r,r,C5,r,r,r,r
1414.0000000000005,664.0152,213,2.0,F6,F5,A4,F4,A3,F3,C3,r,r,r,r,r,A4,r,r,r,r
1415.0000000000005,664.4318,213,2.5,F6,F5,A4,F4,A3,F3,C3,r,r,r,r,r,C5,r,r,r,r
1416.0000000000005,664.8485,214,1.0,F6,F5,A4,F4,A3,F3,C3,r,r,r,r,r,r,F4,F3,F3,r
1417.0000000000005,665.2652,214,1.5,F6,F5,A4,F4,A3,F3,C3,r,r,r,r,r,r,A4,A3,A3,r
1418.0000000000005,665.6818,214,2.0,F6,F5,A4,F4,A3,F3,C3,r,r,r,r,r,r,C4,C3,C3,r
1419.0000000000005,666.0985,214,2.5,F6,F5,A4,F4,A3,F3,C3,r,r,r,r,r,r,F4,F3,F3,r
1419.5000000000005,666.3068,214,2.75,F6,F5,A4,F4,A3,F3,C3,r,r,r,r,r,G4,r,r,r,r
1419.6667000000004,666.3763,214,2.8333,F6,F5,A4,F4,A3,F3,C3,r,r,r,r,r,A4,r,r,r,r
1419.8333000000005,666.4457,214,2.9167,F6,F5,A4,F4,A3,F3,C3,r,r,r,r,r,A4,r,r,r,r
1420.0000000000005,666.5152,215,1.0,C6,C5,G4,C4,G3,E3,C3,r,r,r,r,r,C5,r,r,r,C2
1421.0000000000005,666.9318,215,1.5,C6,C5,G4,C4,G3,E3,C3,r,r,r,r,r,G4,r,r,r,r
1422.0000000000005,667.3485,215,2.0,C6,C5,G4,C4,G3,E3,C3,r,r,r,r,r,E4,r,r,r,r
1423.0000000000005,667.7652,215,2.5,C6,C5,G4,C4,G3,E3,C3,r,r,r,r,r,G4,r,r,r,r
1424.0000000000005,668.1818,216,1.0,C6,C5,G4,C4,G3,E3,C3,r,r,r,r,r,r,C4,C4,C3,r
1425.0000000000005,668.5985,216,1.5,C6,C5,G4,C4,G3,E3,C3,r,r,r,r,r,r,E4,E4,E3,r
1426.0000000000005,669.0152,216,2.0,C6,C5,G4,C4,G3,E3,C3,r,r,r,r,r,r,G3,G3,G2,r
1427.0000000000005,669.4318,216,2.5,C6,C5,G4,C4,G3,E3,C3,r,r,r,r,r,r,C4,C4,C3,r
1427.5000000000005,669.6402,216,2.75,C6,C5,G4,C4,G3,E3,C3,r,r,r,r,r,E4,r,r,r,r
1427.6667000000004,669.7096,216,2.8333,C6,C5,G4,C4,G3,E3,C3,r,r,r,r,r,F4,r,r,r,r
1427.8333000000005,669.779,216,2.9167,C6,C5,G4,C4,G3,E3,C3,r,r,r,r,r,F4,r,r,r,r
1428.0000000000005,669.8485,217,1.0,A5,A4,A4,A3,A3,E3,C#3,r,r,r,r,r,A4,E4,E3,C#3,C#2
1429.0000000000005,670.2652,217,1.5,r,r,r,r,r,r,r,r,r,r,r,r,A4,E4,E3,E3,C#2
1430.0000000000005,670.6818,217,2.0,r,r,r,r,r,r,r,r,r,r,r,r,A4,E4,E3,C3,C#2
1431.0000000000005,671.0985,217,2.5,r,r,r,r,r,r,r,r,r,r,r,r,A4,E4,E3,E3,C#2
1432.0000000000005,671.5152,218,1.0,r,r,r,r,r,r,r,r,r,r,r,r,A4,E4,E3,A2,C#2
1433.0000000000005,671.9318,218,1.5,r,r,r,r,r,r,r,r,r,r,r,r,A4,E4,E3,E3,C#2
1434.0000000000005,672.3485,218,2.0,r,r,r,r,r,r,r,r,r,r,r,r,A4,E4,E3,C#3,r
1435.0000000000005,672.7652,218,2.5,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,E3,r
1435.2500000000005,672.8693,218,2.625,r,r,r,r,r,r,r,r,r,r,r,r,B3,r,r,E3,r
1435.5000000000005,672.9735,218,2.75,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,r,E3,r
1435.7500000000005,673.0777,218,2.875,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,r,E3,r
1436.0000000000005,673.1818,219,1.0,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,C#3,r
1437.0000000000005,673.5985,219,1.5,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,E3,r
1438.0000000000005,674.0152,219,2.0,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,C#3,r
1439.0000000000005,674.4318,219,2.5,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,E3,r
1440.0000000000005,674.8485,220,1.0,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,A2,r
1441.0000000000005,675.2652,220,1.5,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,E3,r
1442.0000000000005,675.6818,220,2.0,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,C#3,r
1443.0000000000005,676.0985,220,2.5,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,E3,r
1443.2500000000005,676.2027,220,2.625,r,r,r,r,r,r,r,r,r,r,r,r,B3,r,r,E3,r
1443.5000000000005,676.3068,220,2.75,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,r,E3,r
1443.7500000000005,676.411,220,2.875,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,r,E3,r
1444.0000000000005,676.5152,221,1.0,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,r,r
1445.0000000000005,676.9318,221,1.5,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,E3,r
1446.0000000000005,677.3485,221,2.0,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,C#3,r
1447.0000000000005,677.7652,221,2.5,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,E3,r
1447.2500000000005,677.8693,221,2.625,r,r,r,r,r,r,r,r,r,r,r,r,B3,r,r,E3,r
1447.5000000000005,677.9735,221,2.75,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,r,E3,r
1447.7500000000005,678.0777,221,2.875,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,r,E3,r
1448.0000000000005,678.1818,222,1.0,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,r,r
1449.0000000000005,678.5985,222,1.5,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,E3,r
1450.0000000000005,679.0152,222,2.0,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,C#3,r
1451.0000000000005,679.4318,222,2.5,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,E3,r
1451.2500000000005,679.536,222,2.625,r,r,r,r,r,r,r,r,r,r,r,r,B3,r,r,E3,r
1451.5000000000005,679.6402,222,2.75,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,r,E3,r
1451.7500000000005,679.7443,222,2.875,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,r,E3,r
1452.0000000000005,679.8485,223,1.0,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,r,r
1453.0000000000005,680.2652,223,1.5,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,E3,r
1454.0000000000005,680.6818,223,2.0,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,C#3,r
1455.0000000000005,681.0985,223,2.5,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,E3,r
1455.2500000000005,681.2027,223,2.625,r,r,r,r,r,r,r,r,r,r,r,r,B3,r,r,E3,r
1455.5000000000005,681.3068,223,2.75,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,r,E3,r
1455.7500000000005,681.411,223,2.875,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,r,E3,r
1456.0000000000005,681.5152,224,1.0,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,r,r
1457.0000000000005,681.9318,224,1.5,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,E3,r
1458.0000000000005,682.3485,224,2.0,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,C#3,r
1459.0000000000005,682.7652,224,2.5,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,E3,r
1459.2500000000005,682.8693,224,2.625,r,r,r,r,r,r,r,r,r,r,r,r,B3,r,r,E3,r
1459.5000000000005,682.9735,224,2.75,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,r,E3,r
1459.7500000000005,683.0777,224,2.875,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,r,E3,r
1460.0000000000005,683.1818,225,1.0,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,r,r
1461.0000000000005,683.5985,225,1.5,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,E3,r
1462.0000000000005,684.0152,225,2.0,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,C#3,r
1463.0000000000005,684.4318,225,2.5,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,E3,r
1463.2500000000005,684.536,225,2.625,r,r,r,r,r,r,r,r,r,r,r,r,B3,r,r,E3,r
1463.5000000000005,684.6402,225,2.75,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,r,E3,r
1463.7500000000005,684.7443,225,2.875,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,r,E3,r
1464.0000000000005,684.8485,226,1.0,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r
1465.0000000000005,685.2652,226,1.5,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,G3,r
1466.0000000000005,685.6818,226,2.0,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,E3,r
1467.0000000000005,686.0985,226,2.5,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,r,G3,r
1467.2500000000005,686.2027,226,2.625,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,r,G3,r
1467.5000000000005,686.3068,226,2.75,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,G3,r
1467.7500000000005,686.411,226,2.875,r,r,r,r,r,r,r,r,r,r,r,r,F#4,r,r,G3,r
1468.0000000000005,686.5152,227,1.0,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r
1469.0000000000005,686.9318,227,1.5,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,G3,r
1470.0000000000005,687.3485,227,2.0,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,E3,r
1471.0000000000005,687.7652,227,2.5,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,r,G3,r
1471.2500000000005,687.8693,227,2.625,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,r,G3,r
1471.5000000000005,687.9735,227,2.75,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,G3,r
1471.7500000000005,688.0777,227,2.875,r,r,r,r,r,r,r,r,r,r,r,r,F#4,r,r,G3,r
1472.0000000000005,688.1818,228,1.0,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r
1473.0000000000005,688.5985,228,1.5,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,G3,r
1474.0000000000005,689.0152,228,2.0,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,E3,r
1475.0000000000005,689.4318,228,2.5,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,r,G3,r
1475.2500000000005,689.536,228,2.625,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,r,G3,r
1475.5000000000005,689.6402,228,2.75,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,G3,r
1475.7500000000005,689.7443,228,2.875,r,r,r,r,r,r,r,r,r,r,r,r,F#4,r,r,G3,r
1476.0000000000005,689.8485,229,1.0,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r
1477.0000000000005,690.2652,229,1.5,r,r,r,r,r,r,r,r,r,r,r,r,G4,G4,G3,G3,r
1477.5000000000005,690.4735,229,1.75,E5,r,r,r,r,r,r,r,r,r,r,r,G4,G4,G3,G3,r
1477.7500000000005,690.5777,229,1.875,F#5,r,r,r,r,r,r,r,r,r,r,r,G4,G4,G3,G3,r
1478.0000000000005,690.6818,229,2.0,G5,r,r,r,r,r,r,r,r,r,r,r,E4,E4,E3,E3,r
1479.0000000000005,691.0985,229,2.5,r,r,r,r,r,r,r,r,r,r,r,r,G4,G4,G3,G3,r
1479.5000000000005,691.3068,229,2.75,G5,r,r,r,r,r,r,r,r,r,r,r,G4,G4,G3,G3,r
1479.7500000000005,691.411,229,2.875,A5,r,r,r,r,r,r,r,r,r,r,r,G4,G4,G3,G3,r
1480.0000000000005,691.5152,230,1.0,B5,r,r,r,r,r,r,r,r,r,r,r,E4,E4,E3,E3,r
1481.0000000000005,691.9318,230,1.5,r,r,r,r,r,r,r,r,r,r,r,r,G4,G4,G3,G3,r
1481.5000000000005,692.1402,230,1.75,B5,r,r,r,r,r,r,r,r,r,r,r,G4,G4,G3,G3,r
1481.7500000000005,692.2443,230,1.875,C#6,r,r,r,r,r,r,r,r,r,r,r,G4,G4,G3,G3,r
1482.0000000000005,692.3485,230,2.0,D6,r,r,r,r,r,r,r,r,r,r,r,E4,E4,E3,E3,r
1483.0000000000005,692.7652,230,2.5,r,r,r,r,r,r,r,r,r,r,r,r,G4,F#4,F#3,F#3,F#2
1483.5000000000005,692.9735,230,2.75,D6,r,r,r,r,r,r,r,r,r,r,r,G4,F#4,F#3,F#3,F#2
1483.7500000000005,693.0777,230,2.875,E6,r,r,r,r,r,r,r,r,r,r,r,G4,F#4,F#3,F#3,F#2
1484.0000000000005,693.1818,231,1.0,F#6,r,r,r,r,r,r,r,r,r,r,r,D4,D4,D3,D3,D2
1484.5000000000005,693.3902,231,1.25,r,r,r,r,r,r,r,r,r,r,r,r,A4,F#4,D4,D4,D2
1485.0000000000005,693.5985,231,1.5,D6,r,r,r,r,r,r,r,r,r,r,r,A4,F#4,D4,D4,r
1485.5000000000005,693.8068,231,1.75,r,r,r,r,r,r,r,r,r,r,r,r,A4,F#4,D4,D4,r
1486.0000000000005,694.0152,231,2.0,A5,r,r,r,r,r,r,r,r,r,r,r,A4,F#4,D4,D4,r
1486.5000000000005,694.2235,231,2.25,r,r,r,r,r,r,r,r,r,r,r,r,A4,F#4,D4,D4,r
1487.0000000000005,694.4318,231,2.5,D6,r,r,r,r,r,r,r,r,r,r,r,A4,F#4,D4,D4,r
1487.5000000000005,694.6402,231,2.75,r,r,r,r,r,r,r,r,r,r,r,r,A4,F#4,D4,D4,r
1488.0000000000005,694.8485,232,1.0,F#5,r,r,r,r,r,r,r,r,r,r,r,A4,F#4,D4,D4,r
1489.0000000000005,695.2652,232,1.5,A5,r,r,r,r,r,r,r,r,r,r,r,A4,F#4,D4,D4,r
1490.0000000000005,695.6818,232,2.0,D5,r,r,r,r,r,r,r,r,r,r,r,A4,F#4,D4,D4,r
1491.0000000000005,696.0985,232,2.5,F#5,r,r,r,r,r,r,r,r,r,r,r,A4,F#4,D4,D4,r
1492.0000000000005,696.5152,233,1.0,B4,r,r,r,r,r,r,r,r,r,r,r,B4,G4,D4,D4,r
1493.0000000000005,696.9318,233,1.5,G5,r,r,r,r,r,r,r,r,r,r,r,B4,G4,D4,D4,r
1494.0000000000005,697.3485,233,2.0,E5,r,r,r,r,r,r,r,r,r,r,r,B4,G4,D4,D4,r
1495.0000000000005,697.7652,233,2.5,D5,r,r,r,r,r,r,r,r,r,r,r,B4,G4,D4,D4,r
1496.0000000000005,698.1818,234,1.0,C#5,r,r,r,r,r,r,r,r,r,r,r,C#5,A4,E4,D4,r
1497.0000000000005,698.5985,234,1.5,A5,r,r,r,r,r,r,r,r,r,r,r,C#5,A4,E4,D4,r
1498.0000000000005,699.0152,234,2.0,G5,r,r,r,r,r,r,r,r,r,r,r,C#5,A4,E4,D4,r
1499.0000000000005,699.4318,234,2.5,E5,r,r,r,r,r,r,r,r,r,r,r,C#5,A4,E4,D4,r
1500.0000000000005,699.8485,235,1.0,D5,r,r,r,r,F#4,r,r,r,r,r,r,D5,A4,D4,D4,D2
1501.0000000000005,700.2652,235,1.5,r,r,r,r,r,D4,r,r,r,r,r,r,D5,r,r,D4,r
1502.0000000000005,700.6818,235,2.0,r,r,r,r,r,A3,r,r,r,r,r,r,D5,r,r,D4,r
1503.0000000000005,701.0985,235,2.5,r,r,r,r,r,D4,r,r,r,r,r,r,D5,r,r,D4,r
1504.0000000000005,701.5152,236,1.0,r,r,r,r,r,F#3,r,r,r,r,r,r,D5,F#4,D4,D4,F#2
1505.0000000000005,701.9318,236,1.5,r,r,r,r,r,A3,r,r,r,r,r,r,D5,r,r,D4,r
1506.0000000000005,702.3485,236,2.0,r,r,r,r,r,D3,r,r,r,r,r,r,E5,r,r,E4,r
1507.0000000000005,702.7652,236,2.5,r,r,r,r,r,F#3,r,r,r,r,r,r,F#5,r,r,F#4,r
1508.0000000000005,703.1818,237,1.0,r,r,r,r,r,B-2,r,r,r,r,r,r,G5,G4,E4,G4,E2
1509.0000000000005,703.5985,237,1.5,r,r,r,r,r,G3,r,r,r,r,r,r,G5,r,r,G4,r
1510.0000000000005,704.0152,237,2.0,r,r,r,r,r,E3,r,r,r,r,r,r,F#5,r,r,F#4,r
1511.0000000000005,704.4318,237,2.5,r,r,r,r,r,D3,r,r,r,r,r,r,G5,r,r,G4,r
1512.0000000000005,704.8485,238,1.0,r,r,r,r,r,C#3,r,r,r,r,r,r,E5,G4,E4,E4,A1
1513.0000000000005,705.2652,238,1.5,r,r,r,r,r,A3,r,r,r,r,r,r,E5,r,r,E4,r
1514.0000000000005,705.6818,238,2.0,r,r,r,r,r,G3,r,r,r,r,r,r,A5,r,r,A4,r
1515.0000000000005,706.0985,238,2.5,r,r,r,r,r,E3,r,r,r,r,r,r,A5,r,r,A4,r
1516.0000000000005,706.5152,239,1.0,r,r,r,r,r,D3,r,r,r,r,r,r,D5,F#4,D4,D4,D2
1517.0000000000005,706.9318,239,1.5,r,r,r,r,r,r,r,r,r,r,r,r,G5,r,r,G4,r
1518.0000000000005,707.3485,239,2.0,G5,r,r,G4,r,G3,r,r,r,r,r,r,D5,r,r,D4,r
1519.0000000000005,707.7652,239,2.5,G5,r,r,G4,r,G3,r,r,r,r,r,r,G5,r,r,G4,r
1520.0000000000005,708.1818,240,1.0,G5,r,r,G4,r,G3,r,r,r,r,r,r,B-4,G4,D4,B-3,B-1
1521.0000000000005,708.5985,240,1.5,G5,r,r,G4,r,G3,r,r,r,r,r,r,D5,r,r,D4,r
1522.0000000000005,709.0152,240,2.0,A5,r,r,A4,r,A3,r,r,r,r,r,r,G4,r,r,G3,r
1523.0000000000005,709.4318,240,2.5,B-5,r,r,B-4,r,B-3,r,r,r,r,r,r,B-4,r,r,B-3,r
1524.0000000000005,709.8485,241,1.0,C6,r,r,C5,r,C4,r,r,r,r,r,r,E-4,G4,E-4,E-3,A1
1525.0000000000005,710.2652,241,1.5,C6,r,r,C5,r,C4,r,r,r,r,r,r,C5,r,r,C4,r
1526.0000000000005,710.6818,241,2.0,B-5,r,r,B-4,r,B-3,r,r,r,r,r,r,A4,r,r,A3,r
1527.0000000000005,711.0985,241,2.5,C6,r,r,C5,r,C4,r,r,r,r,r,r,G4,r,r,G3,r
1528.0000000000005,711.5152,242,1.0,A5,r,r,A4,r,A3,r,r,r,r,r,r,F#4,F#4,D4,F#3,D2
1529.0000000000005,711.9318,242,1.5,A5,r,r,A4,r,A3,r,r,r,r,r,r,D5,r,r,D4,r
1530.0000000000005,712.3485,242,2.0,D6,r,r,D5,r,D4,r,r,r,r,r,r,C5,r,r,C4,r
1531.0000000000005,712.7652,242,2.5,D6,r,r,D5,r,D4,r,r,r,r,r,r,A4,r,r,A3,r
