qstamp,tstamp,measure,beat,Flute,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Bb (alto) Horn 1,Bb (alto) Horn 2,Bb Trumpet 1,Bb Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
1532.0000000000005,713.1818,243,1.0,G5,r,r,G4,r,G3,r,r,r,r,r,r,G5,G4,D4,G3,G2
1533.0000000000005,713.5985,243,1.5,r,G5,D5,G4,D4,r,r,r,r,r,r,r,G5,G4,r,r,r
1534.0000000000005,714.0152,243,2.0,r,D5,B-4,D4,B-3,r,r,r,r,r,r,r,G5,G4,r,r,r
1535.0000000000005,714.4318,243,2.5,r,G5,D5,G4,D4,r,r,r,r,r,r,r,G5,G4,r,r,r
1536.0000000000005,714.8485,244,1.0,r,r,r,r,r,r,r,r,r,r,r,r,G5,G4,E-4,G3,G2
1537.0000000000005,715.2652,244,1.5,r,G5,E-5,G4,E-4,r,r,r,r,r,r,r,G5,G4,r,r,r
1538.0000000000005,715.6818,244,2.0,r,E-5,B-4,E-4,B-3,r,r,r,r,r,r,r,G#5,G#4,r,r,r
1539.0000000000005,716.0985,244,2.5,r,G5,E-5,G4,E-4,r,r,r,r,r,r,r,B-5,B-4,r,r,r
1540.0000000000005,716.5152,245,1.0,r,r,r,r,r,r,r,r,r,r,r,r,C6,C5,E-4,F3,F2
1541.0000000000005,716.9318,245,1.5,r,G#5,E-5,G#4,E-4,r,r,r,r,r,r,r,C6,C5,r,r,r
1542.0000000000005,717.3485,245,2.0,r,E-5,C5,E-4,C4,r,r,r,r,r,r,r,B-5,B-4,r,r,r
1543.0000000000005,717.7652,245,2.5,r,G#5,E-5,G#4,E-4,r,r,r,r,r,r,r,C6,C5,r,r,r
1544.0000000000005,718.1818,246,1.0,r,r,r,r,r,r,r,r,r,r,r,r,D6,D5,F4,B-2,B-1
1545.0000000000005,718.5985,246,1.5,r,G#5,F5,G#4,F4,r,r,r,r,r,r,r,D6,D5,r,r,r
1546.0000000000005,719.0152,246,2.0,r,F5,B-4,F4,B-3,r,r,r,r,r,r,r,C6,C5,r,r,r
1547.0000000000005,719.4318,246,2.5,r,G#5,F5,G#4,F4,r,r,r,r,r,r,r,D6,D5,r,r,r
1548.0000000000005,719.8485,247,1.0,G6,G5,E-5,E-5,E-5,G4,r,r,r,r,r,r,E-6,E-5,E-4,E-3,E-2
1549.0000000000005,720.2652,247,1.5,E-6,r,r,E-5,E-5,E-4,r,r,r,r,r,r,r,r,r,r,r
1550.0000000000005,720.6818,247,2.0,B-5,r,r,E-5,E-5,B-3,r,r,r,r,r,r,r,r,r,r,r
1551.0000000000005,721.0985,247,2.5,E-6,r,r,E-5,E-5,E-4,r,r,r,r,r,r,r,r,r,r,r
1552.0000000000005,721.5152,248,1.0,G5,r,r,E-5,E-5,G3,r,r,r,r,r,r,E-5,G4,E-4,G3,G2
1553.0000000000005,721.9318,248,1.5,B-5,r,r,E-5,E-5,B-3,r,r,r,r,r,r,r,r,r,r,r
1554.0000000000005,722.3485,248,2.0,E-5,r,r,F5,F5,E-3,r,r,r,r,r,r,r,r,r,r,r
1555.0000000000005,722.7652,248,2.5,G5,r,r,G5,G5,G3,r,r,r,r,r,r,r,r,r,r,r
1556.0000000000005,723.1818,249,1.0,C5,r,r,G#5,G#5,C3,r,r,r,r,r,r,E-5,G#4,E-4,F3,F2
1557.0000000000005,723.5985,249,1.5,G#5,r,r,G#5,G#5,G#3,r,r,r,r,r,r,r,r,r,r,r
1558.0000000000005,724.0152,249,2.0,F5,r,r,G5,G5,F3,r,r,r,r,r,r,r,r,r,r,r
1559.0000000000005,724.4318,249,2.5,E-5,r,r,G#5,G#5,E-3,r,r,r,r,r,r,r,r,r,r,r
1560.0000000000005,724.8485,250,1.0,D5,r,r,F5,F5,D3,r,r,r,r,r,r,D5,G#4,F4,B-2,B-1
1561.0000000000005,725.2652,250,1.5,B-5,r,r,F5,F5,B-3,r,r,r,r,r,r,r,r,r,r,r
1562.0000000000005,725.6818,250,2.0,G#5,r,r,B-5,B-5,G#3,r,r,r,r,r,r,r,r,r,r,r
1563.0000000000005,726.0985,250,2.5,F5,r,r,B-5,B-5,F3,r,r,r,r,r,r,r,r,r,r,r
1564.0000000000005,726.5152,251,1.0,E-5,r,r,G5,E-5,E-3,r,r,r,r,r,r,E-5,E-4,G4,E-3,E-2
1565.0000000000005,726.9318,251,1.5,r,G5,E-5,G5,E-5,r,r,r,r,r,r,r,E-5,E-4,r,r,r
1566.0000000000005,727.3485,251,2.0,r,E-5,B-4,G5,E-5,r,r,r,r,r,r,r,E-5,E-4,r,r,r
1567.0000000000005,727.7652,251,2.5,r,G5,E-5,G5,E-5,G4,E-4,r,r,r,r,r,E-5,E-4,r,r,r
1568.0000000000005,728.1818,252,1.0,E-6,r,r,G5,E-5,E-4,C4,r,r,r,r,r,E-5,E-4,E-4,C3,C2
1569.0000000000005,728.5985,252,1.5,E-6,G5,E-5,G5,E-5,G4,E-4,r,r,r,r,r,E-5,E-4,r,r,r
1570.0000000000005,729.0152,252,2.0,E-6,E-5,B-4,G5,E-5,r,r,r,r,r,r,r,F5,F4,r,r,r
1571.0000000000005,729.4318,252,2.5,E-6,G5,E-5,G5,E-5,E-4,C4,r,r,r,r,r,G5,G4,r,r,r
1572.0000000000005,729.8485,253,1.0,E-6,r,r,F5,E-5,C4,G#3,r,r,r,r,r,G#5,G#4,E-4,G#2,G#1
1573.0000000000005,730.2652,253,1.5,E-6,F5,E-5,F5,E-5,F4,C4,r,r,r,r,r,G#5,G#4,r,r,r
1574.0000000000005,730.6818,253,2.0,E-6,E-5,C5,F5,E-5,r,r,r,r,r,r,r,G5,G4,r,r,r
1575.0000000000005,731.0985,253,2.5,E-6,F5,E-5,F5,E-5,C4,G#3,r,r,r,r,r,G#5,G#4,r,r,r
1576.0000000000005,731.5152,254,1.0,D6,r,r,F5,D5,B-3,F3,r,r,r,r,r,F5,F4,D4,B-2,B-1
1577.0000000000005,731.9318,254,1.5,D6,F5,D5,F5,D5,D4,B-3,r,r,r,r,r,F5,F4,r,r,r
1578.0000000000005,732.3485,254,2.0,D6,D5,B-4,F5,D5,r,r,r,r,r,r,r,B-5,B-4,r,r,r
1579.0000000000005,732.7652,254,2.5,D6,F5,D5,F5,D5,D4,B-3,r,r,r,r,r,r,r,r,r,r
1579.5000000000005,732.9735,254,2.75,D6,F5,D5,F5,D5,D4,B-3,r,r,r,r,r,B-5,B-4,r,r,r
1579.6667000000004,733.0429,254,2.8333,D6,F5,D5,F5,D5,D4,B-3,r,r,r,r,r,C6,C5,r,r,r
1579.8333000000005,733.1124,254,2.9167,D6,F5,D5,F5,D5,D4,B-3,r,r,r,r,r,C6,C5,r,r,r
1580.0000000000005,733.1818,255,1.0,E-6,G5,E-5,B-4,G4,E-4,E-3,E-5,E-5,E-5,E-5,r,E-6,G5,E-5,E-4,E-3
1581.0000000000005,733.5985,255,1.5,E-6,G5,E-5,B-4,G4,E-4,E-3,E-5,E-5,E-5,E-5,r,E-6,G5,B-4,B-3,B-2
1582.0000000000005,734.0152,255,2.0,E-6,G5,E-5,B-4,G4,E-4,E-3,E-5,E-5,E-5,E-5,r,E-6,G5,G4,G3,G2
1583.0000000000005,734.4318,255,2.5,E-6,G5,E-5,B-4,G4,E-4,E-3,E-5,E-5,E-5,E-5,r,E-6,G5,B-4,B-3,B-2
1584.0000000000005,734.8485,256,1.0,E-6,G5,E-5,B-4,G4,E-4,E-3,E-5,E-5,E-5,E-5,r,E-6,G5,B-4,B-3,B-2
1585.0000000000005,735.2652,256,1.5,E-6,G5,E-5,B-4,G4,E-4,E-3,E-5,E-5,E-5,E-5,r,E-6,G5,G4,G3,G2
1586.0000000000005,735.6818,256,2.0,E-6,G5,E-5,B-4,G4,E-4,E-3,E-5,E-5,E-5,E-5,r,E-6,G5,E-4,E-3,E-2
1587.0000000000005,736.0985,256,2.5,E-6,G5,E-5,B-4,G4,E-4,E-3,E-5,E-5,E-5,E-5,r,E-6,G5,G4,G3,G2
1587.5000000000005,736.3068,256,2.75,E-6,G5,E-5,B-4,G4,E-4,E-3,E-5,E-5,E-5,E-5,r,B-5,G5,G4,G3,G2
1587.6667000000004,736.3763,256,2.8333,E-6,G5,E-5,B-4,G4,E-4,E-3,E-5,E-5,E-5,E-5,r,C6,G5,G4,G3,G2
1587.8333000000005,736.4457,256,2.9167,E-6,G5,E-5,B-4,G4,E-4,E-3,E-5,E-5,E-5,E-5,r,C6,G5,G4,G3,G2
1588.0000000000005,736.5152,257,1.0,E-6,G5,E-5,B-4,G4,E-4,E-3,E-5,E-5,E-5,E-5,r,E-6,G5,G4,G3,G2
1589.0000000000005,736.9318,257,1.5,E-6,G5,E-5,B-4,G4,E-4,E-3,E-5,E-5,E-5,E-5,r,E-6,G5,E-4,E-3,E-2
1590.0000000000005,737.3485,257,2.0,E-6,G5,E-5,B-4,G4,E-4,E-3,E-5,E-5,E-5,E-5,r,E-6,G5,B-3,B-2,B-1
1591.0000000000005,737.7652,257,2.5,E-6,G5,E-5,B-4,G4,E-4,E-3,E-5,E-5,E-5,E-5,r,E-6,G5,E-4,E-3,E-2
1591.5000000000005,737.9735,257,2.75,E-6,G5,E-5,B-4,G4,E-4,E-3,E-5,E-5,E-5,E-5,r,B-5,G5,E-4,E-3,E-2
1591.6667000000004,738.0429,257,2.8333,E-6,G5,E-5,B-4,G4,E-4,E-3,E-5,E-5,E-5,E-5,r,C6,G5,E-4,E-3,E-2
1591.8333000000005,738.1124,257,2.9167,E-6,G5,E-5,B-4,G4,E-4,E-3,E-5,E-5,E-5,E-5,r,C6,G5,E-4,E-3,E-2
1592.0000000000005,738.1818,258,1.0,E-6,G5,E-5,B-4,G4,E-4,E-3,E-5,E-5,E-5,E-5,r,E-6,G5,E-4,E-3,E-2
1593.0000000000005,738.5985,258,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,B-3,B-2,B-1
1593.5000000000005,738.8068,258,1.75,r,r,r,r,r,r,r,r,r,r,r,r,B-5,G5,B-3,B-2,B-1
1593.6667000000004,738.8763,258,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,C6,G5,B-3,B-2,B-1
1593.8333000000005,738.9457,258,1.9167,r,r,r,r,r,r,r,r,r,r,r,r,C6,G5,B-3,B-2,B-1
1594.0000000000005,739.0152,258,2.0,E-6,G5,E-5,B-4,G4,E-4,E-3,E-5,E-5,E-5,E-5,r,E-6,G5,G3,G2,G1
1595.0000000000005,739.4318,258,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,B-3,B-2,B-1
1595.5000000000005,739.6402,258,2.75,r,r,r,r,r,r,r,r,r,r,r,r,B-5,G5,B-3,B-2,B-1
1595.6667000000004,739.7096,258,2.8333,r,r,r,r,r,r,r,r,r,r,r,r,C6,G5,B-3,B-2,B-1
1595.8333000000005,739.779,258,2.9167,r,r,r,r,r,r,r,r,r,r,r,r,C6,G5,B-3,B-2,B-1
1596.0000000000005,739.8485,259,1.0,E-6,G5,E-5,B-4,G4,E-4,E-3,E-5,E-5,E-5,E-5,r,E-6,G5,G3,E-2,E-1
1597.0000000000005,740.2652,259,1.5,r,r,r,r,r,r,r,r,r,r,r,r,B-5,r,r,r,r
1598.0000000000005,740.6818,259,2.0,r,r,r,r,r,r,r,r,r,r,r,r,G5,r,r,r,r
1599.0000000000005,741.0985,259,2.5,r,r,r,r,r,r,r,r,r,r,r,r,B-5,G5,r,r,r
1600.0000000000005,741.5152,260,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,r,r,r
1601.0000000000005,741.9318,260,1.5,r,r,r,r,r,r,r,r,r,r,r,r,G5,G5,r,r,r
1602.0000000000005,742.3485,260,2.0,r,r,r,r,r,r,r,r,r,r,r,r,E-5,r,r,r,r
1603.0000000000005,742.7652,260,2.5,r,r,r,r,r,r,r,r,r,r,r,r,G5,E-5,r,r,r
1604.0000000000005,743.1818,261,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,r
1605.0000000000005,743.5985,261,1.5,r,r,r,r,r,r,r,r,r,r,r,r,E-5,E-5,r,r,r
1606.0000000000005,744.0152,261,2.0,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,r,r
1607.0000000000005,744.4318,261,2.5,r,r,r,r,r,r,r,r,r,r,r,r,E-5,B-4,r,r,r
1608.0000000000005,744.8485,262,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r
1609.0000000000005,745.2652,262,1.5,r,r,r,r,r,r,r,r,r,r,r,r,B-4,B-4,r,r,r
1610.0000000000005,745.6818,262,2.0,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r
1611.5000000000005,746.3068,262,2.75,r,r,r,r,r,r,r,r,r,r,r,r,B5,r,r,r,r
1611.7500000000005,746.411,262,2.875,r,r,r,r,r,r,r,r,r,r,r,r,C6,r,r,r,r
1612.0000000000005,746.5152,263,1.0,D6,B5,D5,F5,D5,D4,B3,D5,D5,D5,D5,r,D6,F5,G4,G4,G3
1613.0000000000005,746.9318,263,1.5,D6,B5,D5,F5,D5,D4,B3,D5,D5,D5,D5,r,D6,F5,D5,D4,D3
1614.0000000000005,747.3485,263,2.0,D6,B5,D5,F5,D5,D4,B3,D5,D5,D5,D5,r,D6,F5,B4,B3,B-2
1615.0000000000005,747.7652,263,2.5,D6,B5,D5,F5,D5,D4,B3,D5,D5,D5,D5,r,D6,F5,D5,D4,D3
1616.0000000000005,748.1818,264,1.0,D6,B5,D5,F5,D5,D4,B3,D5,D5,D5,D5,r,D6,F5,D5,D4,D3
1617.0000000000005,748.5985,264,1.5,D6,B5,D5,F5,D5,D4,B3,D5,D5,D5,D5,r,D6,F5,B4,B3,B-2
1618.0000000000005,749.0152,264,2.0,D6,B5,D5,F5,D5,D4,B3,D5,D5,D5,D5,r,D6,F5,G4,G3,G2
1619.0000000000005,749.4318,264,2.5,D6,B5,D5,F5,D5,D4,B3,D5,D5,D5,D5,r,D6,F5,B4,B3,B-2
1619.5000000000005,749.6402,264,2.75,D6,B5,D5,F5,D5,D4,B3,D5,D5,D5,D5,r,B5,F5,B4,B3,B-2
1619.7500000000005,749.7443,264,2.875,D6,B5,D5,F5,D5,D4,B3,D5,D5,D5,D5,r,C6,F5,B4,B3,B-2
1620.0000000000005,749.8485,265,1.0,D6,B5,D5,F5,D5,D4,B3,D5,D5,D5,D5,r,D6,F5,B4,B3,B-2
1621.0000000000005,750.2652,265,1.5,D6,B5,D5,F5,D5,D4,B3,D5,D5,D5,D5,r,D6,F5,G4,G3,G2
1622.0000000000005,750.6818,265,2.0,D6,B5,D5,F5,D5,D4,B3,D5,D5,D5,D5,r,D6,F5,D4,D3,D2
1623.0000000000005,751.0985,265,2.5,D6,B5,D5,F5,D5,D4,B3,D5,D5,D5,D5,r,D6,F5,G4,G3,G2
1623.5000000000005,751.3068,265,2.75,D6,B5,D5,F5,D5,D4,B3,D5,D5,D5,D5,r,B5,F5,G4,G3,G2
1623.7500000000005,751.411,265,2.875,D6,B5,D5,F5,D5,D4,B3,D5,D5,D5,D5,r,C6,F5,G4,G3,G2
1624.0000000000005,751.5152,266,1.0,D6,B5,D5,F5,D5,D4,B3,D5,D5,D5,D5,r,D6,F5,G4,G3,G2
1625.0000000000005,751.9318,266,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,D4,D3,D2
1625.5000000000005,752.1402,266,1.75,r,r,r,r,r,r,r,r,r,r,r,r,B5,F5,D4,D3,D2
1625.7500000000005,752.2443,266,1.875,r,r,r,r,r,r,r,r,r,r,r,r,C6,F5,D4,D3,D2
1626.0000000000005,752.3485,266,2.0,D6,B5,D5,F5,D5,D4,B3,D5,D5,D5,D5,r,D6,F5,B3,B-2,B1
1627.0000000000005,752.7652,266,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,D4,D3,D2
1627.5000000000005,752.9735,266,2.75,r,r,r,r,r,r,r,r,r,r,r,r,B5,F5,D4,D3,D2
1627.7500000000005,753.0777,266,2.875,r,r,r,r,r,r,r,r,r,r,r,r,C6,F5,D4,D3,D2
1628.0000000000005,753.1818,267,1.0,D6,B5,D5,F5,D5,D4,B3,D5,D5,D5,D5,r,D6,F5,G3,G2,G1
1629.0000000000005,753.5985,267,1.5,r,r,r,r,r,r,r,r,r,r,r,r,B5,r,r,r,r
1630.0000000000005,754.0152,267,2.0,r,r,r,r,r,r,r,r,r,r,r,r,G5,r,r,r,r
1631.0000000000005,754.4318,267,2.5,r,r,r,r,r,r,r,r,r,r,r,r,B5,G5,r,r,r
1632.0000000000005,754.8485,268,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,r,r,r
1633.0000000000005,755.2652,268,1.5,r,r,r,r,r,r,r,r,r,r,r,r,G5,G5,r,r,r
1634.0000000000005,755.6818,268,2.0,r,r,r,r,r,r,r,r,r,r,r,r,D5,r,r,r,r
1635.0000000000005,756.0985,268,2.5,r,r,r,r,r,r,r,r,r,r,r,r,G5,D5,r,r,r
1636.0000000000005,756.5152,269,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,r,r,r
1637.0000000000005,756.9318,269,1.5,r,r,r,r,r,r,r,r,r,r,r,r,D5,D5,r,r,r
1638.0000000000005,757.3485,269,2.0,r,r,r,r,r,r,r,r,r,r,r,r,B4,r,r,r,r
1639.0000000000005,757.7652,269,2.5,r,r,r,r,r,r,r,r,r,r,r,r,D5,B4,r,r,r
1640.0000000000005,758.1818,270,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r
1641.0000000000005,758.5985,270,1.5,r,r,r,r,r,r,r,r,r,r,r,r,B4,B4,r,r,r
1642.0000000000005,759.0152,270,2.0,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r
1643.5000000000005,759.6402,270,2.75,r,r,r,r,r,r,r,r,r,r,r,r,B-5,r,r,r,r
1643.7500000000005,759.7443,270,2.875,r,r,r,r,r,r,r,r,r,r,r,r,C6,r,r,r,r
1644.0000000000005,759.8485,271,1.0,C#6,B-5,C#5,E5,G4,C#4,G3,B-4,B-3,B-4,B-3,B-2,C#6,B-5,G4,G4,G3
1645.0000000000005,760.2652,271,1.5,C#6,B-5,C#5,E5,G4,C#4,G3,B-4,B-3,B-4,B-3,B-2,C#6,B-5,E5,E4,E3
1646.0000000000005,760.6818,271,2.0,C#6,B-5,C#5,E5,G4,C#4,G3,B-4,B-3,B-4,B-3,B-2,C#6,B-5,C#5,C#4,C#3
1647.0000000000005,761.0985,271,2.5,C#6,B-5,C#5,E5,G4,C#4,G3,B-4,B-3,B-4,B-3,B-2,C#6,B-5,E5,E4,E3
1648.0000000000005,761.5152,272,1.0,C#6,B-5,C#5,E5,G4,C#4,G3,B-4,B-3,B-4,B-3,B-2,C#6,B-5,E5,E4,E3
1649.0000000000005,761.9318,272,1.5,C#6,B-5,C#5,E5,G4,C#4,G3,B-4,B-3,B-4,B-3,B-2,C#6,B-5,C#5,C#4,C#3
1650.0000000000005,762.3485,272,2.0,C#6,B-5,C#5,E5,G4,C#4,G3,B-4,B-3,B-4,B-3,B-2,C#6,B-5,B-4,B-3,B-2
1651.0000000000005,762.7652,272,2.5,C#6,B-5,C#5,E5,G4,C#4,G3,B-4,B-3,B-4,B-3,B-2,C#6,B-5,C#5,C#4,C#3
1651.5000000000005,762.9735,272,2.75,C#6,B-5,C#5,E5,G4,C#4,G3,B-4,B-3,B-4,B-3,B-2,B-5,B-5,C#5,C#4,C#3
1651.7500000000005,763.0777,272,2.875,C#6,B-5,C#5,E5,G4,C#4,G3,B-4,B-3,B-4,B-3,B-2,C6,B-5,C#5,C#4,C#3
1652.0000000000005,763.1818,273,1.0,C#6,B-5,C#5,E5,G4,C#4,G3,B-4,B-3,B-4,B-3,B-2,C#6,B-5,C#5,C#4,C#3
1653.0000000000005,763.5985,273,1.5,C#6,B-5,C#5,E5,G4,C#4,G3,B-4,B-3,B-4,B-3,B-2,C#6,B-5,B-4,B-3,B-2
1654.0000000000005,764.0152,273,2.0,C#6,B-5,C#5,E5,G4,C#4,G3,B-4,B-3,B-4,B-3,B-2,C#6,B-5,G4,G3,G2
1655.0000000000005,764.4318,273,2.5,C#6,B-5,C#5,E5,G4,C#4,G3,B-4,B-3,B-4,B-3,B-2,C#6,B-5,B-4,B-3,B-2
1655.5000000000005,764.6402,273,2.75,C#6,B-5,C#5,E5,G4,C#4,G3,B-4,B-3,B-4,B-3,B-2,B-5,B-5,B-4,B-3,B-2
1655.7500000000005,764.7443,273,2.875,C#6,B-5,C#5,E5,G4,C#4,G3,B-4,B-3,B-4,B-3,B-2,C6,B-5,B-4,B-3,B-2
1656.0000000000005,764.8485,274,1.0,C#6,B-5,C#5,E5,G4,C#4,G3,B-4,B-3,B-4,B-3,B-2,C#6,B-5,G4,G3,G2
1657.0000000000005,765.2652,274,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,E4,E3,E2
1657.5000000000005,765.4735,274,1.75,r,r,r,r,r,r,r,r,r,r,r,r,B-5,B-5,E4,E3,E2
1657.7500000000005,765.5777,274,1.875,r,r,r,r,r,r,r,r,r,r,r,r,C6,B-5,E4,E3,E2
1658.0000000000005,765.6818,274,2.0,C#6,B-5,C#5,E5,G4,C#4,G3,B-4,B-3,B-4,B-3,B-2,C#6,B-5,C#4,C#3,C#2
1659.0000000000005,766.0985,274,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,B-3,B-2,B-1
1659.5000000000005,766.3068,274,2.75,r,r,r,r,r,r,r,r,r,r,r,r,B-5,B-5,B-3,B-2,B-1
1659.7500000000005,766.411,274,2.875,r,r,r,r,r,r,r,r,r,r,r,r,C6,B-5,B-3,B-2,B-1
1660.0000000000005,766.5152,275,1.0,C#6,B-5,C#5,E5,G4,C#4,G3,B-4,B-3,B-4,B-3,B-2,C#6,B-5,G3,G2,G1
1661.0000000000005,766.9318,275,1.5,r,r,r,r,r,r,r,r,r,r,r,r,B-5,r,r,r,r
1662.0000000000005,767.3485,275,2.0,r,r,r,r,r,r,r,r,r,r,r,r,G5,r,r,r,r
1663.0000000000005,767.7652,275,2.5,r,r,r,r,r,r,r,r,r,r,r,r,B-5,G5,r,r,r
1664.0000000000005,768.1818,276,1.0,C#6,B-5,C#5,E5,G4,C#4,G3,B-4,B-3,B-4,B-3,B-2,r,E5,B-3,G2,G1
1665.0000000000005,768.5985,276,1.5,r,r,r,r,r,r,r,r,r,r,r,r,G5,G5,r,r,r
1666.0000000000005,769.0152,276,2.0,r,r,r,r,r,r,r,r,r,r,r,r,E5,r,r,r,r
1667.0000000000005,769.4318,276,2.5,r,r,r,r,r,r,r,r,r,r,r,r,G5,E5,r,r,r
1668.0000000000005,769.8485,277,1.0,C#6,B-5,C#5,E5,G4,C#4,G3,B-4,B-3,B-4,B-3,B-2,r,C#5,B-3,G2,G1
1669.0000000000005,770.2652,277,1.5,r,r,r,r,r,r,r,r,r,r,r,r,E5,E5,r,r,r
1670.0000000000005,770.6818,277,2.0,r,r,r,r,r,r,r,r,r,r,r,r,C#5,r,r,r,r
1671.0000000000005,771.0985,277,2.5,r,r,r,r,r,r,r,r,r,r,r,r,E5,C#5,r,r,r
1672.0000000000005,771.5152,278,1.0,C#6,B-5,C#5,E5,G4,C#4,G3,B-4,B-3,B-4,B-3,B-2,r,B-4,B-3,G2,G1
1673.0000000000005,771.9318,278,1.5,r,r,r,r,r,r,r,r,r,r,r,r,C#5,C#5,r,r,r
1674.0000000000005,772.3485,278,2.0,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,r,r
1675.0000000000005,772.7652,278,2.5,r,r,r,r,r,r,r,r,r,r,r,r,C#5,B-4,r,r,r
1676.0000000000005,773.1818,279,1.0,C#6,B-5,C#5,E5,G4,C#4,G3,B-4,B-3,B-4,B-3,B-2,r,G4,B-3,G2,G1
1677.0000000000005,773.5985,279,1.5,r,r,r,r,r,r,r,r,r,r,r,r,B-4,B-4,r,r,r
1678.0000000000005,774.0152,279,2.0,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r
1679.0000000000005,774.4318,279,2.5,r,r,r,r,r,r,r,r,r,r,r,r,B-4,G4,r,r,r
1680.0000000000005,774.8485,280,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,r
1681.0000000000005,775.2652,280,1.5,r,r,r,r,r,r,r,r,r,r,r,r,C#5,G4,r,r,r
1682.0000000000005,775.6818,280,2.0,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,r,r
1683.0000000000005,776.0985,280,2.5,r,r,r,r,r,r,r,r,r,r,r,r,C#5,G4,r,r,r
1684.0000000000005,776.5152,281,1.0,C#6,B-5,C#5,E5,G4,C#4,G3,B-4,B-3,B-4,B-3,B-2,r,E4,B-3,G2,G1
1685.0000000000005,776.9318,281,1.5,r,r,r,r,r,r,r,r,r,r,r,r,B-4,G4,r,r,r
1686.0000000000005,777.3485,281,2.0,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r
1687.0000000000005,777.7652,281,2.5,r,r,r,r,r,r,r,r,r,r,r,r,B-4,G4,r,r,r
1688.0000000000005,778.1818,282,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,r
1689.0000000000005,778.5985,282,1.5,r,r,r,r,r,r,r,r,r,r,r,r,C#5,G4,r,r,r
1690.0000000000005,779.0152,282,2.0,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,r,r
1691.0000000000005,779.4318,282,2.5,r,r,r,r,r,r,r,r,r,r,r,r,C#5,G4,r,r,r
1692.0000000000005,779.8485,283,1.0,C#6,B-5,C#5,E5,G4,C#4,G3,B-4,B-3,B-4,B-3,B-2,r,E4,B-3,G2,G1
1693.0000000000005,780.2652,283,1.5,r,r,r,r,r,r,r,r,r,r,r,r,C#5,r,r,r,r
1694.0000000000005,780.6818,283,2.0,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,r,r
1695.0000000000005,781.0985,283,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r
1696.0000000000005,781.5152,284,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,r
1697.0000000000005,781.9318,284,1.5,r,r,r,r,r,r,r,r,r,r,r,r,C#5,r,r,r,r
1698.0000000000005,782.3485,284,2.0,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,r,r
1699.0000000000005,782.7652,284,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r
1700.0000000000005,783.1818,285,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,r
1701.0000000000005,783.5985,285,1.5,r,r,r,r,r,r,r,r,r,r,r,r,C#5,r,r,r,r
1702.0000000000005,784.0152,285,2.0,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,r,r
1703.0000000000005,784.4318,285,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r
1704.0000000000005,784.8485,286,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,r
1705.0000000000005,785.2652,286,1.5,r,r,r,r,r,r,r,r,r,r,r,r,C#5,r,r,r,r
1706.0000000000005,785.6818,286,2.0,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,r,r
1707.0000000000005,786.0985,286,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r
1708.0000000000005,786.5152,287,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,r
1709.0000000000005,786.9318,287,1.5,r,r,r,r,r,r,r,r,r,r,r,r,C#5,r,r,r,r
