score_qstamp,qstamp,measure,beat,729163_tstamp,736761_tstamp,736768_tstamp,736750_tstamp,736757_tstamp
40.0,40.0,11,1.0,45.4436,52.8544,60.918,55.9236,48.6636
41.0,41.0,11,1.5,46.5727,54.1327,62.1927,57.2527,49.5727
42.0,42.0,11,2.0,47.5002,55.3018,63.3618,58.3418,50.4818
43.0,43.0,11,2.5,48.5818,56.5509,64.6109,59.7945,51.4309
44.0,44.0,12,1.0,49.62,57.76,65.84,61.02,52.46
45.0,45.0,12,1.5,50.6491,58.9255,67.0055,62.2091,53.4473
46.0,46.0,12,2.0,51.7728,60.2202,68.282,63.5528,54.4182
47.0,47.0,12,2.5,52.8273,61.3946,69.4546,64.7473,55.5146
48.0,48.0,13,1.0,54.026,62.5128,70.5476,66.406,56.5348
52.0,52.0,14,1.0,58.4727,68.8197,76.8051,71.7934,61.8527
54.0,54.0,14,2.0,60.3709,70.8509,78.9509,73.9109,64.2945
56.0,56.0,15,1.0,62.4491,73.5691,81.5891,76.3891,66.9091
58.0,58.0,15,2.0,64.5419,76.0673,84.0073,78.9273,69.4787
60.0,60.0,16,1.0,66.5655,78.6455,86.7255,81.2055,71.5455
61.0,61.0,16,1.5,67.5145,79.8145,87.8545,82.3215,72.8745
62.0,62.0,16,2.0,68.5324,81.138,89.1032,83.5636,74.0356
63.0,63.0,16,2.5,69.7327,82.5527,90.6927,85.0381,75.3327
64.0,64.0,17,1.0,71.1018,84.2636,92.3418,87.5436,77.1818
68.0,68.0,18,1.0,74.9582,89.7964,98.0582,91.7582,81.9782
69.0,69.0,18,1.5,75.9673,90.8073,98.8836,92.9673,82.8873
70.0,70.0,18,2.0,77.0007,92.0764,100.1364,94.2164,83.8164
71.0,71.0,18,2.5,77.8455,93.1455,101.2255,95.2855,84.8055
72.0,72.0,19,1.0,78.7545,94.5865,102.6465,96.664,85.7835
73.0,73.0,19,1.5,79.6836,95.6944,103.7436,97.7436,86.8236
74.0,74.0,19,2.0,80.6054,96.9727,105.0327,98.9435,87.7927
75.0,75.0,19,2.5,81.7836,98.289,106.349,100.4708,88.9472
76.0,76.0,20,1.0,82.9345,99.9981,108.0672,101.9254,90.2072
77.0,77.0,20,1.5,83.9,101.22,109.28,103.16,91.2
78.0,78.0,20,2.0,84.9091,102.6291,110.6491,104.2891,92.1691
79.0,79.0,20,2.5,85.8182,103.8782,111.9382,105.7982,93.0782
80.0,80.0,21,1.0,86.6673,105.0673,113.0873,106.7473,93.9873
81.0,81.0,21,1.5,87.6164,106.3748,114.424,107.9732,95.1456
82.0,82.0,21,2.0,88.8655,107.9255,115.9855,109.3055,96.3255
83.0,83.0,21,2.5,89.8035,109.018,117.078,110.7955,97.414
84.0,84.0,22,1.0,91.0272,110.476,118.5524,112.2236,98.4236
85.0,85.0,22,1.5,91.8727,111.6727,119.8927,113.1327,99.3927
86.0,86.0,22,2.0,92.6418,112.8818,120.9418,114.1872,100.3018
87.0,87.0,22,2.5,93.7109,114.2944,122.3108,116.0599,101.2509
88.0,88.0,23,1.0,94.76,115.36,123.32,117.18,102.2
89.0,89.0,23,1.5,95.9805,116.6091,124.4491,118.6491,103.3691
90.0,90.0,23,2.0,96.7982,117.6382,125.5982,119.5764,104.2182
91.0,91.0,23,2.5,97.8438,118.8133,126.8787,121.0273,105.273
92.0,92.0,24,1.0,98.8164,119.9564,128.0164,122.2364,106.2964
93.0,93.0,24,1.5,99.815,120.9495,128.995,123.5095,107.3025
94.0,94.0,24,2.0,100.7945,122.0815,130.0945,124.7705,108.4345
95.0,95.0,24,2.5,101.8708,123.2144,131.2708,125.9636,109.3472
96.0,96.0,25,1.0,103.0127,124.3251,132.3851,127.3902,110.3489
97.0,97.0,25,1.5,104.1218,125.5618,133.6618,128.9018,111.5418
98.0,98.0,25,2.0,105.0109,126.5109,134.5909,130.2909,112.4509
99.0,99.0,25,2.5,105.92,127.58,135.58,131.2,113.2
100.0,100.0,26,1.0,106.9091,128.5891,136.6491,132.3891,114.1891
101.0,101.0,26,1.5,107.7982,129.5582,137.6182,133.9582,114.9982
102.0,102.0,26,2.0,108.7492,130.6765,138.7565,134.9273,115.9365
103.0,103.0,26,2.5,109.7128,131.8564,139.9564,135.9564,116.9164
104.0,104.0,27,1.0,110.811,132.9255,140.971,137.4655,117.9455
105.0,105.0,27,1.5,111.7345,134.0945,142.1545,139.1345,118.8745
106.0,106.0,27,2.0,112.6616,135.1636,143.2436,140.0436,119.8036
107.0,107.0,27,2.5,113.7527,136.0927,144.1727,140.9527,120.7927
108.0,108.0,28,1.0,114.7818,137.4236,145.4818,142.4618,121.8636
109.0,109.0,28,1.5,115.6909,138.4309,146.3909,144.0109,122.7909
110.0,110.0,28,2.0,116.6,139.42,147.48,144.92,123.7
111.0,111.0,28,2.5,117.7182,140.3891,148.4691,145.9291,124.6382
112.0,112.0,29,1.0,118.7182,141.7782,149.7982,147.7582,125.5764
113.0,113.0,29,1.5,119.6273,142.7146,150.7346,149.6073,126.5073
114.0,114.0,29,2.0,120.6364,143.7964,151.8564,150.5164,127.4564
115.0,115.0,29,2.5,121.8055,144.9655,153.0455,151.4255,128.6055
116.0,116.0,30,1.0,122.8145,146.4945,154.3945,153.0145,129.6945
117.0,117.0,30,1.5,123.7836,147.4144,155.478,153.9236,130.638
118.0,118.0,30,2.0,124.8127,148.4127,156.7727,155.0054,131.6727
119.0,119.0,30,2.5,125.7618,149.6836,157.7654,156.7418,132.6162
120.0,120.0,31,1.0,126.7909,150.9454,158.9709,157.9509,133.6709
121.0,121.0,31,1.5,127.72,151.9,159.96,159.28,134.6
122.0,122.0,31,2.0,128.8346,153.473,161.533,160.4928,135.6019
123.0,123.0,31,2.5,129.7982,154.6982,162.7582,161.7982,136.5982
124.0,124.0,32,1.0,130.8673,155.6819,163.7546,163.0673,137.7273
125.0,125.0,32,1.5,131.9364,156.8764,164.9364,164.3892,138.6964
126.0,126.0,32,2.0,133.0655,158.0655,166.1255,165.6655,139.6055
127.0,127.0,32,2.5,134.1145,159.2145,167.2945,167.136,140.5745
127.5,127.5,32,2.75,134.6491,159.8491,167.9291,167.8891,141.3582
128.0,128.0,33,1.0,135.2036,160.3288,168.5236,168.3636,141.8436
129.0,129.0,33,1.5,136.3127,161.7327,169.7927,169.9527,142.7527
130.0,130.0,33,2.0,137.2398,162.8818,170.9618,171.1618,143.6798
131.0,131.0,33,2.5,138.3709,164.1254,172.169,172.2527,144.8909
131.5,131.5,33,2.75,138.933,164.7295,172.862,173.0855,145.3675
132.0,132.0,34,1.0,139.64,165.52,173.6,173.54,146.06
134.0,134.0,34,2.0,141.8404,168.0586,176.1186,176.7364,148.1182
136.0,136.0,35,1.0,143.8444,169.9364,178.246,179.4564,150.0364
137.0,137.0,35,1.5,144.7535,171.6445,179.719,181.0655,151.0055
138.0,138.0,35,2.0,145.5635,172.4145,180.5235,182.703,151.8745
139.0,139.0,35,2.5,146.9268,173.6356,181.7796,184.3896,152.9196
140.0,140.0,36,1.0,147.9527,174.8981,182.8727,185.8727,153.9927
142.0,142.0,36,2.0,149.7509,176.9909,184.6909,188.4309,155.8109
143.5,143.5,36,2.75,151.1145,178.3745,186.0545,190.8145,157.3945
143.6,143.6,36,2.8,151.2055,178.4655,186.1455,190.9055,157.4855
143.7,143.7,36,2.85,151.2588,178.5564,186.2364,190.9964,157.5764
143.75,143.75,36,2.875,151.3018,178.6018,186.2818,191.0409,157.6218
143.8,143.8,36,2.9,151.3473,178.6473,186.3273,191.0637,157.6673
143.9,143.9,36,2.95,151.4182,178.7382,186.4182,191.1061,157.7582
144.0,144.0,37,1.0,151.5091,178.8291,186.5091,191.1691,157.8691
148.0,148.0,38,1.0,152.4888,180.5655,187.7255,193.7055,159.2455
150.0,150.0,38,2.0,152.4947,181.5636,189.5236,195.7036,161.0236
151.5,151.5,38,2.75,152.4992,182.9273,190.8873,197.2273,162.1736
151.6,151.6,38,2.8,152.4995,183.0182,190.9782,197.3182,162.2582
151.7,151.7,38,2.85,152.4998,183.1091,191.0691,197.4091,162.3491
151.75,151.75,38,2.875,152.5,183.1545,191.1145,197.4545,162.3945
151.8,151.8,38,2.9,152.54,183.2,191.16,197.5,162.44
151.9,151.9,38,2.95,152.6309,183.2909,191.2509,197.5909,162.5309
152.0,152.0,39,1.0,152.7218,183.3818,191.3418,197.6818,162.6218
155.0,155.0,39,2.5,154.1518,184.0008,192.0928,198.3918,163.1118
155.25,155.25,39,2.625,154.256,184.0077,192.0954,198.4276,163.176
155.5,155.5,39,2.75,154.3602,184.0147,192.098,198.438,163.2002
155.75,155.75,39,2.875,154.4643,184.0443,192.1243,198.4643,163.2443
156.0,156.0,40,1.0,154.5685,184.1485,192.2285,198.5685,163.3285
159.0,159.0,40,2.5,156.1785,184.9185,193.0184,199.2785,163.9985
159.25,159.25,40,2.625,156.2827,184.9627,193.0638,199.3803,164.0603
159.5,159.5,40,2.75,156.3868,185.0268,193.0868,199.3907,164.0734
159.75,159.75,40,2.875,156.491,185.131,193.191,199.411,164.131
160.0,160.0,41,1.0,156.5952,185.2152,193.2752,199.4952,164.1752
161.5,161.5,41,1.75,157.2202,185.7601,193.8402,199.8587,164.5001
161.75,161.75,41,1.875,157.3243,185.8443,193.9022,199.9443,164.5414
162.0,162.0,41,2.0,157.4285,185.9285,193.9885,200.0485,164.6085
163.5,163.5,41,2.75,157.9884,186.3217,194.3896,200.3765,164.8968
163.75,163.75,41,2.875,158.0577,186.3347,194.3954,200.4177,164.9377
164.0,164.0,42,1.0,158.1618,186.4018,194.4218,200.5218,165.0418
165.5,165.5,42,1.75,158.7534,186.6823,194.7868,200.8915,165.3549
165.75,165.75,42,1.875,158.851,186.751,194.8237,200.911,165.3596
166.0,166.0,42,2.0,158.9552,186.8552,194.8952,200.9752,165.4352
167.5,167.5,42,2.75,160.2202,187.4802,195.5602,201.385,165.7777
167.6667,167.6667,42,2.8333,160.2896,187.5496,195.6296,201.4048,165.8096
167.8333,167.8333,42,2.9167,160.3395,187.619,195.699,201.459,165.879
168.0,168.0,43,1.0,160.4085,187.6885,195.7685,201.5285,165.9485
168.5,168.5,43,1.25,160.6168,187.8968,195.9768,201.7368,166.1568
169.0,169.0,43,1.5,160.8252,188.0342,196.1852,201.8831,166.3652
169.5,169.5,43,1.75,161.0168,188.2135,196.3935,201.893,166.5735
170.0,170.0,43,2.0,161.0875,188.4218,196.5524,201.9618,166.7818
170.5,170.5,43,2.25,161.0984,188.6302,196.6902,202.1702,166.9902
171.0,171.0,43,2.5,161.2785,188.8385,196.8985,202.3785,167.1985
171.5,171.5,43,2.75,161.4734,189.0401,197.1068,202.4563,167.3605
172.0,172.0,44,1.0,161.6051,189.0446,197.3152,202.5276,167.3629
172.5,172.5,44,1.25,161.6718,189.049,197.4004,202.6604,167.3653
173.0,173.0,44,1.5,161.7006,189.0534,197.4037,202.6859,167.3677
173.5,173.5,44,1.75,161.7105,189.0579,197.407,202.8802,167.3701
174.0,174.0,44,2.0,161.7285,189.142,197.4103,203.0612,167.3725
174.5,174.5,44,2.25,161.9368,189.1569,197.4136,203.0703,167.3749
175.0,175.0,44,2.5,162.0056,189.3126,197.4169,203.0794,167.3773
175.5,175.5,44,2.75,162.0136,189.3545,197.4268,203.2735,167.3797
176.0,176.0,45,1.0,162.0602,189.3818,197.6218,203.4818,167.5618
176.5,176.5,45,1.25,162.1102,189.5102,197.7428,203.6209,167.6757
177.0,177.0,45,1.5,162.2239,189.6611,197.7493,203.6237,167.6802
177.5,177.5,45,1.75,162.2323,189.6733,197.7558,203.6265,167.6804
178.0,178.0,45,2.0,162.2552,189.7752,197.8352,203.6293,167.6805
178.5,178.5,45,2.25,162.4435,189.9035,197.9635,203.632,167.6807
179.0,179.0,45,2.5,162.4808,189.9313,198.1259,203.6348,167.6809
179.5,179.5,45,2.75,162.4947,190.0002,198.2272,203.6376,167.6811
180.0,180.0,46,1.0,162.6285,190.2085,198.2685,203.6685,167.6813
180.5,180.5,46,1.25,162.8168,190.3168,198.3795,203.7968,167.6815
181.0,181.0,46,1.5,162.8328,190.4865,198.5475,204.0,167.6817
181.5,181.5,46,1.75,162.9335,190.6014,198.6812,204.0006,167.6819
182.0,182.0,46,2.0,163.0637,190.6418,198.7018,204.0011,167.6821
182.5,182.5,46,2.25,163.0732,190.8451,198.9051,204.0016,167.6823
183.0,183.0,46,2.5,163.1385,190.9447,199.0037,204.0022,167.6824
183.5,183.5,46,2.75,163.3334,190.9546,199.0137,204.0027,167.6826
184.0,184.0,47,1.0,163.4352,191.0552,199.0952,204.0033,167.6828
185.0,185.0,47,1.5,163.5518,191.2718,199.3318,204.0043,167.6832
186.0,186.0,47,2.0,163.7885,191.4685,199.5685,204.0054,167.6836
187.0,187.0,47,2.5,163.9252,191.7252,199.7852,204.0065,167.684
188.0,188.0,48,1.0,164.1618,191.9018,199.9818,204.0076,167.6844
189.0,189.0,48,1.5,164.3785,192.1185,200.1585,204.0086,167.6847
190.0,190.0,48,2.0,164.5752,192.2752,200.3552,204.0097,167.6851
191.0,191.0,48,2.5,164.8918,192.4518,200.5118,204.0108,167.6855
192.0,192.0,49,1.0,165.0085,192.7085,200.7885,204.0119,167.6859
196.0,196.0,50,1.0,165.3973,192.972,201.5552,204.0162,167.6874
199.0,199.0,50,2.5,165.7852,193.2628,201.798,204.0194,167.6885
199.25,199.25,50,2.625,165.862,193.2744,201.7998,204.0197,167.6886
199.5,199.5,50,2.75,165.8689,193.3234,201.8468,204.02,167.6887
199.75,199.75,50,2.875,165.8758,193.3777,201.873,204.0206,167.6888
200.0,200.0,51,1.0,165.9204,193.4818,201.9418,204.0212,167.6889
203.0,203.0,51,2.5,166.3162,194.123,202.3547,204.0285,167.6901
203.25,203.25,51,2.625,166.3183,194.176,202.3566,204.0292,167.6902
203.5,203.5,51,2.75,166.3401,194.2202,202.3585,204.0298,167.6903
203.75,203.75,51,2.875,166.4043,194.3243,202.3661,204.0304,167.6904
204.0,204.0,52,1.0,166.5085,194.4285,202.4285,204.031,167.6904
205.5,205.5,52,1.75,167.0692,195.0535,203.0535,204.0347,167.691
205.75,205.75,52,1.875,167.0977,195.0795,203.1377,204.0353,167.6911
206.0,206.0,52,2.0,167.1418,195.1818,203.2418,204.0359,167.6912
207.5,207.5,52,2.75,167.7268,195.8068,203.8068,204.0396,167.6918
207.6667,207.6667,52,2.8333,167.7963,195.8763,203.8763,204.04,167.6918
207.8333,207.8333,52,2.9167,167.8657,195.9457,203.9457,204.0802,167.6919
208.0,208.0,53,1.0,167.9352,196.0152,204.0152,204.0807,167.692
208.5,208.5,53,1.25,168.0835,196.2002,204.2235,204.0824,167.6922
209.0,209.0,53,1.5,168.2718,196.2101,204.3318,204.084,167.6924
209.5,209.5,53,1.75,168.44,196.22,204.52,204.0856,167.6925
210.0,210.0,53,2.0,168.4885,196.2685,204.5685,204.0872,167.6927
211.0,211.0,53,2.5,168.7252,196.6852,204.7652,204.0904,167.6931
212.0,212.0,54,1.0,169.0033,196.8783,204.924,204.0937,167.6935
213.0,213.0,54,1.5,169.0199,197.0785,204.9321,204.0969,167.6939
214.0,214.0,54,2.0,169.3152,197.2952,204.9405,204.1013,167.6943
215.0,215.0,54,2.5,169.3718,197.4992,204.9539,204.1291,167.6946
216.0,216.0,55,1.0,169.4885,197.7085,205.1485,204.16,167.695
217.0,217.0,55,1.5,169.5852,197.9052,205.3852,204.1606,167.6954
218.0,218.0,55,2.0,169.7418,198.1218,205.8018,204.1611,167.6958
219.0,219.0,55,2.5,169.9585,198.3185,206.2185,204.1616,167.6962
220.0,220.0,56,1.0,170.1195,198.5152,206.5952,204.1621,167.6965
221.0,221.0,56,1.5,170.3118,198.8188,206.7993,204.1627,167.6969
222.0,222.0,56,2.0,170.4885,198.9485,207.0285,204.1632,167.6973
223.0,223.0,56,2.5,170.7052,199.1252,207.1852,204.1637,167.6977
224.0,224.0,57,1.0,170.8618,199.3418,207.4218,204.1642,167.6981
224.5,224.5,57,1.25,171.0064,199.5409,207.6027,204.1645,167.6983
225.0,225.0,57,1.5,171.0785,199.5599,207.6385,204.1648,167.6984
225.5,225.5,57,1.75,171.2079,199.6734,207.8408,204.165,167.6986
226.0,226.0,57,2.0,171.2952,199.8352,207.8952,204.1653,167.6988
226.5,226.5,57,2.25,171.3509,199.9096,207.9702,204.1656,167.699
227.0,227.0,57,2.5,171.4318,199.9718,208.0518,204.1658,167.6992
227.5,227.5,57,2.75,171.6034,200.09,208.1509,204.1661,167.6994
228.0,228.0,58,1.0,171.6285,200.2085,208.2685,204.1663,167.6996
228.5,228.5,58,1.25,171.6931,200.2896,208.4263,204.1666,167.6998
229.0,229.0,58,1.5,171.8252,200.4252,208.5252,204.1669,167.7
229.5,229.5,58,1.75,171.9467,200.5089,208.5716,204.1671,167.729
230.0,230.0,58,2.0,171.9818,200.5618,208.6618,204.1674,167.7405
230.5,230.5,58,2.25,172.1288,200.6684,208.7702,204.1677,167.7455
231.0,231.0,58,2.5,172.2585,200.8185,208.9785,204.1679,167.7504
231.5,231.5,58,2.75,172.3682,200.9836,209.0533,204.1682,167.7554
232.0,232.0,59,1.0,172.4352,200.9996,209.1952,204.1685,167.7601
232.5,232.5,59,1.25,172.6435,201.2035,209.3745,204.1687,167.7613
233.0,233.0,59,1.5,172.8518,201.4118,209.5718,204.169,167.7626
233.5,233.5,59,1.75,172.9621,201.6202,209.7429,204.1692,167.7639
234.0,234.0,59,2.0,172.9664,201.6851,209.7578,204.1695,167.7651
234.5,234.5,59,2.25,172.9708,201.6923,209.7655,204.1698,167.7664
235.0,235.0,59,2.5,172.9751,201.6995,209.772,204.17,167.7676
235.5,235.5,59,2.75,172.9794,201.8459,209.7785,204.1703,167.7689
236.0,236.0,60,1.0,173.1618,201.9418,209.9418,204.1706,167.7701
236.5,236.5,60,1.25,173.3702,202.1008,210.1502,204.1708,167.7714
237.0,237.0,60,1.5,173.4451,202.104,210.2223,204.1711,167.7726
237.5,237.5,60,1.75,173.4528,202.1072,210.2257,204.1713,167.7739
238.0,238.0,60,2.0,173.4752,202.1104,210.2291,204.1716,167.7752
238.5,238.5,60,2.25,173.6835,202.1136,210.2325,204.1719,167.7764
239.0,239.0,60,2.5,173.7391,202.1168,210.2359,204.1721,167.7777
239.5,239.5,60,2.75,173.8002,202.1202,210.2393,204.1724,167.7789
240.0,240.0,61,1.0,173.9485,202.3285,210.4085,204.1727,167.7804
242.0,242.0,61,2.0,174.6644,203.1418,211.2218,204.1737,167.7933
244.0,244.0,62,1.0,174.7752,203.6352,211.7352,204.1748,167.8045
246.0,246.0,62,2.0,175.4388,204.3485,212.4242,204.1758,167.8141
248.0,248.0,63,1.0,175.5818,204.5818,212.6618,204.1769,167.8603
250.0,250.0,63,2.0,175.9152,205.1952,213.1352,204.1779,167.8611
252.0,252.0,64,1.0,176.3885,205.5885,213.6485,204.179,167.8619
254.0,254.0,64,2.0,176.7018,206.2018,214.2618,204.1805,167.8627
256.0,256.0,65,1.0,177.2752,206.5752,214.6352,204.2,167.8636
257.0,257.0,65,1.5,177.6918,206.9918,215.0518,204.2013,167.864
258.0,258.0,65,2.0,177.8802,207.1441,215.4685,204.2025,167.8644
259.0,259.0,65,2.5,177.8825,207.1504,215.5281,204.2038,167.8648
260.0,260.0,66,1.0,177.8849,207.1567,215.5374,204.205,167.8652
261.0,261.0,66,1.5,177.8872,207.3585,215.8385,204.2063,167.8656
261.5,261.5,66,1.75,177.8884,207.4479,215.9578,204.2069,167.8658
262.0,262.0,66,2.0,177.8896,207.4676,216.1213,204.2075,167.866
262.5,262.5,66,2.25,177.8908,207.4866,216.1386,204.2082,167.8662
263.0,263.0,66,2.5,177.8919,207.494,216.2059,204.2088,167.8664
263.5,263.5,66,2.75,177.8931,207.5229,216.3334,204.2094,167.8666
264.0,264.0,67,1.0,177.8943,207.6285,216.4815,204.21,167.8669
265.0,265.0,67,1.5,177.8966,208.0413,216.5425,204.2113,167.8673
265.5,265.5,67,1.75,177.8978,208.1935,216.5935,204.2119,167.8675
266.0,266.0,67,2.0,177.899,208.4018,216.8001,204.2125,167.8677
266.5,266.5,67,2.25,177.9302,208.5302,216.8096,204.2131,167.8679
267.0,267.0,67,2.5,178.1385,208.7385,216.819,204.2138,167.8681
267.5,267.5,67,2.75,178.3468,208.9268,216.9668,204.2144,167.8683
268.0,268.0,68,1.0,178.5552,209.0952,217.1552,204.215,167.8685
269.0,269.0,68,1.5,178.9718,209.3464,217.4445,204.2163,167.8689
269.5,269.5,68,1.75,179.1802,209.3541,217.4517,204.2169,167.8691
270.0,270.0,68,2.0,179.3885,209.3895,217.4589,204.2175,167.8693
270.5,270.5,68,2.25,179.5968,209.4961,217.5538,204.2181,167.8695
271.0,271.0,68,2.5,179.8052,209.6551,217.7126,204.2188,167.8697
271.5,271.5,68,2.75,180.0135,209.6935,217.7535,204.2194,167.8699
272.0,272.0,69,1.0,180.2218,209.8418,217.9218,204.2218,167.8701
273.0,273.0,69,1.5,180.6385,210.0998,218.1785,204.3229,167.8706
273.5,273.5,69,1.75,180.8468,210.3068,218.3868,204.3248,167.8708
274.0,274.0,69,2.0,181.0552,210.5152,218.5952,204.3267,167.871
274.5,274.5,69,2.25,181.1208,210.7235,218.8035,204.3287,167.8712
275.0,275.0,69,2.5,181.1219,210.9318,219.0118,204.3306,167.8714
275.5,275.5,69,2.75,181.123,211.0202,219.101,204.3325,167.8716
276.0,276.0,70,1.0,181.1241,211.0885,219.1028,204.3344,167.8718
277.0,277.0,70,1.5,181.1264,211.401,219.1063,204.3382,167.8722
277.5,277.5,70,1.75,181.1275,211.4029,219.1081,204.3401,167.8724
278.0,278.0,70,2.0,181.1286,211.4049,219.1098,204.341,167.8726
278.5,278.5,70,2.25,181.1297,211.4068,219.1116,204.342,167.8728
279.0,279.0,70,2.5,181.1309,211.4088,219.1134,204.3429,167.873
279.5,279.5,70,2.75,181.132,211.4107,219.1151,204.3439,167.8732
280.0,280.0,71,1.0,181.1331,211.4127,219.1169,204.3449,167.8734
281.0,281.0,71,1.5,181.1353,211.4166,219.1718,204.3468,167.8738
281.5,281.5,71,1.75,181.1365,211.4185,219.3802,204.3477,167.874
282.0,282.0,71,2.0,181.1376,211.4685,219.5885,204.3487,167.8742
282.5,282.5,71,2.25,181.1387,211.6768,219.7968,204.3497,167.8745
283.0,283.0,71,2.5,181.1398,211.8852,220.0052,204.3506,167.8747
283.5,283.5,71,2.75,181.3135,212.0935,220.2135,204.3516,167.8749
284.0,284.0,72,1.0,181.5218,212.2818,220.4218,204.3525,167.8751
285.0,285.0,72,1.5,181.9385,212.6985,220.8385,204.3545,167.8755
285.5,285.5,72,1.75,182.1468,212.8694,220.9436,204.3554,167.8757
286.0,286.0,72,2.0,182.3092,213.0352,220.9505,204.3564,167.8759
286.5,286.5,72,2.25,182.4635,213.1234,220.9574,204.3573,167.8761
287.0,287.0,72,2.5,182.6718,213.1292,221.0918,204.3583,167.8763
287.5,287.5,72,2.75,182.8802,213.135,221.19,204.3593,167.8765
288.0,288.0,73,1.0,183.0885,213.1685,221.2885,204.3942,167.8767
289.0,289.0,73,1.5,183.5052,213.5852,221.7052,204.4012,167.8771
289.5,289.5,73,1.75,183.7135,213.7935,221.9135,204.4018,167.8773
290.0,290.0,73,2.0,183.9218,214.0018,222.1218,204.4025,167.8775
290.5,290.5,73,2.25,184.1302,214.2102,222.3302,204.4031,167.8777
291.0,291.0,73,2.5,184.1421,214.4185,222.4665,204.4037,167.8779
291.5,291.5,73,2.75,184.1443,214.6268,222.5268,204.4043,167.8782
292.0,292.0,74,1.0,184.1465,214.8202,222.6552,204.405,167.8784
293.0,293.0,74,1.5,184.151,214.8267,222.9172,204.4062,167.8788
293.5,293.5,74,1.75,184.1532,214.83,222.923,204.4068,167.879
294.0,294.0,74,2.0,184.1554,214.8333,222.9265,204.4075,167.8792
294.5,294.5,74,2.25,184.1576,214.8365,222.9299,204.4081,167.8794
295.0,295.0,74,2.5,184.1598,214.8398,222.9334,204.4087,167.8796
295.5,295.5,74,2.75,184.3535,214.8502,222.9369,204.4093,167.8798
296.0,296.0,75,1.0,184.5618,214.8818,222.9618,204.4099,167.8818
297.0,297.0,75,1.5,184.7785,215.2985,223.3785,204.4112,168.0416
297.5,297.5,75,1.75,184.8133,215.5068,223.5868,204.4118,168.0429
298.0,298.0,75,2.0,184.9352,215.7152,223.7952,204.4124,168.0442
298.5,298.5,75,2.25,185.1235,215.9235,223.8815,204.4131,168.0455
299.0,299.0,75,2.5,185.2616,216.1318,223.884,204.4137,168.0468
299.5,299.5,75,2.75,185.2661,216.2412,223.8864,204.4143,168.0481
300.0,300.0,76,1.0,185.2706,216.2437,223.8889,204.4149,168.0494
301.0,301.0,76,1.5,185.2797,216.2487,223.8939,204.4162,168.052
301.5,301.5,76,1.75,185.3108,216.2512,223.8964,204.4168,168.0533
302.0,302.0,76,2.0,185.3818,216.2538,223.8988,204.4174,168.0546
302.5,302.5,76,2.25,185.5902,216.2563,224.0102,204.4181,168.0559
303.0,303.0,76,2.5,185.7985,216.2588,224.2185,204.4187,168.0572
303.5,303.5,76,2.75,186.0011,216.3668,224.4268,204.4193,168.0585
304.0,304.0,77,1.0,186.1152,216.5752,224.6352,204.4199,168.0598
306.0,306.0,77,2.0,186.9485,217.2617,225.3415,204.4248,168.0612
308.0,308.0,78,1.0,187.6218,217.2713,225.3512,204.4298,168.0625
