qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Eb Horn 1,Eb Horn 2,Eb Horn 3,Bb Trumpet 1,Bb Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
526.0,530.0,P4(Main)&P2(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P3(Bassoon 1)&P8(Eb Horn 1)&P8(Eb Horn 2)&P2(Eb Horn 3)&P3(Violin 2)&P2(Viola)&P5(Violoncello)&P5(Contrabass),Main Part,P2(Flute 1)&P3(Main)&P2(Oboe 2)&P2(Bb Clarinet 1)&P4(Bassoon 1)&P2(Eb Horn 1)&P2(Eb Horn 2)&P8(Eb Horn 3)&P4(Violin 2)&P8(Viola)&P4(Violoncello)&P4(Contrabass),P8(Flute 1)&P4(Main)&P2(Oboe 1)&U(Bb Clarinet 1)&P3(Bassoon 1)&P8(Eb Horn 1)&P8(Eb Horn 2)&P2(Eb Horn 3)&P3(Violin 2)&P2(Viola)&P5(Violoncello)&P5(Contrabass),P8(Flute 1)&P4(Main)&P2(Oboe 1)&U(Oboe 2)&P3(Bassoon 1)&P8(Eb Horn 1)&P8(Eb Horn 2)&P2(Eb Horn 3)&P3(Violin 2)&P2(Viola)&P5(Violoncello)&P5(Contrabass),P8(Bassoon 2),P3(Flute 1)&P6(Main)&P4(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 1)&P3(Eb Horn 1)&P3(Eb Horn 2)&P4(Eb Horn 3)&P8(Violin 2)&P4(Viola)&P7(Violoncello)&P7(Contrabass),P8(Bb Clarinet 2),P8(Flute 1)&P4(Main)&P2(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P3(Bassoon 1)&P8(Eb Horn 2)&P2(Eb Horn 3)&P3(Violin 2)&P2(Viola)&P5(Violoncello)&P5(Contrabass),P8(Flute 1)&P4(Main)&P2(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P3(Bassoon 1)&P8(Eb Horn 1)&P2(Eb Horn 3)&P3(Violin 2)&P2(Viola)&P5(Violoncello)&P5(Contrabass),P2(Flute 1)&P3(Main)&P8(Oboe 1)&P2(Oboe 2)&P2(Bb Clarinet 1)&P4(Bassoon 1)&P2(Eb Horn 1)&P2(Eb Horn 2)&P4(Violin 2)&P8(Viola)&P4(Violoncello)&P4(Contrabass),,,,,P3(Flute 1)&P6(Main)&P4(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 1)&P8(Bassoon 1)&P3(Eb Horn 1)&P3(Eb Horn 2)&P4(Eb Horn 3)&P4(Viola)&P7(Violoncello)&P7(Contrabass),P2(Flute 1)&P3(Main)&P8(Oboe 1)&P2(Oboe 2)&P2(Bb Clarinet 1)&P4(Bassoon 1)&P2(Eb Horn 1)&P2(Eb Horn 2)&P8(Eb Horn 3)&P4(Violin 2)&P4(Violoncello)&P4(Contrabass),P5(Flute 1)&P2(Main)&P4(Oboe 1)&P5(Oboe 2)&P5(Bb Clarinet 1)&P7(Bassoon 1)&P5(Eb Horn 1)&P5(Eb Horn 2)&P4(Eb Horn 3)&P7(Violin 2)&P4(Viola)&P8(Contrabass),P5(Flute 1)&P2(Main)&P4(Oboe 1)&P5(Oboe 2)&P5(Bb Clarinet 1)&P7(Bassoon 1)&P5(Eb Horn 1)&P5(Eb Horn 2)&P4(Eb Horn 3)&P7(Violin 2)&P4(Viola)&P8(Violoncello)
530.0,536.0,,Main Part,P4(Contrabass),,,,,,,,,,,,,,,,P4(Oboe 1)
536.0,542.0,Main Part,P4(Oboe 1)&P6(Oboe 2)&P4(Bb Clarinet 2)&P6(Bassoon 1)&P4(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3),P4(Flute 2)&P3(Oboe 2)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P8(Eb Horn 1)&P4(Eb Horn 2)&P4(Eb Horn 3),P6(Flute 2)&P3(Oboe 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Eb Horn 1)&P6(Eb Horn 2)&P6(Eb Horn 3),P8(Main),P4(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P3(Bassoon 1)&U(Eb Horn 1)&P4(Eb Horn 2)&P4(Eb Horn 3),P6(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P3(Bb Clarinet 2)&P3(Eb Horn 1)&P6(Eb Horn 2)&P6(Eb Horn 3),P8(Violoncello)&P8(Contrabass),P4(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&U(Bb Clarinet 2)&P3(Bassoon 1)&P4(Eb Horn 2)&P4(Eb Horn 3),P8(Flute 2)&P4(Oboe 1)&P6(Oboe 2)&P4(Bb Clarinet 2)&P6(Bassoon 1)&P4(Eb Horn 1)&P8(Eb Horn 3),P8(Flute 2)&P4(Oboe 1)&P6(Oboe 2)&P4(Bb Clarinet 2)&P6(Bassoon 1)&P4(Eb Horn 1)&P8(Eb Horn 2),,,,,,,P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 2)&P8(Violoncello)
542.0,548.0,Main Part,P3(Bassoon 2)&P8(Eb Horn 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P3(Main)&P3(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P8(Eb Horn 1),P8(Main)&P3(Oboe 1)&U(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Eb Horn 1),P8(Main)&P3(Oboe 1)&U(Oboe 2)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Eb Horn 1),P3(Main)&P8(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 1)&P3(Bassoon 1)&U(Eb Horn 1),P8(Main)&P3(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Eb Horn 1),P3(Flute 2)&P3(Eb Horn 2)&P3(Eb Horn 3)&P8(Viola)&U(Violoncello)&P8(Contrabass),P3(Main)&P8(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 1)&U(Bb Clarinet 2)&P3(Bassoon 1),P8(Flute 2)&P3(Bassoon 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P3(Bassoon 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),,,,,,P3(Flute 2)&P8(Bassoon 2)&P3(Eb Horn 2)&P3(Eb Horn 3)&P8(Violoncello)&P8(Contrabass),P3(Flute 2)&U(Bassoon 2)&P3(Eb Horn 2)&P3(Eb Horn 3)&P8(Viola)&P8(Contrabass),P3(Flute 2)&P8(Bassoon 2)&P3(Eb Horn 2)&P3(Eb Horn 3)&P8(Viola)&P8(Violoncello)
548.0,551.0,P3(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Eb Horn 1)&P8(Violin 2),P3(Bassoon 2)&P8(Eb Horn 2)&P8(Main)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P3(Flute 1)&P3(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P8(Eb Horn 1)&P3(Violin 2),P8(Flute 1)&P3(Oboe 1)&U(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Eb Horn 1)&P8(Violin 2),P8(Flute 1)&P3(Oboe 1)&U(Oboe 2)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Eb Horn 1)&P8(Violin 2),P3(Flute 1)&P8(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 1)&P3(Bassoon 1)&U(Eb Horn 1)&P3(Violin 2),P8(Flute 1)&P3(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Eb Horn 1)&U(Violin 2),P3(Flute 2)&P3(Eb Horn 2)&P3(Eb Horn 3)&P3(Main)&P8(Viola)&U(Violoncello)&P8(Contrabass),P3(Flute 1)&P8(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 1)&U(Bb Clarinet 2)&P3(Bassoon 1)&P3(Violin 2),P8(Flute 2)&P3(Bassoon 2)&P8(Main)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P3(Bassoon 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),,,,Main Part,P8(Flute 1)&P3(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&U(Bassoon 1)&P3(Eb Horn 1),P3(Flute 2)&P8(Bassoon 2)&P3(Eb Horn 2)&P3(Eb Horn 3)&P3(Main)&P8(Violoncello)&P8(Contrabass),P3(Flute 2)&U(Bassoon 2)&P3(Eb Horn 2)&P3(Eb Horn 3)&P3(Main)&P8(Viola)&P8(Contrabass),P3(Flute 2)&P8(Bassoon 2)&P3(Eb Horn 2)&P3(Eb Horn 3)&P3(Main)&P8(Viola)&P8(Violoncello)
551.0,554.0,P3(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bassoon 1)&P3(Eb Horn 1)&P8(Violin 2),P3(Bassoon 2)&P8(Eb Horn 2)&P8(Main)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P3(Flute 1)&P3(Oboe 2)&P3(Bb Clarinet 1)&P3(Bassoon 1)&P8(Eb Horn 1)&P3(Violin 2),P8(Flute 1)&P3(Oboe 1)&U(Bb Clarinet 1)&P8(Bassoon 1)&P3(Eb Horn 1)&P8(Violin 2),P8(Flute 1)&P3(Oboe 1)&U(Oboe 2)&P8(Bassoon 1)&P3(Eb Horn 1)&P8(Violin 2),,P8(Flute 1)&P3(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P3(Eb Horn 1)&U(Violin 2),P3(Flute 2)&P3(Eb Horn 2)&P3(Eb Horn 3)&P3(Main)&P8(Viola)&U(Violoncello)&P8(Contrabass),P3(Flute 1)&P8(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 1)&P3(Bassoon 1)&P3(Violin 2),P8(Flute 2)&P3(Bassoon 2)&P8(Main)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P3(Bassoon 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),,,,Main Part,P8(Flute 1)&P3(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&U(Bassoon 1)&P3(Eb Horn 1),P3(Flute 2)&P8(Bassoon 2)&P3(Eb Horn 2)&P3(Eb Horn 3)&P3(Main)&P8(Violoncello)&P8(Contrabass),P3(Flute 2)&U(Bassoon 2)&P3(Eb Horn 2)&P3(Eb Horn 3)&P3(Main)&P8(Viola)&P8(Contrabass),P3(Flute 2)&P8(Bassoon 2)&P3(Eb Horn 2)&P3(Eb Horn 3)&P3(Main)&P8(Viola)&P8(Violoncello)
554.0,561.0,P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bassoon 1),Main Part,P8(Bassoon 2),P8(Flute 1)&P8(Bb Clarinet 1)&P8(Bassoon 1),P8(Flute 1)&P8(Oboe 2)&P8(Bassoon 1),P8(Main)&P8(Violin 1),P8(Flute 1)&P8(Oboe 2)&P8(Bb Clarinet 1),P8(Oboe 1),P3(Eb Horn 2),P3(Eb Horn 1),,U(Bb Trumpet 2)&P8(Timpani),U(Bb Trumpet 1)&P8(Timpani),P8(Bb Trumpet 1)&P8(Bb Trumpet 2),U(Main)&P8(Bb Clarinet 2),,,P8(Contrabass),P8(Violoncello)
561.0,572.0,P8(Eb Horn 3),Main Part,P8(Oboe 2),P8(Oboe 1),P8(Bassoon 1)&P8(Bassoon 2),,P8(Bb Clarinet 1)&P8(Bassoon 2),P8(Bb Clarinet 1)&P8(Bassoon 1),P8(Viola),,P8(Flute 1),U(Bb Trumpet 2)&P8(Violoncello)&P8(Contrabass),U(Bb Trumpet 1)&P8(Violoncello)&P8(Contrabass),,,,P8(Eb Horn 1),P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Contrabass),P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Violoncello)
572.0,578.0,P8(Main)&P3(Timpani)&P3(Violin 1)&P8(Violin 2),P8(Bb Clarinet 2)&P3(Eb Horn 1)&P3(Eb Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2),,P3(Eb Horn 3),Main Part,P8(Flute 2)&P3(Eb Horn 1)&P3(Eb Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2),U(Viola),P8(Violoncello)&P8(Contrabass),P3(Flute 2)&P3(Bb Clarinet 2)&P8(Eb Horn 2)&P8(Bb Trumpet 1)&U(Bb Trumpet 2),P3(Flute 2)&P3(Bb Clarinet 2)&P8(Eb Horn 1)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),P3(Oboe 2),P3(Flute 2)&P3(Bb Clarinet 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Bb Trumpet 2),P3(Flute 2)&P3(Bb Clarinet 2)&U(Eb Horn 1)&P8(Eb Horn 2)&P8(Bb Trumpet 1),P3(Flute 1)&P3(Main)&P8(Violin 1)&P3(Violin 2),P3(Flute 1)&P3(Main)&P8(Timpani)&P3(Violin 2),P8(Flute 1)&U(Main)&P3(Timpani)&P3(Violin 1),U(Bassoon 1),P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 2)&P8(Violoncello)
578.0,582.0,P8(Main),P3(Oboe 2)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P3(Violin 1)&P8(Viola),,P3(Flute 2)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P8(Violin 1)&P3(Violin 2)&P3(Viola),Main Part,P8(Flute 2)&P3(Oboe 2)&P8(Bassoon 1)&P3(Violin 1)&P8(Viola),P8(Flute 2)&P3(Oboe 2)&P8(Bb Clarinet 2)&P3(Violin 1)&U(Viola),,P8(Eb Horn 2)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani),P8(Eb Horn 1)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&U(Timpani),,P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Bb Trumpet 2)&P8(Timpani),U(Eb Horn 1)&P8(Eb Horn 2)&P8(Bb Trumpet 1)&P8(Timpani),P8(Eb Horn 1)&U(Eb Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),P3(Flute 2)&P8(Oboe 2)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P3(Violin 2)&P3(Viola),P3(Oboe 2)&P3(Violin 1),P8(Flute 2)&P3(Oboe 2)&P8(Bb Clarinet 2)&U(Bassoon 1)&P3(Violin 1),P8(Contrabass),P8(Violoncello)
582.0,586.0,P8(Bb Clarinet 1)&U(Violin 1),P8(Bb Clarinet 2)&P8(Bassoon 1),Main Part,,P8(Flute 1)&P8(Violin 1),P8(Flute 2)&P8(Bassoon 1),P8(Flute 2)&P8(Bb Clarinet 2),,P8(Eb Horn 2)&U(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),P8(Eb Horn 1)&P8(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),U(Eb Horn 1)&P8(Eb Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&P8(Bb Trumpet 2),P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&P8(Bb Trumpet 1),,U(Flute 1)&P8(Bb Clarinet 1),,,P8(Contrabass),P8(Violoncello)
586.0,589.0,,,Main Part,,,,,,,,,,,,,,,,
589.0,592.0,Main Part,,,,,,,,U(Eb Horn 2),U(Eb Horn 1),,,,,,,,P8(Contrabass),P8(Violoncello)
592.0,595.0,Main Part,,,,,,,,U(Eb Horn 2),U(Eb Horn 1),,,,,,,,P8(Contrabass),P8(Violoncello)
595.0,598.0,,,,,,,,,U(Eb Horn 2),U(Eb Horn 1),,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
598.0,601.0,,,,,,,,,,,,,,,Main Part,,,,
601.0,604.0,,,Main Part,,,,,,U(Eb Horn 2),U(Eb Horn 1),,,,,,,,P8(Contrabass),P8(Violoncello)
604.0,607.0,,,Main Part,,,,,,U(Eb Horn 2),U(Eb Horn 1),,,,,,,,P8(Contrabass),P8(Violoncello)
607.0,610.0,Main Part,,,,,,,,U(Eb Horn 2),U(Eb Horn 1),,,,,,,,P8(Contrabass),P8(Violoncello)
610.0,613.0,Main Part,,,,U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),U(Bb Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2),P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 2),P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 1),,,,,,,,,,,
613.0,616.0,P8(Flute 2)&P8(Oboe 1)&P8(Main)&P2(Eb Horn 1)&P2(Eb Horn 2)&P2(Eb Horn 3)&P2(Bb Trumpet 1)&P2(Bb Trumpet 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&U(Oboe 1)&U(Main)&P2(Eb Horn 1)&P2(Eb Horn 2)&P2(Eb Horn 3)&P2(Bb Trumpet 1)&P2(Bb Trumpet 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&U(Flute 2)&U(Main)&P2(Eb Horn 1)&P2(Eb Horn 2)&P2(Eb Horn 3)&P2(Bb Trumpet 1)&P2(Bb Trumpet 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),Main Part,P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Bb Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2),P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 2),P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1),P2(Flute 1)&P2(Flute 2)&P2(Oboe 1)&P2(Main)&U(Eb Horn 2)&U(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P2(Viola)&P2(Violoncello)&P2(Contrabass),P2(Flute 1)&P2(Flute 2)&P2(Oboe 1)&P2(Main)&U(Eb Horn 1)&U(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P2(Viola)&P2(Violoncello)&P2(Contrabass),P2(Flute 1)&P2(Flute 2)&P2(Oboe 1)&P2(Main)&U(Eb Horn 1)&U(Eb Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P2(Viola)&P2(Violoncello)&P2(Contrabass),P2(Flute 1)&P2(Flute 2)&P2(Oboe 1)&P2(Main)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&U(Bb Trumpet 2)&P2(Viola)&P2(Violoncello)&P2(Contrabass),P2(Flute 1)&P2(Flute 2)&P2(Oboe 1)&P2(Main)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&U(Bb Trumpet 1)&P2(Viola)&P2(Violoncello)&P2(Contrabass),,,,P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Main)&P2(Eb Horn 1)&P2(Eb Horn 2)&P2(Eb Horn 3)&P2(Bb Trumpet 1)&P2(Bb Trumpet 2)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Main)&P2(Eb Horn 1)&P2(Eb Horn 2)&P2(Eb Horn 3)&P2(Bb Trumpet 1)&P2(Bb Trumpet 2)&P8(Viola)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Main)&P2(Eb Horn 1)&P2(Eb Horn 2)&P2(Eb Horn 3)&P2(Bb Trumpet 1)&P2(Bb Trumpet 2)&P8(Viola)&P8(Violoncello)
616.0,621.0,P8(Flute 2)&P8(Oboe 1)&P8(Main)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&U(Oboe 1)&U(Main)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&U(Flute 2)&U(Main)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),Main Part,,P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Main)&U(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&U(Violin 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Main)&U(Bb Clarinet 2)&P8(Bassoon 2)&P8(Violin 1)&U(Violin 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Main)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&U(Violoncello)&P8(Contrabass),P8(Eb Horn 2)&U(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),P8(Eb Horn 1)&P8(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),U(Eb Horn 1)&P8(Eb Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&U(Bb Trumpet 2),P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&U(Bb Trumpet 1),,P8(Flute 1)&U(Flute 2)&U(Oboe 1)&U(Main)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Main)&U(Bb Clarinet 2)&U(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&U(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Main)&U(Bb Clarinet 2)&U(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&U(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Main)&P8(Bb Clarinet 2)&P8(Bassoon 1)&U(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Main)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
621.0,627.0,P8(Flute 2)&P8(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Contrabass),P8(Flute 1)&P8(Eb Horn 3)&U(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Contrabass),Main Part,,,,,,P8(Main)&P8(Eb Horn 2)&P8(Violin 1)&U(Violin 2),P8(Main)&P8(Eb Horn 1)&P8(Violin 1)&P8(Violin 2),P8(Flute 1)&P8(Flute 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Contrabass),P8(Flute 1)&U(Flute 2)&P8(Eb Horn 3)&U(Bb Trumpet 2)&P8(Contrabass),P8(Flute 1)&U(Flute 2)&P8(Eb Horn 3)&U(Bb Trumpet 1)&P8(Contrabass),,U(Main)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Violin 2),P8(Main)&U(Eb Horn 1)&P8(Eb Horn 2)&P8(Violin 1),U(Violoncello),U(Viola),P8(Flute 1)&P8(Flute 2)&P8(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)
627.0,633.0,P8(Flute 2)&P8(Contrabass),P8(Flute 1)&P8(Contrabass),Main Part,,P8(Main),,,,P8(Eb Horn 2),P8(Eb Horn 1),,,,,P8(Violin 2),P8(Violin 1),P8(Violoncello),P8(Viola),P8(Flute 1)&P8(Flute 2)
633.0,645.0,,,P8(Bb Clarinet 1),,P8(Oboe 1),,,,P8(Eb Horn 2),P8(Eb Horn 1),P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani),P8(Eb Horn 3)&P8(Bb Trumpet 2)&P8(Timpani),U(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Timpani),P8(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),,,,Main Part,
645.0,651.0,P8(Oboe 1),,P8(Flute 1),P3(Eb Horn 3),,P8(Bassoon 1)&P3(Bassoon 2)&P3(Main)&P3(Contrabass),P8(Bb Clarinet 2)&P3(Bassoon 2)&P3(Main)&P3(Contrabass),P3(Bb Clarinet 2)&P3(Bassoon 1),P8(Eb Horn 2)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani),P8(Eb Horn 1)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&U(Timpani),P3(Oboe 2),P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Bb Trumpet 2)&P8(Timpani),U(Eb Horn 1)&P8(Eb Horn 2)&P8(Bb Trumpet 1)&P8(Timpani),P8(Eb Horn 1)&U(Eb Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),,,,Main Part,P3(Bb Clarinet 2)&P3(Bassoon 1)&P8(Main)
651.0,657.0,P6(Flute 2)&P6(Bb Clarinet 2),P6(Flute 1)&P8(Bb Clarinet 2),Main Part,,,P6(Flute 1)&P8(Flute 2),,P8(Eb Horn 3)&P8(Violoncello)&P8(Contrabass),,P8(Bb Trumpet 1)&P8(Bb Trumpet 2),P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),P8(Eb Horn 2)&P8(Bb Trumpet 2),P8(Eb Horn 2)&P8(Bb Trumpet 1),,,,,P8(Bassoon 2)&P8(Eb Horn 3)&P8(Contrabass),P8(Bassoon 2)&P8(Eb Horn 3)&P8(Violoncello)
657.0,663.5,,P3(Bassoon 1),Main Part,,P6(Bb Clarinet 2),P6(Bb Clarinet 1),P3(Flute 2),P8(Bb Trumpet 1)&P8(Bb Trumpet 2),,P8(Violoncello)&P8(Contrabass),,P8(Bassoon 2)&U(Bb Trumpet 2),P8(Bassoon 2)&U(Bb Trumpet 1),,,,,P8(Eb Horn 2)&P8(Contrabass),P8(Eb Horn 2)&P8(Violoncello)
663.5,669.0,,,,,,,,U(Violoncello)&P8(Contrabass),P3(Eb Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2),P3(Eb Horn 1)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),,P3(Eb Horn 1)&P8(Eb Horn 2)&U(Bb Trumpet 2),P3(Eb Horn 1)&P8(Eb Horn 2)&U(Bb Trumpet 1),,Main Part,,,U(Bassoon 2)&P8(Contrabass),P8(Bassoon 2)&P8(Violoncello)
669.0,681.0,P8(Main),,,,,,,,P8(Eb Horn 2),P8(Eb Horn 1),,P8(Bb Trumpet 2),P8(Bb Trumpet 1),,Main Part,,,P8(Contrabass),P8(Violoncello)
