score_qstamp,qstamp,measure,beat,246970_tstamp,831988_tstamp,728900_tstamp,728913_tstamp,728891_tstamp,728895_tstamp,729159_tstamp,728920_tstamp,736745_tstamp,728955_tstamp,728954_tstamp,728933_tstamp,728925_tstamp,728905_tstamp,728909_tstamp,728942_tstamp,728956_tstamp,728960_tstamp
43.0,43.0,15,2.0,13.6019,13.6019,21.0333,21.2933,21.3933,16.0618,18.0933,19.8933,24.6333,20.1933,19.0133,21.9133,17.1666,20.5133,22.2933,15.5589,20.0733,22.5333
44.0,44.0,15,3.0,13.6039,13.6039,21.3667,21.6267,21.7267,16.064,18.5467,20.2267,25.0734,20.5267,19.3867,22.2867,17.1873,20.8467,22.6267,15.5609,20.4467,22.8667
45.0,45.0,16,1.0,13.6059,13.6059,21.7,21.98,22.1,16.0662,18.88,20.56,25.84,20.94,19.72,22.66,17.1952,21.18,22.96,15.5634,21.04,23.2
47.0,47.0,16,3.0,13.6099,13.6099,22.3801,22.6467,22.7667,16.0706,19.6467,21.2267,26.5067,21.6467,20.5267,23.3267,17.6667,21.8667,23.7467,15.5682,21.7267,24.1267
48.0,48.0,17,1.0,13.6119,13.6119,22.84,23.0,23.1,16.0728,19.98,21.56,26.84,22.2,20.86,23.76,18.0,22.2,24.18,15.5707,22.26,24.5
49.0,49.0,17,2.0,13.6139,13.6139,23.1733,23.4066,23.4333,16.0751,20.3333,22.0933,27.3733,22.5333,21.2133,24.1533,18.3015,22.6333,24.5533,15.5731,22.5933,24.8733
50.0,50.0,17,3.0,13.6159,13.6159,23.5067,23.9069,23.7667,16.0773,20.6667,22.4267,27.7267,22.8734,21.5534,24.5067,18.3167,22.9734,24.8867,15.5755,22.9467,25.3467
51.0,51.0,18,1.0,13.618,13.618,24.12,24.36,24.16,16.0795,21.06,22.92,28.2,23.3,22.12,25.22,18.58,23.42,25.3,15.578,23.6,25.92
51.5,51.5,18,1.5,13.619,13.619,24.2867,24.5267,24.3267,16.1667,21.2267,23.0867,28.3667,23.4667,22.2867,25.3867,18.7467,23.6667,25.6867,15.5792,23.7667,26.1667
52.0,52.0,18,2.0,13.62,13.62,24.4533,24.6933,24.5199,16.3333,21.3933,23.3132,28.6929,23.6333,22.5333,25.5533,18.9133,23.8733,25.8533,15.6215,23.9333,26.3333
52.5,52.5,18,2.5,13.6314,13.6314,24.62,24.86,24.8,16.4077,21.56,23.5,28.94,23.8,22.7,25.68,19.08,24.04,26.02,15.64,24.1,26.52
53.0,53.0,18,3.0,13.6867,13.6867,24.7867,25.0867,24.9667,16.4204,21.7267,23.6667,29.1067,23.9868,22.8667,25.8467,19.2067,24.2067,26.1867,15.8067,24.2667,26.6867
53.5,53.5,18,3.5,13.7311,13.7311,24.9533,25.2533,25.1466,16.4308,21.8933,23.8333,29.2733,24.3133,23.0333,26.0733,19.3733,24.4133,26.3533,15.8302,24.4333,26.8533
54.0,54.0,19,1.0,13.8,13.8,25.12,25.52,25.32,16.46,22.06,24.0,29.48,24.5,23.2,26.24,19.54,24.58,26.58,15.86,24.62,27.02
55.0,55.0,19,2.0,13.9624,13.9624,25.4933,25.9932,25.6533,16.5047,22.4333,24.4333,30.0533,24.8533,23.6133,26.6733,19.9333,24.9333,27.1333,15.9636,25.0533,27.5933
56.0,56.0,19,3.0,13.9683,13.9683,25.8467,26.5202,26.0667,16.5101,22.7867,24.9267,30.4467,25.1867,23.9667,27.1667,20.2667,25.2867,27.4867,15.9689,25.4067,27.9934
57.0,57.0,20,1.0,13.9743,13.9743,26.18,26.94,26.48,16.5155,23.12,25.28,30.86,25.52,24.3,27.5,20.6,25.7,27.82,15.9741,25.96,28.42
57.5,57.5,20,1.5,13.9773,13.9773,26.3467,27.1067,26.6467,16.5182,23.2867,25.4801,31.1467,25.8534,24.4867,27.7467,20.7667,25.8667,28.0202,15.9767,26.1267,28.5867
58.0,58.0,20,2.0,13.9817,13.9817,26.6266,27.2733,26.8133,16.5733,23.4533,25.6733,31.3133,26.0333,24.6533,27.9133,20.9333,26.0333,28.2533,15.9793,26.2933,28.7533
58.5,58.5,20,2.5,14.02,14.02,26.8,27.39,27.06,16.74,23.62,25.84,31.48,26.2,24.88,28.08,21.1,26.2,28.42,16.1,26.46,28.92
59.0,59.0,20,3.0,14.1867,14.1867,26.9667,27.5067,27.2267,16.9067,23.7867,26.0067,31.6467,26.3667,25.0467,28.2467,21.2667,26.3667,28.5867,16.2667,26.6267,29.0467
59.5,59.5,20,3.5,14.3533,14.3533,27.1333,27.6933,27.4199,17.0733,23.9533,26.1933,31.8733,26.5533,25.2133,28.4133,21.4111,26.5333,28.7533,16.4333,26.7933,29.2133
60.0,60.0,21,1.0,14.52,14.52,27.32,27.86,27.64,17.24,24.14,26.4,32.08,26.72,25.44,28.58,21.56,26.74,28.92,16.6,27.08,29.48
61.0,61.0,21,2.0,14.6828,14.6828,27.7733,28.3533,27.9866,17.5602,24.4733,26.7866,32.5933,27.0533,25.8133,29.0933,21.7077,27.0933,29.4133,16.9333,27.4733,29.8533
62.0,62.0,21,3.0,14.6882,14.6882,28.1067,28.6867,28.4267,17.566,24.8134,27.1935,32.9267,27.4068,26.1534,29.4267,21.7467,27.4867,29.7734,16.9447,27.8201,30.1867
63.0,63.0,22,1.0,14.6935,14.6935,28.46,29.02,28.82,17.5717,25.18,27.6,33.4,27.84,26.54,29.82,22.04,27.98,30.24,16.9494,28.3,30.58
63.5,63.5,22,1.5,14.6962,14.6962,28.6267,29.2267,28.9867,17.5746,25.3467,27.8067,33.7067,28.0067,26.7867,29.9867,22.1429,28.1467,30.4067,16.9518,28.4867,30.7667
64.0,64.0,22,2.0,14.6989,14.6989,28.8333,29.4133,29.1733,17.5775,25.5133,28.0333,33.8733,28.1733,26.9533,30.1533,22.1501,28.3133,30.5733,16.9542,28.6533,30.9333
64.5,64.5,22,2.5,14.8,14.8,29.12,29.64,29.34,17.6,25.7,28.2,34.06,28.38,27.12,30.4,22.1574,28.48,30.74,16.9566,28.86,31.22
65.0,65.0,22,3.0,14.9667,14.9667,29.3068,29.8134,29.5067,17.7667,25.8734,28.3801,34.2667,28.5668,27.2934,30.5801,22.2667,28.6467,30.9201,16.959,29.0535,31.3867
65.5,65.5,22,3.5,15.1333,15.1333,29.5133,30.0533,29.7333,17.9333,26.0533,28.6733,34.4933,28.7733,27.5533,30.8333,22.4333,28.8933,31.2133,17.0533,29.2733,31.6533
66.0,66.0,23,1.0,15.3,15.3,29.7,30.24,29.92,17.9802,26.22,28.84,34.72,28.94,27.72,31.02,22.6,29.06,31.38,17.22,29.44,31.82
66.5,66.5,23,1.5,15.3402,15.3402,30.0467,30.6601,30.3667,17.9805,26.4667,29.1667,35.1267,29.2267,28.0867,31.4067,22.9267,29.2867,31.8267,17.3002,29.7867,32.1267
67.0,67.0,23,2.0,15.3404,15.3404,30.2133,30.8533,30.5333,17.9808,26.6333,29.3333,35.2933,29.3933,28.2533,31.5733,23.0933,29.4533,31.9933,17.3006,29.9533,32.2933
67.5,67.5,23,2.5,15.3407,15.3407,30.38,31.02,30.7,17.9811,26.8,29.5,35.46,29.56,28.42,31.74,23.26,29.62,32.16,17.3011,30.12,32.46
68.0,68.0,23,3.0,15.3409,15.3409,30.6067,31.2067,30.8667,17.9813,26.9667,29.7404,35.6401,29.8071,28.5867,31.9402,23.487,29.7867,32.3334,17.3015,30.3939,32.6602
68.5,68.5,23,3.5,15.3412,15.3412,30.8333,31.4333,31.0333,17.9816,27.1733,30.0533,35.8533,30.1533,28.7533,32.1933,23.7733,29.9533,32.5133,17.3019,30.7733,32.9133
69.0,69.0,24,1.0,15.3414,15.3414,31.06,31.68,31.2,17.9819,27.34,30.22,36.02,30.32,28.92,32.36,23.94,30.12,32.68,17.3023,30.94,33.08
70.0,70.0,24,2.0,15.3419,15.3419,31.3933,32.0133,31.5533,17.9825,27.6733,30.6333,36.5933,30.6733,29.3133,32.7533,24.2933,30.5333,33.0533,17.3032,31.3333,33.5133
71.0,71.0,24,3.0,15.3424,15.3424,31.7267,32.3467,31.9135,17.9831,28.0067,30.9667,36.9667,31.0067,29.6467,33.1068,24.6934,31.0667,33.3867,17.304,31.6867,33.8467
72.0,72.0,25,1.0,15.343,15.343,32.14,32.76,32.3,17.9836,28.34,31.36,37.36,31.34,30.0,33.52,25.16,31.46,33.86,17.3048,32.02,34.2
73.0,73.0,25,2.0,15.3435,15.3435,32.5799,33.1532,32.7266,17.9842,28.7066,31.8332,37.7799,31.6933,30.3866,33.8733,25.5532,31.8733,34.2732,17.3057,32.4599,34.6133
74.0,74.0,25,3.0,15.344,15.344,33.0267,33.7067,33.2667,17.9848,29.0667,32.4267,38.3467,32.1267,30.8067,34.4067,26.0802,32.3667,34.9267,17.3065,33.0267,35.1667
75.0,75.0,26,1.0,15.3445,15.3445,33.36,34.04,33.6,17.9854,29.4,32.76,38.68,32.46,31.14,34.74,26.48,32.7,35.26,17.3074,33.36,35.5
76.0,76.0,26,2.0,15.345,15.345,33.9733,34.5733,33.9933,17.9859,29.8333,33.2733,39.3133,32.9333,31.5933,35.2333,26.9933,33.1933,35.6733,17.3082,33.9133,35.9333
77.0,77.0,26,3.0,15.3455,15.3455,34.3067,34.9067,34.3334,17.9865,30.1734,33.6201,39.6802,33.2667,31.9401,35.5868,27.3468,33.5334,36.0268,17.3091,34.2467,36.2667
78.0,78.0,27,1.0,15.346,15.346,34.64,35.28,34.7,17.9871,30.52,34.02,40.08,33.62,32.3,36.0,27.72,33.92,36.42,17.3099,34.58,36.6
78.5,78.5,27,1.5,15.3462,15.3462,35.0267,35.6868,35.0267,17.9874,30.7867,34.4267,40.4467,34.0667,32.6467,36.6667,28.0867,34.3667,36.8867,17.3103,34.9667,36.9067
79.0,79.0,27,2.0,15.3465,15.3465,35.1933,35.8933,35.1933,17.9876,30.9533,34.5933,40.6133,34.2333,32.8133,36.8333,28.2733,34.5333,37.0533,17.3107,35.1333,37.0733
79.5,79.5,27,2.5,15.3467,15.3467,35.42,36.06,35.36,17.9879,31.12,34.76,41.12,34.4,32.98,37.06,28.56,34.7,37.22,17.3112,35.3,37.24
80.0,80.0,27,3.0,15.347,15.347,35.6067,36.2267,35.5267,17.9882,31.2867,34.9267,41.2867,34.5868,33.1801,37.2267,28.7267,34.8667,37.3867,17.3116,35.4667,37.4067
80.5,80.5,27,3.5,15.3472,15.3472,35.8133,36.3933,35.6933,17.9885,31.4533,35.0933,41.4533,34.7933,33.3733,37.3933,28.8933,35.0333,37.5533,17.312,35.6333,37.5733
81.0,81.0,28,1.0,15.3475,15.3475,35.98,36.56,35.86,17.9888,31.62,35.26,41.62,34.96,33.54,37.58,29.08,35.28,37.72,17.3124,35.86,37.74
82.0,82.0,28,2.0,15.348,15.348,36.3133,36.9733,36.2733,17.9894,31.9533,35.7533,41.9533,35.3333,33.8933,37.9133,29.4933,35.6133,38.0533,17.3133,36.2533,38.1933
83.0,83.0,28,3.0,15.3485,15.3485,36.7067,37.4134,36.6467,17.9899,32.2867,36.2067,42.2867,35.6667,34.2267,38.2667,29.8467,35.9667,38.4467,17.3141,36.6867,38.6267
84.0,84.0,29,1.0,15.349,15.349,37.16,37.8,37.12,17.9905,32.62,36.56,42.84,36.02,34.56,38.6,30.38,36.3,38.82,17.3149,37.08,38.98
85.0,85.0,29,2.0,15.3495,15.3495,37.4933,38.2266,37.4533,17.9911,32.9866,37.0266,43.2132,36.3733,34.9733,38.9466,30.7133,36.6533,39.1533,17.3158,37.4733,39.3733
86.0,86.0,29,3.0,15.35,15.35,38.0667,38.7267,37.9667,17.9916,33.4067,37.8267,43.8067,36.7667,35.4667,39.4867,31.2867,37.2067,39.7667,17.3166,38.1267,39.9067
87.0,87.0,30,1.0,15.3505,15.3505,38.4,39.06,38.3,17.9922,33.74,38.16,44.14,37.1,35.8,39.82,31.62,37.54,40.1,17.3175,38.46,40.24
88.0,88.0,30,2.0,15.351,15.351,38.8533,39.5333,38.7733,17.9928,34.1533,38.5533,44.6733,37.5933,36.2733,40.3533,32.0933,37.9533,40.5533,17.3183,38.8333,40.7333
89.0,89.0,30,3.0,15.3515,15.3515,39.1867,39.8734,39.1268,17.9934,34.4867,38.8867,45.0402,37.9267,36.6067,40.6934,32.4334,38.2867,40.8934,17.3192,39.1868,41.0667
90.0,90.0,31,1.0,15.352,15.352,39.68,40.26,39.5,17.9939,34.82,39.24,45.6,38.3,36.96,41.06,32.92,38.66,41.38,17.32,39.56,41.4
91.0,91.0,31,2.0,15.3525,15.3525,39.9533,40.7198,39.8466,17.9945,35.1533,39.6999,45.9466,38.6333,37.2933,41.4864,33.2533,39.0533,41.7133,17.4933,39.9732,41.7333
92.0,92.0,31,3.0,15.353,15.353,40.4267,41.2067,40.3667,17.9951,35.6267,40.1867,46.5667,39.0667,37.8067,41.9867,33.7667,39.5067,42.1667,17.6672,40.4867,42.2067
93.0,93.0,32,1.0,15.3535,15.3535,40.76,41.54,40.7,17.9956,35.96,40.54,46.9,39.4,38.14,42.32,34.1,39.84,42.5,17.72,40.82,42.54
94.0,94.0,32,2.0,15.354,15.354,41.2733,42.0733,41.1533,17.9962,36.2933,41.0533,47.5333,39.8533,38.4933,42.8933,34.6933,40.3733,43.0133,17.7891,41.2933,42.9133
95.0,95.0,32,3.0,15.3545,15.3545,41.6067,42.4267,41.4667,17.9968,36.6267,41.3867,47.8667,40.1867,38.8467,43.2334,35.0267,40.7067,43.3534,17.8067,41.6267,43.2467
96.0,96.0,33,1.0,15.355,15.355,42.1,42.8,41.88,17.9974,36.96,41.72,48.28,40.52,39.26,43.68,35.38,41.06,43.78,18.0,42.04,43.62
97.0,97.0,33,2.0,15.3555,15.3555,42.4333,43.1533,42.2333,17.9979,37.2933,42.2533,48.6533,40.9133,39.5933,44.0733,35.7333,41.4133,44.1133,18.1933,42.3733,44.0533
98.0,98.0,33,3.0,15.356,15.356,42.8667,43.5667,42.7067,17.9985,37.6867,42.7067,49.1468,41.3667,40.0267,44.5267,36.2134,41.8668,44.5467,18.4249,42.8267,44.4134
99.0,99.0,34,1.0,15.3565,15.3565,43.24,44.04,43.12,17.9991,38.04,43.16,49.64,41.74,40.4,44.98,36.66,42.24,44.92,18.44,43.18,44.84
100.0,100.0,34,2.0,15.357,15.357,43.5933,44.3733,43.4533,17.9996,38.3733,43.5932,49.9866,42.1132,40.7333,45.3333,37.0933,42.5866,45.3133,18.6133,43.6133,45.1733
101.0,101.0,34,3.0,15.3575,15.3575,44.0467,44.8067,43.8867,18.0005,38.7267,44.0267,50.5067,42.5067,41.1667,45.7667,37.4934,43.0267,45.7667,18.8267,44.0867,45.5067
102.0,102.0,35,1.0,15.358,15.358,44.48,45.24,44.26,18.0018,39.18,44.42,51.1,43.02,41.56,46.18,37.9,43.42,46.18,19.06,44.48,45.96
102.25,102.25,35,1.25,15.3581,15.3581,44.5833,45.3233,44.3433,18.0021,39.2633,44.5233,51.1833,43.1033,41.6833,46.3233,38.0033,43.5033,46.3066,19.1433,44.5633,46.0433
102.5,102.5,35,1.5,15.3583,15.3583,44.6667,45.4067,44.4267,18.0024,39.3467,44.6067,51.2667,43.1867,41.8067,46.4267,38.1267,43.5867,46.4067,19.2267,44.6734,46.1267
102.75,102.75,35,1.75,15.3584,15.3584,44.75,45.49,44.53,18.0028,39.43,44.73,51.35,43.27,41.89,46.51,38.23,43.67,46.51,19.31,44.79,46.21
103.0,103.0,35,2.0,15.3585,15.3585,44.8333,45.5733,44.6333,18.0031,39.5133,44.8333,51.4333,43.3533,41.9733,46.5933,38.3133,43.7533,46.5933,19.3933,44.8733,46.2933
103.25,103.25,35,2.25,15.3586,15.3586,44.9501,45.6567,44.7167,18.0034,39.5967,44.9567,51.5167,43.4367,42.0567,46.6767,38.3967,43.8367,46.6767,19.4037,44.9567,46.3767
103.5,103.5,35,2.5,15.3588,15.3588,45.08,45.76,44.82,18.0038,39.68,45.08,51.62,43.52,42.14,46.86,38.54,43.94,46.76,19.4076,45.04,46.46
103.75,103.75,35,2.75,15.3589,15.3589,45.1633,45.8433,44.9233,18.0041,39.7433,45.1666,51.7033,43.6033,42.2233,46.9433,38.6233,44.0833,46.8433,19.4116,45.1299,46.5633
104.0,104.0,35,3.0,15.359,15.359,45.2467,45.9667,45.0067,18.0044,39.8267,45.2667,51.7867,43.6867,42.3067,47.0267,38.7067,44.1667,46.9267,19.4156,45.2667,46.6667
104.25,104.25,35,3.25,15.3591,15.3591,45.35,46.05,45.11,18.0047,39.91,45.35,51.87,43.77,42.41,47.11,38.79,44.27,47.05,19.4195,45.35,46.75
