qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,A Clarinet 1,A Clarinet 2,Bassoon 1,Bassoon 2,"B basso Horn 1 [sic, B not Bb]","B basso Horn 2 [sic, B not Bb]","B Trumpet 1 [sic, B not Bb]","B Trumpet 2 [sic, B not Bb]",Trombone 1,Trombone 2,Trombone 3,Tuba,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
345.3333,242.8169,73,3.3333,r,r,r,r,r,r,B3,r,E-4,F#3,r,r,r,r,r,r,r,F#5,E-5,B4,r,r
345.6667,243.0986,73,3.6667,r,r,r,r,r,r,E-4,r,F#4,B3,r,r,r,r,r,r,r,r,r,r,r,r
346.0,243.3803,73,4.0,r,r,r,r,r,r,F#4,r,A4,E-4,E-5,B4,r,r,r,r,r,B4,B3,r,r,r
346.3333,243.6619,73,4.3333,r,r,r,r,r,r,F#4,r,r,r,E-5,B4,r,r,r,r,r,E-5,E-4,r,r,r
346.6667,243.9437,73,4.6667,r,r,r,r,r,r,r,r,E-4,B3,E-5,B4,r,r,r,r,r,F#5,F#4,r,r,r
347.0,244.2254,74,1.0,r,r,r,r,r,r,r,r,E-4,B3,E-5,B4,r,r,r,r,r,G#5,G#4,r,r,r
348.0,245.0704,74,2.0,r,r,r,r,r,r,r,r,E-4,B3,E-5,B4,r,r,r,r,r,G#5,G#4,E-3,B2,B1
348.3333,245.3521,74,2.3333,r,r,r,r,r,r,r,r,E-4,B3,E-5,B4,r,r,r,r,r,G#5,G#4,G#3,E-3,B1
348.5,245.493,74,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,G#4,G#3,E-3,B1
348.6667,245.6338,74,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,G#4,B3,G#3,B1
349.0,245.9155,74,3.0,r,r,r,r,E-5,B4,r,B2,r,r,r,r,r,r,r,r,r,A5,A4,r,r,r
349.3333,246.1972,74,3.3333,r,r,r,r,B4,G#4,r,B2,r,r,r,r,r,r,r,r,r,A5,A4,r,r,r
349.5,246.338,74,3.5,r,r,r,r,B4,G#4,r,B2,r,r,r,r,r,r,r,r,r,B5,B4,r,r,r
349.6667,246.4789,74,3.6667,r,r,r,r,G#4,E-4,r,B2,r,r,r,r,r,r,r,r,r,B5,B4,r,r,r
350.0,246.7606,74,4.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,G#4,E3,C#3,C#2
350.3333,247.0422,74,4.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,G#4,G#3,E3,C#2
350.5,247.1831,74,4.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,F#4,G#3,E3,C#2
350.6667,247.324,74,4.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,F#4,C#4,G#3,C#2
351.0,247.6056,75,1.0,r,r,r,r,E5,C#5,r,C#3,r,r,r,r,r,r,r,r,r,E5,E4,r,r,r
351.3333,247.8873,75,1.3333,r,r,r,r,C#5,G#4,r,C#3,r,r,r,r,r,r,r,r,r,E5,E4,r,r,r
351.5,248.0282,75,1.5,r,r,r,r,C#5,G#4,r,C#3,r,r,r,r,r,r,r,r,r,E-5,E-4,r,r,r
351.6667,248.169,75,1.6667,r,r,r,r,G#4,E4,r,C#3,r,r,r,r,r,r,r,r,r,E-5,E-4,r,r,r
352.0,248.4507,75,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,C#4,C#3,A2,A1
352.3333,248.7324,75,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,C#4,F#3,C#3,A1
352.5,248.8732,75,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,F#4,F#3,C#3,A1
352.6667,249.0141,75,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,F#4,A3,F#3,A1
353.0,249.2958,75,3.0,r,r,r,r,C#5,A4,r,A2,r,r,r,r,r,r,r,r,r,G#5,G#4,r,r,r
353.3333,249.5774,75,3.3333,r,r,r,r,A4,F#4,r,A2,r,r,r,r,r,r,r,r,r,G#5,G#4,r,r,r
353.5,249.7183,75,3.5,r,r,r,r,A4,F#4,r,A2,r,r,r,r,r,r,r,r,r,A5,A4,r,r,r
353.6667,249.8592,75,3.6667,r,r,r,r,F#4,C#4,r,A2,r,r,r,r,r,r,r,r,r,A5,A4,r,r,r
354.0,250.1408,75,4.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,F#4,E-3,B2,B1
354.3333,250.4225,75,4.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,F#4,F#3,E-3,B1
354.5,250.5634,75,4.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,E4,F#3,E-3,B1
354.6667,250.7043,75,4.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,E4,B3,F#3,B1
355.0,250.9859,76,1.0,r,r,r,r,E-5,B4,r,B2,r,r,r,r,r,r,r,r,r,E-5,E-4,r,r,r
355.3333,251.2676,76,1.3333,r,r,r,r,B4,F#4,r,B2,r,r,r,r,r,r,r,r,r,E-5,E-4,r,r,r
355.5,251.4085,76,1.5,r,r,r,r,B4,F#4,r,B2,r,r,r,r,r,r,r,r,r,C#5,C#4,r,r,r
355.6667,251.5493,76,1.6667,r,r,r,r,F#4,E-4,r,B2,r,r,r,r,r,r,r,r,r,C#5,C#4,r,r,r
356.0,251.831,76,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,B3,E3,G#2,G#1
356.3333,252.1126,76,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,B3,G#3,E3,G#1
356.5,252.2535,76,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,E4,G#3,E3,G#1
356.6667,252.3944,76,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,E4,B3,G#3,G#1
357.0,252.6761,76,3.0,r,r,r,r,B4,G#4,r,G#2,r,r,r,r,r,r,r,r,r,B5,B4,r,r,r
357.3333,252.9577,76,3.3333,r,r,r,r,G#4,E4,r,G#2,r,r,r,r,r,r,r,r,r,B5,B4,r,r,r
357.6667,253.2395,76,3.6667,r,r,r,r,E4,B3,r,G#2,r,r,r,r,r,r,r,r,r,B5,B4,r,r,r
358.0,253.5211,76,4.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,B4,E3,G2,G1
358.3333,253.8028,76,4.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,B4,G3,E3,G1
358.5,253.9437,76,4.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,E4,G3,E3,G1
358.6667,254.0845,76,4.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,E4,B3,G3,G1
359.0,254.3662,77,1.0,r,r,r,r,E5,B4,r,G2,r,r,r,r,r,r,r,r,r,C#6,C#5,r,r,r
359.3333,254.6479,77,1.3333,r,r,r,r,B4,G4,r,G2,r,r,r,r,r,r,r,r,r,C#6,C#5,r,r,r
359.6667,254.9296,77,1.6667,r,r,r,r,G4,E4,r,G2,r,r,r,r,r,r,r,r,r,C#6,C#5,r,r,r
360.0,255.2113,77,2.0,B-5,C#5,r,r,E5,C#5,r,F#2,r,r,r,r,r,r,r,r,r,C#6,C#5,C#3,F#2,F#1
360.3333,255.4929,77,2.3333,B-5,C#5,r,r,E5,C#5,r,F#2,r,r,r,r,r,r,r,r,r,C#6,C#5,E3,C#3,F#1
360.5,255.6338,77,2.5,B-5,C#5,r,r,E5,C#5,r,F#2,r,r,r,r,r,r,r,r,r,E6,E5,E3,C#3,F#1
360.6667,255.7747,77,2.6667,B-5,C#5,r,r,E5,C#5,r,F#2,r,r,r,r,r,r,r,r,r,E6,E5,B-3,F#3,F#1
361.0,256.0563,77,3.0,B-5,C#5,r,r,E5,C#5,r,F#2,r,r,r,r,r,r,r,r,r,E-6,E-5,E3,F#2,F#1
361.3333,256.338,77,3.3333,B-5,C#5,r,r,C#5,B-4,r,F#2,r,r,r,r,r,r,r,r,r,E-6,E-5,B-3,E3,F#1
361.5,256.4789,77,3.5,B-5,C#5,r,r,C#5,B-4,r,F#2,r,r,r,r,r,r,r,r,r,C#6,C#5,B-3,E3,F#1
361.6667,256.6197,77,3.6667,B-5,C#5,r,r,B-4,E4,r,F#2,r,r,r,r,r,r,r,r,r,C#6,C#5,C#4,B-3,F#1
362.0,256.9014,77,4.0,C#6,E5,r,r,C#5,B-4,r,F#3,r,r,r,r,r,r,r,r,r,G#5,G#4,B-3,F#3,F#2
362.3333,257.1831,77,4.3333,C#6,E5,r,r,B-4,E4,r,F#3,r,r,r,r,r,r,r,r,r,G#5,G#4,C#4,B-3,F#2
362.6667,257.4648,77,4.6667,C#6,E5,r,r,E4,C#4,r,F#3,r,r,r,r,r,r,r,r,r,G#5,G#4,E4,C#4,F#2
362.75,257.5352,77,4.75,C#6,E5,r,r,E4,C#4,r,F#3,r,r,r,r,r,r,r,r,r,B-5,B-4,E4,C#4,F#2
363.0,257.7465,78,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,B-4,r,r,r
364.0,258.5915,78,2.0,B5,D5,D5,B4,D4,B3,G2,G2,r,r,r,r,r,r,r,r,r,B5,B4,r,G2,G1
364.3333,258.8732,78,2.3333,B5,D5,D5,B4,G4,D4,G2,G2,r,r,r,r,r,r,r,r,r,B5,B4,r,G2,G1
364.6667,259.155,78,2.6667,B5,D5,D5,B4,B4,G4,G2,G2,r,r,r,r,r,r,r,r,r,B5,B4,r,G2,G1
365.0,259.4366,78,3.0,C6,E-5,E-5,C5,C5,E-4,F#2,F#2,C4,F#3,r,r,r,r,r,r,r,B5,B4,C3,F#2,F#1
365.3333,259.7183,78,3.3333,C6,E-5,E-5,C5,C5,E-4,F#2,F#2,C4,F#3,r,r,r,r,r,r,r,B5,B4,E3,C3,F#1
365.5,259.8592,78,3.5,C6,E-5,E-5,C5,C5,E-4,F#2,F#2,C4,F#3,r,r,r,r,r,r,r,A5,A4,E3,C3,F#1
365.6667,260.0,78,3.6667,C6,E-5,E-5,C5,C5,E-4,F#2,F#2,C4,F#3,r,r,r,r,r,r,r,A5,A4,C4,E-3,F#1
366.0,260.2817,78,4.0,C6,E-5,E-5,C5,C5,E-4,F#2,F#2,C4,F#3,r,r,r,r,r,r,r,E-5,E-4,r,r,F#1
366.3333,260.5634,78,4.3333,C6,E-5,E-5,C5,C5,E-4,F#2,F#2,C4,F#3,r,r,r,r,r,r,r,E-5,E-4,C4,E-3,F#1
366.6667,260.8451,78,4.6667,C6,E-5,E-5,C5,C5,E-4,F#2,F#2,C4,F#3,r,r,r,r,r,r,r,E-5,E-4,E-4,C4,F#1
366.75,260.9155,78,4.75,C6,E-5,E-5,C5,C5,E-4,F#2,F#2,C4,F#3,r,r,r,r,r,r,r,A5,A4,E-4,C4,F#1
367.0,261.1268,79,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,A4,r,r,r
368.0,261.9718,79,2.0,A5,E-5,E-5,A4,C4,A3,F#2,F#2,r,r,r,r,r,r,r,r,r,C6,C5,r,F#2,F#1
368.3333,262.2535,79,2.3333,A5,E-5,E-5,A4,E-4,C4,F#2,F#2,r,r,r,r,r,r,r,r,r,C6,C5,r,F#2,F#1
368.6667,262.5352,79,2.6667,A5,E-5,E-5,A4,A4,E-4,F#2,F#2,r,r,r,r,r,r,r,r,r,C6,C5,r,F#2,F#1
369.0,262.8169,79,3.0,D6,D5,D5,D5,D5,D4,F2,F2,D4,D3,r,r,r,r,r,r,r,C6,C5,D3,F2,F1
369.3333,263.0986,79,3.3333,D6,D5,D5,D5,D5,D4,F2,F2,D4,D3,r,r,r,r,r,r,r,C6,C5,G3,D3,F1
369.5,263.2394,79,3.5,D6,D5,D5,D5,D5,D4,F2,F2,D4,D3,r,r,r,r,r,r,r,B5,B4,G3,D3,F1
369.6667,263.3803,79,3.6667,D6,D5,D5,D5,D5,D4,F2,F2,D4,D3,r,r,r,r,r,r,r,B5,B4,D4,F3,F1
370.0,263.662,79,4.0,D6,D5,D5,B4,D5,D4,F2,F2,D4,D3,r,r,r,r,r,r,r,G5,G4,r,r,F1
370.3333,263.9436,79,4.3333,D6,D5,D5,B4,D5,D4,F2,F2,D4,D3,r,r,r,r,r,r,r,G5,G4,D4,F3,F1
370.6667,264.2254,79,4.6667,D6,D5,D5,B4,D5,D4,F2,F2,D4,D3,r,r,r,r,r,r,r,G5,G4,G4,B3,F1
370.75,264.2958,79,4.75,D6,D5,D5,B4,D5,D4,F2,F2,D4,D3,r,r,r,r,r,r,r,D6,D5,G4,B3,F1
371.0,264.507,80,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D6,D5,r,r,r
372.0,265.3521,80,2.0,C6,r,C6,C5,G5,E5,r,E2,r,r,r,r,r,r,r,r,r,G6,G5,E3,G2,E1
372.3333,265.6338,80,2.3333,C6,r,C6,C5,G5,E5,r,E2,r,r,r,r,r,r,r,r,r,G6,G5,E3,C3,E1
372.6667,265.9155,80,2.6667,C6,r,C6,C5,G5,E5,r,E2,r,r,r,r,r,r,r,r,r,G6,G5,E3,E3,E1
373.0,266.1972,80,3.0,C6,r,C6,C5,G5,E5,r,E2,r,r,r,r,r,r,r,r,r,G6,G5,E3,G3,E1
373.3333,266.4788,80,3.3333,C6,r,C6,C5,E5,C5,r,E2,r,r,r,r,r,r,r,r,r,G6,G5,E3,G3,E1
373.6667,266.7606,80,3.6667,C6,r,C6,C5,C5,G4,r,E2,r,r,r,r,r,r,r,r,r,G6,G5,E3,G3,E1
374.0,267.0423,80,4.0,B5,r,B5,B4,G4,E4,r,E2,r,r,r,r,r,r,r,r,r,G6,G5,G3,E3,E1
374.3333,267.3239,80,4.3333,B5,r,B5,B4,G4,E4,r,E2,r,r,r,r,r,r,r,r,r,G6,G5,B3,G3,E1
374.6667,267.6057,80,4.6667,B5,r,B5,B4,G4,E4,r,E2,r,r,r,r,r,r,r,r,r,G6,G5,E4,B3,E1
375.0,267.8873,81,1.0,B5,r,B5,B4,r,r,r,E2,r,r,r,r,r,r,r,r,r,G6,G5,G4,E4,E1
376.0,268.7324,81,2.0,B-5,r,B-5,B-4,r,r,r,E3,r,r,r,r,r,r,r,r,r,F#6,F#5,C#4,E3,E2
378.0,270.4225,81,4.0,B4,r,B4,r,r,r,E-3,E-3,B3,r,r,r,r,r,r,r,r,r,r,B3,E-3,E-2
379.0,271.2676,82,1.0,E5,r,B4,r,r,r,E-3,E-3,E4,r,r,r,r,r,r,r,r,r,r,B3,E-3,E-2
380.0,272.1127,82,2.0,E5,r,B-4,r,r,r,C#3,C#3,E4,r,r,r,r,r,r,r,r,r,r,B-3,C#3,C#2
381.0,272.9577,82,3.0,E5,r,G#4,r,r,r,B2,B2,E4,r,r,r,r,r,r,r,r,r,r,G#3,B2,B1
381.5,273.3803,82,3.5,C#5,r,G#4,r,r,r,B2,B2,C#4,r,r,r,r,r,r,r,r,r,r,G#3,B2,B1
382.0,273.8028,82,4.0,F#5,r,F#4,r,r,r,B-2,B-2,F#4,r,r,r,r,r,r,r,r,r,r,F#3,B-2,B-1
382.5,274.2254,82,4.5,C#5,r,F#4,r,r,r,B-2,B-2,C#4,r,r,r,r,r,r,r,r,r,r,F#3,B-2,B-1
383.0,274.6479,83,1.0,E5,r,r,r,r,r,r,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,r
383.5,275.0704,83,1.5,C#5,r,r,r,r,r,r,r,C#4,r,r,r,r,r,r,r,r,r,r,r,r,r
384.0,275.493,83,2.0,F#5,r,r,r,r,r,r,r,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r
384.5,275.9155,83,2.5,C#5,r,r,r,r,r,r,r,C#4,r,r,r,r,r,r,r,r,r,r,r,r,r
385.0,276.338,83,3.0,E5,r,r,r,r,r,r,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,r
386.0,277.1831,83,4.0,E5,C#5,A4,r,r,r,C#4,A3,E4,r,r,r,r,r,r,r,r,r,r,r,F#2,F#1
387.0,278.0282,84,1.0,E5,C#5,G#4,r,r,r,C#4,G#3,E4,r,r,r,r,r,r,r,r,r,r,r,A2,A1
388.0,278.8732,84,2.0,E-5,B4,F#4,r,F#4,F#3,B3,F#3,E-4,F#3,r,r,r,r,r,r,r,r,r,r,A2,A1
389.0,279.7183,84,3.0,C#5,r,E4,r,F#4,A3,r,E3,C#4,F#3,r,r,r,r,r,r,r,r,r,r,A2,A1
389.5,280.1408,84,3.5,C#5,r,E4,r,F#4,A3,r,E3,C#4,F#3,r,r,r,r,r,r,r,r,r,r,F#2,F#1
390.0,280.5634,84,4.0,B4,r,E-4,r,F#4,A3,r,E-3,B3,F#3,r,r,r,r,r,r,r,r,r,r,B2,B1
390.5,280.9859,84,4.5,B4,r,E-4,r,F#4,A3,r,E-3,B3,F#3,r,r,r,r,r,r,r,r,r,r,F#2,F#1
391.0,281.4085,85,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,A1
391.5,281.831,85,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#2,F#1
392.0,282.2535,85,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,E-4,B3,B2,B1
392.5,282.6761,85,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,E-4,B3,F#2,F#1
393.0,283.0986,85,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,E-4,B3,G2,G1
393.5,283.5211,85,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,E4,B3,E2,E1
394.0,283.9437,85,4.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,A2,A1
394.5,284.3662,85,4.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,C#4,A3,E2,E1
395.0,284.7887,86,1.0,r,r,r,r,r,r,F#3,F#2,r,r,r,r,r,r,r,r,r,G4,C#4,A3,F#2,F#2
395.5,285.2113,86,1.5,r,r,r,r,r,r,D3,D2,r,r,r,r,r,r,r,r,r,F#4,D4,A3,D2,D2
396.0,285.6338,86,2.0,r,r,r,r,r,r,G3,G2,r,r,r,r,r,r,r,r,r,r,r,B3,G2,G2
396.5,286.0563,86,2.5,r,r,r,r,r,r,D3,D2,r,r,r,r,r,r,r,r,r,F#4,B3,G3,D2,D2
397.0,286.4789,86,3.0,r,r,r,r,r,r,E3,E2,r,r,r,r,r,r,r,r,r,F#4,B3,G3,E2,E2
397.3333,286.7605,86,3.3333,r,r,r,r,r,r,C#3,C#2,r,r,r,r,r,r,r,r,r,F#4,B3,G3,C#2,C#2
397.5,286.9014,86,3.5,r,r,r,r,r,r,C#3,C#2,r,r,r,r,r,r,r,r,r,E4,C#4,G3,C#2,C#2
397.6667,287.0423,86,3.6667,r,r,r,r,r,r,G3,G2,r,r,r,r,r,r,r,r,r,E4,C#4,G3,G2,G2
398.0,287.3239,86,4.0,r,r,r,r,r,r,E3,E2,r,r,r,r,r,r,r,r,r,r,r,r,E2,E2
398.3333,287.6056,86,4.3333,r,r,r,r,r,r,C#4,C#3,r,r,r,r,r,r,r,r,r,r,r,r,C#3,C#3
398.5,287.7465,86,4.5,r,r,r,r,r,r,C#4,C#3,r,r,r,r,r,r,r,r,r,F#6,F#5,C#5,C#3,C#3
398.6667,287.8874,86,4.6667,r,r,r,r,r,r,G3,G2,r,r,r,r,r,r,r,r,r,F#6,F#5,C#5,G2,G2
399.0,288.169,87,1.0,r,r,r,r,r,r,E4,E3,r,r,r,r,r,r,r,r,r,F#6,F#5,C#5,E3,E3
399.3333,288.4507,87,1.3333,r,r,r,r,r,r,C#4,C#3,r,r,r,r,r,r,r,r,r,F#6,F#5,C#5,C#3,C#3
399.5,288.5915,87,1.5,r,r,r,r,r,r,C#4,C#3,r,r,r,r,r,r,r,r,r,E6,E5,C#5,C#3,C#3
399.6667,288.7324,87,1.6667,r,r,r,r,r,r,G4,G3,r,r,r,r,r,r,r,r,r,E6,E5,C#5,G3,G3
400.0,289.0141,87,2.0,r,r,r,r,r,r,r,r,F#3,F#3,F#4,F#4,r,r,r,r,r,r,r,F#4,F#3,r
400.75,289.6479,87,2.75,r,r,r,r,r,r,r,r,F#3,F#3,F#4,F#4,r,r,r,r,r,r,r,B4,B3,r
401.0,289.8592,87,3.0,r,r,r,r,r,r,r,r,B3,B3,B4,B4,r,r,r,r,r,r,r,B4,B3,r
402.0,290.7042,87,4.0,r,r,r,r,B4,A4,B3,A3,B3,B3,B4,B4,B3,B3,A3,B3,B2,B4,B4,A4,B3,B2
402.75,291.338,87,4.75,r,r,r,r,B4,A4,B3,A3,B3,B3,B4,B4,B3,B3,A3,B3,B2,E5,E5,A4,B3,B2
403.0,291.5493,88,1.0,r,r,r,r,E5,G4,E4,G3,B3,B2,B4,B3,E4,B3,G3,B2,B2,E5,E5,G4,B2,B1
403.1667,291.6902,88,1.1667,r,r,r,r,E5,G4,E4,G3,B3,B2,B4,B3,E4,B3,G3,B2,B2,E-5,E5,G4,B2,B1
403.3333,291.831,88,1.3333,r,r,r,r,E5,G4,E4,G3,B3,B2,B4,B3,E4,B3,G3,B2,B2,E-5,E5,G4,B2,B1
403.5,291.9718,88,1.5,r,r,r,r,E5,G4,E4,G3,B3,B2,B4,B3,E4,B3,G3,B2,B2,F#5,F#5,B3,B2,B1
403.6667,292.1127,88,1.6667,r,r,r,r,E5,G4,E4,G3,B3,B2,B4,B3,E4,B3,G3,B2,B2,G5,F#5,B3,B2,B1
403.8333,292.2535,88,1.8333,r,r,r,r,E5,G4,E4,G3,B3,B2,B4,B3,E4,B3,G3,B2,B2,G5,F#5,B3,B2,B1
404.0,292.3944,88,2.0,r,r,r,r,D5,F#4,D4,F#3,B3,B2,B4,B3,D4,B3,F#3,B2,B2,D5,D5,F#4,B2,B1
404.1667,292.5352,88,2.1667,r,r,r,r,D5,F#4,D4,F#3,B3,B2,B4,B3,D4,B3,F#3,B2,B2,C#5,D5,F#4,B2,B1
404.3333,292.676,88,2.3333,r,r,r,r,D5,F#4,D4,F#3,B3,B2,B4,B3,D4,B3,F#3,B2,B2,C#5,D5,F#4,B2,B1
404.5,292.8169,88,2.5,r,r,r,r,D5,F#4,D4,F#3,B3,B2,B4,B3,D4,B3,F#3,B2,B2,E5,E5,B3,B2,B1
404.6667,292.9578,88,2.6667,r,r,r,r,D5,F#4,D4,F#3,B3,B2,B4,B3,D4,B3,F#3,B2,B2,F#5,E5,B3,B2,B1
404.8333,293.0986,88,2.8333,r,r,r,r,D5,F#4,D4,F#3,B3,B2,B4,B3,D4,B3,F#3,B2,B2,F#5,E5,B3,B2,B1
405.0,293.2394,88,3.0,r,r,r,r,C#5,B-4,C#4,E3,r,r,r,r,C#4,B-3,E3,B2,r,C#5,C#5,E4,B2,B1
405.1667,293.3803,88,3.1667,r,r,r,r,C#5,B-4,C#4,E3,r,r,r,r,C#4,B-3,E3,B2,r,B4,C#5,E4,B2,B1
405.3333,293.5211,88,3.3333,r,r,r,r,C#5,B-4,C#4,E3,r,r,r,r,C#4,B-3,E3,B2,r,B4,C#5,E4,B2,B1
405.5,293.662,88,3.5,r,r,r,r,C#5,B-4,C#4,E3,r,r,r,r,C#4,B-3,E3,B2,r,D5,D5,B-3,B2,B1
405.6667,293.8028,88,3.6667,r,r,r,r,C#5,B-4,C#4,E3,r,r,r,r,C#4,B-3,E3,B2,r,E5,D5,B-3,B2,B1
405.8333,293.9436,88,3.8333,r,r,r,r,C#5,B-4,C#4,E3,r,r,r,r,C#4,B-3,E3,B2,r,E5,D5,B-3,B2,B1
406.0,294.0845,88,4.0,r,r,F#5,F#5,B4,F#4,B3,D3,F#4,F#3,F#5,F#4,B3,B3,D3,B2,B2,F#4,F#4,D4,B3,B2
406.1667,294.2254,88,4.1667,r,r,F#5,F#5,B4,F#4,B3,D3,F#4,F#3,F#5,F#4,B3,B3,D3,B2,B2,B4,F#4,D4,B3,B2
406.3333,294.3662,88,4.3333,r,r,F#5,F#5,B4,F#4,B3,D3,F#4,F#3,F#5,F#4,B3,B3,D3,B2,B2,B4,F#4,D4,B3,B2
406.5,294.507,88,4.5,r,r,F#5,F#5,B4,F#4,B3,D3,F#4,F#3,F#5,F#4,B3,B3,D3,B2,B2,F5,F#4,B3,B3,B2
406.6667,294.6479,88,4.6667,r,r,F#5,F#5,B4,F#4,B3,D3,F#4,F#3,F#5,F#4,B3,B3,D3,B2,B2,F#5,F#4,B3,B3,B2
406.75,294.7183,88,4.75,r,r,F#5,F#5,B4,F#4,B3,D3,F#4,F#3,F#5,F#4,B3,B3,D3,B2,B2,F#5,B4,B3,B3,B2
406.8333,294.7887,88,4.8333,r,r,F#5,F#5,B4,F#4,B3,D3,F#4,F#3,F#5,F#4,B3,B3,D3,B2,B2,F#5,B4,B3,B3,B2
407.0,294.9296,89,1.0,r,r,B5,D5,D5,B4,D4,B3,F#4,F#3,F#5,F#4,r,r,F#3,F#2,F#2,B5,B4,D5,F#2,F#1
407.1667,295.0705,89,1.1667,r,r,B5,D5,D5,B4,D4,B3,F#4,F#3,F#5,F#4,r,r,F#3,F#2,F#2,B-5,B4,D5,F#2,F#1
407.3333,295.2112,89,1.3333,r,r,B5,D5,D5,B4,D4,B3,F#4,F#3,F#5,F#4,r,r,F#3,F#2,F#2,B-5,B4,D5,F#2,F#1
407.5,295.3521,89,1.5,r,r,B5,D5,D5,B4,D4,B3,F#4,F#3,F#5,F#4,r,r,F#3,F#2,F#2,C#6,C#5,F#4,F#2,F#1
407.6667,295.493,89,1.6667,r,r,B5,D5,D5,B4,D4,B3,F#4,F#3,F#5,F#4,r,r,F#3,F#2,F#2,D6,C#5,F#4,F#2,F#1
407.8333,295.6338,89,1.8333,r,r,B5,D5,D5,B4,D4,B3,F#4,F#3,F#5,F#4,r,r,F#3,F#2,F#2,D6,C#5,F#4,F#2,F#1
408.0,295.7746,89,2.0,r,r,A5,C#5,C#5,A4,C#4,A3,F#4,F#3,F#5,F#4,r,r,F#3,F#2,F#2,A5,A4,C#5,F#2,F#1
408.1667,295.9155,89,2.1667,r,r,A5,C#5,C#5,A4,C#4,A3,F#4,F#3,F#5,F#4,r,r,F#3,F#2,F#2,G#5,A4,C#5,F#2,F#1
408.3333,296.0563,89,2.3333,r,r,A5,C#5,C#5,A4,C#4,A3,F#4,F#3,F#5,F#4,r,r,F#3,F#2,F#2,G#5,A4,C#5,F#2,F#1
408.5,296.1972,89,2.5,r,r,A5,C#5,C#5,A4,C#4,A3,F#4,F#3,F#5,F#4,r,r,F#3,F#2,F#2,B5,B4,F#4,F#2,F#1
408.6667,296.3381,89,2.6667,r,r,A5,C#5,C#5,A4,C#4,A3,F#4,F#3,F#5,F#4,r,r,F#3,F#2,F#2,C#6,B4,F#4,F#2,F#1
408.8333,296.4788,89,2.8333,r,r,A5,C#5,C#5,A4,C#4,A3,F#4,F#3,F#5,F#4,r,r,F#3,F#2,F#2,C#6,B4,F#4,F#2,F#1
409.0,296.6197,89,3.0,r,r,G#5,F5,B4,G#4,B3,G#3,r,r,r,r,r,r,F#3,F#2,r,G#5,G#4,B4,F#2,F#1
409.1667,296.7606,89,3.1667,r,r,G#5,F5,B4,G#4,B3,G#3,r,r,r,r,r,r,F#3,F#2,r,F#5,G#4,B4,F#2,F#1
