score_qstamp,qstamp,measure,beat,723382_tstamp,729190_tstamp,723374_tstamp,730989_tstamp,736447_tstamp,723386_tstamp,723404_tstamp,723411_tstamp,723399_tstamp,728531_tstamp,723395_tstamp,736452_tstamp,723378_tstamp,711682_tstamp
40.0,40.0,15,1.0,7.7206,9.3606,9.9212,6.6261,4.2006,8.3206,9.3806,8.0406,10.0006,5.7168,9.0006,6.2212,6.8406,2.7806
42.0,42.0,15,3.0,8.0436,9.6836,10.3236,6.6271,4.5036,8.6436,9.7036,8.4036,10.3508,5.7605,9.3436,6.5436,7.1636,3.0805
43.0,43.0,16,1.0,8.1952,9.8352,10.4752,6.6276,4.6419,8.7952,9.8552,8.5552,10.5504,5.781,9.4952,6.6952,7.3152,3.1014
45.0,45.0,16,3.0,8.5782,10.1582,10.8382,6.6286,4.8026,9.1182,10.2182,8.9182,10.9182,5.7999,9.8982,7.0382,7.6182,3.201
46.0,46.0,17,1.0,8.7394,10.3097,10.9897,6.6291,4.8259,9.2697,10.3697,9.0697,11.1097,5.8011,10.0497,7.1897,7.7697,3.2094
48.0,48.0,17,3.0,9.0527,10.6727,11.3927,6.6302,5.0625,9.5727,10.7527,9.4127,11.5327,5.8032,10.4127,7.5127,8.0727,3.3207
49.0,49.0,18,1.0,9.2042,10.8242,11.5442,6.6307,5.1222,9.7242,10.9042,9.5842,11.7284,5.8043,10.5642,7.6642,8.2242,3.3286
50.0,50.0,18,2.0,9.3558,10.9758,11.759,6.6312,5.136,9.8916,11.0558,9.7958,11.9358,5.8053,10.8358,7.8358,8.3758,3.3366
51.0,51.0,18,3.0,9.5073,11.1273,11.9273,6.6317,5.2336,10.0473,11.2073,9.9473,12.0873,5.8064,10.9873,7.9873,8.5273,3.4068
52.0,52.0,19,1.0,9.6588,11.2588,12.0788,6.6322,5.3613,10.1988,11.3588,10.0988,12.2388,5.8075,11.1388,8.1388,8.6788,3.5008
53.0,53.0,19,2.0,9.9103,11.4103,12.2503,6.6328,5.3722,10.3703,11.5903,10.2903,12.4103,5.8085,11.3103,8.3503,8.8303,3.5074
54.0,54.0,19,3.0,10.0618,11.5618,12.4418,6.6333,5.4054,10.5236,11.7618,10.4418,12.5818,5.8096,11.4618,8.5018,8.9818,3.514
55.0,55.0,20,1.0,10.2133,11.7133,12.6066,6.6338,5.5007,10.7066,11.9133,10.5933,12.7533,5.8107,11.6266,8.6533,9.1466,3.5202
56.0,56.0,20,2.0,10.4048,11.8648,12.7648,6.6343,5.5087,10.8648,12.0648,10.8448,13.0048,5.8117,11.9048,8.8048,9.3048,3.5229
57.0,57.0,20,3.0,10.5564,12.0164,12.9164,6.6348,5.5167,11.0164,12.2164,10.9964,13.1564,5.8128,12.0564,8.9564,9.4564,3.5256
58.0,58.0,21,1.0,10.7079,12.1679,13.0679,6.6353,5.584,11.1679,12.3679,11.1479,13.3479,5.8139,12.2079,9.1079,9.6079,3.5284
59.0,59.0,21,2.0,10.8994,12.3194,13.2594,6.6358,5.6394,11.3194,12.5194,11.3194,13.4994,5.8149,12.3794,9.2594,9.7594,3.5311
60.0,60.0,21,3.0,11.0509,12.4709,13.4309,6.6364,5.7836,11.4709,12.6709,11.4909,13.6509,5.816,12.5309,9.4109,9.9109,3.5338
61.0,61.0,22,1.0,11.2024,12.6224,13.7024,6.6369,5.8822,11.6224,12.8448,11.6424,13.8824,5.8171,12.6848,9.5624,10.0624,3.5365
62.0,62.0,22,2.0,11.3539,12.7739,13.8539,6.6374,5.8974,11.7739,13.0139,11.8339,14.0739,5.8181,12.8539,9.7139,10.2139,3.5392
63.0,63.0,22,3.0,11.5055,12.9255,14.0055,6.6379,6.0255,11.9255,13.1655,11.9855,14.2655,5.8192,13.0055,9.8655,10.3655,3.6328
64.0,64.0,23,1.0,11.657,13.057,14.157,6.6384,6.177,12.077,13.317,12.137,14.417,5.857,13.157,10.017,10.517,3.7607
65.0,65.0,23,2.0,11.8085,13.1885,14.3085,6.6389,6.3285,12.2285,13.4685,12.3085,14.5885,6.0042,13.3085,10.1685,10.6442,3.7667
66.0,66.0,23,3.0,11.98,13.34,14.5,6.6395,6.48,12.38,13.62,12.46,14.74,6.1267,13.46,10.3,10.78,3.7728
67.0,67.0,24,1.0,12.1315,13.4915,14.6515,6.64,6.5115,12.5315,13.8115,12.6115,14.903,6.1609,13.6315,10.4315,10.9315,3.7789
68.0,68.0,24,2.0,12.283,13.643,14.803,6.7223,6.643,12.703,13.963,12.763,15.103,6.1623,13.783,10.583,11.063,3.8658
69.0,69.0,24,3.0,12.4345,13.7945,14.9745,6.7279,6.7745,12.8545,14.1145,12.949,15.2745,6.1638,13.969,10.7345,11.2145,3.9745
70.0,70.0,25,1.0,12.5861,13.9461,15.1261,6.7336,6.9261,13.0061,14.2861,13.1261,15.4861,6.1652,14.1261,10.8861,11.3661,4.1261
0.0,72.0,1,3.0,12.9091,14.2491,15.5291,6.7438,7.2291,13.3291,14.6182,13.4891,15.8091,6.1681,14.4891,11.2091,11.7491,4.4382
1.0,73.0,2,1.0,13.1006,14.4006,15.6806,6.7483,7.3004,13.4806,14.7806,13.6606,16.0206,6.1695,14.6806,11.3606,11.9006,4.6006
2.0,74.0,2,2.0,13.2921,14.5521,15.8321,6.7527,7.3035,13.6321,14.9321,13.8321,16.1921,6.171,14.8321,11.5121,12.0521,4.7521
3.0,75.0,2,3.0,13.4436,14.7036,15.9836,6.7572,7.3066,13.7836,15.0836,13.9836,16.3436,6.1724,15.0236,11.6636,12.2036,5.0436
4.0,76.0,3,1.0,13.5952,14.8552,16.2552,6.7812,7.3097,13.9352,15.2352,14.1352,16.5504,6.1739,15.1752,11.8152,12.3552,5.2304
5.0,77.0,3,2.0,13.7467,15.0067,16.4067,6.7864,7.3128,14.1067,15.4067,14.3267,16.9467,6.1753,15.3667,11.9667,12.5267,5.4267
6.0,78.0,3,3.0,13.8982,15.1946,16.5582,6.7917,7.3159,14.2582,15.5764,14.4782,17.0982,6.1767,15.5182,12.1182,12.6782,5.6564
7.0,79.0,4,1.0,14.0897,15.3497,16.7291,6.7969,7.319,14.4097,15.7497,14.6497,17.2497,6.1782,15.7097,12.2697,12.8297,6.2297
8.0,80.0,4,2.0,14.2612,15.5012,16.9012,6.8612,7.4012,14.5612,15.9012,14.8224,17.4002,6.1796,15.9012,12.4212,12.9612,6.3812
9.0,81.0,4,3.0,14.4127,15.6527,17.0527,7.0127,7.5527,14.7127,16.0527,14.9927,17.4727,6.2927,16.0527,12.5727,13.1127,6.5327
10.0,82.0,5,1.0,14.5642,15.8042,17.2084,7.0521,7.7084,14.8442,16.2442,15.1442,17.6326,6.3414,16.2042,12.7242,13.2442,6.6842
11.0,83.0,5,2.0,14.7158,15.9558,17.3958,7.0691,7.8758,14.9958,16.3958,15.3158,17.8158,6.4558,16.3558,12.8758,13.3958,6.8558
12.0,84.0,5,3.0,14.8673,16.0673,17.5673,7.0792,8.0273,15.1273,16.5473,15.4673,17.9746,6.6073,16.5146,13.0273,13.5473,7.0073
13.0,85.0,6,1.0,15.0388,16.2188,17.7188,7.2188,8.1788,15.2788,16.6988,15.6188,18.1576,6.7588,16.6788,13.1788,13.6794,7.1588
14.0,86.0,6,2.0,15.2303,16.3703,17.8806,7.3176,8.3509,15.4303,16.8703,15.7703,18.3703,6.9103,16.8303,13.3303,13.8303,7.3103
15.0,87.0,6,3.0,15.3818,16.5018,18.0818,7.3295,8.5218,15.5818,17.0218,15.9218,18.5218,7.0618,17.0018,13.4818,13.9818,7.4618
16.0,88.0,7,1.0,15.5599,16.6533,18.2333,7.3396,8.6866,15.7333,17.1733,16.0999,18.6866,7.2133,17.1666,13.6333,14.1333,7.6133
17.0,89.0,7,2.0,15.7248,16.8048,18.4496,7.3645,8.8648,15.8848,17.3448,16.3048,18.8696,7.2631,17.3448,13.8048,14.2848,7.8448
18.0,90.0,7,3.0,15.8764,16.9564,18.6164,7.3699,9.0364,16.0364,17.4964,16.4564,19.0764,7.2675,17.5128,13.9564,14.4364,7.9964
19.0,91.0,8,1.0,15.9879,17.1079,18.7679,7.3753,9.1879,16.1879,17.6479,16.6158,19.2279,7.272,17.6758,14.1079,14.5879,8.1479
20.0,92.0,8,2.0,16.1394,17.2594,18.9194,7.3994,9.3394,16.3394,17.7994,16.7794,19.3794,7.2765,17.8394,14.2594,14.7394,8.2994
21.0,93.0,8,3.0,16.2909,17.3909,19.1109,7.5509,9.5109,16.4909,18.0109,16.9309,19.5709,7.3109,18.0109,14.4109,14.8909,8.4509
22.0,94.0,9,1.0,16.4624,17.5424,19.2824,7.7024,9.6624,16.6424,18.1824,17.1024,19.7448,7.3262,18.1824,14.5624,15.0424,8.6024
23.0,95.0,9,2.0,16.6139,17.6939,19.4339,7.7739,9.8139,16.7539,18.3339,17.2539,19.9139,7.3328,18.3339,14.7139,15.177,8.7539
24.0,96.0,9,3.0,16.7655,17.8455,19.591,7.9255,10.0055,16.9055,18.491,17.4055,20.102,7.3394,18.491,14.8655,15.3255,8.9055
25.0,97.0,10,1.0,16.917,17.997,19.757,8.077,10.157,17.057,18.657,17.557,20.297,7.377,18.657,15.017,15.477,9.057
26.0,98.0,10,2.0,17.0885,18.1485,19.9285,8.1646,10.3285,17.2085,18.8085,17.7085,20.4485,7.4869,18.8085,15.1685,15.6285,9.2085
27.0,99.0,10,3.0,17.24,18.3,20.08,8.1747,10.48,17.36,18.96,17.86,20.62,7.5429,18.96,15.32,15.76,9.36
28.0,100.0,11,1.0,17.3915,18.4515,20.263,8.2515,10.663,17.5115,19.123,18.043,20.7915,7.5915,19.123,15.483,15.9115,9.523
29.0,101.0,11,2.0,17.543,18.643,20.523,8.2865,10.823,17.683,19.303,18.263,20.943,7.6256,19.343,15.643,16.063,9.703
30.0,102.0,11,3.0,17.7145,18.7945,20.6745,8.2944,10.9745,17.8345,19.4545,18.4145,21.0945,7.6325,19.5235,15.7945,16.2145,9.8545
31.0,103.0,12,1.0,17.8661,18.9461,20.8261,8.3461,11.1261,17.9861,19.6061,18.5661,21.3861,7.6394,19.6861,15.9461,16.3661,10.0061
32.0,104.0,12,2.0,18.0176,19.0888,20.9776,8.4976,11.3176,18.1376,19.7576,18.7176,21.5776,7.6432,19.8576,16.0976,16.5176,10.1576
33.0,105.0,12,3.0,18.1691,19.2291,21.1291,8.6491,11.4691,18.2891,19.9091,18.8691,21.7291,7.6467,20.0091,16.2491,16.6691,10.3091
34.0,106.0,13,1.0,18.3206,19.3806,21.2806,8.8006,11.6212,18.4406,20.0612,19.0206,21.8806,7.6502,20.1606,16.4006,16.8206,10.4606
36.0,108.0,13,3.0,18.6836,19.6836,21.6636,8.8924,11.9436,18.7636,20.4236,19.3836,22.2636,7.6573,20.5236,16.7436,17.1436,10.8036
37.0,109.0,14,1.0,18.8352,19.8352,21.8152,8.9152,12.0952,18.8952,20.5752,19.5352,22.4152,7.6952,20.6752,16.8952,17.2552,10.9552
38.0,110.0,14,2.0,18.9867,19.9867,21.9801,9.0667,12.2467,19.0467,20.7267,19.7267,22.5867,7.8467,20.8267,17.0467,17.4067,11.1067
39.0,111.0,14,3.0,19.1382,20.1382,22.1782,9.2182,12.3982,19.1982,20.8782,19.8782,22.7564,7.9982,20.9782,17.1982,17.5582,11.2582
40.0,112.0,15,1.0,19.2994,20.2897,22.3297,9.2462,12.5594,19.3497,21.0297,20.0394,22.9291,8.0583,21.1297,17.3497,17.6897,11.4097
42.0,114.0,15,3.0,19.6327,20.5927,22.7127,9.2727,12.9127,19.6527,21.3927,20.3727,23.3127,8.0825,21.5127,17.6727,18.0327,11.7327
43.0,115.0,16,1.0,19.7884,20.7442,22.8684,9.4242,13.0642,19.8042,21.5442,20.5284,23.5242,8.1642,21.6684,17.8242,18.1884,11.8884
45.0,117.0,16,3.0,20.1273,21.0673,23.2673,9.8673,13.4073,20.1273,21.8873,20.8873,23.9019,8.5273,22.0273,18.1673,18.5073,12.2273
46.0,118.0,17,1.0,20.2788,21.2188,23.3988,10.0188,13.5388,20.2788,22.0388,21.0388,24.0788,8.6788,22.1788,18.3188,18.6588,12.3788
48.0,120.0,17,3.0,20.6218,21.5618,23.7818,10.4018,13.8618,20.6018,22.4218,21.4418,24.5618,9.0618,22.5236,18.6418,19.0218,12.7618
49.0,121.0,18,1.0,20.7733,21.7133,23.9333,10.4827,14.0599,20.7533,22.5733,21.6066,24.7133,9.2266,22.6933,18.7933,19.1733,12.9333
50.0,122.0,18,2.0,20.9848,21.8648,24.1648,10.4883,14.2448,20.9248,22.7248,21.8248,24.8648,9.3848,22.9248,18.9448,19.3248,13.0848
51.0,123.0,18,3.0,21.1364,22.0164,24.3164,10.4939,14.4164,21.0764,22.8764,21.9764,25.0164,9.5364,23.0764,19.0964,19.4764,13.2364
52.0,124.0,19,1.0,21.2958,22.1679,24.4679,10.4996,14.5679,21.2279,23.0279,22.1279,25.1758,9.6879,23.2279,19.2479,19.5879,13.3879
53.0,125.0,19,2.0,21.4994,22.3194,24.6394,10.5542,14.7394,21.3994,23.1794,22.3594,25.3994,9.8594,23.3994,19.4194,19.7394,13.5394
54.0,126.0,19,3.0,21.6509,22.4709,24.7909,10.5785,14.8909,21.5509,23.3309,22.5109,25.5509,10.0109,23.6018,19.5709,19.8909,13.6909
55.0,127.0,20,1.0,21.8024,22.6024,25.0824,10.7224,15.0424,21.7048,23.5272,22.6624,25.7448,10.1624,23.7824,19.7224,20.0424,13.8624
56.0,128.0,20,2.0,21.9539,22.7539,25.2339,10.8739,15.2139,21.8739,23.7139,22.8139,25.9539,10.3139,23.9539,19.8939,20.1939,14.0139
57.0,129.0,20,3.0,22.1055,22.9055,25.3855,11.0255,15.3655,22.0255,23.8655,22.9655,26.1055,10.4614,24.1055,20.0455,20.3455,14.1655
58.0,130.0,21,1.0,22.257,23.037,25.537,11.177,15.517,22.177,24.017,23.117,26.257,10.5407,24.257,20.197,20.497,14.2604
59.0,131.0,21,2.0,22.4085,23.1885,25.6885,11.3485,15.6685,22.3285,24.1685,23.277,26.4485,10.547,24.4485,20.3685,20.6485,14.2639
60.0,132.0,21,3.0,22.56,23.34,25.84,11.5,15.82,22.48,24.32,23.44,26.6,10.5533,24.6,20.52,20.8,14.2674
61.0,133.0,22,1.0,22.7915,23.4915,26.0315,11.723,15.9945,22.6315,24.4715,23.643,26.823,10.5596,24.809,20.6715,20.9515,14.271
62.0,134.0,22,2.0,22.963,23.643,26.223,12.023,16.163,22.783,24.663,23.843,27.003,10.5837,25.003,20.823,21.103,14.2745
63.0,135.0,22,3.0,23.1145,23.7945,26.3745,12.1745,16.3345,22.9345,24.8145,23.9945,27.1745,10.5926,25.1545,20.9745,21.2448,14.278
64.0,136.0,23,1.0,23.2661,23.9261,26.5261,12.3261,16.4861,23.0661,24.9661,24.1461,27.3261,10.6261,25.3061,21.1061,21.3661,14.3461
65.0,137.0,23,2.0,23.4176,24.0576,26.6976,12.4376,16.6376,23.2176,25.1176,24.2976,27.4776,10.7588,25.4576,21.2576,21.5176,14.4195
66.0,138.0,23,3.0,23.5891,24.2091,26.8891,12.4691,16.7891,23.3691,25.2691,24.4691,27.6491,10.8378,25.6382,21.4091,21.6691,14.4546
67.0,139.0,24,1.0,23.7403,24.3606,27.0606,12.508,16.9406,23.5206,25.4206,24.6206,27.8206,10.8744,25.8006,21.5606,21.8203,14.4934
68.0,140.0,24,2.0,23.8721,24.5121,27.2121,12.5181,17.1042,23.6721,25.5721,24.7721,27.9721,10.9084,25.9521,21.7121,21.9521,14.5321
69.0,141.0,24,3.0,24.0436,24.6836,27.4036,12.6436,17.2636,23.8436,25.7236,24.9436,28.1672,10.9436,26.1036,21.8636,22.1036,14.558
70.0,142.0,25,1.0,24.1952,24.8352,27.5552,12.701,17.3801,23.9952,25.9152,25.0952,28.3704,10.9697,26.2552,21.9952,22.2552,14.5805
72.0,144.0,26,3.0,24.5382,25.1382,27.9582,12.7041,17.383,24.3782,26.2182,25.3982,28.7982,10.9816,26.5582,22.2982,22.5582,14.5899
73.0,145.0,27,1.0,24.6897,25.2897,28.1291,12.7057,17.3845,24.5297,26.3994,25.5885,28.9691,10.9832,26.7994,22.3079,22.8594,14.5947
74.0,146.0,27,2.0,24.8436,25.4612,28.4012,12.7073,17.3859,24.6812,26.6012,25.9212,29.1412,10.9847,27.0012,22.3159,23.0212,14.5994
75.0,147.0,27,3.0,25.0327,25.6127,28.5527,12.7089,17.3874,24.8327,26.7527,26.0727,29.2927,10.9863,27.1727,22.3402,23.1527,14.6121
76.0,148.0,28,1.0,25.1842,25.7642,28.7042,12.7105,17.3888,24.9842,26.9242,26.2242,29.5442,10.9878,27.3842,22.3425,23.3042,14.6801
77.0,149.0,28,2.0,25.3358,25.9158,28.8558,12.712,17.3902,25.1358,27.0758,26.3758,29.6958,10.9893,27.5358,22.3447,23.4358,14.6829
78.0,150.0,28,3.0,25.5873,26.0673,29.0073,12.7136,17.3917,25.2873,27.2273,26.5273,29.8473,10.9909,27.6873,22.347,23.5873,14.6858
79.0,151.0,29,1.0,25.7388,26.2188,29.1588,12.7152,17.3931,25.4388,27.3788,26.6788,30.0588,10.9924,27.8388,22.3492,23.7388,14.6887
80.0,152.0,29,2.0,25.9703,26.3703,29.4303,12.7168,17.3946,25.6206,27.5503,26.8303,30.2103,10.994,28.1103,22.3515,23.9503,14.6915
81.0,153.0,29,3.0,26.1218,26.5218,29.5818,12.7184,17.396,25.7818,27.7018,27.0018,30.3654,10.9955,28.2618,22.3538,24.1018,14.6944
82.0,154.0,30,1.0,26.2733,26.6733,29.7333,12.7199,17.3975,25.9333,27.8999,27.2198,30.5932,10.9971,28.4133,22.356,24.2533,14.6972
83.0,155.0,30,2.0,26.444,26.8248,29.9288,12.7648,17.3989,26.0848,28.1048,27.4248,30.7992,10.9986,28.5792,22.3583,24.4048,14.7048
84.0,156.0,30,3.0,26.6564,26.9764,30.1564,12.8964,17.4364,26.2364,28.2564,27.5964,31.0164,11.0055,28.7764,22.3964,24.5364,14.8564
85.0,157.0,31,1.0,26.8079,27.1479,30.3079,13.0479,17.52,26.3879,28.4079,27.7558,31.1758,11.1279,28.9279,22.5479,24.6879,15.0079
86.0,158.0,31,2.0,26.9594,27.2994,30.4594,13.1266,17.5209,26.5394,28.5594,27.9194,31.3994,11.2794,29.0988,22.6994,24.8394,15.1432
87.0,159.0,31,3.0,27.1109,27.4509,30.6109,13.1392,17.5218,26.6909,28.7109,28.0709,31.5709,11.4309,29.2509,22.8309,24.9909,15.2109
88.0,160.0,32,1.0,27.2648,27.6024,30.7848,13.2424,17.5227,26.8624,28.8648,28.2224,31.7224,11.5402,29.4024,22.9824,25.1024,15.3624
90.0,162.0,32,3.0,27.6055,27.9255,31.1765,13.4055,17.5244,27.1855,29.2255,28.5655,32.0855,11.5855,29.7655,23.3055,25.4255,15.5855
91.0,163.0,33,1.0,27.757,28.077,31.357,13.557,17.5253,27.337,29.377,28.737,32.237,11.657,29.917,23.457,25.557,15.737
92.0,164.0,33,2.0,27.9085,28.2285,31.5285,13.7001,17.5261,27.4885,29.5485,28.9285,32.497,11.7085,30.077,23.6085,25.7085,15.8885
93.0,165.0,33,3.0,28.06,28.38,31.68,13.7014,17.527,27.64,29.7,29.08,32.66,11.86,30.24,23.76,25.86,16.0
94.0,166.0,34,1.0,28.2115,28.5315,31.8315,13.7027,17.5279,27.7915,29.8515,29.2315,32.8315,12.0115,30.3915,23.9115,26.0115,16.1115
96.0,168.0,34,3.0,28.6745,28.8745,32.2545,13.7053,17.5296,28.109,30.2345,29.6235,33.1945,12.0217,30.7945,24.2545,26.3345,16.2345
97.0,169.0,35,1.0,28.8261,29.0261,32.4061,13.7065,17.5305,28.2661,30.3861,29.7861,33.4027,12.0226,30.9461,24.4061,26.4861,16.3861
99.0,171.0,35,3.0,29.1291,29.3291,32.7891,13.7091,17.5322,28.6091,30.7491,30.1073,33.7891,12.0244,31.3291,24.7491,26.7891,16.6291
100.0,172.0,36,1.0,29.2812,29.4824,32.9424,13.7104,17.5331,28.7606,30.9012,30.3006,33.9448,12.0252,31.4812,24.9012,26.9406,16.7806
102.0,174.0,36,3.0,29.7072,29.8436,33.3836,13.713,17.5348,29.1072,31.2436,30.6308,34.4088,12.027,31.8636,25.2236,27.2836,17.0836
103.0,175.0,37,1.0,29.8752,30.0152,33.5352,13.7143,17.5357,29.2752,31.3952,30.8304,34.6752,12.0279,32.0152,25.3752,27.4352,17.2352
105.0,177.0,37,3.0,30.1782,30.3182,33.9382,13.7169,17.5375,29.5782,31.7782,31.1564,34.9782,12.0296,32.4382,25.7182,27.7382,17.5382
106.0,178.0,38,1.0,30.4297,30.4697,34.1297,13.7182,17.5383,29.7497,31.9297,31.3291,35.1994,12.0305,32.6297,25.8697,27.8897,17.6897
108.0,180.0,38,3.0,30.8216,30.8327,34.5689,13.8127,17.5527,30.0727,32.2927,31.6727,35.5654,12.0323,32.9854,26.1927,28.2127,17.8927
109.0,181.0,39,1.0,31.0242,30.9842,34.7642,13.9642,17.6001,30.3642,32.4442,31.9242,35.9442,12.0332,33.2442,26.3442,28.4042,17.918
