qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,A Clarinet 1,A Clarinet 2,Bassoon 1,Bassoon 2,English Horn,F Horn 1,F Horn 2,F Horn 3,F Horn 4,F Trumpet 1,F Trumpet 2,Tenor Trombone 1,Tenor Trombone 2,Bass Trombone,Tuba,"B, D, E Timpani",Violin 1,Violin 2,Viola,Violoncello,Contrabass
1347.0,617.2424,448,2.6667,B5,r,B4,r,E-4,A3,r,r,r,r,B3,r,r,r,r,r,r,r,r,r,F#4,E-4,A3,B2,E2
1347.5,617.4924,449,1.0,B5,r,B4,r,E4,G#3,r,r,r,r,B3,r,r,r,r,r,r,r,r,r,E5,E4,G#3,B2,E2
1348.0,617.7424,449,1.3333,B5,r,B4,r,E4,G#3,r,r,r,r,B3,r,r,r,r,r,r,r,r,r,F#5,E4,G#3,B2,E2
1348.25,617.8674,449,1.5,B5,r,B4,r,E4,G#3,r,r,r,r,B3,r,r,r,r,r,r,r,r,r,E5,E4,G#3,B2,E2
1348.5,617.9924,449,1.6667,r,r,r,r,r,r,r,r,r,r,B3,r,r,r,r,r,r,r,r,r,E-5,E4,G#3,B2,E2
1349.0,618.2424,449,2.0,B5,r,B4,r,B3,B3,r,r,r,r,B3,r,r,r,r,r,r,r,r,B2,E5,G#4,B3,B2,E2
1349.5,618.4924,449,2.3333,B5,r,B4,r,B3,B3,r,r,r,r,B3,r,r,r,r,r,r,r,r,r,C#5,G#4,B3,B2,E2
1350.0,618.7424,449,2.6667,B5,r,B4,r,B3,B3,r,r,r,r,B3,r,r,r,r,r,r,r,r,r,B4,G#4,B3,B2,E2
1350.5,618.9924,450,1.0,B5,r,B4,r,C#4,B-3,r,r,r,r,B-3,r,r,r,r,r,r,r,r,r,C#5,F#4,B-3,B2,E2
1351.0,619.2424,450,1.3333,B5,r,B4,r,C#4,B-3,r,r,r,r,B-3,r,r,r,r,r,r,r,r,r,F#5,F#4,B-3,B2,E2
1351.5,619.4924,450,1.6667,B5,r,B4,r,C#4,B-3,r,r,r,r,B-3,r,r,r,r,r,r,r,r,B2,F#5,F#4,B-3,B2,E2
1352.0,619.7424,450,2.0,B5,r,B4,r,E-4,A3,r,r,r,r,A3,r,r,r,r,r,r,r,r,B2,F#5,E-4,A3,B2,E2
1353.0,620.2424,450,2.6667,G5,r,G4,r,E-4,A3,r,r,r,r,A3,r,r,r,r,r,r,r,r,B2,G5,E-4,A3,B2,E2
1353.5,620.4924,451,1.0,E5,r,E4,r,E4,G3,r,r,r,r,G3,r,r,r,r,r,r,r,r,E3,E5,E4,G3,C3,C2
1354.0,620.7424,451,1.3333,r,r,r,r,E4,G3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,E4,G3,C3,C2
1354.25,620.8674,451,1.5,r,r,r,r,E4,G3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,E4,G3,C3,C2
1354.5,620.9924,451,1.6667,r,r,r,r,E4,G3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,E4,G3,C3,C2
1355.0,621.2424,451,2.0,r,r,r,r,E4,G3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,E4,G3,B2,B1
1355.5,621.4924,451,2.3333,r,r,r,r,E4,G3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,E4,G3,B2,B1
1356.0,621.7424,451,2.6667,r,r,r,r,E4,G3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,E4,G3,B2,B1
1356.5,621.9924,452,1.0,r,r,r,r,E4,F#3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,E4,F#3,A2,A1
1357.0,622.2424,452,1.3333,r,r,r,r,E4,F#3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,E4,F#3,A2,A1
1357.25,622.3674,452,1.5,r,r,r,r,E4,F#3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,E4,F#3,A2,A1
1357.5,622.4924,452,1.6667,r,r,r,r,E4,F#3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,E4,F#3,A2,A1
1358.0,622.7424,452,2.0,r,r,r,r,E-4,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,E-4,C4,A2,A1
1358.5,622.9924,452,2.3333,r,r,r,r,E-4,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,E-4,C4,A2,A1
1359.0,623.2424,452,2.6667,r,r,r,r,E-4,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,E-4,C4,A2,A1
1359.5,623.4924,453,1.0,r,r,r,r,B3,B3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,B3,B3,G#2,G#1
1360.0,623.7424,453,1.3333,r,r,r,r,r,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,C4,C4,G#2,G#1
1360.25,623.8674,453,1.5,r,r,r,r,r,D4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,D4,D4,G#2,G#1
1360.5,623.9924,453,1.6667,r,r,r,r,r,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,C4,C4,G#2,G#1
1361.0,624.2424,453,2.0,r,r,r,r,r,B3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,B3,B3,G2,G1
1361.5,624.4924,453,2.3333,r,r,r,r,r,G3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,B3,G3,G2,G1
1362.0,624.7424,453,2.6667,r,r,r,r,r,F#3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,B3,F#3,G2,G1
1362.5,624.9924,454,1.0,r,r,r,r,r,G3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,E4,G3,F#2,F#1
1363.0,625.2424,454,1.3333,r,r,r,r,r,F#3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,E4,F#3,F#2,F#1
1363.5,625.4924,454,1.6667,r,r,r,r,r,F#3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,E4,F#3,F#2,F#1
1364.0,625.7424,454,2.0,r,r,r,r,r,G3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,E-4,G3,B2,B1
1364.5,625.9924,454,2.3333,r,r,r,r,r,F#3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,E-4,F#3,B2,B1
1365.0,626.2424,454,2.6667,r,r,r,r,r,F#3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,E-4,F#3,B2,B1
1365.5,626.4924,455,1.0,r,r,r,r,r,G3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,E4,E3,C3,C2
1366.25,626.8674,455,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,r,r
1366.5,626.9924,455,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,r,r,r
1367.0,627.2424,455,2.0,r,r,r,r,r,r,r,r,r,r,r,G3,E3,r,r,r,r,r,r,r,C4,r,r,r,r
1367.5,627.4924,455,2.3333,r,r,r,r,r,r,r,r,r,r,r,G3,E3,r,r,r,r,r,r,r,D4,r,r,r,r
1368.0,627.7424,455,2.6667,r,r,r,r,r,r,r,r,r,r,r,G3,E3,r,r,r,r,r,r,r,E4,r,r,r,r
1368.5,627.9924,456,1.0,r,r,r,r,r,r,r,r,r,r,r,A3,F#3,r,r,r,r,r,r,r,E4,r,r,r,r
1369.5,628.4924,456,1.6667,r,r,r,r,r,r,r,r,r,r,r,A3,F#3,r,r,r,r,r,r,r,D4,r,r,r,r
1370.0,628.7424,456,2.0,r,r,r,r,r,r,r,r,r,E4,G#3,B3,F3,r,r,r,r,r,r,r,E4,B3,F3,C3,C2
1371.0,629.2424,456,2.6667,r,r,r,r,r,r,r,r,r,D4,G#3,B3,F3,r,r,r,r,r,r,r,D4,r,r,r,r
1371.5,629.4924,457,1.0,r,r,r,r,r,r,r,r,r,G4,G3,C4,E3,r,r,r,r,r,r,r,G4,C4,E3,C3,C2
1372.0,629.7424,457,1.3333,r,r,r,r,r,r,r,r,r,E4,G3,C4,E3,r,r,r,r,r,r,r,r,r,r,r,r
1372.5,629.9924,457,1.6667,r,r,r,r,r,r,r,r,r,D4,G3,r,r,r,r,r,r,r,r,r,r,r,r,r,r
1373.0,630.2424,457,2.0,r,r,r,r,r,r,r,r,r,C4,G3,r,r,r,r,r,r,r,r,r,r,C4,G3,B-2,C2
1373.5,630.4924,457,2.3333,r,r,r,r,r,r,r,r,r,D4,r,r,r,r,r,r,r,r,r,r,r,C4,G3,B-2,C2
1374.0,630.7424,457,2.6667,r,r,r,r,r,r,r,r,r,E4,r,r,r,r,r,r,r,r,r,r,r,C4,G3,B-2,C2
1374.5,630.9924,458,1.0,r,r,r,r,r,r,r,r,r,E4,r,r,r,r,r,r,r,r,r,r,r,C4,F#3,A2,C2
1375.5,631.4924,458,1.6667,r,r,r,r,r,r,r,r,r,D4,r,r,r,r,r,r,r,r,r,r,r,C4,F#3,A2,C2
1376.0,631.7424,458,2.0,r,r,r,r,r,r,r,r,r,E4,r,r,r,r,r,r,r,r,r,r,r,B3,F3,G#2,C2
1377.0,632.2424,458,2.6667,r,r,r,r,r,r,r,r,r,D4,r,r,r,r,r,r,r,r,r,r,r,B3,F3,G#2,C2
1377.5,632.4924,459,1.0,r,r,r,r,r,r,r,r,r,A4,r,r,r,r,r,r,r,r,r,r,r,C4,G3,G2,C2
1379.0,633.2424,459,2.0,r,r,r,r,r,r,r,r,r,A4,r,r,r,r,r,r,r,r,r,r,r,C4,G3,G2,C2
1380.0,633.7424,459,2.6667,r,r,r,r,r,r,r,r,r,G4,r,r,r,r,r,r,r,r,r,r,r,C4,G3,G2,C2
1380.5,633.9924,460,1.0,r,r,r,r,r,r,r,r,r,E4,r,r,r,r,r,r,r,r,r,r,r,C4,G3,G2,C2
1381.5,634.4924,460,1.6667,r,r,r,r,r,r,r,r,r,r,r,C4,r,r,r,r,r,r,r,r,r,C4,G3,G2,C2
1382.0,634.7424,460,2.0,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,r,r,r,r,r,C4,G3,G2,C2
1383.0,635.2424,460,2.6667,r,r,r,r,r,r,r,r,r,r,r,G3,r,r,r,r,r,r,r,r,r,C4,G3,G2,C2
1383.5,635.4924,461,1.0,r,r,r,r,r,r,r,r,r,r,r,E3,r,r,r,r,r,r,r,r,r,C4,G3,G2,C2
1384.5,635.9924,461,1.6667,r,r,r,r,r,r,r,r,r,r,r,E3,r,r,r,r,r,r,r,r,r,r,r,C3,r
1385.0,636.2424,461,2.0,r,r,r,r,r,r,r,r,r,r,r,E3,r,r,r,r,r,r,r,r,E4,C4,E3,A2,r
1386.0,636.7424,461,2.6667,r,r,r,r,r,r,r,r,r,r,r,E3,r,r,r,r,r,r,r,r,E4,C4,E3,G2,r
1386.5,636.9924,462,1.0,r,r,r,r,r,r,r,r,r,r,r,E3,r,r,r,r,r,r,r,r,E4,C4,E3,E2,r
1387.5,637.4924,462,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,C4,E3,r,C2
1388.0,637.7424,462,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,C4,E3,r,A1
1389.0,638.2424,462,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,C4,E3,r,G1
1389.5,638.4924,463,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,C4,E3,C2,C2
1390.5,638.9924,463,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,E4,C4,E3,C2,C2
1391.0,639.2424,463,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,E4,C4,E3,C2,C2
1392.0,639.7424,463,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,E4,C4,E3,C2,C2
1392.5,639.9924,464,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,E4,C4,E3,B2,B1
1393.5,640.4924,464,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,C4,E3,B2,B1
1394.0,640.7424,464,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,E4,C4,E3,B2,B1
1395.0,641.2424,464,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,C4,E3,B2,B1
1395.5,641.4924,465,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,C4,E3,A2,A1
1396.5,641.9924,465,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,E4,C4,E3,A2,A1
1397.0,642.2424,465,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,E4,C4,E3,A2,A1
1398.0,642.7424,465,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,E4,C4,E3,A2,A1
1398.5,642.9924,466,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,E4,C4,E3,G2,G1
1399.5,643.4924,466,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,C4,E3,G2,G1
1400.0,643.7424,466,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,E4,C4,E3,G2,G1
1401.0,644.2424,466,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,C4,E3,G2,G1
1401.5,644.4924,467,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,C4,A3,F#2,F#1
1402.5,644.9924,467,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,C4,A3,F#2,F#1
1403.0,645.2424,467,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,r,r,r,r,E4,C4,A3,F#2,F#1
1404.0,645.7424,467,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,r,r,r,r,E4,C4,A3,F#2,F#1
1404.5,645.9924,468,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,r,r,r,r,E4,A3,F#3,C3,C2
1406.0,646.7424,468,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,r,r,r,r,E4,A3,F#3,C3,C2
1406.5,646.9924,468,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,r,r,r,r,E4,A3,F#3,C3,C2
1407.0,647.2424,468,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,r,r,r,r,E4,B3,G3,C3,C2
1407.5,647.4924,469,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,r,r,r,E4,A3,F#3,C3,C2
1409.0,648.2424,469,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,r,r,r,E-4,C4,A3,F#2,F#1
1409.5,648.4924,469,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,r,r,r,E4,C4,A3,F#2,F#1
1410.0,648.7424,469,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,r,r,r,E-4,C4,A3,F#2,F#1
1410.5,648.9924,470,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,r,r,r,E4,A3,F#3,C3,C2
1411.5,649.4924,470,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,B3,G3,C3,C2
1411.75,649.6174,470,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,B3,G3,C3,C2
1412.0,649.7424,470,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,r,r,r,r,E4,A3,F#3,C3,C2
1412.5,649.9924,470,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,r,r,r,r,E4,G#3,F3,F3,F2
1413.0,650.2424,470,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,r,r,r,r,E4,A3,F#3,F#3,F#2
1413.5,650.4924,471,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,r,r,r,E4,C4,A3,F#3,F#2
1414.5,650.9924,471,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,r,r,r,r,r,r,E4,C4,A3,F#3,F#2
1415.0,651.2424,471,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,r,r,r,A3,A2,r,A4,E4,C4,F#3,F#2
1415.5,651.4924,471,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,r,r,r,A3,A2,r,A4,E4,C4,F#3,F#2
1416.5,651.9924,472,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,r,A4,C4,E3,E2,r,A4,C4,A3,F#3,F#2
1417.5,652.4924,472,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,r,A4,C4,E3,E2,r,E4,C4,A3,F#2,F#1
1417.75,652.6174,472,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,r,A4,C4,E3,E2,r,E4,C4,A3,F#2,F#1
1418.0,652.7424,472,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,r,A4,C4,A3,A2,r,A4,C5,C4,F#2,F#1
1419.0,653.2424,472,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,r,A4,C4,A3,A2,r,C5,A4,C4,F#2,F#1
1419.25,653.3674,472,2.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,r,A4,C4,A3,A2,r,C5,A4,C4,F#2,F#1
1419.5,653.4924,473,1.0,A5,A4,A5,A4,r,r,r,r,r,r,r,r,r,C5,r,A4,C4,E-3,E-2,r,A4,A4,C4,F#3,F#2
1420.0,653.7424,473,1.3333,A5,A4,A5,A4,r,r,r,r,r,r,r,r,r,C5,r,A4,C4,E-3,E-2,r,A4,C4,A3,F#3,F#2
1420.5,653.9924,473,1.6667,B5,B4,B5,B4,r,r,r,r,r,r,r,r,r,C5,r,A4,C4,E-3,E-2,r,A4,C4,A3,F#3,F#2
1421.0,654.2424,473,2.0,B5,B4,B5,B4,r,r,r,r,r,r,r,r,r,C5,r,A4,C4,E-3,E-2,r,C5,A4,C4,F#2,F#1
1421.5,654.4924,473,2.3333,C6,C5,C6,C5,r,r,r,r,r,r,r,r,r,C5,r,A4,C4,E-3,E-2,r,C5,A4,C4,F#2,F#1
1422.0,654.7424,473,2.6667,C6,C5,C6,C5,r,r,r,r,r,r,r,r,r,C5,r,A4,C4,E-3,E-2,r,C5,C4,C4,F#2,F#1
1422.25,654.8674,473,2.8333,C6,C5,C6,C5,r,r,r,r,r,r,r,r,r,C5,r,A4,C4,E-3,E-2,r,C5,C4,C4,F#2,F#1
1422.5,654.9924,474,1.0,C6,C5,C6,C5,r,r,r,r,r,r,r,r,r,C5,r,G#4,C4,E-3,E-2,r,G#4,G#4,C4,F#2,F#1
1423.0,655.2424,474,1.3333,C6,C5,C6,C5,r,r,r,r,r,r,r,r,r,C5,r,G#4,C4,E-3,E-2,r,B4,G#4,A3,F#2,F#1
1423.5,655.4924,474,1.6667,C6,C5,C6,C5,r,r,r,r,r,r,r,r,r,r,r,G#4,C4,D3,D2,r,C5,G#4,C4,F#2,F#1
1424.0,655.7424,474,2.0,C6,C5,C6,C5,r,r,r,r,r,r,r,r,r,r,r,G#4,C4,D3,D2,r,C5,G#4,C4,F#2,F#1
1424.5,655.9924,474,2.3333,C6,C5,C6,C5,r,r,r,r,r,r,r,r,r,r,r,G#4,C4,C3,C2,r,C5,G4,C4,F#2,F#1
1425.0,656.2424,474,2.6667,C6,C5,C6,C5,r,r,r,r,r,r,r,r,r,r,r,G#4,C4,C3,C2,r,C5,G#4,C4,F#2,F#1
1425.5,656.4924,475,1.0,C6,C5,C6,C5,r,r,r,r,r,r,r,r,r,r,r,G4,E-4,C3,C2,r,C5,G4,E-4,G2,G1
1426.0,656.7424,475,1.3333,C6,C5,C6,C5,r,r,r,r,r,r,r,r,r,r,r,G4,E-4,C3,C2,r,C5,E-4,G3,r,r
1426.5,656.9924,475,1.6667,r,r,r,r,E-4,C4,G3,G2,r,r,r,r,r,r,r,r,r,r,r,r,C5,E-4,G3,G2,G1
1427.0,657.2424,475,2.0,r,r,r,r,E-4,C4,G3,G2,r,r,r,r,r,G4,G4,r,r,r,r,r,G4,E-4,C4,G2,G1
1428.0,657.7424,475,2.6667,r,r,r,r,E-4,C4,G3,G2,r,r,r,r,r,G4,G4,r,r,r,r,r,G4,E-4,C4,G2,G1
1428.5,657.9924,476,1.0,r,r,r,r,E-4,C4,G3,C3,r,r,r,r,r,G4,G4,r,r,r,r,r,G4,E-4,G3,C3,C2
1429.5,658.4924,476,1.6667,r,r,r,r,E-4,C4,G3,C3,r,E-4,C4,E-3,G2,G4,G4,r,r,r,r,r,G4,D4,G3,C3,C2
1429.75,658.6174,476,1.8333,r,r,r,r,E-4,C4,G3,C3,r,E-4,C4,E-3,G2,G4,G4,r,r,r,r,r,G4,D4,G3,C3,C2
1430.0,658.7424,476,2.0,r,r,r,r,E-4,G3,C3,C2,r,E-4,C4,E-3,G2,G4,G4,r,r,r,r,r,E-4,C4,G3,C3,C2
1430.5,658.9924,476,2.3333,r,r,r,r,E-4,B-3,C3,C2,r,E-4,C4,E-3,G2,G4,G4,r,r,r,r,r,E-4,C4,B-3,C3,C2
1431.0,659.2424,476,2.6667,r,r,r,r,E-4,G#3,C3,C2,r,E-4,C4,E-3,G2,G4,G4,r,r,r,r,r,E-4,C4,G#3,C3,C2
1431.5,659.4924,477,1.0,r,r,r,r,E-4,G3,C3,C2,r,E-4,C4,E-3,G2,C5,C5,r,r,r,r,r,E-4,C4,G3,C3,C2
1432.0,659.7424,477,1.3333,r,r,r,r,E-4,G3,C3,C2,r,E-4,C4,E-3,G2,C5,C5,r,r,r,r,r,E-4,C4,E-3,C3,C2
1432.5,659.9924,477,1.6667,r,r,r,r,r,r,r,r,r,E-4,C4,E-3,G2,C5,C5,r,r,r,r,r,C4,C4,E-3,G2,G1
1433.0,660.2424,477,2.0,r,r,r,r,E-4,C4,G2,G2,r,E-4,C4,E-3,G2,C5,C5,r,r,r,r,r,E-4,C4,E-3,G2,G1
1433.5,660.4924,477,2.3333,r,r,r,r,F4,D4,G2,G2,r,r,r,r,r,C5,C5,r,r,r,r,r,F4,D4,F3,G2,G1
1434.0,660.7424,477,2.6667,r,r,r,r,G4,E-4,G2,G2,r,r,r,r,r,C5,C5,r,r,r,r,r,G4,E-4,G3,G2,G1
1434.5,660.9924,478,1.0,r,r,r,r,G4,E-4,C3,C2,r,r,r,r,r,C5,C5,r,r,r,r,r,G4,E4,G3,C3,C2
1435.0,661.2424,478,1.3333,r,r,r,r,G4,E-4,C3,C2,r,r,r,r,r,C5,C5,r,r,r,r,r,G4,E4,G3,C3,C2
1435.5,661.4924,478,1.6667,r,r,r,r,r,r,C3,C2,r,E-4,C4,E-3,G2,r,r,r,r,r,r,r,E-4,C4,G3,C3,C2
1435.75,661.6174,478,1.8333,r,r,r,r,r,r,C3,C2,r,E-4,C4,E-3,G2,r,r,r,r,r,r,r,E-4,C4,G3,C3,C2
1436.0,661.7424,478,2.0,r,r,r,r,r,r,E-3,E-2,r,E-4,C4,E-3,G2,G4,G4,r,r,r,r,r,G4,G4,G3,E-3,E-2
1436.5,661.9924,478,2.3333,r,r,r,r,r,r,E-3,E-2,r,E-4,C4,E-3,G2,G4,G4,r,r,r,r,r,B4,G4,B3,E-3,E-2
1437.0,662.2424,478,2.6667,r,r,r,r,r,r,E-3,E-2,r,E-4,C4,E-3,G2,G4,G4,r,r,r,r,r,C5,G4,C4,E-3,E-2
1437.5,662.4924,479,1.0,r,r,r,r,r,r,G#3,G#2,r,E-4,C4,G#3,G#2,E-5,C5,r,r,r,r,r,C5,E-4,C4,G#3,G#2
1438.5,662.9924,479,1.6667,r,r,r,r,r,r,G#3,G#2,r,E-4,C4,G#3,G#2,F5,D5,r,r,r,r,r,E-4,E-4,C4,G#3,G#2
1438.75,663.1174,479,1.8333,r,r,r,r,r,r,G#3,G#2,r,E-4,C4,G#3,G#2,F5,D5,r,r,r,r,r,E-4,E-4,C4,G#3,G#2
1439.0,663.2424,479,2.0,r,r,r,r,r,r,G#3,G#2,r,E-4,C4,G#3,G#2,F5,D5,r,r,C4,C3,r,C5,E-4,C4,G#3,G#2
1439.5,663.4924,479,2.3333,r,r,r,r,r,r,G#3,G#2,r,E-4,C4,G#3,G#2,G5,E-5,r,r,C4,C3,r,C5,E-4,C4,G#3,G#2
1440.0,663.7424,479,2.6667,r,r,r,r,r,r,G#3,G#2,r,E-4,C4,G#3,G#2,G5,E-5,r,r,C4,C3,r,E-5,C5,E-4,G#3,G#2
1440.25,663.8674,479,2.8333,r,r,r,r,r,r,G#3,G#2,r,E-4,C4,G#3,G#2,G5,E-5,r,r,C4,C3,r,E-5,C5,E-4,G#3,G#2
1440.5,663.9924,480,1.0,r,r,r,r,r,r,G#3,G#2,r,E-4,C4,G#3,G#2,G5,E-5,r,r,B-3,B-2,r,E-5,C5,E-4,G#3,G#2
1441.0,664.2424,480,1.3333,r,r,r,r,r,r,G#3,G#2,r,E-4,C4,G#3,G#2,G5,E-5,r,r,B-3,B-2,r,E-5,E-4,C4,G#3,G#2
1441.5,664.4924,480,1.6667,r,r,r,r,r,r,G3,G2,r,r,r,r,r,G5,E-5,E-4,E-3,B-3,B-2,r,C5,C5,E-4,G3,G2
1441.75,664.6174,480,1.8333,r,r,r,r,r,r,G3,G2,r,r,r,r,r,G5,E-5,E-4,E-3,B-3,B-2,r,C5,C5,E-4,G3,G2
1442.0,664.7424,480,2.0,r,r,r,r,r,r,E-3,E-2,r,r,r,r,r,G5,E-5,E-4,E-3,C4,C3,r,E-5,C5,E-4,E-3,E-2
1442.5,664.9924,480,2.3333,r,r,r,r,r,r,E-3,E-2,r,r,r,r,r,G5,E-5,E-4,E-3,C4,C3,r,F5,D5,F4,E-3,E-2
1443.0,665.2424,480,2.6667,r,r,r,r,r,r,C3,C2,r,r,r,r,r,G5,E-5,E-4,E-3,C4,C3,r,G5,E-5,G4,C3,C2
1443.5,665.4924,481,1.0,r,r,r,r,r,r,G2,G2,r,E-4,C4,r,r,G5,E-5,E-4,C4,G3,G2,r,G#5,E-5,C5,G2,G1
1444.5,665.9924,481,1.6667,r,r,r,r,r,r,r,r,r,F4,D4,r,r,G5,E-5,E-4,C4,G3,G2,r,A5,E-5,C5,G2,G1
1444.75,666.1174,481,1.8333,r,r,r,r,r,r,r,r,r,F4,D4,r,r,G5,E-5,E-4,C4,G3,G2,r,A5,E-5,C5,G2,G1
1445.0,666.2424,481,2.0,r,r,r,r,r,r,r,r,r,F4,D4,r,r,G5,E-5,E-4,C4,G3,G2,r,A5,G5,E-4,G3,G2
1445.5,666.4924,481,2.3333,r,r,r,r,r,r,r,r,r,G4,E-4,r,r,G5,E-5,E-4,C4,G3,G2,r,A5,G5,E-4,G3,G2
1446.0,666.7424,481,2.6667,r,r,r,r,r,r,r,r,r,G4,E-4,r,r,G5,E-5,E-4,C4,G3,G2,r,B-5,G5,E-4,G3,G2
1446.25,666.8674,481,2.8333,r,r,r,r,r,r,r,r,r,G4,E-4,r,r,G5,E-5,E-4,C4,G3,G2,r,B-5,G5,E-4,G3,G2
