qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,A Clarinet 1,A Clarinet 2,Bassoon 1,Bassoon 2,E Horn 1,E Horn 2,C Horn 3,C Horn 4,E Trumpet 1,E Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
1349.0,562.0617,339,1.0,F#5,E-5,r,r,B4,E-4,F#3,B2,F#4,E-4,E-4,F#3,r,r,r,F#5,B4,r,r,B1
1349.6667,562.3395,339,1.3333,F#5,E-5,r,r,B4,E-4,F#3,B2,F#4,E-4,E-4,F#3,r,r,r,F#5,B4,B4,B3,B1
1350.0,562.4784,339,1.5,F#5,E-5,r,r,F#4,E-4,r,r,r,r,r,r,r,r,r,F#5,B4,B4,B3,B1
1350.3333,562.6173,339,1.6667,F#5,E-5,r,r,F#4,E-4,r,r,r,r,r,r,r,r,r,F#5,B4,B4,B3,B1
1350.5,562.6868,339,1.75,F#5,E-5,r,r,F#4,E-4,r,r,r,r,r,r,r,r,r,G#4,B4,r,r,B1
1351.0,562.8951,339,2.0,F#5,E-5,r,r,F#4,E-4,r,r,r,r,E-4,B3,r,r,r,F#4,B4,r,r,B1
1351.6667,563.1729,339,2.3333,F#5,E-5,r,r,F#4,E-4,r,r,r,r,E-4,B3,r,r,r,F#4,B4,A3,B2,B1
1352.0,563.3118,339,2.5,G5,E-5,r,r,G4,E-4,r,r,r,r,r,r,r,r,r,F#4,B4,A3,B2,B1
1352.3333,563.4507,339,2.6667,G5,E-5,r,r,G4,E-4,r,r,r,r,r,r,r,r,r,F#4,B4,A3,B2,B1
1352.5,563.5202,339,2.75,G5,E-5,r,r,G4,E-4,r,r,r,r,r,r,r,r,r,G4,E-4,r,r,B1
1353.0,563.7285,340,1.0,r,r,G#5,r,r,r,G#4,E4,G#4,r,r,r,r,r,r,r,r,r,E3,E2
1353.5,563.9368,340,1.25,r,r,G#5,r,r,r,G#4,E4,G#4,r,r,r,r,r,r,r,r,r,E3,E2
1354.0,564.1451,340,1.5,r,r,G#5,r,r,r,G#4,E4,G#4,r,r,r,r,r,r,G#4,E4,G#3,r,r
1354.5,564.3534,340,1.75,r,r,G#5,r,r,r,G#4,E4,G#4,r,r,r,r,r,r,G#4,E4,G#3,r,r
1355.0,564.5617,340,2.0,r,r,A5,r,r,r,F#4,E-4,A4,r,r,r,r,r,r,F#4,E-4,F#3,r,r
1355.5,564.77,340,2.25,r,r,A5,r,r,r,F#4,E-4,A4,r,r,r,r,r,r,F#4,E-4,F#3,r,r
1355.6667,564.8395,340,2.3333,r,r,B-5,r,r,r,F#4,E-4,B-4,r,r,r,r,r,r,F#4,E-4,F#3,r,r
1356.0,564.9784,340,2.5,r,r,B-5,r,r,r,F#4,E-4,B-4,r,r,r,r,r,r,r,r,r,E3,E2
1356.3333,565.1173,340,2.6667,r,r,B-5,r,r,r,F#4,E-4,B-4,r,r,r,r,r,r,r,r,r,E3,E2
1356.5,565.1868,340,2.75,r,r,r,r,r,r,F#4,E-4,r,r,r,r,r,r,r,r,r,r,E3,E2
1357.0,565.3951,341,1.0,r,r,B5,r,r,r,E4,C#4,B4,r,r,r,r,r,r,r,r,r,E3,E2
1357.5,565.6034,341,1.25,r,r,B5,r,r,r,E4,C#4,B4,r,r,r,r,r,r,r,r,r,E3,E2
1358.0,565.8117,341,1.5,r,r,A5,r,r,r,E4,C#4,A4,r,r,r,r,r,r,E4,C#4,E3,r,r
1358.5,566.02,341,1.75,r,r,A5,r,r,r,E4,C#4,A4,r,r,r,r,r,r,E4,C#4,E3,r,r
1359.0,566.2283,341,2.0,r,r,A5,r,r,r,E-4,B3,A4,r,r,r,r,r,r,E-4,B3,E-3,r,r
1359.5,566.4366,341,2.25,r,r,A5,r,r,r,E-4,B3,A4,r,r,r,r,r,r,E-4,B3,E-3,r,r
1360.0,566.6449,341,2.5,r,r,G#5,r,r,r,E-4,B3,G#4,r,r,r,r,r,r,r,r,r,E2,E1
1360.5,566.8532,341,2.75,r,r,G#5,r,r,r,E-4,B3,G#4,r,r,r,r,r,r,r,r,r,E2,E1
1361.0,567.0615,342,1.0,r,r,F5,r,r,r,C#4,A3,F4,r,r,r,r,r,r,r,r,r,A2,A1
1361.5,567.2698,342,1.25,r,r,F5,r,r,r,C#4,A3,F4,r,r,r,r,r,r,r,r,r,A2,A1
1362.0,567.4781,342,1.5,r,r,F5,r,r,r,C#4,A3,F4,r,r,r,r,r,r,C#4,A3,C#3,r,r
1362.5,567.6864,342,1.75,r,r,F5,r,r,r,C#4,A3,F4,r,r,r,r,r,r,C#4,A3,C#3,r,r
1363.0,567.8947,342,2.0,r,r,F#5,r,r,r,C4,A3,F#4,r,r,r,r,r,r,C4,A3,C3,r,r
1363.5,568.103,342,2.25,r,r,F#5,r,r,r,C4,A3,F#4,r,r,r,r,r,r,C4,A3,C3,r,r
1363.6667,568.1725,342,2.3333,r,r,G#5,r,r,r,C4,A3,G#4,r,r,r,r,r,r,C4,A3,C3,r,r
1364.0,568.3114,342,2.5,r,r,G#5,r,r,r,C4,A3,G#4,r,r,r,r,r,r,r,r,r,F#2,F#1
1364.3333,568.4503,342,2.6667,r,r,G#5,r,r,r,C4,A3,G#4,r,r,r,r,r,r,r,r,r,F#2,F#1
1364.5,568.5198,342,2.75,r,r,r,r,r,r,C4,A3,r,r,r,r,r,r,r,r,r,r,F#2,F#1
1365.0,568.7281,343,1.0,r,r,E-5,r,r,r,B3,F#3,E-4,r,r,r,r,r,r,r,r,r,A2,A1
1365.5,568.9364,343,1.25,r,r,E-5,r,r,r,B3,F#3,E-4,r,r,r,r,r,r,r,r,r,A2,A1
1366.0,569.1447,343,1.5,r,r,E-5,r,r,r,B3,F#3,E-4,r,r,r,r,r,r,B3,r,F#3,r,r
1366.5,569.353,343,1.75,r,r,E-5,r,r,r,B3,F#3,E-4,r,r,r,r,r,r,B3,r,F#3,r,r
1367.0,569.5613,343,2.0,E5,r,E5,r,E4,r,B3,E3,E4,r,r,r,r,r,r,B3,r,E3,r,r
1367.5,569.7696,343,2.25,E5,r,E5,r,E4,r,B3,E3,E4,r,r,r,r,r,r,B3,r,E3,r,r
1367.6667,569.8391,343,2.3333,G#5,r,E5,r,G#4,r,B3,E3,E4,r,r,r,r,r,r,B3,r,E3,r,r
1368.0,569.978,343,2.5,G#5,r,E5,r,G#4,r,B3,E3,E4,r,r,r,r,r,r,r,r,r,G#2,G#1
1368.3333,570.1169,343,2.6667,G#5,r,E5,r,G#4,r,B3,E3,E4,r,r,r,r,r,r,r,r,r,G#2,G#1
1368.5,570.1864,343,2.75,r,r,E5,r,r,r,B3,E3,E4,r,r,r,r,r,r,r,r,r,G#2,G#1
1369.0,570.3947,344,1.0,E6,r,r,r,E5,r,E4,r,r,r,r,r,r,r,r,r,r,r,G2,G1
1369.5,570.603,344,1.25,E6,r,r,r,E5,r,E4,r,r,r,r,r,r,r,r,r,r,r,G2,G1
1370.0,570.8113,344,1.5,E6,r,r,r,E5,r,E4,r,r,r,r,r,r,r,r,B3,r,E3,r,r
1370.5,571.0196,344,1.75,D6,r,r,r,D5,r,D4,r,r,r,r,r,r,r,r,B3,r,E3,r,r
1371.0,571.2279,344,2.0,C#6,E5,r,r,C#5,E4,C#4,G3,E4,G3,r,r,r,r,r,E4,r,E3,r,r
1371.5,571.4362,344,2.25,C#6,E5,r,r,C#5,E4,C#4,G3,E4,G3,r,r,r,r,r,E4,r,E3,r,r
1372.0,571.6445,344,2.5,C#6,E5,r,r,C#5,E4,C#4,G3,E4,G3,r,r,r,r,r,r,r,r,E3,E2
1372.5,571.8528,344,2.75,B5,E5,r,r,B4,E4,B3,G3,E4,G3,r,r,r,r,r,r,r,r,E3,E2
1373.0,572.0611,345,1.0,A5,E5,r,r,A4,E4,A3,B3,E4,B3,r,r,r,r,r,r,r,r,C#3,C#2
1373.5,572.2694,345,1.25,A5,E5,r,r,A4,E4,A3,B3,E4,B3,r,r,r,r,r,r,r,r,C#3,C#2
1374.0,572.4777,345,1.5,A5,E5,r,r,A4,E4,A3,B3,E4,B3,r,r,r,r,r,B3,r,E3,r,r
1374.5,572.686,345,1.75,G5,E5,r,r,G4,E4,G3,B3,E4,B3,r,r,r,r,r,B3,r,E3,r,r
1375.0,572.8943,345,2.0,F#5,C#5,r,r,F#4,C#4,F#3,B-3,C#4,B-3,r,r,r,r,r,B-3,r,C#3,r,r
1375.5,573.1026,345,2.25,F#5,C#5,r,r,F#4,C#4,F#3,B-3,C#4,B-3,r,r,r,r,r,B-3,r,C#3,r,r
1376.0,573.3109,345,2.5,F#5,C#5,r,r,F#4,C#4,F#3,B-3,r,r,r,r,r,r,r,r,r,r,F#2,F#1
1376.5,573.5192,345,2.75,C#6,C#5,r,r,C#5,C#4,C#4,B-3,r,r,r,r,r,r,r,r,r,r,F#2,F#1
1377.0,573.7275,346,1.0,F#6,r,r,r,F#5,r,F#4,r,r,r,r,r,r,r,r,r,r,r,A2,A1
1377.5,573.9358,346,1.25,F#6,r,r,r,F#5,r,F#4,r,r,r,r,r,r,r,r,r,r,r,A2,A1
1378.0,574.1441,346,1.5,F#6,r,r,r,F#5,r,F#4,r,r,r,r,r,r,r,r,C#4,r,F#3,r,r
1378.5,574.3524,346,1.75,E6,r,r,r,E5,r,E4,r,r,r,r,r,r,r,r,C#4,r,F#3,r,r
1379.0,574.5607,346,2.0,E-6,F#5,r,r,E-5,F#4,E-4,A3,r,r,r,r,r,r,r,F#4,r,F#3,r,r
1379.5,574.769,346,2.25,E-6,F#5,r,r,E-5,F#4,E-4,A3,r,r,r,r,r,r,r,F#4,r,F#3,r,r
1380.0,574.9773,346,2.5,E-6,F#5,r,r,E-5,F#4,E-4,A3,r,r,r,r,r,r,r,r,r,r,F#3,F#2
1380.5,575.1856,346,2.75,C#6,F#5,r,r,C#5,F#4,C#4,A3,r,r,r,r,r,r,r,r,r,r,F#3,F#2
1381.0,575.3939,347,1.0,B5,F#5,r,r,B4,F#4,C#4,B3,r,r,r,r,r,r,r,r,r,r,E-3,E-2
1381.5,575.6022,347,1.25,B5,F#5,r,r,B4,F#4,C#4,B3,r,r,r,r,r,r,r,r,r,r,E-3,E-2
1382.0,575.8105,347,1.5,B5,F#5,r,r,B4,F#4,C#4,B3,r,r,r,r,r,r,r,C#4,r,F#3,r,r
1382.5,576.0188,347,1.75,A5,F#5,r,r,A4,F#4,C#4,A3,r,r,r,r,r,r,r,C#4,r,F#3,r,r
1383.0,576.2271,347,2.0,G#5,E-5,G#5,r,G#4,E-4,C4,G#3,G#4,r,r,r,r,r,r,C4,r,E-3,r,r
1383.5,576.4354,347,2.25,G#5,E-5,G#5,r,G#4,E-4,C4,G#3,G#4,r,r,r,r,r,r,C4,r,E-3,r,r
1384.0,576.6437,347,2.5,r,E-5,G#5,r,r,E-4,C4,r,G#4,r,r,r,r,r,r,r,r,r,F#3,F#2
1384.5,576.852,347,2.75,r,E-5,A5,r,r,E-4,C4,r,A4,r,r,r,r,r,r,r,r,r,F#3,F#2
1385.0,577.0603,348,1.0,G#5,G#5,G#5,r,C#5,C#4,G#3,G#3,G#4,r,r,r,r,r,r,r,r,r,F3,F2
1385.5,577.2686,348,1.25,G#5,G#5,G#5,r,C#5,C#4,G#3,G#3,G#4,r,r,r,r,r,r,r,r,r,F3,F2
1386.0,577.4769,348,1.5,G#5,G#5,r,r,C#5,C#4,G#3,G#3,r,r,r,r,r,r,r,C#4,r,C#3,r,r
1386.5,577.6852,348,1.75,A5,A5,r,r,C#5,C#4,A3,A3,r,r,r,r,r,r,r,C#4,r,C#3,r,r
1387.0,577.8935,348,2.0,G#5,G#5,G#5,r,B4,C#4,G#3,G#3,G#4,r,r,r,r,r,r,B3,r,C#3,r,r
1387.5,578.1018,348,2.25,G#5,G#5,G#5,r,B4,C#4,G#3,G#3,G#4,r,r,r,r,r,r,B3,r,C#3,r,r
1388.0,578.3101,348,2.5,r,r,G#5,r,B4,C#4,r,r,G#4,r,r,r,r,r,r,r,r,r,C#3,C#2
1388.5,578.5184,348,2.75,r,r,A5,r,B4,C#4,r,r,A4,r,r,r,r,r,r,r,r,r,C#3,C#2
1389.0,578.7267,349,1.0,F#5,F#5,F#5,r,B-4,C#4,F#3,F#3,F#4,r,r,r,r,r,r,r,r,r,F#3,F#2
1389.5,578.935,349,1.25,F#5,F#5,F#5,r,B-4,C#4,F#3,F#3,F#4,r,r,r,r,r,r,r,r,r,F#3,F#2
1390.0,579.1433,349,1.5,F#5,F#5,r,r,B-4,C#4,F#3,F#3,r,r,r,r,r,r,r,B-3,r,C#3,r,r
1390.5,579.3516,349,1.75,G#5,G#5,r,r,B-4,C#4,G#3,G#3,r,r,r,r,r,r,r,B-3,r,C#3,r,r
1391.0,579.5599,349,2.0,F#5,F#5,F#5,r,B-4,C#4,F#3,F#3,F#4,r,r,r,r,r,r,C#4,r,B-3,r,r
1391.5,579.7682,349,2.25,F#5,F#5,F#5,r,B-4,C#4,F#3,F#3,F#4,r,r,r,r,r,r,C#4,r,B-3,r,r
1392.0,579.9765,349,2.5,r,r,F#5,r,B-4,C#4,r,r,F#4,r,r,r,r,r,r,r,r,r,E3,E2
1392.5,580.1848,349,2.75,r,r,G#5,r,B-4,C#4,r,r,G#4,r,r,r,r,r,r,r,r,r,E3,E2
1393.0,580.3931,350,1.0,F#5,F#5,F#5,r,B4,B3,F#3,F#3,F#4,r,r,r,r,r,r,r,r,r,E-3,E-2
1393.5,580.6014,350,1.25,F#5,F#5,F#5,r,B4,B3,F#3,F#3,F#4,r,r,r,r,r,r,r,r,r,E-3,E-2
1394.0,580.8097,350,1.5,F#5,F#5,r,r,B4,B3,F#3,F#3,r,r,r,r,r,r,r,B3,r,F#3,r,r
1394.5,581.018,350,1.75,G#5,G#5,r,r,B4,B3,G#3,G#3,r,r,r,r,r,r,r,B3,r,F#3,r,r
1395.0,581.2263,350,2.0,F#5,F#5,F#5,r,A4,B3,F#3,F#3,F#4,r,r,r,r,r,r,A3,r,F#3,r,r
1395.5,581.4346,350,2.25,F#5,F#5,F#5,r,A4,B3,F#3,F#3,F#4,r,r,r,r,r,r,A3,r,F#3,r,r
1396.0,581.6429,350,2.5,r,r,F#5,r,A4,B3,r,r,F#4,r,r,r,r,r,r,r,r,r,B2,B1
1396.5,581.8512,350,2.75,r,r,G#5,r,A4,B3,r,r,G#4,r,r,r,r,r,r,r,r,r,B2,B1
1397.0,582.0595,351,1.0,E5,E5,E5,r,G#4,B3,E3,E3,E4,r,r,r,r,r,r,r,r,r,E3,E2
1397.5,582.2678,351,1.25,E5,E5,E5,r,G#4,B3,E3,E3,E4,r,r,r,r,r,r,r,r,r,E3,E2
1398.0,582.4761,351,1.5,E5,E5,r,r,G#4,B3,E3,E3,r,r,r,r,r,r,r,G#3,r,E3,r,r
1398.5,582.6844,351,1.75,F#5,F#5,r,r,G#4,B3,F#3,F#3,r,r,r,r,r,r,r,G#3,r,E3,r,r
1399.0,582.8927,351,2.0,E5,E5,E5,r,G#4,E4,E3,E3,E4,r,r,r,r,r,r,B3,r,G#3,r,r
1399.5,583.101,351,2.25,E5,E5,E5,r,G#4,E4,E3,E3,E4,r,r,r,r,r,r,B3,r,G#3,r,r
1400.0,583.3093,351,2.5,r,r,E5,r,G#4,E4,r,r,E4,r,r,r,r,r,r,r,r,r,E-3,E-2
1400.5,583.5176,351,2.75,r,r,F#5,r,G#4,E4,r,r,F#4,r,r,r,r,r,r,r,r,r,E-3,E-2
1401.0,583.7259,352,1.0,G5,E5,G5,r,G4,E4,G3,C#3,r,r,E4,G3,r,r,E3,r,r,r,C#2,C#2
1401.5,583.9342,352,1.25,G5,E5,G5,r,G4,E4,G3,C#3,r,r,E4,G3,r,r,E3,r,r,E3,E2,C#2
1402.0,584.1425,352,1.5,G5,E5,r,r,G4,E4,G3,C#3,r,r,E4,G3,r,r,E3,r,G3,G3,G2,C#2
1402.5,584.3508,352,1.75,G5,E5,r,r,G4,E4,G3,C#3,E4,E4,E4,G3,r,r,E3,r,A3,A3,A2,C#2
1402.75,584.455,352,1.875,G5,E5,r,r,G4,E4,G3,C#3,E4,E4,E4,G3,r,r,E3,r,A3,A3,A2,C#2
1403.0,584.5592,352,2.0,G5,E5,r,r,G4,E4,G3,C#3,E4,E4,E4,G3,r,r,E3,r,C4,C4,C3,C#2
1403.5,584.7675,352,2.25,G5,E5,r,r,G4,E4,G3,C#3,E4,E4,E4,G3,r,r,E3,r,A3,A3,A2,C#2
1404.0,584.9758,352,2.5,G5,E5,r,r,G4,E4,G3,C#3,E4,E4,E4,G3,r,r,E3,B-3,B-3,B-3,B-2,C#2
1404.5,585.1841,352,2.75,G5,E5,r,r,G4,E4,G3,C#3,E4,E4,E4,G3,r,r,E3,E4,E4,E4,E3,C#2
1405.0,585.3924,353,1.0,G5,E5,r,r,G4,E4,G3,C#3,E4,E4,E4,G3,r,r,E3,G4,G3,G3,G3,C#2
1405.5,585.6007,353,1.25,G5,E5,r,r,G4,E4,G3,C#3,E4,E4,E4,G3,r,r,E3,A4,A3,A3,r,C#2
1406.0,585.809,353,1.5,G5,E5,r,r,G4,E4,G3,C#3,E4,E4,E4,G3,r,r,E3,C5,C4,C4,r,C#2
1406.5,586.0173,353,1.75,G5,E5,r,r,G4,E4,G3,C#3,E4,E4,E4,G3,r,r,E3,A4,A3,A3,r,C#2
1406.75,586.1215,353,1.875,G5,E5,r,r,G4,E4,G3,C#3,E4,E4,E4,G3,r,r,E3,A4,A3,A3,r,C#2
1407.0,586.2257,353,2.0,G5,E5,r,r,G4,E4,G3,C#3,E4,E4,E4,G3,r,r,E3,B-4,B-3,B-3,C#2,C#2
1407.5,586.434,353,2.25,G5,E5,r,r,G4,E4,G3,C#3,E4,E4,E4,G3,r,r,E3,E5,E4,E4,C#2,C#2
1408.0,586.6423,353,2.5,G5,E5,r,r,G4,E4,G3,C#3,E4,E4,E4,G3,r,r,E3,G5,G4,G4,C#2,C#2
1408.5,586.8506,353,2.75,G5,E5,r,r,G4,E4,G3,C#3,E4,E4,E4,G3,r,r,E3,E5,E4,E4,C#2,C#2
1409.0,587.0589,354,1.0,G5,E5,r,r,G4,E4,G3,C#3,E4,E4,E4,G3,r,r,E3,B-4,B-3,B-3,C#2,C#2
1409.5,587.2672,354,1.25,G5,E5,r,r,G4,E4,G3,C#3,E4,E4,E4,G3,r,r,E3,G4,r,G3,C#2,C#2
1410.0,587.4755,354,1.5,G5,E5,r,r,G4,E4,G3,C#3,E4,E4,E4,G3,r,r,E3,E4,r,E3,C#2,C#2
1410.5,587.6838,354,1.75,G5,E5,r,r,G4,E4,G3,C#3,E4,E4,E4,G3,r,r,E3,A3,r,A3,C#2,C#2
1411.0,587.8921,354,2.0,G5,E5,r,r,G4,E4,G3,C3,E4,E4,E4,G3,r,r,E3,B-3,r,B3,C2,C2
1411.5,588.1004,354,2.25,G5,E5,r,r,G4,E4,G3,C3,E4,E4,E4,G3,r,r,E3,r,r,G3,G2,C2
1412.0,588.3087,354,2.5,G5,E5,r,r,G4,E4,G3,C3,E4,E4,E4,G3,r,r,E3,r,r,E3,E3,C2
1412.5,588.517,354,2.75,G5,E5,r,r,G4,E4,G3,C3,E4,E4,E4,G3,r,r,E3,r,r,r,A2,C2
1413.0,588.7253,355,1.0,G5,E5,r,r,G4,E4,G3,C3,E4,E4,E4,G3,r,r,E3,r,r,r,B-2,C2
1414.5,589.3503,355,1.75,B5,B5,E5,G#4,r,r,r,r,E4,G#3,r,r,B4,B3,B2,r,r,B3,B2,r
1414.75,589.4545,355,1.875,B5,B5,F#5,B4,r,r,r,r,F#4,B3,r,r,B4,B3,B2,r,r,B3,B2,r
1415.0,589.5587,355,2.0,B5,B5,G#5,E5,r,r,r,r,G#4,E4,r,r,B4,B3,B2,r,r,B3,B2,r
1417.0,590.392,356,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r,r,r,r
1418.5,591.017,356,1.75,B5,B5,F#5,B4,r,r,r,r,F#4,B3,r,r,B4,B3,B2,r,r,B3,B2,r
1418.75,591.1212,356,1.875,B5,B5,G#5,E5,r,r,r,r,G#4,E4,r,r,B4,B3,B2,r,r,B3,B2,r
1419.0,591.2254,356,2.0,B5,B5,A5,F#5,r,r,r,r,A4,F#4,r,r,B4,B3,B2,r,r,B3,B2,r
1421.0,592.0587,357,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r,r,r,r
1422.5,592.6837,357,1.75,G#5,E5,G#5,E5,r,r,r,r,G#4,E4,r,r,B4,B3,B2,r,r,B3,B2,r
1422.75,592.7879,357,1.875,A5,F#5,A5,F#5,r,r,r,r,A4,F#4,r,r,B4,B3,B2,r,r,B3,B2,r
1423.0,592.8921,357,2.0,B5,G#5,B5,G#5,B4,G#4,r,r,B4,G#4,r,r,B4,E4,E3,r,r,E4,E3,r
1423.6667,593.1699,357,2.3333,G#5,E5,G#5,E5,G#4,E4,r,r,G#4,E4,r,r,B4,E4,E3,r,r,E4,E3,r
1424.0,593.3088,357,2.5,G#5,E5,G#5,E5,G#4,E4,r,r,G#4,E4,r,r,E5,E4,E3,r,r,A3,A2,r
1424.3333,593.4477,357,2.6667,G#5,E5,G#5,E5,G#4,E4,r,r,G#4,E4,r,r,E5,E4,E3,r,r,A3,A2,r
1425.0,593.7255,358,1.0,B5,G#5,B5,G#5,B4,G#4,r,r,E4,E3,r,r,E5,E4,E3,r,r,E4,E3,r
1425.6667,594.0033,358,1.3333,G#5,E5,G#5,E5,G#4,E4,r,r,E4,E3,r,r,E5,E4,E3,r,r,E4,E3,r
1426.0,594.1422,358,1.5,G#5,E5,G#5,E5,G#4,E4,r,r,E4,G#3,r,r,r,r,E3,r,r,G#4,G#3,r
1426.3333,594.2811,358,1.6667,G#5,E5,G#5,E5,G#4,E4,r,r,E4,G#3,r,r,r,r,E3,r,r,G#4,G#3,r
1427.0,594.5589,358,2.0,B5,E-5,B5,E-5,B4,E-4,r,r,F#4,B3,r,r,B4,B3,B2,r,r,B4,B3,r
1427.6667,594.8367,358,2.3333,B5,E-5,F#5,F#5,B4,E-4,r,r,F#4,B3,r,r,B4,B3,B2,r,r,B4,B3,r
1428.0,594.9756,358,2.5,r,r,F#5,F#5,r,r,r,r,F#4,B3,r,r,r,r,B2,r,r,B3,B2,r
1428.3333,595.1145,358,2.6667,r,r,F#5,F#5,r,r,r,r,F#4,B3,r,r,r,r,B2,r,r,B3,B2,r
1429.0,595.3923,359,1.0,E6,C#6,r,r,E5,C#5,E3,B-2,r,r,r,r,r,r,E3,r,r,r,B-2,B-1
1429.5,595.6006,359,1.25,E6,C#6,r,r,E5,C#5,E3,B-2,r,r,r,r,r,r,E3,C#4,C#4,r,C#3,B-1
1430.0,595.8089,359,1.5,E6,C#6,r,r,E5,C#5,E3,B-2,r,r,r,r,r,r,E3,E4,E4,r,E3,B-1
1430.5,596.0172,359,1.75,E6,C#6,r,r,E5,C#5,E3,B-2,E4,E3,r,r,r,r,E3,F#4,F#4,r,F#3,B-1
1430.75,596.1214,359,1.875,E6,C#6,r,r,E5,C#5,E3,B-2,E4,E3,r,r,r,r,E3,F#4,F#4,r,F#3,B-1
1431.0,596.2256,359,2.0,E6,C#6,r,r,E5,C#5,E3,B-2,E4,E3,r,r,E5,E4,E3,A4,A4,r,A3,B-1
1431.5,596.4339,359,2.25,E6,C#6,r,r,E5,C#5,E3,B-2,E4,E3,r,r,E5,E4,E3,F#4,F#4,r,F#3,B-1
1432.0,596.6422,359,2.5,E6,C#6,r,r,E5,C#5,E3,B-2,E4,E3,r,r,E5,E4,E3,G4,G4,r,G3,B-1
1432.5,596.8505,359,2.75,E6,C#6,r,r,E5,C#5,E3,B-2,E4,E3,r,r,E5,E4,E3,C#5,C#5,r,C#4,B-1
1433.0,597.0588,360,1.0,E6,C#6,r,r,E5,C#5,E3,B-2,E4,E3,r,r,E5,E4,E3,E5,E4,E4,E4,B-1
1433.5,597.2671,360,1.25,E6,C#6,r,r,E5,C#5,E3,B-2,E4,E3,r,r,E5,E4,E3,F#5,F#4,F#4,r,B-1
1434.0,597.4754,360,1.5,E6,C#6,r,r,E5,C#5,E3,B-2,E4,E3,r,r,E5,E4,E3,A5,A4,A4,r,B-1
1434.5,597.6837,360,1.75,E6,C#6,r,r,E5,C#5,E3,B-2,E4,E3,r,r,E5,E4,E3,F#5,F#4,F#4,r,B-1
1434.75,597.7879,360,1.875,E6,C#6,r,r,E5,C#5,E3,B-2,E4,E3,r,r,E5,E4,E3,F#5,F#4,F#4,r,B-1
1435.0,597.8921,360,2.0,E6,C#6,r,r,E5,C#5,E3,B-2,E4,E3,r,r,E5,E4,E3,G5,G4,G4,B-2,B-1
1435.5,598.1004,360,2.25,E6,C#6,r,r,E5,C#5,E3,B-2,E4,E3,r,r,E5,E4,E3,C#6,C#5,C#5,B-2,B-1
1436.0,598.3087,360,2.5,E6,C#6,r,r,E5,C#5,E3,B-2,E4,E3,r,r,E5,E4,E3,E6,E5,E5,B-2,B-1
1436.5,598.517,360,2.75,E6,C#6,r,r,E5,C#5,E3,B-2,E4,E3,r,r,E5,E4,E3,C#6,C#5,C#5,B-2,B-1
1437.0,598.7253,361,1.0,E6,C#6,r,r,E5,C#5,E3,B-2,E4,E3,r,r,E5,E4,E3,G5,G5,G4,B-2,B-1
1437.5,598.9336,361,1.25,E6,C#6,r,r,E5,C#5,E3,B-2,E4,E3,r,r,E5,E4,E3,r,E5,E4,B-2,B-1
1438.0,599.1419,361,1.5,E6,C#6,r,r,E5,C#5,E3,B-2,E4,E3,r,r,E5,E4,E3,r,C#5,C#4,B-2,B-1
1438.5,599.3502,361,1.75,E6,C#6,r,r,E5,C#5,E3,B-2,E4,E3,r,r,E5,E4,E3,F#5,F#4,F#4,B-2,B-1
1439.0,599.5585,361,2.0,G5,G5,E5,C#5,G4,G4,A3,A2,E4,E3,E4,C#4,E5,E4,E3,G5,G4,G4,A3,A2
1439.5,599.7668,361,2.25,G5,G5,E5,C#5,G4,G4,A3,A2,E4,E3,E4,C#4,E5,E4,r,E5,r,E4,A3,A2
1440.0,599.9751,361,2.5,G5,G5,E5,C#5,G4,G4,A3,A2,E4,E3,E4,C#4,E5,E4,r,C#5,r,C#4,A3,A2
1440.5,600.1834,361,2.75,G5,G5,E5,C#5,G4,G4,A3,A2,E4,E3,E4,C#4,E5,E4,r,G4,G5,G4,A3,A2
1441.0,600.3917,362,1.0,G#5,G#5,E5,C#5,G#4,G#4,G#3,G#2,E4,E3,E4,C#4,E5,E4,r,G#4,G#5,G#4,G#3,G#2
1441.5,600.6,362,1.25,G#5,G#5,E5,C#5,G#4,G#4,G#3,G#2,E4,E3,E4,C#4,E5,E4,r,r,E5,E4,G#3,G#2
1442.0,600.8083,362,1.5,G#5,G#5,E5,C#5,G#4,G#4,G#3,G#2,E4,E3,E4,C#4,E5,E4,r,r,C#5,C#4,G#3,G#2
1442.5,601.0166,362,1.75,G#5,G#5,E5,C#5,G#4,G#4,G#3,G#2,E4,E3,E4,C#4,E5,E4,r,G#5,G#4,G#4,G#3,G#2
1443.0,601.2249,362,2.0,A5,A5,E5,C#5,A4,A4,G3,G2,E4,E3,E4,C#4,E5,E4,r,A5,A4,A4,G3,G2
1443.5,601.4332,362,2.25,A5,A5,E5,C#5,A4,A4,G3,G2,E4,E3,E4,C#4,E5,E4,r,E5,r,E4,G3,G2
1444.0,601.6415,362,2.5,A5,A5,E5,C#5,A4,A4,G3,G2,E4,E3,E4,C#4,E5,E4,r,C#5,r,C#4,G3,G2
1444.5,601.8498,362,2.75,A5,A5,E5,C#5,A4,A4,G3,G2,E4,E3,E4,C#4,E5,E4,r,A4,A5,A4,G3,G2
