qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,A Clarinet 1,A Clarinet 2,Bassoon 1,Bassoon 2,E Horn 1,E Horn 2,C Horn 3,C Horn 4,E Trumpet 1,E Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
378.0,157.4927,96,1.5,E-6,r,r,r,E-5,r,E-4,B3,E-4,r,r,r,r,r,r,E-5,B4,E-4,r,r
378.5,157.701,96,1.75,E-6,r,r,r,E-5,r,E-4,B3,E-4,r,r,r,r,r,r,E-5,B4,E-4,r,r
379.0,157.9093,96,2.0,E6,r,r,r,E5,r,C#4,B-3,E4,r,r,r,r,r,r,C#5,B-4,C#4,r,r
379.5,158.1176,96,2.25,E6,r,r,r,E5,r,C#4,B-3,E4,r,r,r,r,r,r,C#5,B-4,C#4,r,r
379.6667,158.1871,96,2.3333,F6,r,r,r,F5,r,C#4,B-3,F4,r,r,r,r,r,r,C#5,B-4,C#4,r,r
380.0,158.326,96,2.5,F6,r,r,r,F5,r,C#4,B-3,F4,r,r,r,r,r,r,r,r,r,B2,B1
380.3333,158.4649,96,2.6667,F6,r,r,r,F5,r,C#4,B-3,F4,r,r,r,r,r,r,r,r,r,B2,B1
380.5,158.5344,96,2.75,r,r,r,r,r,r,C#4,B-3,r,r,r,r,r,r,r,r,r,r,B2,B1
381.0,158.7427,97,1.0,F#6,r,r,r,F#5,r,B3,G#3,F#4,r,r,r,r,r,r,r,r,r,B2,B1
381.5,158.951,97,1.25,F#6,r,r,r,F#5,r,B3,G#3,F#4,r,r,r,r,r,r,r,r,r,B2,B1
382.0,159.1593,97,1.5,E6,r,r,r,E5,r,B3,G#3,E4,r,r,r,r,r,r,B4,G#4,B3,r,r
382.5,159.3676,97,1.75,E6,r,r,r,E5,r,B3,G#3,E4,r,r,r,r,r,r,B4,G#4,B3,r,r
383.0,159.5759,97,2.0,E6,r,r,r,E5,r,B-3,F#3,E4,r,r,r,r,r,r,B-4,F#4,B-3,r,r
383.5,159.7842,97,2.25,E6,r,r,r,E5,r,B-3,F#3,E4,r,r,r,r,r,r,B-4,F#4,B-3,r,r
384.0,159.9925,97,2.5,E-6,r,r,r,E-5,r,B-3,F#3,E-4,r,r,r,r,r,r,r,r,r,B2,B1
384.5,160.2008,97,2.75,E-6,r,r,r,E-5,r,B-3,F#3,E-4,r,r,r,r,r,r,r,r,r,B2,B1
385.0,160.4091,98,1.0,C6,r,r,r,C5,r,G#3,E3,C4,r,r,r,r,r,r,r,r,r,E3,E2
385.5,160.6174,98,1.25,C6,r,r,r,C5,r,G#3,E3,C4,r,r,r,r,r,r,r,r,r,E3,E2
386.0,160.8257,98,1.5,C6,r,r,r,C5,r,G#3,E3,C4,r,r,r,r,r,r,G#4,E4,G#3,r,r
386.5,161.034,98,1.75,C6,r,r,r,C5,r,G#3,E3,C4,r,r,r,r,r,r,G#4,E4,G#3,r,r
387.0,161.2423,98,2.0,C#6,r,r,r,C#5,r,G3,E3,C#4,r,r,r,r,r,r,G4,E4,G3,r,r
387.5,161.4506,98,2.25,C#6,r,r,r,C#5,r,G3,E3,C#4,r,r,r,r,r,r,G4,E4,G3,r,r
387.6667,161.5201,98,2.3333,E-6,r,r,r,E-5,r,G3,E3,E-4,r,r,r,r,r,r,G4,E4,G3,r,r
388.0,161.659,98,2.5,E-6,r,r,r,E-5,r,G3,E3,E-4,r,r,r,r,r,r,r,r,r,C#3,C#2
388.3333,161.7979,98,2.6667,E-6,r,r,r,E-5,r,G3,E3,E-4,r,r,r,r,r,r,r,r,r,C#3,C#2
388.5,161.8674,98,2.75,r,r,r,r,r,r,G3,E3,r,r,r,r,r,r,r,r,r,r,C#3,C#2
389.0,162.0757,99,1.0,B-5,r,r,r,B-4,r,F#3,E3,B-3,r,r,r,r,r,r,r,r,r,E3,E2
389.5,162.284,99,1.25,B-5,r,r,r,B-4,r,F#3,E3,B-3,r,r,r,r,r,r,r,r,r,E3,E2
390.0,162.4923,99,1.5,B-5,r,r,r,B-4,r,F#3,E3,B-3,r,r,r,r,r,r,F#4,C#4,F#3,r,r
390.5,162.7006,99,1.75,B-5,r,r,r,B-4,r,F#3,E3,B-3,r,r,r,r,r,r,F#4,C#4,F#3,r,r
391.0,162.9089,99,2.0,B5,r,B4,r,B4,r,F#3,E-3,B3,r,r,r,r,r,r,F#4,B3,F#3,r,r
391.5,163.1172,99,2.25,B5,r,B4,r,B4,r,F#3,E-3,B3,r,r,r,r,r,r,F#4,B3,F#3,r,r
391.6667,163.1867,99,2.3333,B5,r,E-5,r,B4,r,F#3,E-3,B3,r,r,r,r,r,r,F#4,B3,F#3,r,r
392.0,163.3256,99,2.5,B5,r,E-5,r,B4,r,F#3,E-3,B3,r,r,r,r,r,r,r,r,r,E-3,E-2
392.3333,163.4645,99,2.6667,B5,r,E-5,r,B4,r,F#3,E-3,B3,r,r,r,r,r,r,r,r,r,E-3,E-2
392.5,163.534,99,2.75,B5,r,r,r,B4,r,F#3,E-3,B3,r,r,r,r,r,r,r,r,r,E-3,E-2
393.0,163.7423,100,1.0,r,r,B5,r,r,r,F#3,D3,B4,r,r,r,r,r,r,r,r,r,D3,D2
393.5,163.9506,100,1.25,r,r,B5,r,r,r,F#3,D3,B4,r,r,r,r,r,r,r,r,r,D3,D2
394.0,164.1589,100,1.5,r,r,B5,r,r,r,F#3,D3,B4,r,r,r,r,r,r,F#4,r,F#3,r,r
394.5,164.3672,100,1.75,r,r,A5,r,r,r,F#3,D3,A4,r,r,r,r,r,r,F#4,r,F#3,r,r
395.0,164.5755,100,2.0,r,r,G#5,r,r,r,B3,D3,G#4,r,r,r,r,r,r,B4,r,B3,r,r
395.5,164.7838,100,2.25,r,r,G#5,r,r,r,B3,D3,G#4,r,r,r,r,r,r,B4,r,B3,r,r
396.0,164.9921,100,2.5,r,r,G#5,r,r,r,B3,D3,G#4,r,r,r,r,r,r,r,r,r,B2,B1
396.5,165.2004,100,2.75,r,r,F#5,r,r,r,B3,D3,F#4,r,r,r,r,r,r,r,r,r,B2,B1
397.0,165.4087,101,1.0,r,r,E5,r,r,r,B3,F#3,E4,r,r,r,r,r,r,r,r,r,G#2,G#1
397.5,165.617,101,1.25,r,r,E5,r,r,r,B3,F#3,E4,r,r,r,r,r,r,r,r,r,G#2,G#1
398.0,165.8253,101,1.5,r,r,E5,r,r,r,B3,F#3,E4,r,r,r,r,r,r,F#4,r,F#3,r,r
398.5,166.0336,101,1.75,r,r,D5,r,r,r,B3,F#3,D4,r,r,r,r,r,r,F#4,r,F#3,r,r
399.0,166.2419,101,2.0,r,r,C#5,r,r,r,G#3,F3,C#4,r,r,r,r,r,r,F4,r,F3,r,r
399.5,166.4502,101,2.25,r,r,C#5,r,r,r,G#3,F3,C#4,r,r,r,r,r,r,F4,r,F3,r,r
400.0,166.6585,101,2.5,r,r,C#5,r,r,r,G#3,F3,r,r,r,r,r,r,r,r,r,r,C#3,C#2
400.5,166.8668,101,2.75,r,r,G#5,r,r,r,G#3,F3,r,r,r,r,r,r,r,r,r,r,C#3,C#2
401.0,167.0751,102,1.0,r,r,C#6,r,r,r,G#3,E3,r,r,r,r,r,r,r,r,r,r,E3,E2
401.5,167.2834,102,1.25,r,r,C#6,r,r,r,G#3,E3,r,r,r,r,r,r,r,r,r,r,E3,E2
402.0,167.4917,102,1.5,r,r,C#6,r,r,r,G#3,E3,r,r,r,r,r,r,r,G#4,r,G#3,r,r
402.5,167.7,102,1.75,r,r,B5,r,r,r,G#3,E3,r,r,r,r,r,r,r,G#4,r,G#3,r,r
403.0,167.9083,102,2.0,r,r,B-5,r,r,r,C#4,E3,r,r,r,r,r,r,r,C#5,r,C#4,r,r
403.5,168.1166,102,2.25,r,r,B-5,r,r,r,C#4,E3,r,r,r,r,r,r,r,C#5,r,C#4,r,r
404.0,168.3249,102,2.5,r,r,B-5,r,r,r,C#4,E3,r,r,r,r,r,r,r,r,r,r,C#3,C#2
404.5,168.5332,102,2.75,r,r,G#5,r,r,r,C#4,E3,r,r,r,r,r,r,r,r,r,r,C#3,C#2
405.0,168.7415,103,1.0,r,r,F#5,r,r,r,C#4,G#3,r,r,r,r,r,r,r,r,r,r,B-2,B-1
405.5,168.9498,103,1.25,r,r,F#5,r,r,r,C#4,G#3,r,r,r,r,r,r,r,r,r,r,B-2,B-1
406.0,169.1581,103,1.5,r,r,F#5,r,r,r,C#4,G#3,r,r,r,r,r,r,r,G#4,r,G#3,r,r
406.5,169.3664,103,1.75,r,r,E5,r,r,r,C#4,G#3,r,r,r,r,r,r,r,G#4,r,G#3,r,r
407.0,169.5747,103,2.0,r,r,E-5,r,r,r,B-3,G3,E-4,r,r,r,r,r,r,G4,r,G3,r,r
407.5,169.783,103,2.25,r,r,E-5,r,r,r,B-3,G3,E-4,r,r,r,r,r,r,G4,r,G3,r,r
408.0,169.9913,103,2.5,r,r,E-5,r,r,r,B-3,G3,E-4,r,r,r,r,r,r,r,r,r,C#3,C#2
408.5,170.1996,103,2.75,r,r,E5,r,r,r,B-3,G3,E4,r,r,r,r,r,r,r,r,r,C#3,C#2
409.0,170.4079,104,1.0,E-6,E-6,E-5,r,r,r,G#3,G#3,E-4,r,r,r,r,r,r,r,r,r,C3,C2
409.5,170.6162,104,1.25,E-6,E-6,E-5,r,r,r,G#3,G#3,E-4,r,r,r,r,r,r,r,r,r,C3,C2
410.0,170.8245,104,1.5,E-6,E-6,E-5,r,r,r,G#3,G#3,r,r,r,r,r,r,r,G#4,r,G#3,r,r
410.5,171.0328,104,1.75,E6,E6,E5,r,r,r,G#3,G#3,r,r,r,r,r,r,r,G#4,r,G#3,r,r
411.0,171.2411,104,2.0,E-6,E-6,E-5,r,r,r,F#4,G#3,E-4,r,r,r,r,r,r,F#4,r,F#3,r,r
411.5,171.4494,104,2.25,E-6,E-6,E-5,r,r,r,F#4,G#3,E-4,r,r,r,r,r,r,F#4,r,F#3,r,r
412.0,171.6577,104,2.5,r,r,E-5,r,r,r,F#4,G#3,E-4,r,r,r,r,r,r,r,r,r,G#2,G#1
412.5,171.866,104,2.75,r,r,E5,r,r,r,F#4,G#3,E4,r,r,r,r,r,r,r,r,r,G#2,G#1
413.0,172.0743,105,1.0,C#6,C#6,C#5,r,r,r,F4,G#3,C#4,r,r,r,r,r,r,r,r,r,C#3,C#2
413.5,172.2826,105,1.25,C#6,C#6,C#5,r,r,r,F4,G#3,C#4,r,r,r,r,r,r,r,r,r,C#3,C#2
414.0,172.4909,105,1.5,C#6,C#6,C#5,r,r,r,F4,G#3,r,r,r,r,r,r,r,F4,r,F3,r,r
414.5,172.6992,105,1.75,E-6,E-6,E-5,r,r,r,F4,G#3,r,r,r,r,r,r,r,F4,r,F3,r,r
415.0,172.9075,105,2.0,C#6,C#6,C#5,r,r,r,F4,G#3,C#4,r,r,r,r,r,r,G#4,r,G#3,r,r
415.5,173.1158,105,2.25,C#6,C#6,C#5,r,r,r,F4,G#3,C#4,r,r,r,r,r,r,G#4,r,G#3,r,r
416.0,173.3241,105,2.5,r,r,C#5,r,r,r,F4,G#3,C#4,r,r,r,r,r,r,r,r,r,B2,B1
416.5,173.5324,105,2.75,r,r,E-5,r,r,r,F4,G#3,E-4,r,r,r,r,r,r,r,r,r,B2,B1
417.0,173.7407,106,1.0,C#6,C#6,C#5,r,r,r,F#4,F#3,C#4,r,r,r,r,r,r,r,r,r,B-2,B-1
417.5,173.949,106,1.25,C#6,C#6,C#5,r,r,r,F#4,F#3,C#4,r,r,r,r,r,r,r,r,r,B-2,B-1
418.0,174.1573,106,1.5,C#6,C#6,C#5,r,r,r,F#4,F#3,r,r,r,r,r,r,r,F#4,r,F#3,r,r
418.5,174.3656,106,1.75,E-6,E-6,E-5,r,r,r,F#4,F#3,r,r,r,r,r,r,r,F#4,r,F#3,r,r
419.0,174.5739,106,2.0,C#6,C#6,C#5,r,r,r,E4,F#3,C#4,r,r,r,r,r,r,E4,r,E3,r,r
419.5,174.7822,106,2.25,C#6,C#6,C#5,r,r,r,E4,F#3,C#4,r,r,r,r,r,r,E4,r,E3,r,r
420.0,174.9905,106,2.5,r,r,C#5,r,r,r,E4,F#3,C#4,r,r,r,r,r,r,r,r,r,F#2,F#1
420.5,175.1988,106,2.75,r,r,E-5,r,r,r,E4,F#3,E-4,r,r,r,r,r,r,r,r,r,F#2,F#1
421.0,175.4071,107,1.0,B5,B5,B4,r,r,r,E-4,F#3,B3,r,r,r,r,r,r,r,r,r,B2,B1
421.5,175.6154,107,1.25,B5,B5,B4,r,r,r,E-4,F#3,B3,r,r,r,r,r,r,r,r,r,B2,B1
422.0,175.8237,107,1.5,B5,B5,B4,r,r,r,E-4,F#3,r,r,r,r,r,r,r,E-4,r,E-3,r,r
422.5,176.032,107,1.75,C#6,C#6,C#5,r,r,r,E-4,F#3,r,r,r,r,r,r,r,E-4,r,E-3,r,r
423.0,176.2403,107,2.0,B5,B5,B4,r,r,r,E-4,B3,B3,r,r,r,r,r,r,F#4,r,F#3,r,r
423.5,176.4486,107,2.25,B5,B5,B4,r,r,r,E-4,B3,B3,r,r,r,r,r,r,F#4,r,F#3,r,r
424.0,176.6569,107,2.5,r,r,B4,r,r,r,E-4,B3,B3,r,r,r,r,r,r,r,r,r,B-2,B-1
424.5,176.8652,107,2.75,r,r,C#5,r,r,r,E-4,B3,C#4,r,r,r,r,r,r,r,r,r,B-2,B-1
425.0,177.0735,108,1.0,D6,B5,D5,r,D5,B4,G#2,G#2,D4,B2,D4,B3,r,r,B2,r,r,r,G#2,G#1
425.5,177.2818,108,1.25,D6,B5,D5,r,D5,B4,G#2,G#2,D4,B2,D4,B3,r,r,B2,B3,B3,r,B2,G#1
426.0,177.4901,108,1.5,D6,B5,r,r,D5,B4,G#2,G#2,r,B2,D4,B3,r,r,B2,D4,D4,r,D3,G#1
426.5,177.6984,108,1.75,D6,B5,r,r,D5,B4,G#2,G#2,r,B2,D4,B3,B4,B3,B2,E4,E4,r,E3,G#1
426.75,177.8026,108,1.875,D6,B5,r,r,D5,B4,G#2,G#2,r,B2,D4,B3,B4,B3,B2,E4,E4,r,E3,G#1
427.0,177.9068,108,2.0,D6,B5,r,r,D5,B4,G#2,G#2,r,B2,D4,B3,B4,B3,B2,G4,G4,r,G3,G#1
427.5,178.1151,108,2.25,D6,B5,r,r,D5,B4,G#2,G#2,r,B2,D4,B3,B4,B3,B2,E4,E4,r,E3,G#1
428.0,178.3234,108,2.5,D6,B5,r,r,D5,B4,G#2,G#2,r,B2,D4,B3,B4,B3,B2,F4,F4,F3,F3,G#1
428.5,178.5317,108,2.75,D6,B5,r,r,D5,B4,G#2,G#2,r,B2,D4,B3,B4,B3,B2,B4,B4,B3,B3,G#1
429.0,178.74,109,1.0,D6,B5,r,r,D5,B4,G#2,G#2,r,B2,D4,B3,B4,B3,B2,D5,D4,D4,D4,G#1
429.5,178.9483,109,1.25,D6,B5,r,r,D5,B4,G#2,G#2,r,B2,D4,B3,B4,B3,B2,E5,E4,E4,r,G#1
430.0,179.1566,109,1.5,D6,B5,r,r,D5,B4,G#2,G#2,r,B2,D4,B3,B4,B3,B2,G5,G4,G4,r,G#1
430.5,179.3649,109,1.75,D6,B5,r,r,D5,B4,G#2,G#2,r,B2,D4,B3,B4,B3,B2,E5,E4,E4,r,G#1
430.75,179.4691,109,1.875,D6,B5,r,r,D5,B4,G#2,G#2,r,B2,D4,B3,B4,B3,B2,E5,E4,E4,r,G#1
431.0,179.5733,109,2.0,D6,B5,r,r,D5,B4,G#2,G#2,r,B2,D4,B3,B4,B3,B2,F5,F4,F4,r,G#1
431.5,179.7816,109,2.25,D6,B5,r,r,D5,B4,G#2,G#2,r,B2,D4,B3,B4,B3,B2,B5,B4,B4,r,G#1
432.0,179.9899,109,2.5,D6,B5,r,r,D5,B4,G#2,G#2,r,B2,D4,B3,B4,B3,B2,D6,D5,D5,r,G#1
432.5,180.1982,109,2.75,D6,B5,r,r,D5,B4,G#2,G#2,r,B2,D4,B3,B4,B3,B2,B5,B4,B4,r,G#1
433.0,180.4065,110,1.0,D6,B5,r,r,D5,B4,G#2,G#2,r,B2,D4,B3,B4,B3,B2,F5,F4,F4,r,G#1
433.5,180.6148,110,1.25,D6,B5,r,r,D5,B4,G#2,G#2,r,B2,D4,B3,B4,B3,B2,D5,D4,D4,r,G#1
434.0,180.8231,110,1.5,D6,B5,r,r,D5,B4,G#2,G#2,r,B2,D4,B3,B4,B3,B2,B4,B3,B3,r,G#1
434.5,181.0314,110,1.75,D6,B5,r,r,D5,B4,G#2,G#2,r,B2,D4,B3,B4,B3,B2,E4,r,E4,E3,G#1
435.0,181.2397,110,2.0,D6,B5,r,r,D5,B4,G2,G2,r,B2,D4,B3,B4,B3,B2,F4,r,F4,F3,G1
435.5,181.448,110,2.25,D6,B5,r,r,D5,B4,G2,G2,r,B2,D4,B3,B4,B3,B2,D4,r,D4,D3,G1
436.0,181.6563,110,2.5,D6,B5,r,r,D5,B4,G2,G2,r,B2,D4,B3,B4,B3,B2,B3,r,B3,B2,G1
436.5,181.8646,110,2.75,D6,B5,r,r,D5,B4,G2,G2,r,B2,D4,B3,B4,B3,B2,r,r,E3,G2,G1
437.0,182.0729,111,1.0,D6,B5,r,r,D5,B4,G2,G2,r,B2,D4,B3,B4,B3,B2,r,r,F3,F3,G1
438.5,182.6979,111,1.75,F#5,F#5,B4,E-4,r,r,B3,E-3,F#4,B3,r,r,r,r,r,r,r,F#3,F#2,r
438.75,182.8021,111,1.875,F#5,F#5,C#5,G4,r,r,C#4,G3,F#4,C#4,r,r,r,r,r,r,r,F#3,F#2,r
439.0,182.9063,111,2.0,F#5,F#5,E-5,B4,r,r,E-4,B3,F#4,E-4,r,r,r,r,r,r,r,F#3,F#2,r
442.5,184.3646,112,1.75,F#5,F#5,C#5,F#4,r,r,C#4,F#3,F#4,C#4,r,r,r,r,r,r,r,F#3,F#2,r
442.75,184.4688,112,1.875,F#5,F#5,E-5,B4,r,r,E-4,B3,F#4,E-4,r,r,r,r,r,r,r,F#3,F#2,r
443.0,184.573,112,2.0,F#5,F#5,E5,C#5,r,r,E4,C#4,F#4,E4,r,r,r,r,r,r,r,F#3,F#2,r
446.5,186.0313,113,1.75,F#5,F#5,E-5,B4,r,r,E-4,B3,E-4,B3,r,r,r,r,r,r,r,F#3,F#2,r
446.75,186.1355,113,1.875,F#5,F#5,E5,C#5,r,r,E4,C#4,E4,C#4,r,r,r,r,r,r,r,F#3,F#2,r
447.0,186.2397,113,2.0,F#5,F#5,F#5,E-5,B5,B4,F#4,E-4,F#4,E-4,r,r,B4,B4,r,r,r,B3,B2,r
447.6667,186.5175,113,2.3333,F#5,F#5,E-5,B4,B5,B4,E-4,B3,E-4,B3,r,r,B4,B4,r,r,r,B3,B2,r
448.0,186.6564,113,2.5,r,r,E-5,B4,B5,B4,E-4,B3,E-4,B3,r,r,B4,B4,r,r,r,E3,E2,r
448.3333,186.7953,113,2.6667,r,r,E-5,B4,B5,B4,E-4,B3,E-4,B3,r,r,B4,B4,r,r,r,E3,E2,r
449.0,187.0731,114,1.0,r,r,F#5,E-5,B5,B4,E-4,B3,F#4,E-4,r,r,B4,B4,r,r,r,B3,B2,r
449.6667,187.3509,114,1.3333,r,r,E-5,E-5,B5,B4,B3,F#3,E-4,B3,r,r,B4,B4,r,r,r,B3,B2,r
450.0,187.4898,114,1.5,r,r,E-5,B4,F#5,B4,B3,F#3,E-4,B3,r,r,r,r,r,r,r,E-4,E-3,r
450.3333,187.6287,114,1.6667,r,r,E-5,B4,F#5,B4,B3,F#3,E-4,B3,r,r,r,r,r,r,r,E-4,E-3,r
451.0,187.9065,114,2.0,r,r,F#5,B-4,F#5,F#4,B-3,F#3,F#4,F#4,r,r,E-5,E-5,r,r,r,F#4,F#3,r
451.6667,188.1843,114,2.3333,r,r,C#5,B-4,F#5,F#4,C#4,C#4,C#4,C#4,r,r,E-5,E-5,r,r,r,F#4,F#3,r
452.0,188.3232,114,2.5,r,r,C#5,B-4,r,r,C#4,C#4,C#4,C#4,r,r,r,r,r,r,r,F#3,F#2,r
452.3333,188.4621,114,2.6667,r,r,C#5,B-4,r,r,C#4,C#4,C#4,C#4,r,r,r,r,r,r,r,F#3,F#2,r
453.0,188.7399,115,1.0,B5,G#5,r,r,B4,G#4,F2,F2,B2,B2,r,r,r,r,B2,r,r,r,F2,F1
453.5,188.9482,115,1.25,B5,G#5,r,r,B4,G#4,F2,F2,B2,B2,r,r,r,r,B2,G#3,G#3,r,G#2,F1
454.0,189.1565,115,1.5,B5,G#5,r,r,B4,G#4,F2,F2,B2,B2,r,r,r,r,B2,B3,B3,r,B2,F1
454.5,189.3648,115,1.75,B5,G#5,r,r,B4,G#4,F2,F2,B2,B2,r,r,B4,B3,B2,C#4,C#4,r,C#3,F1
454.75,189.469,115,1.875,B5,G#5,r,r,B4,G#4,F2,F2,B2,B2,r,r,B4,B3,B2,C#4,C#4,r,C#3,F1
455.0,189.5732,115,2.0,B5,G#5,r,r,B4,G#4,F2,F2,B2,B2,r,r,B4,B3,B2,E4,E4,r,E3,F1
455.5,189.7815,115,2.25,B5,G#5,r,r,B4,G#4,F2,F2,B2,B2,r,r,B4,B3,B2,C#4,C#4,r,C#3,F1
456.0,189.9898,115,2.5,B5,G#5,r,r,B4,G#4,F2,F2,B2,B2,r,r,B4,B3,B2,D4,D4,D3,D3,F1
456.5,190.1981,115,2.75,B5,G#5,r,r,B4,G#4,F2,F2,B2,B2,r,r,B4,B3,B2,G#4,G#4,G#3,G#3,F1
457.0,190.4064,116,1.0,B5,G#5,r,r,B4,G#4,F2,F2,B2,B2,r,r,B4,B3,B2,B4,B3,B3,B3,F1
457.5,190.6147,116,1.25,B5,G#5,r,r,B4,G#4,F2,F2,B2,B2,r,r,B4,B3,B2,C#5,C#4,C#4,r,F1
458.0,190.823,116,1.5,B5,G#5,r,r,B4,G#4,F2,F2,B2,B2,r,r,B4,B3,B2,E5,E4,E4,r,F1
458.5,191.0313,116,1.75,B5,G#5,r,r,B4,G#4,F2,F2,B2,B2,r,r,B4,B3,B2,C#5,C#4,C#4,r,F1
458.75,191.1355,116,1.875,B5,G#5,r,r,B4,G#4,F2,F2,B2,B2,r,r,B4,B3,B2,C#5,C#4,C#4,r,F1
459.0,191.2397,116,2.0,B5,G#5,r,r,B4,G#4,F2,F2,B2,B2,r,r,B4,B3,B2,D5,D4,D4,r,F1
459.5,191.448,116,2.25,B5,G#5,r,r,B4,G#4,F2,F2,B2,B2,r,r,B4,B3,B2,G#5,G#4,G#4,r,F1
460.0,191.6563,116,2.5,B5,G#5,r,r,B4,G#4,F2,F2,B2,B2,r,r,B4,B3,B2,B5,B4,B4,r,F1
460.5,191.8646,116,2.75,B5,G#5,r,r,B4,G#4,F2,F2,B2,B2,r,r,B4,B3,B2,G#5,G#4,G#4,r,F1
461.0,192.0729,117,1.0,B5,G#5,r,r,B4,G#4,F2,F2,B2,B2,r,r,B4,B3,B2,D5,D4,D4,r,F1
461.5,192.2812,117,1.25,B5,G#5,r,r,B4,G#4,F2,F2,B2,B2,r,r,B4,B3,B2,B4,B3,B3,r,F1
462.0,192.4895,117,1.5,B5,G#5,r,r,B4,G#4,F2,F2,B2,B2,r,r,B4,B3,B2,G#4,G#3,G#3,r,F1
462.5,192.6978,117,1.75,B5,G#5,r,r,B4,G#4,F2,F2,B2,B2,r,r,B4,B3,B2,C#4,r,C#4,C#3,F1
463.0,192.9061,117,2.0,B5,G#5,D5,r,B4,G#4,E3,E2,D4,B2,r,r,B4,B3,B2,D4,r,D4,D3,E2
463.5,193.1144,117,2.25,B5,G#5,D5,r,B4,G#4,E3,E2,D4,B2,r,r,B4,B3,r,r,r,B3,B2,E2
464.0,193.3227,117,2.5,B5,G#5,D5,r,B4,G#4,E3,E2,D4,B2,r,r,B4,B3,r,r,r,G#3,G#2,E2
464.5,193.531,117,2.75,B5,G#5,D5,r,B4,G#4,E3,E2,D4,B2,r,r,B4,B3,r,D5,D4,E3,E2,E2
465.0,193.7393,118,1.0,B5,G#5,E-5,r,B4,G#4,E-3,E-2,E-4,B2,r,r,B4,B3,r,E-5,E-4,E-3,E-2,E-2
465.5,193.9476,118,1.25,B5,G#5,E-5,r,B4,G#4,E-3,E-2,E-4,B2,r,r,B4,B3,r,B4,B3,r,r,E-2
466.0,194.1559,118,1.5,B5,G#5,E-5,r,B4,G#4,E-3,E-2,E-4,B2,r,r,B4,B3,r,G#4,G#3,r,r,E-2
466.5,194.3642,118,1.75,B5,G#5,E-5,r,B4,G#4,E-3,E-2,E-4,B2,r,r,B4,B3,r,E-4,r,E-4,E-3,E-2
467.0,194.5725,118,2.0,B5,G#5,E5,r,B4,G#4,D3,D2,E4,B3,r,r,B4,B3,r,E4,r,E4,E3,D2
467.5,194.7808,118,2.25,B5,G#5,E5,r,B4,G#4,D3,D2,E4,B3,r,r,B4,B3,r,r,r,B3,B2,D2
468.0,194.9891,118,2.5,B5,G#5,E5,r,B4,G#4,D3,D2,E4,B3,r,r,B4,B3,r,r,r,G#3,G#2,D2
468.5,195.1974,118,2.75,B5,G#5,E5,r,B4,G#4,D3,D2,E4,B3,r,r,B4,B3,r,E5,E4,D3,D3,D2
469.0,195.4057,119,1.0,B5,G#5,F5,r,B4,G#4,C#3,C#2,F4,B3,r,r,B4,B3,r,F5,F4,C#3,C#3,C#2
469.5,195.614,119,1.25,B5,G#5,F5,r,B4,G#4,C#3,C#2,F4,B3,r,r,B4,B3,r,B4,B3,C#3,C#3,C#2
470.0,195.8223,119,1.5,B5,G#5,F5,r,B4,G#4,C#3,C#2,F4,B3,r,r,B4,B3,r,G#4,G#3,C#3,C#3,C#2
470.5,196.0306,119,1.75,B5,G#5,F5,r,B4,G#4,C#3,C#2,F4,B3,r,r,B4,B3,r,F4,F4,C#3,C#3,C#2
471.0,196.2389,119,2.0,B5,G#5,B5,r,C#5,G#4,C#3,F2,B4,G#4,r,r,B4,B3,r,B5,B4,C#3,F2,F1
471.5,196.4472,119,2.25,B5,G#5,B5,r,C#5,G#4,C#3,F2,B4,G#4,r,r,B4,B3,r,G#5,G#4,C#3,F2,F1
472.0,196.6555,119,2.5,B5,G#5,B5,r,C#5,G#4,C#3,F2,B4,G#4,r,r,B4,B3,r,F5,F4,C#3,F2,F1
472.5,196.8638,119,2.75,B5,G#5,B5,r,C#5,G#4,C#3,F2,B4,G#4,r,r,B4,B3,r,C#5,C#4,C#4,F2,F1
473.0,197.0721,120,1.0,B5,G#5,B5,r,C#5,G#4,C#3,F2,B4,G#4,r,r,B4,B3,r,B4,B4,B3,F2,F1
473.5,197.2804,120,1.25,B5,G#5,B5,r,C#5,G#4,C#3,F2,B4,G#4,r,r,B4,B3,r,r,G#4,G#3,F2,F1
474.0,197.4887,120,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,C#3,r,r
474.5,197.697,120,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,E-4,B3,F#2,F#1
474.75,197.8012,120,1.875,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,F#4,C#4,F#2,F#1
475.0,197.9054,120,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,B4,E-4,F#3,F#2
476.5,198.5304,120,2.75,r,r,r,r,r,r,r,r,F#4,F#4,r,r,F#5,F#5,r,E-5,B4,E-4,F#3,F#2
476.75,198.6346,120,2.875,r,r,r,r,r,r,r,r,F#4,F#4,r,r,F#5,F#5,r,E-5,B4,E-4,F#3,F#2
477.0,198.7388,121,1.0,r,r,r,r,r,r,r,r,F#4,F#4,r,r,F#5,F#5,r,E-5,B4,E-4,F#3,F#2
