qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,A Clarinet 1,A Clarinet 2,Bassoon 1,Bassoon 2,D Horn 1,D Horn 2,D Trumpet 1,D Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
150.0,153.0,,,,,,,,,,,,,,,,Main Part,,
153.0,156.0,P4(A Clarinet 1)&P6(A Clarinet 2),,,,P4(Flute 1)&P3(A Clarinet 2),P6(Flute 1)&P3(A Clarinet 1),,,,,,,,,,Main Part,,
156.0,181.0,P6(A Clarinet 2),,,,,P6(Flute 1),,,,,,,,P5(Main)&P3(Viola),Main Part,P3(Violin 1)&P3(Main),,
181.0,193.0,,,,,,,P4(Bassoon 2)&P3(D Horn 1)&P2(Violoncello)&P2(Contrabass),P4(Bassoon 1)&P2(D Horn 1)&P5(Violoncello)&P5(Contrabass),P3(Bassoon 1)&P2(Bassoon 2)&P4(Violoncello)&P4(Contrabass),,,,,P3(Viola),Main Part,P3(Violin 1),P2(Bassoon 1)&P5(Bassoon 2)&P4(D Horn 1)&P8(Contrabass),P2(Bassoon 1)&P5(Bassoon 2)&P4(D Horn 1)&P8(Violoncello)
193.0,201.0,P3(Flute 2)&P4(Oboe 1)&P3(Oboe 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P2(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P4(Main)&P4(Violin 2)&P3(Viola),P3(Flute 1)&P6(Oboe 1)&P8(Oboe 2)&P3(A Clarinet 1)&P8(A Clarinet 2)&P4(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P6(Main)&P6(Violin 2)&P8(Viola),P4(Flute 1)&P6(Flute 2)&P6(Oboe 2)&P4(A Clarinet 1)&P6(A Clarinet 2)&P3(D Horn 2)&P6(D Trumpet 1)&P6(D Trumpet 2)&U(Main)&P8(Violin 2)&P6(Viola),P3(Flute 1)&P8(Flute 2)&P6(Oboe 1)&P3(A Clarinet 1)&U(A Clarinet 2)&P4(D Horn 2)&U(D Trumpet 1)&P8(D Trumpet 2)&P6(Main)&P6(Violin 2)&P8(Viola),P8(Flute 1)&P3(Flute 2)&P4(Oboe 1)&P3(Oboe 2)&P3(A Clarinet 2)&P2(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P4(Main)&P4(Violin 2)&P3(Viola),P3(Flute 1)&P8(Flute 2)&P6(Oboe 1)&U(Oboe 2)&P3(A Clarinet 1)&P4(D Horn 2)&U(D Trumpet 1)&P8(D Trumpet 2)&P6(Main)&P6(Violin 2)&P8(Viola),P4(Bassoon 2)&P2(Violoncello)&P2(Contrabass),P4(Bassoon 1),,P2(Flute 1)&P4(Flute 2)&P3(Oboe 1)&P4(Oboe 2)&P2(A Clarinet 1)&P4(A Clarinet 2)&P4(D Trumpet 1)&P4(D Trumpet 2)&P3(Main)&P3(Violin 2)&P4(Viola),P3(Flute 1)&P8(Flute 2)&P6(Oboe 1)&U(Oboe 2)&P3(A Clarinet 1)&U(A Clarinet 2)&P4(D Horn 2)&P8(D Trumpet 2)&P6(Main)&P6(Violin 2)&P8(Viola),P3(Flute 1)&P8(Flute 2)&P6(Oboe 1)&P8(Oboe 2)&P3(A Clarinet 1)&P8(A Clarinet 2)&P4(D Horn 2)&P8(D Trumpet 1)&P6(Main)&P6(Violin 2)&U(Viola),,Main Part,P4(Flute 1)&P6(Flute 2)&P8(Oboe 1)&P6(Oboe 2)&P4(A Clarinet 1)&P6(A Clarinet 2)&P3(D Horn 2)&P6(D Trumpet 1)&P6(D Trumpet 2)&P8(Main)&P6(Viola),P3(Flute 1)&P8(Flute 2)&P6(Oboe 1)&P8(Oboe 2)&P3(A Clarinet 1)&P8(A Clarinet 2)&P4(D Horn 2)&P8(D Trumpet 1)&U(D Trumpet 2)&P6(Main)&P6(Violin 2),P2(Bassoon 1)&P8(Contrabass),P2(Bassoon 1)&P8(Violoncello)
201.0,229.0,P3(Oboe 2),P3(A Clarinet 1)&P8(A Clarinet 2)&P3(Bassoon 1)&P6(Bassoon 2)&P4(D Horn 1)&P4(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P4(Violoncello)&P4(Contrabass),,P3(Flute 1),P3(Flute 2)&P3(A Clarinet 2)&P8(Bassoon 1)&P4(Bassoon 2)&P2(D Horn 1)&P2(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P2(Violoncello)&P2(Contrabass),P8(Flute 2)&P3(A Clarinet 1)&P3(Bassoon 1)&P6(Bassoon 2)&P4(D Horn 1)&P4(D Horn 2)&U(D Trumpet 1)&P8(D Trumpet 2)&P4(Violoncello)&P4(Contrabass),P3(Flute 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P4(Bassoon 2)&P2(D Horn 1)&P2(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P2(Violoncello)&P2(Contrabass),P6(Flute 2)&P4(A Clarinet 1)&P6(A Clarinet 2)&P4(Bassoon 1)&P3(D Horn 1)&P3(D Horn 2)&P6(D Trumpet 1)&P6(D Trumpet 2)&P3(Violoncello)&P3(Contrabass),P4(Flute 2)&P2(A Clarinet 1)&P4(A Clarinet 2)&P2(Bassoon 1)&P3(Bassoon 2)&U(D Horn 2)&P4(D Trumpet 1)&P4(D Trumpet 2)&P8(Violoncello)&P8(Contrabass),P4(Flute 2)&P2(A Clarinet 1)&P4(A Clarinet 2)&P2(Bassoon 1)&P3(Bassoon 2)&U(D Horn 1)&P4(D Trumpet 1)&P4(D Trumpet 2)&P8(Violoncello)&P8(Contrabass),P8(Flute 2)&P3(A Clarinet 1)&U(A Clarinet 2)&P3(Bassoon 1)&P6(Bassoon 2)&P4(D Horn 1)&P4(D Horn 2)&P8(D Trumpet 2)&P4(Violoncello)&P4(Contrabass),P8(Flute 2)&P3(A Clarinet 1)&P8(A Clarinet 2)&P3(Bassoon 1)&P6(Bassoon 2)&P4(D Horn 1)&P4(D Horn 2)&P8(D Trumpet 1)&P4(Violoncello)&P4(Contrabass),,Main Part,,,P4(Flute 2)&P2(A Clarinet 1)&P4(A Clarinet 2)&P2(Bassoon 1)&P3(Bassoon 2)&P8(D Horn 1)&P8(D Horn 2)&P4(D Trumpet 1)&P4(D Trumpet 2)&P8(Contrabass),P4(Flute 2)&P2(A Clarinet 1)&P4(A Clarinet 2)&P2(Bassoon 1)&P3(Bassoon 2)&P8(D Horn 1)&P8(D Horn 2)&P4(D Trumpet 1)&P4(D Trumpet 2)&P8(Violoncello)
229.0,241.0,Main Part,,,,,,P5(Bassoon 2)&P2(Violoncello)&P2(Contrabass),P5(Bassoon 1)&P4(Violoncello)&P4(Contrabass),,,,,,,,,P2(Bassoon 1)&P4(Bassoon 2)&P8(Contrabass),P2(Bassoon 1)&P4(Bassoon 2)&P8(Violoncello)
241.0,249.0,Main Part,,,,,,P3(Viola)&P2(Violoncello)&P2(Contrabass),,U(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P3(Timpani)&P8(Violin 1)&P8(Violin 2),U(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2)&P3(Timpani)&P8(Violin 1)&P8(Violin 2),P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 2)&P3(Timpani)&P8(Violin 1)&U(Violin 2),P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 1)&P3(Timpani)&P8(Violin 1)&U(Violin 2),P3(D Horn 1)&P3(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P3(Violin 1)&P3(Violin 2),P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P3(Timpani)&P8(Violin 2),P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 1)&U(D Trumpet 2)&P3(Timpani)&P8(Violin 1),P3(Bassoon 1)&P4(Violoncello)&P4(Contrabass),P2(Bassoon 1)&P4(Viola)&P8(Contrabass),P2(Bassoon 1)&P4(Viola)&P8(Violoncello)
249.0,261.0,,,,,,,,U(D Horn 1)&U(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P3(Timpani)&P3(Violoncello)&P3(Contrabass),U(Bassoon 2)&U(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P3(Timpani)&P3(Violoncello)&P3(Contrabass),U(Bassoon 2)&U(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2)&P3(Timpani)&P3(Violoncello)&P3(Contrabass),P8(Bassoon 2)&P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 2)&P3(Timpani)&P3(Violoncello)&P3(Contrabass),P8(Bassoon 2)&P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 1)&P3(Timpani)&P3(Violoncello)&P3(Contrabass),P3(Bassoon 2)&P3(D Horn 1)&P3(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P8(Violoncello)&P8(Contrabass),Main Part,,,P3(Bassoon 2)&P3(D Horn 1)&P3(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P8(Timpani)&P8(Contrabass),P3(Bassoon 2)&P3(D Horn 1)&P3(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P8(Timpani)&P8(Violoncello)
261.0,292.0,,,,,,,,,,,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
292.0,316.0,,,,,,,,Main Part,,,,,,,,,P8(Contrabass),P8(Violoncello)
316.0,336.0,P8(Flute 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P4(D Horn 1)&P4(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P8(Timpani),P8(Flute 1)&U(A Clarinet 1)&P3(A Clarinet 2)&P4(D Horn 1)&P4(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P8(Timpani),P8(Bassoon 1),,P8(Flute 1)&U(Flute 2)&P3(A Clarinet 2)&P4(D Horn 1)&P4(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P8(Timpani),P3(Flute 1)&P3(Flute 2)&P3(A Clarinet 1)&P6(D Horn 1)&P6(D Horn 2)&U(D Trumpet 1)&P8(D Trumpet 2)&P3(Timpani),P8(Oboe 1),Main Part,P4(Flute 1)&P4(Flute 2)&P4(A Clarinet 1)&P6(A Clarinet 2)&U(D Horn 2)&P6(D Trumpet 1)&P6(D Trumpet 2)&P4(Timpani),P4(Flute 1)&P4(Flute 2)&P4(A Clarinet 1)&P6(A Clarinet 2)&U(D Horn 1)&P6(D Trumpet 1)&P6(D Trumpet 2)&P4(Timpani),P3(Flute 1)&P3(Flute 2)&P3(A Clarinet 1)&U(A Clarinet 2)&P6(D Horn 1)&P6(D Horn 2)&P8(D Trumpet 2)&P3(Timpani),P3(Flute 1)&P3(Flute 2)&P3(A Clarinet 1)&P8(A Clarinet 2)&P6(D Horn 1)&P6(D Horn 2)&P8(D Trumpet 1)&P3(Timpani),P8(Flute 1)&P8(Flute 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P4(D Horn 1)&P4(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2),,,,P8(Contrabass),P8(Violoncello)
336.0,343.0,Main Part,P8(Oboe 2),P8(Bassoon 1)&P8(Viola),P8(Flute 2),P4(D Horn 1)&P4(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),,P8(Oboe 1)&U(Viola),,P4(A Clarinet 1)&U(D Horn 2)&P6(D Trumpet 1)&P6(D Trumpet 2)&P4(Timpani)&P4(Violoncello)&P4(Contrabass),P4(A Clarinet 1)&U(D Horn 1)&P6(D Trumpet 1)&P6(D Trumpet 2)&P4(Timpani)&P4(Violoncello)&P4(Contrabass),P3(A Clarinet 1)&P6(D Horn 1)&P6(D Horn 2)&P8(D Trumpet 2)&P3(Timpani)&P3(Violoncello)&P3(Contrabass),P3(A Clarinet 1)&P6(D Horn 1)&P6(D Horn 2)&P8(D Trumpet 1)&P3(Timpani)&P3(Violoncello)&P3(Contrabass),P8(A Clarinet 1)&P4(D Horn 1)&P4(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Violin 2),P8(Main)&P8(Violin 1),P8(Oboe 1)&U(Bassoon 1),P8(A Clarinet 1)&P4(D Horn 1)&P4(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P8(Timpani)&P8(Contrabass),P8(A Clarinet 1)&P4(D Horn 1)&P4(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P8(Timpani)&P8(Violoncello)
343.0,368.0,Main Part,P8(Oboe 2)&U(A Clarinet 1)&P8(A Clarinet 2),P8(Main),P8(Flute 2)&P8(A Clarinet 1)&U(A Clarinet 2),U(Flute 2)&P8(Oboe 2)&P8(A Clarinet 2),P8(Flute 2)&U(Oboe 2)&P8(A Clarinet 1),,,U(D Horn 2),U(D Horn 1),P8(D Trumpet 2)&P3(Timpani),P8(D Trumpet 1)&P3(Timpani),P3(D Trumpet 1)&P3(D Trumpet 2),,,,P8(Contrabass),P8(Violoncello)
368.0,380.0,P8(Oboe 1),,P8(Flute 1),,,,,,U(D Horn 2)&P4(Timpani),U(D Horn 1)&P4(Timpani),,,P4(D Horn 1)&P4(D Horn 2),Main Part,,P8(Main),,
380.0,389.0,P8(Oboe 1),,P8(Flute 1),,,,,,U(D Horn 2)&P4(Timpani),U(D Horn 1)&P4(Timpani),,,P4(D Horn 1)&P4(D Horn 2),Main Part,,P8(Main)&P8(Violoncello),P8(Main)&P8(Viola),
389.0,397.0,,,P5(Oboe 2),P5(Oboe 1),,,,Main Part,U(D Horn 2)&P4(Timpani),U(D Horn 1)&P4(Timpani),,,P4(D Horn 1)&P4(D Horn 2),,,,,
397.0,403.0,,,P3(Main),,,,,Main Part,,,,,,P3(Violin 2)&P5(Viola)&P3(Violoncello)&P3(Contrabass),P3(Violin 1)&P3(Viola)&P5(Violoncello)&P5(Contrabass),P5(Violin 1)&P3(Violin 2)&P7(Violoncello)&P7(Contrabass),P3(Violin 1)&P5(Violin 2)&P7(Viola)&P8(Contrabass),P3(Violin 1)&P5(Violin 2)&P7(Viola)&P8(Violoncello)
403.0,421.0,,,,,,,,,,,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
421.0,445.0,,P5(Oboe 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P5(Bassoon 2),P8(Bassoon 1),P5(Flute 2)&P5(A Clarinet 1)&P3(A Clarinet 2)&P8(Bassoon 2),P8(Flute 2)&P5(Oboe 2)&P3(A Clarinet 2)&P5(Bassoon 2),P3(Flute 2)&P3(Oboe 2)&P3(A Clarinet 1)&P3(Bassoon 2),P8(Oboe 1),P5(Flute 2)&P8(Oboe 2)&P5(A Clarinet 1)&P3(A Clarinet 2),,,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
445.0,480.0,P8(Main)&P8(Violin 1),,Main Part,,P3(A Clarinet 2)&P8(D Horn 1)&P8(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2),P3(A Clarinet 1)&P3(D Horn 1)&P3(D Horn 2)&U(D Trumpet 1)&P8(D Trumpet 2),,,P8(A Clarinet 1)&P3(A Clarinet 2)&U(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2),P8(A Clarinet 1)&P3(A Clarinet 2)&U(D Horn 1)&P3(D Trumpet 1)&P3(D Trumpet 2),P3(A Clarinet 1)&U(A Clarinet 2)&P3(D Horn 1)&P3(D Horn 2)&P8(D Trumpet 2),P3(A Clarinet 1)&P8(A Clarinet 2)&P3(D Horn 1)&P3(D Horn 2)&P8(D Trumpet 1),,P8(Flute 1)&P8(Main),,,P8(Contrabass),P8(Violoncello)
480.0,483.0,,,Main Part,,,,U(Bassoon 2)&U(Violoncello)&P8(Contrabass),U(Bassoon 1)&U(Violoncello)&P8(Contrabass),,,,,,,,,U(Bassoon 1)&U(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)
483.0,486.0,,,Main Part,,,,,,,,,,,,,,,
486.0,489.0,,,Main Part,,,,,,,,,,,,,,,
489.0,492.0,P8(Flute 2)&P8(Main)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P3(D Horn 1)&P3(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P8(Timpani)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&U(Main)&P8(Oboe 2)&U(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P3(D Horn 1)&P3(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P8(Timpani)&P8(Viola)&P8(Violoncello)&P8(Contrabass),Main Part,P8(Flute 1)&P8(Flute 2)&P8(Main)&P8(A Clarinet 1)&U(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P3(D Horn 1)&P3(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P8(Timpani)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&U(Flute 2)&U(Main)&P8(Oboe 2)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P3(D Horn 1)&P3(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P8(Timpani)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Main)&U(Oboe 2)&P8(A Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2)&P3(D Horn 1)&P3(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P8(Timpani)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Main)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 2)&P3(D Horn 1)&P3(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&U(Timpani)&U(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Main)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P3(D Horn 1)&P3(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P8(Timpani)&P8(Viola)&U(Violoncello)&P8(Contrabass),P3(Flute 1)&P3(Flute 2)&P3(Main)&P3(Oboe 2)&P3(A Clarinet 1)&P3(A Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&U(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P3(Timpani)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P3(Flute 1)&P3(Flute 2)&P3(Main)&P3(Oboe 2)&P3(A Clarinet 1)&P3(A Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&U(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2)&P3(Timpani)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P3(Flute 1)&P3(Flute 2)&P3(Main)&P3(Oboe 2)&P3(A Clarinet 1)&P3(A Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 2)&P3(Timpani)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P3(Flute 1)&P3(Flute 2)&P3(Main)&P3(Oboe 2)&P3(A Clarinet 1)&P3(A Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 1)&P3(Timpani)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Main)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&U(Bassoon 1)&P8(Bassoon 2)&P3(D Horn 1)&P3(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),P8(Violin 2),P8(Violin 1),P8(Flute 1)&P8(Flute 2)&P8(Main)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&U(Bassoon 1)&P8(Bassoon 2)&P3(D Horn 1)&P3(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&U(Timpani)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Main)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&U(Bassoon 2)&P3(D Horn 1)&P3(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P8(Timpani)&P8(Viola)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Main)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P3(D Horn 1)&P3(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P8(Timpani)&P8(Viola)&P8(Violoncello)
