score_qstamp,qstamp,measure,beat,723382_tstamp,729190_tstamp,723374_tstamp,730989_tstamp,736447_tstamp,723386_tstamp,723404_tstamp,723411_tstamp,723399_tstamp,728531_tstamp,723395_tstamp,736452_tstamp,723378_tstamp,711682_tstamp
18.0,18.0,7,3.0,4.2273,5.9473,6.2273,4.8073,1.9336,4.9673,5.8873,4.5473,6.0473,4.2873,5.4473,2.8073,3.4473,7.9873
19.0,19.0,8,1.0,4.3788,6.0988,6.3788,4.9588,2.0631,5.1188,6.0388,4.6988,6.1988,4.4388,5.5988,2.9588,3.5988,8.1388
20.0,20.0,8,2.0,4.5303,6.2703,6.5303,5.1509,2.1217,5.2703,6.1903,4.8503,6.3503,4.5903,5.7503,3.1103,3.7703,8.2903
21.0,21.0,8,3.0,4.7036,6.4218,6.7818,5.3436,2.1654,5.4218,6.3418,5.0036,6.5436,4.7418,5.9018,3.2618,3.9418,8.4418
22.0,22.0,9,1.0,4.8733,6.5733,6.9333,5.5133,2.2611,5.5733,6.4933,5.1733,6.7133,4.8933,6.0733,3.4133,4.0933,8.5933
23.0,23.0,9,2.0,5.0248,6.7248,7.0848,5.6648,2.2737,5.7248,6.6448,5.3448,6.9048,5.0648,6.2248,3.5648,4.2448,8.7648
24.0,24.0,9,3.0,5.1764,6.8764,7.2364,5.8928,2.3441,5.8764,6.7964,5.4964,7.0928,5.2164,6.3764,3.7164,4.3964,8.9164
25.0,25.0,10,1.0,5.3279,7.0279,7.4158,6.1079,2.422,6.0279,6.9679,5.6479,7.2758,5.3679,6.5479,3.8679,4.5279,9.0679
26.0,26.0,10,2.0,5.4988,7.1794,7.5794,6.2794,2.4328,6.1794,7.1194,5.7994,7.4394,5.5194,6.6994,4.0194,4.6794,9.2194
27.0,27.0,10,3.0,5.6509,7.3309,7.7418,6.4309,2.4827,6.3309,7.2709,5.9509,7.6018,5.6709,6.8509,4.1709,4.8309,9.3709
28.0,28.0,11,1.0,5.8224,7.4824,7.9624,6.6248,2.562,6.4848,7.4624,6.1424,7.7824,5.8224,7.0024,4.3424,5.0024,9.5248
29.0,29.0,11,2.0,5.9739,7.7339,8.1339,6.9139,2.5758,6.6939,7.6139,6.3539,8.1078,5.9739,7.2739,4.4939,5.1539,9.6939
30.0,30.0,11,3.0,6.1255,7.8855,8.2855,7.0655,2.6855,6.8455,7.7855,6.5055,8.2655,6.1255,7.4255,4.6455,5.3255,9.8455
31.0,31.0,12,1.0,6.337,8.037,8.437,7.217,2.837,6.997,7.937,6.657,8.417,6.294,7.577,4.797,5.477,9.997
32.0,32.0,12,2.0,6.4885,8.1885,8.5885,7.4085,2.9885,7.1485,8.0885,6.8085,8.5885,6.4485,7.7285,4.9485,5.6285,10.1485
33.0,33.0,12,3.0,6.64,8.28,8.76,7.56,3.14,7.28,8.24,6.94,8.74,6.6,7.88,5.1,5.78,10.3
34.0,34.0,13,1.0,6.7915,8.4315,8.9115,7.7115,3.2915,7.4115,8.3915,7.0915,8.8915,6.7515,8.0315,5.2515,5.8915,10.4515
36.0,36.0,13,3.0,7.1145,8.7545,9.2945,8.1345,3.5945,7.7345,8.7745,7.4145,9.2835,7.0945,8.3945,5.6145,6.2345,10.7945
37.0,37.0,14,1.0,7.2661,8.9061,9.4461,8.3244,3.7461,7.8861,8.9261,7.5661,9.5061,7.2461,8.5461,5.7661,6.3861,10.9461
38.0,38.0,14,2.0,7.4176,9.0576,9.6152,8.5376,3.8976,8.0376,9.0776,7.7376,9.6576,7.3976,8.6976,5.9176,6.5376,11.0976
39.0,39.0,14,3.0,7.5691,9.2091,9.7691,8.6891,4.0491,8.1891,9.2291,7.8891,9.8291,7.5491,8.8491,6.0691,6.6891,11.2491
40.0,40.0,15,1.0,7.7206,9.3606,9.9212,8.8412,4.2006,8.3206,9.3806,8.0406,10.0006,7.7006,9.0006,6.2212,6.8406,11.4006
42.0,42.0,15,3.0,8.0436,9.6836,10.3236,9.2472,4.5036,8.6436,9.7036,8.4036,10.3508,8.0236,9.3436,6.5436,7.1636,11.7236
43.0,43.0,16,1.0,8.1952,9.8352,10.4752,9.4152,4.6419,8.7952,9.8552,8.5552,10.5504,8.1752,9.4952,6.6952,7.3152,11.8752
45.0,45.0,16,3.0,8.5782,10.1582,10.8382,9.8582,4.8026,9.1182,10.2182,8.9182,10.9182,8.5182,9.8982,7.0382,7.6182,12.2182
46.0,46.0,17,1.0,8.7394,10.3097,10.9897,10.0097,4.8259,9.2697,10.3697,9.0697,11.1097,8.6697,10.0497,7.1897,7.7697,12.3697
48.0,48.0,17,3.0,9.0527,10.6727,11.3927,10.4727,5.0625,9.5727,10.7527,9.4127,11.5327,9.0527,10.4127,7.5127,8.0727,12.7527
49.0,49.0,18,1.0,9.2042,10.8242,11.5442,10.6242,5.1222,9.7242,10.9042,9.5842,11.7284,9.2084,10.5642,7.6642,8.2242,12.9442
50.0,50.0,18,2.0,9.3558,10.9758,11.759,10.8758,5.136,9.8916,11.0558,9.7958,11.9358,9.3758,10.8358,7.8358,8.3758,13.0958
51.0,51.0,18,3.0,9.5073,11.1273,11.9273,11.0273,5.2336,10.0473,11.2073,9.9473,12.0873,9.5273,10.9873,7.9873,8.5273,13.2473
52.0,52.0,19,1.0,9.6588,11.2588,12.0788,11.1788,5.3613,10.1988,11.3588,10.0988,12.2388,9.6788,11.1388,8.1388,8.6788,13.3988
53.0,53.0,19,2.0,9.9103,11.4103,12.2503,11.3503,5.3722,10.3703,11.5903,10.2903,12.4103,9.8503,11.3103,8.3503,8.8303,13.5503
54.0,54.0,19,3.0,10.0618,11.5618,12.4418,11.5418,5.4054,10.5236,11.7618,10.4418,12.5818,10.0018,11.4618,8.5018,8.9818,13.7018
55.0,55.0,20,1.0,10.2133,11.7133,12.6066,11.7266,5.5007,10.7066,11.9133,10.5933,12.7533,10.1533,11.6266,8.6533,9.1466,13.8533
56.0,56.0,20,2.0,10.4048,11.8648,12.7648,12.0248,5.5087,10.8648,12.0648,10.8448,13.0048,10.3248,11.9048,8.8048,9.3048,14.0448
57.0,57.0,20,3.0,10.5564,12.0164,12.9164,12.1764,5.5167,11.0164,12.2164,10.9964,13.1564,10.4764,12.0564,8.9564,9.4564,14.1964
58.0,58.0,21,1.0,10.7079,12.1679,13.0679,12.3279,5.584,11.1679,12.3679,11.1479,13.3479,10.6279,12.2079,9.1079,9.6079,14.3479
59.0,59.0,21,2.0,10.8994,12.3194,13.2594,12.4794,5.6394,11.3194,12.5194,11.3194,13.4994,10.7794,12.3794,9.2594,9.7594,14.4994
60.0,60.0,21,3.0,11.0509,12.4709,13.4309,12.6418,5.7836,11.4709,12.6709,11.4909,13.6509,10.9309,12.5309,9.4109,9.9109,14.6509
61.0,61.0,22,1.0,11.2024,12.6224,13.7024,12.8824,5.8822,11.6224,12.8448,11.6424,13.8824,11.0872,12.6848,9.5624,10.0624,14.8424
62.0,62.0,22,2.0,11.3539,12.7739,13.8539,13.0339,5.8974,11.7739,13.0139,11.8339,14.0739,11.2739,12.8539,9.7139,10.2139,14.9939
63.0,63.0,22,3.0,11.5055,12.9255,14.0055,13.2655,6.0255,11.9255,13.1655,11.9855,14.2655,11.4255,13.0055,9.8655,10.3655,15.1455
64.0,64.0,23,1.0,11.657,13.057,14.157,13.434,6.177,12.077,13.317,12.137,14.417,11.577,13.157,10.017,10.517,15.297
65.0,65.0,23,2.0,11.8085,13.1885,14.3085,13.5885,6.3285,12.2285,13.4685,12.3085,14.5885,11.7285,13.3085,10.1685,10.6442,15.4485
66.0,66.0,23,3.0,11.98,13.34,14.5,13.8,6.48,12.38,13.62,12.46,14.74,11.88,13.46,10.3,10.78,15.6
67.0,67.0,24,1.0,12.1315,13.4915,14.6515,13.9715,6.5115,12.5315,13.8115,12.6115,14.903,12.0315,13.6315,10.4315,10.9315,15.7515
68.0,68.0,24,2.0,12.283,13.643,14.803,14.123,6.643,12.703,13.963,12.763,15.103,12.183,13.783,10.583,11.063,15.903
69.0,69.0,24,3.0,12.4345,13.7945,14.9745,14.2945,6.7745,12.8545,14.1145,12.949,15.2745,12.3345,13.969,10.7345,11.2145,16.0545
70.0,70.0,25,1.0,12.5861,13.9461,15.1261,14.5061,6.9261,13.0061,14.2861,13.1261,15.4861,12.4861,14.1261,10.8861,11.3661,16.2061
0.0,72.0,1,3.0,12.9091,14.2491,15.5291,14.8891,7.2291,13.3291,14.6182,13.4891,15.8091,12.7891,14.4891,11.2091,11.7491,16.5091
1.0,73.0,2,1.0,13.1006,14.4006,15.6806,15.1006,7.3004,13.4806,14.7806,13.6606,16.0206,12.9606,14.6806,11.3606,11.9006,16.6806
2.0,74.0,2,2.0,13.2921,14.5521,15.8321,15.3963,7.3035,13.6321,14.9321,13.8321,16.1921,13.1121,14.8321,11.5121,12.0521,16.8321
3.0,75.0,2,3.0,13.4436,14.7036,15.9836,15.6036,7.3066,13.7836,15.0836,13.9836,16.3436,13.2836,15.0236,11.6636,12.2036,17.0236
4.0,76.0,3,1.0,13.5952,14.8552,16.2552,15.7552,7.3097,13.9352,15.2352,14.1352,16.5504,13.4352,15.1752,11.8152,12.3552,17.1752
5.0,77.0,3,2.0,13.7467,15.0067,16.4067,15.9467,7.3128,14.1067,15.4067,14.3267,16.9467,13.5867,15.3667,11.9667,12.5267,17.3267
6.0,78.0,3,3.0,13.8982,15.1946,16.5582,16.1164,7.3159,14.2582,15.5764,14.4782,17.0982,13.7382,15.5182,12.1182,12.6782,17.4782
7.0,79.0,4,1.0,14.0897,15.3497,16.7291,16.2697,7.319,14.4097,15.7497,14.6497,17.2497,13.9097,15.7097,12.2697,12.8297,17.6394
8.0,80.0,4,2.0,14.2612,15.5012,16.9012,16.4812,7.4012,14.5612,15.9012,14.8224,17.4002,14.0612,15.9012,12.4212,12.9612,17.8012
9.0,81.0,4,3.0,14.4127,15.6527,17.0527,16.6327,7.5527,14.7127,16.0527,14.9927,17.4727,14.2381,16.0527,12.5727,13.1127,17.9654
10.0,82.0,5,1.0,14.5642,15.8042,17.2084,16.7926,7.7084,14.8442,16.2442,15.1442,17.6326,14.4042,16.2042,12.7242,13.2442,18.1242
11.0,83.0,5,2.0,14.7158,15.9558,17.3958,16.9758,7.8758,14.9958,16.3958,15.3158,17.8158,14.5558,16.3558,12.8758,13.3958,18.2758
12.0,84.0,5,3.0,14.8673,16.0673,17.5673,17.2273,8.0273,15.1273,16.5473,15.4673,17.9746,14.7073,16.5146,13.0273,13.5473,18.4273
13.0,85.0,6,1.0,15.0388,16.2188,17.7188,17.3788,8.1788,15.2788,16.6988,15.6188,18.1576,14.8588,16.6788,13.1788,13.6794,18.5788
14.0,86.0,6,2.0,15.2303,16.3703,17.8806,17.5703,8.3509,15.4303,16.8703,15.7703,18.3703,15.0103,16.8303,13.3303,13.8303,18.7303
15.0,87.0,6,3.0,15.3818,16.5018,18.0818,17.7236,8.5218,15.5818,17.0218,15.9218,18.5218,15.1618,17.0018,13.4818,13.9818,18.8836
16.0,88.0,7,1.0,15.5599,16.6533,18.2333,17.8933,8.6866,15.7333,17.1733,16.0999,18.6866,15.3133,17.1666,13.6333,14.1333,19.0533
17.0,89.0,7,2.0,15.7248,16.8048,18.4496,18.1648,8.8648,15.8848,17.3448,16.3048,18.8696,15.5048,17.3448,13.8048,14.2848,19.2248
18.0,90.0,7,3.0,15.8764,16.9564,18.6164,18.3364,9.0364,16.0364,17.4964,16.4564,19.0764,15.6564,17.5128,13.9564,14.4364,19.3764
19.0,91.0,8,1.0,15.9879,17.1079,18.7679,18.4879,9.1879,16.1879,17.6479,16.6158,19.2279,15.8079,17.6758,14.1079,14.5879,19.5279
20.0,92.0,8,2.0,16.1394,17.2594,18.9194,18.6394,9.3394,16.3394,17.7994,16.7794,19.3794,15.9594,17.8394,14.2594,14.7394,19.6794
21.0,93.0,8,3.0,16.2909,17.3909,19.1109,18.8218,9.5109,16.4909,18.0109,16.9309,19.5709,16.1109,18.0109,14.4109,14.8909,19.8309
22.0,94.0,9,1.0,16.4624,17.5424,19.2824,19.0224,9.6624,16.6424,18.1824,17.1024,19.7448,16.2624,18.1824,14.5624,15.0424,19.9824
23.0,95.0,9,2.0,16.6139,17.6939,19.4339,19.2339,9.8139,16.7539,18.3339,17.2539,19.9139,16.4139,18.3339,14.7139,15.177,20.1339
24.0,96.0,9,3.0,16.7655,17.8455,19.591,19.4055,10.0055,16.9055,18.491,17.4055,20.102,16.5655,18.491,14.8655,15.3255,20.291
25.0,97.0,10,1.0,16.917,17.997,19.757,19.617,10.157,17.057,18.657,17.557,20.297,16.717,18.657,15.017,15.477,20.457
26.0,98.0,10,2.0,17.0885,18.1485,19.9285,19.7885,10.3285,17.2085,18.8085,17.7085,20.4485,16.8685,18.8085,15.1685,15.6285,20.6085
27.0,99.0,10,3.0,17.24,18.3,20.08,19.94,10.48,17.36,18.96,17.86,20.62,17.02,18.96,15.32,15.76,20.76
28.0,100.0,11,1.0,17.3915,18.4515,20.263,20.1315,10.663,17.5115,19.123,18.043,20.7915,17.1715,19.123,15.483,15.9115,20.9115
29.0,101.0,11,2.0,17.543,18.643,20.523,20.383,10.823,17.683,19.303,18.263,20.943,17.343,19.343,15.643,16.063,21.063
30.0,102.0,11,3.0,17.7145,18.7945,20.6745,20.5345,10.9745,17.8345,19.4545,18.4145,21.0945,17.4945,19.5235,15.7945,16.2145,21.2145
31.0,103.0,12,1.0,17.8661,18.9461,20.8261,20.7661,11.1261,17.9861,19.6061,18.5661,21.3861,17.6461,19.6861,15.9461,16.3661,21.3661
32.0,104.0,12,2.0,18.0176,19.0888,20.9776,20.9176,11.3176,18.1376,19.7576,18.7176,21.5776,17.7976,19.8576,16.0976,16.5176,21.5176
33.0,105.0,12,3.0,18.1691,19.2291,21.1291,21.0691,11.4691,18.2891,19.9091,18.8691,21.7291,17.9491,20.0091,16.2491,16.6691,21.6691
34.0,106.0,13,1.0,18.3206,19.3806,21.2806,21.2206,11.6212,18.4406,20.0612,19.0206,21.8806,18.1006,20.1606,16.4006,16.8206,21.8206
36.0,108.0,13,3.0,18.6836,19.6836,21.6636,21.6436,11.9436,18.7636,20.4236,19.3836,22.2636,18.4236,20.5236,16.7436,17.1436,22.1436
37.0,109.0,14,1.0,18.8352,19.8352,21.8152,21.7952,12.0952,18.8952,20.5752,19.5352,22.4152,18.5752,20.6752,16.8952,17.2552,22.2952
38.0,110.0,14,2.0,18.9867,19.9867,21.9801,22.0667,12.2467,19.0467,20.7267,19.7267,22.5867,18.7267,20.8267,17.0467,17.4067,22.4467
39.0,111.0,14,3.0,19.1382,20.1382,22.1782,22.2182,12.3982,19.1982,20.8782,19.8782,22.7564,18.8964,20.9782,17.1982,17.5582,22.6382
40.0,112.0,15,1.0,19.2994,20.2897,22.3297,22.3697,12.5594,19.3497,21.0297,20.0394,22.9291,19.0497,21.1297,17.3497,17.6897,22.7897
42.0,114.0,15,3.0,19.6327,20.5927,22.7127,22.7727,12.9127,19.6527,21.3927,20.3727,23.3127,19.3927,21.5127,17.6727,18.0327,23.1327
43.0,115.0,16,1.0,19.7884,20.7442,22.8684,22.981,13.0642,19.8042,21.5442,20.5284,23.5242,19.5442,21.6684,17.8242,18.1884,23.2842
45.0,117.0,16,3.0,20.1273,21.0673,23.2673,23.3473,13.4073,20.1273,21.8873,20.8873,23.9019,19.9073,22.0273,18.1673,18.5073,23.6473
46.0,118.0,17,1.0,20.2788,21.2188,23.3988,23.5188,13.5388,20.2788,22.0388,21.0388,24.0788,20.0588,22.1788,18.3188,18.6588,23.7788
48.0,120.0,17,3.0,20.6218,21.5618,23.7818,23.9218,13.8618,20.6018,22.4218,21.4418,24.5618,20.4018,22.5236,18.6418,19.0218,24.1418
49.0,121.0,18,1.0,20.7733,21.7133,23.9333,24.1132,14.0599,20.7533,22.5733,21.6066,24.7133,20.5666,22.6933,18.7933,19.1733,24.3066
50.0,122.0,18,2.0,20.9848,21.8648,24.1648,24.3648,14.2448,20.9248,22.7248,21.8248,24.8648,20.7248,22.9248,18.9448,19.3248,24.4648
51.0,123.0,18,3.0,21.1364,22.0164,24.3164,24.5164,14.4164,21.0764,22.8764,21.9764,25.0164,20.8764,23.0764,19.0964,19.4764,24.6164
52.0,124.0,19,1.0,21.2958,22.1679,24.4679,24.6679,14.5679,21.2279,23.0279,22.1279,25.1758,21.0279,23.2279,19.2479,19.5879,24.7679
53.0,125.0,19,2.0,21.4994,22.3194,24.6394,24.8994,14.7394,21.3994,23.1794,22.3594,25.3994,21.1794,23.3994,19.4194,19.7394,24.9194
54.0,126.0,19,3.0,21.6509,22.4709,24.7909,25.0509,14.8909,21.5509,23.3309,22.5109,25.5509,21.3309,23.6018,19.5709,19.8909,25.0709
55.0,127.0,20,1.0,21.8024,22.6024,25.0824,25.3024,15.0424,21.7048,23.5272,22.6624,25.7448,21.4824,23.7824,19.7224,20.0424,25.2624
56.0,128.0,20,2.0,21.9539,22.7539,25.2339,25.5339,15.2139,21.8739,23.7139,22.8139,25.9539,21.6339,23.9539,19.8939,20.1939,25.4139
57.0,129.0,20,3.0,22.1055,22.9055,25.3855,25.6855,15.3655,22.0255,23.8655,22.9655,26.1055,21.7855,24.1055,20.0455,20.3455,25.5655
58.0,130.0,21,1.0,22.257,23.037,25.537,25.837,15.517,22.177,24.017,23.117,26.257,21.937,24.257,20.197,20.497,25.677
59.0,131.0,21,2.0,22.4085,23.1885,25.6885,26.0485,15.6685,22.3285,24.1685,23.277,26.4485,22.0885,24.4485,20.3685,20.6485,25.8485
60.0,132.0,21,3.0,22.56,23.34,25.84,26.22,15.82,22.48,24.32,23.44,26.6,22.24,24.6,20.52,20.8,26.0
61.0,133.0,22,1.0,22.7915,23.4915,26.0315,26.383,15.9945,22.6315,24.4715,23.643,26.823,22.3915,24.809,20.6715,20.9515,26.1515
62.0,134.0,22,2.0,22.963,23.643,26.223,26.566,16.163,22.783,24.663,23.843,27.003,22.543,25.003,20.823,21.103,26.303
63.0,135.0,22,3.0,23.1145,23.7945,26.3745,26.8345,16.3345,22.9345,24.8145,23.9945,27.1745,22.6945,25.1545,20.9745,21.2448,26.4345
64.0,136.0,23,1.0,23.2661,23.9261,26.5261,26.9861,16.4861,23.0661,24.9661,24.1461,27.3261,22.8461,25.3061,21.1061,21.3661,26.5861
65.0,137.0,23,2.0,23.4176,24.0576,26.6976,27.1376,16.6376,23.2176,25.1176,24.2976,27.4776,22.9976,25.4576,21.2576,21.5176,26.7376
66.0,138.0,23,3.0,23.5891,24.2091,26.8891,27.3291,16.7891,23.3691,25.2691,24.4691,27.6491,23.1691,25.6382,21.4091,21.6691,26.8891
67.0,139.0,24,1.0,23.7403,24.3606,27.0606,27.5206,16.9406,23.5206,25.4206,24.6206,27.8206,23.3206,25.8006,21.5606,21.8203,27.0406
68.0,140.0,24,2.0,23.8721,24.5121,27.2121,27.6721,17.1042,23.6721,25.5721,24.7721,27.9721,23.4721,25.9521,21.7121,21.9521,27.1921
69.0,141.0,24,3.0,24.0436,24.6836,27.4036,27.8472,17.2636,23.8436,25.7236,24.9436,28.1672,23.6236,26.1036,21.8636,22.1036,27.3636
70.0,142.0,25,1.0,24.1952,24.8352,27.5552,28.0904,17.3801,23.9952,25.9152,25.0952,28.3704,23.7752,26.2552,21.9952,22.2552,27.5352
72.0,144.0,26,3.0,24.5382,25.1382,27.9582,28.6182,17.383,24.3782,26.2182,25.3982,28.7982,24.0982,26.5582,22.2982,22.5582,27.8382
73.0,145.0,27,1.0,24.6897,25.2897,28.1291,28.7794,17.3845,24.5297,26.3994,25.5885,28.9691,24.2497,26.7994,22.3079,22.8594,27.9994
74.0,146.0,27,2.0,24.8436,25.4612,28.4012,28.9812,17.3859,24.6812,26.6012,25.9212,29.1412,24.4012,27.0012,22.3159,23.0212,28.1612
75.0,147.0,27,3.0,25.0327,25.6127,28.5527,29.1327,17.3874,24.8327,26.7527,26.0727,29.2927,24.5727,27.1727,22.3402,23.1527,28.3327
76.0,148.0,28,1.0,25.1842,25.7642,28.7042,29.2926,17.3888,24.9842,26.9242,26.2242,29.5442,24.7242,27.3842,22.3425,23.3042,28.4842
77.0,149.0,28,2.0,25.3358,25.9158,28.8558,29.5158,17.3902,25.1358,27.0758,26.3758,29.6958,24.8758,27.5358,22.3447,23.4358,28.6358
78.0,150.0,28,3.0,25.5873,26.0673,29.0073,29.6673,17.3917,25.2873,27.2273,26.5273,29.8473,25.0273,27.6873,22.347,23.5873,28.7873
79.0,151.0,29,1.0,25.7388,26.2188,29.1588,29.8188,17.3931,25.4388,27.3788,26.6788,30.0588,25.1788,27.8388,22.3492,23.7388,28.9388
80.0,152.0,29,2.0,25.9703,26.3703,29.4303,29.9806,17.3946,25.6206,27.5503,26.8303,30.2103,25.3503,28.1103,22.3515,23.9503,29.1103
81.0,153.0,29,3.0,26.1218,26.5218,29.5818,30.2218,17.396,25.7818,27.7018,27.0018,30.3654,25.5018,28.2618,22.3538,24.1018,29.2618
82.0,154.0,30,1.0,26.2733,26.6733,29.7333,30.3733,17.3975,25.9333,27.8999,27.2198,30.5932,25.6533,28.4133,22.356,24.2533,29.4133
83.0,155.0,30,2.0,26.444,26.8248,29.9288,30.6096,17.3989,26.0848,28.1048,27.4248,30.7992,25.8448,28.5792,22.3583,24.4048,29.5944
84.0,156.0,30,3.0,26.6564,26.9764,30.1564,30.7764,17.4364,26.2364,28.2564,27.5964,31.0164,25.9964,28.7764,22.3964,24.5364,29.7764
85.0,157.0,31,1.0,26.8079,27.1479,30.3079,30.9758,17.52,26.3879,28.4079,27.7558,31.1758,26.1558,28.9279,22.5479,24.6879,29.9279
86.0,158.0,31,2.0,26.9594,27.2994,30.4594,31.1594,17.5209,26.5394,28.5594,27.9194,31.3994,26.3194,29.0988,22.6994,24.8394,30.0794
87.0,159.0,31,3.0,27.1109,27.4509,30.6109,31.3109,17.5218,26.6909,28.7109,28.0709,31.5709,26.4709,29.2509,22.8309,24.9909,30.2309
88.0,160.0,32,1.0,27.2648,27.6024,30.7848,31.5224,17.5227,26.8624,28.8648,28.2224,31.7224,26.6248,29.4024,22.9824,25.1024,30.3824
90.0,162.0,32,3.0,27.6055,27.9255,31.1765,31.891,17.5244,27.1855,29.2255,28.5655,32.0855,26.9455,29.7655,23.3055,25.4255,30.7055
91.0,163.0,33,1.0,27.757,28.077,31.357,32.077,17.5253,27.337,29.377,28.737,32.237,27.097,29.917,23.457,25.557,30.857
92.0,164.0,33,2.0,27.9085,28.2285,31.5285,32.2655,17.5261,27.4885,29.5485,28.9285,32.497,27.2485,30.077,23.6085,25.7085,31.0085
93.0,165.0,33,3.0,28.06,28.38,31.68,32.44,17.527,27.64,29.7,29.08,32.66,27.4,30.24,23.76,25.86,31.16
94.0,166.0,34,1.0,28.2115,28.5315,31.8315,32.6315,17.5279,27.7915,29.8515,29.2315,32.8315,27.5515,30.3915,23.9115,26.0115,31.3115
96.0,168.0,34,3.0,28.6745,28.8745,32.2545,33.078,17.5296,28.109,30.2345,29.6235,33.1945,27.909,30.7945,24.2545,26.3345,31.6345
97.0,169.0,35,1.0,28.8261,29.0261,32.4061,33.2461,17.5305,28.2661,30.3861,29.7861,33.4027,28.0661,30.9461,24.4061,26.4861,31.7861
99.0,171.0,35,3.0,29.1291,29.3291,32.7891,33.6382,17.5322,28.6091,30.7491,30.1073,33.7891,28.3691,31.3291,24.7491,26.7891,32.1291
100.0,172.0,36,1.0,29.2812,29.4824,32.9424,33.8612,17.5331,28.7606,30.9012,30.3006,33.9448,28.5218,31.4812,24.9012,26.9406,32.2818
102.0,174.0,36,3.0,29.7072,29.8436,33.3836,34.2544,17.5348,29.1072,31.2436,30.6308,34.4088,28.8636,31.8636,25.2236,27.2836,32.6236
103.0,175.0,37,1.0,29.8752,30.0152,33.5352,34.4704,17.5357,29.2752,31.3952,30.8304,34.6752,29.0152,32.0152,25.3752,27.4352,32.7752
105.0,177.0,37,3.0,30.1782,30.3182,33.9382,34.8782,17.5375,29.5782,31.7782,31.1564,34.9782,29.3582,32.4382,25.7182,27.7382,33.0982
106.0,178.0,38,1.0,30.4297,30.4697,34.1297,35.0794,17.5383,29.7497,31.9297,31.3291,35.1994,29.5097,32.6297,25.8697,27.8897,33.2497
108.0,180.0,38,3.0,30.8216,30.8327,34.5689,35.4908,17.5527,30.0727,32.2927,31.6727,35.5654,29.9216,32.9854,26.1927,28.2127,33.6943
109.0,181.0,39,1.0,31.0242,30.9842,34.7642,35.7168,17.6001,30.3642,32.4442,31.9242,35.9442,30.1242,33.2442,26.3442,28.4042,33.9042
