qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,C Clarinet 1,C Clarinet 2,Bassoon 1,Bassoon 2,D Horn 1,D Horn 2,Bb (basso) Horn 3,Bb (basso) Horn 4,D Trumpet 1,D Trumpet 2,Alto Trombone,Tenor Trombone,Bass Trombone,"F, F Timpani",Violin 1,Violin 2,Viola,Violoncello,Contrabass
2661.0,472.931,460,1.0,r,r,r,r,r,r,r,r,G4,D4,r,r,r,r,r,r,r,r,r,B3,r,r,r
2662.0,473.1897,460,1.5,r,r,r,r,r,r,r,r,G4,D4,r,r,r,r,r,r,r,r,r,C#4,r,r,r
2663.0,473.4483,460,2.0,r,r,r,r,r,r,r,r,F#4,D4,r,r,r,r,r,r,r,r,r,D4,r,r,r
2664.0,473.7069,460,2.5,r,r,r,r,r,r,r,r,F#4,D4,r,r,r,r,r,r,r,r,r,F#4,r,r,r
2665.0,473.9655,461,1.0,r,r,r,r,r,r,r,r,E4,D4,r,r,r,r,r,r,r,r,r,A4,r,r,r
2667.0,474.4828,461,2.0,r,r,r,r,r,r,r,r,D4,D4,r,r,r,r,r,r,r,r,r,r,D5,D4,r
2668.0,474.7414,461,2.5,r,r,r,r,r,r,r,r,D4,D4,r,r,r,r,r,r,r,r,r,r,C#5,C#4,r
2669.0,475.0,462,1.0,r,r,r,r,r,r,r,r,D4,D4,r,r,r,r,r,r,r,r,r,r,D5,D4,r
2670.0,475.2586,462,1.5,r,r,r,r,r,r,r,r,D4,D4,r,r,r,r,r,r,r,r,r,r,B4,B3,r
2671.0,475.5172,462,2.0,r,r,r,r,r,r,r,r,E4,D4,r,r,r,r,r,r,r,r,r,r,A4,A3,r
2672.0,475.7759,462,2.5,r,r,r,r,r,r,r,r,E4,D4,r,r,r,r,r,r,r,r,r,r,G4,G3,r
2673.0,476.0345,463,1.0,r,r,r,r,r,r,r,r,F#4,D4,r,r,r,r,r,r,r,r,r,r,F#4,F#3,r
2674.0,476.2931,463,1.5,r,r,r,r,r,r,r,r,F#4,D4,r,r,r,r,r,r,r,r,r,r,E4,E3,r
2675.0,476.5517,463,2.0,r,r,r,r,r,r,r,r,F#4,D4,r,r,r,r,r,r,r,r,r,r,D4,D3,r
2676.0,476.8103,463,2.5,r,r,r,r,r,r,r,r,G4,D4,r,r,r,r,r,r,r,r,r,r,C4,C3,r
2676.5,476.9397,463,2.75,r,r,r,r,r,r,r,r,A4,D4,r,r,r,r,r,r,r,r,r,r,C4,C3,r
2677.0,477.069,464,1.0,r,r,r,r,r,r,r,r,G4,D4,r,r,r,r,r,r,r,r,r,r,B3,B2,r
2678.0,477.3276,464,1.5,r,r,r,r,r,r,r,r,G4,D4,r,r,r,r,r,r,r,r,r,r,C#4,C#3,r
2679.0,477.5862,464,2.0,r,r,r,r,r,r,r,r,F#4,D4,r,r,r,r,r,r,r,r,r,r,D4,D3,r
2680.0,477.8448,464,2.5,r,r,r,r,r,r,r,r,F#4,D4,r,r,r,r,r,r,r,r,r,r,F#4,F#3,r
2681.0,478.1034,465,1.0,r,r,r,r,r,r,r,r,E4,D4,r,r,r,r,r,r,r,r,r,r,A4,A3,r
2682.0,478.3621,465,1.5,r,r,r,r,r,r,r,r,E4,D4,r,r,r,r,r,r,r,r,r,r,G4,G3,r
2683.0,478.6207,465,2.0,r,r,r,r,r,r,r,r,D4,D4,r,r,r,r,r,r,r,r,D6,D5,F#4,F#3,r
2684.0,478.8793,465,2.5,r,r,r,r,r,r,r,r,D4,D4,r,r,r,r,r,r,r,r,C#6,C#5,r,r,r
2685.0,479.1379,466,1.0,r,r,r,r,r,r,r,r,D4,D4,r,r,r,r,r,r,r,r,D6,D5,r,r,r
2686.0,479.3966,466,1.5,r,r,r,r,r,r,r,r,D4,D4,r,r,r,r,r,r,r,r,B5,B4,r,r,r
2687.0,479.6552,466,2.0,r,r,r,r,r,r,r,r,E4,D4,r,r,r,r,r,r,r,r,A5,A4,r,r,r
2688.0,479.9138,466,2.5,r,r,r,r,r,r,r,r,E4,D4,r,r,r,r,r,r,r,r,G5,G4,r,r,r
2689.0,480.1724,467,1.0,r,r,r,r,r,r,r,r,F#4,D4,r,r,r,r,r,r,r,r,F#5,F#4,r,r,r
2690.0,480.431,467,1.5,r,r,r,r,r,r,r,r,F#4,D4,r,r,r,r,r,r,r,r,E5,E4,r,r,r
2691.0,480.6897,467,2.0,r,r,r,r,r,r,r,r,F#4,D4,r,r,r,r,r,r,r,r,D5,D4,r,r,r
2692.0,480.9483,467,2.5,r,r,r,r,r,r,r,r,G4,D4,r,r,r,r,r,r,r,r,C5,C4,r,r,r
2692.5,481.0776,467,2.75,r,r,r,r,r,r,r,r,A4,D4,r,r,r,r,r,r,r,r,C5,C4,r,r,r
2693.0,481.2069,468,1.0,r,r,r,r,r,r,r,r,G4,D4,r,r,r,r,r,r,r,r,B4,B3,r,r,r
2694.0,481.4655,468,1.5,r,r,r,r,r,r,r,r,G4,D4,r,r,r,r,r,r,r,r,C#5,C#4,r,r,r
2695.0,481.7241,468,2.0,r,r,r,r,r,r,r,r,F#4,D4,r,r,r,r,r,r,r,r,D5,D4,r,r,r
2696.0,481.9828,468,2.5,r,r,r,r,r,r,r,r,F#4,D4,r,r,r,r,r,r,r,r,F#5,F#4,r,r,r
2697.0,482.2414,469,1.0,r,r,r,r,r,r,A3,A3,E4,A3,r,r,r,r,r,r,r,r,A5,A4,r,r,r
2699.0,482.7586,469,2.0,r,r,A5,r,r,r,A3,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
2700.0,483.0172,469,2.5,r,r,G#5,r,r,r,A3,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
2701.0,483.2759,470,1.0,r,r,A5,r,r,r,A3,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
2702.0,483.5345,470,1.5,r,r,F#5,r,r,r,A3,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
2703.0,483.7931,470,2.0,r,r,E5,r,r,r,B3,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
2704.0,484.0517,470,2.5,r,r,D5,r,r,r,B3,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
2705.0,484.3103,471,1.0,r,r,C#5,r,r,r,C#4,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
2706.0,484.569,471,1.5,r,r,B4,r,r,r,C#4,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
2707.0,484.8276,471,2.0,r,r,A4,r,r,r,C#4,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
2708.0,485.0862,471,2.5,r,r,G5,r,r,r,D4,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
2708.5,485.2155,471,2.75,r,r,G5,r,r,r,E4,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
2709.0,485.3448,472,1.0,r,r,F#5,r,r,r,D4,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
2710.0,485.6034,472,1.5,r,r,G#5,r,r,r,D4,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
2711.0,485.8621,472,2.0,r,r,A5,r,r,r,C#4,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
2712.0,486.1207,472,2.5,r,r,E5,r,r,r,C#4,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
2713.0,486.3793,473,1.0,r,r,D6,r,r,r,B3,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
2714.0,486.6379,473,1.5,r,r,G#5,r,r,r,B3,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
2715.0,486.8966,473,2.0,r,r,A5,r,r,r,A3,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
2716.0,487.1552,473,2.5,r,r,G#5,r,r,r,A3,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
2717.0,487.4138,474,1.0,r,r,A5,r,r,r,A3,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
2718.0,487.6724,474,1.5,r,r,F#5,r,r,r,A3,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
2719.0,487.931,474,2.0,r,r,E5,r,r,r,B3,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
2720.0,488.1897,474,2.5,r,r,D5,r,r,r,B3,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
2721.0,488.4483,475,1.0,r,r,C#5,r,r,r,C#4,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
2722.0,488.7069,475,1.5,r,r,A4,r,r,r,C#4,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
2723.0,488.9655,475,2.0,r,r,A5,r,r,r,C#4,A3,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r
2724.0,489.2241,475,2.5,r,r,G#5,r,r,r,C#4,A3,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r
2725.0,489.4828,476,1.0,r,r,A5,r,r,r,C#4,A3,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r
2726.0,489.7414,476,1.5,r,r,F#5,r,r,r,C#4,A3,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r
2727.0,490.0,476,2.0,r,r,E5,r,r,r,D4,B3,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r
2728.0,490.2586,476,2.5,r,r,D5,r,r,r,D4,B3,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r
2729.0,490.5172,477,1.0,r,r,C#5,r,r,r,E4,C#4,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r
2730.0,490.7759,477,1.5,r,r,A4,r,r,r,E4,C#4,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r
2731.0,491.0345,477,2.0,r,r,B5,r,r,r,E4,C#4,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r
2732.0,491.2931,477,2.5,r,r,B-5,r,r,r,E4,C#4,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r
2733.0,491.5517,478,1.0,r,r,B5,r,r,r,E4,C#4,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r
2734.0,491.8103,478,1.5,r,r,G5,r,r,r,E4,C#4,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r
2735.0,492.069,478,2.0,r,r,E5,r,r,r,F#4,D4,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r
2736.0,492.3276,478,2.5,r,r,D5,r,r,r,F#4,D4,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r
2737.0,492.5862,479,1.0,r,r,C#5,r,r,r,G4,E4,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r
2738.0,492.8448,479,1.5,r,r,A4,r,r,r,G4,E4,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r
2739.0,493.1034,479,2.0,r,r,B5,r,C#5,r,E4,A3,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r
2740.0,493.3621,479,2.5,r,r,B-5,r,C#5,r,E4,A3,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r
2741.0,493.6207,480,1.0,r,r,B5,r,C#5,r,E4,A3,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r
2742.0,493.8793,480,1.5,r,r,G5,r,C#5,r,E4,A3,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r
2743.0,494.1379,480,2.0,r,r,E5,r,D5,r,F#4,A3,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r
2744.0,494.3966,480,2.5,r,r,D5,r,D5,r,F#4,A3,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r
2745.0,494.6552,481,1.0,r,r,C#5,r,E5,r,G4,A3,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r
2746.0,494.9138,481,1.5,r,r,A4,r,E5,r,G4,A3,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r
2747.0,495.1724,481,2.0,r,r,E5,r,E5,r,G4,A3,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,r
2748.0,495.431,481,2.5,r,r,E-5,r,E5,r,G4,A3,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,r
2749.0,495.6897,482,1.0,r,r,E5,r,E5,r,G4,A3,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,r
2750.0,495.9483,482,1.5,r,r,C#5,r,E5,r,G4,A3,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,r
2751.0,496.2069,482,2.0,r,r,G5,r,E5,r,G4,A3,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,r
2752.0,496.4655,482,2.5,r,r,F#5,r,E5,r,G4,A3,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,r
2753.0,496.7241,483,1.0,r,r,G5,r,E5,r,G4,A3,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,r
2754.0,496.9828,483,1.5,r,r,E5,r,E5,r,G4,A3,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,r
2755.0,497.2414,483,2.0,r,r,E5,r,E5,r,G4,A3,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,r
2756.0,497.5,483,2.5,r,r,E-5,r,E5,r,G4,A3,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,r
2757.0,497.7586,484,1.0,r,r,E5,r,E5,r,G4,A3,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,r
2758.0,498.0172,484,1.5,r,r,C#5,r,E5,r,G4,A3,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,r
2759.0,498.2759,484,2.0,r,r,G5,r,E5,r,G4,B-3,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,r
2760.0,498.5345,484,2.5,r,r,F#5,r,E5,r,G4,B-3,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,r
2761.0,498.7931,485,1.0,r,r,G5,r,E5,r,G4,B-3,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,r
2762.0,499.0517,485,1.5,r,r,E5,r,E5,r,G4,B-3,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,r
2763.0,499.3103,485,2.0,r,r,G5,r,E5,r,G4,C4,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,r
2764.0,499.569,485,2.5,r,r,F#5,r,E5,r,G4,C4,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,r
2765.0,499.8276,486,1.0,r,r,G5,r,E5,r,G4,C4,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,r
2766.0,500.0862,486,1.5,r,r,E5,r,E5,r,G4,C4,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,r
2767.0,500.3448,486,2.0,r,r,G5,r,E5,r,G4,C4,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,r
2768.0,500.6034,486,2.5,r,r,F#5,r,E5,r,G4,C4,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,r
2769.0,500.8621,487,1.0,r,r,G5,r,E5,r,G4,C4,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,r
2770.0,501.1207,487,1.5,r,r,D5,r,E5,r,G4,C4,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,r
2771.0,501.3793,487,2.0,r,r,C5,r,G4,r,E4,C4,r,C4,r,r,r,r,r,r,r,r,r,r,r,r,r
2772.0,501.6379,487,2.5,r,r,B-4,r,G4,r,E4,C4,r,C4,r,r,r,r,r,r,r,r,r,r,r,r,r
2773.0,501.8966,488,1.0,r,r,A4,r,A4,r,F4,C4,r,C4,r,r,r,r,r,r,r,r,r,r,r,r,r
2774.0,502.1552,488,1.5,r,r,F5,r,A4,r,F4,C4,r,C4,r,r,r,r,r,r,r,r,r,r,r,r,r
2775.0,502.4138,488,2.0,r,r,G5,r,G4,r,E4,C4,r,C4,r,r,r,r,r,r,r,r,r,r,r,r,r
2776.0,502.6724,488,2.5,r,r,F#5,r,G4,r,E4,C4,r,C4,r,r,r,r,r,r,r,r,r,r,r,r,r
2777.0,502.931,489,1.0,r,r,G5,r,G4,E4,E4,C4,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,r
2778.0,503.1897,489,1.5,r,r,B-4,r,E5,G4,E4,C4,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,r
2779.0,503.4483,489,2.0,r,r,A4,r,E5,G4,E4,C#4,r,A4,r,r,r,r,r,r,r,r,r,r,r,r,r
2780.0,503.7069,489,2.5,r,r,A5,r,D5,F#4,F#4,D4,r,A4,r,r,r,r,r,r,r,r,r,r,r,r,r
2781.0,503.9655,490,1.0,D6,r,A5,r,D5,F#4,F#4,D4,r,A4,r,r,D5,D4,r,r,D3,r,D5,D4,F#3,D3,D2
2783.0,504.4828,490,2.0,D6,r,A5,r,r,r,F#4,D4,r,A4,r,r,r,r,r,r,D4,r,D5,D4,F#4,D4,D3
2784.0,504.7414,490,2.5,D6,r,A5,r,r,r,E4,C#4,r,A4,r,r,r,r,r,r,r,r,D5,D4,E4,C#4,C#3
2785.0,505.0,491,1.0,D6,r,A5,r,r,r,F#4,D4,r,A4,r,r,r,r,r,r,D4,r,D5,D4,F#4,D4,D3
2786.0,505.2586,491,1.5,D6,r,A5,r,r,r,D4,B3,r,A4,r,r,r,r,r,r,r,r,D5,D4,D4,B3,B2
2787.0,505.5172,491,2.0,E6,r,A5,r,r,r,C#4,A3,r,A4,r,r,r,r,r,r,A3,r,E5,E4,C#4,A3,A2
2788.0,505.7759,491,2.5,E6,r,A5,r,r,r,B3,G3,r,A4,r,r,r,r,r,r,r,r,E5,E4,B3,G3,G2
2789.0,506.0345,492,1.0,F#6,r,A5,r,r,r,A3,F#3,r,A4,r,r,r,r,r,r,F#3,r,F#5,F#4,A3,F#3,F#2
2790.0,506.2931,492,1.5,F#6,r,A5,r,r,r,G3,E3,r,A4,r,r,r,r,r,r,r,r,F#5,F#4,G3,E3,E2
2791.0,506.5517,492,2.0,F#6,r,A5,r,r,r,F#3,D3,r,A4,r,r,r,r,r,r,D3,r,F#5,F#4,F#3,D3,D2
2792.0,506.8103,492,2.5,G6,r,A5,r,r,r,D3,C3,r,A4,r,r,r,r,r,r,C3,r,G5,G4,D3,C3,C2
2792.5,506.9397,492,2.75,A6,r,A5,r,r,r,D3,C3,r,A4,r,r,r,r,r,r,C3,r,A5,A4,D3,C3,C2
2793.0,507.069,493,1.0,G6,r,A5,r,r,r,D3,B2,r,A4,r,r,r,r,r,r,B2,r,G5,G4,D3,B2,B1
2794.0,507.3276,493,1.5,G6,r,A5,r,r,r,E3,C#3,r,A4,r,r,r,r,r,r,r,r,G5,G4,E3,C#3,C#2
2795.0,507.5862,493,2.0,F#6,r,A5,r,r,r,F#3,D3,r,A4,r,r,r,r,r,r,D3,r,F#5,F#4,F#3,D3,D2
2796.0,507.8448,493,2.5,F#6,r,A5,r,r,r,A3,F#3,r,A4,r,r,r,r,r,r,r,r,F#5,F#4,A3,F#3,F#2
2797.0,508.1034,494,1.0,E6,r,A5,r,r,r,C#4,A3,A4,A3,r,r,r,r,r,r,A3,r,E5,E4,C#4,A3,A2
2798.0,508.3621,494,1.5,E6,r,A5,r,r,r,E4,C#4,A4,A3,r,r,r,r,r,r,r,r,E5,E4,E4,C#4,C#3
2799.0,508.6207,494,2.0,D6,r,A5,r,r,r,F#4,D4,A4,A3,r,r,r,r,r,r,D4,r,D5,D4,F#4,D4,D3
2800.0,508.8793,494,2.5,D6,r,A5,r,r,r,E4,C#4,A4,A3,r,r,r,r,r,r,r,r,D5,D4,E4,C#4,C#3
2801.0,509.1379,495,1.0,D6,r,A5,r,r,r,F#4,D4,A4,A3,r,r,r,r,r,r,D4,r,D5,D4,F#4,D4,D3
2802.0,509.3966,495,1.5,D6,r,A5,r,r,r,D4,B3,A4,A3,r,r,r,r,r,r,r,r,D5,D4,D4,B3,B2
2803.0,509.6552,495,2.0,E6,r,A5,r,r,r,C#4,A3,A4,A3,r,r,r,r,r,r,A3,r,E5,E4,C#4,A3,A2
2804.0,509.9138,495,2.5,E6,r,A5,r,r,r,B3,G3,A4,A3,r,r,r,r,r,r,r,r,E5,E4,B3,G3,G2
2805.0,510.1724,496,1.0,F#6,r,A5,r,r,r,A3,F#3,A4,A3,r,r,r,r,r,r,F#3,r,F#5,F#4,A3,F#3,F#2
2806.0,510.431,496,1.5,F#6,r,A5,r,r,r,G3,E3,A4,A3,r,r,r,r,r,r,r,r,F#5,F#4,G3,E3,E2
2807.0,510.6897,496,2.0,F#6,r,A5,r,r,r,F#3,D3,A4,A3,r,r,r,r,r,r,C3,r,F#5,F#4,F#3,D3,D2
2808.0,510.9483,496,2.5,G6,r,A5,r,r,r,D3,C3,A4,A3,r,r,r,r,r,r,r,r,G5,G4,D3,C3,C2
2808.5,511.0776,496,2.75,A6,r,A5,r,r,r,D3,C3,A4,A3,r,r,r,r,r,r,r,r,A5,A4,D3,C3,C2
2809.0,511.2069,497,1.0,G6,r,A5,r,r,r,D3,B2,A4,A3,r,r,r,r,r,r,B2,r,G5,G4,D3,B2,B1
2810.0,511.4655,497,1.5,G6,r,A5,r,r,r,E3,C#3,A4,A3,r,r,r,r,r,r,r,r,G5,G4,E3,C#3,C#2
2811.0,511.7241,497,2.0,F#6,r,A5,r,r,r,F#3,D3,A4,A3,r,r,r,r,r,r,D3,r,F#5,F#4,F#3,D3,D2
2812.0,511.9828,497,2.5,F#6,r,A5,r,r,r,A3,F#3,A4,A3,r,r,r,r,r,r,r,r,F#5,F#4,A3,F#3,F#2
2813.0,512.2414,498,1.0,E6,r,A5,r,r,r,C#4,A3,A4,A3,r,r,r,r,r,r,A3,r,E5,E4,C#4,A3,A2
2814.0,512.5,498,1.5,r,r,A5,r,r,r,E4,C#4,A4,A3,r,r,r,r,r,r,r,r,r,r,E4,C#4,C#3
2815.0,512.7586,498,2.0,D6,D6,A5,A4,D5,D4,F#4,D4,A4,A3,r,r,D5,D4,r,r,D4,r,D5,D4,F#4,D4,D3
2816.0,513.0172,498,2.5,D6,D6,A5,A4,D5,D4,E4,C#4,A4,A3,r,r,r,r,r,r,C#4,r,D5,D4,E4,C#4,C#3
2817.0,513.2759,499,1.0,D6,D6,A5,A4,D5,D4,F#4,D4,A4,A3,r,r,r,r,r,r,D4,r,D5,D4,F#4,D4,D3
2818.0,513.5345,499,1.5,D6,D6,A5,A4,D5,D4,D4,B3,A4,A3,r,r,r,r,r,r,r,r,D5,D4,D4,B3,B2
2819.0,513.7931,499,2.0,E6,E6,A5,A4,E5,E4,C#4,A3,A4,A3,r,r,D5,D4,r,r,A3,r,E5,E4,C#4,A3,A2
2820.0,514.0517,499,2.5,E6,E6,A5,A4,E5,E4,B3,G3,A4,A3,r,r,r,r,r,r,r,r,E5,E4,B3,G3,G2
2821.0,514.3103,500,1.0,F#6,F#6,A5,A4,F#5,F#4,A3,F#3,A4,A3,r,r,r,r,r,r,F#3,r,F#5,F#4,A3,F#3,F#2
2822.0,514.569,500,1.5,F#6,F#6,A5,A4,F#5,F#4,G3,E3,A4,A3,r,r,r,r,r,r,r,r,F#5,F#4,G3,E3,E2
2823.0,514.8276,500,2.0,F#6,F#6,A5,A4,F#5,F#4,F#3,D3,A4,A3,r,r,D5,D4,r,r,D3,r,F#5,F#4,F#3,D3,D2
2824.0,515.0862,500,2.5,G6,G6,A5,A4,G5,G4,D3,C3,A4,A3,r,r,r,r,r,r,C3,r,G5,G4,D3,C3,C2
2824.5,515.2155,500,2.75,A6,A6,A5,A4,A5,A4,D3,C3,A4,A3,r,r,r,r,r,r,C3,r,A5,A4,D3,C3,C2
2825.0,515.3448,501,1.0,G6,G6,A5,A4,G5,G4,D3,B2,A4,A3,r,r,r,r,r,r,B2,r,G5,G4,D3,B2,B1
2826.0,515.6034,501,1.5,G6,G6,A5,A4,G5,G4,E3,C#3,A4,A3,r,r,r,r,r,r,r,r,G5,G4,E3,C#3,C#2
2827.0,515.8621,501,2.0,F#6,F#6,A5,A4,F#5,F#4,F#3,D3,A4,A3,r,r,D5,D4,r,r,D3,r,F#5,F#4,F#3,D3,D2
2828.0,516.1207,501,2.5,F#6,F#6,A5,A4,F#5,F#4,A3,F#3,A4,A3,r,r,r,r,r,r,F#3,r,F#5,F#4,A3,F#3,F#2
2829.0,516.3793,502,1.0,E6,E6,A5,A4,E5,E4,C#4,A3,A4,A3,r,r,r,r,r,r,A3,r,E5,E4,C#4,A3,A2
2830.0,516.6379,502,1.5,E6,E6,A5,A4,E5,E4,E4,C#4,A4,A3,r,r,r,r,r,r,r,r,E5,E4,E4,C#4,C#3
2831.0,516.8966,502,2.0,D6,D6,A5,A4,D5,D4,F#4,D4,A4,A3,r,r,D5,D4,r,r,D4,r,D5,D4,F#4,D4,D3
2832.0,517.1552,502,2.5,D6,D6,A5,A4,D5,D4,E4,C#4,A4,A3,r,r,r,r,r,r,C#4,r,D5,D4,E4,C#4,C#3
2833.0,517.4138,503,1.0,D6,D6,A5,A4,D5,D4,F#4,D4,A4,A3,r,r,r,r,r,r,D4,r,D5,D4,F#4,D4,D3
2834.0,517.6724,503,1.5,D6,D6,A5,A4,D5,D4,D4,B3,A4,A3,r,r,r,r,r,r,r,r,D5,D4,D4,B3,B2
2835.0,517.931,503,2.0,E6,E6,A5,A4,E5,E4,C#4,A3,A4,A3,r,r,D5,D4,r,r,A3,r,E5,E4,C#4,A3,A2
2836.0,518.1897,503,2.5,E6,E6,A5,A4,E5,E4,B3,G3,A4,A3,r,r,r,r,r,r,r,r,E5,E4,B3,G3,G2
2837.0,518.4483,504,1.0,F#6,F#6,A5,A4,F#5,F#4,A3,F#3,A4,A3,r,r,r,r,r,r,F#3,r,F#5,F#4,A3,F#3,F#2
2838.0,518.7069,504,1.5,F#6,F#6,A5,A4,F#5,F#4,G3,E3,A4,A3,r,r,r,r,r,r,r,r,F#5,F#4,G3,E3,E2
2839.0,518.9655,504,2.0,F#6,F#6,A5,A4,F#5,F#4,F#3,D3,A4,A3,r,r,D5,D4,r,r,D3,r,F#5,F#4,F#3,D3,D2
2840.0,519.2241,504,2.5,G6,G6,A5,A4,G5,G4,C4,C3,A4,A3,r,r,r,r,r,r,r,r,G5,G4,D3,C3,C2
2840.5,519.3534,504,2.75,A6,A6,A5,A4,A5,A4,C4,C3,A4,A3,r,r,r,r,r,r,r,r,A5,A4,D3,C3,C2
2841.0,519.4828,505,1.0,G6,G6,B5,B4,G5,G4,B3,B2,G4,G4,r,r,D5,D4,r,r,B2,r,B5,B4,D3,B2,B1
2842.0,519.7414,505,1.5,G6,G6,B5,B4,G5,G4,G3,G2,G4,G4,r,r,r,r,r,r,G2,r,B5,B4,D4,G2,G1
2843.0,520.0,505,2.0,F#6,F#6,C#6,C#5,F#5,F#4,A3,A2,F#4,F#4,r,r,A4,A3,r,r,A2,r,C#6,C#5,A3,A2,A1
2844.0,520.2586,505,2.5,F#6,F#6,C#6,C#5,F#5,F#4,A3,A2,F#4,F#4,r,r,r,r,r,r,r,r,C#6,C#5,A4,A3,A2
2845.0,520.5172,506,1.0,D6,D6,D6,D5,D5,D4,D3,D3,D4,F#3,r,r,D5,D4,r,r,D3,r,D6,D5,F#4,D3,D2
2847.0,521.0345,437,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D3,D3,D2
2848.0,521.2931,437,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,E3,D2
2849.0,521.5517,438,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#3,F#3,D2
2850.0,521.8103,438,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G3,G3,D2
2851.0,522.069,438,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,A3,D2
