score_qstamp,qstamp,measure,beat,589444_tstamp,736426_tstamp,736431_tstamp,729155_tstamp,711703_tstamp,723417_tstamp,735781_tstamp,736410_tstamp
23.5,23.5,6,4.5,45.8785,44.1655,36.1055,38.9255,36.7455,36.5855,38.3055,50.251
23.75,23.75,6,4.75,46.352,44.6064,36.4864,39.3264,37.0864,36.9264,38.7264,50.6064
24.0,24.0,7,1.0,46.7473,44.9873,36.8273,39.6873,37.4273,37.2673,39.0819,50.9473
24.5,24.5,7,1.5,47.8691,45.9691,37.5891,40.4691,38.1091,37.9491,39.9691,51.8091
24.75,24.75,7,1.75,48.23,46.33,38.01,40.91,38.45,38.29,40.31,52.31
24.875,24.875,7,1.875,48.4005,46.5005,38.1805,41.0805,38.6205,38.4605,40.5005,52.6205
25.0,25.0,7,2.0,48.5709,46.6709,38.3509,41.2509,38.7909,38.6309,40.6709,52.7909
25.5,25.5,7,2.5,49.4727,47.3727,39.0327,42.0127,39.4727,39.3127,41.4127,53.6527
26.0,26.0,7,3.0,50.3345,48.0745,39.7145,42.7345,40.0945,39.9945,42.1345,54.4145
26.25,26.25,7,3.25,50.8555,48.6155,40.0555,43.3155,40.4355,40.3355,42.5955,55.0355
26.5,26.5,7,3.5,51.2764,49.0164,40.3964,43.6764,40.7764,40.6764,42.9564,55.3964
26.75,26.75,7,3.75,51.8373,49.4373,40.7373,44.0373,41.1173,41.0173,43.3573,55.7373
27.0,27.0,7,4.0,52.1782,49.7782,41.0782,44.3782,41.4582,41.3582,43.6982,56.0982
27.25,27.25,7,4.25,52.6791,50.2591,41.4391,44.7591,41.7991,41.6991,44.0391,56.5791
27.5,27.5,7,4.5,53.06,50.64,41.78,45.24,42.14,42.1,44.38,57.0
27.75,27.75,7,4.75,53.5627,51.1818,42.1618,45.9009,42.5209,42.4609,44.7209,57.4254
28.0,28.0,8,1.0,54.2818,51.6618,42.6018,46.2418,42.8618,42.8018,45.1418,57.9418
29.0,29.0,8,2.0,56.3055,53.4255,44.2455,48.2655,44.2255,44.3655,46.611,59.5655
30.0,30.0,8,3.0,58.3491,55.3091,46.0491,50.3782,45.6491,45.6891,48.0491,61.4291
31.0,31.0,8,4.0,60.0127,57.3927,47.4127,52.2327,47.0127,47.0327,50.0527,63.1727
32.0,32.0,9,1.0,62.4964,58.7764,49.1364,54.4564,48.4364,48.5364,51.1764,65.4564
33.5,33.5,9,2.5,64.7378,60.8326,51.2054,56.7834,50.5018,50.6818,53.2454,67.6634
34.0,34.0,9,3.0,65.8848,61.6452,51.9236,57.7124,51.1836,51.3996,53.9636,68.5636
34.5,34.5,9,3.5,66.8985,62.4655,52.6365,58.7055,51.9055,52.3655,54.651,69.764
35.0,35.0,9,4.0,67.7892,63.2657,53.3673,59.6384,52.5873,53.0546,55.3473,70.6511
35.5,35.5,9,4.5,68.7055,64.0582,54.0491,60.5673,53.2691,53.8473,56.0291,71.5382
36.0,36.0,10,1.0,69.8109,65.0745,54.8709,61.6218,53.9509,54.5836,56.7109,72.4945
37.0,37.0,10,2.0,71.9945,67.5745,56.5945,63.6745,55.3345,56.0545,58.3545,74.8945
38.0,38.0,10,3.0,74.1582,68.9382,58.4782,65.7982,56.7582,57.4582,59.7782,76.4382
39.0,39.0,10,4.0,76.158,70.3618,59.8418,67.9086,58.1654,58.8308,61.1672,78.1818
40.0,40.0,11,1.0,78.0855,72.1655,61.6855,70.1855,59.5655,60.4055,62.7055,80.2655
42.0,42.0,11,3.0,81.8927,75.4727,64.5727,73.5527,62.7327,63.7327,65.4727,84.5127
42.5,42.5,11,3.5,82.8745,76.1545,65.3345,74.2345,63.4345,64.4145,66.1545,85.4345
43.0,43.0,11,4.0,83.5564,76.9164,66.0364,75.0564,63.9364,65.1164,66.8564,86.1164
43.5,43.5,11,4.5,84.6182,77.5982,66.7782,76.4182,64.6182,65.9582,67.5782,87.3982
44.0,44.0,12,1.0,85.72,78.28,67.68,77.1,65.12,66.66,68.28,88.08
44.5,44.5,12,1.5,86.8418,78.9618,68.5018,77.9636,65.8018,67.4418,68.9618,89.2618
44.75,44.75,12,1.75,87.2427,79.3027,68.8427,78.3227,66.1427,67.7827,69.3027,89.6427
45.0,45.0,12,2.0,87.6836,79.6508,69.1836,78.6708,66.4872,68.1944,69.6436,90.0036
45.25,45.25,12,2.25,88.2645,80.0445,69.5845,79.1645,66.8445,68.6445,70.1245,90.3845
45.5,45.5,12,2.5,88.6655,80.3855,69.9655,79.531,67.1855,69.0405,70.5055,91.0855
45.75,45.75,12,2.75,89.0456,80.7264,70.3464,79.9328,67.5456,69.5328,70.8464,91.4864
46.0,46.0,12,3.0,89.7273,81.2473,71.2873,80.6946,67.9273,70.0073,71.4073,92.2873
47.5,47.5,12,4.5,91.7327,83.4127,73.3327,83.3927,70.2527,72.0527,73.4527,95.0127
47.625,47.625,12,4.625,91.9032,83.5832,73.5032,83.5632,70.4232,72.2202,73.6232,95.1832
47.75,47.75,12,4.75,92.0736,83.7536,73.6736,83.7336,70.5468,72.2324,73.7936,95.3536
47.875,47.875,12,4.875,92.2441,83.906,73.8441,83.9041,70.6641,72.3041,73.9641,95.5241
48.0,48.0,13,1.0,92.4145,84.0345,74.0145,84.287,70.8345,72.4745,74.1345,95.738
51.0,51.0,13,2.5,93.3781,84.8381,74.8381,85.1581,71.6581,73.3581,75.1381,96.7781
51.75,51.75,13,2.875,93.579,85.099,75.039,85.359,71.899,73.559,75.339,97.058
52.0,52.0,14,1.0,93.646,85.186,75.142,85.426,72.024,73.646,75.406,97.186
55.0,55.0,14,2.5,94.5895,85.9895,76.0295,86.2095,72.9295,74.4695,76.2095,98.0085
55.75,55.75,14,2.875,94.7904,86.2216,76.3008,86.4104,73.1304,74.6808,76.4104,98.3104
56.0,56.0,15,1.0,94.9618,86.3522,76.4122,86.4948,73.1974,74.7922,76.5122,98.4948
56.5,56.5,15,1.25,95.1313,86.4913,76.5513,86.6313,73.3313,74.9713,76.6513,98.6313
57.0,57.0,15,1.5,95.2653,86.6453,76.7759,86.7653,73.5453,75.1453,76.8253,98.7653
57.5,57.5,15,1.75,95.3992,86.7792,76.9392,86.8992,73.6792,75.2792,76.9592,98.8992
58.0,58.0,15,2.0,95.5462,86.9131,77.0731,87.0331,73.8131,75.4262,77.0931,99.0462
58.5,58.5,15,2.25,95.747,87.047,77.207,87.167,73.947,75.567,77.227,99.187
59.0,59.0,15,2.5,95.881,87.181,77.341,87.301,74.081,75.701,77.401,99.321
59.5,59.5,15,2.75,96.0149,87.3149,77.4749,87.4349,74.2149,75.8349,77.5349,99.4549
60.0,60.0,16,1.0,96.1752,87.4688,77.6088,87.5688,74.3576,75.9688,77.6688,99.5976
61.0,61.0,16,1.5,96.4767,87.7767,77.9901,87.8367,74.6567,76.2367,78.0167,100.0402
62.0,62.0,16,2.0,96.7445,88.0445,78.2645,88.1045,74.9245,76.5045,78.2845,100.3245
63.0,63.0,16,2.5,97.0124,88.3124,78.5696,88.3724,75.1924,76.7724,78.5524,100.5924
64.0,64.0,17,1.0,97.3003,88.6003,78.9203,88.6603,75.5009,77.0409,78.8203,100.8603
68.0,68.0,18,1.0,98.6717,89.8717,80.2317,89.8117,76.8117,78.2117,79.9234,102.2234
71.0,71.0,18,2.5,99.5753,90.8153,81.1106,90.6953,77.6553,79.0553,80.8353,103.1553
71.25,71.25,18,2.625,99.6444,90.8822,81.242,90.7622,77.7398,79.1222,80.9022,103.2222
71.5,71.5,18,2.75,99.7492,90.9492,81.4692,90.8292,77.9492,79.2092,80.9692,103.2892
71.75,71.75,18,2.875,99.8162,91.0162,81.5362,90.8962,78.0162,79.2762,81.0362,103.3562
72.0,72.0,19,1.0,99.9448,91.0924,81.6124,90.9631,78.0893,79.3462,81.1093,103.4631
75.0,75.0,19,2.5,100.8667,91.9467,82.5468,91.7267,78.9934,80.2267,82.0067,104.3467
75.75,75.75,19,2.875,101.0676,92.1876,82.7876,91.8876,79.2076,80.4076,82.2076,104.5752
76.0,76.0,20,1.0,101.1745,92.2945,82.8545,91.9545,79.289,80.4745,82.2745,104.689
79.0,79.0,20,2.5,102.1181,93.0981,83.7781,92.7381,80.1381,81.2781,83.0781,105.5181
79.75,79.75,20,2.875,102.319,93.319,83.999,92.919,80.339,81.479,83.279,105.759
80.0,80.0,21,1.0,102.472,93.478,84.166,93.024,80.418,81.586,83.426,105.886
80.5,80.5,21,1.25,102.6199,93.6399,84.2999,93.1999,80.5799,81.7199,83.5599,106.0199
81.0,81.0,21,1.5,102.7538,93.7738,84.4476,93.3338,80.7138,81.8538,83.6938,106.1676
81.5,81.5,21,1.75,102.8878,93.9078,84.5878,93.4678,80.8478,81.9878,83.8278,106.3078
82.0,82.0,21,2.0,103.0234,94.0417,84.7217,93.6034,80.9817,82.1217,83.9617,106.4617
82.5,82.5,21,2.25,103.1756,94.1756,84.8956,93.7556,81.1156,82.2556,84.0956,106.5956
83.0,83.0,21,2.5,103.3095,94.3095,85.0295,93.8895,81.2495,82.3895,84.2295,106.7295
83.5,83.5,21,2.75,103.4435,94.4435,85.1635,93.9435,81.387,82.5235,84.3435,106.8635
84.0,84.0,22,1.0,103.6174,94.5774,85.3496,94.0774,81.5548,82.6574,84.4774,106.9774
85.0,85.0,22,1.5,103.9053,94.8653,85.6853,94.3653,82.0053,82.9453,84.8053,107.3453
86.0,86.0,22,2.0,104.1731,95.1331,85.9531,94.5931,82.1331,83.2131,85.0731,107.6131
87.0,87.0,22,2.5,104.501,95.402,86.301,94.861,82.444,83.481,85.341,107.884
88.0,88.0,23,1.0,104.8688,95.7688,86.6288,95.1688,82.7888,83.7488,85.6088,108.2488
92.0,92.0,24,1.0,106.1803,97.0615,87.9242,96.2803,84.0803,84.8412,86.7606,109.4812
96.0,96.0,25,1.0,107.3717,98.2117,89.2517,97.3517,85.1517,85.9717,87.8717,110.6917
99.0,99.0,25,2.5,108.4753,99.2753,90.5153,98.3753,86.1753,86.8553,88.7753,111.6353
99.75,99.75,25,2.875,108.6762,99.4162,90.6762,98.4962,86.3762,87.0562,88.9762,111.8362
100.0,100.0,26,1.0,108.7462,99.4831,90.7231,98.5631,86.5031,87.1631,89.0431,111.9231
100.5,100.5,26,1.25,108.917,99.617,90.857,98.697,86.637,87.297,89.197,112.057
101.0,101.0,26,1.5,109.051,99.751,90.911,98.8216,86.771,87.431,89.331,112.191
101.5,101.5,26,1.75,109.1849,99.8849,91.0249,98.8449,86.8849,87.5449,89.4649,112.3249
102.0,102.0,26,2.0,109.3188,100.0188,91.1588,98.9788,87.0188,87.6788,89.5988,112.4588
102.5,102.5,26,2.25,109.4528,100.1528,91.4328,99.1928,87.1528,87.7928,89.7328,112.6128
103.0,103.0,26,2.5,109.6067,100.2867,91.5667,99.3267,87.3067,87.9067,89.8467,112.8467
103.75,103.75,26,2.875,109.8076,100.5876,91.7676,99.5276,87.5076,88.1076,90.0476,113.0476
104.0,104.0,27,1.0,110.005,100.6545,91.8635,99.5945,87.5745,88.1745,90.1145,113.129
107.0,107.0,27,2.5,110.9581,101.5581,92.8181,100.4181,88.7581,89.0981,90.9781,114.2981
107.75,107.75,27,2.875,111.159,101.759,93.019,100.619,88.9248,89.299,91.179,114.3799
108.0,108.0,28,1.0,111.226,101.826,93.086,100.686,88.946,89.366,91.246,114.406
108.5,108.5,28,1.25,111.3799,101.9799,93.2199,100.8199,88.9966,89.5199,91.3799,114.476
109.0,109.0,28,1.5,111.5338,102.1276,93.3538,100.9338,89.1138,89.6538,91.5414,114.5938
109.5,109.5,28,1.75,111.6678,102.2678,93.4878,101.0078,89.2478,89.7678,91.6878,114.6678
110.0,110.0,28,2.0,111.8017,102.4017,93.6251,101.1417,89.3817,89.8617,91.8017,114.8017
110.5,110.5,28,2.25,111.9356,102.5178,93.8156,101.2556,89.5156,89.9956,91.9356,114.9356
111.0,111.0,28,2.5,112.1095,102.5895,93.9695,101.3895,89.6495,90.1295,92.0695,115.0695
111.75,111.75,28,2.875,112.3616,102.9304,94.2008,101.5904,89.8704,90.3704,92.2704,115.332
112.0,112.0,29,1.0,112.4922,102.9974,94.3818,101.6574,89.9374,90.4374,92.3374,115.4374
115.0,115.0,29,2.5,113.301,103.921,95.241,102.461,90.921,91.261,93.181,116.241
115.75,115.75,29,2.875,113.5314,104.1219,95.4438,102.6619,91.1219,91.4619,93.3819,116.4419
116.0,116.0,30,1.0,113.6888,104.1888,95.5288,102.7288,91.1888,91.5288,93.4488,116.5088
116.5,116.5,30,1.25,113.8228,104.3228,95.6628,102.8628,91.3228,91.6628,93.5828,116.6428
117.0,117.0,30,1.5,113.9567,104.4567,95.7967,102.9967,91.4567,91.7967,93.7167,116.8167
117.5,117.5,30,1.75,114.1412,104.6306,96.0306,103.1306,91.5906,91.9706,93.9306,116.9906
118.0,118.0,30,2.0,114.3045,104.7645,96.2045,103.2645,91.7245,92.1045,94.0645,117.1245
118.5,118.5,30,2.25,114.4385,104.8985,96.3385,103.3985,91.8585,92.2785,94.1985,117.2585
119.0,119.0,30,2.5,114.6324,105.0324,96.5124,103.5324,91.9924,92.4524,94.3324,117.3924
119.5,119.5,30,2.75,114.7863,105.1863,96.6463,103.6663,92.1263,92.5863,94.4663,117.5263
120.0,120.0,31,1.0,114.9203,105.3203,96.8003,103.8003,92.2603,92.7206,94.6003,117.7003
122.0,122.0,31,2.0,115.536,105.936,97.456,104.336,92.896,93.316,95.176,118.256
124.0,124.0,32,1.0,116.1517,106.4834,98.0517,104.8517,93.4717,93.8917,95.7717,118.8317
126.0,126.0,32,2.0,116.8074,107.1274,98.7274,105.3674,94.1074,94.4474,96.3274,119.4274
128.0,128.0,33,1.0,117.4831,107.6631,99.3831,105.9431,94.7031,95.1631,96.9431,120.0631
128.5,128.5,33,1.25,117.757,107.877,99.537,106.077,94.837,95.317,97.097,120.197
129.0,129.0,33,1.5,117.891,108.051,99.671,106.211,94.971,95.451,97.231,120.331
129.5,129.5,33,1.75,118.0249,108.1849,99.8049,106.3449,95.0609,95.5849,97.3649,120.4649
130.0,130.0,33,2.0,118.1588,108.3188,99.9388,106.4788,95.0636,95.7188,97.4988,120.5388
130.5,130.5,33,2.25,118.3328,108.4528,100.2528,106.6128,95.0664,95.9328,97.6328,120.5819
131.0,131.0,33,2.5,118.4667,108.5867,100.3867,106.7467,95.0691,96.0667,97.7867,120.5847
131.5,131.5,33,2.75,118.6006,108.7206,100.5206,106.8806,95.0718,96.2006,97.9206,120.5875
132.0,132.0,34,1.0,118.7345,108.8545,100.6545,107.0145,95.0746,96.3345,98.0545,120.5903
132.5,132.5,34,1.25,118.9085,109.0285,100.7885,107.1685,95.0773,96.5285,98.1885,120.5931
133.0,133.0,34,1.5,119.0448,109.1624,100.9272,107.3024,95.0824,96.6624,98.3224,120.5959
133.5,133.5,34,1.75,119.1963,109.2963,101.0963,107.4363,95.2163,96.8163,98.4563,120.5987
134.0,134.0,34,2.0,119.3303,109.4303,101.2303,107.5703,95.3503,96.9703,98.6006,120.6703
134.5,134.5,34,2.25,119.5242,109.5842,101.4442,107.7042,95.4842,97.1042,98.7842,120.8242
135.0,135.0,34,2.5,119.6581,109.7181,101.5781,107.8381,95.6181,97.2381,98.9181,120.9581
135.25,135.25,34,2.625,119.7851,109.8451,101.7251,107.9051,95.6851,97.3651,99.0051,121.0251
135.5,135.5,34,2.75,119.852,109.912,101.792,107.972,95.752,97.432,99.072,121.092
135.75,135.75,34,2.875,119.919,109.979,101.859,108.039,95.819,97.499,99.139,121.159
136.0,136.0,35,1.0,119.986,110.046,101.926,108.106,95.886,97.566,99.226,121.226
136.5,136.5,35,1.25,120.2599,110.2399,102.0998,108.2399,96.0199,97.7597,99.3599,121.3599
137.0,137.0,35,1.5,120.4138,110.3738,102.3538,108.3738,96.063,97.8938,99.4938,121.4249
137.5,137.5,35,1.75,120.5678,110.5078,102.4878,108.5078,96.0673,98.0278,99.6278,121.4339
138.0,138.0,35,2.0,120.7017,110.6417,102.6217,108.6417,96.0717,98.1617,99.7617,121.48
138.5,138.5,35,2.25,120.8356,110.7756,102.7556,108.7756,96.076,98.2956,99.8956,121.4827
139.0,139.0,35,2.5,120.979,110.9095,102.8895,108.9095,96.0895,98.4295,100.0295,121.4853
139.5,139.5,35,2.75,121.1235,111.1435,103.0235,109.0435,96.1626,98.5635,100.1635,121.4879
140.0,140.0,36,1.0,121.2574,111.2774,103.1574,109.1774,96.1682,98.6974,100.2974,121.4905
141.0,141.0,36,1.5,121.6253,111.5653,103.5653,109.4453,96.1794,99.0053,100.5653,121.4958
142.0,142.0,36,2.0,121.9131,111.8331,103.8331,109.7131,96.2061,99.2731,100.8331,121.5531
143.0,143.0,36,2.5,122.181,112.101,104.103,109.981,96.2132,99.541,101.101,121.821
143.25,143.25,36,2.625,122.2637,112.1679,104.2632,110.0479,96.2149,99.6437,101.1679,121.8879
143.5,143.5,36,2.75,122.3549,112.2349,104.4149,110.1149,96.2167,99.7549,101.2749,121.9549
143.75,143.75,36,2.875,122.4619,112.3019,104.4819,110.1857,96.2185,99.8219,101.3819,122.0219
144.0,144.0,37,1.0,122.5488,112.4288,104.5488,110.2888,96.2288,99.8888,101.4688,122.0888
144.5,144.5,37,1.25,122.8028,112.5628,104.6828,110.4228,96.3628,100.0628,101.6228,122.2214
145.0,145.0,37,1.5,122.9367,112.6967,104.8167,110.5567,96.4392,100.1967,101.7567,122.2593
145.5,145.5,37,1.75,123.0706,112.8306,104.9506,110.6906,96.4427,100.3306,101.8906,122.301
146.0,146.0,37,2.0,123.2045,112.9645,105.0845,110.8245,96.4454,100.4645,102.0245,122.3025
146.5,146.5,37,2.25,123.3385,113.1185,105.2385,110.9385,96.4481,100.5985,102.1585,122.304
147.0,147.0,37,2.5,123.4724,113.2524,105.3724,111.0724,96.4509,100.7324,102.2924,122.3055
147.5,147.5,37,2.75,123.6063,113.3863,105.5063,111.2063,96.4536,100.9063,102.4263,122.307
148.0,148.0,38,1.0,123.7412,113.5403,105.6403,111.3403,96.4563,101.0409,102.5603,122.3084
148.5,148.5,38,1.25,123.9742,113.7342,105.8542,111.4742,96.4591,101.2142,102.7142,122.3099
149.0,149.0,38,1.5,124.1081,113.8681,106.0043,111.6081,96.5481,101.3562,102.8481,122.3114
149.5,149.5,38,1.75,124.264,114.002,106.162,111.742,96.682,101.502,102.982,122.3129
150.0,150.0,38,2.0,124.416,114.136,106.296,111.876,96.816,101.636,103.116,122.3144
150.5,150.5,38,2.25,124.5699,114.3099,106.4697,112.0099,96.9499,101.7699,103.2796,122.3159
151.0,151.0,38,2.5,124.7638,114.4438,106.6276,112.1438,96.9915,101.9038,103.4438,122.3174
151.5,151.5,38,2.75,124.8978,114.5778,106.7778,112.2778,97.0578,102.0378,103.5778,122.3189
152.0,152.0,39,1.0,125.0434,114.7117,106.9234,112.3717,97.1917,102.1917,103.6917,122.3517
152.5,152.5,39,1.25,125.2456,114.8512,107.0912,112.5056,97.4056,102.3456,103.8256,122.5056
153.0,153.0,39,1.5,125.3995,115.0195,107.2395,112.6395,97.5395,102.4795,103.9595,122.6395
153.5,153.5,39,1.75,125.5535,115.1535,107.3735,112.7735,97.6735,102.6135,104.1135,122.8005
154.0,154.0,39,2.0,125.7074,115.2874,107.5474,112.9274,97.8074,102.7674,104.2474,123.0074
154.5,154.5,39,2.25,125.8413,115.4613,107.7013,113.0613,97.9813,102.9013,104.3813,123.1813
155.0,155.0,39,2.5,125.9953,115.5953,107.8353,113.1953,98.1153,103.0353,104.5153,123.3153
155.5,155.5,39,2.75,126.1692,115.7384,107.9892,113.3292,98.2492,103.1692,104.6692,123.4692
156.0,156.0,40,1.0,126.3231,115.8831,108.1293,113.4631,98.3831,103.3031,104.8031,123.6031
156.5,156.5,40,1.25,126.497,116.037,108.317,113.577,98.557,103.477,104.937,123.737
157.0,157.0,40,1.5,126.651,116.191,108.451,113.711,98.691,103.611,105.071,123.871
157.5,157.5,40,1.75,126.7849,116.3249,108.6049,113.8449,98.8449,103.7449,105.2449,124.0049
158.0,158.0,40,2.0,126.9588,116.4588,108.7588,113.9788,98.9788,103.8788,105.3788,124.1388
158.5,158.5,40,2.25,127.0928,116.6128,108.8928,114.1528,99.1128,104.0328,105.5328,124.2728
159.0,159.0,40,2.5,127.2668,116.7734,109.1267,114.3067,99.2467,104.1867,105.7267,124.4067
159.5,159.5,40,2.75,127.4606,116.9212,109.2606,114.4406,99.3806,104.3206,105.8606,124.5406
160.0,160.0,41,1.0,127.5945,117.0745,109.3945,114.5745,99.5145,104.4745,105.9945,124.6745
160.5,160.5,41,1.25,127.7885,117.2085,109.5485,114.7085,99.6485,104.6285,106.1285,124.7836
161.0,161.0,41,1.5,127.9224,117.3424,109.6824,114.8405,99.7824,104.7624,106.2624,124.8024
161.5,161.5,41,1.75,128.0763,117.4963,109.9363,114.8963,99.9163,104.8963,106.3963,124.9163
162.0,162.0,41,2.0,128.2103,117.6303,110.0703,115.0303,99.9386,105.0303,106.5303,124.9703
162.5,162.5,41,2.25,128.3442,117.7642,110.2042,115.1642,99.9695,105.1642,106.6642,125.0305
163.0,163.0,41,2.5,128.5543,117.8981,110.3381,115.2981,99.9803,105.2981,106.7981,125.0826
163.5,163.5,41,2.75,128.692,118.032,110.484,115.432,99.9822,105.452,106.892,125.103
164.0,164.0,42,1.0,128.866,118.186,110.626,115.566,99.9842,105.586,107.086,125.146
164.5,164.5,42,1.25,129.0399,118.3199,110.8396,115.6999,99.9862,105.7199,107.2399,125.1838
165.0,165.0,42,1.5,129.1738,118.4738,110.9738,115.8338,99.9881,105.8538,107.3738,125.189
165.5,165.5,42,1.75,129.3078,118.6278,111.1478,115.9678,99.9901,106.0078,107.5078,125.1941
166.0,166.0,42,2.0,129.4485,118.7651,111.2817,116.1017,99.9921,106.1417,107.6417,125.1993
166.5,166.5,42,2.25,129.6556,118.9356,111.4156,116.2356,99.9941,106.2912,107.7556,125.2096
167.0,167.0,42,2.5,129.7895,119.0695,111.5495,116.3695,99.996,106.4295,107.8895,125.2295
167.5,167.5,42,2.75,129.9235,119.2035,111.687,116.4835,99.998,106.5635,108.0235,125.3412
168.0,168.0,43,1.0,130.0922,119.3374,111.8748,116.6174,100.0,106.6974,108.1574,125.3479
168.5,168.5,43,1.25,130.2539,119.4713,112.0113,116.7313,100.0823,106.8313,108.2913,125.3546
169.0,169.0,43,1.5,130.4053,119.6253,112.1653,116.8653,100.1236,106.9853,108.4453,125.3612
169.5,169.5,43,1.75,130.5392,119.7592,112.2992,116.9992,100.1592,107.1192,108.5792,125.3676
170.0,170.0,43,2.0,130.6931,119.8931,112.4531,117.1331,100.1931,107.2662,108.7131,125.374
170.5,170.5,43,2.25,130.867,120.047,112.607,117.267,100.2734,107.407,108.867,125.387
171.0,171.0,43,2.5,131.021,120.181,112.741,117.381,100.301,107.541,109.001,125.467
171.5,171.5,43,2.75,131.1698,120.3149,112.8949,117.5149,100.3802,107.6749,109.1498,125.4895
172.0,172.0,44,1.0,131.3488,120.4888,113.0288,117.6488,100.382,107.8288,109.2888,125.5288
172.5,172.5,44,1.25,131.4828,120.6228,113.2028,117.7628,100.3838,107.9628,109.4028,125.566
173.0,173.0,44,1.5,131.6334,120.7567,113.3367,117.8967,100.3856,108.0967,109.5367,125.5739
173.5,173.5,44,1.75,131.7906,120.8906,113.4906,118.0306,100.3873,108.2306,109.6706,125.6004
174.0,174.0,44,2.0,131.9245,121.0245,113.6445,118.1645,100.3891,108.3645,109.8245,125.6052
