qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,F Horn 1,F Horn 2,Violin 1,Violin 2,Viola,Violoncello,Contrabass
40.0,18.1818,21,1.0,r,r,r,r,r,r,C4,C4,C4,C3,C5,E4,G3,C3,C2
40.5,18.4091,21,1.5,r,r,r,r,r,r,r,r,C4,C3,G4,E4,G3,C3,C2
40.75,18.5227,21,1.75,r,r,r,r,r,r,r,r,C4,C3,A4,E4,G3,C3,C2
41.0,18.6364,21,2.0,r,r,r,r,r,r,r,r,r,r,B-4,E4,G3,C3,C2
41.5,18.8636,21,2.5,r,r,r,r,r,r,r,r,r,r,B4,F4,D4,C3,C2
42.0,19.0909,22,1.0,r,r,r,r,r,r,r,r,C4,C3,C5,E4,G3,C3,C2
42.5,19.3182,22,1.5,r,r,r,r,r,r,r,r,C4,C3,G4,E4,G3,C3,C2
42.75,19.4318,22,1.75,r,r,r,r,r,r,r,r,C4,C3,A4,E4,G3,C3,C2
43.0,19.5455,22,2.0,r,r,r,r,r,r,r,r,r,r,B-4,E4,G3,C3,C2
43.5,19.7727,22,2.5,r,r,r,r,r,r,r,r,r,r,B4,F4,D4,C3,C2
44.0,20.0,23,1.0,r,r,r,r,r,r,r,r,C4,C3,C5,E4,G3,C3,C2
44.5,20.2273,23,1.5,r,r,r,r,r,r,r,r,C4,C3,G4,E4,G3,C3,C2
44.75,20.3409,23,1.75,r,r,r,r,r,r,r,r,C4,C3,A4,E4,G3,C3,C2
45.0,20.4545,23,2.0,r,r,r,r,r,r,r,r,r,r,B-4,E4,G3,C3,C2
45.5,20.6818,23,2.5,r,r,r,r,r,r,r,r,r,r,B4,F4,D4,C3,C2
46.0,20.9091,24,1.0,r,r,r,r,r,r,r,r,C4,C3,C5,E4,G3,C3,C2
46.5,21.1364,24,1.5,r,r,r,r,r,r,r,r,C4,C3,G4,E4,G3,C3,C2
46.75,21.25,24,1.75,r,r,r,r,r,r,r,r,C4,C3,A4,E4,G3,C3,C2
47.0,21.3636,24,2.0,r,r,r,r,r,r,r,r,r,r,B-4,E4,G3,C3,C2
47.5,21.5909,24,2.5,r,r,r,r,r,r,r,r,r,r,B4,F4,D4,C3,C2
48.0,21.8182,25,1.0,r,r,r,r,r,r,r,r,C4,C3,C5,E4,G3,C3,C2
48.5,22.0455,25,1.5,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r
48.75,22.1591,25,1.75,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,r
49.0,22.2727,25,2.0,r,r,r,r,r,r,r,r,r,r,B-4,r,r,r,r
49.5,22.5,25,2.5,r,r,r,r,r,r,r,r,r,r,B4,r,r,r,r
50.0,22.7273,26,1.0,r,r,r,r,r,r,r,r,r,r,C5,r,r,r,r
50.5,22.9545,26,1.5,r,r,r,r,r,r,r,r,r,r,A4,A3,r,r,r
50.75,23.0682,26,1.75,r,r,r,r,r,r,r,r,r,r,B-4,B-3,r,r,r
51.0,23.1818,26,2.0,r,r,r,r,r,r,r,r,r,r,C5,C4,r,r,r
51.5,23.4091,26,2.5,r,r,r,r,r,r,r,r,r,r,C#5,C#4,r,r,r
52.0,23.6364,27,1.0,r,r,r,r,r,r,r,r,r,r,D5,D4,r,r,r
52.5,23.8636,27,1.5,r,r,r,r,B-4,r,r,r,r,r,r,B-3,r,r,r
52.75,23.9773,27,1.75,r,r,r,r,C5,r,r,r,r,r,r,C4,r,r,r
53.0,24.0909,27,2.0,r,r,r,r,D5,r,r,r,r,r,r,D4,r,r,r
53.5,24.3182,27,2.5,r,r,r,r,E5,r,r,r,r,r,r,E4,r,r,r
54.0,24.5455,28,1.0,r,r,r,r,F5,r,r,r,r,r,r,F4,r,r,r
54.5,24.7727,28,1.5,r,r,D5,r,r,r,r,r,r,r,r,D4,r,r,r
54.75,24.8864,28,1.75,r,r,E5,r,r,r,r,r,r,r,r,E4,r,r,r
55.0,25.0,28,2.0,r,r,F5,r,r,r,r,r,r,r,r,F4,r,r,r
55.5,25.2273,28,2.5,r,r,G5,r,r,r,r,r,r,r,r,G4,r,r,r
56.0,25.4545,29,1.0,r,r,A5,r,r,r,r,r,C4,F3,r,A4,r,F2,r
56.5,25.6818,29,1.5,r,r,A5,r,r,r,r,r,C4,F3,r,r,r,F2,r
57.0,25.9091,29,2.0,r,r,B-5,r,r,r,r,r,C4,F3,r,r,r,C3,r
57.5,26.1364,29,2.5,r,r,D6,r,r,r,r,r,C4,F3,r,r,r,C3,r
58.0,26.3636,30,1.0,r,r,C6,r,r,r,r,r,C4,F3,r,r,r,F2,r
58.5,26.5909,30,1.5,r,r,B-5,r,r,r,r,r,C4,F3,r,r,r,F2,r
58.75,26.7045,30,1.75,r,r,A5,r,r,r,r,r,C4,F3,r,r,r,F2,r
59.0,26.8182,30,2.0,r,r,G5,r,r,r,r,r,C4,F3,r,r,r,C3,r
59.5,27.0455,30,2.5,r,r,C5,r,r,r,r,r,C4,F3,r,r,r,C3,r
60.0,27.2727,31,1.0,r,r,F5,r,r,r,r,r,C4,F3,r,r,r,F2,r
60.5,27.5,31,1.5,r,r,G5,r,r,r,r,r,C4,F3,r,r,r,F2,r
61.0,27.7273,31,2.0,r,r,A5,F5,r,r,r,r,C4,F3,r,r,r,C3,r
61.5,27.9545,31,2.5,r,r,B-5,G5,r,r,r,r,C4,F3,r,r,r,C3,r
61.75,28.0682,31,2.75,r,r,A5,F5,r,r,r,r,C4,F3,r,r,r,C3,r
62.0,28.1818,32,1.0,r,r,G5,E5,r,r,r,r,C4,F3,r,r,r,F2,r
62.5,28.4091,32,1.5,r,r,A5,F5,r,r,r,r,C4,F3,r,r,r,F2,r
63.0,28.6364,32,2.0,r,r,B-5,G5,r,r,r,r,C4,F3,r,r,r,C3,r
63.5,28.8636,32,2.5,r,r,C6,A5,r,r,r,r,C4,F3,r,r,r,C3,r
63.75,28.9773,32,2.75,r,r,B-5,G5,r,r,r,r,C4,F3,r,r,r,C3,r
64.0,29.0909,33,1.0,r,r,A5,F5,r,r,r,r,C4,F3,r,C5,C4,F2,r
64.5,29.3182,33,1.5,r,r,C6,C5,A4,F4,A3,F3,C4,F3,F4,C5,C4,F2,r
64.75,29.4318,33,1.75,r,r,C6,C5,A4,F4,A3,F3,C4,F3,A4,C5,C4,F2,r
65.0,29.5455,33,2.0,r,r,C6,C5,B-4,G4,B-3,G3,r,r,r,C5,C4,C3,r
65.5,29.7727,33,2.5,r,r,C6,C5,D5,B-4,D4,B-3,C4,F3,G4,C5,C4,C3,r
65.75,29.8864,33,2.75,r,r,C6,C5,D5,B-4,D4,B-3,C4,F3,B-4,C5,C4,C3,r
66.0,30.0,34,1.0,r,r,C6,C5,C5,A4,C4,A3,r,r,r,C5,C4,F2,r
66.5,30.2273,34,1.5,r,r,C6,C5,B-4,G4,B-3,G3,C4,F3,A4,C5,C4,F2,r
66.75,30.3409,34,1.75,r,r,C6,C5,A4,F4,A3,F3,C4,F3,C5,C5,C4,F2,r
67.0,30.4545,34,2.0,r,r,C6,C5,G4,E4,G3,E3,r,r,r,C5,C4,C3,r
67.5,30.6818,34,2.5,r,r,C6,C5,C4,C4,C3,C3,C4,F3,G4,C5,C4,C3,r
67.75,30.7955,34,2.75,r,r,C6,C5,C4,C4,C3,C3,C4,F3,E5,C5,C4,C3,r
68.0,30.9091,35,1.0,r,r,C6,C5,F4,F4,F3,F3,r,r,r,C5,C4,F2,r
68.5,31.1364,35,1.5,r,r,C6,C5,G4,E4,G3,E3,C4,F3,A4,C5,C4,F2,r
68.75,31.25,35,1.75,r,r,C6,C5,G4,E4,G3,E3,C4,F3,F5,C5,C4,F2,r
69.0,31.3636,35,2.0,r,r,C6,C5,A4,F4,A3,F3,r,r,r,C5,C4,C3,r
69.5,31.5909,35,2.5,r,r,C6,C5,B-4,G4,B-3,G3,C4,F3,A4,C5,C4,C3,r
69.75,31.7045,35,2.75,r,r,C6,C5,A4,F4,A3,F3,C4,F3,F5,C5,C4,C3,r
70.0,31.8182,36,1.0,r,r,C6,C5,G4,E4,G3,E3,r,r,r,C5,C4,F2,r
70.5,32.0455,36,1.5,r,r,C6,C5,A4,F4,A3,F3,C4,F3,E5,C5,C4,F2,r
70.75,32.1591,36,1.75,r,r,C6,C5,A4,F4,A3,F3,C4,F3,G5,C5,C4,F2,r
71.0,32.2727,36,2.0,r,r,C6,C5,B-4,G4,B-3,G3,r,r,r,C5,C4,C3,r
71.5,32.5,36,2.5,r,r,C6,C5,C5,A4,C4,A3,C4,F3,E5,C5,C4,C3,r
71.75,32.6136,36,2.75,r,r,C6,C5,B-4,G4,B-3,G3,C4,F3,G5,C5,C4,C3,r
72.0,32.7273,37,1.0,A5,F5,C6,C5,A4,r,A3,F3,C4,F3,A5,A4,F4,F2,F1
72.5,32.9545,37,1.5,A5,F5,A5,F5,A5,A4,C4,F3,A4,F4,A5,A4,C4,F2,F1
72.75,33.0682,37,1.75,A5,F5,A5,F5,A5,A4,C4,F3,A4,F4,A5,A4,C3,F2,F1
73.0,33.1818,37,2.0,B-5,G5,B-5,G5,B-5,B-4,C4,F3,B-4,G4,B-5,B-4,C4,C3,F1
73.25,33.2955,37,2.25,B-5,G5,B-5,G5,B-5,B-4,C4,F3,B-4,G4,B-5,B-4,C3,C3,F1
73.5,33.4091,37,2.5,D6,B-5,D6,B-5,D5,D5,C4,F3,B-4,G4,D6,D5,C4,C3,F1
73.75,33.5227,37,2.75,D6,B-5,D6,B-5,D5,D5,C4,F3,B-4,G4,D6,D5,C3,C3,F1
74.0,33.6364,38,1.0,C6,r,C6,r,C5,C5,C4,F3,C5,r,C6,C5,C4,F2,F1
74.5,33.8636,38,1.5,B-5,r,B-5,r,B-4,B-4,C4,F3,B-4,r,B-5,B-4,C4,F2,F1
74.75,33.9773,38,1.75,A5,r,A5,r,A4,A4,C4,F3,A4,r,A5,A4,C4,F2,F1
75.0,34.0909,38,2.0,G5,E5,G5,E5,G4,G4,C4,F3,G4,C4,G5,G4,C3,C3,F1
75.5,34.3182,38,2.5,C5,C5,C5,C5,C4,C4,C4,F3,C4,C4,C5,C4,C3,C3,F1
76.0,34.5455,39,1.0,F5,F5,F5,F5,F4,F4,C4,F3,F4,A3,F5,F4,C4,F2,F1
76.5,34.7727,39,1.5,G5,E5,G5,E5,G4,E4,C4,F3,G4,C4,G5,E5,C4,F2,F1
77.0,35.0,39,2.0,A5,F5,A5,F5,A4,F4,C4,F3,A4,F4,A5,F5,C3,C3,F1
77.5,35.2273,39,2.5,B-5,G5,B-5,G5,B-4,G4,C4,F3,A4,F4,B-5,G5,C3,C3,F1
77.75,35.3409,39,2.75,A5,F5,A5,F5,A4,F4,C4,F3,A4,F4,A5,F5,C3,C3,F1
78.0,35.4545,40,1.0,G5,E5,G5,E5,G4,E4,C4,F3,G4,C4,G5,E5,C4,F2,F1
78.5,35.6818,40,1.5,A5,F5,A5,F5,A4,F4,C4,F3,A4,F4,A5,F5,C4,F2,F1
79.0,35.9091,40,2.0,B-5,G5,B-5,G5,B-4,G4,C4,F3,B-4,G4,B-5,G5,C3,C3,F1
79.5,36.1364,40,2.5,C6,A5,C6,A5,C5,A4,C4,F3,B-4,G4,C6,A5,C3,C3,F1
79.75,36.25,40,2.75,B-5,G5,B-5,G5,B-4,G4,C4,F3,B-4,G4,B-5,G5,C3,C3,F1
80.0,36.3636,41,1.0,A5,F5,A5,F5,A4,F4,C4,F3,A4,F4,A5,F5,C4,F2,F1
80.5,36.5909,41,1.5,C6,A5,C6,A5,C5,A4,C4,A3,C5,A4,C6,A5,C4,F2,F1
81.0,36.8182,41,2.0,C6,A5,C6,A5,C5,A4,C4,A3,C5,A4,C6,A5,C3,C3,F1
81.5,37.0455,41,2.5,C6,A5,C6,A5,C5,A4,C4,A3,C5,A4,C6,A5,C3,C3,F1
82.0,37.2727,42,1.0,C6,C6,C6,A5,C5,A4,C4,A3,C5,A4,C6,A5,C4,F2,F1
83.0,37.7273,42,2.0,C6,C6,B-5,G5,B-4,G4,A3,F3,A4,F4,B-5,G5,C3,C3,F1
83.25,37.8409,42,2.25,C6,C6,A5,F5,A4,F4,A3,F3,A4,F4,A5,F5,C3,C3,F1
83.5,37.9545,42,2.5,C6,C6,G5,E5,G4,E4,F3,F3,F4,A3,G5,E5,C3,C3,F1
83.75,38.0682,42,2.75,C6,C6,F5,D5,F4,D4,F3,F3,F4,A3,F5,D5,C3,C3,F1
84.0,38.1818,43,1.0,E5,C5,E5,C5,E4,C4,B-3,B-3,r,r,E5,C5,C4,C2,C2
84.5,38.4091,43,1.5,F5,D5,F5,D5,F4,D4,A3,A3,F4,A3,F5,D5,C4,C2,C2
85.0,38.6364,43,2.0,G5,E5,G5,E5,G4,E4,G3,G3,G4,C4,G5,E5,C3,C3,C2
85.5,38.8636,43,2.5,A5,F5,A5,F5,A4,F4,F3,F3,G4,C4,A5,F5,C3,C3,C2
85.75,38.9773,43,2.75,G5,E5,G5,E5,G4,E4,G3,G3,G4,C4,G5,E5,C3,C3,C2
86.0,39.0909,44,1.0,F5,D5,F5,D5,F4,D4,A3,A3,F4,A3,F5,D5,C4,C2,C2
86.5,39.3182,44,1.5,G5,E5,G5,E5,G4,E4,G3,G3,G4,C4,G5,E5,C4,C2,C2
87.0,39.5455,44,2.0,A5,F5,A5,F5,A4,F4,F3,F3,A4,F4,A5,F5,C3,C3,C2
87.5,39.7727,44,2.5,B-5,G5,B-5,G5,B-4,G4,E3,E3,A4,F4,B-5,G5,C3,C3,C2
87.75,39.8864,44,2.75,A5,F5,A5,F5,A4,F4,F3,F3,A4,F4,A5,F5,C3,C3,C2
88.0,40.0,45,1.0,G5,E5,G5,E5,G4,E4,G3,G3,G4,C4,G5,E5,C4,C2,C2
88.5,40.2273,45,1.5,B-5,G5,B-5,G5,B-4,G4,E3,E3,B-4,G4,B-5,G5,C4,C2,C2
89.0,40.4545,45,2.0,B-5,G5,B-5,G5,B-4,G4,C3,C3,B-4,G4,B-5,G5,C3,C3,C2
89.5,40.6818,45,2.5,B-5,G5,B-5,G5,B-4,G4,E3,E3,B-4,G4,B-5,G5,C3,C3,C2
90.0,40.9091,46,1.0,B-5,B-5,B-5,G5,B-4,G4,G3,G3,B-4,G4,B-5,G5,C4,C2,C2
90.5,41.1364,46,1.5,r,r,B-5,G5,B-4,G4,E3,E3,B-4,G4,B-5,G5,C4,C2,C2
91.0,41.3636,46,2.0,C6,C6,C6,A5,C5,A4,C3,C3,B-4,G4,C6,A5,C3,C3,C2
91.25,41.4773,46,2.25,C6,C6,B-5,G5,B-4,G4,C3,C3,B-4,G4,B-5,G5,C3,C3,C2
91.5,41.5909,46,2.5,r,r,A5,F5,A4,F4,C4,C4,G4,C4,A5,F5,C3,C3,C2
91.75,41.7045,46,2.75,r,r,G5,E5,G4,E4,C4,C4,G4,C4,G5,E5,C3,C3,C2
92.0,41.8182,47,1.0,r,r,A5,F5,A4,F4,A3,A3,A4,F4,A5,F5,C4,F2,F1
92.5,42.0455,47,1.5,r,r,B-5,G5,B-4,G4,G3,G3,B-4,G4,B-5,G5,C4,F2,F1
93.0,42.2727,47,2.0,C6,C6,C6,A5,C5,A4,F3,F3,C5,A4,C6,A5,C3,C3,F1
93.5,42.5,47,2.5,r,r,C6,A5,D5,B-4,E3,E3,C5,A4,D6,B-5,C3,C3,F1
93.75,42.6136,47,2.75,r,r,C6,A5,C5,A4,F3,F3,C5,A4,C6,A5,C3,C3,F1
94.0,42.7273,48,1.0,r,r,B-5,G5,B-4,G4,G3,G3,B-4,G4,B-5,G5,C4,F2,F1
94.5,42.9545,48,1.5,r,r,G5,E5,B-4,G4,C3,C3,G4,C4,C6,E5,C4,F2,F1
94.75,43.0682,48,1.75,r,r,G5,E5,B-4,G4,C3,C3,G4,C4,B-5,E5,C4,F2,F1
95.0,43.1818,48,2.0,C6,C6,B-5,G5,B-4,G4,G3,G3,B-4,G4,G5,G5,C3,C3,F1
95.5,43.4091,48,2.5,r,r,G5,E5,G4,E4,C3,C3,G4,C4,C6,E5,C3,C3,F1
95.75,43.5227,48,2.75,r,r,G5,E5,G4,E4,C3,C3,G4,C4,B-5,E5,C3,C3,F1
96.0,43.6364,49,1.0,r,r,A5,F5,A4,F4,A3,A3,A4,F4,A5,F5,C4,F2,F1
96.5,43.8636,49,1.5,r,r,B-5,G5,B-4,G4,G3,G3,B-4,G4,B-5,G5,C4,F2,F1
97.0,44.0909,49,2.0,C6,C6,C6,A5,C5,A4,F3,F3,C5,A4,C6,A5,C3,C3,F1
97.5,44.3182,49,2.5,r,r,C6,A5,C5,A4,E3,E3,C5,A4,D6,B-5,C3,C3,F1
97.75,44.4318,49,2.75,r,r,C6,A5,C5,A4,F3,F3,C5,A4,C6,A5,C3,C3,F1
98.0,44.5455,50,1.0,r,r,B-5,G5,B-4,G4,G3,G3,B-4,G4,B-5,G5,C4,F2,F1
98.5,44.7727,50,1.5,r,r,G5,E5,B-4,G4,C3,C3,G4,C4,C6,E5,C4,F2,F1
98.75,44.8864,50,1.75,r,r,G5,E5,B-4,G4,C3,C3,G4,C4,B-5,E5,C4,F2,F1
99.0,45.0,50,2.0,C6,C6,B-5,G5,B-4,G4,G3,G3,B-4,G4,G5,G5,C3,C3,F1
99.5,45.2273,50,2.5,r,r,G5,E5,G4,E4,C3,C3,G4,C4,C6,E5,C3,C3,F1
99.75,45.3409,50,2.75,r,r,G5,E5,G4,E4,C3,C3,G4,C4,B-5,E5,C3,C3,F1
100.0,45.4545,51,1.0,C6,C6,A5,F5,A4,F4,F3,F3,A4,F4,A5,F5,C4,F2,F1
100.5,45.6818,51,1.5,r,r,G5,E5,G4,E4,B-3,G3,G4,C4,C6,E5,C4,F2,F1
100.75,45.7955,51,1.75,r,r,G5,E5,G4,E4,B-3,G3,G4,C4,B-5,E5,C4,F2,F1
101.0,45.9091,51,2.0,r,r,B-5,G5,B-4,G4,G3,C3,G4,C4,G5,G5,C3,C3,F1
101.5,46.1364,51,2.5,r,r,G5,E5,G4,E4,B-3,G3,G4,C4,C6,E5,C3,C3,F1
101.75,46.25,51,2.75,r,r,G5,E5,G4,E4,B-3,G3,G4,C4,B-5,E5,C3,C3,F1
102.0,46.3636,52,1.0,C6,C6,A5,F5,A4,F4,A3,F3,A4,F4,A5,F5,C4,F2,F1
102.5,46.5909,52,1.5,C6,C6,G5,E5,G4,E4,B-3,G3,G4,C4,C6,E5,C4,F2,F1
102.75,46.7045,52,1.75,C6,C6,G5,E5,G4,E4,B-3,G3,G4,C4,B-5,E5,C4,F2,F1
103.0,46.8182,52,2.0,r,r,B-5,G5,B-4,G4,G3,C3,G4,C4,G5,G5,C3,C3,F1
103.5,47.0455,52,2.5,C6,C6,G5,E5,G4,E4,B-3,G3,G4,C4,C6,E5,C3,C3,F1
103.75,47.1591,52,2.75,C6,C6,G5,E5,G4,E4,B-3,G3,G4,C4,B-5,E5,C3,C3,F1
104.0,47.2727,53,1.0,A5,F5,A5,F5,A4,F4,A3,F3,A4,F4,A5,F5,F3,F2,F1
104.3333,47.4242,53,1.3333,A5,F5,A5,F5,A4,F4,A3,F3,A4,F4,A5,F5,F3,F2,F1
104.6667,47.5758,53,1.6667,r,r,r,r,A4,F4,A3,F3,r,r,r,r,r,r,r
105.0,47.7273,53,2.0,r,r,r,r,A4,F4,A3,F3,r,r,r,r,r,r,r
105.3333,47.8788,53,2.3333,r,r,r,r,A4,F4,A3,F3,r,r,r,r,r,r,r
105.6667,48.0303,53,2.6667,r,r,r,r,A4,F4,A3,F3,r,r,r,r,r,r,r
106.0,48.1818,54,1.0,r,r,r,r,A4,F4,A3,F3,r,r,r,r,r,r,r
106.5,48.4091,54,1.5,r,r,r,r,r,r,r,r,r,r,F4,r,r,r,r
