qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,F Horn 1,F Horn 2,F Horn 3,F Horn 4,F Trumpet 1,F Trumpet 2,F Trumpet 3,Alto Trombone,Tenor Trombone,Bass Trombone,Bass Tuba,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
1198.0,1202.0,P4(Violoncello)&P4(Contrabass),,,,,,,,,,,,,,,,,,,,,,Main Part,P4(Flute 1)&P8(Contrabass),P4(Flute 1)&P8(Violoncello)
1202.0,1206.0,Main Part,,,,,P5(Violin 2),,,,,,,,,,,,,,,,P5(Bb Clarinet 2),,P8(Contrabass),P8(Violoncello)
1206.0,1210.0,P4(Violoncello)&P4(Contrabass),,,,,,,,,,,,,,,,,,,,,,Main Part,P4(Flute 1)&P8(Contrabass),P4(Flute 1)&P8(Violoncello)
1210.0,1214.0,Main Part,,,,,P5(Violin 2),,,,,,,,,,,,,,,,P5(Bb Clarinet 2),,P8(Contrabass),P8(Violoncello)
1214.0,1218.0,,,,P8(Bassoon 2)&U(F Horn 1)&U(F Horn 2)&P4(Alto Trombone)&P6(Tenor Trombone)&P8(Bass Trombone),,,,P8(Oboe 2)&P8(F Horn 1)&P8(F Horn 2)&P4(Alto Trombone)&P6(Tenor Trombone)&U(Bass Trombone),U(Oboe 2)&P8(Bassoon 2)&U(F Horn 2)&P4(Alto Trombone)&P6(Tenor Trombone)&P8(Bass Trombone),U(Oboe 2)&P8(Bassoon 2)&U(F Horn 1)&P4(Alto Trombone)&P6(Tenor Trombone)&P8(Bass Trombone),,,,,,P4(Oboe 2)&P4(Bassoon 2)&P4(F Horn 1)&P4(F Horn 2)&P3(Tenor Trombone)&P4(Bass Trombone)&P4(Timpani),P6(Oboe 2)&P6(Bassoon 2)&P6(F Horn 1)&P6(F Horn 2)&P3(Alto Trombone)&P6(Bass Trombone)&P6(Timpani),P8(Oboe 2)&U(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P4(Alto Trombone)&P6(Tenor Trombone),,P4(Alto Trombone)&P6(Tenor Trombone),,,Main Part,P8(Contrabass),P8(Violoncello)
1218.0,1222.0,U(Flute 2)&U(F Trumpet 1)&P4(F Trumpet 2)&P8(F Trumpet 3),U(Flute 1)&U(F Trumpet 1)&P4(F Trumpet 2)&P8(F Trumpet 3),U(Oboe 2),U(Oboe 1),U(Bb Clarinet 2),U(Bb Clarinet 1),U(Bassoon 2)&P8(Violoncello)&P8(Contrabass),U(Bassoon 1)&P8(Violoncello)&P8(Contrabass),U(F Horn 2),U(F Horn 1),,,U(Flute 1)&U(Flute 2)&P4(F Trumpet 2)&P8(F Trumpet 3),P4(Flute 1)&P4(Flute 2)&P4(F Trumpet 1)&P4(F Trumpet 3),P8(Flute 1)&P8(Flute 2)&P8(F Trumpet 1)&P4(F Trumpet 2),Main Part,,,,,,,,P8(Bassoon 1)&P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)
1222.0,1226.0,U(Flute 2),U(Flute 1),U(Oboe 2),U(Oboe 1),U(Bb Clarinet 2),U(Bb Clarinet 1),U(Bassoon 2)&U(Bass Trombone)&P8(Violoncello)&P8(Contrabass),U(Bassoon 1)&U(Bass Trombone)&P8(Violoncello)&P8(Contrabass),U(F Horn 2),U(F Horn 1),P8(F Horn 4),P8(F Horn 3),Main Part,,,,,U(Bassoon 1)&U(Bassoon 2)&P8(Violoncello)&P8(Contrabass),,,,,,P8(Bassoon 1)&P8(Bassoon 2)&P8(Bass Trombone)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Bass Trombone)&P8(Violoncello)
1226.0,1230.0,U(Flute 2),U(Flute 1),U(Oboe 2),U(Oboe 1),U(Bb Clarinet 2),U(Bb Clarinet 1),U(Bassoon 2)&P8(Violoncello)&P8(Contrabass),U(Bassoon 1)&P8(Violoncello)&P8(Contrabass),U(F Horn 2),U(F Horn 1),,,,,P8(Violin 1),Main Part,,P4(Main),,,P8(F Trumpet 3),,,P8(Bassoon 1)&P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)
1230.0,1234.0,U(Flute 2)&P8(Violin 1),U(Flute 1)&P8(Violin 1),,,U(Bb Clarinet 2),U(Bb Clarinet 1),U(Bassoon 2)&P4(Alto Trombone)&P2(Tenor Trombone)&U(Bass Trombone)&U(Violoncello)&P8(Contrabass),U(Bassoon 1)&P4(Alto Trombone)&P2(Tenor Trombone)&U(Bass Trombone)&U(Violoncello)&P8(Contrabass),U(F Horn 2),U(F Horn 1),P8(F Horn 4),P8(F Horn 3),Main Part,,,P4(Bassoon 1)&P4(Bassoon 2)&P5(Tenor Trombone)&P4(Bass Trombone)&P4(Violoncello)&P4(Contrabass),P2(Bassoon 1)&P2(Bassoon 2)&P5(Alto Trombone)&P2(Bass Trombone)&P2(Violoncello)&P2(Contrabass),U(Bassoon 1)&U(Bassoon 2)&P4(Alto Trombone)&P2(Tenor Trombone)&U(Violoncello)&P8(Contrabass),,,P8(Flute 1)&P8(Flute 2),,,U(Bassoon 1)&U(Bassoon 2)&P4(Alto Trombone)&P2(Tenor Trombone)&U(Bass Trombone)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P4(Alto Trombone)&P2(Tenor Trombone)&P8(Bass Trombone)&P8(Violoncello)
1234.0,1238.0,U(Flute 2)&U(Violin 1),U(Flute 1)&U(Violin 1),,,Main Part,,P8(Bassoon 2)&U(Alto Trombone)&U(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba)&P7(Timpani)&P8(Contrabass),P8(Bassoon 1)&P8(Alto Trombone)&P8(Tenor Trombone)&U(Bass Trombone)&U(Bass Tuba)&P7(Timpani)&U(Contrabass),P8(F Horn 2),P8(F Horn 1),,,P4(F Trumpet 2)&P6(F Trumpet 3),P4(F Trumpet 1)&P3(F Trumpet 3),P6(F Trumpet 1)&P3(F Trumpet 2),U(Bassoon 1)&P8(Bassoon 2)&U(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba)&P7(Timpani)&P8(Contrabass),U(Bassoon 1)&P8(Bassoon 2)&U(Alto Trombone)&P8(Bass Trombone)&P8(Bass Tuba)&P7(Timpani)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Alto Trombone)&P8(Tenor Trombone)&U(Bass Tuba)&P7(Timpani)&U(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Alto Trombone)&P8(Tenor Trombone)&U(Bass Trombone)&P7(Timpani)&U(Contrabass),P7(Bassoon 1)&P7(Bassoon 2)&P7(Alto Trombone)&P7(Tenor Trombone)&P7(Bass Trombone)&P7(Bass Tuba)&P7(Contrabass),U(Flute 1)&U(Flute 2),,,,P8(Bassoon 1)&U(Bassoon 2)&P8(Alto Trombone)&P8(Tenor Trombone)&U(Bass Trombone)&U(Bass Tuba)&P7(Timpani)
1238.0,1242.0,U(Flute 2)&U(Violin 1),U(Flute 1)&U(Violin 1),P3(Oboe 2),P3(Oboe 1),,,Main Part,P8(Main)&P8(Violoncello)&U(Contrabass),,,,,,,,U(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba),U(Alto Trombone)&P8(Bass Trombone)&P8(Bass Tuba),P8(Alto Trombone)&P8(Tenor Trombone)&U(Bass Tuba),P8(Alto Trombone)&P8(Tenor Trombone)&U(Bass Trombone),,U(Flute 1)&U(Flute 2),,,U(Main)&P8(Bassoon 2)&P8(Contrabass),P8(Main)&U(Bassoon 2)&P8(Violoncello)
1242.0,1246.0,U(Flute 2)&U(Violin 1),U(Flute 1)&U(Violin 1),,,Main Part,,P8(Bassoon 2)&U(Alto Trombone)&U(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba)&P8(Contrabass),P8(Bassoon 1)&P8(Alto Trombone)&P8(Tenor Trombone)&U(Bass Trombone)&U(Bass Tuba)&U(Contrabass),P8(F Horn 2),P8(F Horn 1),,,,,,U(Bassoon 1)&P8(Bassoon 2)&U(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba)&P8(Contrabass),U(Bassoon 1)&P8(Bassoon 2)&U(Alto Trombone)&P8(Bass Trombone)&P8(Bass Tuba)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Alto Trombone)&P8(Tenor Trombone)&U(Bass Tuba)&U(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Alto Trombone)&P8(Tenor Trombone)&U(Bass Trombone)&U(Contrabass),,U(Flute 1)&U(Flute 2),,,,P8(Bassoon 1)&U(Bassoon 2)&P8(Alto Trombone)&P8(Tenor Trombone)&U(Bass Trombone)&U(Bass Tuba)
1246.0,1250.0,U(Flute 2)&U(Violin 1),U(Flute 1)&U(Violin 1),,,,,Main Part,P8(Main)&P8(Violoncello)&U(Contrabass),,,,,P8(F Trumpet 2),P8(F Trumpet 1),,,,,,,U(Flute 1)&U(Flute 2),,,U(Main)&P8(Bassoon 2)&P8(Contrabass),P8(Main)&U(Bassoon 2)&P8(Violoncello)
1250.0,1252.0,U(Flute 2)&P5(F Horn 4)&P8(Violin 1),U(Flute 1)&P5(F Horn 4)&P8(Violin 1),U(Oboe 2)&U(Violin 2),U(Oboe 1)&U(Violin 2),P5(F Trumpet 1)&U(F Trumpet 2)&P3(F Trumpet 3),U(Viola),P8(Bassoon 2)&P3(Main)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P3(Main)&P8(Violoncello)&U(Contrabass),,P8(Tenor Trombone),,P5(Flute 1)&P5(Flute 2)&P5(Violin 1),P5(Bb Clarinet 1)&P5(F Trumpet 2)&P3(F Trumpet 3),U(Bb Clarinet 1)&P5(F Trumpet 1)&P3(F Trumpet 3),P3(Bb Clarinet 1)&P3(F Trumpet 1)&P3(F Trumpet 2),Main Part,P8(F Horn 2),P3(Main),,,P8(Flute 1)&P8(Flute 2)&P5(F Horn 4),U(Oboe 1)&U(Oboe 2),U(Bb Clarinet 2),U(Bassoon 1)&P8(Bassoon 2)&P3(Main)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P3(Main)&P8(Violoncello)
1252.0,1254.0,U(Flute 2)&P8(Violin 1),U(Flute 1)&P8(Violin 1),U(Oboe 2)&U(Violin 2),U(Oboe 1)&U(Violin 2),,U(Viola),P8(Bassoon 2)&U(Bass Trombone)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Bass Trombone)&P8(Violoncello)&P8(Contrabass),P8(F Horn 2),P8(F Horn 1),,,Main Part,,,P3(Tenor Trombone),P3(Alto Trombone),U(Bassoon 1)&P8(Bassoon 2)&U(Violoncello)&P8(Contrabass),,,P8(Flute 1)&P8(Flute 2),U(Oboe 1)&U(Oboe 2),U(Bb Clarinet 2),U(Bassoon 1)&P8(Bassoon 2)&U(Bass Trombone)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Bass Trombone)&P8(Violoncello)
1254.0,1256.0,U(Flute 2)&P8(F Trumpet 2)&U(Violin 1),U(Flute 1)&P8(F Trumpet 2)&U(Violin 1),U(Oboe 2)&U(Violin 2),U(Oboe 1)&U(Violin 2),,U(Viola),U(Bassoon 2)&U(Violoncello)&P8(Contrabass),U(Bassoon 1)&U(Violoncello)&P8(Contrabass),,P8(Bass Trombone),P4(F Horn 4)&P8(F Trumpet 3),P4(F Horn 3)&P4(F Trumpet 3),,P8(Flute 1)&P8(Flute 2)&P8(Violin 1),P8(F Horn 3)&P4(F Horn 4),Main Part,,P8(F Horn 2),,,U(Flute 1)&U(Flute 2)&P8(F Trumpet 2),U(Oboe 1)&U(Oboe 2),U(Bb Clarinet 2),U(Bassoon 1)&U(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)
1256.0,1258.0,U(Flute 2)&P8(Bb Clarinet 1)&U(Violin 1),U(Flute 1)&P8(Bb Clarinet 1)&U(Violin 1),U(Oboe 2)&U(Violin 2),U(Oboe 1)&U(Violin 2),P8(Flute 1)&P8(Flute 2)&P8(Violin 1),U(Viola),P8(Bassoon 2)&P8(Bass Trombone)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Bass Trombone)&P8(Violoncello)&P8(Contrabass),P4(Alto Trombone),,,P4(Main)&P4(F Trumpet 3),Main Part,,P4(F Horn 4)&P8(Main),P4(F Horn 1),,P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)&U(Contrabass),,,U(Flute 1)&U(Flute 2)&P8(Bb Clarinet 1),U(Oboe 1)&U(Oboe 2),U(Bb Clarinet 2),U(Bassoon 1)&P8(Bassoon 2)&P8(Bass Trombone)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&U(Bass Trombone)&P8(Violoncello)
1258.0,1260.0,U(Flute 2)&P8(Bb Clarinet 1)&P2(F Trumpet 1)&P2(F Trumpet 3)&P8(Violin 1),U(Flute 1)&P8(Bb Clarinet 1)&P2(F Trumpet 1)&P2(F Trumpet 3)&P8(Violin 1),U(Oboe 2)&U(Violin 2),U(Oboe 1)&U(Violin 2),P8(Flute 1)&P8(Flute 2)&P2(F Trumpet 1)&P2(F Trumpet 3)&P8(Violin 1),U(Viola),P8(Bassoon 2)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Violoncello)&U(Contrabass),,,P2(F Trumpet 2),,P2(Flute 1)&P2(Flute 2)&P2(Bb Clarinet 1)&P8(F Trumpet 3)&P2(Violin 1),P2(F Horn 3),P2(Flute 1)&P2(Flute 2)&P2(Bb Clarinet 1)&P8(F Trumpet 1)&P2(Violin 1),Main Part,,P4(Main),,,P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 1)&P2(F Trumpet 1)&P2(F Trumpet 3),U(Oboe 1)&U(Oboe 2),U(Bb Clarinet 2),U(Bassoon 1)&P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Violoncello)
1260.0,1262.0,U(Flute 2)&P8(Bb Clarinet 1)&P8(Violin 1),U(Flute 1)&P8(Bb Clarinet 1)&P8(Violin 1),U(Oboe 2)&U(Violin 2),U(Oboe 1)&U(Violin 2),P8(Flute 1)&P8(Flute 2)&U(Violin 1),U(Viola),P8(Bassoon 2)&U(Bass Trombone)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Bass Trombone)&P8(Violoncello)&P8(Contrabass),P5(Tenor Trombone),,,P8(Main)&P8(F Trumpet 3),Main Part,,P8(F Horn 4)&P8(Main),,P5(F Horn 1),U(Bassoon 1)&P8(Bassoon 2)&U(Violoncello)&P8(Contrabass),,,P8(Flute 1)&P8(Flute 2)&U(Bb Clarinet 1),U(Oboe 1)&U(Oboe 2),U(Bb Clarinet 2),U(Bassoon 1)&P8(Bassoon 2)&U(Bass Trombone)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Bass Trombone)&P8(Violoncello)
1262.0,1266.0,U(Flute 2)&P8(Bb Clarinet 1),U(Flute 1)&P8(Bb Clarinet 1),,U(Violin 2),P8(Flute 1)&P8(Flute 2),,U(Bassoon 2)&P3(F Horn 2)&P3(Alto Trombone),U(Bassoon 1)&P3(F Horn 2)&P3(Alto Trombone),P5(Tenor Trombone),P3(Bassoon 1)&P3(Bassoon 2)&P8(Alto Trombone)&P3(Bass Trombone),,,Main Part,,P8(Main),P3(Bassoon 1)&P3(Bassoon 2)&P8(F Horn 2)&P3(Bass Trombone),P5(F Horn 1),P3(F Horn 2)&P3(Alto Trombone),,,,U(Oboe 2),,P8(Contrabass),P8(Violoncello)
1266.0,1270.0,,,Main Part,,,,,,,,P4(F Horn 4),P4(F Horn 3),,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
1270.0,1274.0,,,Main Part,,,,,,,,,,,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
1274.0,1282.0,Main Part,U(Main)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),U(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&P4(F Horn 1)&P3(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&P2(F Trumpet 1)&P8(F Trumpet 2)&P2(F Trumpet 3)&P8(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba)&P2(Timpani),U(Oboe 1)&P8(Bassoon 1)&P8(Bassoon 2)&P4(F Horn 1)&P3(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&P2(F Trumpet 1)&P8(F Trumpet 2)&P2(F Trumpet 3)&P8(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba)&P2(Timpani),P8(Main)&P8(Flute 2)&U(Bb Clarinet 2),P8(Main)&P8(Flute 2)&U(Bb Clarinet 1),P8(Oboe 1)&P8(Oboe 2)&U(Bassoon 2)&P4(F Horn 1)&P3(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&P2(F Trumpet 1)&P8(F Trumpet 2)&P2(F Trumpet 3)&P8(Alto Trombone)&U(Tenor Trombone)&U(Bass Trombone)&U(Bass Tuba)&P2(Timpani),P8(Oboe 1)&P8(Oboe 2)&U(Bassoon 1)&P4(F Horn 1)&P3(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&P2(F Trumpet 1)&P8(F Trumpet 2)&P2(F Trumpet 3)&P8(Alto Trombone)&U(Tenor Trombone)&U(Bass Trombone)&U(Bass Tuba)&P2(Timpani),P4(Oboe 1)&P4(Oboe 2)&P4(Bassoon 1)&P4(Bassoon 2)&P6(F Horn 2)&P4(F Horn 3)&P4(F Horn 4)&P3(F Trumpet 1)&P4(F Trumpet 2)&P3(F Trumpet 3)&P4(Alto Trombone)&P4(Tenor Trombone)&P4(Bass Trombone)&P4(Bass Tuba)&P3(Timpani),P3(Oboe 1)&P3(Oboe 2)&P3(Bassoon 1)&P3(Bassoon 2)&P6(F Horn 1)&P3(F Horn 3)&P3(F Horn 4)&P4(F Trumpet 1)&P3(F Trumpet 2)&P4(F Trumpet 3)&P3(Alto Trombone)&P3(Tenor Trombone)&P3(Bass Trombone)&P3(Bass Tuba)&P4(Timpani),P8(Oboe 1)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&P4(F Horn 1)&P3(F Horn 2)&U(F Horn 4)&P2(F Trumpet 1)&U(F Trumpet 2)&P2(F Trumpet 3)&U(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba)&P2(Timpani),P8(Oboe 1)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&P4(F Horn 1)&P3(F Horn 2)&U(F Horn 3)&P2(F Trumpet 1)&U(F Trumpet 2)&P2(F Trumpet 3)&U(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba)&P2(Timpani),P2(Oboe 1)&P2(Oboe 2)&P2(Bassoon 1)&P2(Bassoon 2)&P3(F Horn 1)&P4(F Horn 2)&P2(F Horn 3)&P2(F Horn 4)&P2(F Trumpet 2)&P8(F Trumpet 3)&P2(Alto Trombone)&P2(Tenor Trombone)&P2(Bass Trombone)&P2(Bass Tuba)&P8(Timpani),P8(Oboe 1)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&P4(F Horn 1)&P3(F Horn 2)&U(F Horn 3)&U(F Horn 4)&P2(F Trumpet 1)&P2(F Trumpet 3)&U(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba)&P2(Timpani),P2(Oboe 1)&P2(Oboe 2)&P2(Bassoon 1)&P2(Bassoon 2)&P3(F Horn 1)&P4(F Horn 2)&P2(F Horn 3)&P2(F Horn 4)&P8(F Trumpet 1)&P2(F Trumpet 2)&P2(Alto Trombone)&P2(Tenor Trombone)&P2(Bass Trombone)&P2(Bass Tuba)&P8(Timpani),P8(Oboe 1)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&P4(F Horn 1)&P3(F Horn 2)&U(F Horn 3)&U(F Horn 4)&P2(F Trumpet 1)&U(F Trumpet 2)&P2(F Trumpet 3)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba)&P2(Timpani),P8(Oboe 1)&P8(Oboe 2)&U(Bassoon 1)&U(Bassoon 2)&P4(F Horn 1)&P3(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&P2(F Trumpet 1)&P8(F Trumpet 2)&P2(F Trumpet 3)&P8(Alto Trombone)&U(Bass Trombone)&U(Bass Tuba)&P2(Timpani),P8(Oboe 1)&P8(Oboe 2)&U(Bassoon 1)&U(Bassoon 2)&P4(F Horn 1)&P3(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&P2(F Trumpet 1)&P8(F Trumpet 2)&P2(F Trumpet 3)&P8(Alto Trombone)&U(Tenor Trombone)&U(Bass Tuba)&P2(Timpani),P8(Oboe 1)&P8(Oboe 2)&U(Bassoon 1)&U(Bassoon 2)&P4(F Horn 1)&P3(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&P2(F Trumpet 1)&P8(F Trumpet 2)&P2(F Trumpet 3)&P8(Alto Trombone)&U(Tenor Trombone)&U(Bass Trombone)&P2(Timpani),P2(Oboe 1)&P2(Oboe 2)&P2(Bassoon 1)&P2(Bassoon 2)&P3(F Horn 1)&P4(F Horn 2)&P2(F Horn 3)&P2(F Horn 4)&P8(F Trumpet 1)&P2(F Trumpet 2)&P8(F Trumpet 3)&P2(Alto Trombone)&P2(Tenor Trombone)&P2(Bass Trombone)&P2(Bass Tuba),P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&U(Viola)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&U(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
1282.0,1290.0,Main Part,U(Main)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 3)&P8(F Horn 4)&P8(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba),P8(Main)&P8(Flute 2)&U(Oboe 2)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 3)&P8(F Horn 4)&P8(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba),P8(Main)&P8(Flute 2)&U(Oboe 1)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 3)&P8(F Horn 4)&P8(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba),P8(Main)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 3)&P8(F Horn 4)&P8(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba),P8(Main)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 3)&P8(F Horn 4)&P8(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 2)&P8(F Horn 3)&P8(F Horn 4)&P8(Alto Trombone)&P8(Tenor Trombone)&U(Bass Trombone)&U(Bass Tuba),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 1)&P8(F Horn 3)&P8(F Horn 4)&P8(Alto Trombone)&P8(Tenor Trombone)&U(Bass Trombone)&U(Bass Tuba),P3(F Trumpet 1)&P3(F Trumpet 3),,P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(F Horn 4)&U(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(F Horn 3)&U(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba),P3(F Horn 1)&P8(F Trumpet 3),,P3(F Horn 1)&P8(F Trumpet 1),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(F Horn 3)&U(F Horn 4)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 3)&P8(F Horn 4)&P8(Alto Trombone)&P8(Bass Trombone)&P8(Bass Tuba),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 1)&U(Bassoon 2)&P8(F Horn 3)&P8(F Horn 4)&P8(Alto Trombone)&P8(Tenor Trombone)&U(Bass Tuba),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 1)&U(Bassoon 2)&P8(F Horn 3)&P8(F Horn 4)&P8(Alto Trombone)&P8(Tenor Trombone)&U(Bass Trombone),,P8(Violin 2),P8(Violin 1),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
