qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,F Horn 1,F Horn 2,F Horn 3,F Horn 4,F Trumpet 1,F Trumpet 2,F Trumpet 3,Alto Trombone,Tenor Trombone,Bass Trombone,Bass Tuba,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
34.0,28.7324,9,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,B-3,C#3,F2,F1
35.0,29.5775,9,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,B-3,C#3,F3,F2
36.0,30.4225,10,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,B-3,C#3,E3,E2
37.0,31.2676,10,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,B-3,C#3,E2,E1
38.0,32.1127,10,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,B-3,C3,F2,F1
39.0,32.9577,10,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,B-3,C3,F3,F2
40.0,33.8028,11,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,B-3,C3,F#3,F#2
41.0,34.6479,11,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,B-3,C3,F#2,F#1
42.0,35.493,11,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,B-3,C#3,F2,F1
43.0,36.338,11,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,B-3,C#3,F3,F2
44.0,37.1831,12,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,B-3,G3,E3,E2
45.0,38.0282,12,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,B-3,G3,E2,E1
46.0,38.8732,12,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,B-3,G3,E3,E2
47.0,39.7183,12,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,B-3,G3,E2,E1
48.0,40.5634,13,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,B-3,C3,F3,F2
49.0,41.4085,13,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,B-3,C3,F2,F1
50.0,42.2535,13,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,A3,C3,F3,F2
51.0,43.0986,13,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,B-3,C3,F2,F1
52.0,43.9437,14,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,A3,C3,F3,F2
53.0,44.7887,14,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,A3,C3,F2,F1
56.0,47.3239,15,1.0,F#4,F#4,F#4,F#4,F#4,F#4,F#2,F#2,F#4,F#4,F#3,F#3,F#4,F#4,F#4,F#3,F#3,F#2,F#2,r,F#4,F#4,F#3,F#2,F#1
59.5,50.2817,15,2.75,B-4,B-4,B-4,B-4,B-4,B-4,B-2,B-2,r,r,r,r,r,r,r,r,r,r,r,r,B-4,B-4,B-3,B-2,B-1
59.75,50.493,15,2.875,C#5,C#5,C#5,C#5,C#5,C#5,C#3,C#3,r,r,r,r,r,r,r,r,r,r,r,r,C#5,C#5,C#4,C#3,C#2
60.0,50.7042,16,1.0,F#5,F#5,F#5,F#5,F#5,F#5,F#3,F#3,F#4,F#4,F#3,F#3,F#4,F#4,F#4,F#3,F#3,F#2,F#2,r,F#5,F#5,F#4,F#3,F#2
61.75,52.1831,16,1.875,B-4,B-4,B-4,B-4,B-4,B-4,B-2,B-2,r,r,r,r,r,r,r,r,r,r,r,r,B-4,B-4,B-3,B-2,B-1
61.875,52.2887,16,1.9375,C#5,C#5,C#5,C#5,C#5,C#5,C#3,C#3,r,r,r,r,r,r,r,r,r,r,r,r,C#5,C#5,C#4,C#3,C#2
62.0,52.3944,16,2.0,F#5,F#5,F#5,F#5,F#5,F#5,F#3,F#3,F#4,F#4,F#3,F#3,F#4,F#4,F#4,F#3,F#3,F#2,F#2,r,F#5,F#5,F#4,F#3,F#2
63.75,53.8732,16,2.875,B-5,B-5,B-5,B-5,B-4,B-4,B-3,B-3,r,r,r,r,r,r,r,r,r,r,r,r,B-5,B-5,B-4,B-3,B-2
63.875,53.9789,16,2.9375,C#6,C#6,C#6,C#6,C#5,C#5,C#4,C#4,r,r,r,r,r,r,r,r,r,r,r,r,C#6,C#6,C#5,C#4,C#3
64.0,54.0845,17,1.0,F#6,F#6,F#5,F#5,F#5,F#5,F#4,F#4,F#4,F#4,F#3,F#3,F#5,F#5,F#4,F#4,F#3,F#3,F#3,r,F#6,F#6,F#5,F#4,F#3
68.0,57.4648,18,1.0,r,r,r,r,r,r,r,r,r,r,r,r,C#5,C#4,r,r,r,r,r,r,r,r,r,r,r
70.0,59.1549,18,2.0,r,r,r,r,r,r,r,r,r,r,r,r,D5,D4,r,r,r,r,r,r,r,r,r,r,r
72.0,60.8451,19,1.0,r,r,r,r,r,r,r,r,A4,A3,C#4,A3,E5,E4,A4,C#4,E3,A3,A2,r,r,r,r,r,r
74.0,62.5352,19,2.0,r,r,r,r,r,r,r,r,A4,D4,A3,D3,F#5,F#4,A4,F#4,A3,D3,D2,r,r,r,r,r,r
75.5,63.8028,19,2.75,r,r,r,r,r,r,r,r,A4,D4,A3,E3,F#5,F#4,A4,F#4,A3,E3,E2,r,r,r,r,r,r
76.0,64.2254,20,1.0,r,r,r,r,r,r,r,r,A4,D4,A3,F#3,F#5,F#4,A4,F#4,A3,F#3,F#2,r,r,r,r,r,r
78.0,65.9155,20,2.0,r,r,r,r,r,r,r,r,A4,D4,A3,G3,F#5,F#4,A4,F#4,D4,G3,G2,r,r,r,r,r,r
80.0,67.6056,21,1.0,r,r,r,r,r,r,r,r,A4,C#4,E4,A3,E5,E4,C#5,E4,C#4,A3,A2,r,r,r,r,r,r
92.0,77.7465,23,1.0,B-4,B-4,B-4,B-4,B-4,B-4,B-2,B-2,B-4,B-3,B-3,B-2,B-4,B-4,B-3,B-3,B-3,B-2,B-1,B2,B-4,B-3,B-3,B-2,B-1
95.5,80.7042,23,2.75,D5,D5,D5,D5,D5,D5,D3,D3,r,r,r,r,r,r,r,r,r,r,r,B2,D5,D4,D4,D3,D2
95.75,80.9155,23,2.875,F5,F5,F5,F5,F5,F5,F3,F3,r,r,r,r,r,r,r,r,r,r,r,B2,F5,F4,F4,F3,F2
96.0,81.1268,24,1.0,B-5,B-5,B-5,B-5,B-5,B-5,B-3,B-3,B-4,B-3,B-3,B-2,B-4,B-4,B-3,B-3,B-3,B-2,B-1,B2,B-5,B-4,B-4,B-3,B-2
97.75,82.6056,24,1.875,D5,D5,D5,D5,D5,D5,D3,D3,r,r,r,r,r,r,r,r,r,r,r,B2,D5,D4,D4,D3,D2
97.875,82.7113,24,1.9375,F5,F5,F5,F5,F5,F5,F3,F3,r,r,r,r,r,r,r,r,r,r,r,B2,F5,F4,F4,F3,F2
98.0,82.8169,24,2.0,B-5,B-5,B-5,B-5,B-5,B-5,B-3,B-3,B-4,B-3,B-3,B-2,B-4,B-4,B-3,B-3,B-3,B-2,B-1,B2,B-5,B-4,B-4,B-3,B-2
99.75,84.2958,24,2.875,D6,D6,D5,D5,D5,D5,D3,D3,r,r,r,r,r,r,r,r,r,r,r,B2,D6,D5,D4,D4,D3
99.875,84.4014,24,2.9375,F6,F6,F5,F5,F5,F5,F3,F3,r,r,r,r,r,r,r,r,r,r,r,B2,F6,F5,F4,F4,F3
100.0,84.507,25,1.0,B-5,B-5,B-5,B-5,B-5,B-5,B-3,B-3,B-4,B-3,B-3,B-2,B-4,B-4,B-4,B-3,B-3,B-2,B-2,B2,B-6,B-5,B-4,B-4,B-3
104.0,87.8873,26,1.0,r,r,r,r,r,r,r,r,r,r,r,r,C5,C4,r,r,r,r,r,r,r,r,r,r,r
106.0,89.5775,26,2.0,r,r,r,r,r,r,r,r,r,r,r,r,D5,D4,r,r,r,r,r,r,r,r,r,r,r
108.0,91.2676,27,1.0,r,r,r,r,r,r,r,r,G#4,E4,B3,E3,E5,E4,B4,G#4,B3,E3,E2,r,r,r,r,r,r
110.0,92.9577,27,2.0,r,r,r,r,r,r,r,r,A4,C#4,E4,E3,E5,E4,A4,E4,C#4,A2,A1,r,r,r,r,r,r
111.5,94.2254,27,2.75,r,r,r,r,r,r,r,r,A4,C#4,E4,E3,E5,E4,A4,E4,C#4,B2,B1,r,r,r,r,r,r
112.0,94.6479,28,1.0,r,r,r,r,r,r,r,r,A4,C#4,E4,E3,E5,E4,A4,E4,C#4,C#3,C#2,r,r,r,r,r,r
114.0,96.338,28,2.0,r,r,r,r,r,r,r,r,A4,C#4,E4,E3,E5,E4,A4,A4,C#4,D3,D2,r,r,r,r,r,r
116.0,98.0282,29,1.0,r,r,r,r,r,r,r,r,G#4,B3,E4,E3,E5,E4,G#4,G#4,B3,E3,E2,r,r,r,r,r,r
128.0,108.169,31,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,r,E4,A3,r,A1
130.0,109.0262,31,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,E5,E4,A3,r,A1
132.0,109.8833,32,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,E5,E4,A3,A2,A1
132.5,110.0976,32,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,D5,E4,A3,A2,A1
133.0,110.3119,32,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,C#5,r,A3,E3,A1
133.5,110.5262,32,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,B-4,r,A3,E3,A1
133.75,110.6333,32,1.875,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,B-4,r,A3,D3,A1
134.0,110.7404,32,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,A4,r,E4,C#3,A1
134.5,110.9547,32,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,G4,r,E4,C#3,A1
135.0,111.169,32,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,F4,r,E4,B2,A1
135.5,111.3833,32,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,E4,r,E4,C#3,A1
136.0,111.5976,33,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,D4,F4,B-3,D3,A1
137.0,112.0262,33,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,r,B-3,B-3,r,A1
137.75,112.3476,33,1.875,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,r,C4,B-3,r,A1
138.0,112.4547,33,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,F5,D4,B-3,r,A1
139.0,112.8833,33,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,F5,E4,B-3,r,A1
140.0,113.3119,34,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,F5,F4,B-3,D3,A1
140.5,113.5262,34,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,E5,F4,B-3,D3,A1
141.0,113.7404,34,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,D5,r,B-3,B-3,A1
141.5,113.9547,34,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,C5,r,B-3,B-3,A1
141.75,114.0619,34,1.875,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,C5,r,B-3,F3,A1
142.0,114.169,34,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,B-4,r,B-3,D3,A1
142.5,114.3833,34,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,A4,r,B-3,D3,A1
143.0,114.5976,34,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,G4,r,B-3,C#3,A1
143.5,114.8119,34,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,F4,r,B-3,D3,A1
144.0,115.0262,35,1.0,r,r,G4,G4,B-3,B-3,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,E4,G4,E4,G3,A1
145.0,115.4547,35,1.5,r,r,C4,C4,B-3,B-3,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,r,C4,E4,r,A1
145.75,115.7762,35,1.875,r,r,D4,D4,B-3,B-3,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,r,D4,E4,r,A1
146.0,115.8833,35,2.0,r,r,E4,E4,G3,G3,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,B-4,E4,C4,G3,A1
147.0,116.3119,35,2.5,r,r,B-4,B-4,G3,G3,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,E5,B-4,C4,C3,A1
147.75,116.6333,35,2.875,r,r,B-4,B-4,G3,G3,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,D5,B-4,C4,E3,A1
148.0,116.7404,36,1.0,r,r,A4,A4,C4,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,C5,A4,F4,A3,A1
149.0,117.169,36,1.5,r,r,D4,D4,C4,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,r,D4,F4,r,A1
149.75,117.4904,36,1.875,r,r,E4,E4,C4,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,r,E4,F4,r,A1
150.0,117.5976,36,2.0,r,r,F4,F4,A3,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,C5,F4,D4,A3,A1
151.0,118.0262,36,2.5,r,r,C5,C5,A3,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,F5,C5,D4,D3,A1
151.75,118.3476,36,2.875,r,r,C5,C5,A3,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,E5,C5,D4,F3,A1
152.0,118.4547,37,1.0,B-4,B-4,B-4,B-4,D4,D4,r,r,r,r,r,r,D4,r,r,r,r,r,r,A2,D5,B-4,G4,B-3,A1
153.0,118.8833,37,1.5,E4,E4,E4,E4,D4,D4,B-3,B-3,r,r,r,r,G4,r,r,r,r,r,r,A2,G4,E4,G4,B-3,A1
153.75,119.2047,37,1.875,F4,F4,F4,F4,D4,D4,B-3,B-3,r,r,r,r,G4,r,r,r,r,r,r,A2,G4,F4,G4,B-3,A1
154.0,119.3119,37,2.0,G4,G4,G4,G4,B-3,B-3,E3,E3,r,r,r,r,G4,r,r,r,r,r,r,A2,D5,G4,G4,E3,A1
154.75,119.6333,37,2.375,G4,G4,G4,G4,B-3,B-3,F3,F3,r,r,r,r,G4,r,r,r,r,r,r,A2,D5,G4,G4,F3,A1
155.0,119.7404,37,2.5,D5,D5,D5,D5,B-3,B-3,G3,G3,r,r,r,r,C4,r,r,r,r,r,r,A2,E4,D5,G4,G3,A1
156.0,120.169,38,1.0,C5,C5,C5,C5,E-4,E-4,r,r,r,r,r,r,C4,r,r,r,r,r,r,A2,r,C5,A4,r,A1
157.0,120.5976,38,1.5,F4,F4,F4,F4,E-4,E-4,C4,C4,r,r,r,r,B-4,r,r,r,r,r,r,A2,C5,F4,A4,C4,A1
157.75,120.919,38,1.875,A4,A4,A4,A4,E-4,E-4,C4,C4,r,r,r,r,F4,r,r,r,r,r,r,A2,C5,A4,A4,C4,A1
158.0,121.0262,38,2.0,C5,C5,C5,C5,C4,C4,F3,F3,r,r,r,r,C4,r,r,r,r,r,r,A2,F5,C5,A4,F3,A1
158.75,121.3476,38,2.375,C5,C5,C5,C5,C4,C4,A3,A3,r,r,r,r,C4,r,r,r,r,r,r,A2,C5,C5,A4,A3,A1
159.0,121.4547,38,2.5,E-5,E-5,E-5,E-5,C4,C4,C4,C4,r,r,r,r,r,r,r,r,r,r,r,A2,F4,E-5,A4,C4,A1
160.0,121.8833,39,1.0,D5,D5,r,r,F4,F4,D4,D4,r,r,r,r,D4,r,r,r,r,r,r,A2,D5,r,B-4,D4,A1
161.0,122.3119,39,1.5,F5,F5,D5,D5,D4,D4,G3,G3,D4,r,r,r,B-4,r,r,r,r,r,r,A2,F5,D5,B-4,G3,A1
161.75,122.6333,39,1.875,F5,F5,D5,D5,D4,D4,A3,A3,D4,r,r,r,A4,r,r,r,r,r,r,A2,F5,D5,B-4,A3,A1
162.0,122.7404,39,2.0,E5,E5,B-4,B-4,G4,G4,B-3,B-3,D4,r,r,r,G4,r,r,r,r,r,r,A2,E5,B-4,C#5,B-3,A1
162.75,123.0619,39,2.375,E5,E5,B-4,B-4,G4,G4,B-3,B-3,D4,r,r,r,G4,r,r,r,r,r,r,A2,E5,B-4,C#5,B-3,A1
163.0,123.169,39,2.5,G5,G5,E5,E5,E4,E4,r,r,D4,r,r,r,r,r,r,r,r,r,r,A2,G5,E5,C#5,r,A1
164.0,123.5976,40,1.0,F5,F5,C5,C5,A4,A4,F4,F4,r,r,r,r,C4,r,r,r,r,r,r,A2,F5,C5,D5,F4,A1
165.0,124.0262,40,1.5,A5,A5,F5,F5,F4,F4,B-3,B-3,D4,r,r,r,D5,r,r,r,r,r,r,A2,A5,F5,D5,B-3,A1
165.75,124.3476,40,1.875,A5,A5,F5,F5,F4,F4,C4,C4,D4,r,r,r,C5,r,r,r,r,r,r,A2,A5,F5,D5,C4,A1
166.0,124.4547,40,2.0,G5,G5,D5,D5,B-4,B-4,D4,D4,D4,r,r,r,B-4,r,r,r,r,r,r,A2,G5,D5,E5,D4,A1
166.75,124.7762,40,2.375,G5,G5,D5,D5,B-4,B-4,D4,D4,D4,r,r,r,B-4,r,r,r,r,r,r,A2,G5,D5,E5,D4,A1
167.0,124.8833,40,2.5,B-5,B-5,r,r,G4,G4,r,r,D4,r,r,r,r,r,r,r,r,r,r,A2,B-5,r,E5,r,A1
168.0,125.3119,41,1.0,A5,A5,F5,E-5,C5,C5,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,A5,F5,E-5,A2,A1
169.0,125.7404,41,1.5,C6,C6,F#5,E-5,A4,A4,r,r,r,r,r,r,A4,r,r,r,r,r,r,A2,C6,F#5,E-5,A2,A1
169.75,126.0619,41,1.875,C6,C6,F#5,E-5,A4,A4,r,r,r,r,r,r,D4,r,r,r,r,r,r,A2,C6,F#5,E-5,A2,A1
170.0,126.169,41,2.0,B-5,B-5,G5,D5,D5,D5,r,r,A3,A3,r,r,B-4,r,r,r,r,r,r,A2,B-5,G5,D5,A2,A1
170.75,126.4904,41,2.375,B-5,B-5,G5,D5,D5,D5,r,r,A3,A3,r,r,B-4,r,r,r,r,r,r,A2,B-5,G5,D5,A2,A1
171.0,126.5976,41,2.5,D6,D6,G#5,E5,B4,B4,r,r,A3,A3,r,r,B4,r,r,r,r,r,r,A2,D6,G#5,E5,A2,A1
171.75,126.919,41,2.875,D6,D6,G#5,E5,B4,B4,r,r,A3,A3,r,r,E4,r,r,r,r,r,r,A2,D6,G#5,E5,A2,A1
172.0,127.0262,42,1.0,C6,C6,A5,F5,E-5,E-5,r,r,A3,A3,r,r,C5,r,r,r,r,r,r,A2,C6,A5,F5,A2,A1
172.75,127.3476,42,1.375,C6,C6,A5,F5,E-5,E-5,r,r,A3,A3,r,r,C5,r,r,r,r,r,r,A2,C6,A5,F5,A2,A1
173.0,127.4547,42,1.5,E-6,E-6,A5,F#5,C5,C5,r,r,A3,A3,r,r,C5,r,r,r,r,r,r,A2,E-6,A5,F#5,A2,A1
173.75,127.7762,42,1.875,E-6,E-6,A5,F#5,C5,C5,r,r,A3,A3,r,r,F#4,r,r,r,r,r,r,A2,E-6,A5,F#5,A2,A1
174.0,127.8833,42,2.0,D6,D6,B-5,G5,F5,F5,r,r,A3,A3,r,r,D5,r,r,r,r,r,r,A2,D6,B-5,G5,A2,A1
174.75,128.2047,42,2.375,D6,D6,B-5,G5,F5,F5,r,r,A3,A3,r,r,D5,r,r,r,r,r,r,A2,D6,B-5,G5,A2,A1
175.0,128.3119,42,2.5,F6,F6,B5,G#5,D5,D5,r,r,A3,A3,r,r,D5,r,r,r,r,r,r,A2,F6,B5,G#5,A2,A1
175.75,128.6333,42,2.875,F6,F6,B5,G#5,D5,D5,r,r,A3,A3,r,r,G#4,r,r,r,r,r,r,A2,F6,B5,G#5,A2,A1
176.0,128.7404,43,1.0,E6,E6,C#6,C#6,E5,E5,A2,A2,A4,C#4,A2,A2,E5,E5,A4,E4,C#4,A2,A1,A2,E6,C#6,A5,A2,A1
177.0,129.5855,43,1.5,E6,E6,C#6,C#6,E5,E5,A2,A2,A4,C#4,A2,A2,E5,E5,A4,E4,C#4,A2,A1,A2,E6,C#6,A5,A2,A1
178.0,130.4306,43,2.0,E6,E6,E5,E5,E5,E5,C#3,C#3,A4,C#4,C#3,C#3,A4,A4,E4,E4,A3,C#3,C#2,r,E6,E6,E5,C#3,C#2
179.5,131.6982,43,2.75,E6,E6,E5,E5,E5,E5,E3,E3,G#4,B3,E3,E3,B4,B4,G#4,E4,E3,E3,E2,r,E6,E6,E5,E3,E2
180.0,132.1207,44,1.0,E6,E6,E5,E5,E5,E5,A3,A3,E4,A3,A3,A3,C#5,C#5,A4,E4,C#4,A3,A2,A2,E6,C#6,E5,A3,A2
181.0,132.9658,44,1.5,E6,E6,E5,E5,E5,E5,A3,A3,E4,A3,A3,A3,C#5,C#5,A4,E4,C#4,A3,A2,A2,E6,C#6,E5,A3,A2
182.0,133.8109,44,2.0,F6,F6,D6,G#5,F5,F5,E3,E3,r,r,E3,E3,F5,B4,G#4,E4,D4,E3,E2,r,F6,D6,G#5,E3,E2
