qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Eb Horn 1,Eb Horn 2,B Horn 3 [NB: B natural],B Horn 4 [NB: B natural],B Trumpet 1 [NB: B natural],B Trumpet 2 [NB: B natural],Violin 1,Violin 2,Viola,Violoncello,Contrabass
336.6667,172.9167,118,1.6667,E-6,r,E-5,r,C5,G#4,G#3,G#3,E-4,r,r,r,r,r,r,r,r,G#2,r
337.0,173.125,118,2.0,E-6,r,E-5,r,B-4,G#4,G#3,G#3,F4,r,r,r,r,r,r,r,r,C#2,r
337.5,173.4375,118,2.5,E-6,r,E-5,r,C5,G#4,G#3,G#3,F4,r,r,r,r,r,r,r,r,G#2,r
338.0,173.75,119,1.0,E-6,r,E-5,r,B-4,G#4,G#3,G#3,E-4,E-3,r,r,r,r,r,r,r,C2,r
338.3333,173.9583,119,1.3333,E-6,r,E-5,r,B-4,G#4,G#3,G#3,E-4,E-3,r,r,r,r,r,r,r,C2,r
338.5,174.0625,119,1.5,E-6,r,E-5,r,G#4,G#4,G#3,G#3,E-4,E-3,r,r,r,r,r,r,r,G#2,r
338.6667,174.1667,119,1.6667,F6,r,F5,r,G#4,G#4,G#3,G#3,E-4,E-3,r,r,r,r,r,r,r,G#2,r
339.0,174.375,119,2.0,G6,r,G5,r,B-4,G4,G3,G3,E-4,E-3,r,r,r,r,B-4,G4,G3,E-2,r
339.3333,174.5833,119,2.3333,F6,r,F5,r,B-4,G4,G3,G3,E-4,E-3,r,r,r,r,B-4,G4,G3,E-2,r
339.5,174.6875,119,2.5,F6,r,F5,r,B-4,G4,G3,G3,E-4,E-3,r,r,r,r,B-4,G4,G3,G2,r
339.6667,174.7917,119,2.6667,E-6,r,E-5,r,B-4,G4,G3,G3,E-4,E-3,r,r,r,r,B-4,G4,G3,G2,r
340.0,175.0,120,1.0,C#6,r,C#5,r,B-4,G4,G3,G3,E-4,E-3,r,r,r,r,B-4,G4,G3,B-2,r
340.3333,175.2083,120,1.3333,C6,r,C5,r,B-4,G4,G3,G3,E-4,E-3,r,r,r,r,B-4,G4,G3,B-2,r
340.5,175.3125,120,1.5,C6,r,C5,r,B-4,G4,G3,G3,E-4,E-3,r,r,r,r,B-4,G4,G3,D3,r
340.6667,175.4167,120,1.6667,B-5,r,B-4,r,B-4,G4,G3,G3,E-4,E-3,r,r,r,r,B-4,G4,G3,D3,r
341.0,175.625,120,2.0,F#6,r,F#5,r,C5,F#4,F#3,F#3,E-4,E-3,r,r,r,r,C5,F#4,F#3,E-3,r
341.3333,175.8333,120,2.3333,F6,r,F5,r,C5,F#4,F#3,F#3,E-4,E-3,r,r,r,r,C5,F#4,F#3,E-3,r
341.5,175.9375,120,2.5,F6,r,F5,r,C5,F#4,F#3,F#3,E-4,E-3,r,r,r,r,C5,F#4,F#3,E-2,r
341.6667,176.0417,120,2.6667,E-6,r,E-5,r,C5,F#4,F#3,F#3,E-4,E-3,r,r,r,r,C5,F#4,F#3,E-2,r
342.0,176.25,121,1.0,C#6,r,C#5,r,C#5,F4,F3,F3,B-3,B-2,r,r,r,r,C#5,F4,F3,B-2,r
342.3333,176.4583,121,1.3333,C#6,r,C#5,r,C5,E-4,F3,F3,B-3,B-2,r,r,r,r,C#5,F4,F3,B-2,r
342.5,176.5625,121,1.5,C#6,r,C#5,r,C5,E-4,F3,F3,B-3,B-2,r,r,r,r,E-5,C#4,F3,G#2,r
342.6667,176.6667,121,1.6667,C#6,r,C#5,r,B-4,C#4,F3,F3,B-3,B-2,r,r,r,r,E-5,C#4,F3,G#2,r
342.75,176.7188,121,1.75,C#6,r,C#5,r,B-4,C#4,F3,F3,B-3,B-2,r,r,r,r,F5,C#4,F3,G#2,r
343.0,176.875,121,2.0,r,r,r,r,r,r,C#4,B-3,r,r,r,r,r,r,E-5,C#4,B-3,G2,r
343.3333,177.0833,121,2.3333,r,r,r,r,r,r,C4,G#3,r,r,r,r,r,r,E-5,C#4,B-3,G2,r
343.5,177.1875,121,2.5,r,r,r,r,r,r,C4,G#3,r,r,r,r,r,r,C#5,E-4,B-3,E-3,r
343.6667,177.2917,121,2.6667,r,r,r,r,r,r,B-3,G3,r,r,r,r,r,r,C#5,E-4,B-3,E-3,r
344.0,177.5,122,1.0,r,r,r,r,C5,E-4,r,r,r,r,r,r,r,r,C5,E-4,E-3,G#2,r
344.3333,177.7083,122,1.3333,r,r,r,r,B-4,C#4,r,r,r,r,r,r,r,r,C5,E-4,E-3,G#2,r
344.5,177.8125,122,1.5,r,r,r,r,B-4,C#4,r,r,r,r,r,r,r,r,E-5,C4,E-3,G2,r
344.6667,177.9167,122,1.6667,r,r,r,r,G#4,C4,r,r,r,r,r,r,r,r,E-5,C4,E-3,G2,r
345.0,178.125,122,2.0,r,r,r,r,r,r,C4,G#3,r,r,r,r,r,r,C#5,C4,G#3,F2,r
345.3333,178.3333,122,2.3333,r,r,r,r,r,r,B-3,G3,r,r,r,r,r,r,C#5,C4,G#3,F2,r
345.5,178.4375,122,2.5,r,r,r,r,r,r,B-3,G3,r,r,r,r,r,r,C5,C#4,G#3,C#3,r
345.6667,178.5417,122,2.6667,r,r,r,r,r,r,G#3,F3,r,r,r,r,r,r,C5,C#4,G#3,C#3,r
346.0,178.75,123,1.0,r,r,r,r,B-4,C#4,r,r,r,r,r,r,r,r,B-4,C#4,C#3,G2,r
346.3333,178.9583,123,1.3333,r,r,r,r,G#4,C4,r,r,r,r,r,r,r,r,B-4,C#4,C#3,G2,r
346.5,179.0625,123,1.5,r,r,r,r,G#4,C4,r,r,r,r,r,r,r,r,C5,B-3,C#3,F2,r
346.6667,179.1667,123,1.6667,r,r,r,r,G4,B-3,r,r,r,r,r,r,r,r,C5,B-3,C#3,F2,r
346.75,179.2188,123,1.75,r,r,r,r,G4,B-3,r,r,r,r,r,r,r,r,C#5,B-3,C#3,F2,r
347.0,179.375,123,2.0,r,r,r,r,r,r,B-3,G3,r,r,r,r,r,r,C5,B-3,G3,E2,r
347.3333,179.5833,123,2.3333,r,r,r,r,r,r,G#3,F3,r,r,r,r,r,r,C5,B-3,G3,E2,r
347.5,179.6875,123,2.5,r,r,r,r,r,r,G#3,F3,r,r,r,r,r,r,G4,C4,G3,C3,r
347.6667,179.7917,123,2.6667,r,r,r,r,r,r,G3,E3,r,r,r,r,r,r,G4,C4,G3,C3,r
348.0,180.0,124,1.0,r,r,r,r,G#4,C4,r,r,r,r,r,r,r,r,G#4,C4,C3,F2,r
348.25,180.1563,124,1.25,r,r,r,r,G#4,C4,r,r,r,r,r,r,r,r,B-4,C4,C3,F2,r
348.3333,180.2083,124,1.3333,r,r,r,r,G4,B-3,r,r,r,r,r,r,r,r,B-4,C4,C3,F2,r
348.5,180.3125,124,1.5,r,r,r,r,G4,B-3,r,r,r,r,r,r,r,r,G#4,G#3,C3,E-2,r
348.6667,180.4167,124,1.6667,r,r,r,r,F4,G#3,r,r,r,r,r,r,r,r,G4,G#3,C3,E-2,r
348.8333,180.5208,124,1.8333,r,r,r,r,F4,G#3,r,r,r,r,r,r,r,r,G4,G#3,C3,E-2,r
349.0,180.625,124,2.0,r,r,r,r,r,r,G#3,F3,r,r,r,r,r,r,C5,G#3,F3,D2,r
349.3333,180.8333,124,2.3333,r,r,r,r,r,r,G3,E-3,r,r,r,r,r,r,C5,G#3,F3,D2,r
349.5,180.9375,124,2.5,r,r,r,r,r,r,G3,E-3,r,r,r,r,r,r,B-4,B-3,F3,B-2,r
349.6667,181.0417,124,2.6667,r,r,r,r,r,r,F3,D3,r,r,r,r,r,r,B-4,B-3,F3,B-2,r
350.0,181.25,125,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,B-3,G3,E-2,r
350.3333,181.4583,125,1.3333,r,r,r,r,G4,E-4,B-3,B-3,r,r,r,r,r,r,G4,B-3,G3,E-2,r
350.5,181.5625,125,1.5,r,r,r,r,G4,E-4,B-3,B-3,r,r,r,r,r,r,G4,E-4,E-3,G2,r
350.6667,181.6667,125,1.6667,r,r,r,r,E-4,B-3,G3,G3,r,r,r,r,r,r,G4,E-4,E-3,G2,r
351.0,181.875,125,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,C4,F3,G#2,r
351.3333,182.0833,125,2.3333,r,r,r,r,F4,C4,G#3,G#3,r,r,r,r,r,r,F4,C4,F3,G#2,r
351.5,182.1875,125,2.5,r,r,r,r,F4,C4,G#3,G#3,r,r,r,r,r,r,D4,B-3,F3,B-2,r
351.6667,182.2917,125,2.6667,r,r,r,r,D4,B-3,F3,F3,r,r,r,r,r,r,D4,B-3,F3,B-2,r
352.0,182.5,126,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,B-3,E-3,G#2,r
352.25,182.6563,126,1.25,r,r,r,r,E-3,E-3,r,r,r,r,r,r,r,r,E-4,B-3,E-3,G#2,r
352.5,182.8125,126,1.5,r,r,r,r,G3,G3,r,r,r,r,r,r,r,r,E-4,B-3,E-3,G2,r
352.75,182.9688,126,1.75,B-4,G4,r,r,B-3,G3,r,r,r,r,r,r,r,r,E-4,B-3,E-3,G2,r
353.0,183.125,126,2.0,E-5,B-4,r,r,E-4,B-3,r,r,r,r,r,r,r,r,E-4,B-3,E-3,F2,r
353.25,183.2813,126,2.25,G5,E-5,r,r,G4,E-4,r,r,r,r,r,r,r,r,E-4,B-3,E-3,F2,r
353.5,183.4375,126,2.5,B-5,G5,r,r,B-4,G4,r,r,r,r,r,r,r,r,E-4,B-3,E-3,E-2,r
353.75,183.5938,126,2.75,E-6,B-5,r,r,E-5,B-4,r,r,r,r,r,r,r,r,E-4,B-3,E-3,E-2,r
354.0,183.75,127,1.0,G6,E-6,r,r,G5,E-5,G4,E-4,E-4,E-3,r,r,r,r,r,r,r,C#2,C#2
354.25,183.9063,127,1.25,G6,E-6,r,r,G5,E-5,G4,E-4,E-4,E-3,r,r,r,r,r,r,E-3,C#2,C#2
354.5,184.0625,127,1.5,G6,E-6,r,r,G5,E-5,G4,E-4,E-4,E-3,r,r,r,r,r,r,G3,C#2,C#2
354.75,184.2188,127,1.75,F6,C#6,r,r,F5,C#5,F4,C#4,E-4,E-3,r,r,r,r,r,G3,B-3,C#2,C#2
355.0,184.375,127,2.0,E-6,C6,r,r,E-5,C5,E-4,C4,E-4,E-3,r,r,r,r,r,B-3,E-4,C#2,C#2
355.25,184.5313,127,2.25,E-6,C6,r,r,E-5,C5,E-4,C4,E-4,E-3,r,r,r,r,G4,E-4,B-3,C#2,C#2
355.5,184.6875,127,2.5,E-6,C6,r,r,E-5,C5,E-4,C4,E-4,E-3,r,r,r,r,B-4,G4,E-4,C#2,C#2
355.75,184.8438,127,2.75,C#6,B-5,r,r,C#5,B-4,C#4,B-3,E-4,E-3,r,r,r,r,E-5,B-4,G3,C#2,C#2
356.0,185.0,128,1.0,C6,G#5,r,r,C5,G#4,C4,G#3,E-4,E-3,r,r,r,r,G5,C5,E-3,C#2,C#2
356.5,185.3125,128,1.5,C6,G#5,r,r,C5,G#4,C4,G#3,E-4,E-3,r,r,r,r,G5,C5,E-3,C#2,C#2
356.75,185.4688,128,1.75,B-5,G5,r,r,B-4,G4,B-3,G3,E-4,E-3,r,r,r,r,G5,C5,E-3,C#2,C#2
357.0,185.625,128,2.0,G#5,F5,r,r,G#4,F4,G#3,F3,E-4,E-3,r,r,r,r,G5,C5,E-3,C#2,C#2
357.5,185.9375,128,2.5,G#5,F5,r,r,G#4,F4,G#3,F3,E-4,E-3,r,r,r,r,G5,C5,E-3,C#2,C#2
357.75,186.0938,128,2.75,G5,E-5,r,r,G4,E-4,G3,E-3,E-4,E-3,r,r,r,r,G5,C5,E-3,C#2,C#2
358.0,186.25,129,1.0,F6,C#6,r,r,F5,C#5,F4,C#4,E-4,E-3,G#3,G#3,r,r,r,r,r,C2,C2
358.25,186.4063,129,1.25,F6,C#6,r,r,F5,C#5,F4,C#4,E-4,E-3,G#3,G#3,r,r,r,r,F3,C2,C2
358.5,186.5625,129,1.5,F6,C#6,r,r,F5,C#5,F4,C#4,E-4,E-3,G#3,G#3,r,r,r,r,G#3,C2,C2
358.75,186.7188,129,1.75,E-6,C6,r,r,E-5,C5,E-4,C4,E-4,E-3,G#3,G#3,r,r,r,G#3,C4,C2,C2
359.0,186.875,129,2.0,C#6,B-5,r,r,C#5,B-4,C#4,B-3,r,r,G#3,G#3,r,r,r,C4,E-4,C2,C2
359.25,187.0313,129,2.25,C#6,B-5,r,r,C#5,B-4,C#4,B-3,r,r,G#3,G#3,r,r,G#4,E-4,C4,C2,C2
359.5,187.1875,129,2.5,C#6,B-5,r,r,C#5,B-4,C#4,B-3,r,r,G#3,G#3,r,r,C5,G#4,E-4,C2,C2
359.75,187.3438,129,2.75,C6,G#5,r,r,C5,G#4,C4,G#3,r,r,G#3,G#3,r,r,E-5,C5,C4,C2,C2
360.0,187.5,130,1.0,B-5,G5,r,r,B-4,G4,B-3,G3,r,r,G#3,G#3,r,r,G#5,F5,G#3,C#2,C#2
360.5,187.8125,130,1.5,B-5,G5,r,r,B-4,G4,B-3,G3,r,r,G#3,G#3,r,r,G#5,F5,G#3,C#2,C#2
360.75,187.9688,130,1.75,G#5,F5,r,r,G#4,F4,G#3,F3,r,r,G#3,G#3,r,r,G#5,F5,G#3,C#2,C#2
361.0,188.125,130,2.0,G5,E-5,r,r,G4,E-4,E-4,G3,r,r,G#3,G#3,r,r,G#5,F5,G#3,C#2,C#2
361.5,188.4375,130,2.5,G5,E-5,r,r,G4,E-4,E-4,G3,r,r,G#3,G#3,r,r,G#5,F5,G#3,C#2,C#2
361.75,188.5938,130,2.75,F5,C#5,r,r,F4,C#4,C#4,F3,r,r,G#3,G#3,r,r,G#5,F5,G#3,C#2,C#2
362.0,188.75,131,1.0,E-5,C5,G#5,G#5,E-4,C4,C4,G#3,E-3,E-3,r,r,r,r,r,r,C3,G#2,E-2
362.25,188.9063,131,1.25,E-5,C5,G#5,G#5,E-4,C4,C4,G#3,E-3,E-3,r,r,r,r,r,r,E-3,C3,E-2
362.5,189.0625,131,1.5,E-5,C5,G#5,G#5,E-4,C4,C4,G#3,E-3,E-3,r,r,r,r,r,r,G#3,E-3,E-2
362.75,189.2188,131,1.75,E-5,C5,E-5,E-5,E-4,C4,C4,G#3,E-3,E-3,r,r,r,r,r,r,C4,G#3,E-2
363.0,189.375,131,2.0,E-5,C5,C5,C5,r,r,C4,G#3,E-3,E-3,r,r,r,r,C4,G#3,E-4,C4,r
363.25,189.5313,131,2.25,E-5,C5,C5,C5,r,r,C4,G#3,E-3,E-3,r,r,r,r,E-4,C4,E-4,C4,r
363.5,189.6875,131,2.5,E-5,C5,C5,C5,r,r,C4,G#3,E-3,E-3,r,r,r,r,G#4,E-4,r,r,E-2
363.75,189.8438,131,2.75,F5,C5,F5,F5,r,r,C4,G#3,E-3,E-3,r,r,r,r,C5,G#4,r,r,E-2
364.0,190.0,132,1.0,E-5,C#5,E-5,C#5,r,r,B-3,G3,E-3,E-3,r,r,r,r,C#5,C#5,C#3,G2,E-2
364.25,190.1563,132,1.25,E-5,C#5,E-5,C#5,r,r,B-3,G3,E-3,E-3,r,r,r,r,C#5,C#5,E-3,B-2,E-2
364.5,190.3125,132,1.5,E-5,C#5,E-5,C#5,r,r,B-3,G3,E-3,E-3,r,r,r,r,r,r,G3,E-3,E-2
364.75,190.4688,132,1.75,E-5,C#5,E-5,B-4,r,r,B-3,G3,E-3,E-3,r,r,r,r,r,r,B-3,G3,E-2
365.0,190.625,132,2.0,E-5,C#5,E-5,G4,r,r,B-3,G3,E-3,E-3,r,r,r,r,B-3,G3,C#4,B-3,r
365.25,190.7813,132,2.25,E-5,C#5,E-5,G4,r,r,B-3,G3,E-3,E-3,r,r,r,r,C#4,B-3,C#4,B-3,r
365.5,190.9375,132,2.5,E-5,C#5,r,G4,r,r,B-3,G3,E-3,E-3,r,r,r,r,G4,C#4,r,r,E-2
365.75,191.0938,132,2.75,F5,C#5,r,C#5,r,r,B-3,G3,E-3,E-3,r,r,r,r,B-4,G4,r,r,E-2
366.0,191.25,133,1.0,E-5,C5,G#5,C5,r,r,C4,G#3,E-3,E-3,r,r,r,r,C5,G#4,C3,G#2,E-2
366.25,191.4063,133,1.25,E-5,C5,G#5,C5,r,r,C4,G#3,E-3,E-3,r,r,r,r,C5,r,E-3,C3,E-2
366.5,191.5625,133,1.5,E-5,C5,G#5,C5,r,r,C4,G#3,E-3,E-3,r,r,r,r,r,r,G#3,E-3,E-2
366.75,191.7188,133,1.75,E-5,C5,E-5,C5,r,r,C4,G#3,E-3,E-3,r,r,r,r,r,r,C4,G#3,E-2
367.0,191.875,133,2.0,E-5,C5,C5,C5,r,r,C4,G#3,E-3,E-3,r,r,r,r,C4,G#3,E-4,C4,r
367.25,192.0313,133,2.25,E-5,C5,C5,C5,r,r,C4,G#3,E-3,E-3,r,r,r,r,E-4,C4,E-4,C4,r
367.5,192.1875,133,2.5,E-5,C5,C5,r,r,r,C4,G#3,E-3,E-3,r,r,r,r,G#4,E-4,r,r,E-2
367.75,192.3438,133,2.75,F#5,C5,F#5,r,r,r,C4,G#3,E-3,E-3,r,r,r,r,C5,G#4,r,r,E-2
368.0,192.5,134,1.0,F5,E-5,F5,E-5,r,r,C4,A3,E-3,E-3,r,r,r,r,E-5,C5,C3,A2,E-2
368.25,192.6563,134,1.25,F5,E-5,F5,E-5,r,r,C4,A3,E-3,E-3,r,r,r,r,E-5,C5,F3,C3,E-2
368.5,192.8125,134,1.5,F5,E-5,F5,E-5,r,r,C4,A3,E-3,E-3,r,r,r,r,r,r,A3,F3,E-2
368.75,192.9688,134,1.75,F5,E-5,F5,C5,r,r,C4,A3,E-3,E-3,r,r,r,r,r,r,C4,A3,E-2
369.0,193.125,134,2.0,F5,E-5,F5,A4,r,r,C4,A3,E-3,E-3,r,r,r,r,C4,A3,E-4,C4,r
369.25,193.2813,134,2.25,F5,E-5,F5,A4,r,r,C4,A3,E-3,E-3,r,r,r,r,E-4,C4,E-4,C4,r
369.5,193.4375,134,2.5,F5,E-5,r,A4,r,r,C4,A3,E-3,E-3,r,r,r,r,A4,E-4,r,r,E-2
369.75,193.5938,134,2.75,G5,E-5,r,E-5,r,r,C4,A3,E-3,E-3,r,r,r,r,C5,A4,r,r,E-2
370.0,193.75,135,1.0,F5,C#5,B-5,C#5,r,r,C#4,B-3,E-3,E-3,r,r,r,r,C#5,B-4,C#3,B-2,E-2
370.25,193.9063,135,1.25,F5,C#5,B-5,C#5,r,r,C#4,B-3,E-3,E-3,r,r,r,r,C#5,B-4,F3,C#3,E-2
370.5,194.0625,135,1.5,F5,C#5,B-5,C#5,r,r,C#4,B-3,E-3,E-3,r,r,r,r,r,r,B-3,F3,E-2
370.75,194.2188,135,1.75,F5,C#5,F5,C#5,r,r,C#4,B-3,E-3,E-3,r,r,r,r,r,r,C#4,B-3,E-2
371.0,194.375,135,2.0,F5,C#5,C#5,C#5,r,r,C#4,B-3,E-3,E-3,r,r,r,r,C#4,B-3,F4,C#4,r
371.25,194.5313,135,2.25,F5,C#5,C#5,C#5,r,r,C#4,B-3,E-3,E-3,r,r,r,r,F4,C#4,F4,C#4,r
371.5,194.6875,135,2.5,F5,C#5,C#5,r,r,r,C#4,B-3,E-3,E-3,r,r,r,r,B-4,F4,r,r,E-2
371.75,194.8438,135,2.75,G#5,C#5,G#5,r,r,r,C#4,B-3,E-3,E-3,r,r,r,r,C#5,B-4,r,r,E-2
372.0,195.0,136,1.0,G5,F5,G5,F5,r,r,D4,B3,E-3,E-3,r,r,r,r,F5,D5,D3,B2,E-2
372.25,195.1563,136,1.25,G5,F5,G5,F5,r,r,D4,B3,E-3,E-3,r,r,r,r,F5,D5,G3,D3,E-2
372.5,195.3125,136,1.5,G5,F5,G5,F5,r,r,D4,B3,E-3,E-3,r,r,r,r,r,r,B3,G3,E-2
372.75,195.4688,136,1.75,G5,F5,G5,D5,r,r,D4,B3,E-3,E-3,r,r,r,r,r,r,D4,B3,E-2
373.0,195.625,136,2.0,G5,F5,r,B4,r,r,D4,B3,E-3,E-3,r,r,r,r,D4,B3,G4,D4,r
373.25,195.7813,136,2.25,G5,F5,r,B4,r,r,D4,B3,E-3,E-3,r,r,r,r,F4,D4,r,D4,r
373.5,195.9375,136,2.5,G5,F5,r,B4,r,r,D4,B3,E-3,E-3,r,r,r,r,B4,F4,r,r,E-2
373.75,196.0938,136,2.75,G#5,F5,r,F5,r,r,D4,B3,E-3,E-3,r,r,r,r,D5,B4,r,r,E-2
374.0,196.25,137,1.0,G5,E-5,C6,E-5,G4,E-4,E-4,C4,E-3,E-3,r,r,r,r,E-5,C5,E-3,C3,E-2
374.25,196.4063,137,1.25,G5,E-5,C6,E-5,G4,E-4,E-4,C4,E-3,E-3,r,r,r,r,E-5,C5,G3,E-3,E-2
374.5,196.5625,137,1.5,G5,E-5,C6,E-5,G4,E-4,E-4,C4,E-3,E-3,r,r,r,r,r,r,C4,G3,E-2
374.75,196.7188,137,1.75,G5,E-5,G5,E-5,G4,E-4,E-4,C4,E-3,E-3,r,r,r,r,r,r,E-4,C4,E-2
375.0,196.875,137,2.0,G5,E-5,E-5,E-5,G4,E-4,E-4,C4,E-3,E-3,r,r,r,r,E-4,C4,G4,E-4,r
375.25,197.0313,137,2.25,G5,E-5,E-5,E-5,G4,E-4,E-4,C4,E-3,E-3,r,r,r,r,G4,E-4,G4,E-4,r
375.5,197.1875,137,2.5,G5,E-5,E-5,E-5,G4,E-4,E-4,C4,E-3,E-3,r,r,r,r,C5,G4,r,r,E-2
375.75,197.3438,137,2.75,C6,E-5,C5,C5,G4,E-4,E-4,C4,E-3,E-3,r,r,r,r,E-5,C5,r,r,E-2
376.0,197.5,138,1.0,E-6,G5,E-5,E-5,E-5,G4,B-3,C#3,E-4,E-3,r,r,r,r,G5,E-5,G3,C#3,C#2
376.25,197.6563,138,1.25,E-6,G5,E-5,E-5,E-5,G4,B-3,C#3,E-4,E-3,r,r,r,r,G5,E-5,B-3,G3,C#2
376.5,197.8125,138,1.5,E-6,G5,E-5,E-5,E-5,G4,B-3,C#3,E-4,E-3,r,r,r,r,r,r,E-4,B-3,C#2
376.75,197.9688,138,1.75,B-5,G5,B-5,E-5,E-5,G4,B-3,C#3,E-4,E-3,r,r,r,r,r,r,G4,G3,C#2
377.0,198.125,138,2.0,G5,G5,G5,E-5,E-5,G4,B-3,C#3,E-4,E-3,r,r,r,r,G4,E-4,B-4,C#3,r
377.25,198.2813,138,2.25,G5,G5,G5,E-5,E-5,G4,B-3,C#3,E-4,E-3,r,r,r,r,B-4,G4,B-4,C#3,r
377.5,198.4375,138,2.5,G5,G5,G5,E-5,E-5,G4,B-3,C#3,E-4,E-3,r,r,r,r,E-5,B-4,r,r,C#2
377.75,198.5938,138,2.75,E-6,G5,E-5,B-4,E-5,G4,B-3,C#3,E-4,E-3,r,r,r,r,G5,E-5,r,r,C#2
378.0,198.75,139,1.0,F#6,E-6,F#5,E-5,G#5,G#4,G#3,C3,F#4,E-4,r,r,r,r,G#5,G#4,r,C2,C2
378.25,198.9063,139,1.25,F#6,E-6,F#5,E-5,G#5,G#4,G#3,C3,F#4,E-4,r,r,r,r,G#5,G#4,r,E-2,C2
378.5,199.0625,139,1.5,F#6,E-6,F#5,E-5,G#5,G#4,G#3,C3,F#4,E-4,r,r,r,r,r,r,r,F#2,r
378.75,199.2188,139,1.75,F#6,E-6,F#5,E-5,G#5,G#4,G#3,C3,F#4,E-4,r,r,r,r,r,r,r,G#2,r
379.0,199.375,139,2.0,F6,C#6,F5,C#5,G#5,G#4,G#3,C3,F4,C#4,r,r,r,r,r,r,C3,C3,r
379.25,199.5313,139,2.25,F6,C#6,F5,C#5,G#5,G#4,G#3,C3,F4,C#4,r,r,r,r,r,r,E-3,C3,r
379.5,199.6875,139,2.5,E-6,C6,E-5,C5,G#5,G#4,G#3,C3,E-4,C4,r,r,r,r,r,r,F#3,r,r
379.75,199.8438,139,2.75,E-6,C6,E-5,C5,G#5,G#4,G#3,C3,E-4,C4,r,r,r,r,r,r,G#3,r,r
380.0,200.0,140,1.0,r,r,r,r,r,r,G#3,G#3,r,r,r,r,r,r,C4,r,C4,r,r
380.5,200.3125,140,1.5,r,r,r,r,r,r,G#3,G#3,r,r,r,r,r,r,E-4,r,r,r,r
381.0,200.625,140,2.0,r,r,r,r,r,r,G#3,G#3,r,r,r,r,r,r,F#4,r,r,r,r
381.5,200.9375,140,2.5,r,r,r,r,r,r,G#3,G#3,r,r,r,r,r,r,G#4,r,r,r,r
382.0,201.25,141,1.0,C#6,C#6,C#5,C#5,G5,G4,G#3,E3,E4,C#4,r,r,r,r,r,r,r,E2,r
382.25,201.4063,141,1.25,C#6,C#6,C#5,C#5,G5,G4,G#3,E3,E4,C#4,r,r,r,r,r,r,r,G#2,r
382.5,201.5625,141,1.5,C#6,C#6,C#5,C#5,G5,G4,G#3,E3,E4,C#4,r,r,r,r,r,r,r,C#2,r
382.75,201.7188,141,1.75,C#6,C#6,C#5,C#5,G5,G4,G#3,E3,E4,C#4,r,r,r,r,r,r,r,E2,r
383.0,201.875,141,2.0,C6,C6,C5,C5,G5,G4,G#3,E3,E4,C#4,r,r,r,r,r,r,r,G#2,r
383.25,202.0313,141,2.25,C6,C6,C5,C5,G5,G4,G#3,E3,E4,C#4,r,r,r,r,r,r,r,C#3,r
383.5,202.1875,141,2.5,B-5,B-5,B-4,B-4,G5,G4,G#3,E3,E4,C#4,r,r,r,r,r,r,E3,E3,r
383.75,202.3438,141,2.75,B-5,B-5,B-4,B-4,G5,G4,G#3,E3,E4,C#4,r,r,r,r,r,r,G#3,E3,r
384.0,202.5,142,1.0,r,r,r,r,r,r,G#3,G#3,r,r,r,r,r,r,C#4,r,C#3,r,r
384.5,202.8125,142,1.5,r,r,r,r,r,r,G#3,G#3,r,r,r,r,r,r,E4,r,E3,r,r
385.0,203.125,142,2.0,r,r,r,r,r,r,G#3,G#3,r,r,r,r,r,r,G#4,r,G#3,r,r
385.5,203.4375,142,2.5,r,r,r,r,r,r,G#3,G#3,r,r,r,r,r,r,C#5,r,C#4,r,r
386.0,203.75,143,1.0,r,r,r,r,B4,B4,G#3,E2,B4,D4,r,r,r,r,r,r,r,E2,r
386.5,204.0625,143,1.5,r,r,r,r,B4,B4,G#3,E2,B4,D4,r,r,r,r,r,r,r,G#2,r
387.0,204.375,143,2.0,r,r,r,r,B4,B4,G#3,E2,B4,D4,r,r,r,r,r,r,r,B2,r
387.5,204.6875,143,2.5,r,r,r,r,B4,B4,G#3,E2,B4,D4,r,r,r,r,r,r,r,E3,r
388.0,205.0,144,1.0,r,r,r,r,B-4,B-4,B-3,E2,B-4,D4,r,r,r,r,r,r,r,G#3,r
388.5,205.3125,144,1.5,r,r,r,r,B-4,B-4,B-3,E2,B-4,D4,r,r,r,r,r,r,r,B3,r
389.0,205.625,144,2.0,r,r,r,r,G#4,G#4,B3,E2,G#4,D4,r,r,r,r,r,r,r,E4,r
389.5,205.9375,144,2.5,r,r,r,r,G#4,G#4,B3,E2,G#4,D4,r,r,r,r,r,r,r,E3,r
390.0,206.25,145,1.0,r,r,r,r,r,r,E-3,E-2,E-4,E-3,r,r,r,r,E-4,E-4,E-4,E-3,E-2
391.0,206.875,145,2.0,r,r,r,r,r,r,E-3,E-2,E-4,E-3,r,r,r,r,E-4,C#4,C#4,C#3,C#2
391.5,207.1875,145,2.5,r,r,r,r,r,r,E-3,E-2,E-4,E-3,r,r,r,r,E-4,C4,C4,C3,C2
392.0,207.5,146,1.0,r,r,r,r,r,r,E-3,E-2,E-4,E-3,r,r,r,r,E-4,C#4,C#4,C#3,C#2
