qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,C Horn 1,C Horn 2,Trombone 1,Trombone 2,Trombone 3,Violin 1,Violin 2,Viola,Violoncello,Contrabass
367.5,239.6739,92,4.5,r,r,r,r,A4,r,A2,D3,C4,F#3,r,r,r,r,A4,r,D3,D2
367.75,239.837,92,4.75,r,r,r,r,A4,r,A2,D3,C4,F#3,r,r,r,r,F#4,r,A3,D2
368.0,240.0,93,1.0,D6,B5,D5,B4,B4,r,D4,B3,B3,G3,r,r,r,D5,G4,B3,G3,G1
368.25,240.163,93,1.25,D6,B5,D5,B4,B4,r,D4,B3,B3,G3,r,r,r,B4,G4,D4,G3,G1
368.5,240.3261,93,1.5,D6,B5,D5,B4,B4,r,D4,B3,B3,G3,r,r,r,D5,r,B3,r,G1
368.75,240.4891,93,1.75,D6,B5,D5,B4,B4,r,D4,B3,B3,G3,r,r,r,B4,r,D4,r,G1
369.0,240.6522,93,2.0,E6,C6,E5,C5,r,r,E4,C4,r,r,r,r,r,G4,E5,G3,C4,G1
369.25,240.8152,93,2.25,E6,C6,E5,C5,r,r,E4,C4,r,r,r,r,r,G4,C5,G3,E4,G1
369.5,240.9783,93,2.5,C6,A5,C5,A4,r,r,C4,A3,r,r,r,r,r,r,E5,r,C4,G1
369.75,241.1413,93,2.75,C6,A5,C5,A4,r,r,C4,A3,r,r,r,r,r,r,C5,r,E4,G1
370.0,241.3043,93,3.0,D6,B5,D5,B4,r,r,D4,B3,r,r,r,r,r,D5,G4,B3,G3,r
370.25,241.4674,93,3.25,D6,B5,D5,B4,r,r,D4,B3,r,r,r,r,r,B4,G4,D4,G3,r
370.5,241.6304,93,3.5,D6,B5,D5,B4,r,r,D4,B3,r,r,r,r,r,D5,r,B3,r,r
370.75,241.7935,93,3.75,D6,B5,D5,B4,r,r,D4,B3,r,r,r,r,r,B4,r,D4,r,r
371.0,241.9565,93,4.0,G5,G5,G4,G4,D5,B4,G3,G3,D4,B3,r,r,r,G4,G4,G3,B3,G2
371.25,242.1196,93,4.25,G5,G5,G4,G4,D5,B4,G3,G3,D4,B3,r,r,r,G4,B4,G3,D4,G2
371.5,242.2826,93,4.5,G5,G5,G4,G4,D5,B4,G3,G3,D4,B3,r,r,r,r,G4,r,B3,G2
371.75,242.4457,93,4.75,G5,G5,G4,G4,D5,B4,G3,G3,D4,B3,r,r,r,r,B4,r,D4,G2
372.0,242.6087,94,1.0,G6,B-5,G5,B-4,E5,C#5,G4,B-3,E4,C#4,r,r,r,C#5,G4,E4,G3,G2
372.25,242.7717,94,1.25,G6,B-5,G5,B-4,E5,C#5,G4,B-3,E4,C#4,r,r,r,B-4,G4,G4,G3,G2
372.5,242.9348,94,1.5,E6,B-5,E5,B-4,E5,C#5,E4,B-3,E4,C#4,r,r,r,C#5,r,E4,r,G2
372.75,243.0978,94,1.75,E6,B-5,E5,B-4,E5,C#5,E4,B-3,E4,C#4,r,r,r,B-4,r,G4,r,G2
373.0,243.2609,94,2.0,F6,A5,F5,A4,D5,D5,F4,A3,D4,D4,r,r,r,A4,D5,G3,D4,G2
373.25,243.4239,94,2.25,F6,A5,F5,A4,D5,D5,F4,A3,D4,D4,r,r,r,A4,A4,G3,F4,G2
373.5,243.587,94,2.5,F6,A5,F5,A4,D5,D5,F4,A3,D4,D4,r,r,r,r,D5,r,D4,G2
373.75,243.75,94,2.75,F6,A5,F5,A4,D5,D5,F4,A3,D4,D4,r,r,r,r,A4,r,F4,G2
374.0,243.913,94,3.0,D6,G#5,D5,G#4,F5,C5,D4,G#3,F4,C4,r,r,r,G#4,F4,C4,G3,r
374.25,244.0761,94,3.25,D6,G#5,D5,G#4,F5,C5,D4,G#3,F4,C4,r,r,r,F4,F4,D4,G3,r
374.5,244.2391,94,3.5,D6,G#5,D5,G#4,F5,C5,D4,G#3,F4,C4,r,r,r,G#4,r,C4,r,r
374.75,244.4022,94,3.75,D6,G#5,D5,G#4,F5,C5,D4,G#3,F4,C4,r,r,r,F4,r,D4,r,r
375.0,244.5652,94,4.0,G5,G5,G4,G4,G5,B4,G3,G3,G4,B3,r,r,r,D4,G4,G3,B3,r
375.25,244.7283,94,4.25,G5,G5,G4,G4,G5,B4,G3,G3,G4,B3,r,r,r,D4,B4,G3,D4,r
375.5,244.8913,94,4.5,G5,G5,G4,G4,F5,B4,G3,G3,F4,B3,r,r,r,r,G4,r,B3,r
375.75,245.0543,94,4.75,G5,G5,G4,G4,F5,B4,G3,G3,F4,B3,r,r,r,r,B4,r,D4,r
376.0,245.2174,95,1.0,C6,r,C5,r,E5,C5,C4,A3,E4,C4,r,r,r,C5,C5,A3,A3,A2
376.25,245.3804,95,1.25,C6,r,C5,r,E5,C5,C4,A3,E4,C4,r,r,r,A4,C5,C4,A3,A2
376.5,245.5435,95,1.5,C6,r,C5,r,E5,C5,C4,A3,E4,C4,r,r,r,C5,r,A3,r,A2
376.75,245.7065,95,1.75,C6,r,C5,r,E5,C5,C4,A3,E4,C4,r,r,r,A4,r,C4,r,A2
377.0,245.8696,95,2.0,E6,r,E5,r,E5,B4,B3,G#3,E4,B3,r,r,r,E4,B4,E4,G#3,G#2
377.25,246.0326,95,2.25,E6,r,E5,r,E5,B4,B3,G#3,E4,B3,r,r,r,E4,G#4,E4,E3,G#2
377.5,246.1957,95,2.5,E6,r,E5,r,E5,G#4,G#3,E3,E4,B3,r,r,r,r,B4,r,G#3,G#2
377.75,246.3587,95,2.75,E6,r,E5,r,E5,G#4,G#3,E3,E4,B3,r,r,r,r,G#4,r,E3,G#2
378.0,246.5217,95,3.0,C6,r,C5,r,E5,C5,C4,A3,E4,C4,r,r,r,C5,E4,A3,A3,A2
378.25,246.6848,95,3.25,C6,r,C5,r,E5,C5,C4,A3,E4,C4,r,r,r,A4,E4,C4,A3,A2
378.5,246.8478,95,3.5,C6,r,C5,r,E5,C5,C4,A3,E4,C4,r,r,r,C5,r,A3,r,A2
378.75,247.0109,95,3.75,C6,r,C5,r,E5,C5,C4,A3,E4,C4,r,r,r,A4,r,C4,r,A2
379.0,247.1739,95,4.0,E6,E5,E5,E4,E5,B4,B3,G3,E4,B3,r,r,r,E4,B4,E4,G3,G2
379.25,247.337,95,4.25,E6,E5,E5,E4,E5,B4,B3,G3,E4,B3,r,r,r,E4,G4,E4,E3,G2
379.5,247.5,95,4.5,E6,E5,E5,E4,E5,G4,G3,E3,E4,B3,r,r,r,r,B4,r,G3,G2
379.75,247.663,95,4.75,E6,E5,E5,E4,E5,G4,G3,E3,E4,B3,r,r,r,r,G4,r,E3,G2
380.0,247.8261,96,1.0,A5,F5,A4,F4,A4,A4,A3,F3,r,r,r,r,r,A4,A4,C4,F3,F2
380.25,247.9891,96,1.25,A5,F5,A4,F4,A4,A4,A3,F3,r,r,r,r,r,F4,A4,A3,F3,F2
380.5,248.1522,96,1.5,A5,F5,A4,F4,A4,A4,A3,F3,r,r,r,r,r,A4,r,C4,r,F2
380.75,248.3152,96,1.75,A5,F5,A4,F4,A4,A4,A3,F3,r,r,r,r,r,F4,r,A3,r,F2
381.0,248.4783,96,2.0,C6,G5,C5,G4,G4,G4,G3,E3,r,r,r,r,r,G4,C5,C4,E3,E2
381.25,248.6413,96,2.25,C6,G5,C5,G4,G4,G4,G3,E3,r,r,r,r,r,G4,G4,C4,C3,E2
381.5,248.8043,96,2.5,C6,G5,C5,G4,G4,G4,G3,E3,r,r,r,r,r,r,C5,r,E3,E2
381.75,248.9674,96,2.75,C6,G5,C5,G4,G4,G4,G3,E3,r,r,r,r,r,r,G4,r,C3,E2
382.0,249.1304,96,3.0,F6,A5,F5,A4,A4,F4,A3,F3,r,r,r,r,r,A4,A4,F4,D3,D2
382.25,249.2935,96,3.25,F6,A5,F5,A4,A4,F4,A3,F3,r,r,r,r,r,F4,A4,A3,D3,D2
382.5,249.4565,96,3.5,F6,A5,F5,A4,A4,F4,A3,F3,r,r,r,r,r,A4,r,F4,r,D2
382.75,249.6196,96,3.75,F6,A5,F5,A4,A4,F4,A3,F3,r,r,r,r,r,F4,r,A3,r,D2
383.0,249.7826,96,4.0,F6,B5,F5,B4,B4,G#4,G#3,D3,r,r,r,r,r,G#4,B4,B3,D2,D2
383.25,249.9457,96,4.25,F6,B5,F5,B4,B4,G#4,G#3,D3,r,r,r,r,r,G#4,F4,B3,G#2,D2
383.5,250.1087,96,4.5,F6,B5,F5,B4,B4,G#4,G#3,D3,r,r,r,r,r,r,B4,r,D2,D2
383.75,250.2717,96,4.75,F6,B5,F5,B4,B4,G#4,G#3,D3,r,r,r,r,r,r,F4,r,G#2,D2
384.0,250.4348,97,1.0,E6,C6,E5,C5,C5,A4,A3,A2,A3,C3,r,r,r,A3,E4,E3,A2,A2
384.25,250.5978,97,1.25,E6,C6,E5,C5,C5,A4,A3,A2,A3,C3,r,r,r,C4,E4,A3,A2,A2
384.5,250.7609,97,1.5,E6,C6,E5,C5,C5,A4,A3,A2,A3,C3,r,r,r,A3,r,E3,r,A2
384.75,250.9239,97,1.75,E6,C6,E5,C5,C5,A4,A3,A2,A3,C3,r,r,r,C4,r,A3,r,A2
385.0,251.087,97,2.0,r,r,r,r,r,r,A3,G2,C4,C3,r,r,r,r,r,r,G2,r
385.25,251.25,97,2.25,r,r,r,r,r,r,A3,G2,C4,C3,r,r,r,r,r,r,A2,r
385.5,251.413,97,2.5,r,r,r,r,r,r,A3,G2,C4,C3,r,r,r,r,r,r,G2,r
385.75,251.5761,97,2.75,r,r,r,r,r,r,A3,G2,C4,C3,r,r,r,r,r,r,A2,r
386.0,251.7391,97,3.0,r,r,r,r,r,r,A3,F2,F4,C4,r,r,r,C4,A3,F3,F2,r
386.25,251.9022,97,3.25,r,r,r,r,r,r,A3,F2,F4,C4,r,r,r,F4,C4,A3,F2,r
386.5,252.0652,97,3.5,r,r,r,r,r,r,A3,F2,F4,C4,r,r,r,C4,A3,F3,r,r
386.75,252.2283,97,3.75,r,r,r,r,r,r,A3,F2,F4,C4,r,r,r,F4,C4,A3,r,r
387.0,252.3913,97,4.0,r,r,r,r,A5,r,A3,E2,F4,C4,r,r,r,r,r,r,E2,r
387.25,252.5543,97,4.25,r,r,r,r,A5,r,A3,E2,F4,C4,r,r,r,r,r,r,F2,r
387.5,252.7174,97,4.5,r,r,r,r,A5,r,A3,E2,F4,C4,r,r,r,r,r,r,E2,r
387.75,252.8804,97,4.75,r,r,r,r,A5,r,A3,E2,F4,C4,r,r,r,r,r,r,F2,r
388.0,253.0435,98,1.0,r,r,r,r,A5,r,A3,D2,F4,C4,r,r,r,F4,C4,D3,D2,r
388.25,253.2065,98,1.25,r,r,r,r,A5,r,A3,D2,F4,C4,r,r,r,A4,F4,C4,D2,r
388.5,253.3696,98,1.5,r,r,r,r,F5,r,A3,D2,F4,C4,r,r,r,F4,C4,D3,r,r
388.75,253.5326,98,1.75,r,r,r,r,F5,r,A3,D2,F4,C4,r,r,r,A4,F4,C4,r,r
389.0,253.6957,98,2.0,r,r,r,r,D5,r,A3,D2,F4,C4,r,r,r,r,r,r,r,r
389.5,254.0217,98,2.5,r,r,r,r,A4,r,A3,D2,D4,C4,r,r,r,r,r,r,r,r
390.0,254.3478,98,3.0,r,r,r,r,C5,r,G3,G2,F4,D4,r,r,r,F4,D4,G3,G2,r
390.25,254.5109,98,3.25,r,r,r,r,C5,r,G3,G2,F4,D4,r,r,r,G4,F4,D4,G2,r
390.5,254.6739,98,3.5,r,r,r,r,C5,r,G3,G2,F4,D4,r,r,r,F4,D4,G3,r,r
390.75,254.837,98,3.75,r,r,r,r,C5,r,G3,G2,F4,D4,r,r,r,G4,F4,D4,r,r
391.0,255.0,98,4.0,r,r,r,r,B4,r,F3,G2,D4,G3,r,r,r,r,r,r,r,G1
392.0,255.6522,99,1.0,C6,r,C5,r,G4,E4,G3,E3,C2,C1,r,r,r,r,r,r,r,C2
393.0,256.3043,99,2.0,D6,r,D5,r,A4,F4,A3,F3,C2,C1,r,r,r,F4,r,A3,r,C2
393.25,256.4674,99,2.25,D6,r,D5,r,A4,F4,A3,F3,C2,C1,r,r,r,A4,r,F3,r,C2
393.5,256.6304,99,2.5,A5,r,A4,r,A4,F4,A3,F3,C2,C1,r,r,r,F4,r,A3,r,C2
393.75,256.7935,99,2.75,A5,r,A4,r,A4,F4,A3,F3,C2,C1,r,r,r,A4,r,F3,r,C2
394.0,256.9565,99,3.0,C6,r,C5,r,G4,E4,G3,E3,C2,C1,r,r,r,r,r,r,r,r
395.0,257.6087,99,4.0,G5,r,G4,r,C5,E4,C4,E3,C2,C1,r,r,r,E4,r,G3,r,C2
395.25,257.7717,99,4.25,G5,r,G4,r,C5,E4,C4,E3,C2,C1,r,r,r,G4,r,E3,r,C2
395.5,257.9348,99,4.5,G5,r,G4,r,C5,E4,C4,E3,C2,C1,r,r,r,E4,r,G3,r,C2
395.75,258.0978,99,4.75,G5,r,G4,r,C5,E4,C4,E3,C2,C1,r,r,r,G4,r,E3,r,C2
396.0,258.2609,100,1.0,E6,r,E5,r,G4,E4,G3,E3,C2,C1,r,r,r,r,r,r,r,C2
396.5,258.587,100,1.5,C6,r,C5,r,G4,E4,G3,E3,C2,C1,r,r,r,r,r,r,r,C2
397.0,258.913,100,2.0,D6,r,D5,r,A4,F4,A3,F3,C2,C1,r,r,r,F4,r,A3,r,C2
397.25,259.0761,100,2.25,D6,r,D5,r,A4,F4,A3,F3,C2,C1,r,r,r,A4,r,F3,r,C2
397.5,259.2391,100,2.5,A5,r,A4,r,D5,F4,D4,F3,C2,C1,r,r,r,F4,r,A3,r,C2
397.75,259.4022,100,2.75,A5,r,A4,r,D5,F4,D4,F3,C2,C1,r,r,r,A4,r,F3,r,C2
398.0,259.5652,100,3.0,C6,r,C5,r,G4,E4,G3,E3,C2,C1,r,r,r,r,r,r,r,r
399.0,260.2174,100,4.0,G5,r,G4,r,E4,C4,C4,E3,E4,E3,r,r,r,G4,r,E3,r,r
399.3333,260.4348,100,4.3333,G5,r,G4,r,E4,C4,C4,E3,E4,E3,r,r,r,E4,r,C4,r,r
399.6667,260.6522,100,4.6667,G5,r,G4,r,E4,C4,C4,E3,E4,E3,r,r,r,G4,r,E3,r,r
400.0,260.8696,101,1.0,G5,r,G4,r,D4,B3,B3,G3,D4,G3,r,r,r,D4,G4,G3,B3,r
400.3333,261.0869,101,1.3333,G5,r,G4,r,D4,B3,B3,G3,D4,G3,r,r,r,D4,D4,G3,G3,r
400.6667,261.3044,101,1.6667,G5,r,G4,r,D4,B3,B3,G3,D4,G3,r,r,r,r,G4,r,B3,r
401.0,261.5217,101,2.0,G5,r,G4,r,E4,C4,C4,E3,E4,E3,r,r,r,G4,E4,E3,C4,r
401.3333,261.7391,101,2.3333,G5,r,G4,r,E4,C4,C4,E3,E4,E3,r,r,r,E4,E4,C4,C4,r
401.6667,261.9565,101,2.6667,G5,r,G4,r,E4,C4,C4,E3,E4,E3,r,r,r,G4,r,E3,r,r
402.0,262.1739,101,3.0,G5,r,G4,r,D4,B3,B3,G3,D4,G3,r,r,r,D4,G4,G3,B3,r
402.3333,262.3913,101,3.3333,G5,r,G4,r,D4,B3,B3,G3,D4,G3,r,r,r,D4,D4,G3,G3,r
402.6667,262.6087,101,3.6667,G5,r,G4,r,D4,B3,B3,G3,D4,G3,r,r,r,r,G4,r,B3,r
403.0,262.8261,101,4.0,A5,F5,A4,r,r,r,C4,F3,F4,r,r,r,r,A4,A4,F3,C4,r
403.3333,263.0435,101,4.3333,A5,F5,A4,r,r,r,C4,F3,F4,r,r,r,r,F4,A4,C4,C4,r
403.6667,263.2609,101,4.6667,A5,F5,A4,r,r,r,C4,F3,F4,r,r,r,r,A4,r,F3,r,r
404.0,263.4783,102,1.0,B-5,F5,B-4,r,r,r,B-3,D3,F4,r,r,r,r,B-4,B-4,B-3,D3,r
404.3333,263.6956,102,1.3333,B-5,F5,B-4,r,r,r,B-3,D3,F4,r,r,r,r,B-4,F4,B-3,B-3,r
404.6667,263.9131,102,1.6667,B-5,F5,B-4,r,r,r,B-3,D3,F4,r,r,r,r,r,B-4,r,D3,r
405.0,264.1304,102,2.0,A5,F5,A4,r,r,r,C4,F3,F4,r,r,r,r,A4,A4,F3,F3,r
405.3333,264.3478,102,2.3333,A5,F5,A4,r,r,r,C4,F3,F4,r,r,r,r,F4,A4,C4,F3,r
405.6667,264.5652,102,2.6667,A5,F5,A4,r,r,r,C4,F3,F4,r,r,r,r,A4,r,F3,r,r
406.0,264.7826,102,3.0,B-5,F5,B-4,r,r,r,B-3,D3,F4,r,r,r,r,B-4,B-4,B-3,D3,r
406.3333,265.0,102,3.3333,B-5,F5,B-4,r,r,r,B-3,D3,F4,r,r,r,r,B-4,F4,B-3,B-3,r
406.6667,265.2174,102,3.6667,B-5,F5,B-4,r,r,r,B-3,D3,F4,r,r,r,r,r,B-4,r,D3,r
407.0,265.4348,102,4.0,A5,E5,A4,r,E4,C4,C4,C3,E4,r,r,r,r,r,E4,r,C3,C2
407.5,265.7609,102,4.5,G5,E5,G4,r,E4,C4,B-3,C3,E4,r,r,r,r,r,r,r,r,C2
408.0,266.087,103,1.0,F5,F5,F4,r,F4,C4,A3,F3,C4,r,r,r,r,r,r,r,F3,F2
408.75,266.5761,103,1.75,F5,F5,F4,r,F4,C4,A3,F3,C4,r,r,r,r,r,r,r,F3,F2
409.0,266.7391,103,2.0,A5,F5,A4,r,F4,C4,A3,E3,r,r,r,r,r,A4,r,F4,E3,E2
409.3333,266.9565,103,2.3333,A5,F5,A4,r,F4,C4,A3,E3,r,r,r,r,r,F4,r,A3,E3,E2
409.6667,267.1739,103,2.6667,A5,F5,A4,r,F4,C4,A3,E3,r,r,r,r,r,A4,r,F4,E3,E2
409.75,267.2283,103,2.75,A5,F5,A4,r,F4,C4,A3,E3,r,r,r,r,r,A4,r,F4,E3,E2
410.0,267.3913,103,3.0,D6,F5,D5,r,F4,F3,A3,D3,r,r,r,r,r,r,r,r,D3,D2
411.0,268.0435,103,4.0,D6,F5,D5,r,F4,F3,A3,A2,r,r,r,r,r,D5,r,D4,A2,A1
411.3333,268.2608,103,4.3333,D6,F5,D5,r,F4,F3,A3,A2,r,r,r,r,r,A4,r,F4,A2,A1
411.6667,268.4783,103,4.6667,D6,F5,D5,r,F4,F3,A3,A2,r,r,r,r,r,D5,r,D4,A2,A1
412.0,268.6957,104,1.0,r,r,r,r,F4,F3,A3,D2,F3,F3,r,r,r,r,r,r,D2,D2
413.0,269.3478,104,2.0,r,r,r,r,F4,A3,D3,C3,A3,A3,r,r,r,r,r,A3,F3,r
413.3333,269.5652,104,2.3333,r,r,r,r,F4,A3,D3,C3,A3,A3,r,r,r,r,r,F3,D3,r
413.6667,269.7826,104,2.6667,r,r,r,r,F4,A3,D3,C3,A3,A3,r,r,r,r,r,A3,F3,r
414.0,270.0,104,3.0,r,r,r,r,F4,D4,D3,B2,D4,A3,r,r,r,r,r,r,r,r
415.0,270.6522,104,4.0,G5,D5,G4,D4,D4,D4,G3,G2,D4,G3,r,r,r,r,r,D4,B2,B1
415.3333,270.8695,104,4.3333,G5,D5,G4,D4,D4,D4,G3,G2,D4,G3,r,r,r,r,r,G3,D3,B1
415.5,270.9783,104,4.5,F5,D5,F4,D4,D4,D4,G3,G2,D4,G3,r,r,r,r,r,G3,D3,B1
415.6667,271.087,104,4.6667,F5,D5,F4,D4,D4,D4,G3,G2,D4,G3,r,r,r,r,r,D4,B2,B1
416.0,271.3043,105,1.0,E5,C5,E4,C4,E4,C4,E3,C3,r,r,r,r,r,r,r,r,C3,C2
416.75,271.7935,105,1.75,E5,C5,E4,C4,E4,C4,E3,C3,r,r,r,r,r,r,r,r,C3,C2
417.0,271.9565,105,2.0,G5,E5,G4,E4,E4,C4,G3,E3,r,r,r,r,r,r,E4,C4,B2,B1
417.3333,272.1739,105,2.3333,G5,E5,G4,E4,E4,C4,G3,E3,r,r,r,r,r,r,C4,E3,B2,B1
417.6667,272.3913,105,2.6667,G5,E5,G4,E4,E4,C4,G3,E3,r,r,r,r,r,r,E4,C4,B2,B1
417.75,272.4457,105,2.75,G5,E5,G4,E4,E4,C4,G3,E3,r,r,r,r,r,r,E4,C4,B2,B1
418.0,272.6087,105,3.0,E6,C6,E5,C5,E4,C4,E4,C4,r,r,r,r,r,r,r,r,A2,A1
419.0,273.2609,105,4.0,E6,C6,E5,C5,A4,C4,E4,A3,r,r,r,r,r,r,C5,E4,F#2,F#1
419.3333,273.4782,105,4.3333,E6,C6,E5,C5,A4,C4,E4,A3,r,r,r,r,r,r,E4,C4,F#2,F#1
419.6667,273.6957,105,4.6667,E6,C6,E5,C5,A4,C4,E4,A3,r,r,r,r,r,r,C5,E4,F#2,F#1
420.0,273.913,106,1.0,E6,C6,E5,C5,G4,C4,E4,G3,r,r,r,r,r,r,r,r,G2,G1
421.0,274.5652,106,2.0,D6,B5,D5,B4,F4,B3,D4,G3,r,r,r,r,r,r,G4,B3,G3,G2
421.3333,274.7826,106,2.3333,D6,B5,D5,B4,F4,B3,D4,G3,r,r,r,r,r,r,D4,F4,G3,G2
421.5,274.8913,106,2.5,G5,G5,G4,G4,F4,B3,D4,G3,r,r,r,r,r,r,D4,F4,G3,G2
421.6667,275.0,106,2.6667,G5,G5,G4,G4,F4,B3,D4,G3,r,r,r,r,r,r,G4,B3,G3,G2
422.0,275.2174,106,3.0,C6,C6,C5,C5,E4,C4,C3,C3,E3,C3,r,r,r,r,r,r,C3,C2
423.0,275.8696,106,4.0,r,r,r,r,r,r,C3,B2,G3,E3,r,r,r,r,E4,C4,r,r
423.5,276.1957,106,4.5,r,r,r,r,r,r,C3,B2,G3,E3,r,r,r,r,C4,E3,r,r
424.0,276.5217,107,1.0,r,r,r,r,r,r,C3,A2,E4,C4,r,r,r,r,r,r,r,r
425.0,277.1739,107,2.0,r,r,r,r,r,r,A3,F#2,E4,C4,r,r,r,r,E4,C4,r,r
425.5,277.5,107,2.5,r,r,r,r,r,r,A3,F#2,E4,C4,r,r,r,r,C4,E3,r,r
426.0,277.8261,107,3.0,r,r,r,r,r,r,G3,G2,E4,C4,r,r,r,r,r,r,r,r
427.0,278.4783,107,4.0,r,r,r,r,r,r,F3,G2,D4,B3,r,r,r,r,D4,B3,r,r
427.5,278.8043,107,4.5,r,r,r,r,r,r,F3,G2,G3,G3,r,r,r,r,G3,E3,r,r
428.0,279.1304,108,1.0,r,r,r,r,E5,G4,E4,G3,C4,C4,r,r,r,C6,C5,E3,C3,C2
428.3333,279.3478,108,1.3333,r,r,r,r,E5,G4,E4,G3,C4,C4,r,r,r,C6,C5,G3,C3,C2
428.6667,279.5652,108,1.6667,r,r,r,r,E5,G4,E4,G3,C4,C4,r,r,r,C6,C5,C4,C3,C2
429.0,279.7826,108,2.0,r,r,r,r,E5,G4,E4,G3,r,r,r,r,r,C6,C5,G3,C3,C2
429.3333,280.0,108,2.3333,r,r,r,r,E5,G4,E4,G3,r,r,r,r,r,C6,C5,C4,C3,C2
429.5,280.1087,108,2.5,r,r,r,r,E5,G4,E4,G3,r,r,r,r,r,C6,C5,C4,D3,D2
429.6667,280.2174,108,2.6667,r,r,r,r,E5,G4,E4,G3,r,r,r,r,r,C6,C5,E4,D3,D2
430.0,280.4348,108,3.0,r,r,r,r,E5,G#4,E4,G#3,r,r,r,r,r,C6,C5,G#3,E3,E2
430.3333,280.6522,108,3.3333,r,r,r,r,E5,G#4,E4,G#3,r,r,r,r,r,C6,C5,C4,E3,E2
430.6667,280.8696,108,3.6667,r,r,r,r,E5,G#4,E4,G#3,r,r,r,r,r,C6,C5,E4,E3,E2
431.0,281.087,108,4.0,r,r,r,r,D5,G#4,D4,G#3,r,r,r,r,r,B5,B4,G#3,E3,E2
431.3333,281.3043,108,4.3333,r,r,r,r,D5,G#4,D4,G#3,r,r,r,r,r,B5,B4,B3,E3,E2
431.5,281.413,108,4.5,r,r,r,r,D5,G#4,D4,G#3,r,r,r,r,r,E5,E4,B3,E3,E2
431.6667,281.5218,108,4.6667,r,r,r,r,D5,G#4,D4,G#3,r,r,r,r,r,E5,E4,D4,E3,E2
432.0,281.7391,109,1.0,F6,r,F5,r,C5,A4,C4,A3,F4,r,r,r,r,A5,A4,A3,F3,F2
432.3333,281.9565,109,1.3333,F6,r,F5,r,C5,A4,C4,A3,F4,r,r,r,r,A5,A4,C4,F3,F2
432.6667,282.1739,109,1.6667,F6,r,F5,r,C5,A4,C4,A3,F4,r,r,r,r,A5,A4,F4,F3,F2
433.0,282.3913,109,2.0,F6,r,F5,r,C5,A4,C4,A3,F4,r,r,r,r,A5,A4,C4,F3,F2
433.3333,282.6087,109,2.3333,F6,r,F5,r,C5,A4,C4,A3,F4,r,r,r,r,A5,A4,F4,F3,F2
433.5,282.7174,109,2.5,F6,r,F5,r,C5,A4,C4,A3,F4,r,r,r,r,A5,A4,F4,G3,G2
433.6667,282.8261,109,2.6667,F6,r,F5,r,C5,A4,C4,A3,F4,r,r,r,r,A5,A4,A4,G3,G2
434.0,283.0435,109,3.0,F6,r,F5,r,C#5,A4,C#4,A3,F4,r,r,r,r,A5,A4,C#4,A3,A2
434.3333,283.2608,109,3.3333,F6,r,F5,r,C#5,A4,C#4,A3,F4,r,r,r,r,A5,A4,F4,A3,A2
434.6667,283.4783,109,3.6667,F6,r,F5,r,C#5,A4,C#4,A3,F4,r,r,r,r,A5,A4,A4,A3,A2
435.0,283.6957,109,4.0,E6,r,E5,r,C#5,A4,C#4,A3,E4,r,r,r,r,G5,G4,C#4,A3,A2
435.3333,283.913,109,4.3333,E6,r,E5,r,C#5,A4,C#4,A3,E4,r,r,r,r,G5,G4,E4,A3,A2
435.5,284.0217,109,4.5,E6,r,E5,r,C#5,A4,C#4,A3,E4,r,r,r,r,C#5,C#4,E4,A3,A2
435.6667,284.1305,109,4.6667,E6,r,E5,r,C#5,A4,C#4,A3,E4,r,r,r,r,C#5,C#4,G4,A3,A2
436.0,284.3478,110,1.0,D6,r,D5,r,D5,B-4,D4,B-3,D4,r,r,r,r,F5,F4,D4,D3,D2
436.3333,284.5652,110,1.3333,D6,r,D5,r,D5,B-4,D4,B-3,D4,r,r,r,r,F5,F4,F4,D3,D2
436.6667,284.7826,110,1.6667,D6,r,D5,r,D5,B-4,D4,B-3,D4,r,r,r,r,F5,F4,B-4,D3,D2
437.0,285.0,110,2.0,r,r,r,r,D5,B-4,D4,B-3,r,r,r,r,r,F5,F4,D4,D3,D2
437.3333,285.2174,110,2.3333,r,r,r,r,D5,B-4,D4,B-3,r,r,r,r,r,F5,F4,F4,D3,D2
437.5,285.3261,110,2.5,r,r,r,r,C5,A4,C4,A3,r,r,r,r,r,F5,F4,F4,D3,D2
437.6667,285.4348,110,2.6667,r,r,r,r,C5,A4,C4,A3,r,r,r,r,r,F5,F4,A4,D3,D2
438.0,285.6522,110,3.0,r,r,r,r,B4,G#4,B3,G#3,r,r,r,r,r,F5,F4,D4,E3,E2
438.3333,285.8695,110,3.3333,r,r,r,r,B4,G#4,B3,G#3,r,r,r,r,r,F5,F4,E4,E3,E2
438.5,285.9783,110,3.5,r,r,r,r,B4,G#4,B3,G#3,r,r,r,r,r,E-5,E-4,E4,E3,E2
438.6667,286.087,110,3.6667,r,r,r,r,B4,G#4,B3,G#3,r,r,r,r,r,E-5,E-4,G#4,E3,E2
439.0,286.3043,110,4.0,r,r,r,r,B4,G#4,B3,G#3,r,r,r,r,r,E5,E4,D4,E3,E2
439.3333,286.5217,110,4.3333,r,r,r,r,B4,G#4,B3,G#3,r,r,r,r,r,E5,E4,E4,E3,E2
439.5,286.6304,110,4.5,r,r,r,r,B4,G#4,B3,G#3,r,r,r,r,r,B5,B4,E4,E3,E2
