qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,A Clarinet 1,A Clarinet 2,Bassoon 1,Bassoon 2,Contrabassoon,E Horn 1,E Horn 2,C Horn 3,C Horn 4,E Trumpet 1,E Trumpet 2,Trombone 1,Trombone 2,Trombone 3,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
366.5,152.7083,110,1.25,E6,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E2,r
367.0,152.9167,110,1.5,B5,r,E5,r,B4,B4,r,r,r,G#4,E4,r,r,r,r,r,r,r,r,B4,G#4,E3,E-2,r
367.5,153.125,110,1.75,B5,r,E5,r,B4,B4,r,r,r,G#4,E4,r,r,r,r,r,r,r,r,B4,G#4,E3,E2,r
368.0,153.3333,110,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#2,r
368.5,153.5417,110,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,B2,r
369.0,153.75,110,2.5,B-5,r,E5,r,C#5,B-4,r,r,r,E4,E4,r,r,r,r,r,r,r,r,r,r,E-3,E3,r
369.5,153.9583,110,2.75,B-5,r,E5,r,C#5,B-4,r,r,r,E4,E4,r,r,r,r,r,r,r,r,r,r,E3,E3,r
370.0,154.1667,110,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-3,r,r
370.5,154.375,110,3.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,C#4,r,r
371.0,154.5833,110,3.5,A5,r,E5,r,C5,A4,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E-4,r,E4,r,r
371.5,154.7917,110,3.75,A5,r,E5,r,C5,A4,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E4,r,E4,r,r
372.0,155.0,111,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,r
372.5,155.2083,111,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,r,E3,r,r
373.0,155.4167,111,1.5,G#5,r,E5,E5,B4,G#4,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E5,r,E-3,r,r
373.5,155.625,111,1.75,G#5,r,E5,E5,B4,G#4,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E5,r,E3,r,r
374.0,155.8333,111,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,r,r
374.5,156.0417,111,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,B3,r,r
375.0,156.25,111,2.5,G5,r,r,r,C#5,B-4,r,r,r,E4,E4,r,r,r,r,r,r,r,r,r,E-4,E4,r,r
375.5,156.4583,111,2.75,G5,r,r,r,C#5,B-4,r,r,r,E4,E4,r,r,r,r,r,r,r,r,r,E4,E4,r,r
376.0,156.6667,111,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,r
376.5,156.875,111,3.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,C#5,r,r,r
377.0,157.0833,111,3.5,F#5,r,r,r,C5,A4,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E-5,E5,E4,r,r
377.5,157.2917,111,3.75,F#5,r,r,r,C5,A4,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E5,E5,E4,r,r
378.0,157.5,112,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,E5,r,r,r
378.5,157.7083,112,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,E5,r,r,r
379.0,157.9167,112,1.5,F#5,E-5,A5,A5,C5,A4,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E6,E5,E4,r,r
380.0,158.3333,112,2.0,r,r,G#5,G#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E6,E5,r,r,r
381.0,158.75,112,2.5,E-5,C5,F#5,F#5,C5,A4,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E6,E5,E4,r,r
382.0,159.1667,112,3.0,r,r,E5,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E6,E5,r,r,r
383.0,159.5833,112,3.5,C5,A4,E-5,E-5,A4,F#4,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E6,E5,E4,r,r
384.0,160.0,113,1.0,r,r,F#5,F#5,r,r,B2,E2,r,r,r,r,r,r,r,G#3,E3,E3,r,r,r,r,r,r
385.0,160.4167,113,1.5,B4,G#4,E5,E5,r,r,B2,E2,r,E4,E4,r,r,r,r,G#3,E3,E3,r,r,r,r,r,r
386.0,160.8333,113,2.0,r,r,r,r,r,r,B2,E2,r,r,r,r,r,r,r,B3,G#3,E3,r,r,r,E3,B2,r
386.5,161.0417,113,2.25,r,r,r,r,r,r,B2,E2,r,r,r,r,r,r,r,B3,G#3,E3,r,r,r,G#3,B2,r
387.0,161.25,113,2.5,r,r,r,r,r,r,B2,E2,r,r,r,r,r,r,r,B3,G#3,E3,r,r,r,B3,E3,r
387.5,161.4583,113,2.75,r,r,r,r,r,r,B2,E2,r,r,r,r,r,r,r,B3,G#3,E3,r,r,r,r,G#3,r
389.0,162.0833,113,3.5,r,r,r,r,r,r,E3,E2,r,r,r,r,r,r,r,C#4,B3,G#3,r,r,r,r,r,r
390.0,162.5,114,1.0,r,r,r,r,r,r,C#3,F#2,r,r,r,r,r,r,r,C#4,A3,F#3,r,r,r,r,r,r
392.0,163.3333,114,2.0,r,r,r,r,r,r,A2,F#2,r,r,r,r,r,r,r,E-4,A3,E-3,r,r,r,E-3,A2,r
392.5,163.5417,114,2.25,r,r,r,r,r,r,A2,F#2,r,r,r,r,r,r,r,E-4,A3,E-3,r,r,r,G#3,E-3,r
393.0,163.75,114,2.5,r,r,r,r,r,r,A2,F#2,r,r,r,r,r,r,r,E-4,A3,E-3,r,r,r,B3,F#3,r
393.5,163.9583,114,2.75,r,r,r,r,r,r,A2,F#2,r,r,r,r,r,r,r,E-4,A3,E-3,r,r,r,E-4,A3,r
396.0,165.0,115,1.0,r,r,r,r,r,r,E-3,G#2,r,r,r,r,r,r,r,E-4,B3,G#3,r,r,r,r,r,r
398.0,165.8333,115,2.0,r,r,r,r,r,r,B2,G#2,r,r,r,r,r,r,r,E4,B3,E3,r,r,r,E3,B2,r
398.5,166.0417,115,2.25,r,r,r,r,r,r,B2,G#2,r,r,r,r,r,r,r,E4,B3,E3,r,r,r,G#3,E3,r
399.0,166.25,115,2.5,r,r,r,r,r,r,B2,G#2,r,r,r,r,r,r,r,E4,B3,E3,r,r,r,B3,G#3,r
399.5,166.4583,115,2.75,r,r,r,r,r,r,B2,G#2,r,r,r,r,r,r,r,E4,B3,E3,r,r,r,E4,B3,r
401.0,167.0833,115,3.5,r,r,r,r,r,r,G#2,G#2,r,E4,E3,r,r,r,r,E-4,B3,E3,r,r,r,r,r,r
402.0,167.5,116,1.0,r,r,r,r,r,r,A2,A2,r,E4,E3,r,r,r,r,E-4,B3,E3,r,r,r,r,r,r
404.0,168.3333,116,2.0,r,r,r,r,r,r,A2,A2,r,E4,E3,r,r,r,r,C#4,A3,A3,r,r,r,E3,C#3,r
404.5,168.5417,116,2.25,r,r,r,r,r,r,A2,A2,r,E4,E3,r,r,r,r,C#4,A3,A3,r,r,r,A3,E3,r
405.0,168.75,116,2.5,r,r,r,r,r,r,A2,A2,r,E4,E3,r,r,r,r,C#4,A3,A3,r,r,r,C#4,A3,r
405.5,168.9583,116,2.75,r,r,r,r,r,r,A2,A2,r,E4,E3,r,r,r,r,C#4,A3,A3,r,r,r,E4,C#4,r
408.0,170.0,117,1.0,r,r,r,r,r,r,C#3,B-2,r,C#4,r,r,r,r,r,C#4,F#3,B-2,r,r,r,r,r,r
410.0,170.8333,117,2.0,r,r,r,r,r,r,C#3,B-2,r,F#4,r,r,r,r,r,C#4,F#3,B-2,r,r,r,F#3,C#3,r
410.5,171.0417,117,2.25,r,r,r,r,r,r,C#3,B-2,r,F#4,r,r,r,r,r,C#4,F#3,B-2,r,r,r,B-3,F#3,r
411.0,171.25,117,2.5,r,r,r,r,r,r,C#3,B-2,r,F#4,r,r,r,r,r,C#4,F#3,B-2,r,r,r,C#4,B-3,r
411.5,171.4583,117,2.75,r,r,r,r,r,r,C#3,B-2,r,F#4,r,r,r,r,r,C#4,F#3,B-2,r,r,r,F#4,C#4,r
413.0,172.0833,117,3.5,r,r,r,r,r,r,C#3,B-2,r,E4,r,r,r,r,r,C#4,F#3,B-2,r,r,r,r,r,r
414.0,172.5,118,1.0,r,r,r,r,r,r,C#3,B-2,r,E4,r,r,r,r,r,C#4,G3,B-2,r,r,r,r,r,r
416.0,173.3333,118,2.0,r,r,r,r,r,r,E-3,B2,r,E-4,r,r,r,r,r,B3,G#3,B2,r,r,r,E-3,B2,r
416.5,173.5417,118,2.25,r,r,r,r,r,r,E-3,B2,r,E-4,r,r,r,r,r,B3,G#3,B2,r,r,r,G#3,B2,r
417.0,173.75,118,2.5,r,r,r,r,r,r,E-3,B2,r,E-4,r,r,r,r,r,B3,G#3,B2,r,r,r,B3,G#3,r
417.5,173.9583,118,2.75,r,r,r,r,r,r,E-3,B2,r,E-4,r,r,r,r,r,B3,G#3,B2,r,r,r,E-4,B3,r
419.0,174.5833,118,3.5,r,r,r,r,r,r,E3,C#2,r,C#4,r,r,r,r,r,B-3,E3,C#3,r,r,r,r,r,r
420.0,175.0,119,1.0,r,r,r,r,r,r,E-3,E-2,r,C#4,r,r,r,r,r,G#3,G#3,E-3,r,r,r,r,r,r
422.0,175.8333,119,2.0,r,r,r,r,r,r,E-3,E-2,r,B3,r,r,r,r,r,G#3,G#3,E-3,r,r,r,E-3,G#2,r
422.5,176.0417,119,2.25,r,r,r,r,r,r,E-3,E-2,r,B3,r,r,r,r,r,G#3,G#3,E-3,r,r,r,G#3,B2,r
423.0,176.25,119,2.5,r,r,r,r,r,r,E-3,E-2,r,B3,r,r,r,r,r,G#3,G#3,E-3,r,r,r,B3,E-3,r
423.5,176.4583,119,2.75,r,r,r,r,r,r,E-3,E-2,r,B3,r,r,r,r,r,G#3,G#3,E-3,r,r,r,r,G#3,r
425.0,177.0833,119,3.5,r,r,r,r,r,r,E-2,E-2,r,r,r,r,r,r,r,A3,F#3,B2,r,r,r,r,r,r
426.0,177.5,120,1.0,r,r,r,r,r,r,E2,E2,r,r,E2,r,r,r,r,A3,F#3,C3,r,r,r,r,r,r
427.0,177.9167,120,1.5,r,r,r,r,r,r,E2,E2,r,A4,E2,r,r,r,r,A3,F#3,C3,r,r,r,r,r,r
428.0,178.3333,120,2.0,r,r,r,r,r,r,E2,E2,r,G#4,E2,r,r,r,r,A3,F#3,C3,r,r,r,C3,A2,r
428.5,178.5417,120,2.25,r,r,r,r,r,r,E2,E2,r,G#4,E2,r,r,r,r,A3,F#3,C3,r,r,r,E3,C3,r
429.0,178.75,120,2.5,r,r,r,r,r,r,E2,E2,r,F#4,E2,r,r,r,r,A3,F#3,C3,r,r,r,A3,E3,r
429.5,178.9583,120,2.75,r,r,r,r,r,r,E2,E2,r,F#4,E2,r,r,r,r,A3,F#3,C3,r,r,r,C4,A3,r
430.0,179.1667,120,3.0,r,r,r,r,r,r,E2,E2,r,E4,E2,r,r,r,r,A3,F#3,C3,r,C4,A3,F#4,C4,r
430.5,179.375,120,3.25,r,r,r,r,r,r,E2,E2,r,E4,E2,r,r,r,r,A3,F#3,C3,r,F#4,C4,A4,A3,r
431.0,179.5833,120,3.5,r,r,r,r,r,r,E2,E2,r,E-4,E2,r,r,r,r,A3,F#3,C3,r,A4,F#4,C5,E3,r
431.5,179.7917,120,3.75,r,r,r,r,r,r,E2,E2,r,E-4,E2,r,r,r,r,A3,F#3,C3,r,C5,A4,F#5,C3,r
432.0,180.0,121,1.0,r,r,G#4,E4,r,r,E2,E2,r,F#4,E3,B3,B3,G#4,E4,G#3,E3,B2,r,r,r,r,r,r
433.0,180.4167,121,1.5,r,r,G#4,E4,r,r,E2,E2,r,E4,E3,B3,B3,G#4,E4,G#3,E3,B2,r,r,r,r,r,r
434.0,180.8333,121,2.0,r,r,B4,G#4,r,r,B2,E2,r,r,E3,D4,D4,B4,G#4,B3,G#3,E3,r,B4,G#4,D5,G#2,r
434.5,181.0417,121,2.25,r,r,B4,G#4,r,r,B2,E2,r,r,E3,D4,D4,B4,G#4,B3,G#3,E3,r,B4,G#4,B4,B2,r
435.0,181.25,121,2.5,r,r,B4,G#4,r,r,B2,E2,r,r,E3,D4,D4,B4,G#4,B3,G#3,E3,r,D4,B3,G#4,E3,r
435.5,181.4583,121,2.75,r,r,B4,G#4,r,r,B2,E2,r,r,E3,D4,D4,B4,G#4,B3,G#3,E3,r,D4,B3,D4,G#3,r
437.0,182.0833,121,3.5,r,r,C#5,C#5,B4,G#4,B3,F2,r,r,r,C#4,C#4,r,r,C#4,G#3,F3,r,r,r,r,r,r
438.0,182.5,122,1.0,r,r,C#5,C#5,A4,A4,A3,F#2,r,C#4,C#4,C#4,C#4,r,r,C#4,A3,F#3,r,r,r,r,r,r
439.0,182.9167,122,1.5,r,r,C#5,C#5,G#4,G#4,G#3,E2,r,C#4,C#4,C#4,C#4,r,r,C#4,G#3,E3,r,r,r,r,r,r
440.0,183.3333,122,2.0,r,r,E-5,C#5,B-4,G4,G3,E-2,r,E-4,E-4,C#4,C#4,r,r,B-3,G3,E-3,r,B-4,G4,C#5,G2,r
440.5,183.5417,122,2.25,r,r,E-5,C#5,B-4,G4,G3,E-2,r,E-4,E-4,C#4,C#4,r,r,B-3,G3,E-3,r,B-4,G4,B-4,B-2,r
441.0,183.75,122,2.5,r,r,E-5,C#5,B-4,G4,G3,E-2,r,E-4,E-4,C#4,C#4,r,r,B-3,G3,E-3,r,C#4,B-3,G4,E-3,r
441.5,183.9583,122,2.75,r,r,E-5,C#5,B-4,G4,G3,E-2,r,E-4,E-4,C#4,C#4,r,r,B-3,G3,E-3,r,C#4,B-3,C#4,G3,r
444.0,185.0,123,1.0,r,r,E-5,B4,B4,G#4,G#3,G#2,r,B3,B2,B3,B3,B4,G#4,B3,G#3,G#3,r,r,r,r,r,r
446.0,185.8333,123,2.0,r,r,E5,G#4,D5,B4,E3,E2,r,B3,B2,D4,D4,B4,G#4,B3,G#3,E3,r,B4,G#4,D5,G#2,r
446.5,186.0417,123,2.25,r,r,E5,G#4,D5,B4,E3,E2,r,B3,B2,D4,D4,B4,G#4,B3,G#3,E3,r,B4,G#4,B4,B2,r
447.0,186.25,123,2.5,r,r,E5,G#4,D5,B4,E3,E2,r,B3,B2,D4,D4,B4,G#4,B3,G#3,E3,r,D4,B3,G#4,E3,r
447.5,186.4583,123,2.75,r,r,E5,G#4,D5,B4,E3,E2,r,B3,B2,D4,D4,B4,G#4,B3,G#3,E3,r,D4,B3,D4,G#3,r
449.0,187.0833,123,3.5,r,r,B4,G#4,B4,E4,E3,E2,r,E4,E3,D4,D4,E5,E4,G#3,E3,E2,r,r,r,r,r,r
450.0,187.5,124,1.0,r,r,C5,G#4,C5,D4,E3,A2,r,E4,E3,D4,D4,E5,E4,G#3,E3,A2,r,r,r,r,r,r
452.0,188.3333,124,2.0,r,r,C#5,A4,C#5,C#4,E3,A2,r,E4,E3,C#4,C#4,E5,E4,A3,E3,A2,r,A4,E4,C#5,C#3,r
452.5,188.5417,124,2.25,r,r,C#5,A4,C#5,C#4,E3,A2,r,E4,E3,C#4,C#4,E5,E4,A3,E3,A2,r,A4,E4,A4,E3,r
453.0,188.75,124,2.5,r,r,C#5,A4,C#5,C#4,E3,A2,r,E4,E3,C#4,C#4,E5,E4,A3,E3,A2,r,C#4,A3,E4,A3,r
453.5,188.9583,124,2.75,r,r,C#5,A4,C#5,C#4,E3,A2,r,E4,E3,C#4,C#4,E5,E4,A3,E3,A2,r,C#4,A3,C#4,C#4,r
456.0,190.0,125,1.0,r,r,G#5,r,G#5,C#5,E3,B-2,r,G#4,E4,r,r,r,r,C#4,E3,B-2,r,r,r,r,r,r
458.0,190.8333,125,2.0,r,r,F#5,r,F#5,C#5,E3,B-2,r,F#4,C#4,r,r,r,r,C#4,F#3,B-2,r,C#5,E4,E5,C#3,r
458.5,191.0417,125,2.25,r,r,F#5,r,F#5,C#5,E3,B-2,r,F#4,C#4,r,r,r,r,C#4,F#3,B-2,r,C#5,E4,C#5,F#3,r
459.0,191.25,125,2.5,r,r,F#5,r,F#5,C#5,E3,B-2,r,F#4,C#4,r,r,r,r,C#4,F#3,B-2,r,E4,C#4,B-4,B-3,r
459.5,191.4583,125,2.75,r,r,F#5,r,F#5,C#5,E3,B-2,r,F#4,C#4,r,r,r,r,C#4,F#3,B-2,r,E4,C#4,E4,C#4,r
461.0,192.0833,125,3.5,r,r,E5,r,C#5,E4,G3,A2,r,E4,E4,r,r,r,r,G3,C#3,B-2,r,r,r,r,r,r
462.0,192.5,126,1.0,r,r,E5,r,B4,G#4,G#3,B2,r,G#4,E4,r,r,r,r,G#3,E3,B2,r,r,r,r,r,r
464.0,193.3333,126,2.0,r,r,E-5,r,A4,F#4,F#3,C3,r,A4,F#4,r,r,r,r,A3,F#3,C3,r,A4,F#4,E-5,E-3,r
464.5,193.5417,126,2.25,r,r,E-5,r,A4,F#4,F#3,C3,r,A4,F#4,r,r,r,r,A3,F#3,C3,r,A4,F#4,A4,F#3,r
465.0,193.75,126,2.5,r,r,E-5,r,A4,F#4,F#3,C3,r,A4,F#4,r,r,r,r,A3,F#3,C3,r,E-4,A3,F#4,A3,r
465.5,193.9583,126,2.75,r,r,E-5,r,A4,F#4,F#3,C3,r,A4,F#4,r,r,r,r,A3,F#3,C3,r,E-4,A3,E-4,E-4,r
467.0,194.5833,126,3.5,r,r,C#5,r,A4,E4,C#3,C#2,r,E4,E3,r,r,r,r,A3,E3,C#3,r,r,r,r,r,r
468.0,195.0,127,1.0,r,r,C#5,r,G#4,F4,D3,D2,r,B3,B2,r,r,r,r,G#3,F3,D3,r,r,r,r,r,r
470.0,195.8333,127,2.0,r,r,B4,r,A4,F#4,E-3,E-2,r,B3,B2,r,r,r,r,A3,F#3,E-3,r,A4,F#4,B4,F#3,r
470.5,196.0417,127,2.25,r,r,B4,r,A4,F#4,E-3,E-2,r,B3,B2,r,r,r,r,A3,F#3,E-3,r,A4,F#4,A4,A3,r
471.0,196.25,127,2.5,r,r,B4,r,A4,F#4,E-3,E-2,r,B3,B2,r,r,r,r,A3,F#3,E-3,r,F#4,B3,F#4,B3,r
471.5,196.4583,127,2.75,r,r,B4,r,A4,F#4,E-3,E-2,r,B3,B2,r,r,r,r,A3,F#3,E-3,r,F#4,B3,B3,B3,r
473.0,197.0833,127,3.5,r,r,A4,r,E-4,F#3,B2,B1,r,r,r,r,r,r,r,r,r,B2,r,r,r,r,r,r
474.0,197.5,128,1.0,r,r,A4,r,E4,G#3,C3,C2,r,E2,E1,C2,C1,r,r,A3,E3,C3,r,r,r,r,r,r
475.0,197.9167,128,1.5,A5,r,A4,r,E4,G#3,C3,C2,r,E2,E1,C2,C1,r,r,A3,E3,C3,r,r,r,r,r,r
476.0,198.3333,128,2.0,G#5,r,A4,r,E4,G#3,C3,C2,r,E2,E1,C2,C1,r,r,A3,E3,C3,r,r,A3,E3,C2,r
476.5,198.5417,128,2.25,G#5,r,A4,r,E4,G#3,C3,C2,r,E2,E1,C2,C1,r,r,A3,E3,C3,r,r,A3,E3,C2,r
477.0,198.75,128,2.5,F#5,r,r,r,r,r,r,r,r,E2,E1,C2,C1,r,r,A3,E3,C3,r,r,A3,E3,C2,r
477.5,198.9583,128,2.75,F#5,r,r,r,r,r,r,r,r,E2,E1,C2,C1,r,r,A3,E3,C3,r,r,A3,E3,C2,r
478.0,199.1667,128,3.0,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,E3,C3,r
479.0,199.5833,128,3.5,E-5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,E3,C3,r
480.0,200.0,129,1.0,E5,E5,E5,C5,C5,A4,A3,A3,A2,E4,E4,C4,A3,r,r,E4,C4,A3,r,r,r,r,r,r
483.0,201.5,130,1.0,F#5,F#5,F#5,E-5,E-5,A4,F#3,F#3,F#2,F#4,E-4,E-4,A3,r,r,F#4,A3,F#3,r,r,r,r,r,r
486.0,203.0,131,1.0,G5,G5,G5,E5,B4,G4,E3,E3,E2,G4,B3,E4,E3,r,r,G4,B3,E3,r,r,r,r,r,r
489.0,204.5,132,1.0,A5,A5,A5,E5,A4,E4,C3,C3,C2,A4,E4,C4,C3,r,r,A4,E4,C3,r,r,r,r,r,r
491.0,205.5,132,3.0,A5,A5,A5,E5,A4,E4,C3,C3,C2,A4,E4,C4,C3,r,r,A4,E4,C3,r,A6,A5,A4,r,r
492.0,206.0,133,1.0,B-5,B-5,B-5,C#5,B-4,C#4,F#3,F#2,F#1,B-4,E4,C#4,B-3,E5,E4,B-4,E4,F#2,E3,G6,G5,G4,F#2,F#1
493.0,206.5,133,2.0,B-5,B-5,B-5,C#5,B-4,C#4,F#3,F#2,F#1,B-4,E4,C#4,B-3,E5,E4,B-4,E4,F#2,E3,F#6,F#5,F#4,F#2,F#1
494.0,207.0,133,3.0,B-5,B-5,B-5,C#5,B-4,C#4,F#3,F#2,F#1,B-4,E4,C#4,B-3,E5,E4,B-4,E4,F#2,E3,E6,C#6,C#5,F#2,F#1
495.0,207.5,134,1.0,B5,B5,B5,B4,B4,B3,G3,G2,G1,B4,D4,B3,B3,B4,B4,B4,D4,G2,B2,D6,B5,B4,G2,G1
496.0,208.0,134,2.0,B5,B5,B5,B4,B4,B3,G3,G2,G1,B4,D4,B3,B3,B4,B4,B4,D4,G2,B2,C#6,A5,A4,G2,G1
497.0,208.5,134,3.0,B5,B5,B5,B4,B4,B3,G3,G2,G1,B4,D4,B3,B3,B4,B4,B4,D4,G2,B2,B5,G5,G4,G2,G1
498.0,209.0,135,1.0,B4,B4,B4,B4,B4,B3,E3,E2,E1,B3,B2,B3,B3,B4,B3,B3,G3,E2,B2,A5,F#5,F#4,E2,E1
499.0,209.5,135,2.0,B4,B4,B4,B4,B4,B3,E3,E2,E1,B3,B2,B3,B3,B4,B3,B3,G3,E2,B2,G5,E5,E4,E2,E1
500.5,210.25,135,3.5,B4,B4,B4,B4,B4,B3,E3,E2,E1,B3,B2,B3,B3,B4,B3,B3,G3,E2,B2,E5,C#5,C#4,E2,E1
501.0,210.5,136,1.0,E5,E5,E5,B-4,B-4,E4,F#3,F#2,F#1,E4,E3,B-3,B-3,G4,E4,E4,B-3,F#2,E3,D5,G4,G3,F#2,F#1
503.0,211.5,136,3.0,E5,E5,E5,B-4,B-4,E4,F#3,F#2,F#1,E4,E3,B-3,B-3,G4,E4,E4,B-3,F#2,E3,C#5,G4,G3,F#2,F#1
504.0,212.0,137,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,E4,G3,E3,r
505.0,212.5,137,2.0,C6,r,C5,r,r,r,C4,r,r,r,r,r,r,r,r,r,r,r,r,G4,E4,G3,E3,r
506.0,213.0,137,3.0,B5,r,B4,r,r,r,B3,r,r,r,r,r,r,r,r,r,r,r,r,C#5,G4,C#4,E3,r
507.0,213.5,138,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,F#4,C#4,F#3,r
508.0,214.0,138,2.0,B-5,r,B-4,r,r,r,B-3,r,r,r,r,r,r,r,r,r,r,r,r,C#5,F#4,C#4,F#3,r
509.0,214.5,138,3.0,C#6,r,C#5,r,r,r,C#4,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F#4,B-3,F#3,r
510.0,215.0,139,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,G4,B3,G3,r
511.0,215.5,139,2.0,E6,r,E5,r,r,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,B4,G4,B3,G3,r
512.0,216.0,139,3.0,D6,r,D5,r,r,r,D4,r,r,r,r,r,r,r,r,r,r,r,r,E5,B-4,E4,G3,r
513.0,216.5,140,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,A4,E4,A3,r
514.0,217.0,140,2.0,C#6,r,C#5,r,r,r,C#4,r,r,r,r,r,r,r,r,r,r,r,r,E5,A4,E4,A3,r
515.0,217.5,140,3.0,E6,r,E5,r,r,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,C#5,A4,C#4,A3,r
516.0,218.0,141,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,B-4,C#4,B-3,r
517.0,218.5,141,2.0,G6,r,G5,r,r,r,G4,G4,r,r,r,r,r,r,r,r,r,r,r,C#5,B-4,C#4,B-3,r
518.0,219.0,141,3.0,F#6,r,F#5,r,r,r,F#4,F#4,r,r,r,r,r,r,r,r,r,r,r,F#5,B-4,F#4,B-3,r
519.0,219.5,142,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,B4,G4,B3,r
520.0,220.0,142,2.0,E6,r,E5,r,r,r,E4,E4,r,r,r,r,r,r,r,r,r,r,r,G5,B4,G4,B3,r
521.0,220.5,142,3.0,D6,r,D5,r,r,r,D4,D4,r,r,r,r,r,r,r,r,r,r,r,B4,G4,B3,G3,r
522.0,221.0,143,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,G4,E4,G3,r
523.0,221.5,143,2.0,C6,r,C5,r,r,r,C4,C4,r,r,r,r,r,r,r,r,r,r,r,E5,G4,E4,G3,r
524.0,222.0,143,3.0,B5,r,B4,r,r,r,B3,B3,r,r,r,r,r,r,r,r,r,r,r,G4,E4,G3,E3,r
525.0,222.5,144,1.0,B-5,r,B-4,r,r,r,B-3,B-3,r,r,r,r,r,r,r,r,r,r,r,C#5,E4,C#4,F#3,r
526.0,223.0,144,2.0,B-5,r,B-4,r,r,r,B-3,B-3,r,r,r,r,r,r,r,r,r,r,r,E4,C#4,B-3,F#3,r
527.0,223.5,144,3.0,C#6,r,C#5,r,r,r,C#4,C#4,r,r,r,r,r,r,r,r,r,r,r,B-3,E4,F#3,F#3,r
528.0,224.0,145,1.0,E6,E6,E5,E5,E5,E5,B3,G2,G1,E4,E4,B3,B3,r,r,r,r,r,r,B3,E4,E3,B3,G1
529.0,224.5,145,2.0,E6,E6,E5,E5,E5,E5,C4,A2,A1,E4,E4,C4,C4,r,r,r,r,r,r,C4,E4,E3,C4,A1
530.0,225.0,145,3.0,E6,E6,E5,E5,E5,E5,C4,A2,A1,E4,E4,C4,C4,r,r,r,r,r,r,C4,E4,E3,C4,A1
530.5,225.25,145,3.5,E6,E6,E5,E5,E5,E5,B3,G2,G1,E4,E4,B3,B3,r,r,r,r,r,r,B3,E4,E3,B3,G1
531.0,225.5,146,1.0,E-6,E-6,E-5,E-5,E-5,E-5,B-3,F#2,F#1,E-4,E-4,B-3,B-3,r,r,F#4,B-3,F#3,r,B-3,F#4,F#3,B-3,F#1
532.0,226.0,146,2.0,E6,E6,E5,E5,E5,E5,B-3,F#2,F#1,E4,E4,B-3,B-3,r,r,E4,B-3,F#3,r,B-3,E4,F#3,B-3,F#1
533.0,226.5,146,3.0,E6,E6,E5,E5,E5,E5,B-3,F#2,F#1,E4,E4,B-3,B-3,r,r,E4,B-3,F#3,r,B-3,E4,F#3,B-3,F#1
