score_qstamp,qstamp,measure,beat,736441_tstamp,729167_tstamp,711707_tstamp,723421_tstamp
31.0,31.0,12,1.875,61.0657,52.4657,54.3057,57.0257
31.125,31.125,12,2.0,61.2443,52.6443,54.4843,57.2043
32.125,32.125,12,3.0,62.6929,54.1974,55.9129,58.6458
32.625,32.625,12,3.5,63.4871,54.9471,56.6271,59.5071
33.125,33.125,13,1.0,64.4814,55.8414,57.4614,60.5414
33.375,33.375,13,1.25,64.9986,56.2786,58.0186,61.0386
33.625,33.625,13,1.5,65.3557,56.6357,58.3957,61.3957
33.875,33.875,13,1.75,65.7129,57.0329,58.8116,61.7529
34.125,34.125,13,2.0,66.07,57.39,59.19,62.15
34.375,34.375,13,2.25,66.4871,57.7471,59.5471,62.5271
34.5,34.5,13,2.375,66.6657,57.9257,59.7257,62.7057
34.625,34.625,13,2.5,66.8843,58.1043,59.9043,62.8843
34.75,34.75,13,2.625,67.0629,58.2829,60.0829,63.0629
34.875,34.875,13,2.75,67.2414,58.4614,60.2614,63.2414
35.0,35.0,13,2.875,67.42,58.64,60.44,63.42
35.125,35.125,13,3.0,67.6786,58.8186,60.6772,63.5986
35.25,35.25,13,3.125,67.8571,58.9971,60.8571,63.7771
35.375,35.375,13,3.25,68.0357,59.1757,61.0514,63.9557
35.5,35.5,13,3.375,68.2143,59.3543,61.2343,64.1343
35.625,35.625,13,3.5,68.3929,59.5329,61.4129,64.3129
35.75,35.75,13,3.625,68.5714,59.7514,61.5914,64.4914
35.875,35.875,13,3.75,68.75,59.93,61.79,64.67
36.0,36.0,13,3.875,69.0086,60.1086,61.9686,64.8486
36.125,36.125,14,1.0,69.2013,60.2871,62.1871,65.0484
36.375,36.375,14,1.25,69.6043,60.6843,62.6243,65.4443
36.625,36.625,14,1.5,69.9614,61.0414,62.9814,65.8014
36.875,36.875,14,1.75,70.3186,61.3986,63.3386,66.1586
37.0,37.0,14,1.875,70.4971,61.5771,63.5171,66.3371
37.125,37.125,14,2.0,70.6757,61.7757,63.6957,66.5157
37.375,37.375,14,2.25,71.1529,62.2529,64.1129,66.9529
37.5,37.5,14,2.375,71.3714,62.4314,64.3028,67.1514
37.625,37.625,14,2.5,71.55,62.61,64.49,67.33
37.75,37.75,14,2.625,71.7486,62.8086,64.6686,67.5086
37.875,37.875,14,2.75,71.9471,62.9871,64.8471,67.6871
38.0,38.0,14,2.875,72.1457,63.1657,65.0257,67.8657
38.125,38.125,14,3.0,72.3243,63.3443,65.2043,68.0443
38.25,38.25,14,3.125,72.5087,63.5229,65.3829,68.2229
38.375,38.375,14,3.25,72.7814,63.7414,65.5614,68.4042
38.5,38.5,14,3.375,72.96,63.92,65.74,68.62
38.625,38.625,14,3.5,73.0986,64.0986,65.9186,68.7986
38.75,38.75,14,3.625,73.2771,64.2771,66.0971,68.9771
38.875,38.875,14,3.75,73.4957,64.5557,66.3557,69.1557
39.0,39.0,14,3.875,73.6743,64.7343,66.5743,69.3343
39.125,39.125,15,1.0,73.8929,64.9258,66.7529,69.5129
39.375,39.375,15,1.25,74.35,65.35,67.17,69.99
39.625,39.625,15,1.5,74.7355,65.7071,67.5271,70.3471
39.875,39.875,15,1.75,75.1443,66.0643,67.9686,70.7043
40.125,40.125,15,2.0,75.5214,66.4242,68.3414,71.0614
40.25,40.25,15,2.125,75.7,66.64,68.52,71.24
40.375,40.375,15,2.25,75.8786,66.8186,68.6986,71.4186
40.5,40.5,15,2.375,76.0571,66.9971,68.8771,71.5971
40.625,40.625,15,2.5,76.2357,67.1757,69.0757,71.7757
40.75,40.75,15,2.625,76.4143,67.3743,69.2543,71.9543
40.875,40.875,15,2.75,76.6329,67.5529,69.4329,72.1329
41.0,41.0,15,2.875,76.8114,67.7314,69.6114,72.3114
41.125,41.125,15,3.0,77.01,67.91,69.79,72.49
41.25,41.25,15,3.125,77.2086,68.1086,69.9886,72.6686
41.375,41.375,15,3.25,77.4071,68.2871,70.2071,72.8471
41.5,41.5,15,3.375,77.5857,68.4657,70.3857,73.0257
41.625,41.625,15,3.5,77.7643,68.6443,70.5643,73.2043
41.75,41.75,15,3.625,77.9829,68.8229,70.7429,73.3829
41.875,41.875,15,3.75,78.1614,69.0014,70.9214,73.5614
42.0,42.0,15,3.875,78.34,69.24,71.1,73.78
42.125,42.125,16,1.0,78.5186,69.4186,71.2786,73.9586
42.375,42.375,16,1.25,78.9557,69.8757,71.7157,74.3957
42.5,42.5,16,1.375,79.1343,70.0543,71.9143,74.5743
42.625,42.625,16,1.5,79.3129,70.2329,72.0929,74.7529
42.875,42.875,16,1.75,79.67,70.59,72.45,75.11
43.0,43.0,16,1.875,79.8572,70.7686,72.6286,75.2886
43.125,43.125,16,2.0,80.0613,70.9471,72.8071,75.4871
43.25,43.25,16,2.125,80.3257,71.1457,72.9857,75.6857
43.375,43.375,16,2.25,80.5129,71.3243,73.1643,75.8643
43.5,43.5,16,2.375,80.7258,71.5029,73.3429,76.0429
43.625,43.625,16,2.5,80.9214,71.7014,73.5214,76.2214
43.75,43.75,16,2.625,81.1,71.88,73.7,76.4
43.875,43.875,16,2.75,81.2786,72.0586,73.8786,76.5786
44.0,44.0,16,2.875,81.4571,72.3571,74.0771,76.7571
44.125,44.125,16,3.0,81.6357,72.5357,74.2557,76.9357
44.25,44.25,16,3.125,81.8543,72.7143,74.4543,77.1143
44.375,44.375,16,3.25,82.0329,72.8929,74.6329,77.2929
44.5,44.5,16,3.375,82.2114,73.0714,74.8114,77.4714
44.625,44.625,16,3.5,82.39,73.23,74.99,77.65
44.75,44.75,16,3.625,82.5972,73.4086,75.2086,77.8686
44.875,44.875,16,3.75,82.8471,73.5871,75.4071,78.0471
45.0,45.0,16,3.875,83.0257,73.7657,75.5857,78.2257
45.125,45.125,17,1.0,83.2787,73.9443,75.7643,78.4043
45.375,45.375,17,1.25,83.8414,74.3014,76.1214,78.7614
45.625,45.625,17,1.5,84.1986,74.6586,76.4786,79.1186
45.875,45.875,17,1.75,84.5557,74.9957,76.8357,79.4757
46.125,46.125,17,2.0,84.8729,75.3529,77.1929,79.8329
46.25,46.25,17,2.125,85.0114,75.7256,77.4914,80.0114
46.375,46.375,17,2.25,85.15,75.93,77.67,80.27
46.5,46.5,17,2.375,85.3286,76.1086,77.8686,80.4686
46.625,46.625,17,2.5,85.5071,76.2871,78.0471,80.6471
46.75,46.75,17,2.625,85.6857,76.4657,78.2657,80.8057
46.875,46.875,17,2.75,85.8643,76.6443,78.4443,80.9243
47.0,47.0,17,2.875,86.1029,76.8229,78.6629,81.1087
47.125,47.125,17,3.0,86.2814,77.0014,78.8414,81.3214
47.25,47.25,17,3.125,86.46,77.18,79.02,81.5
47.375,47.375,17,3.25,86.6386,77.3586,79.1986,81.6786
47.5,47.5,17,3.375,86.8571,77.5571,79.3771,81.8571
47.625,47.625,17,3.5,87.0357,77.7357,79.5557,82.0357
47.75,47.75,17,3.625,87.2143,77.9886,79.7543,82.2143
47.875,47.875,17,3.75,87.4129,78.1729,79.9329,82.3929
48.0,48.0,17,3.875,87.5914,78.3514,80.1114,82.5714
48.125,48.125,18,1.0,87.83,78.53,80.29,82.75
48.2917,48.2917,18,1.1667,88.2281,79.0681,80.6281,83.0881
48.4583,48.4583,18,1.3333,88.4661,79.3061,80.8661,83.3261
48.625,48.625,18,1.5,88.7129,79.5443,81.1215,83.5944
48.75,48.75,18,1.625,88.9229,79.7229,81.4029,83.9029
48.7917,48.7917,18,1.6667,88.9824,79.7824,81.4624,83.9624
48.8125,48.8125,18,1.6875,89.0121,79.8121,81.4921,83.9921
48.875,48.875,18,1.75,89.1014,79.9014,81.5814,84.0814
48.9375,48.9375,18,1.8125,89.1907,79.9907,81.6707,84.1707
48.9583,48.9583,18,1.8333,89.2204,80.0204,81.7004,84.2004
49.0,49.0,18,1.875,89.28,80.08,81.76,84.26
49.0625,49.0625,18,1.9375,89.3693,80.1693,81.8493,84.3493
49.125,49.125,18,2.0,89.4586,80.2195,81.9386,84.4386
49.2917,49.2917,18,2.1667,89.7367,80.4567,82.2367,84.6767
49.4583,49.4583,18,2.3333,89.9747,80.6947,82.4747,84.9147
49.625,49.625,18,2.5,90.2129,80.9329,82.7129,85.1529
49.75,49.75,18,2.625,90.3914,81.1114,82.9114,85.3314
49.7917,49.7917,18,2.6667,90.451,81.171,82.971,85.391
49.8125,49.8125,18,2.6875,90.4807,81.2007,83.0007,85.4207
49.875,49.875,18,2.75,90.57,81.29,83.13,85.51
49.9375,49.9375,18,2.8125,90.6593,81.3793,83.2193,85.5993
49.9583,49.9583,18,2.8333,90.689,81.409,83.249,85.629
50.0,50.0,18,2.875,90.7486,81.4686,83.3086,85.6886
50.0625,50.0625,18,2.9375,90.8379,81.5579,83.3979,85.7779
50.125,50.125,18,3.0,90.9271,81.6471,83.4871,85.8671
50.2917,50.2917,18,3.1667,91.1653,81.8853,83.7253,86.1053
50.4583,50.4583,18,3.3333,91.4033,82.1233,83.9633,86.3433
50.625,50.625,18,3.5,91.6414,82.3614,84.2014,86.5814
50.7917,50.7917,18,3.6667,91.8796,82.5996,84.4396,86.8196
50.9583,50.9583,18,3.8333,92.1176,82.8376,84.6776,87.0576
51.125,51.125,19,1.0,92.3714,83.0757,84.9157,87.2957
51.2917,51.2917,19,1.1667,92.6539,83.3339,85.3139,87.6139
51.4583,51.4583,19,1.3333,92.8919,83.6319,85.5519,87.8519
51.625,51.625,19,1.5,93.13,83.96,85.8,88.09
51.75,51.75,19,1.625,93.3086,84.2286,85.9886,88.3286
51.7917,51.7917,19,1.6667,93.3681,84.2881,86.0481,88.3881
51.8125,51.8125,19,1.6875,93.3979,84.3179,86.0779,88.4179
51.875,51.875,19,1.75,93.4871,84.4071,86.1671,88.5071
51.9375,51.9375,19,1.8125,93.5764,84.4964,86.2564,88.5964
51.9583,51.9583,19,1.8333,93.6061,84.5261,86.2861,88.6261
52.0,52.0,19,1.875,93.6657,84.5857,86.3657,88.6857
52.0625,52.0625,19,1.9375,93.755,84.675,86.455,88.775
52.125,52.125,19,2.0,93.8443,84.7643,86.5443,88.8686
52.2917,52.2917,19,2.1667,94.0824,85.0024,86.8224,89.1424
52.4583,52.4583,19,2.3333,94.3204,85.2404,87.0604,89.4004
52.625,52.625,19,2.5,94.5586,85.4786,87.3186,89.6386
52.75,52.75,19,2.625,94.7371,85.6571,87.5171,89.8171
52.7917,52.7917,19,2.6667,94.7967,85.7167,87.5767,89.8767
52.8125,52.8125,19,2.6875,94.8264,85.7464,87.6064,89.9064
52.875,52.875,19,2.75,94.9157,85.8357,87.6957,89.9957
52.9375,52.9375,19,2.8125,95.005,85.925,87.785,90.085
52.9583,52.9583,19,2.8333,95.0347,85.9547,87.8294,90.1735
53.0,53.0,19,2.875,95.0943,86.0143,87.9343,90.2543
53.0625,53.0625,19,2.9375,95.1836,86.1036,88.0236,90.3436
53.125,53.125,19,3.0,95.2729,86.1929,88.1129,90.4329
53.2917,53.2917,19,3.1667,95.511,86.431,88.351,90.671
53.4583,53.4583,19,3.3333,95.749,86.669,88.589,90.909
53.625,53.625,19,3.5,95.9871,86.9071,88.8271,91.1471
53.7917,53.7917,19,3.6667,96.2253,87.1453,89.0653,91.3853
53.9583,53.9583,19,3.8333,96.4633,87.4033,89.3033,91.6233
54.125,54.125,20,1.0,96.7042,87.6442,89.547,91.8842
54.2917,54.2917,20,1.1667,96.9796,87.9196,89.9196,92.1596
54.4583,54.4583,20,1.3333,97.2176,88.2176,90.1928,92.3976
54.625,54.625,20,1.5,97.4557,88.4557,90.4357,92.6357
54.75,54.75,20,1.625,97.6343,88.6343,90.6143,92.8286
54.7917,54.7917,20,1.6667,97.6939,88.6939,90.6739,92.8939
54.8125,54.8125,20,1.6875,97.7272,88.7236,90.7036,92.9236
54.875,54.875,20,1.75,97.8329,88.8129,90.7929,93.0258
54.9375,54.9375,20,1.8125,97.9221,88.9021,90.8821,93.1221
54.9583,54.9583,20,1.8333,97.9519,88.9319,90.9119,93.1519
55.0,55.0,20,1.875,98.0114,88.9914,90.9714,93.2114
55.0625,55.0625,20,1.9375,98.1007,89.0807,91.0607,93.3007
55.125,55.125,20,2.0,98.19,89.17,91.15,93.39
55.2917,55.2917,20,2.1667,98.4681,89.4681,91.4881,93.781
55.4583,55.4583,20,2.3333,98.7061,89.7061,91.7261,94.1261
55.625,55.625,20,2.5,98.9443,89.9443,91.9643,94.3643
55.75,55.75,20,2.625,99.1229,90.1229,92.1429,94.5429
55.7917,55.7917,20,2.6667,99.1824,90.1824,92.2024,94.6024
55.8125,55.8125,20,2.6875,99.2121,90.2121,92.2321,94.6321
55.875,55.875,20,2.75,99.3014,90.3014,92.3214,94.7214
55.9375,55.9375,20,2.8125,99.3907,90.3907,92.4107,94.8107
55.9583,55.9583,20,2.8333,99.4204,90.4204,92.4404,94.8404
56.0,56.0,20,2.875,99.48,90.48,92.5,94.9
56.0625,56.0625,20,2.9375,99.5693,90.5693,92.5893,94.9893
56.125,56.125,20,3.0,99.6586,90.6586,92.6786,95.0786
56.2917,56.2917,20,3.1667,99.8167,90.8967,92.9167,95.3167
56.4583,56.4583,20,3.3333,100.0547,91.1347,93.1547,95.5547
56.625,56.625,20,3.5,100.2929,91.3729,93.3929,95.7929
56.7917,56.7917,20,3.6667,100.531,91.611,93.591,96.031
56.9583,56.9583,20,3.8333,100.769,91.869,93.829,96.269
57.125,57.125,21,1.0,101.0071,92.1071,94.0742,96.5071
57.2917,57.2917,21,1.1667,101.2453,92.4853,94.4453,96.7453
57.4583,57.4583,21,1.3333,101.4833,92.7233,94.7833,96.9833
57.625,57.625,21,1.5,101.7214,92.9614,95.0214,97.2214
57.75,57.75,21,1.625,101.94,93.14,95.2,97.42
57.7917,57.7917,21,1.6667,101.9996,93.1996,95.2596,97.4796
57.8125,57.8125,21,1.6875,102.0293,93.2293,95.2893,97.5093
57.875,57.875,21,1.75,102.1186,93.3186,95.3786,97.5986
57.9375,57.9375,21,1.8125,102.2079,93.4079,95.4679,97.6879
57.9583,57.9583,21,1.8333,102.2376,93.4376,95.4976,97.7176
58.0,58.0,21,1.875,102.2971,93.4971,95.5571,97.7771
58.0625,58.0625,21,1.9375,102.3864,93.5864,95.6464,97.8664
58.125,58.125,21,2.0,102.4757,93.6757,95.7357,97.9557
58.2917,58.2917,21,2.1667,102.7139,93.9139,95.9739,98.1939
58.4583,58.4583,21,2.3333,102.9519,94.1519,96.2119,98.4319
58.625,58.625,21,2.5,103.19,94.39,96.45,98.67
58.75,58.75,21,2.625,103.3686,94.5686,96.6686,98.9886
58.7917,58.7917,21,2.6667,103.4281,94.6281,96.7281,99.0481
58.8125,58.8125,21,2.6875,103.4579,94.6579,96.7579,99.0779
58.875,58.875,21,2.75,103.5471,94.7471,96.8471,99.1671
58.9375,58.9375,21,2.8125,103.5988,94.8364,96.9364,99.2564
58.9583,58.9583,21,2.8333,103.6261,94.8661,96.9661,99.2861
59.0,59.0,21,2.875,103.6857,94.9257,97.0257,99.3457
59.0625,59.0625,21,2.9375,103.7383,95.015,97.115,99.435
59.125,59.125,21,3.0,103.8243,95.1043,97.2043,99.5443
59.2917,59.2917,21,3.1667,104.0624,95.3424,97.4424,99.7824
59.4583,59.4583,21,3.3333,104.3004,95.5804,97.7004,100.0204
59.625,59.625,21,3.5,104.5386,95.8186,97.9386,100.2586
59.7917,59.7917,21,3.6667,104.7767,96.0567,98.1767,100.4967
59.9583,59.9583,21,3.8333,104.9874,96.2947,98.4147,100.7347
60.125,60.125,22,1.0,105.2129,96.5329,98.6529,100.9729
60.2917,60.2917,22,1.1667,105.451,96.851,98.971,101.391
60.4583,60.4583,22,1.3333,105.689,97.089,99.209,101.629
60.625,60.625,22,1.5,105.9271,97.3697,99.4755,101.8871
60.75,60.75,22,1.625,106.1057,97.6257,99.7657,102.0857
60.7917,60.7917,22,1.6667,106.1653,97.6853,99.8253,102.1453
60.8125,60.8125,22,1.6875,106.195,97.715,99.855,102.175
60.875,60.875,22,1.75,106.2843,97.8043,99.9443,102.2643
60.9375,60.9375,22,1.8125,106.3736,97.8936,100.0336,102.3536
60.9583,60.9583,22,1.8333,106.4033,97.9233,100.0633,102.3833
61.0,61.0,22,1.875,106.4629,97.9829,100.1229,102.4429
61.0625,61.0625,22,1.9375,106.5521,98.0721,100.2121,102.5321
61.125,61.125,22,2.0,106.6414,98.1614,100.3014,102.6298
61.2917,61.2917,22,2.1667,106.8796,98.3996,100.5396,102.9796
61.4583,61.4583,22,2.3333,107.1176,98.6376,100.7776,103.2176
61.625,61.625,22,2.5,107.3557,98.8678,101.0157,103.4557
61.75,61.75,22,2.625,107.5343,99.0143,101.1943,103.6343
61.7917,61.7917,22,2.6667,107.5939,99.0739,101.2539,103.6939
61.8125,61.8125,22,2.6875,107.6236,99.1036,101.2836,103.7236
61.875,61.875,22,2.75,107.6929,99.1929,101.3729,103.8129
61.9375,61.9375,22,2.8125,107.7821,99.2821,101.4621,103.9021
61.9583,61.9583,22,2.8333,107.8119,99.3119,101.4919,103.9319
62.0,62.0,22,2.875,107.8714,99.3714,101.5514,103.9914
62.0625,62.0625,22,2.9375,107.9607,99.4607,101.6407,104.0807
62.125,62.125,22,3.0,108.05,99.55,101.75,104.17
62.2917,62.2917,22,3.1667,108.2881,99.7881,102.0162,104.4681
62.4583,62.4583,22,3.3333,108.5261,100.0661,102.2661,104.7322
62.625,62.625,22,3.5,108.7643,100.3243,102.5443,104.9843
62.7917,62.7917,22,3.6667,109.0024,100.5624,102.7824,105.2224
62.9583,62.9583,22,3.8333,109.2404,100.8004,103.0204,105.4808
63.125,63.125,23,1.0,109.4786,101.0386,103.2586,105.7386
63.2917,63.2917,23,1.1667,109.7167,101.2767,103.4967,105.9767
63.4583,63.4583,23,1.3333,109.9547,101.5347,103.7347,106.2147
63.625,63.625,23,1.5,110.1929,101.7729,103.9929,106.4729
63.75,63.75,23,1.625,110.3714,101.9514,104.2628,106.7714
63.7917,63.7917,23,1.6667,110.431,102.011,104.331,106.831
63.8125,63.8125,23,1.6875,110.4607,102.0407,104.3607,106.8607
63.875,63.875,23,1.75,110.55,102.13,104.45,106.95
63.9375,63.9375,23,1.8125,110.6393,102.2193,104.5393,107.0393
63.9583,63.9583,23,1.8333,110.669,102.249,104.569,107.069
64.0,64.0,23,1.875,110.7286,102.3086,104.6286,107.1286
64.0625,64.0625,23,1.9375,110.8179,102.3979,104.7179,107.2179
64.125,64.125,23,2.0,110.9071,102.4871,104.8071,107.3071
64.2917,64.2917,23,2.1667,111.1453,102.7453,105.0453,107.5453
64.4583,64.4583,23,2.3333,111.3833,102.9833,105.2833,107.7833
64.625,64.625,23,2.5,111.6214,103.2414,105.527,108.0214
64.75,64.75,23,2.625,111.8,103.42,105.78,108.2
64.7917,64.7917,23,2.6667,111.8596,103.4796,105.8396,108.2596
64.8125,64.8125,23,2.6875,111.8893,103.5093,105.8693,108.2893
64.875,64.875,23,2.75,111.9786,103.5986,105.9586,108.3786
64.9375,64.9375,23,2.8125,112.0679,103.6879,106.0479,108.4679
64.9583,64.9583,23,2.8333,112.0976,103.7176,106.0776,108.4976
65.0,65.0,23,2.875,112.1386,103.7771,106.1371,108.5571
65.0625,65.0625,23,2.9375,112.2264,103.8728,106.2264,108.6464
65.125,65.125,23,3.0,112.3157,103.9757,106.3157,108.7357
65.2917,65.2917,23,3.1667,112.5739,104.2739,106.5539,109.0339
65.4583,65.4583,23,3.3333,112.8119,104.5119,106.7919,109.2719
65.625,65.625,23,3.5,113.05,104.75,107.03,109.53
65.6875,65.6875,23,3.5625,113.2379,104.8393,107.1393,109.6593
65.75,65.75,23,3.625,113.3286,104.9286,107.2286,109.7486
65.7917,65.7917,23,3.6667,113.3881,104.9881,107.2881,109.8081
65.8125,65.8125,23,3.6875,113.4179,105.0179,107.3179,109.8379
65.875,65.875,23,3.75,113.5071,105.1071,107.4071,109.9271
65.9375,65.9375,23,3.8125,113.5964,105.1964,107.4964,110.0164
65.9583,65.9583,23,3.8333,113.6322,105.2261,107.5261,110.0461
66.0,66.0,23,3.875,113.7057,105.2857,107.5857,110.1057
66.0625,66.0625,23,3.9375,113.795,105.375,107.715,110.195
66.125,66.125,24,1.0,113.8843,105.5215,107.8486,110.2886
67.0,67.0,24,1.875,115.2143,106.8543,109.2343,111.7343
67.125,67.125,24,2.0,115.4187,107.0458,109.4387,111.9903
68.0,68.0,24,2.875,116.8229,108.3629,110.7829,113.3229
68.125,68.125,24,3.0,116.9842,108.5414,110.9614,113.5014
68.625,68.625,24,3.5,117.7557,109.3357,111.6957,114.2157
69.125,69.125,25,1.0,118.61,110.13,112.45,115.01
70.125,70.125,25,2.0,120.7386,111.7786,114.0386,116.9386
71.125,71.125,25,3.0,122.1671,113.2071,115.4671,118.5671
72.125,72.125,26,1.0,123.9157,114.6357,117.0357,119.9957
72.2917,72.2917,26,1.1667,124.1817,114.8739,117.2739,120.2339
72.4583,72.4583,26,1.3333,124.4319,115.1119,117.5119,120.5395
72.625,72.625,26,1.5,124.67,115.33,117.75,120.81
72.7917,72.7917,26,1.6667,124.9281,115.5681,117.9881,121.0681
72.9583,72.9583,26,1.8333,125.1661,115.8061,118.2261,121.3061
73.125,73.125,26,2.0,125.4043,116.0443,118.4643,121.5843
73.2917,73.2917,26,2.1667,125.6424,116.2824,118.7024,121.8224
73.4583,73.4583,26,2.3333,125.8804,116.5204,118.9404,122.1004
73.625,73.625,26,2.5,126.1186,116.7586,119.1786,122.3386
73.7917,73.7917,26,2.6667,126.3567,116.9767,119.3967,122.5767
73.875,73.875,26,2.75,126.4757,117.0957,119.5157,122.6957
73.9583,73.9583,26,2.8333,126.5947,117.2147,119.6347,122.8147
74.125,74.125,26,3.0,126.8729,117.4529,119.8729,123.0529
74.2917,74.2917,26,3.1667,127.111,117.711,120.131,123.291
74.375,74.375,26,3.25,127.23,117.83,120.25,123.41
74.4583,74.4583,26,3.3333,127.369,117.949,120.369,123.549
74.625,74.625,26,3.5,127.6071,118.1871,120.6071,123.8342
74.7917,74.7917,26,3.6667,127.8653,118.4253,120.8453,124.0853
74.875,74.875,26,3.75,127.9843,118.5443,120.9643,124.2286
74.9583,74.9583,26,3.8333,128.1033,118.6633,121.1233,124.3633
75.125,75.125,27,1.0,128.3414,118.9814,121.4014,124.6014
75.2917,75.2917,27,1.1667,128.5796,119.2196,121.6596,124.8796
75.4583,75.4583,27,1.3333,128.8376,119.4576,121.8976,125.1176
75.625,75.625,27,1.5,129.0757,119.6957,122.1357,125.3871
75.7917,75.7917,27,1.6667,129.3539,119.9339,122.3739,125.7139
75.9583,75.9583,27,1.8333,129.5919,120.1719,122.6119,125.9519
76.125,76.125,27,2.0,129.83,120.42,122.85,126.19
76.2917,76.2917,27,2.1667,130.0681,120.6962,123.1081,126.4281
76.4583,76.4583,27,2.3333,130.3322,120.9461,123.3461,126.6661
76.625,76.625,27,2.5,130.5843,121.2043,123.5843,126.9043
76.7917,76.7917,27,2.6667,130.8424,121.4624,123.8224,127.1424
76.9583,76.9583,27,2.8333,131.0804,121.7004,124.0604,127.3804
77.125,77.125,27,3.0,131.3558,121.9572,124.3386,127.6186
77.2917,77.2917,27,3.1667,131.5967,122.1967,124.5967,127.9767
77.4583,77.4583,27,3.3333,131.8347,122.4347,124.8347,128.2147
77.625,77.625,27,3.5,132.0729,122.6729,125.0858,128.4529
77.7917,77.7917,27,3.6667,132.311,122.931,125.331,128.731
77.9583,77.9583,27,3.8333,132.549,123.178,125.569,128.969
78.125,78.125,28,1.0,132.8871,123.5271,125.8471,129.4271
78.2917,78.2917,28,1.1667,133.1253,123.7653,126.0853,129.6313
78.4583,78.4583,28,1.3333,133.3633,124.0033,126.3233,129.8233
78.625,78.625,28,1.5,133.6014,124.2414,126.5642,130.0614
78.7917,78.7917,28,1.6667,133.8396,124.4996,126.8596,130.2996
78.9583,78.9583,28,1.8333,134.0776,124.7376,127.1352,130.5376
79.125,79.125,28,2.0,134.3157,125.0557,127.3757,130.8385
