qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,A Clarinet 1,A Clarinet 2,Bassoon 1,Bassoon 2,D Horn 1,D Horn 2,D Trumpet 1,D Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
36.125,39.125,Main Part,,,,,,P8(Main),,,,,,,,,P4(Violoncello)&P4(Contrabass),P4(Viola)&P8(Contrabass),P4(Viola)&P8(Violoncello)
39.125,42.125,P8(Bassoon 1),,,,,,P8(Flute 1),,,,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
42.125,46.125,Main Part,,P4(Bassoon 2),,,,,P4(Oboe 1),,,,,,,,,P8(Contrabass),P8(Violoncello)
46.125,48.625,,,,,,,,Main Part,U(D Horn 2),U(D Horn 1),,,,,,,P8(Contrabass),P8(Violoncello)
48.625,49.625,,,,,,,,,Main Part,U(Main),,,,,P2(Viola),P2(Violin 2),P8(Contrabass),P8(Violoncello)
49.625,51.625,Main Part,,P8(Oboe 2),P8(Oboe 1),,,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
51.625,52.625,,,Main Part,P8(Main),,,,,,,,,,,P3(Viola),P3(Violin 2),P8(Contrabass),P8(Violoncello)
52.625,54.625,,,,,,,Main Part,,P8(D Horn 2),P8(D Horn 1),,,,,,,P8(Contrabass),P8(Violoncello)
54.625,55.625,,,,,,,,,Main Part,P8(Main),,,,,P4(Viola),P4(Violin 2),P8(Contrabass),P8(Violoncello)
55.625,57.625,,,Main Part,,,,,,P8(D Horn 2),P8(D Horn 1),,,,,,,P8(Contrabass),P8(Violoncello)
57.625,58.625,,,,,,,,,Main Part,P8(Main),,,,,P6(Viola),P6(Violin 2),P8(Contrabass),P8(Violoncello)
58.625,60.625,,,Main Part,,,,,,U(D Horn 2),U(D Horn 1),,,,,,,P8(Contrabass),P8(Violoncello)
60.625,61.625,,,P8(Bassoon 1),,,,P8(Oboe 1),,Main Part,U(Main),,,,,P4(Viola),P4(Violin 2),P8(Contrabass),P8(Violoncello)
61.625,63.625,,,Main Part,,,,P8(Main),,P2(D Horn 2),P2(D Horn 1),,,,,,,P8(Contrabass),P8(Violoncello)
63.625,64.625,,,P8(Bassoon 1),,,,P8(Oboe 1),,Main Part,P2(Main),,,,,P3(Viola),P3(Violin 2),P8(Contrabass),P8(Violoncello)
64.625,66.0,Main Part,,P8(Main)&P8(Bassoon 1),,U(A Clarinet 2)&P8(Bassoon 2)&U(D Horn 1)&P8(D Horn 2)&U(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),U(A Clarinet 1)&P8(Bassoon 2)&U(D Horn 1)&P8(D Horn 2)&U(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Oboe 1),P8(A Clarinet 1)&P8(A Clarinet 2)&P8(D Horn 1)&U(D Horn 2)&P8(D Trumpet 1)&U(D Trumpet 2)&P8(Timpani)&U(Violoncello)&P8(Contrabass),U(A Clarinet 1)&U(A Clarinet 2)&P8(Bassoon 2)&P8(D Horn 2)&U(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),P8(A Clarinet 1)&P8(A Clarinet 2)&U(Bassoon 2)&P8(D Horn 1)&P8(D Trumpet 1)&U(D Trumpet 2)&P8(Timpani)&U(Violoncello)&P8(Contrabass),U(A Clarinet 1)&U(A Clarinet 2)&P8(Bassoon 2)&U(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 2)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),P8(A Clarinet 1)&P8(A Clarinet 2)&U(Bassoon 2)&P8(D Horn 1)&U(D Horn 2)&P8(D Trumpet 1)&P8(Timpani)&U(Violoncello)&P8(Contrabass),P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 2)&P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Violoncello)&U(Contrabass),,P3(Viola),P3(Violin 2),P8(A Clarinet 1)&P8(A Clarinet 2)&U(Bassoon 2)&P8(D Horn 1)&U(D Horn 2)&P8(D Trumpet 1)&U(D Trumpet 2)&P8(Timpani)&P8(Contrabass),P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 2)&P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&U(Timpani)&P8(Violoncello)
66.0,70.125,P8(Oboe 1)&P8(Bassoon 1),P8(Oboe 2),P8(Flute 1)&P8(Bassoon 1),P8(Flute 2),P8(A Clarinet 2)&P8(Main),P8(A Clarinet 1)&P8(Main),P8(Flute 1)&P8(Oboe 1),Main Part,P8(D Horn 2),P8(D Horn 1),P8(D Trumpet 2)&P8(Timpani),P8(D Trumpet 1)&P8(Timpani),P8(D Trumpet 1)&P8(D Trumpet 2),,,,P8(Contrabass),P8(Violoncello)
70.125,72.2917,,,,,,,,,P8(D Horn 2)&P8(Contrabass),P8(D Horn 1)&P8(Contrabass),,,,P8(Violin 2),P8(Violin 1),Main Part,U(Main),P8(D Horn 1)&P8(D Horn 2)
72.2917,85.0,,,,P4(A Clarinet 1)&P6(A Clarinet 2)&P6(Bassoon 2),P4(Oboe 2)&P3(A Clarinet 2)&P3(Bassoon 2),P6(Oboe 2)&P3(A Clarinet 1)&P8(Bassoon 2),,P6(Oboe 2)&P3(A Clarinet 1)&P8(A Clarinet 2),P8(D Horn 2)&P8(Contrabass),P8(D Horn 1)&P8(Contrabass),P8(D Trumpet 2)&P8(Timpani),P8(D Trumpet 1)&P8(Timpani),P8(D Trumpet 1)&P8(D Trumpet 2),Main Part,,U(Violoncello),U(Viola),P8(D Horn 1)&P8(D Horn 2)
85.0,86.125,Main Part,,P3(Oboe 2)&P2(A Clarinet 1)&P4(A Clarinet 2)&P2(Bassoon 1)&P4(Bassoon 2),P3(Oboe 1)&P4(A Clarinet 1)&P6(A Clarinet 2)&P4(Bassoon 1)&P6(Bassoon 2),P2(Oboe 1)&P4(Oboe 2)&P3(A Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2),P4(Oboe 1)&P6(Oboe 2)&P3(A Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2),P2(Oboe 1)&P4(Oboe 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P3(Bassoon 2),P4(Oboe 1)&P6(Oboe 2)&P3(A Clarinet 1)&P8(A Clarinet 2)&P3(Bassoon 1),P8(D Horn 2)&P5(Violin 1)&P2(Violin 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),P8(D Horn 1)&P5(Violin 1)&P2(Violin 2)&P8(Viola)&U(Violoncello)&P8(Contrabass),,,,P5(D Horn 1)&P5(D Horn 2)&P4(Violin 2)&P5(Viola)&P5(Violoncello)&P5(Contrabass),P2(D Horn 1)&P2(D Horn 2)&P4(Violin 1)&P2(Viola)&P2(Violoncello)&P2(Contrabass),U(D Horn 1)&P8(D Horn 2)&P5(Violin 1)&P2(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(D Horn 1)&U(D Horn 2)&P5(Violin 1)&P2(Violin 2)&P8(Viola)&P8(Contrabass),P8(D Horn 1)&P8(D Horn 2)&P5(Violin 1)&P2(Violin 2)&P8(Viola)&P8(Violoncello)
86.125,88.0,,,P3(Oboe 2),P3(Oboe 1),P3(A Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2),P3(A Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2),P8(A Clarinet 1)&P3(A Clarinet 2)&P3(Bassoon 2),P3(A Clarinet 1)&P8(A Clarinet 2)&P3(Bassoon 1),P8(D Horn 2),P8(D Horn 1),P8(D Trumpet 2)&P8(Timpani),P8(D Trumpet 1)&P8(Timpani),P8(D Trumpet 1)&P8(D Trumpet 2),Main Part,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
88.0,89.125,Main Part,,P3(Oboe 2)&P3(A Clarinet 1)&P5(A Clarinet 2)&P3(Bassoon 1)&P5(Bassoon 2),P3(Oboe 1)&P5(A Clarinet 1)&P7(A Clarinet 2)&P5(Bassoon 1)&P7(Bassoon 2),P3(Oboe 1)&P5(Oboe 2)&P3(A Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2),P5(Oboe 1)&P7(Oboe 2)&P3(A Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2),P3(Oboe 1)&P5(Oboe 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P3(Bassoon 2),P5(Oboe 1)&P7(Oboe 2)&P3(A Clarinet 1)&P8(A Clarinet 2)&P3(Bassoon 1),P8(D Horn 2)&P6(Violin 1)&P2(Violin 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),P8(D Horn 1)&P6(Violin 1)&P2(Violin 2)&P8(Viola)&U(Violoncello)&P8(Contrabass),,,,P6(D Horn 1)&P6(D Horn 2)&P5(Violin 2)&P6(Viola)&P6(Violoncello)&P6(Contrabass),P2(D Horn 1)&P2(D Horn 2)&P5(Violin 1)&P2(Viola)&P2(Violoncello)&P2(Contrabass),U(D Horn 1)&P8(D Horn 2)&P6(Violin 1)&P2(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(D Horn 1)&U(D Horn 2)&P6(Violin 1)&P2(Violin 2)&P8(Viola)&P8(Contrabass),P8(D Horn 1)&P8(D Horn 2)&P6(Violin 1)&P2(Violin 2)&P8(Viola)&P8(Violoncello)
89.125,91.0,,,P3(Oboe 2)&P3(A Clarinet 1),P3(Oboe 1)&P5(A Clarinet 1),P3(Oboe 1)&P5(Oboe 2)&P3(A Clarinet 2),P3(A Clarinet 1),P3(Bassoon 2),P3(Bassoon 1),P8(D Horn 2),P8(D Horn 1),P8(D Trumpet 2)&P8(Timpani),P8(D Trumpet 1)&P8(Timpani),P8(D Trumpet 1)&P8(D Trumpet 2),Main Part,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
91.0,92.125,Main Part,,P3(Oboe 2)&P3(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2),P3(Oboe 1)&P5(A Clarinet 1)&P3(A Clarinet 2)&P3(Bassoon 1)&P5(Bassoon 2),P3(Oboe 1)&P5(Oboe 2)&P3(A Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2),P8(Oboe 1)&P3(Oboe 2)&P3(A Clarinet 1)&U(Bassoon 1)&P3(Bassoon 2),P8(Oboe 1)&P3(Oboe 2)&P3(A Clarinet 1)&U(A Clarinet 2)&P3(Bassoon 2),P3(Oboe 1)&P5(Oboe 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P3(Bassoon 1),P8(D Horn 2)&P8(Violin 1)&P5(Violin 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),P8(D Horn 1)&P8(Violin 1)&P5(Violin 2)&P8(Viola)&U(Violoncello)&P8(Contrabass),,,,P8(D Horn 1)&P8(D Horn 2)&P5(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P5(D Horn 1)&P5(D Horn 2)&P5(Violin 1)&P5(Viola)&P5(Violoncello)&P5(Contrabass),U(D Horn 1)&P8(D Horn 2)&P8(Violin 1)&P5(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(D Horn 1)&U(D Horn 2)&P8(Violin 1)&P5(Violin 2)&P8(Viola)&P8(Contrabass),P8(D Horn 1)&P8(D Horn 2)&P8(Violin 1)&P5(Violin 2)&P8(Viola)&P8(Violoncello)
92.125,94.0,,,P8(A Clarinet 2)&P8(Bassoon 1),P5(A Clarinet 1)&P5(Bassoon 2),P5(Oboe 2)&P8(Bassoon 2),P8(Oboe 1)&U(Bassoon 1),P8(Oboe 1)&U(A Clarinet 2),P5(Oboe 2)&P8(A Clarinet 1),P8(D Horn 2),P8(D Horn 1),P8(D Trumpet 2)&P8(Timpani),P8(D Trumpet 1)&P8(Timpani),P8(D Trumpet 1)&P8(D Trumpet 2),Main Part,P5(Viola)&P5(Violoncello)&P5(Contrabass),P5(Violin 2)&P8(Violoncello)&P8(Contrabass),P5(Violin 2)&P8(Viola)&P8(Contrabass),P5(Violin 2)&P8(Viola)&P8(Violoncello)
94.0,95.125,Main Part,,P4(Oboe 2)&P2(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P2(Bassoon 2),P4(Oboe 1)&P5(A Clarinet 1)&P4(A Clarinet 2)&P4(Bassoon 1)&P5(Bassoon 2),P2(Oboe 1)&P5(Oboe 2)&P2(A Clarinet 2)&P2(Bassoon 1)&P8(Bassoon 2),P8(Oboe 1)&P4(Oboe 2)&P2(A Clarinet 1)&U(Bassoon 1)&P2(Bassoon 2),P8(Oboe 1)&P4(Oboe 2)&P2(A Clarinet 1)&U(A Clarinet 2)&P2(Bassoon 2),P2(Oboe 1)&P5(Oboe 2)&P8(A Clarinet 1)&P2(A Clarinet 2)&P2(Bassoon 1),P8(D Horn 2)&P8(Violin 1)&P5(Violin 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),P8(D Horn 1)&P8(Violin 1)&P5(Violin 2)&P8(Viola)&U(Violoncello)&P8(Contrabass),,,,P8(D Horn 1)&P8(D Horn 2)&P5(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P5(D Horn 1)&P5(D Horn 2)&P5(Violin 1)&P5(Viola)&P5(Violoncello)&P5(Contrabass),U(D Horn 1)&P8(D Horn 2)&P8(Violin 1)&P5(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(D Horn 1)&U(D Horn 2)&P8(Violin 1)&P5(Violin 2)&P8(Viola)&P8(Contrabass),P8(D Horn 1)&P8(D Horn 2)&P8(Violin 1)&P5(Violin 2)&P8(Viola)&P8(Violoncello)
95.125,99.125,,,,,P2(A Clarinet 2)&P2(Bassoon 1)&P8(Bassoon 2),P2(A Clarinet 1)&U(Bassoon 1)&P2(Bassoon 2),P2(A Clarinet 1)&U(A Clarinet 2)&P2(Bassoon 2),P8(A Clarinet 1)&P2(A Clarinet 2)&P2(Bassoon 1),,,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
99.125,111.125,,,P3(Oboe 2)&P3(D Horn 2),P3(Oboe 1)&P8(D Horn 2),,,P3(Bassoon 2),P3(Bassoon 1),,P3(Oboe 1)&P8(Oboe 2),,,,,,Main Part,U(Main),
111.125,115.125,,,P8(Bassoon 1),P8(Bassoon 2)&P8(D Horn 1)&P8(D Horn 2)&P8(Violin 2),,,P8(Oboe 1),P8(Oboe 2)&U(D Horn 1)&P8(D Horn 2)&U(Violin 2),P8(Oboe 2)&U(Bassoon 2)&P8(D Horn 2)&U(Violin 2),P8(Oboe 2)&P8(Bassoon 2)&P8(D Horn 1)&P8(Violin 2),,,,Main Part,P8(Oboe 2)&U(Bassoon 2)&U(D Horn 1)&P8(D Horn 2),,,
115.125,127.125,,,P8(Bassoon 1)&P2(D Horn 1)&P2(D Horn 2),P8(Bassoon 2),,,P8(Oboe 1)&P2(D Horn 1)&P2(D Horn 2),P8(Oboe 2),P2(Oboe 1)&P2(Bassoon 1)&P8(D Horn 2),P2(Oboe 1)&P2(Bassoon 1)&P8(D Horn 1),,,,Main Part,P2(Main),U(Violoncello)&P8(Contrabass),U(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
127.125,131.125,,,P8(Bassoon 1)&P8(Violin 1),,,,P8(Oboe 1)&U(Violin 1),,P8(D Horn 2)&U(Violin 2),P8(D Horn 1)&P8(Violin 2),,,,P8(Oboe 1)&U(Bassoon 1),U(D Horn 1)&P8(D Horn 2),Main Part,U(Main)&P8(Contrabass),P8(Main)&P8(Violoncello)
131.125,135.125,,,P8(Bassoon 1),,,,P8(Oboe 1),,P8(D Horn 2)&P3(Violin 1)&U(Violin 2),P8(D Horn 1)&P3(Violin 1)&P8(Violin 2),,,,P3(D Horn 1)&P3(D Horn 2)&P3(Violin 2),U(D Horn 1)&P8(D Horn 2)&P3(Violin 1),Main Part,U(Main)&P8(Contrabass),P8(Main)&P8(Violoncello)
